EARTHQUAKE RATE UNCERTAINTY BRANCHES 
RData file,rate-unc-GNMI-Interface-betav1-1973.RData
Calculation start and end,Wed Jun 10 23:12:21 2026,Wed Jun 10 23:17:20 2026
Region name,GNMI-Interface
Version,betav1-1973
Catalog type,Prob
b mean,1.29
b sigma,0.16
max n sigma b,3
delta,0.1
M1,5
Mmax,7
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
default M sigma,0.2
max n sigma M,3
nsamples,1e+05
Magnitude corrections are recomputed 
catalog, from ../catalogs/gnmi_beta_nomantle_separated_reclassified 1.csv
n epochs,3
t start,t end,Mc
1973,1994.5,5
1994.5,2010,5.3
2010,2026,5.4
type of rate model,average
epoch weights,0.4056604,0.2924528,0.3018868
BRANCHES
Note: all rates are cumulative
Note: calculations assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,2.85,1.26
0.025,1.68,1.48
0.16,2.18,1.4
0.5,2.79,1.27
0.84,3.52,1.12
0.975,4.36,0.974
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,2.85,1.23
0.025,1.68,1.36
0.16,2.18,1.33
0.5,2.79,1.27
0.84,3.52,1.19
0.975,4.36,1.11
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,5686.6,567.69,1522,4196.3,10311,18239
2.6,4162,452.72,1174.7,3131.4,7462,13001
2.7,3047.9,360.87,907.38,2336,5401.2,9275.2
2.8,2233.3,287.92,700,1744.2,3911.4,6618.4
2.9,1637.5,229.58,540.38,1300.6,2831.5,4723.6
3,1201.4,183.11,417.04,969.56,2050.8,3369.8
3.1,881.94,146.03,321.73,723.29,1484.9,2404.5
3.2,647.87,116.43,248.44,539.72,1075.3,1716.6
3.3,476.23,92.837,191.59,402.69,779.18,1225
3.4,350.31,73.997,147.77,300.51,564.68,874.18
3.5,257.85,58.881,113.98,224.21,409.14,625.04
3.6,189.93,46.832,87.876,167.34,296.65,446.83
3.7,140.01,37.251,67.756,124.86,215.11,319.63
3.8,103.28,29.583,52.214,93.187,156.15,228.7
3.9,76.24,23.502,40.269,69.589,113.34,163.51
4,56.324,18.687,31.031,51.926,82.254,117.15
4.1,41.643,14.835,23.893,38.772,59.755,83.887
4.2,30.812,11.767,18.391,28.913,43.453,60.109
4.3,22.817,9.3166,14.153,21.565,31.595,43.091
4.4,16.91,7.3666,10.876,16.09,22.989,30.952
4.5,12.543,5.8174,8.356,12.009,16.752,22.233
4.6,9.3111,4.5755,6.4124,8.9616,12.214,15.984
4.7,6.9181,3.5849,4.9144,6.6928,8.9247,11.517
4.8,5.1445,2.8003,3.7575,4.9989,6.5273,8.3178
