EARTHQUAKE RATE UNCERTAINTY BRANCHES 
RData file,rate-unc-GNMI-Interface-betav1-1973.RData
Calculation start and end,Wed Jun 10 23:12:21 2026,Wed Jun 10 23:17:20 2026
Region name,GNMI-Interface
Version,betav1-1973
Catalog type,Prob
b mean,1.29
b sigma,0.16
max n sigma b,3
delta,0.1
M1,5
Mmax,7
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
default M sigma,0.2
max n sigma M,3
nsamples,1e+05
Magnitude corrections are recomputed 
catalog, from ../catalogs/gnmi_beta_nomantle_separated_reclassified 1.csv
n epochs,3
t start,t end,Mc
1973,1994.5,5
1994.5,2010,5.3
2010,2026,5.4
type of rate model,average
epoch weights,0.4056604,0.2924528,0.3018868
BRANCHES
Note: all rates are cumulative
Note: calculations assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,2.85,1.26
0.025,1.68,1.48
0.16,2.18,1.4
0.5,2.79,1.27
0.84,3.52,1.12
0.975,4.36,0.974
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,2.85,1.23
0.025,1.68,1.36
0.16,2.18,1.33
0.5,2.79,1.27
0.84,3.52,1.19
0.975,4.36,1.11
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
4.9,3.829,2.1745,2.8684,3.7347,4.7863,6.0171
5,2.8525,1.6791,2.1826,2.7938,3.518,4.3638
5.1,2.1269,1.289,1.6564,2.0913,2.5933,3.1745
5.2,1.5874,0.98005,1.2517,1.5653,1.9209,2.3198
5.3,1.1858,0.73955,0.94154,1.1722,1.4295,1.7118
5.4,0.8867,0.55274,0.7049,0.87729,1.068,1.2728
5.5,0.66366,0.41124,0.52556,0.65593,0.80194,0.95746
5.6,0.49721,0.30399,0.38998,0.49002,0.60434,0.72866
5.7,0.37287,0.22355,0.28849,0.36596,0.45749,0.55869
5.8,0.27991,0.16344,0.21276,0.2731,0.34738,0.43229
5.9,0.21033,0.11904,0.15629,0.20377,0.26473,0.33746
6,0.15821,0.086489,0.11455,0.15196,0.20205,0.26498
6.1,0.11913,0.062669,0.083755,0.11318,0.15461,0.20837
6.2,0.089797,0.045333,0.061195,0.084355,0.11847,0.16443
6.3,0.067757,0.032716,0.044612,0.062846,0.090811,0.13018
6.4,0.051181,0.023575,0.032518,0.046856,0.069775,0.10325
6.5,0.038701,0.016978,0.023662,0.034948,0.053662,0.081909
6.6,0.029295,0.012207,0.017216,0.026053,0.041299,0.065062
6.7,0.0222,0.0087681,0.012503,0.019432,0.0318,0.05167
6.8,0.016841,0.0062905,0.0090856,0.014492,0.024472,0.041119
6.9,0.01279,0.0045087,0.0065952,0.010807,0.018847,0.032729
7,0.0097241,0.0032271,0.0047851,0.0080563,0.014529,0.026083
7.1,0.0074013,0.0023122,0.0034693,0.0060087,0.0112,0.020764
7.2,0.0056395,0.001656,0.0025172,0.0044828,0.0086299,0.016539
7.3,0.0043019,0.0011843,0.0018241,0.0033433,0.0066555,0.013177
7.4,0.0032852,0.0008463,0.0013222,0.0024937,0.0051303,0.010504
7.5,0.0025116,0.00060579,0.00095853,0.0018609,0.0039576,0.0083682
7.6,0.0019223,0.00043285,0.00069376,0.0013873,0.0030522,0.0066744
7.7,0.0014729,0.00030927,0.00050275,0.0010354,0.0023534,0.0053206
7.8,0.0011299,0.000221,0.00036413,0.00077243,0.001817,0.0042438
7.9,0.00086766,0.00015777,0.00026374,0.00057627,0.0014031,0.0033843
8,0.00066706,0.00011277,0.00019121,0.00042989,0.0010826,0.0027004
8.1,0.0005134,8.0481e-05,0.00013857,0.00032084,0.00083559,0.0021553
8.2,0.00039558,5.7414e-05,0.00010039,0.00023943,0.00064503,0.0017184
8.3,0.00030513,4.096e-05,7.2675e-05,0.00017866,0.00049778,0.0013713
8.4,0.00023562,2.9208e-05,5.2636e-05,0.00013328,0.0003842,0.0010935
8.5,0.00018215,2.0832e-05,3.8099e-05,9.9491e-05,0.00029653,0.00087253
8.6,0.00014096,1.4862e-05,2.7571e-05,7.4228e-05,0.00022885,0.00069777
8.7,0.00010921,1.0593e-05,1.9975e-05,5.5399e-05,0.00017665,0.00055748
8.8,8.47e-05,7.5538e-06,1.4468e-05,4.1331e-05,0.0001364,0.00044532
8.9,6.576e-05,5.3853e-06,1.0479e-05,3.0839e-05,0.00010533,0.00035558
9,5.111e-05,3.8375e-06,7.5904e-06,2.3019e-05,8.1361e-05,0.00028389
9.1,3.9766e-05,2.7341e-06,5.4957e-06,1.7172e-05,6.2793e-05,0.00022687
9.2,3.0971e-05,1.9463e-06,3.981e-06,1.2818e-05,4.8499e-05,0.000181
9.3,2.4147e-05,1.3882e-06,2.8826e-06,9.565e-06,3.7441e-05,0.00014467
9.4,1.8846e-05,9.903e-07,2.0864e-06,7.1398e-06,2.8927e-05,0.00011567
9.5,1.4723e-05,7.0552e-07,1.5103e-06,5.3275e-06,2.2351e-05,9.244e-05
9.6,1.1514e-05,5.0239e-07,1.0929e-06,3.976e-06,1.7253e-05,7.3844e-05
9.7,9.0129e-06,3.5775e-07,7.9076e-07,2.9655e-06,1.3333e-05,5.9026e-05
