EARTHQUAKE RATE UNCERTAINTY BRANCHES 
RData file,rate-unc-GNMI-Crustal-betav1-1973.RData
Calculation start and end,Wed Jun 10 23:04:06 2026,Wed Jun 10 23:09:59 2026
Region name,GNMI-Crustal
Version,betav1-1973
Catalog type,Prob
b mean,1.29
b sigma,0.16
max n sigma b,3
delta,0.1
M1,5
Mmax,7.6
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
default M sigma,0.2
max n sigma M,3
nsamples,1e+05
Magnitude corrections are recomputed 
catalog, from ../catalogs/gnmi_beta_nomantle_separated_reclassified 1.csv
n epochs,3
t start,t end,Mc
1973,1994.5,5
1994.5,2010,5.3
2010,2026,5.4
type of rate model,average
epoch weights,0.4056604,0.2924528,0.3018868
BRANCHES
Note: all rates are cumulative
Note: calculations assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,5.34,1.26
0.025,3.55,1.48
0.16,4.35,1.4
0.5,5.27,1.27
0.84,6.32,1.12
0.975,7.52,0.97
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,5.34,1.22
0.025,3.55,1.39
0.16,4.35,1.35
0.5,5.27,1.27
0.84,6.32,1.17
0.975,7.52,1.07
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,10715,1061.4,2902.9,7974.4,19539,33478
2.6,7840,848.01,2240.5,5949.6,14140,23847
2.7,5739.8,677.67,1729.2,4436,10234,16977
2.8,4204.8,541.18,1334.8,3311.1,7408.7,12092
2.9,3082.1,432.7,1030.2,2470.2,5365,8614.3
3,2260.6,345.93,795.45,1842.5,3884.9,6136.2
3.1,1659.1,276.31,613.63,1374.4,2814.5,4373.4
3.2,1218.4,220.77,473.89,1025.8,2039,3117.6
3.3,895.39,176.52,366,765.06,1476.2,2222.1
3.4,658.45,140.95,282.48,570.92,1069.4,1584.9
3.5,484.54,112.6,218.12,425.99,774.42,1130.2
3.6,356.81,89.952,168.37,317.81,560.41,805.54
3.7,262.94,71.784,129.96,237.16,405.61,574.59
3.8,193.91,57.3,100.27,176.88,293.72,409.97
3.9,143.11,45.686,77.352,131.99,212.7,292.83
4,105.7,36.42,59.694,98.475,154.18,209.13
4.1,78.124,29.038,46.017,73.479,111.7,149.32
4.2,57.791,23.125,35.484,54.819,80.933,106.71
4.3,42.784,18.395,27.357,40.922,58.67,76.339
4.4,31.699,14.64,21.087,30.534,42.553,54.646
4.5,23.507,11.624,16.243,22.783,30.875,39.137
4.6,17.446,9.2279,12.51,16.994,22.424,28.072
4.7,12.959,7.3125,9.6235,12.679,16.302,20.165
4.8,9.6345,5.7636,7.3963,9.4619,11.863,14.486
4.9,7.1693,4.5271,5.6779,7.0614,8.6483,10.421
5,5.3396,3.546,4.347,5.272,6.3229,7.5211
5.1,3.9806,2.7563,3.3202,3.9405,4.6376,5.4384
5.2,2.9702,2.1239,2.521,2.9464,3.4162,3.9557
5.3,2.2184,1.6199,1.9034,2.2056,2.5312,2.8964
5.4,1.6585,1.2206,1.4267,1.6504,1.8888,2.1471
5.5,1.2411,0.90817,1.0622,1.2338,1.4178,1.6181
5.6,0.92967,0.66975,0.78696,0.92178,1.0712,1.2368
5.7,0.69708,0.48965,0.57969,0.68783,0.81361,0.95749
5.8,0.52321,0.35632,0.42544,0.51289,0.62023,0.74886
5.9,0.39311,0.25843,0.3112,0.38232,0.47442,0.58942
6,0.29567,0.18664,0.22726,0.28489,0.36392,0.46568
6.1,0.22261,0.13462,0.16562,0.21223,0.27962,0.36908
6.2,0.16778,0.096825,0.12058,0.15825,0.21508,0.29288
6.3,0.12659,0.069428,0.087678,0.11798,0.16567,0.23272
6.4,0.095617,0.049756,0.06366,0.087972,0.12757,0.18543
6.5,0.072299,0.035635,0.046185,0.065568,0.098291,0.14761
6.6,0.054728,0.025499,0.033485,0.04894,0.075838,0.11778
6.7,0.041473,0.018229,0.024265,0.036498,0.058471,0.093945
6.8,0.031463,0.013025,0.017593,0.027207,0.045065,0.074894
6.9,0.023896,0.0093104,0.012752,0.02029,0.034749,0.059739
7,0.018169,0.0066506,0.0092378,0.015136,0.026803,0.04771
7.1,0.01383,0.0047516,0.0066986,0.01129,0.02071,0.038084
