San Jacinto (San Bernardino)
mag	mean	min	max
5.0	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.1	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.2	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.3	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.3999999999999995	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.5	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.6	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.699999999999999	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.8	0.003731196599912763	0.002040354246947915	0.007404437398355753
5.8999999999999995	0.003731196599912763	0.002040354246947915	0.007404437398355753
6.0	0.003731196599912763	0.002040354246947915	0.007404437398355753
6.1	0.003731196599912763	0.002040354246947915	0.007404437398355753
6.199999999999999	0.003731196599912763	0.002040354246947915	0.007404437398355753
6.3	0.003731196599912763	0.002040354246947915	0.007404437398355753
6.3999999999999995	0.003731196599912763	0.002040354246947915	0.007404437398355753
6.5	0.003731196599912763	0.002040354246947915	0.007404437398355753
6.6	0.0037036104489517317	0.002040354246947915	0.007041505375299377
6.699999999999999	0.0036401582412980043	0.0020182827536362295	0.006666865867628142
6.799999999999999	0.0034848979519574966	0.0019388753496931903	0.006279738376367792
6.8999999999999995	0.003180492075242671	0.0017962171010723216	0.005879261661270847
6.999999999999999	0.0027987049805617164	0.0016682379020142761	0.005449120004315006
7.1	0.0024239618249337464	0.0015832651986579939	0.0049845670148019475
7.199999999999999	0.002077883655940297	0.001480460615633429	0.00447961811315782
7.299999999999999	0.00173859215533307	0.0013341986531556897	0.0039265788399283005
7.399999999999999	0.0014241003046016687	0.0012045081035795293	0.0032813663544940352
7.499999999999999	0.0011862044043446998	0.0010699970192664728	0.0024518074446497613
7.6	9.354107701762507E-4	7.354356447727673E-4	0.0012904249708682663
7.699999999999999	5.95658268012242E-4	0.0	7.834847300091079E-4
7.799999999999999	3.002539307882495E-4	0.0	4.423581014093695E-4
7.899999999999999	9.28023674145549E-5	0.0	1.5087244142944384E-4
7.999999999999999	1.3719048929087677E-5	0.0	2.897834086209832E-5
8.099999999999998	4.855876933298066E-7	0.0	2.1581675259102485E-6
8.2	0.0	0.0	0.0
8.299999999999999	0.0	0.0	0.0
8.399999999999999	0.0	0.0	0.0
8.499999999999998	0.0	0.0	0.0
8.599999999999998	0.0	0.0	0.0
8.7	0.0	0.0	0.0
8.799999999999999	0.0	0.0	0.0
8.899999999999999	0.0	0.0	0.0
