segment Fiji
-17.583 177.06
-17.589 177.066
-17.588 177.07
-17.589 177.071
-17.595 177.073
-17.599 177.072
segment Fiji
-17.64 179.02
-17.634 179.018
-17.634 179.012
-17.63 179.009
-17.63 179.006
-17.626 179.002
-17.616 178.995
-17.603 178.99
-17.596 178.991
-17.595 178.993
-17.598 178.996
-17.599 178.998
-17.595 179.003
-17.6 179.011
-17.614 179.014
-17.619 179.019
-17.625 179.021
-17.628 179.019
-17.632 179.022
-17.637 179.021
-17.641 179.024
-17.647 179.028
-17.652 179.029
-17.656 179.032
-17.659 179.031
-17.655 179.027
-17.655 179.024
-17.644 179.018
-17.641 179.021
-17.64 179.02
segment Fiji
-17.623 177.1
-17.621 177.095
-17.616 177.09
-17.606 177.096
-17.607 177.099
-17.615 177.101
-17.616 177.106
-17.623 177.1
segment Fiji
-17.711 178.755
-17.709 178.752
-17.701 178.75
-17.697 178.747
-17.694 178.748
-17.687 178.744
-17.683 178.746
-17.673 178.743
-17.671 178.744
-17.666 178.741
-17.655 178.748
-17.646 178.75
-17.645 178.757
-17.643 178.758
-17.636 178.759
-17.626 178.775
-17.623 178.784
-17.621 178.793
-17.621 178.795
-17.622 178.802
-17.626 178.811
-17.629 178.816
-17.635 178.817
-17.639 178.824
-17.649 178.83
-17.681 178.839
-17.686 178.837
-17.695 178.84
-17.701 178.84
-17.719 178.834
-17.724 178.831
-17.729 178.827
-17.733 178.821
-17.732 178.819
-17.737 178.814
-17.737 178.811
-17.729 178.805
-17.729 178.797
-17.732 178.794
-17.738 178.794
-17.748 178.778
-17.746 178.776
-17.738 178.776
-17.737 178.774
-17.734 178.765
-17.731 178.761
-17.726 178.76
-17.722 178.757
-17.717 178.757
-17.711 178.755
segment Fiji
-17.657 179.269
-17.653 179.264
-17.638 179.263
-17.638 179.265
-17.643 179.27
-17.651 179.272
-17.652 179.276
-17.655 179.278
-17.656 179.277
-17.657 179.269
segment Fiji
-17.679 177.121
-17.675 177.117
-17.673 177.11
-17.675 177.106
-17.672 177.103
-17.669 177.103
-17.67 177.119
-17.676 177.126
-17.679 177.124
-17.679 177.121
segment Fiji
-17.733 178.729
-17.746 178.74
-17.748 178.746
-17.756 178.751
-17.761 178.759
-17.77 178.762
-17.77 178.765
-17.767 178.768
-17.769 178.771
-17.77 178.776
-17.78 178.773
-17.786 178.765
-17.787 178.761
-17.781 178.758
-17.78 178.75
-17.778 178.744
-17.773 178.743
-17.767 178.737
-17.763 178.738
-17.762 178.738
-17.755 178.735
-17.75 178.736
-17.746 178.732
-17.734 178.726
-17.729 178.721
-17.722 178.719
-17.72 178.724
-17.724 178.725
-17.733 178.729
segment Fiji
-17.737 177.146
-17.733 177.141
-17.733 177.135
-17.731 177.135
-17.729 177.142
-17.735 177.148
-17.737 177.146
segment Fiji
-17.74 177.154
-17.739 177.157
-17.739 177.16
-17.735 177.161
-17.735 177.168
-17.734 177.175
-17.736 177.178
-17.74 177.179
-17.74 177.181
-17.738 177.183
-17.736 177.182
-17.735 177.184
-17.737 177.187
-17.747 177.189
-17.756 177.197
-17.762 177.2
-17.764 177.199
-17.763 177.196
-17.759 177.192
-17.758 177.186
-17.762 177.182
-17.76 177.18
-17.761 177.174
-17.76 177.169
-17.755 177.166
-17.754 177.162
-17.752 177.161
-17.748 177.165
-17.746 177.165
-17.744 177.165
-17.744 177.158
-17.74 177.154
segment Fiji
-17.784 177.196
-17.781 177.195
-17.776 177.198
-17.776 177.202
-17.769 177.204
-17.767 177.201
-17.764 177.214
-17.769 177.214
-17.771 177.21
-17.776 177.212
-17.779 177.21
-17.784 177.196
segment Fiji
-17.805 179.145
-17.804 179.143
-17.795 179.147
-17.79 179.146
-17.787 179.144
-17.787 179.139
-17.781 179.137
-17.778 179.14
-17.776 179.149
-17.777 179.165
-17.787 179.172
-17.795 179.171
-17.8 179.163
-17.798 179.159
-17.799 179.155
-17.804 179.151
-17.805 179.145
segment Fiji
-17.851 179.417
-17.848 179.406
-17.835 179.398
-17.827 179.389
-17.816 179.392
-17.809 179.389
-17.804 179.392
-17.8 179.39
-17.8 179.388
-17.803 179.384
-17.802 179.383
-17.795 179.386
-17.79 179.388
-17.786 179.394
-17.794 179.397
-17.794 179.409
-17.792 179.414
-17.792 179.417
-17.797 179.42
-17.799 179.424
-17.798 179.43
-17.8 179.431
-17.802 179.43
-17.803 179.421
-17.807 179.419
-17.809 179.419
-17.815 179.416
-17.821 179.419
-17.825 179.419
-17.829 179.42
-17.832 179.426
-17.835 179.427
-17.843 179.424
-17.851 179.417
segment Fiji
-17.822 177.371
-17.827 177.368
-17.826 177.366
-17.814 177.368
-17.814 177.371
-17.822 177.371
segment Fiji
-17.942 178.614
-17.937 178.61
-17.936 178.613
-17.936 178.62
-17.939 178.622
-17.941 178.619
-17.942 178.614
segment Fiji
-18.042 179.354
-18.05 179.36
-18.056 179.358
-18.063 179.363
-18.063 179.367
-18.066 179.367
-18.075 179.365
-18.083 179.37
-18.096 179.371
-18.1 179.37
-18.106 179.363
-18.116 179.357
-18.118 179.352
-18.118 179.336
-18.103 179.324
-18.101 179.322
-18.092 179.318
-18.088 179.313
-18.084 179.315
-18.068 179.313
-18.058 179.309
-18.054 179.303
-18.05 179.299
-18.045 179.292
-18.043 179.279
-18.038 179.282
-18.033 179.28
-18.024 179.268
-18.015 179.261
-18.016 179.257
-18.017 179.256
-18.018 179.256
-18.035 179.262
-18.039 179.259
-18.039 179.257
-18.037 179.253
-18.037 179.249
-18.034 179.247
-18.031 179.251
-18.029 179.248
-18.03 179.242
-18.025 179.242
-18.023 179.245
-18.016 179.242
-18.01 179.245
-18.007 179.245
-18.006 179.242
-18.003 179.24
-17.998 179.242
-17.996 179.248
-17.988 179.251
-17.993 179.254
-17.993 179.256
-17.978 179.259
-17.977 179.259
-17.97 179.257
-17.963 179.247
-17.96 179.248
-17.958 179.253
-17.961 179.264
-17.959 179.269
-17.952 179.273
-17.943 179.284
-17.945 179.292
-17.944 179.306
-17.946 179.309
-17.958 179.317
-17.962 179.323
-17.964 179.323
-17.967 179.319
-17.972 179.325
-17.975 179.328
-17.98 179.33
-17.988 179.336
-17.998 179.347
-18.008 179.347
-18.011 179.353
-18.025 179.358
-18.031 179.357
-18.034 179.359
-18.039 179.357
-18.042 179.354
segment Fiji
-18.132 178.544
-18.13 178.554
-18.126 178.56
-18.126 178.567
-18.124 178.57
-18.127 178.572
-18.135 178.559
-18.144 178.561
-18.146 178.565
-18.148 178.564
-18.147 178.56
-18.135 178.551
-18.134 178.547
-18.139 178.539
-18.136 178.534
-18.131 178.532
-18.128 178.532
-18.124 178.539
-18.122 178.544
-18.119 178.548
-18.118 178.545
-18.117 178.541
-18.114 178.541
-18.098 178.559
-18.102 178.562
-18.11 178.572
-18.122 178.572
-18.12 178.564
-18.12 178.557
-18.13 178.541
-18.132 178.54
-18.132 178.544
segment Fiji
-18.11 178.536
-18.103 178.527
-18.101 178.533
-18.103 178.538
-18.102 178.541
-18.105 178.544
-18.109 178.539
-18.11 178.536
segment Fiji
-18.143 178.577
-18.141 178.574
-18.137 178.573
-18.131 178.576
-18.131 178.579
-18.134 178.58
-18.143 178.577
segment Fiji
-18.155 178.523
-18.15 178.521
-18.148 178.518
-18.144 178.516
-18.133 178.52
-18.131 178.522
-18.136 178.523
-18.138 178.527
-18.141 178.528
-18.155 178.523
segment Fiji
-18.428 178.121
-18.426 178.114
-18.424 178.112
-18.424 178.107
-18.42 178.103
-18.42 178.097
-18.418 178.095
-18.409 178.098
-18.407 178.102
-18.41 178.11
-18.406 178.113
-18.403 178.112
-18.4 178.106
-18.398 178.105
-18.394 178.105
-18.387 178.109
-18.384 178.109
-18.381 178.113
-18.376 178.113
-18.361 178.125
-18.363 178.137
-18.365 178.153
-18.376 178.154
-18.382 178.157
-18.388 178.153
-18.39 178.155
-18.393 178.154
-18.397 178.15
-18.4 178.152
-18.398 178.157
-18.404 178.159
-18.407 178.156
-18.406 178.152
-18.408 178.15
-18.415 178.151
-18.419 178.147
-18.418 178.142
-18.42 178.14
-18.424 178.141
-18.426 178.136
-18.423 178.134
-18.423 178.131
-18.427 178.125
-18.428 178.121
segment Fiji
-18.408 178.167
-18.405 178.163
-18.394 178.161
-18.391 178.163
-18.384 178.162
-18.376 178.158
-18.373 178.159
-18.37 178.162
-18.371 178.165
-18.378 178.171
-18.387 178.173
-18.393 178.177
-18.407 178.171
-18.408 178.167
segment Fiji
-18.391 177.998
-18.388 177.991
-18.385 177.991
-18.383 177.995
-18.378 177.996
-18.376 178.008
-18.378 178.01
-18.384 178.007
-18.385 178.003
-18.39 178.003
-18.391 177.998
segment Fiji
-18.603 177.657
-18.599 177.653
-18.595 177.651
-18.584 177.645
-18.575 177.637
-18.566 177.637
-18.557 177.631
-18.55 177.624
-18.54 177.621
-18.523 177.61
-18.516 177.608
-18.513 177.609
-18.507 177.62
-18.495 177.629
-18.495 177.635
-18.497 177.639
-18.503 177.643
-18.509 177.65
-18.517 177.652
-18.543 177.648
-18.552 177.648
-18.562 177.653
-18.574 177.653
-18.588 177.665
-18.594 177.665
-18.602 177.664
-18.603 177.657
segment Fiji
-18.605 179.85
-18.601 179.842
-18.593 179.838
-18.587 179.837
-18.585 179.838
-18.581 179.851
-18.574 179.855
-18.569 179.865
-18.565 179.87
-18.565 179.875
-18.561 179.88
-18.561 179.884
-18.563 179.889
-18.559 179.895
-18.56 179.902
-18.557 179.905
-18.559 179.913
-18.556 179.918
-18.556 179.923
-18.552 179.931
-18.555 179.939
-18.551 179.95
-18.556 179.957
-18.563 179.959
-18.568 179.957
-18.574 179.952
-18.575 179.946
-18.579 179.942
-18.58 179.933
-18.578 179.928
-18.578 179.925
-18.579 179.925
-18.583 179.922
-18.586 179.924
-18.594 179.916
-18.593 179.911
-18.595 179.908
-18.595 179.904
-18.6 179.901
-18.6 179.897
-18.603 179.894
-18.606 179.892
-18.61 179.893
-18.609 179.898
-18.612 179.9
-18.612 179.905
-18.607 179.91
-18.606 179.919
-18.602 179.923
-18.603 179.927
-18.607 179.928
-18.612 179.927
-18.62 179.921
-18.628 179.909
-18.631 179.908
-18.641 179.905
-18.647 179.907
-18.655 179.901
-18.658 179.896
-18.651 179.889
-18.642 179.887
-18.635 179.883
-18.633 179.878
-18.628 179.875
-18.618 179.883
-18.615 179.881
-18.615 179.878
-18.62 179.875
-18.621 179.872
-18.619 179.87
-18.61 179.867
-18.609 179.859
-18.606 179.856
-18.605 179.85
segment Fiji
-18.761 178.53
-18.775 178.525
-18.774 178.52
-18.771 178.519
-18.76 178.525
-18.761 178.53
segment Fiji
-18.812 178.528
-18.81 178.526
-18.801 178.529
-18.8 178.531
-18.807 178.534
-18.811 178.532
-18.812 178.528
segment Fiji
-18.839 178.526
-18.84 178.53
-18.836 178.536
-18.841 178.539
-18.842 178.543
-18.845 178.546
-18.846 178.544
-18.846 178.539
-18.85 178.535
-18.851 178.531
-18.847 178.528
-18.844 178.529
-18.839 178.526
segment Fiji
-18.884 178.465
-18.885 178.472
-18.879 178.478
-18.879 178.485
-18.876 178.488
-18.867 178.492
-18.869 178.499
-18.871 178.501
-18.876 178.498
-18.879 178.498
-18.88 178.5
-18.876 178.502
-18.874 178.51
-18.875 178.516
-18.882 178.517
-18.887 178.516
-18.89 178.518
-18.894 178.517
-18.899 178.52
-18.899 178.523
-18.901 178.524
-18.906 178.523
-18.909 178.52
-18.914 178.52
-18.915 178.517
-18.918 178.514
-18.919 178.513
-18.918 178.51
-18.916 178.508
-18.909 178.51
-18.905 178.508
-18.904 178.506
-18.908 178.501
-18.912 178.5
-18.918 178.502
-18.922 178.502
-18.926 178.496
-18.93 178.494
-18.936 178.496
-18.939 178.496
-18.939 178.488
-18.936 178.484
-18.926 178.484
-18.923 178.48
-18.922 178.468
-18.918 178.464
-18.914 178.465
-18.91 178.461
-18.902 178.459
-18.899 178.46
-18.892 178.462
-18.893 178.471
-18.892 178.474
-18.889 178.474
-18.887 178.466
-18.884 178.465
segment Fiji
-18.956 178.308
-18.951 178.313
-18.938 178.317
-18.939 178.328
-18.936 178.336
-18.941 178.341
-18.941 178.344
-18.942 178.355
-18.938 178.364
-18.938 178.37
-18.943 178.372
-18.947 178.379
-18.957 178.382
-18.949 178.389
-18.951 178.395
-18.95 178.405
-18.952 178.407
-18.952 178.416
-18.956 178.42
-18.959 178.419
-18.969 178.422
-18.976 178.422
-18.985 178.414
-18.988 178.415
-18.99 178.417
-18.986 178.418
-18.985 178.422
-18.99 178.423
-18.991 178.426
-18.989 178.428
-18.982 178.427
-18.981 178.429
-18.986 178.433
-18.985 178.434
-18.981 178.434
-18.975 178.436
-18.969 178.43
-18.961 178.442
-18.963 178.445
-18.958 178.447
-18.959 178.454
-18.971 178.461
-18.971 178.474
-18.978 178.476
-18.98 178.48
-18.992 178.481
-18.994 178.485
-19.003 178.49
-19.004 178.485
-18.999 178.472
-19 178.471
-19.002 178.468
-19.003 178.471
-19.007 178.472
-19.007 178.475
-19.011 178.478
-19.018 178.473
-19.027 178.471
-19.022 178.461
-19.025 178.459
-19.024 178.454
-19.019 178.451
-19.018 178.447
-19.021 178.445
-19.022 178.442
-19.026 178.442
-19.029 178.453
-19.033 178.458
-19.037 178.459
-19.043 178.454
-19.038 178.449
-19.037 178.446
-19.04 178.445
-19.039 178.44
-19.035 178.44
-19.034 178.439
-19.03 178.43
-19.033 178.427
-19.032 178.423
-19.027 178.422
-19.02 178.414
-19.024 178.411
-19.023 178.408
-19.025 178.407
-19.027 178.409
-19.027 178.413
-19.029 178.413
-19.033 178.41
-19.048 178.417
-19.053 178.414
-19.048 178.411
-19.048 178.406
-19.045 178.391
-19.04 178.385
-19.049 178.385
-19.051 178.381
-19.053 178.379
-19.061 178.372
-19.054 178.366
-19.057 178.358
-19.06 178.355
-19.057 178.353
-19.053 178.355
-19.051 178.353
-19.051 178.351
-19.047 178.346
-19.043 178.346
-19.046 178.342
-19.05 178.339
-19.053 178.335
-19.061 178.328
-19.061 178.325
-19.059 178.323
-19.055 178.325
-19.042 178.339
-19.035 178.343
-19.028 178.341
-19.027 178.343
-19.032 178.323
-19.027 178.321
-19.026 178.319
-19.032 178.314
-19.032 178.311
-19.028 178.308
-19.024 178.306
-19.02 178.308
-19.018 178.311
-19.019 178.321
-19.016 178.324
-19.011 178.32
-19.011 178.315
-19.005 178.311
-19.004 178.306
-19.006 178.303
-19.005 178.3
-19.002 178.296
-19 178.295
-18.997 178.294
-18.99 178.286
-18.992 178.285
-19.001 178.289
-19.004 178.288
-19.001 178.282
-18.997 178.279
-18.997 178.277
-18.999 178.276
-19.003 178.276
-18.999 178.27
-19.009 178.271
-19.014 178.273
-19.015 178.27
-19.02 178.27
-19.021 178.264
-19.015 178.262
-19.021 178.254
-19.021 178.251
-19.017 178.246
-19.022 178.239
-19.028 178.239
-19.035 178.239
-19.04 178.243
-19.043 178.239
-19.041 178.236
-19.045 178.23
-19.044 178.227
-19.049 178.224
-19.05 178.221
-19.056 178.22
-19.057 178.218
-19.056 178.214
-19.049 178.211
-19.05 178.208
-19.056 178.205
-19.05 178.192
-19.051 178.189
-19.048 178.184
-19.053 178.181
-19.054 178.177
-19.056 178.176
-19.062 178.184
-19.066 178.184
-19.066 178.179
-19.069 178.176
-19.065 178.166
-19.063 178.163
-19.065 178.162
-19.071 178.167
-19.076 178.168
-19.088 178.168
-19.094 178.169
-19.098 178.168
-19.102 178.169
-19.108 178.175
-19.113 178.178
-19.114 178.18
-19.114 178.183
-19.116 178.186
-19.12 178.193
-19.123 178.193
-19.139 178.19
-19.15 178.183
-19.159 178.168
-19.158 178.158
-19.159 178.156
-19.16 178.152
-19.157 178.149
-19.155 178.149
-19.151 178.156
-19.148 178.158
-19.139 178.16
-19.136 178.157
-19.131 178.16
-19.123 178.155
-19.123 178.145
-19.136 178.137
-19.145 178.13
-19.144 178.128
-19.139 178.128
-19.136 178.125
-19.13 178.125
-19.132 178.121
-19.129 178.118
-19.132 178.114
-19.137 178.111
-19.138 178.108
-19.142 178.111
-19.147 178.108
-19.146 178.104
-19.151 178.106
-19.154 178.104
-19.158 178.098
-19.166 178.091
-19.166 178.088
-19.164 178.086
-19.154 178.085
-19.152 178.082
-19.153 178.076
-19.163 178.074
-19.163 178.071
-19.16 178.067
-19.161 178.064
-19.157 178.06
-19.159 178.057
-19.159 178.052
-19.156 178.05
-19.15 178.054
-19.147 178.052
-19.149 178.05
-19.149 178.047
-19.147 178.044
-19.146 178.033
-19.15 178.026
-19.147 178.018
-19.148 178.013
-19.154 178.014
-19.157 178.017
-19.155 178.02
-19.162 178.022
-19.165 178.021
-19.166 178.017
-19.159 178.01
-19.156 178.011
-19.148 178.009
-19.145 178
-19.142 177.995
-19.142 177.988
-19.146 177.982
-19.149 177.978
-19.148 177.976
-19.145 177.977
-19.14 177.975
-19.141 177.968
-19.136 177.968
-19.129 177.963
-19.119 177.961
-19.113 177.966
-19.115 177.976
-19.109 177.987
-19.11 178.001
-19.107 178.006
-19.106 178.018
-19.095 178.029
-19.089 178.03
-19.08 178.035
-19.076 178.048
-19.079 178.051
-19.073 178.055
-19.071 178.064
-19.077 178.066
-19.073 178.071
-19.074 178.076
-19.073 178.081
-19.071 178.086
-19.073 178.095
-19.081 178.098
-19.08 178.109
-19.078 178.113
-19.083 178.122
-19.083 178.126
-19.079 178.127
-19.066 178.124
-19.054 178.126
-19.049 178.132
-19.047 178.137
-19.047 178.144
-19.055 178.153
-19.057 178.158
-19.055 178.162
-19.051 178.165
-19.044 178.164
-19.026 178.167
-19.02 178.165
-19.016 178.166
-19.007 178.168
-19.001 178.164
-18.999 178.164
-18.992 178.168
-18.992 178.172
-18.984 178.179
-18.984 178.191
-18.982 178.193
-18.981 178.201
-18.982 178.205
-18.981 178.21
-18.973 178.218
-18.968 178.228
-18.968 178.243
-18.973 178.254
-18.969 178.256
-18.967 178.258
-18.965 178.261
-18.965 178.264
-18.968 178.264
-18.975 178.261
-18.978 178.262
-18.978 178.265
-18.974 178.271
-18.982 178.276
-18.985 178.28
-18.975 178.282
-18.969 178.28
-18.965 178.284
-18.964 178.286
-18.95 178.287
-18.95 178.29
-18.955 178.296
-18.956 178.308
segment Fiji
-19.09 178.186
-19.088 178.183
-19.084 178.181
-19.078 178.186
-19.077 178.184
-19.07 178.181
-19.069 178.187
-19.075 178.192
-19.075 178.195
-19.078 178.198
-19.08 178.205
-19.083 178.198
-19.086 178.197
-19.089 178.194
-19.09 178.186
segment Fiji
-19.201 179.763
-19.201 179.757
-19.197 179.752
-19.197 179.75
-19.195 179.743
-19.185 179.734
-19.181 179.733
-19.177 179.734
-19.176 179.736
-19.177 179.739
-19.181 179.739
-19.183 179.74
-19.181 179.745
-19.177 179.747
-19.17 179.747
-19.166 179.75
-19.165 179.753
-19.171 179.761
-19.17 179.762
-19.167 179.762
-19.159 179.758
-19.158 179.754
-19.154 179.752
-19.151 179.746
-19.147 179.744
-19.141 179.745
-19.135 179.747
-19.132 179.752
-19.131 179.754
-19.131 179.759
-19.123 179.765
-19.123 179.767
-19.133 179.771
-19.135 179.775
-19.143 179.785
-19.154 179.787
-19.156 179.783
-19.16 179.78
-19.162 179.782
-19.162 179.787
-19.169 179.79
-19.175 179.791
-19.18 179.786
-19.187 179.784
-19.191 179.781
-19.201 179.763
segment Fiji
-19.18 178.114
-19.179 178.108
-19.174 178.104
-19.169 178.106
-19.164 178.104
-19.162 178.104
-19.159 178.111
-19.164 178.113
-19.166 178.117
-19.17 178.118
-19.178 178.116
-19.18 178.114
segment Fiji
-16.626 178.762
-16.622 178.766
-16.62 178.769
-16.61 178.773
-16.607 178.788
-16.604 178.795
-16.605 178.801
-16.61 178.809
-16.614 178.812
-16.621 178.809
-16.627 178.808
-16.637 178.8
-16.64 178.806
-16.637 178.812
-16.633 178.814
-16.634 178.818
-16.641 178.821
-16.638 178.826
-16.638 178.83
-16.636 178.83
-16.631 178.823
-16.627 178.822
-16.625 178.817
-16.62 178.821
-16.615 178.818
-16.611 178.819
-16.609 178.822
-16.602 178.824
-16.594 178.841
-16.595 178.827
-16.592 178.824
-16.588 178.823
-16.585 178.825
-16.576 178.834
-16.566 178.842
-16.563 178.841
-16.564 178.838
-16.562 178.836
-16.557 178.842
-16.555 178.847
-16.558 178.848
-16.57 178.844
-16.571 178.844
-16.581 178.847
-16.584 178.85
-16.581 178.852
-16.572 178.85
-16.567 178.851
-16.567 178.855
-16.557 178.857
-16.555 178.862
-16.557 178.865
-16.567 178.868
-16.569 178.87
-16.566 178.876
-16.568 178.879
-16.567 178.882
-16.574 178.883
-16.568 178.888
-16.569 178.89
-16.572 178.889
-16.573 178.89
-16.573 178.894
-16.577 178.895
-16.578 178.898
-16.575 178.9
-16.574 178.904
-16.576 178.907
-16.574 178.908
-16.569 178.905
-16.57 178.901
-16.57 178.896
-16.564 178.89
-16.56 178.888
-16.554 178.892
-16.541 178.89
-16.534 178.897
-16.528 178.909
-16.522 178.916
-16.519 178.918
-16.513 178.918
-16.508 178.914
-16.504 178.915
-16.505 178.908
-16.502 178.906
-16.497 178.908
-16.494 178.912
-16.491 178.911
-16.488 178.912
-16.485 178.917
-16.49 178.919
-16.491 178.921
-16.49 178.924
-16.482 178.931
-16.481 178.937
-16.477 178.932
-16.473 178.931
-16.472 178.935
-16.475 178.941
-16.469 178.943
-16.464 178.948
-16.463 178.952
-16.465 178.961
-16.468 178.956
-16.478 178.953
-16.48 178.954
-16.482 178.963
-16.484 178.966
-16.484 178.97
-16.474 178.978
-16.469 178.991
-16.47 178.996
-16.467 179.009
-16.467 179.014
-16.472 179.019
-16.473 179.024
-16.476 179.029
-16.475 179.041
-16.469 179.05
-16.466 179.049
-16.462 179.048
-16.458 179.052
-16.454 179.067
-16.455 179.07
-16.451 179.076
-16.453 179.079
-16.454 179.084
-16.447 179.086
-16.448 179.096
-16.453 179.101
-16.452 179.104
-16.446 179.107
-16.442 179.112
-16.44 179.124
-16.44 179.128
-16.437 179.138
-16.437 179.144
-16.44 179.148
-16.44 179.155
-16.44 179.164
-16.437 179.168
-16.431 179.17
-16.419 179.182
-16.418 179.187
-16.413 179.195
-16.407 179.212
-16.417 179.221
-16.42 179.226
-16.419 179.228
-16.42 179.231
-16.416 179.236
-16.415 179.243
-16.417 179.25
-16.426 179.261
-16.427 179.263
-16.417 179.262
-16.419 179.27
-16.423 179.279
-16.423 179.288
-16.429 179.295
-16.428 179.303
-16.429 179.312
-16.427 179.313
-16.424 179.311
-16.422 179.302
-16.419 179.3
-16.414 179.303
-16.412 179.308
-16.413 179.312
-16.42 179.312
-16.423 179.316
-16.424 179.319
-16.422 179.326
-16.418 179.329
-16.418 179.332
-16.408 179.328
-16.404 179.33
-16.403 179.348
-16.404 179.351
-16.414 179.352
-16.413 179.356
-16.415 179.358
-16.42 179.357
-16.423 179.361
-16.431 179.366
-16.433 179.369
-16.43 179.37
-16.425 179.368
-16.424 179.369
-16.419 179.37
-16.419 179.377
-16.425 179.379
-16.424 179.382
-16.428 179.385
-16.426 179.387
-16.42 179.385
-16.414 179.388
-16.406 179.38
-16.399 179.378
-16.394 179.372
-16.389 179.369
-16.385 179.362
-16.38 179.36
-16.371 179.364
-16.361 179.378
-16.366 179.385
-16.368 179.385
-16.373 179.387
-16.375 179.391
-16.38 179.393
-16.369 179.396
-16.364 179.395
-16.358 179.397
-16.36 179.402
-16.369 179.403
-16.372 179.408
-16.371 179.412
-16.364 179.413
-16.359 179.412
-16.356 179.415
-16.345 179.405
-16.339 179.412
-16.336 179.413
-16.331 179.412
-16.329 179.408
-16.325 179.41
-16.321 179.416
-16.323 179.42
-16.327 179.418
-16.333 179.423
-16.336 179.422
-16.34 179.428
-16.318 179.43
-16.328 179.442
-16.328 179.443
-16.315 179.445
-16.304 179.449
-16.304 179.452
-16.301 179.454
-16.292 179.462
-16.282 179.454
-16.279 179.457
-16.284 179.469
-16.293 179.473
-16.294 179.482
-16.291 179.485
-16.289 179.49
-16.284 179.49
-16.281 179.488
-16.279 179.492
-16.288 179.493
-16.292 179.495
-16.292 179.498
-16.284 179.507
-16.294 179.509
-16.294 179.513
-16.293 179.516
-16.29 179.523
-16.287 179.523
-16.281 179.515
-16.274 179.516
-16.271 179.515
-16.27 179.511
-16.263 179.506
-16.261 179.507
-16.259 179.511
-16.26 179.514
-16.256 179.519
-16.259 179.521
-16.262 179.519
-16.265 179.523
-16.264 179.529
-16.265 179.529
-16.27 179.523
-16.275 179.526
-16.279 179.525
-16.288 179.528
-16.288 179.533
-16.293 179.538
-16.295 179.548
-16.286 179.551
-16.281 179.549
-16.28 179.543
-16.276 179.541
-16.265 179.548
-16.261 179.544
-16.256 179.544
-16.252 179.54
-16.246 179.539
-16.244 179.541
-16.238 179.54
-16.235 179.542
-16.24 179.545
-16.24 179.547
-16.242 179.549
-16.246 179.55
-16.25 179.55
-16.261 179.557
-16.259 179.56
-16.259 179.569
-16.269 179.572
-16.271 179.574
-16.269 179.579
-16.271 179.581
-16.279 179.581
-16.273 179.585
-16.27 179.585
-16.265 179.58
-16.261 179.582
-16.253 179.58
-16.254 179.587
-16.252 179.59
-16.258 179.595
-16.264 179.593
-16.27 179.596
-16.274 179.602
-16.268 179.6
-16.26 179.601
-16.25 179.603
-16.247 179.607
-16.249 179.623
-16.244 179.621
-16.243 179.624
-16.244 179.627
-16.241 179.631
-16.236 179.631
-16.236 179.629
-16.234 179.627
-16.227 179.627
-16.228 179.631
-16.227 179.635
-16.231 179.636
-16.238 179.64
-16.237 179.646
-16.241 179.651
-16.236 179.654
-16.224 179.654
-16.224 179.658
-16.222 179.658
-16.218 179.657
-16.212 179.655
-16.202 179.659
-16.201 179.665
-16.197 179.674
-16.199 179.678
-16.211 179.67
-16.215 179.671
-16.223 179.679
-16.218 179.68
-16.215 179.687
-16.208 179.691
-16.201 179.701
-16.201 179.705
-16.206 179.715
-16.204 179.718
-16.203 179.717
-16.198 179.719
-16.198 179.722
-16.199 179.73
-16.196 179.738
-16.199 179.74
-16.203 179.738
-16.205 179.739
-16.21 179.736
-16.21 179.741
-16.206 179.745
-16.21 179.752
-16.212 179.753
-16.214 179.753
-16.215 179.745
-16.223 179.738
-16.228 179.739
-16.233 179.735
-16.235 179.738
-16.229 179.744
-16.229 179.747
-16.232 179.752
-16.231 179.76
-16.233 179.767
-16.239 179.77
-16.223 179.781
-16.224 179.783
-16.232 179.789
-16.231 179.792
-16.224 179.787
-16.222 179.788
-16.221 179.789
-16.216 179.785
-16.211 179.788
-16.212 179.791
-16.218 179.792
-16.219 179.798
-16.217 179.801
-16.217 179.809
-16.211 179.805
-16.206 179.809
-16.203 179.812
-16.204 179.816
-16.203 179.818
-16.204 179.823
-16.202 179.826
-16.202 179.827
-16.206 179.826
-16.21 179.828
-16.214 179.823
-16.22 179.821
-16.225 179.814
-16.228 179.812
-16.232 179.812
-16.233 179.807
-16.241 179.804
-16.242 179.806
-16.242 179.81
-16.241 179.813
-16.238 179.815
-16.238 179.825
-16.231 179.826
-16.229 179.829
-16.222 179.83
-16.219 179.833
-16.22 179.837
-16.224 179.838
-16.227 179.838
-16.235 179.841
-16.24 179.839
-16.243 179.84
-16.24 179.848
-16.226 179.849
-16.226 179.853
-16.223 179.855
-16.223 179.861
-16.217 179.856
-16.208 179.857
-16.212 179.861
-16.215 179.862
-16.218 179.863
-16.218 179.864
-16.216 179.866
-16.21 179.863
-16.206 179.864
-16.203 179.862
-16.2 179.865
-16.201 179.87
-16.206 179.872
-16.207 179.876
-16.203 179.877
-16.198 179.872
-16.193 179.879
-16.194 179.883
-16.186 179.885
-16.182 179.888
-16.183 179.894
-16.185 179.898
-16.184 179.9
-16.196 179.904
-16.191 179.909
-16.189 179.913
-16.185 179.916
-16.185 179.922
-16.183 179.923
-16.178 179.927
