segment Vanuatu
-18.636 169.047
segment Vanuatu
-19.239 169.601
-19.239 169.603
-19.227 169.607
-19.233 169.61
-19.246 169.605
-19.254 169.604
-19.26 169.604
-19.268 169.603
-19.272 169.6
-19.276 169.594
-19.275 169.591
-19.272 169.589
-19.265 169.588
-19.259 169.586
-19.252 169.59
-19.242 169.594
-19.224 169.596
-19.226 169.599
-19.239 169.601
segment Vanuatu
-19.323 169.356
-19.331 169.36
-19.335 169.36
-19.34 169.36
-19.341 169.358
-19.346 169.348
-19.352 169.346
-19.356 169.347
-19.39 169.344
-19.398 169.346
-19.402 169.349
-19.406 169.346
-19.414 169.35
-19.415 169.35
-19.426 169.35
-19.439 169.352
-19.451 169.362
-19.463 169.368
-19.469 169.372
-19.478 169.388
-19.478 169.394
-19.475 169.403
-19.479 169.415
-19.477 169.426
-19.48 169.431
-19.486 169.433
-19.487 169.433
-19.495 169.45
-19.505 169.458
-19.512 169.458
-19.515 169.462
-19.516 169.467
-19.513 169.477
-19.514 169.485
-19.523 169.493
-19.531 169.489
-19.532 169.49
-19.531 169.497
-19.523 169.501
-19.523 169.504
-19.525 169.504
-19.534 169.501
-19.538 169.502
-19.544 169.5
-19.543 169.496
-19.549 169.485
-19.552 169.482
-19.561 169.479
-19.565 169.471
-19.576 169.466
-19.581 169.466
-19.586 169.467
-19.594 169.465
-19.608 169.468
-19.619 169.466
-19.633 169.461
-19.64 169.452
-19.646 169.449
-19.651 169.446
-19.658 169.447
-19.657 169.435
-19.653 169.422
-19.654 169.408
-19.645 169.389
-19.644 169.38
-19.637 169.366
-19.633 169.359
-19.633 169.353
-19.625 169.348
-19.623 169.341
-19.613 169.334
-19.611 169.33
-19.598 169.324
-19.596 169.32
-19.588 169.313
-19.584 169.307
-19.583 169.295
-19.573 169.285
-19.559 169.28
-19.549 169.271
-19.546 169.269
-19.534 169.265
-19.53 169.261
-19.528 169.254
-19.524 169.251
-19.5 169.239
-19.483 169.234
-19.472 169.227
-19.468 169.228
-19.465 169.225
-19.457 169.222
-19.453 169.221
-19.444 169.223
-19.44 169.226
-19.435 169.227
-19.419 169.237
-19.403 169.245
-19.388 169.249
-19.379 169.25
-19.368 169.248
-19.349 169.248
-19.344 169.251
-19.34 169.263
-19.335 169.269
-19.329 169.28
-19.325 169.294
-19.322 169.302
-19.318 169.308
-19.316 169.312
-19.319 169.32
-19.318 169.331
-19.319 169.337
-19.325 169.341
-19.323 169.345
-19.323 169.356
segment Vanuatu
-15.105 167.119
-15.107 167.109
-15.102 167.106
-15.098 167.106
-15.095 167.117
-15.099 167.13
-15.103 167.127
-15.105 167.119
segment Vanuatu
-15.273 167.183
-15.269 167.17
-15.27 167.166
-15.269 167.164
-15.267 167.162
-15.264 167.166
-15.257 167.168
-15.257 167.172
-15.259 167.177
-15.264 167.185
-15.268 167.187
-15.271 167.185
-15.273 167.183
segment Vanuatu
-15.296 167.206
-15.294 167.201
-15.295 167.196
-15.293 167.194
-15.283 167.203
-15.284 167.207
-15.291 167.209
-15.296 167.206
segment Vanuatu
-15.373 167.185
-15.373 167.188
-15.378 167.188
-15.381 167.187
-15.383 167.183
-15.38 167.182
-15.373 167.185
segment Vanuatu
-15.402 167.226
-15.401 167.221
-15.398 167.217
-15.381 167.208
-15.377 167.21
-15.378 167.214
-15.383 167.226
-15.386 167.23
-15.391 167.233
-15.4 167.229
-15.402 167.226
segment Vanuatu
-15.463 167.243
-15.446 167.242
-15.438 167.235
-15.427 167.233
-15.421 167.226
-15.414 167.235
-15.414 167.238
-15.438 167.254
-15.446 167.256
-15.456 167.252
-15.462 167.248
-15.463 167.243
segment Vanuatu
-15.607 167.147
-15.605 167.134
-15.597 167.118
-15.594 167.116
-15.588 167.118
-15.564 167.142
-15.559 167.15
-15.549 167.157
-15.545 167.165
-15.537 167.173
-15.532 167.183
-15.531 167.191
-15.534 167.202
-15.536 167.204
-15.538 167.202
-15.539 167.195
-15.537 167.187
-15.539 167.184
-15.544 167.18
-15.547 167.182
-15.55 167.185
-15.552 167.192
-15.555 167.195
-15.566 167.194
-15.569 167.19
-15.573 167.187
-15.575 167.19
-15.576 167.21
-15.58 167.215
-15.583 167.217
-15.587 167.216
-15.588 167.216
-15.6 167.211
-15.605 167.207
-15.61 167.194
-15.61 167.186
-15.603 167.175
-15.608 167.162
-15.607 167.147
segment Vanuatu
-15.541 167.28
-15.553 167.287
-15.554 167.287
-15.563 167.289
-15.568 167.288
-15.582 167.279
-15.587 167.273
-15.59 167.266
-15.59 167.259
-15.584 167.251
-15.578 167.247
-15.572 167.251
-15.563 167.267
-15.556 167.271
-15.543 167.273
-15.538 167.279
-15.541 167.28
segment Vanuatu
-15.595 167.237
-15.596 167.232
-15.594 167.231
-15.588 167.235
-15.587 167.238
-15.588 167.24
-15.593 167.241
-15.595 167.237
segment Vanuatu
-15.596 166.982
-15.594 166.977
-15.591 166.975
-15.59 166.977
-15.591 166.98
-15.59 166.986
-15.592 166.989
-15.596 166.982
segment Vanuatu
-15.64 166.947
-15.637 166.935
-15.633 166.933
-15.624 166.939
-15.624 166.944
-15.63 166.949
-15.636 166.952
-15.639 166.95
-15.64 166.947
segment Vanuatu
-15.695 167.224
-15.699 167.225
-15.706 167.232
-15.715 167.237
-15.725 167.24
-15.741 167.235
-15.745 167.232
-15.752 167.218
-15.751 167.201
-15.747 167.188
-15.746 167.176
-15.745 167.175
-15.74 167.162
-15.734 167.157
-15.721 167.135
-15.721 167.133
-15.715 167.124
-15.714 167.112
-15.699 167.091
-15.692 167.087
-15.689 167.08
-15.685 167.077
-15.674 167.076
-15.669 167.075
-15.643 167.084
-15.631 167.103
-15.629 167.113
-15.631 167.145
-15.629 167.16
-15.63 167.174
-15.631 167.177
-15.635 167.196
-15.634 167.211
-15.636 167.218
-15.637 167.235
-15.64 167.239
-15.658 167.245
-15.664 167.243
-15.674 167.232
-15.682 167.226
-15.692 167.223
-15.695 167.224
segment Vanuatu
-19.506 170.234
-19.508 170.235
-19.518 170.232
-19.521 170.229
-19.528 170.227
-19.534 170.228
-19.537 170.233
-19.538 170.233
-19.541 170.224
-19.547 170.22
-19.545 170.216
-19.546 170.214
-19.542 170.205
-19.531 170.201
-19.527 170.196
-19.52 170.198
-19.513 170.196
-19.511 170.202
-19.516 170.212
-19.515 170.221
-19.508 170.227
-19.506 170.234
segment Vanuatu
-13.086 166.536
-13.081 166.536
-13.076 166.532
-13.073 166.533
-13.078 166.544
-13.078 166.551
-13.083 166.555
-13.082 166.561
-13.085 166.566
-13.096 166.573
-13.125 166.574
-13.129 166.575
-13.13 166.578
-13.129 166.581
-13.132 166.582
-13.138 166.574
-13.148 166.571
-13.149 166.571
-13.158 166.577
-13.162 166.578
-13.174 166.571
-13.193 166.569
-13.197 166.57
-13.199 166.569
-13.199 166.564
-13.195 166.558
-13.192 166.545
-13.174 166.532
-13.172 166.535
-13.17 166.536
-13.161 166.53
-13.157 166.531
-13.155 166.534
-13.154 166.533
-13.144 166.53
-13.142 166.534
-13.134 166.533
-13.13 166.54
-13.123 166.539
-13.119 166.544
-13.116 166.545
-13.112 166.548
-13.109 166.549
-13.101 166.545
-13.086 166.536
segment Vanuatu
-13.203 166.591
-13.203 166.594
-13.209 166.597
-13.213 166.597
-13.217 166.595
-13.218 166.579
-13.214 166.578
-13.208 166.583
-13.203 166.591
segment Vanuatu
-13.252 167.651
-13.252 167.646
-13.25 167.646
-13.247 167.647
-13.247 167.65
-13.25 167.652
-13.252 167.651
segment Vanuatu
-13.225 166.618
-13.226 166.621
-13.23 166.626
-13.225 166.629
-13.229 166.643
-13.231 166.645
-13.261 166.646
-13.261 166.643
-13.251 166.637
-13.25 166.634
-13.265 166.634
-13.27 166.631
-13.275 166.619
-13.277 166.609
-13.277 166.607
-13.276 166.603
-13.269 166.595
-13.268 166.589
-13.264 166.584
-13.255 166.581
-13.251 166.587
-13.246 166.581
-13.238 166.577
-13.236 166.579
-13.235 166.586
-13.226 166.591
-13.225 166.595
-13.229 166.604
-13.23 166.61
-13.225 166.618
segment Vanuatu
-13.321 166.607
-13.317 166.609
-13.315 166.62
-13.318 166.622
-13.318 166.626
-13.323 166.635
-13.327 166.633
-13.327 166.625
-13.325 166.612
-13.321 166.607
segment Vanuatu
-13.334 166.6
-13.329 166.603
-13.328 166.607
-13.33 166.612
-13.331 166.623
-13.336 166.626
-13.336 166.631
-13.345 166.646
-13.351 166.652
-13.356 166.653
-13.369 166.649
-13.372 166.646
-13.375 166.642
-13.376 166.636
-13.373 166.633
-13.364 166.631
-13.359 166.632
-13.357 166.629
-13.349 166.625
-13.348 166.625
-13.342 166.606
-13.334 166.6
segment Vanuatu
-13.401 166.678
-13.399 166.684
-13.399 166.689
-13.402 166.697
-13.408 166.703
-13.415 166.703
-13.42 166.705
-13.425 166.704
-13.432 166.696
-13.437 166.694
-13.448 166.695
-13.45 166.692
-13.451 166.686
-13.448 166.677
-13.443 166.674
-13.427 166.669
-13.419 166.661
-13.418 166.661
-13.414 166.659
-13.406 166.663
-13.401 166.678
segment Vanuatu
-13.525 167.338
-13.528 167.34
-13.531 167.348
-13.53 167.352
-13.525 167.354
-13.518 167.364
-13.512 167.37
-13.515 167.375
-13.522 167.377
-13.532 167.378
-13.537 167.376
-13.541 167.371
-13.544 167.368
-13.553 167.363
-13.561 167.342
-13.555 167.339
-13.558 167.328
-13.557 167.323
-13.549 167.312
-13.534 167.298
-13.525 167.294
-13.506 167.299
-13.502 167.302
-13.5 167.303
-13.494 167.312
-13.488 167.315
-13.487 167.321
-13.482 167.325
-13.481 167.328
-13.483 167.334
-13.49 167.348
-13.491 167.355
-13.489 167.362
-13.496 167.369
-13.499 167.37
-13.504 167.368
-13.508 167.352
-13.516 167.343
-13.525 167.338
segment Vanuatu
-13.599 167.535
-13.595 167.532
-13.584 167.539
-13.587 167.541
-13.596 167.539
-13.598 167.539
-13.599 167.535
segment Vanuatu
-13.616 167.535
-13.614 167.533
-13.604 167.532
-13.604 167.535
-13.614 167.538
-13.616 167.535
segment Vanuatu
-13.631 167.675
-13.631 167.683
-13.637 167.691
-13.637 167.699
-13.631 167.713
-13.632 167.717
-13.654 167.721
-13.659 167.719
-13.664 167.709
-13.663 167.693
-13.666 167.687
-13.676 167.678
-13.677 167.672
-13.676 167.669
-13.676 167.663
-13.678 167.651
-13.689 167.634
-13.69 167.629
-13.688 167.627
-13.684 167.624
-13.679 167.628
-13.672 167.64
-13.665 167.644
-13.66 167.654
-13.633 167.666
-13.63 167.67
-13.63 167.672
-13.631 167.675
segment Vanuatu
-13.828 167.675
-13.821 167.669
-13.82 167.663
-13.818 167.661
-13.816 167.662
-13.805 167.676
-13.801 167.685
-13.801 167.689
-13.805 167.698
-13.817 167.702
-13.822 167.708
-13.825 167.706
-13.827 167.699
-13.826 167.687
-13.828 167.68
-13.828 167.675
segment Vanuatu
-13.843 167.61
-13.844 167.613
-13.847 167.615
-13.85 167.614
-13.854 167.604
-13.853 167.602
-13.852 167.601
-13.85 167.604
-13.844 167.608
-13.843 167.61
segment Vanuatu
-13.733 167.521
-13.746 167.526
-13.75 167.533
-13.759 167.533
-13.766 167.54
-13.778 167.543
-13.782 167.549
-13.789 167.55
-13.793 167.553
-13.798 167.56
-13.803 167.562
-13.808 167.56
-13.806 167.549
-13.811 167.545
-13.828 167.544
-13.834 167.547
-13.841 167.549
-13.846 167.557
-13.846 167.564
-13.844 167.573
-13.841 167.575
-13.84 167.577
-13.843 167.589
-13.854 167.589
-13.857 167.585
-13.858 167.577
-13.863 167.563
-13.872 167.554
-13.875 167.55
-13.876 167.542
-13.88 167.538
-13.881 167.536
-13.875 167.533
-13.875 167.528
-13.877 167.52
-13.884 167.515
-13.884 167.506
-13.887 167.501
-13.886 167.485
-13.886 167.481
-13.89 167.479
-13.893 167.482
-13.894 167.487
-13.896 167.487
-13.901 167.485
-13.901 167.486
-13.906 167.489
-13.911 167.488
-13.914 167.497
-13.916 167.499
-13.919 167.499
-13.927 167.495
-13.931 167.49
-13.938 167.488
-13.945 167.483
-13.95 167.468
-13.948 167.458
-13.946 167.457
-13.941 167.456
-13.936 167.451
-13.93 167.452
-13.92 167.45
-13.913 167.451
-13.908 167.454
-13.902 167.457
-13.891 167.458
-13.887 167.455
-13.875 167.432
-13.866 167.426
-13.848 167.408
-13.83 167.395
-13.818 167.389
-13.814 167.389
-13.812 167.392
-13.807 167.395
-13.797 167.391
-13.786 167.397
-13.777 167.394
-13.77 167.396
-13.761 167.392
-13.757 167.393
-13.751 167.401
-13.74 167.405
-13.737 167.41
-13.731 167.415
-13.726 167.418
-13.709 167.445
-13.707 167.46
-13.702 167.464
-13.701 167.468
-13.704 167.487
-13.711 167.493
-13.711 167.496
-13.71 167.498
-13.711 167.505
-13.73 167.52
-13.733 167.521
segment Vanuatu
-14.221 167.421
-14.221 167.419
-14.217 167.417
-14.211 167.42
-14.195 167.422
-14.191 167.426
-14.181 167.43
-14.181 167.433
-14.184 167.439
-14.183 167.443
-14.178 167.444
-14.175 167.457
-14.173 167.46
-14.164 167.461
-14.165 167.467
-14.17 167.474
-14.17 167.483
-14.166 167.487
-14.167 167.501
-14.164 167.503
-14.158 167.506
-14.152 167.527
-14.155 167.536
-14.163 167.544
-14.164 167.562
-14.169 167.567
-14.177 167.59
-14.177 167.591
-14.18 167.595
-14.187 167.598
-14.194 167.606
-14.198 167.608
-14.201 167.607
-14.207 167.6
-14.21 167.6
-14.212 167.606
-14.227 167.611
-14.234 167.609
-14.244 167.602
-14.262 167.601
-14.278 167.589
-14.288 167.587
-14.321 167.575
-14.323 167.57
-14.329 167.563
-14.338 167.54
-14.337 167.533
-14.339 167.528
-14.339 167.523
-14.332 167.513
-14.335 167.502
-14.333 167.49
-14.329 167.483
-14.329 167.474
-14.329 167.457
-14.333 167.436
-14.333 167.43
-14.328 167.427
-14.326 167.423
-14.327 167.419
-14.321 167.416
-14.321 167.41
-14.318 167.407
-14.313 167.408
-14.31 167.412
-14.299 167.42
-14.291 167.42
-14.287 167.423
-14.277 167.428
-14.27 167.425
-14.265 167.422
-14.251 167.417
-14.24 167.422
-14.221 167.421
segment Vanuatu
-14.437 168.045
-14.434 168.04
-14.434 168.032
-14.43 168.029
-14.425 168.03
-14.416 168.029
-14.411 168.031
-14.407 168.035
-14.406 168.042
-14.408 168.048
-14.412 168.054
-14.413 168.064
-14.416 168.069
-14.421 168.06
-14.436 168.05
-14.437 168.045
segment Vanuatu
-15 166.595
-14.999 166.594
-14.994 166.594
-14.987 166.593
-14.981 166.589
-14.97 166.586
-14.957 166.572
-14.948 166.566
-14.934 166.562
-14.895 166.544
-14.858 166.532
-14.835 166.525
-14.784 166.533
-14.767 166.535
-14.75 166.535
-14.747 166.537
-14.734 166.535
-14.728 166.534
-14.715 166.537
-14.701 166.545
-14.694 166.551
-14.692 166.557
-14.69 166.558
-14.687 166.559
-14.683 166.557
-14.678 166.557
-14.673 166.553
-14.668 166.554
-14.652 166.561
-14.651 166.563
-14.651 166.569
-14.642 166.58
-14.641 166.591
-14.628 166.604
-14.627 166.609
-14.63 166.611
-14.639 166.612
-14.641 166.615
-14.65 166.615
-14.653 166.616
-14.654 166.616
-14.657 166.624
-14.657 166.627
-14.661 166.63
-14.669 166.632
-14.673 166.635
-14.679 166.634
-14.684 166.64
-14.689 166.643
-14.712 166.646
-14.713 166.648
-14.715 166.653
-14.72 166.661
-14.73 166.668
-14.744 166.669
-14.748 166.673
-14.752 166.673
-14.761 166.678
-14.768 166.68
-14.774 166.687
-14.782 166.691
-14.795 166.705
-14.802 166.716
-14.811 166.723
-14.812 166.726
-14.809 166.735
-14.811 166.738
-14.817 166.743
-14.828 166.738
-14.832 166.738
-14.883 166.759
-14.903 166.763
-14.922 166.767
-14.941 166.767
-14.962 166.77
-14.973 166.774
-14.985 166.777
-14.999 166.774
-15 166.774
-15.008 166.775
-15.04 166.793
-15.049 166.796
-15.063 166.794
-15.073 166.797
-15.088 166.795
-15.092 166.786
-15.097 166.776
-15.098 166.771
-15.108 166.761
-15.11 166.762
-15.11 166.767
-15.102 166.775
-15.099 166.786
-15.091 166.797
-15.103 166.801
-15.108 166.801
-15.115 166.798
-15.122 166.8
-15.135 166.793
-15.136 166.796
-15.131 166.8
-15.132 166.802
-15.159 166.808
-15.17 166.807
-15.174 166.809
-15.172 166.811
-15.175 166.815
-15.16 166.816
-15.158 166.818
-15.163 166.834
-15.166 166.838
-15.181 166.832
-15.189 166.828
-15.196 166.826
-15.206 166.828
-15.221 166.825
-15.226 166.826
-15.23 166.823
-15.23 166.819
-15.233 166.818
-15.236 166.82
-15.237 166.823
-15.236 166.827
-15.229 166.831
-15.221 166.83
-15.207 166.833
-15.19 166.834
-15.167 166.844
-15.165 166.846
-15.166 166.853
-15.166 166.865
-15.161 166.886
-15.162 166.889
-15.164 166.89
-15.175 166.881
-15.181 166.88
-15.185 166.882
-15.186 166.887
-15.201 166.902
-15.207 166.902
-15.217 166.899
-15.228 166.91
-15.245 166.913
-15.247 166.913
-15.25 166.912
-15.259 166.9
-15.27 166.874
-15.27 166.867
-15.275 166.864
-15.286 166.863
-15.304 166.85
-15.308 166.853
-15.307 166.856
-15.303 166.86
-15.292 166.866
-15.276 166.871
-15.274 166.881
-15.266 166.897
-15.256 166.914
-15.251 166.918
-15.238 166.92
-15.235 166.92
-15.227 166.916
-15.219 166.908
-15.214 166.906
-15.2 166.909
-15.183 166.893
-15.176 166.892
-15.174 166.889
-15.165 166.894
-15.162 166.897
-15.163 166.905
-15.156 166.924
-15.155 166.93
-15.156 166.932
-15.146 166.934
-15.136 166.938
-15.123 166.95
-15.114 166.961
-15.09 166.969
-15.086 166.974
-15.081 166.975
-15.071 166.972
-15.055 166.972
-15.044 166.968
-15.036 166.966
-15.028 166.968
-15.003 166.98
-15 166.979
-14.976 166.976
-14.968 166.973
-14.947 166.975
-14.943 166.977
-14.937 166.984
-14.931 166.995
-14.923 167.01
-14.922 167.016
-14.931 167.029
-14.936 167.042
-14.937 167.071
-14.936 167.08
-14.939 167.083
-14.942 167.081
-14.943 167.072
-14.95 167.054
-14.952 167.052
-14.958 167.045
-14.961 167.045
-14.969 167.05
-14.973 167.051
-14.981 167.049
-14.988 167.056
-15 167.064
-15.003 167.066
-15.011 167.068
-15.017 167.067
-15.024 167.063
-15.027 167.06
-15.026 167.054
-15.03 167.053
-15.033 167.056
-15.034 167.064
-15.035 167.065
-15.036 167.066
-15.042 167.065
-15.055 167.068
-15.058 167.075
-15.061 167.074
-15.064 167.067
-15.068 167.065
-15.084 167.067
-15.088 167.069
-15.092 167.074
-15.098 167.077
-15.106 167.085
-15.112 167.088
-15.139 167.095
-15.144 167.098
-15.145 167.102
-15.128 167.12
-15.12 167.126
-15.12 167.128
-15.128 167.135
-15.129 167.144
-15.133 167.147
-15.138 167.147
-15.155 167.138
-15.159 167.139
-15.166 167.146
-15.174 167.147
-15.176 167.149
-15.177 167.154
-15.181 167.154
-15.182 167.153
-15.184 167.151
-15.189 167.15
-15.211 167.161
-15.217 167.161
-15.232 167.156
-15.243 167.159
-15.252 167.157
-15.256 167.155
-15.256 167.151
-15.25 167.139
-15.254 167.135
-15.258 167.135
-15.272 167.149
-15.272 167.15
-15.271 167.154
-15.274 167.162
-15.281 167.171
-15.297 167.186
-15.306 167.187
-15.317 167.195
-15.324 167.196
-15.344 167.196
-15.347 167.194
-15.344 167.185
-15.339 167.178
-15.329 167.175
-15.33 167.171
-15.333 167.168
-15.335 167.167
-15.342 167.171
-15.353 167.173
-15.356 167.18
-15.36 167.182
-15.363 167.177
-15.368 167.176
-15.379 167.178
-15.384 167.178
-15.391 167.179
-15.394 167.184
-15.41 167.193
-15.425 167.194
-15.426 167.195
-15.454 167.208
-15.465 167.208
-15.462 167.218
-15.463 167.221
-15.467 167.224
-15.471 167.225
-15.478 167.221
-15.486 167.222
-15.495 167.226
-15.502 167.234
-15.502 167.239
-15.499 167.242
-15.483 167.248
-15.483 167.249
-15.49 167.249
-15.519 167.246
-15.525 167.241
-15.526 167.237
-15.516 167.207
-15.514 167.186
-15.513 167.177
-15.516 167.17
-15.515 167.165
-15.517 167.161
-15.526 167.15
-15.537 167.149
-15.544 167.146
-15.551 167.136
-15.558 167.133
-15.561 167.127
-15.562 167.127
-15.571 167.121
-15.585 167.105
-15.598 167.097
-15.597 167.095
-15.59 167.095
-15.59 167.092
-15.593 167.088
-15.601 167.089
-15.603 167.082
-15.599 167.08
-15.598 167.078
-15.602 167.073
-15.602 167.054
-15.601 167.051
-15.597 167.052
-15.597 167.043
-15.596 167.042
-15.591 167.036
-15.584 167.035
-15.584 167.029
-15.578 167.026
-15.579 167.021
-15.587 167.01
-15.587 166.998
-15.583 166.991
-15.585 166.98
-15.58 166.965
-15.585 166.929
-15.588 166.909
-15.592 166.901
-15.59 166.884
-15.591 166.879
-15.594 166.876
-15.596 166.878
-15.595 166.894
-15.596 166.896
-15.599 166.897
-15.606 166.89
-15.609 166.889
-15.618 166.898
-15.625 166.894
-15.629 166.889
-15.629 166.882
-15.622 166.867
-15.625 166.858
-15.63 166.846
-15.633 166.842
-15.646 166.837
-15.653 166.841
-15.657 166.841
-15.661 166.835
-15.667 166.831
-15.665 166.816
-15.667 166.811
-15.666 166.806
-15.656 166.782
-15.652 166.777
-15.652 166.768
-15.649 166.766
-15.646 166.764
-15.641 166.765
-15.632 166.761
-15.629 166.762
-15.624 166.769
-15.618 166.771
-15.606 166.769
-15.6 166.77
-15.597 166.768
-15.59 166.77
-15.581 166.765
-15.575 166.763
-15.573 166.755
-15.57 166.752
-15.559 166.747
-15.557 166.744
-15.557 166.739
-15.553 166.736
-15.552 166.732
-15.551 166.731
-15.545 166.728
-15.535 166.709
-15.529 166.703
-15.512 166.695
-15.479 166.681
-15.475 166.676
-15.461 166.669
-15.435 166.644
-15.431 166.643
-15.421 166.643
-15.417 166.642
-15.406 166.632
-15.398 166.626
-15.394 166.621
-15.388 166.62
-15.381 166.622
-15.368 166.63
-15.361 166.636
-15.346 166.639
-15.339 166.643
-15.328 166.645
-15.304 166.643
-15.292 166.646
-15.282 166.652
-15.276 166.653
-15.27 166.652
-15.241 166.655
-15.225 166.651
-15.207 166.641
-15.182 166.635
-15.175 166.632
-15.152 166.62
-15.136 166.616
-15.129 166.619
-15.122 166.619
-15.102 166.615
-15.088 166.609
-15.072 166.606
-15.056 166.601
-15.051 166.602
-15.047 166.612
-15.041 166.617
-15.037 166.615
-15.037 166.611
-15.044 166.603
-15.044 166.601
-15.021 166.596
-15.008 166.598
-15 166.595
segment Vanuatu
-15 168.098
-14.971 168.104
-14.964 168.103
-14.957 168.101
-14.952 168.095
-14.949 168.093
-14.937 168.096
-14.934 168.095
-14.926 168.092
-14.921 168.093
-14.917 168.096
-14.916 168.101
-14.92 168.107
-14.917 168.113
-14.923 168.123
-14.931 168.127
-14.968 168.143
-14.979 168.14
-14.983 168.142
-14.996 168.144
-15 168.144
-15.029 168.148
-15.04 168.152
-15.049 168.157
-15.084 168.159
-15.115 168.166
-15.119 168.168
-15.14 168.176
-15.155 168.173
-15.17 168.175
-15.181 168.178
-15.197 168.193
-15.204 168.195
-15.217 168.193
-15.227 168.196
-15.237 168.197
-15.242 168.198
-15.256 168.196
-15.284 168.188
-15.292 168.192
-15.299 168.187
-15.309 168.191
-15.317 168.183
-15.322 168.186
-15.321 168.192
-15.324 168.196
-15.329 168.196
-15.347 168.191
-15.353 168.19
-15.357 168.191
-15.36 168.196
-15.365 168.197
-15.373 168.194
-15.378 168.194
-15.379 168.193
-15.38 168.186
-15.383 168.183
-15.389 168.182
-15.399 168.183
-15.403 168.18
-15.406 168.175
-15.405 168.167
-15.399 168.156
-15.398 168.151
-15.4 168.142
-15.395 168.136
-15.393 168.139
-15.392 168.145
-15.391 168.145
-15.386 168.147
-15.372 168.147
-15.354 168.142
-15.341 168.134
-15.332 168.135
-15.32 168.13
-15.308 168.13
-15.3 168.128
-15.291 168.13
-15.283 168.133
-15.269 168.135
-15.266 168.136
-15.258 168.136
-15.251 168.134
-15.237 168.138
-15.222 168.133
-15.213 168.136
-15.197 168.13
-15.189 168.132
-15.179 168.13
-15.168 168.13
-15.154 168.126
-15.147 168.124
-15.133 168.117
-15.119 168.114
-15.061 168.107
-15.038 168.107
-15.023 168.102
-15.01 168.098
-15.002 168.097
-15 168.098
segment Vanuatu
-14.975 167.145
-14.971 167.136
-14.963 167.126
-14.96 167.116
-14.959 167.115
-14.94 167.098
-14.936 167.096
-14.934 167.097
-14.933 167.104
-14.935 167.113
-14.942 167.122
-14.958 167.139
-14.953 167.152
-14.957 167.155
-14.964 167.153
-14.969 167.154
-14.975 167.151
-14.975 167.145
segment Vanuatu
-15.036 167.088
-15.036 167.076
-15.033 167.073
-15.02 167.081
-15.022 167.084
-15.022 167.092
-15.027 167.093
-15.034 167.092
-15.036 167.088
