Death Valley (So)
mag	mean	min	max
5.0	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.1	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.2	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.3	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.3999999999999995	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.5	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.6	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.699999999999999	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.8	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
5.8999999999999995	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
6.0	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
6.1	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
6.199999999999999	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
6.3	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
6.3999999999999995	0.002091015432111495	1.0787526371714904E-4	0.005073212613584607
6.5	0.0020632832851353623	1.0787526371714904E-4	0.004962284025680077
6.6	0.001548363569884736	1.0109772986418974E-4	0.003410378149556035
6.699999999999999	9.462917962422424E-4	9.476956664439144E-5	0.002110857982796568
6.799999999999999	5.707747956131845E-4	8.865493718420465E-5	0.0015297292410208258
6.8999999999999995	2.6112603002455904E-4	8.391539133538688E-5	7.250599446082043E-4
6.999999999999999	1.1741363757897225E-4	0.0	2.785576910367169E-4
7.1	5.8208087942261616E-5	0.0	1.0051660658331725E-4
7.199999999999999	4.18512042639558E-5	0.0	9.505933990021526E-5
7.299999999999999	3.9883242355328776E-5	0.0	9.144234025660959E-5
7.399999999999999	3.7947754673202085E-5	0.0	8.747958624726305E-5
7.499999999999999	3.6462867788558945E-5	0.0	8.412101064778858E-5
7.6	3.435588236720167E-5	0.0	7.78536252256258E-5
7.699999999999999	2.970442077274029E-5	0.0	6.303598790730106E-5
7.799999999999999	2.04813177513578E-5	0.0	4.7440723857435946E-5
7.899999999999999	9.795675347685473E-6	0.0	2.5399164535114573E-5
7.999999999999999	3.1272466880853753E-6	0.0	9.75799681085736E-6
8.099999999999998	4.868879329901735E-7	0.0	1.9475517319606913E-6
8.2	0.0	0.0	0.0
8.299999999999999	0.0	0.0	0.0
8.399999999999999	0.0	0.0	0.0
8.499999999999998	0.0	0.0	0.0
8.599999999999998	0.0	0.0	0.0
8.7	0.0	0.0	0.0
8.799999999999999	0.0	0.0	0.0
8.899999999999999	0.0	0.0	0.0
