segment Argentina
-41.164 -63.361
-41.163 -63.382
-41.167 -63.442
-41.166 -63.469
-41.164 -63.481
-41.164 -63.485
-41.164 -63.519
-41.161 -63.558
-41.163 -63.651
-41.164 -63.672
-41.16 -63.725
-41.163 -63.76
-41.164 -63.784
-41.161 -63.802
-41.156 -63.815
-41.153 -63.825
-41.138 -63.871
-41.134 -63.89
-41.129 -63.896
-41.111 -63.912
-41.094 -63.934
-41.087 -63.947
-41.08 -63.959
-41.055 -64.024
-41.047 -64.06
-41.033 -64.09
-41.03 -64.091
-41.029 -64.091
-41.023 -64.087
-41.02 -64.088
-41.013 -64.099
-41.011 -64.099
-41.008 -64.094
-41.008 -64.075
-41.004 -64.073
-41.002 -64.074
-41 -64.089
-40.993 -64.1
-40.992 -64.105
-40.994 -64.114
-40.998 -64.126
-41.004 -64.135
-41.015 -64.137
-41.017 -64.141
-41.014 -64.155
-41.016 -64.185
-41.013 -64.202
-41.008 -64.22
-41.002 -64.232
-40.987 -64.258
-40.977 -64.282
-40.962 -64.307
-40.952 -64.329
-40.948 -64.342
-40.947 -64.346
-40.944 -64.36
-40.936 -64.38
-40.929 -64.394
-40.914 -64.418
-40.908 -64.432
-40.9 -64.469
-40.893 -64.49
-40.892 -64.514
-40.88 -64.54
-40.871 -64.585
-40.86 -64.618
-40.858 -64.635
-40.854 -64.645
-40.839 -64.694
-40.836 -64.711
-40.827 -64.741
-40.824 -64.784
-40.825 -64.804
-40.826 -64.809
-40.838 -64.867
-40.839 -64.888
-40.838 -64.895
-40.83 -64.906
-40.825 -64.911
-40.816 -64.91
-40.808 -64.9
-40.801 -64.879
-40.796 -64.866
-40.792 -64.858
-40.793 -64.855
-40.796 -64.853
-40.809 -64.858
-40.813 -64.856
-40.816 -64.851
-40.816 -64.845
-40.812 -64.843
-40.805 -64.845
-40.799 -64.844
-40.797 -64.84
-40.799 -64.83
-40.807 -64.811
-40.811 -64.772
-40.813 -64.748
-40.812 -64.739
-40.808 -64.735
-40.806 -64.737
-40.8 -64.755
-40.797 -64.753
-40.795 -64.743
-40.79 -64.741
-40.785 -64.744
-40.776 -64.763
-40.775 -64.781
-40.78 -64.786
-40.782 -64.791
-40.78 -64.798
-40.773 -64.8
-40.772 -64.799
-40.765 -64.798
-40.758 -64.795
-40.756 -64.791
-40.755 -64.774
-40.754 -64.773
-40.743 -64.788
-40.733 -64.808
-40.732 -64.813
-40.735 -64.819
-40.735 -64.827
-40.725 -64.856
-40.722 -64.872
-40.721 -64.883
-40.715 -64.921
-40.715 -64.937
-40.716 -64.952
-40.725 -64.973
-40.725 -64.994
-40.73 -64.998
-40.733 -64.994
-40.735 -64.983
-40.735 -64.957
-40.735 -64.938
-40.737 -64.933
-40.742 -64.93
-40.747 -64.932
-40.748 -64.942
-40.744 -64.952
-40.745 -64.957
-40.751 -64.961
-40.754 -64.96
-40.756 -64.953
-40.764 -64.919
-40.767 -64.916
-40.771 -64.918
-40.771 -64.923
-40.765 -64.941
-40.763 -64.952
-40.763 -64.975
-40.765 -65
-40.766 -65.006
-40.771 -65.022
-40.787 -65.051
-40.817 -65.092
-40.834 -65.115
-40.845 -65.121
-40.865 -65.125
-40.896 -65.139
-40.915 -65.153
-40.93 -65.157
-40.952 -65.165
-40.972 -65.175
-40.984 -65.178
-41.013 -65.178
-41.053 -65.172
-41.085 -65.173
-41.098 -65.172
-41.15 -65.16
-41.197 -65.149
-41.206 -65.145
-41.216 -65.137
-41.225 -65.133
-41.271 -65.124
-41.281 -65.122
-41.354 -65.103
-41.377 -65.101
-41.395 -65.095
-41.414 -65.088
-41.444 -65.069
-41.468 -65.052
-41.483 -65.038
-41.505 -65.016
-41.516 -65.009
-41.536 -65.004
-41.549 -65.005
-41.558 -65.01
-41.564 -65.017
-41.569 -65.017
-41.582 -65.009
-41.59 -65.012
-41.595 -65.019
-41.622 -65.032
-41.71 -65.034
-41.739 -65.03
-41.76 -65.015
-41.77 -65.01
-41.778 -65.013
-41.787 -65.023
-41.793 -65.024
-41.826 -65.026
-41.83 -65.027
-41.833 -65.03
-41.836 -65.049
-41.84 -65.053
-41.849 -65.057
-41.86 -65.057
-41.875 -65.049
-41.886 -65.066
-41.905 -65.069
-41.908 -65.074
-41.912 -65.076
-41.928 -65.073
-41.942 -65.074
-41.957 -65.083
-41.968 -65.086
-41.974 -65.086
-42.003 -65.072
-42.021 -65.069
-42.029 -65.065
-42.048 -65.054
-42.081 -65.033
-42.098 -65.019
-42.114 -65
-42.127 -64.984
-42.147 -64.954
-42.17 -64.918
-42.183 -64.895
-42.19 -64.877
-42.193 -64.86
-42.195 -64.84
-42.2 -64.817
-42.199 -64.806
-42.199 -64.798
-42.2 -64.79
-42.207 -64.772
-42.216 -64.753
-42.217 -64.746
-42.215 -64.711
-42.222 -64.68
-42.227 -64.645
-42.23 -64.622
-42.235 -64.546
-42.241 -64.517
-42.239 -64.479
-42.24 -64.478
-42.243 -64.471
-42.248 -64.472
-42.253 -64.476
-42.26 -64.488
-42.278 -64.51
-42.284 -64.521
-42.294 -64.527
-42.294 -64.541
-42.314 -64.561
-42.321 -64.567
-42.33 -64.568
-42.337 -64.568
-42.343 -64.571
-42.376 -64.597
-42.381 -64.595
-42.385 -64.598
-42.395 -64.616
-42.4 -64.62
-42.409 -64.622
-42.415 -64.621
-42.426 -64.613
-42.429 -64.608
-42.429 -64.596
-42.429 -64.595
-42.427 -64.586
-42.427 -64.577
-42.432 -64.568
-42.433 -64.561
-42.428 -64.55
-42.427 -64.543
-42.43 -64.533
-42.429 -64.525
-42.424 -64.521
-42.424 -64.514
-42.431 -64.507
-42.431 -64.493
-42.44 -64.484
-42.443 -64.477
-42.441 -64.456
-42.442 -64.448
-42.442 -64.443
-42.442 -64.435
-42.439 -64.426
-42.433 -64.414
-42.432 -64.391
-42.427 -64.375
-42.426 -64.365
-42.428 -64.355
-42.427 -64.345
-42.425 -64.34
-42.417 -64.332
-42.414 -64.327
-42.413 -64.319
-42.41 -64.308
-42.412 -64.298
-42.414 -64.293
-42.419 -64.284
-42.417 -64.271
-42.418 -64.229
-42.423 -64.214
-42.42 -64.186
-42.42 -64.176
-42.432 -64.13
-42.433 -64.126
-42.432 -64.121
-42.417 -64.112
-42.382 -64.056
-42.366 -64.049
-42.352 -64.044
-42.346 -64.048
-42.34 -64.06
-42.336 -64.067
-42.331 -64.064
-42.323 -64.051
-42.317 -64.048
-42.302 -64.052
-42.295 -64.052
-42.291 -64.058
-42.282 -64.059
-42.278 -64.063
-42.273 -64.072
-42.263 -64.08
-42.261 -64.087
-42.255 -64.093
-42.256 -64.102
-42.249 -64.116
-42.247 -64.123
-42.244 -64.132
-42.246 -64.148
-42.245 -64.161
-42.249 -64.174
-42.25 -64.182
-42.247 -64.202
-42.247 -64.223
-42.251 -64.23
-42.25 -64.233
-42.243 -64.237
-42.241 -64.241
-42.24 -64.247
-42.242 -64.251
-42.243 -64.27
-42.244 -64.272
-42.245 -64.276
-42.25 -64.274
-42.249 -64.29
-42.251 -64.291
-42.252 -64.294
-42.254 -64.324
-42.253 -64.337
-42.249 -64.362
-42.245 -64.373
-42.244 -64.383
-42.241 -64.381
-42.233 -64.342
-42.225 -64.305
-42.216 -64.254
-42.21 -64.19
-42.206 -64.177
-42.199 -64.145
-42.189 -64.113
-42.18 -64.072
-42.17 -64.06
-42.166 -64.044
-42.156 -64.03
-42.154 -64.027
-42.152 -64.021
-42.149 -64.007
-42.122 -63.972
-42.113 -63.945
-42.098 -63.929
-42.094 -63.918
-42.086 -63.89
-42.083 -63.881
-42.082 -63.864
-42.077 -63.844
-42.072 -63.815
-42.07 -63.791
-42.073 -63.765
-42.083 -63.748
-42.097 -63.742
-42.102 -63.74
-42.125 -63.725
-42.197 -63.696
-42.215 -63.684
-42.221 -63.68
-42.242 -63.663
-42.255 -63.643
-42.263 -63.635
-42.276 -63.626
-42.311 -63.612
-42.321 -63.606
-42.323 -63.605
-42.343 -63.602
-42.435 -63.609
-42.449 -63.608
-42.489 -63.605
-42.501 -63.6
-42.505 -63.602
-42.506 -63.606
-42.505 -63.61
-42.51 -63.611
-42.512 -63.607
-42.514 -63.605
-42.518 -63.603
-42.553 -63.604
-42.569 -63.599
-42.601 -63.588
-42.608 -63.587
-42.615 -63.589
-42.635 -63.605
-42.639 -63.608
-42.685 -63.631
-42.704 -63.644
-42.722 -63.643
-42.748 -63.636
-42.755 -63.635
-42.757 -63.635
-42.768 -63.636
-42.773 -63.64
-42.783 -63.662
-42.801 -63.691
-42.818 -63.737
-42.819 -63.744
-42.818 -63.764
-42.818 -63.766
-42.819 -63.782
-42.825 -63.804
-42.826 -63.831
-42.834 -63.862
-42.839 -63.876
-42.842 -63.91
-42.846 -63.923
-42.847 -63.931
-42.847 -63.947
-42.849 -63.96
-42.86 -63.992
-42.869 -64.074
-42.876 -64.089
-42.876 -64.095
-42.877 -64.098
-42.877 -64.12
-42.875 -64.145
-42.873 -64.151
-42.858 -64.162
-42.847 -64.182
-42.813 -64.211
-42.806 -64.219
-42.789 -64.239
-42.777 -64.249
-42.762 -64.257
-42.75 -64.261
-42.74 -64.259
-42.722 -64.251
-42.698 -64.247
-42.691 -64.248
-42.68 -64.248
-42.656 -64.237
-42.657 -64.229
-42.656 -64.225
-42.652 -64.222
-42.645 -64.227
-42.643 -64.225
-42.638 -64.214
-42.634 -64.212
-42.623 -64.217
-42.62 -64.222
-42.618 -64.232
-42.618 -64.244
-42.622 -64.256
-42.622 -64.263
-42.624 -64.267
-42.627 -64.271
-42.626 -64.275
-42.622 -64.274
-42.613 -64.267
-42.595 -64.262
-42.588 -64.265
-42.579 -64.277
-42.578 -64.284
-42.579 -64.289
-42.583 -64.294
-42.584 -64.302
-42.59 -64.311
-42.59 -64.316
-42.587 -64.317
-42.579 -64.313
-42.573 -64.314
-42.567 -64.307
-42.562 -64.306
-42.56 -64.307
-42.558 -64.308
-42.554 -64.312
-42.544 -64.33
-42.538 -64.346
-42.536 -64.36
-42.52 -64.41
-42.512 -64.452
-42.511 -64.46
-42.495 -64.566
-42.501 -64.627
-42.502 -64.638
-42.512 -64.677
-42.533 -64.713
-42.556 -64.762
-42.564 -64.772
-42.566 -64.775
-42.585 -64.792
-42.602 -64.822
-42.619 -64.843
-42.623 -64.852
-42.623 -64.859
-42.62 -64.877
-42.619 -64.9
-42.62 -64.907
-42.621 -64.919
-42.631 -64.945
-42.639 -64.957
-42.65 -64.97
-42.659 -64.986
-42.673 -64.992
-42.702 -65
-42.708 -65.005
-42.709 -65.007
-42.715 -65.02
-42.722 -65.028
-42.732 -65.035
-42.744 -65.038
-42.764 -65.038
-42.775 -65.033
-42.783 -65.026
-42.787 -65.018
-42.787 -65.015
-42.787 -65.01
-42.783 -65
-42.794 -64.977
-42.796 -64.974
-42.796 -64.97
-42.789 -64.963
-42.788 -64.96
-42.808 -64.933
-42.819 -64.893
-42.834 -64.886
-42.837 -64.882
-42.84 -64.873
-42.84 -64.859
-42.842 -64.848
-42.842 -64.845
-42.842 -64.827
-42.845 -64.815
-42.854 -64.801
-42.87 -64.759
-42.888 -64.707
-42.892 -64.703
-42.899 -64.701
-42.901 -64.701
-42.904 -64.697
-42.922 -64.639
-42.929 -64.58
-42.925 -64.547
-42.925 -64.54
-42.925 -64.535
-42.927 -64.528
-42.95 -64.496
-42.952 -64.486
-42.951 -64.472
-42.954 -64.459
-42.952 -64.449
-42.952 -64.442
-42.96 -64.425
-42.96 -64.419
-42.953 -64.387
-42.95 -64.373
-42.942 -64.346
-42.943 -64.34
-42.946 -64.334
-42.953 -64.327
-42.97 -64.324
-42.975 -64.316
-42.977 -64.315
-43.004 -64.329
-43.012 -64.353
-43.015 -64.364
-43.032 -64.408
-43.053 -64.437
-43.071 -64.47
-43.08 -64.492
-43.081 -64.495
-43.084 -64.506
-43.085 -64.524
-43.089 -64.54
-43.097 -64.566
-43.12 -64.657
-43.13 -64.695
-43.143 -64.729
-43.148 -64.748
-43.174 -64.813
-43.179 -64.824
-43.206 -64.889
-43.222 -64.923
-43.242 -64.956
-43.275 -65
-43.284 -65.011
-43.307 -65.035
-43.338 -65.054
-43.343 -65.056
-43.351 -65.057
-43.366 -65.049
-43.375 -65.048
-43.407 -65.059
-43.413 -65.067
-43.418 -65.077
-43.424 -65.084
-43.437 -65.095
-43.444 -65.113
-43.447 -65.117
-43.454 -65.127
-43.489 -65.16
-43.5 -65.168
-43.515 -65.174
-43.546 -65.202
-43.552 -65.21
-43.554 -65.213
-43.563 -65.235
-43.577 -65.255
-43.606 -65.288
-43.627 -65.301
-43.638 -65.319
-43.643 -65.324
-43.647 -65.328
-43.663 -65.334
-43.722 -65.345
-43.761 -65.352
-43.77 -65.35
-43.777 -65.342
-43.784 -65.324
-43.789 -65.316
-43.795 -65.313
-43.803 -65.314
-43.813 -65.322
-43.822 -65.321
-43.845 -65.329
-43.866 -65.319
-43.896 -65.312
-43.934 -65.301
-43.956 -65.291
-43.964 -65.282
-43.969 -65.273
-43.972 -65.261
-43.971 -65.237
-43.973 -65.234
-43.976 -65.232
-43.979 -65.235
-43.982 -65.246
-43.982 -65.248
-43.985 -65.253
-43.99 -65.258
-43.995 -65.258
-44.009 -65.246
-44.012 -65.245
-44.021 -65.248
-44.033 -65.242
-44.039 -65.236
-44.044 -65.223
-44.044 -65.215
-44.037 -65.205
-44.036 -65.191
-44.039 -65.186
-44.042 -65.192
-44.045 -65.205
-44.049 -65.208
-44.05 -65.212
-44.056 -65.216
-44.061 -65.221
-44.068 -65.229
-44.076 -65.235
-44.085 -65.238
-44.101 -65.232
-44.114 -65.231
-44.127 -65.219
-44.132 -65.216
-44.14 -65.22
-44.145 -65.229
-44.148 -65.238
-44.148 -65.27
-44.151 -65.277
-44.154 -65.281
-44.155 -65.283
-44.172 -65.297
-44.185 -65.304
-44.203 -65.309
-44.211 -65.309
-44.225 -65.306
-44.242 -65.3
-44.252 -65.292
-44.274 -65.265
-44.287 -65.27
-44.292 -65.271
-44.304 -65.266
-44.308 -65.261
-44.31 -65.253
-44.317 -65.255
-44.325 -65.254
-44.333 -65.247
-44.336 -65.241
-44.337 -65.228
-44.34 -65.224
-44.352 -65.222
-44.362 -65.22
-44.368 -65.214
-44.372 -65.217
-44.373 -65.23
-44.374 -65.232
-44.387 -65.234
-44.389 -65.24
-44.39 -65.258
-44.392 -65.263
-44.404 -65.269
-44.409 -65.28
-44.421 -65.283
-44.422 -65.29
-44.426 -65.292
-44.43 -65.281
-44.432 -65.285
-44.432 -65.287
-44.433 -65.293
-44.429 -65.304
-44.43 -65.309
-44.433 -65.309
-44.441 -65.304
-44.445 -65.307
-44.444 -65.318
-44.454 -65.33
-44.461 -65.334
-44.463 -65.333
-44.468 -65.317
-44.472 -65.313
-44.476 -65.312
-44.481 -65.316
-44.485 -65.321
-44.489 -65.322
-44.493 -65.313
-44.491 -65.299
-44.491 -65.292
-44.493 -65.29
-44.497 -65.285
-44.505 -65.291
-44.509 -65.289
-44.513 -65.282
-44.516 -65.281
-44.518 -65.284
-44.518 -65.292
-44.512 -65.3
-44.519 -65.31
-44.53 -65.314
-44.531 -65.319
-44.529 -65.32
-44.517 -65.321
-44.513 -65.324
-44.51 -65.332
-44.508 -65.341
-44.509 -65.348
-44.516 -65.357
-44.515 -65.367
-44.518 -65.37
-44.524 -65.372
-44.531 -65.371
-44.534 -65.364
-44.537 -65.363
-44.54 -65.366
-44.544 -65.384
-44.547 -65.389
-44.554 -65.392
-44.561 -65.39
-44.566 -65.385
-44.573 -65.37
-44.577 -65.362
-44.58 -65.36
-44.586 -65.368
-44.585 -65.37
-44.579 -65.375
-44.579 -65.381
-44.582 -65.388
-44.591 -65.392
-44.587 -65.402
-44.576 -65.412
-44.574 -65.418
-44.573 -65.426
-44.573 -65.436
-44.577 -65.457
-44.581 -65.465
-44.585 -65.467
-44.594 -65.463
-44.599 -65.464
-44.6 -65.464
-44.6 -65.475
-44.602 -65.482
-44.604 -65.497
-44.608 -65.506
-44.61 -65.519
-44.616 -65.533
-44.626 -65.55
-44.637 -65.564
-44.648 -65.574
-44.648 -65.579
-44.644 -65.591
-44.652 -65.609
-44.671 -65.638
-44.676 -65.645
-44.703 -65.669
-44.72 -65.683
-44.74 -65.689
-44.772 -65.69
-44.792 -65.697
-44.793 -65.698
-44.803 -65.704
-44.807 -65.719
-44.811 -65.725
-44.82 -65.727
-44.832 -65.724
-44.838 -65.715
-44.84 -65.716
-44.841 -65.725
-44.845 -65.726
-44.852 -65.724
-44.863 -65.715
-44.873 -65.704
-44.877 -65.696
-44.876 -65.691
-44.882 -65.686
-44.882 -65.679
-44.889 -65.669
-44.891 -65.659
-44.889 -65.642
-44.889 -65.628
-44.892 -65.617
-44.899 -65.608
-44.91 -65.603
-44.911 -65.599
-44.902 -65.587
-44.902 -65.576
-44.909 -65.565
-44.916 -65.544
-44.921 -65.539
-44.927 -65.533
-44.933 -65.523
-44.935 -65.522
-44.936 -65.524
-44.936 -65.534
-44.943 -65.54
-44.944 -65.55
-44.953 -65.565
-44.962 -65.575
-44.963 -65.585
-44.961 -65.594
-44.967 -65.596
-44.97 -65.6
-44.974 -65.599
-44.977 -65.605
-44.982 -65.608
-44.985 -65.606
-44.994 -65.592
-44.995 -65.591
-45 -65.588
-45.003 -65.586
-45.007 -65.59
-45.006 -65.618
-45.011 -65.624
-45.014 -65.622
-45.023 -65.609
-45.027 -65.605
-45.031 -65.606
-45.034 -65.609
-45.039 -65.62
-45.04 -65.635
-45.044 -65.642
-45.051 -65.646
-45.05 -65.652
-45.044 -65.653
-45.047 -65.66
-45.045 -65.668
-45.043 -65.679
-45.037 -65.68
-45.039 -65.686
-45.047 -65.695
-45.049 -65.695
-45.057 -65.687
-45.06 -65.687
-45.063 -65.689
-45.062 -65.696
-45.048 -65.705
-45.044 -65.724
-45.041 -65.734
-45.036 -65.736
-45.031 -65.736
-45.028 -65.74
-45.025 -65.753
-45.026 -65.77
-45.025 -65.771
-45.024 -65.774
-45.029 -65.78
-45.03 -65.787
-45.028 -65.796
-45.021 -65.801
-45.019 -65.806
-45.02 -65.812
-45.023 -65.814
-45.028 -65.811
-45.03 -65.803
-45.033 -65.801
-45.038 -65.805
-45.038 -65.813
-45.044 -65.82
-45.041 -65.827
-45.038 -65.83
-45.033 -65.83
-45.026 -65.826
-45.02 -65.826
-45.014 -65.829
-45.009 -65.838
-45.006 -65.847
-45.006 -65.849
-45.005 -65.864
-45.009 -65.887
-45.015 -65.893
-45.021 -65.89
-45.026 -65.892
-45.031 -65.886
-45.034 -65.885
-45.041 -65.889
-45.037 -65.899
-45.037 -65.91
-45.049 -65.935
-45.045 -65.948
-45.044 -65.958
-45.039 -65.963
-45.026 -65.978
-45.007 -66.005
-45.005 -66.021
-45.007 -66.059
-45 -66.059
-44.997 -66.059
-45 -66.066
-44.999 -66.07
-44.995 -66.075
-44.997 -66.083
-44.99 -66.112
-44.99 -66.138
-44.995 -66.151
-44.994 -66.156
-44.99 -66.16
-44.99 -66.163
-44.997 -66.171
-44.998 -66.175
-44.989 -66.187
-44.987 -66.195
-44.989 -66.198
-45 -66.214
-45.001 -66.215
-45.007 -66.228
-45.017 -66.232
-45.022 -66.234
-45.023 -66.248
-45.026 -66.254
-45.048 -66.273
-45.048 -66.279
-45.053 -66.283
-45.055 -66.277
-45.058 -66.279
-45.057 -66.285
-45.051 -66.298
-45.052 -66.306
-45.051 -66.313
-45.052 -66.324
-45.045 -66.333
-45.046 -66.34
-45.042 -66.353
-45.043 -66.357
-45.048 -66.367
-45.054 -66.374
-45.057 -66.374
-45.063 -66.37
-45.058 -66.384
-45.055 -66.389
-45.055 -66.395
-45.074 -66.427
-45.077 -66.438
-45.079 -66.459
-45.097 -66.492
-45.096 -66.505
-45.098 -66.509
-45.108 -66.522
-45.12 -66.531
-45.132 -66.533
-45.14 -66.531
-45.146 -66.525
-45.148 -66.519
-45.147 -66.498
-45.149 -66.462
-45.152 -66.461
-45.164 -66.47
-45.162 -66.484
-45.162 -66.485
-45.165 -66.492
-45.164 -66.503
-45.155 -66.524
-45.152 -66.536
-45.148 -66.541
-45.14 -66.544
-45.141 -66.548
-45.146 -66.555
-45.146 -66.568
-45.142 -66.588
-45.143 -66.593
-45.149 -66.596
-45.155 -66.591
-45.158 -66.58
-45.161 -66.579
-45.163 -66.581
-45.163 -66.591
-45.165 -66.593
-45.169 -66.594
-45.177 -66.585
-45.177 -66.581
-45.171 -66.577
-45.17 -66.573
-45.172 -66.563
-45.179 -66.557
-45.178 -66.536
-45.192 -66.521
-45.202 -66.516
-45.211 -66.519
-45.223 -66.516
-45.229 -66.518
-45.225 -66.529
-45.225 -66.532
-45.225 -66.533
-45.228 -66.538
-45.227 -66.543
-45.225 -66.546
-45.218 -66.549
-45.217 -66.552
-45.219 -66.561
-45.218 -66.577
-45.219 -66.584
-45.218 -66.65
-45.219 -66.666
-45.224 -66.685
-45.228 -66.695
-45.229 -66.7
-45.23 -66.711
-45.227 -66.73
-45.232 -66.772
-45.231 -66.785
-45.234 -66.818
-45.234 -66.847
-45.24 -66.871
-45.241 -66.876
-45.27 -66.947
-45.282 -66.97
-45.305 -67.002
-45.303 -67.01
-45.309 -67.019
-45.323 -67.038
-45.338 -67.052
-45.372 -67.077
-45.401 -67.113
-45.425 -67.134
-45.485 -67.177
-45.502 -67.185
-45.529 -67.207
-45.536 -67.216
-45.538 -67.218
-45.557 -67.257
-45.571 -67.277
-45.579 -67.289
-45.596 -67.306
-45.607 -67.319
-45.632 -67.343
-45.643 -67.35
-45.66 -67.357
-45.679 -67.36
-45.694 -67.362
-45.704 -67.361
-45.71 -67.356
-45.717 -67.347
-45.721 -67.346
-45.724 -67.348
-45.728 -67.365
-45.732 -67.371
-45.742 -67.372
-45.777 -67.367
-45.785 -67.369
-45.786 -67.37
-45.787 -67.375
-45.787 -67.382
-45.797 -67.406
-45.818 -67.441
-45.824 -67.446
-45.849 -67.466
-45.862 -67.47
-45.869 -67.476
-45.874 -67.489
-45.882 -67.498
-45.901 -67.516
-45.914 -67.532
-45.929 -67.545
-45.944 -67.548
-45.95 -67.545
-45.958 -67.527
-45.96 -67.527
-45.963 -67.547
-45.968 -67.561
-45.974 -67.564
-45.981 -67.562
-45.981 -67.574
-45.983 -67.578
-45.992 -67.585
-45.995 -67.585
-46.013 -67.584
-46.025 -67.587
-46.045 -67.599
-46.049 -67.611
-46.053 -67.617
-46.058 -67.619
-46.067 -67.616
-46.089 -67.619
-46.107 -67.625
-46.111 -67.625
-46.129 -67.627
-46.217 -67.617
-46.237 -67.612
-46.255 -67.608
-46.287 -67.591
-46.29 -67.593
-46.29 -67.59
-46.309 -67.581
-46.363 -67.557
-46.384 -67.543
-46.406 -67.527
-46.469 -67.481
-46.519 -67.448
-46.531 -67.44
-46.556 -67.421
-46.589 -67.388
-46.598 -67.373
-46.604 -67.358
-46.616 -67.348
-46.621 -67.34
-46.632 -67.295
-46.64 -67.276
-46.639 -67.265
-46.672 -67.217
-46.685 -67.192
-46.688 -67.183
-46.689 -67.173
-46.684 -67.163
-46.69 -67.158
-46.69 -67.147
-46.698 -67.141
-46.701 -67.132
-46.702 -67.121
-46.704 -67.117
-46.713 -67.112
-46.728 -67.108
-46.74 -67.094
-46.742 -67.092
-46.741 -67.088
-46.742 -67.085
-46.775 -67.063
-46.78 -67.056
-46.798 -67.045
-46.808 -67.035
-46.82 -67.017
-46.825 -67.002
-46.83 -66.993
-46.836 -66.983
-46.856 -66.954
-46.858 -66.942
-46.862 -66.939
-46.869 -66.942
-46.874 -66.939
-46.88 -66.925
-46.906 -66.897
-46.933 -66.87
-46.934 -66.866
-46.932 -66.863
-46.934 -66.858
-46.946 -66.851
-46.962 -66.829
-46.977 -66.814
-46.986 -66.802
-47.002 -66.792
-47.009 -66.787
-47.037 -66.74
-47.038 -66.734
-47.038 -66.72
-47.044 -66.699
-47.042 -66.672
-47.044 -66.662
-47.053 -66.649
-47.056 -66.639
-47.056 -66.636
-47.057 -66.613
-47.056 -66.548
-47.051 -66.5
-47.058 -66.457
-47.065 -66.416
-47.077 -66.356
-47.087 -66.288
-47.088 -66.278
-47.091 -66.222
-47.097 -66.192
-47.093 -66.14
-47.093 -66.103
-47.091 -66.096
-47.087 -66.084
-47.079 -66.049
-47.08 -66.032
-47.079 -65.992
-47.076 -65.98
-47.077 -65.972
-47.083 -65.947
-47.093 -65.932
-47.096 -65.925
-47.096 -65.924
-47.101 -65.883
-47.104 -65.874
-47.112 -65.863
-47.12 -65.856
-47.126 -65.855
-47.142 -65.844
-47.159 -65.813
-47.174 -65.796
-47.183 -65.786
-47.201 -65.752
-47.205 -65.747
-47.21 -65.747
-47.221 -65.759
-47.229 -65.761
-47.277 -65.74
-47.279 -65.739
-47.337 -65.716
-47.342 -65.715
-47.36 -65.721
-47.402 -65.725
-47.408 -65.726
-47.454 -65.733
-47.512 -65.739
-47.526 -65.746
-47.531 -65.748
-47.583 -65.765
-47.594 -65.774
-47.647 -65.797
-47.667 -65.805
-47.681 -65.821
-47.721 -65.839
-47.735 -65.842
-47.738 -65.841
-47.741 -65.834
-47.745 -65.836
-47.747 -65.839
-47.749 -65.848
-47.749 -65.861
-47.75 -65.885
-47.767 -65.894
-47.77 -65.886
-47.774 -65.883
-47.787 -65.885
-47.797 -65.883
-47.815 -65.872
-47.829 -65.866
-47.867 -65.861
-47.884 -65.854
-47.886 -65.852
-47.891 -65.848
-47.895 -65.837
-47.901 -65.831
-47.908 -65.793
-47.907 -65.778
-47.908 -65.772
-47.912 -65.774
-47.917 -65.767
-47.922 -65.792
-47.925 -65.795
-47.934 -65.799
-47.942 -65.795
-47.945 -65.787
-47.947 -65.777
-47.95 -65.774
-47.953 -65.777
-47.954 -65.79
-47.953 -65.805
-47.959 -65.812
-47.959 -65.817
-47.955 -65.826
-47.958 -65.832
-47.957 -65.836
-47.944 -65.845
-47.941 -65.853
-47.939 -65.863
-47.939 -65.883
-47.934 -65.895
-47.934 -65.909
-47.941 -65.927
-47.941 -65.929
-47.951 -65.942
-47.963 -65.952
-47.976 -65.954
-47.982 -65.951
-47.988 -65.938
-47.992 -65.934
-48 -65.936
-48 -65.92
-48.003 -65.915
-48.008 -65.913
-48.011 -65.916
-48.011 -65.925
-48.012 -65.944
-48.015 -65.954
-48.02 -65.96
-48.024 -65.957
-48.025 -65.95
-48.022 -65.94
-48.024 -65.936
-48.029 -65.933
-48.033 -65.939
-48.041 -65.955
-48.045 -65.968
-48.048 -65.974
-48.05 -65.975
-48.057 -65.965
-48.067 -65.945
-48.073 -65.933
-48.076 -65.925
-48.081 -65.916
-48.089 -65.907
-48.096 -65.904
-48.106 -65.908
-48.11 -65.911
-48.113 -65.918
-48.112 -65.93
-48.119 -65.933
-48.12 -65.937
-48.117 -65.943
-48.104 -65.949
-48.101 -65.952
-48.099 -65.96
-48.099 -65.974
-48.105 -65.983
-48.104 -65.995
-48.102 -66.003
-48.11 -66.012
-48.11 -66.025
-48.105 -66.038
-48.106 -66.045
-48.108 -66.049
-48.113 -66.051
-48.113 -66.059
-48.11 -66.065
-48.109 -66.074
-48.114 -66.087
-48.12 -66.101
-48.126 -66.11
-48.136 -66.114
-48.138 -66.117
-48.138 -66.128
-48.152 -66.133
-48.157 -66.139
-48.161 -66.149
-48.167 -66.152
-48.172 -66.15
-48.18 -66.142
-48.186 -66.143
-48.193 -66.148
-48.193 -66.159
-48.193 -66.171
-48.197 -66.181
-48.201 -66.195
-48.201 -66.204
-48.206 -66.221
-48.21 -66.228
-48.229 -66.249
-48.238 -66.258
-48.24 -66.266
-48.241 -66.275
-48.252 -66.29
-48.256 -66.298
-48.267 -66.313
-48.276 -66.328
-48.291 -66.339
-48.309 -66.349
-48.316 -66.35
-48.326 -66.347
