segment Bolivia
-19.035 -57.777
-19.035 -57.778
-19.041 -57.784
-19.051 -57.79
-19.063 -57.794
-19.147 -57.836
-19.241 -57.882
-19.261 -57.892
-19.376 -57.948
-19.491 -58.003
-19.606 -58.059
-19.676 -58.093
-19.72 -58.115
-19.734 -58.123
-19.761 -58.134
-19.765 -58.134
-19.777 -58.127
-19.795 -58.104
-19.818 -58.076
-19.82 -58.074
-19.836 -58.049
-19.862 -58.022
-19.891 -57.988
-19.9 -57.974
-19.912 -57.954
-19.94 -57.917
-19.953 -57.896
-19.969 -57.877
-19.974 -57.873
-19.979 -57.872
-19.985 -57.874
-19.996 -57.884
-20 -57.89
-20.005 -57.897
-20.014 -57.906
-20.022 -57.91
-20.033 -57.909
-20.037 -57.91
-20.037 -57.913
-20.032 -57.919
-20.028 -57.925
-20.024 -57.935
-20.024 -57.948
-20.027 -57.959
-20.031 -57.962
-20.043 -57.965
-20.05 -57.969
-20.056 -57.977
-20.057 -57.985
-20.056 -57.998
-20.061 -58.015
-20.071 -58.027
-20.083 -58.037
-20.086 -58.038
-20.091 -58.039
-20.095 -58.043
-20.103 -58.051
-20.104 -58.066
-20.107 -58.077
-20.107 -58.082
-20.113 -58.092
-20.121 -58.099
-20.142 -58.119
-20.147 -58.128
-20.151 -58.138
-20.152 -58.149
-20.154 -58.157
-20.162 -58.163
-20.155 -58.169
-20.149 -58.164
-20.14 -58.151
-20.139 -58.149
-20.133 -58.144
-20.127 -58.14
-20.108 -58.138
-20.098 -58.146
-20.082 -58.152
-20.073 -58.159
-20.065 -58.157
-20.056 -58.162
-20.049 -58.156
-20.043 -58.159
-20.031 -58.17
-20.027 -58.173
-20.018 -58.176
-20.01 -58.174
-20 -58.177
-19.993 -58.18
-19.98 -58.182
-19.973 -58.186
-19.969 -58.192
-19.966 -58.202
-19.959 -58.207
-19.94 -58.201
-19.935 -58.195
-19.928 -58.193
-19.924 -58.193
-19.917 -58.194
-19.91 -58.198
-19.9 -58.198
-19.887 -58.202
-19.879 -58.196
-19.866 -58.194
-19.861 -58.191
-19.856 -58.186
-19.849 -58.171
-19.848 -58.158
-19.84 -58.159
-19.831 -58.162
-19.822 -58.169
-19.818 -58.173
-19.798 -58.192
-19.79 -58.203
-19.748 -58.279
-19.747 -58.282
-19.741 -58.294
-19.735 -58.314
-19.696 -58.384
-19.688 -58.4
-19.666 -58.443
-19.665 -58.447
-19.647 -58.496
-19.633 -58.519
-19.617 -58.545
-19.611 -58.563
-19.587 -58.613
-19.579 -58.639
-19.578 -58.642
-19.56 -58.671
-19.541 -58.705
-19.527 -58.74
-19.519 -58.756
-19.462 -58.875
-19.445 -58.91
-19.404 -58.993
-19.37 -59.062
-19.363 -59.087
-19.35 -59.113
-19.347 -59.12
-19.34 -59.246
-19.332 -59.378
-19.327 -59.475
-19.325 -59.511
-19.316 -59.644
-19.308 -59.777
-19.299 -59.91
-19.294 -59.984
-19.298 -60
-19.309 -60.04
-19.343 -60.169
-19.376 -60.297
-19.409 -60.425
-19.443 -60.554
-19.455 -60.599
-19.468 -60.684
-19.49 -60.816
-19.511 -60.947
-19.532 -61.078
-19.55 -61.189
-19.554 -61.209
-19.557 -61.227
-19.564 -61.27
-19.571 -61.29
-19.571 -61.315
-19.575 -61.34
-19.596 -61.467
-19.596 -61.471
-19.618 -61.603
-19.632 -61.688
-19.633 -61.705
-19.631 -61.722
-19.628 -61.728
-19.628 -61.734
-19.628 -61.735
-19.631 -61.741
-19.636 -61.746
-19.681 -61.767
-19.741 -61.788
-19.86 -61.831
-19.931 -61.853
-19.965 -61.866
-19.98 -61.873
-20 -61.884
-20.015 -61.892
-20.096 -61.926
-20.097 -61.927
-20.113 -61.936
-20.193 -61.995
-20.196 -62
-20.201 -62.004
-20.211 -62.011
-20.226 -62.022
-20.239 -62.032
-20.296 -62.074
-20.306 -62.082
-20.324 -62.094
-20.334 -62.102
-20.35 -62.112
-20.362 -62.121
-20.416 -62.16
-20.425 -62.167
-20.442 -62.179
-20.453 -62.187
-20.47 -62.2
-20.48 -62.207
-20.536 -62.247
-20.567 -62.27
-20.636 -62.267
-20.671 -62.266
-20.682 -62.266
-20.704 -62.265
-20.718 -62.265
-20.736 -62.264
-20.751 -62.264
-20.815 -62.262
-20.831 -62.262
-20.851 -62.262
-20.864 -62.262
-20.884 -62.261
-20.897 -62.261
-20.961 -62.259
-20.974 -62.259
-20.996 -62.259
-21.008 -62.258
-21.028 -62.258
-21.04 -62.258
-21.062 -62.258
-21.104 -62.273
-21.115 -62.277
-21.135 -62.283
-21.146 -62.287
-21.165 -62.293
-21.181 -62.299
-21.242 -62.319
-21.255 -62.324
-21.274 -62.33
-21.287 -62.335
-21.306 -62.341
-21.319 -62.346
-21.384 -62.368
-21.397 -62.373
-21.416 -62.379
-21.428 -62.383
-21.446 -62.389
-21.461 -62.395
-21.525 -62.416
-21.536 -62.42
-21.557 -62.428
-21.57 -62.433
-21.59 -62.44
-21.601 -62.444
-21.667 -62.466
-21.677 -62.47
-21.699 -62.478
-21.71 -62.482
-21.729 -62.488
-21.741 -62.493
-21.808 -62.513
-21.809 -62.513
-21.819 -62.517
-21.839 -62.522
-21.854 -62.527
-21.874 -62.533
-21.888 -62.537
-21.95 -62.558
-21.964 -62.564
-21.985 -62.57
-21.997 -62.574
-22.018 -62.579
-22.033 -62.584
-22.097 -62.602
-22.107 -62.606
-22.129 -62.612
-22.14 -62.615
-22.16 -62.621
-22.17 -62.624
-22.201 -62.633
-22.246 -62.647
-22.252 -62.649
-22.251 -62.656
-22.248 -62.66
-22.237 -62.668
-22.216 -62.678
-22.209 -62.686
-22.207 -62.687
-22.207 -62.7
-22.208 -62.712
-22.207 -62.717
-22.19 -62.726
-22.174 -62.737
-22.166 -62.746
-22.163 -62.755
-22.147 -62.769
-22.165 -62.774
-22.172 -62.778
-22.173 -62.783
-22.163 -62.795
-22.151 -62.8
-22.134 -62.805
-22.118 -62.815
-22.111 -62.815
-22.1 -62.808
-22.088 -62.799
-22.078 -62.796
-22.075 -62.796
-22.064 -62.797
-22.036 -62.81
-22.026 -62.811
-22.011 -62.808
-22.004 -62.808
-22.005 -62.817
-22.004 -62.833
-22.004 -62.853
-22.004 -62.866
-22.004 -62.887
-22.004 -62.901
-22.004 -62.975
-22.003 -62.985
-22.003 -63.009
-22.003 -63.021
-22.003 -63.045
-22.004 -63.061
-22.003 -63.133
-22.004 -63.147
-22.004 -63.172
-22.003 -63.183
-22.004 -63.207
-22.004 -63.223
-22.003 -63.296
-22.004 -63.308
-22.003 -63.33
-22.003 -63.342
-22.003 -63.363
-22.003 -63.378
-22.003 -63.45
-22.003 -63.464
-22.003 -63.488
-22.003 -63.501
-22.003 -63.527
-22.003 -63.54
-22.003 -63.61
-22.003 -63.626
-22.003 -63.646
-22.003 -63.663
-22.003 -63.67
-22.003 -63.684
-22.003 -63.697
-22.003 -63.769
-22.003 -63.782
-22.003 -63.806
-22.003 -63.817
-22.003 -63.84
-22.003 -63.855
-22.003 -63.934
-22.003 -63.935
-22.009 -63.94
-22.02 -63.938
-22.022 -63.939
-22.029 -63.94
-22.03 -63.941
-22.037 -63.945
-22.043 -63.948
-22.048 -63.951
-22.054 -63.951
-22.058 -63.952
-22.062 -63.95
-22.063 -63.949
-22.07 -63.953
-22.081 -63.955
-22.089 -63.958
-22.091 -63.961
-22.09 -63.964
-22.079 -63.97
-22.079 -63.973
-22.083 -63.973
-22.087 -63.971
-22.091 -63.976
-22.094 -63.981
-22.103 -63.985
-22.104 -63.987
-22.103 -63.991
-22.106 -63.995
-22.11 -63.989
-22.116 -63.99
-22.121 -63.995
-22.125 -63.995
-22.131 -63.992
-22.149 -63.997
-22.158 -64.002
-22.168 -64.011
-22.175 -64.019
-22.177 -64.021
-22.177 -64.013
-22.179 -64.012
-22.184 -64.015
-22.189 -64.021
-22.193 -64.027
-22.196 -64.029
-22.201 -64.03
-22.208 -64.025
-22.21 -64.024
-22.218 -64.028
-22.224 -64.034
-22.227 -64.029
-22.229 -64.028
-22.233 -64.03
-22.234 -64.033
-22.237 -64.032
-22.239 -64.031
-22.245 -64.036
-22.246 -64.047
-22.245 -64.052
-22.242 -64.056
-22.242 -64.06
-22.251 -64.064
-22.255 -64.067
-22.259 -64.065
-22.261 -64.067
-22.262 -64.071
-22.265 -64.074
-22.269 -64.072
-22.281 -64.08
-22.286 -64.08
-22.293 -64.078
-22.298 -64.083
-22.305 -64.084
-22.308 -64.088
-22.309 -64.093
-22.312 -64.095
-22.316 -64.091
-22.319 -64.092
-22.322 -64.096
-22.326 -64.097
-22.328 -64.099
-22.335 -64.104
-22.336 -64.102
-22.34 -64.1
-22.355 -64.109
-22.36 -64.113
-22.364 -64.114
-22.368 -64.112
-22.373 -64.111
-22.378 -64.112
-22.382 -64.117
-22.389 -64.118
-22.397 -64.117
-22.404 -64.119
-22.401 -64.133
-22.408 -64.141
-22.414 -64.144
-22.417 -64.143
-22.421 -64.141
-22.424 -64.139
-22.435 -64.151
-22.445 -64.155
-22.453 -64.162
-22.47 -64.17
-22.468 -64.172
-22.468 -64.175
-22.475 -64.182
-22.487 -64.186
-22.49 -64.189
-22.49 -64.193
-22.488 -64.197
-22.489 -64.201
-22.495 -64.207
-22.5 -64.209
-22.515 -64.211
-22.524 -64.217
-22.532 -64.22
-22.536 -64.221
-22.54 -64.219
-22.541 -64.226
-22.542 -64.228
-22.553 -64.231
-22.556 -64.235
-22.556 -64.236
-22.562 -64.241
-22.585 -64.247
-22.588 -64.248
-22.604 -64.243
-22.614 -64.241
-22.627 -64.245
-22.629 -64.247
-22.63 -64.248
-22.631 -64.254
-22.63 -64.258
-22.637 -64.263
-22.647 -64.267
-22.651 -64.268
-22.659 -64.265
-22.666 -64.26
-22.672 -64.262
-22.681 -64.269
-22.695 -64.269
-22.704 -64.271
-22.705 -64.271
-22.708 -64.272
-22.711 -64.271
-22.722 -64.265
-22.727 -64.263
-22.73 -64.265
-22.733 -64.272
-22.739 -64.275
-22.744 -64.274
-22.751 -64.27
-22.754 -64.271
-22.761 -64.266
-22.772 -64.275
-22.776 -64.276
-22.78 -64.276
-22.783 -64.275
-22.79 -64.278
-22.793 -64.283
-22.793 -64.287
-22.796 -64.29
-22.805 -64.289
-22.815 -64.285
-22.82 -64.284
-22.822 -64.284
-22.828 -64.288
-22.829 -64.297
-22.833 -64.302
-22.836 -64.302
-22.838 -64.301
-22.842 -64.299
-22.846 -64.297
-22.847 -64.296
-22.852 -64.296
-22.855 -64.297
-22.858 -64.299
-22.858 -64.309
-22.869 -64.321
-22.866 -64.33
-22.862 -64.33
-22.856 -64.33
-22.852 -64.333
-22.846 -64.331
-22.842 -64.334
-22.839 -64.335
-22.827 -64.333
-22.822 -64.329
-22.816 -64.333
-22.811 -64.331
-22.81 -64.331
-22.805 -64.334
-22.804 -64.339
-22.811 -64.345
-22.809 -64.349
-22.806 -64.351
-22.802 -64.351
-22.795 -64.348
-22.79 -64.342
-22.777 -64.339
-22.773 -64.338
-22.768 -64.339
-22.762 -64.337
-22.753 -64.338
-22.746 -64.342
-22.737 -64.347
-22.726 -64.356
-22.723 -64.36
-22.723 -64.367
-22.722 -64.374
-22.716 -64.386
-22.716 -64.389
-22.72 -64.393
-22.717 -64.399
-22.714 -64.403
-22.713 -64.397
-22.71 -64.396
-22.705 -64.398
-22.686 -64.4
-22.681 -64.403
-22.68 -64.415
-22.677 -64.422
-22.674 -64.424
-22.669 -64.424
-22.662 -64.422
-22.656 -64.424
-22.648 -64.431
-22.641 -64.438
-22.638 -64.442
-22.635 -64.44
-22.631 -64.43
-22.629 -64.428
-22.626 -64.432
-22.623 -64.433
-22.61 -64.431
-22.601 -64.433
-22.588 -64.429
-22.585 -64.427
-22.585 -64.431
-22.581 -64.432
-22.579 -64.431
-22.575 -64.419
-22.573 -64.417
-22.559 -64.414
-22.55 -64.414
-22.544 -64.414
-22.539 -64.412
-22.537 -64.414
-22.533 -64.423
-22.522 -64.429
-22.52 -64.433
-22.519 -64.446
-22.516 -64.449
-22.511 -64.447
-22.507 -64.45
-22.505 -64.455
-22.497 -64.459
-22.494 -64.464
-22.477 -64.478
-22.473 -64.48
-22.467 -64.478
-22.459 -64.48
-22.458 -64.479
-22.454 -64.483
-22.456 -64.49
-22.446 -64.491
-22.441 -64.492
-22.437 -64.494
-22.436 -64.498
-22.437 -64.501
-22.44 -64.508
-22.445 -64.514
-22.445 -64.519
-22.443 -64.525
-22.44 -64.528
-22.436 -64.53
-22.431 -64.528
-22.426 -64.529
-22.414 -64.521
-22.405 -64.524
-22.395 -64.536
-22.389 -64.55
-22.38 -64.562
-22.37 -64.569
-22.363 -64.571
-22.34 -64.568
-22.328 -64.569
-22.321 -64.568
-22.319 -64.564
-22.318 -64.558
-22.315 -64.553
-22.307 -64.547
-22.294 -64.542
-22.291 -64.541
-22.279 -64.551
-22.271 -64.558
-22.263 -64.568
-22.254 -64.581
-22.251 -64.591
-22.246 -64.598
-22.241 -64.603
-22.224 -64.61
-22.211 -64.625
-22.2 -64.639
-22.195 -64.648
-22.192 -64.655
-22.192 -64.671
-22.191 -64.678
-22.188 -64.689
-22.19 -64.699
-22.191 -64.714
-22.194 -64.724
-22.195 -64.732
-22.195 -64.742
-22.191 -64.748
-22.183 -64.753
-22.18 -64.759
-22.178 -64.776
-22.174 -64.783
-22.162 -64.799
-22.156 -64.81
-22.145 -64.824
-22.143 -64.832
-22.142 -64.838
-22.14 -64.842
-22.134 -64.847
-22.126 -64.862
-22.12 -64.872
-22.118 -64.879
-22.119 -64.882
-22.119 -64.884
-22.123 -64.887
-22.126 -64.891
-22.126 -64.897
-22.121 -64.909
-22.12 -64.921
-22.117 -64.931
-22.114 -64.934
-22.104 -64.951
-22.1 -64.965
-22.086 -64.984
-22.086 -64.995
-22.086 -65
-22.086 -65.035
-22.086 -65.048
-22.086 -65.071
-22.086 -65.085
-22.087 -65.109
-22.087 -65.123
-22.088 -65.196
-22.089 -65.21
-22.089 -65.23
-22.089 -65.245
-22.089 -65.264
-22.089 -65.279
-22.09 -65.351
-22.091 -65.367
-22.091 -65.387
-22.091 -65.4
-22.092 -65.421
-22.092 -65.434
-22.092 -65.471
-22.099 -65.48
-22.094 -65.506
-22.088 -65.524
-22.084 -65.544
-22.081 -65.557
-22.077 -65.575
-22.09 -65.586
-22.091 -65.586
-22.097 -65.591
-22.098 -65.597
-22.096 -65.609
-22.098 -65.619
-22.103 -65.63
-22.106 -65.643
-22.105 -65.648
-22.106 -65.652
-22.111 -65.657
-22.112 -65.664
-22.111 -65.672
-22.111 -65.679
-22.11 -65.686
-22.106 -65.693
-22.1 -65.701
-22.098 -65.707
-22.098 -65.715
-22.098 -65.719
-22.108 -65.734
-22.109 -65.748
-22.109 -65.755
-22.107 -65.759
-22.099 -65.766
-22.092 -65.779
-22.087 -65.787
-22.082 -65.79
-22.074 -65.801
-22.07 -65.81
-22.07 -65.812
-22.066 -65.812
-22.058 -65.815
-22.052 -65.823
-22.026 -65.846
-22.017 -65.853
-21.962 -65.898
-21.952 -65.907
-21.938 -65.918
-21.933 -65.924
-21.932 -65.926
-21.928 -65.953
-21.926 -65.967
-21.918 -66.024
-21.917 -66.031
-21.916 -66.043
-21.908 -66.044
-21.89 -66.041
-21.877 -66.039
-21.872 -66.039
-21.862 -66.048
-21.852 -66.058
-21.831 -66.079
-21.82 -66.109
-21.816 -66.123
-21.807 -66.146
-21.803 -66.159
-21.781 -66.222
-21.784 -66.226
-21.787 -66.23
-21.787 -66.231
-21.787 -66.232
-21.787 -66.236
-21.786 -66.239
-21.786 -66.24
-21.787 -66.241
-21.797 -66.245
-21.8 -66.245
-21.803 -66.241
-21.817 -66.238
-21.829 -66.242
-21.835 -66.242
-21.842 -66.239
-21.851 -66.236
-21.865 -66.241
-21.878 -66.247
-21.881 -66.246
-21.884 -66.247
-21.891 -66.252
-21.897 -66.25
-21.901 -66.251
-21.904 -66.255
-21.906 -66.26
-21.911 -66.262
-21.922 -66.263
-21.929 -66.263
-21.935 -66.265
-21.936 -66.267
-21.938 -66.27
-21.944 -66.274
-21.948 -66.276
-21.952 -66.276
-21.957 -66.277
-21.965 -66.275
-21.969 -66.278
-21.977 -66.279
-21.983 -66.284
-21.99 -66.284
-21.991 -66.283
-21.992 -66.281
-21.993 -66.276
-21.997 -66.274
-22.002 -66.278
-22.006 -66.279
-22.017 -66.278
-22.022 -66.28
-22.026 -66.285
-22.029 -66.292
-22.032 -66.292
-22.036 -66.288
-22.04 -66.287
-22.046 -66.291
-22.047 -66.29
-22.046 -66.283
-22.049 -66.282
-22.056 -66.288
-22.059 -66.289
-22.066 -66.286
-22.069 -66.288
-22.074 -66.288
-22.082 -66.288
-22.084 -66.291
-22.091 -66.303
-22.091 -66.307
-22.083 -66.318
-22.085 -66.321
-22.094 -66.322
-22.096 -66.323
-22.097 -66.323
-22.1 -66.325
-22.106 -66.329
-22.109 -66.329
-22.116 -66.328
-22.117 -66.328
-22.119 -66.333
-22.114 -66.341
-22.116 -66.345
-22.124 -66.348
-22.127 -66.367
-22.134 -66.397
-22.14 -66.419
-22.143 -66.433
-22.149 -66.452
-22.152 -66.466
-22.17 -66.536
-22.174 -66.551
-22.179 -66.569
-22.183 -66.584
-22.188 -66.608
-22.193 -66.621
-22.219 -66.64
-22.204 -66.675
-22.208 -66.687
-22.219 -66.708
-22.227 -66.722
-22.237 -66.739
-22.303 -66.752
-22.337 -66.758
-22.393 -66.78
-22.399 -66.782
-22.43 -66.783
-22.444 -66.82
-22.448 -66.83
-22.456 -66.852
-22.461 -66.865
-22.47 -66.887
-22.474 -66.899
-22.485 -66.926
-22.528 -66.966
-22.531 -66.97
-22.532 -66.99
-22.532 -67.002
-22.533 -67.021
-22.538 -67.025
-22.61 -67.017
-22.624 -67.015
-22.645 -67.014
-22.657 -67.03
-22.665 -67.046
-22.673 -67.059
-22.711 -67.122
-22.742 -67.141
-22.753 -67.148
-22.774 -67.159
-22.783 -67.165
-22.805 -67.177
-22.806 -67.178
-22.816 -67.223
-22.82 -67.24
-22.824 -67.258
-22.828 -67.274
-22.831 -67.29
-22.83 -67.294
-22.835 -67.307
-22.852 -67.38
-22.855 -67.392
-22.86 -67.414
-22.863 -67.427
-22.868 -67.451
-22.872 -67.466
-22.887 -67.537
-22.896 -67.572
-22.896 -67.586
-22.893 -67.607
-22.892 -67.621
-22.885 -67.691
-22.883 -67.708
-22.88 -67.732
-22.879 -67.745
-22.877 -67.765
-22.875 -67.778
-22.874 -67.794
-22.846 -67.815
-22.841 -67.824
-22.841 -67.842
-22.838 -67.852
-22.83 -67.872
-22.826 -67.875
-22.81 -67.87
-22.801 -67.873
-22.726 -67.885
-22.712 -67.886
-22.686 -67.883
-22.657 -67.877
-22.643 -67.874
-22.634 -67.872
-22.576 -67.858
-22.564 -67.853
-22.546 -67.848
-22.532 -67.859
-22.519 -67.87
-22.511 -67.877
-22.497 -67.889
-22.451 -67.893
-22.437 -67.894
-22.415 -67.896
-22.394 -67.913
-22.376 -67.925
-22.332 -67.943
-22.321 -67.946
-22.307 -67.939
-22.287 -67.933
-22.273 -67.925
-22.244 -67.92
-22.229 -67.921
-22.183 -67.94
-22.165 -67.952
-22.146 -67.953
-22.134 -67.95
-22.115 -67.939
-22.105 -67.938
-22.091 -67.943
-22.072 -67.961
-22.048 -67.964
-22.044 -67.97
-22.04 -67.984
-22.036 -68
-22.027 -68.008
-22.019 -68.011
-22.013 -68.018
-22.005 -68.028
-21.997 -68.038
-21.976 -68.064
-21.947 -68.064
-21.933 -68.063
-21.912 -68.063
-21.899 -68.062
-21.877 -68.061
-21.865 -68.06
-21.799 -68.057
-21.788 -68.057
-21.773 -68.056
-21.763 -68.057
-21.758 -68.06
-21.747 -68.075
-21.738 -68.085
-21.726 -68.092
-21.706 -68.098
-21.675 -68.11
-21.64 -68.14
-21.632 -68.148
-21.618 -68.161
-21.607 -68.17
-21.6 -68.177
-21.542 -68.175
-21.528 -68.174
-21.507 -68.174
-21.496 -68.173
-21.476 -68.173
-21.46 -68.173
-21.397 -68.173
-21.384 -68.172
-21.363 -68.173
-21.35 -68.172
-21.328 -68.172
-21.317 -68.173
-21.297 -68.172
-21.258 -68.196
-21.246 -68.203
-21.227 -68.215
-21.221 -68.219
-21.212 -68.224
-21.2 -68.231
-21.128 -68.272
-21.117 -68.279
-21.102 -68.288
-21.09 -68.296
-21.071 -68.309
-21.059 -68.318
-21.005 -68.356
-20.992 -68.364
-20.974 -68.376
-20.963 -68.385
-20.947 -68.396
-20.938 -68.401
-20.94 -68.443
-20.941 -68.462
-20.94 -68.473
-20.937 -68.491
-20.936 -68.505
-20.933 -68.515
-20.926 -68.522
-20.896 -68.54
-20.88 -68.547
-20.866 -68.548
-20.829 -68.546
-20.817 -68.546
-20.794 -68.545
-20.783 -68.544
-20.764 -68.545
-20.748 -68.549
-20.731 -68.55
-20.726 -68.549
-20.709 -68.531
-20.689 -68.514
-20.677 -68.507
-20.671 -68.503
-20.663 -68.49
-20.657 -68.477
-20.648 -68.458
-20.642 -68.447
-20.637 -68.439
-20.632 -68.439
-20.633 -68.453
-20.629 -68.459
-20.611 -68.472
-20.601 -68.482
-20.6 -68.489
-20.602 -68.51
-20.599 -68.513
-20.585 -68.515
-20.576 -68.52
-20.564 -68.531
-20.56 -68.539
-20.552 -68.569
-20.537 -68.601
-20.531 -68.613
-20.52 -68.639
-20.511 -68.658
-20.498 -68.678
-20.463 -68.714
-20.454 -68.727
-20.442 -68.735
-20.428 -68.742
-20.417 -68.747
-20.415 -68.747
-20.392 -68.756
-20.381 -68.751
-20.364 -68.742
-20.345 -68.694
-20.34 -68.684
-20.334 -68.669
-20.324 -68.663
-20.32 -68.665
-20.302 -68.675
-20.292 -68.681
-20.24 -68.713
-20.231 -68.713
-20.218 -68.711
-20.196 -68.71
-20.183 -68.708
-20.167 -68.707
-20.152 -68.705
-20.142 -68.705
-20.138 -68.711
-20.138 -68.735
-20.134 -68.751
-20.131 -68.759
-20.124 -68.772
-20.118 -68.778
-20.112 -68.781
-20.1 -68.782
-20.088 -68.782
-20.082 -68.78
-20.079 -68.769
-20.076 -68.753
-20.073 -68.74
-20.071 -68.723
-20.068 -68.708
-20.066 -68.695
-20.064 -68.685
-20.057 -68.671
-20.051 -68.653
-20.048 -68.634
-20.046 -68.622
-20.045 -68.608
-20.045 -68.56
-20.022 -68.552
-20.007 -68.548
-20 -68.546
-19.986 -68.541
-19.974 -68.538
-19.954 -68.532
-19.943 -68.529
-19.927 -68.524
-19.917 -68.523
-19.91 -68.526
-19.884 -68.54
-19.879 -68.54
-19.868 -68.536
-19.85 -68.53
-19.843 -68.53
-19.833 -68.562
-19.829 -68.574
-19.818 -68.607
-19.787 -68.619
-19.777 -68.628
-19.764 -68.645
-19.748 -68.666
-19.747 -68.681
-19.744 -68.692
-19.739 -68.691
-19.725 -68.685
-19.714 -68.672
-19.705 -68.657
-19.7 -68.639
-19.7 -68.632
-19.697 -68.622
-19.685 -68.619
-19.67 -68.611
-19.667 -68.603
-19.66 -68.599
-19.657 -68.599
-19.638 -68.596
-19.628 -68.567
-19.598 -68.557
-19.586 -68.552
-19.565 -68.535
-19.555 -68.527
-19.539 -68.514
-19.526 -68.503
-19.474 -68.461
-19.463 -68.451
-19.461 -68.45
-19.437 -68.431
-19.43 -68.417
-19.424 -68.412
-19.413 -68.407
-19.408 -68.407
-19.398 -68.41
-19.363 -68.453
-19.354 -68.464
-19.342 -68.48
-19.334 -68.489
-19.318 -68.508
-19.309 -68.52
-19.3 -68.533
-19.289 -68.556
-19.281 -68.58
-19.277 -68.592
-19.274 -68.607
-19.27 -68.616
-19.256 -68.625
-19.238 -68.637
-19.229 -68.642
-19.189 -68.67
-19.179 -68.685
-19.174 -68.697
-19.167 -68.713
-19.161 -68.721
-19.151 -68.734
-19.143 -68.742
-19.141 -68.743
-19.132 -68.749
-19.1 -68.783
-19.087 -68.799
-19.086 -68.799
-19.071 -68.829
-19.065 -68.843
-19.057 -68.865
-19.045 -68.884
-19.032 -68.898
-19.013 -68.909
-19.002 -68.913
-18.986 -68.916
-18.976 -68.917
-18.964 -68.926
-18.948 -68.953
-18.941 -68.957
-18.936 -68.954
-18.89 -68.914
-18.883 -68.909
-18.876 -68.909
-18.863 -68.915
-18.821 -68.933
-18.816 -68.936
-18.792 -68.947
-18.783 -68.953
-18.766 -68.967
-18.75 -68.978
-18.74 -68.979
-18.726 -68.977
-18.718 -68.978
-18.694 -68.984
-18.662 -68.987
-18.635 -69.002
-18.62 -69.003
-18.597 -68.999
-18.591 -68.998
-18.573 -69.009
-18.564 -69.01
-18.539 -69.009
-18.516 -69.013
-18.476 -69.022
-18.455 -69.024
-18.444 -69.028
-18.423 -69.039
-18.381 -69.051
-18.363 -69.052
-18.354 -69.051
-18.331 -69.038
-18.324 -69.036
-18.317 -69.038
-18.312 -69.043
-18.307 -69.055
-18.299 -69.066
-18.29 -69.07
-18.281 -69.071
-18.26 -69.065
-18.248 -69.066
-18.238 -69.07
-18.223 -69.082
-18.184 -69.118
-18.166 -69.136
-18.157 -69.139
-18.149 -69.137
-18.139 -69.132
-18.117 -69.114
-18.095 -69.092
-18.078 -69.07
-18.072 -69.067
-18.067 -69.069
-18.052 -69.077
-18.042 -69.086
-18.035 -69.095
-18.03 -69.104
-18.025 -69.125
-18.016 -69.14
-18.003 -69.176
-17.992 -69.199
-17.986 -69.207
-17.977 -69.215
-17.977 -69.219
-17.982 -69.231
-17.982 -69.238
-17.977 -69.246
-17.953 -69.256
-17.966 -69.272
-17.966 -69.279
-17.963 -69.285
-17.959 -69.289
-17.958 -69.289
-17.95 -69.296
-17.944 -69.299
-17.934 -69.299
-17.929 -69.3
-17.92 -69.307
-17.918 -69.309
-17.911 -69.313
-17.887 -69.306
-17.877 -69.306
-17.873 -69.306
-17.864 -69.301
-17.857 -69.3
-17.844 -69.303
-17.826 -69.309
-17.82 -69.309
-17.807 -69.308
-17.801 -69.308
-17.791 -69.313
-17.781 -69.322
-17.773 -69.331
-17.767 -69.334
-17.753 -69.336
-17.74 -69.335
-17.731 -69.337
-17.718 -69.344
-17.717 -69.345
-17.706 -69.358
-17.697 -69.368
-17.681 -69.387
-17.674 -69.395
-17.653 -69.417
-17.63 -69.439
-17.606 -69.461
-17.598 -69.463
-17.595 -69.463
-17.585 -69.463
-17.574 -69.462
-17.55 -69.462
-17.538 -69.462
-17.508 -69.463
-17.483 -69.463
-17.469 -69.464
-17.458 -69.465
-17.436 -69.466
-17.425 -69.465
-17.402 -69.464
-17.391 -69.463
-17.376 -69.463
-17.367 -69.472
-17.337 -69.511
-17.33 -69.52
-17.317 -69.537
-17.31 -69.546
-17.289 -69.573
-17.284 -69.595
-17.283 -69.614
-17.287 -69.632
-17.287 -69.638
-17.282 -69.641
-17.276 -69.636
-17.264 -69.618
-17.254 -69.611
-17.223 -69.604
-17.215 -69.6
-17.211 -69.595
-17.211 -69.581
-17.205 -69.572
-17.194 -69.565
-17.171 -69.561
-17.162 -69.551
-17.154 -69.535
-17.15 -69.519
-17.145 -69.507
-17.126 -69.483
-17.104 -69.457
-17.101 -69.45
-17.1 -69.437
-17.112 -69.423
-17.111 -69.421
-17.09 -69.392
-17.078 -69.375
-17.051 -69.369
-17.042 -69.374
-17.034 -69.377
-17.031 -69.38
-17.028 -69.388
-17.021 -69.392
-17.016 -69.386
-17.001 -69.376
-16.997 -69.37
-16.99 -69.365
-16.986 -69.36
-16.986 -69.352
-16.985 -69.338
-16.981 -69.331
-16.967 -69.318
-16.96 -69.312
-16.954 -69.312
-16.944 -69.319
-16.936 -69.315
-16.888 -69.275
-16.872 -69.257
-16.856 -69.241
-16.839 -69.219
-16.83 -69.211
-16.811 -69.202
