segment Bolivia
-16.802 -69.193
-16.794 -69.182
-16.788 -69.18
-16.758 -69.177
-16.741 -69.174
-16.731 -69.168
-16.727 -69.162
-16.725 -69.156
-16.718 -69.125
-16.72 -69.116
-16.692 -69.059
-16.692 -69.055
-16.692 -69.051
-16.694 -69.043
-16.694 -69.041
-16.685 -69.036
-16.683 -69.028
-16.676 -69.018
-16.677 -69.006
-16.671 -69.007
-16.669 -69.008
-16.664 -68.999
-16.66 -68.996
-16.614 -69.018
-16.61 -69.021
-16.606 -69.025
-16.599 -69.028
-16.59 -69.03
-16.578 -69.028
-16.574 -69.031
-16.566 -69.032
-16.561 -69.032
-16.538 -69.021
-16.515 -69.012
-16.441 -68.987
-16.433 -68.982
-16.421 -68.962
-16.416 -68.952
-16.405 -68.932
-16.398 -68.92
-16.365 -68.857
-16.359 -68.845
-16.343 -68.817
-16.338 -68.814
-16.327 -68.814
-16.315 -68.818
-16.292 -68.842
-16.261 -68.887
-16.251 -68.899
-16.237 -68.912
-16.217 -68.926
-16.189 -68.963
-16.189 -68.975
-16.194 -68.987
-16.203 -68.997
-16.211 -69.001
-16.216 -69.01
-16.214 -69.018
-16.202 -69.036
-16.2 -69.042
-16.202 -69.045
-16.203 -69.049
-16.218 -69.076
-16.22 -69.088
-16.219 -69.099
-16.212 -69.112
-16.203 -69.128
-16.19 -69.152
-16.184 -69.162
-16.174 -69.182
-16.169 -69.191
-16.143 -69.236
-16.133 -69.242
-16.115 -69.248
-16.099 -69.252
-16.089 -69.254
-16.067 -69.26
-16.058 -69.263
-16.001 -69.279
-16 -69.279
-15.939 -69.298
-15.82 -69.341
-15.701 -69.385
-15.621 -69.414
-15.585 -69.392
-15.525 -69.357
-15.496 -69.339
-15.488 -69.336
-15.475 -69.337
-15.473 -69.336
-15.468 -69.335
-15.439 -69.317
-15.427 -69.308
-15.419 -69.297
-15.421 -69.274
-15.416 -69.272
-15.385 -69.282
-15.38 -69.283
-15.369 -69.284
-15.366 -69.281
-15.368 -69.267
-15.364 -69.265
-15.347 -69.268
-15.34 -69.268
-15.336 -69.265
-15.329 -69.255
-15.327 -69.237
-15.324 -69.232
-15.313 -69.229
-15.311 -69.225
-15.311 -69.218
-15.311 -69.215
-15.309 -69.211
-15.303 -69.208
-15.291 -69.206
-15.284 -69.202
-15.261 -69.186
-15.261 -69.181
-15.271 -69.153
-15.27 -69.143
-15.268 -69.135
-15.265 -69.131
-15.257 -69.127
-15.256 -69.126
-15.249 -69.129
-15.238 -69.13
-15.231 -69.129
-15.226 -69.132
-15.223 -69.136
-15.218 -69.149
-15.21 -69.156
-15.194 -69.165
-15.184 -69.173
-15.177 -69.183
-15.173 -69.187
-15.163 -69.191
-15.158 -69.199
-15.15 -69.215
-15.125 -69.253
-15.12 -69.265
-15.119 -69.271
-15.112 -69.28
-15.101 -69.288
-15.1 -69.289
-15.065 -69.309
-15.049 -69.322
-15.022 -69.331
-15 -69.35
-14.993 -69.356
-14.989 -69.36
-14.98 -69.365
-14.963 -69.373
-14.954 -69.375
-14.945 -69.373
-14.935 -69.368
-14.903 -69.349
-14.887 -69.347
-14.881 -69.349
-14.879 -69.351
-14.87 -69.358
-14.86 -69.36
-14.842 -69.357
-14.827 -69.356
-14.818 -69.358
-14.809 -69.363
-14.804 -69.363
-14.8 -69.361
-14.794 -69.353
-14.778 -69.323
-14.777 -69.32
-14.768 -69.299
-14.759 -69.252
-14.753 -69.244
-14.747 -69.239
-14.736 -69.237
-14.719 -69.236
-14.714 -69.236
-14.711 -69.238
-14.696 -69.243
-14.683 -69.246
-14.647 -69.243
-14.636 -69.239
-14.611 -69.239
-14.602 -69.236
-14.588 -69.228
-14.584 -69.225
-14.578 -69.22
-14.576 -69.212
-14.576 -69.204
-14.585 -69.154
-14.584 -69.149
-14.579 -69.146
-14.542 -69.149
-14.537 -69.149
-14.513 -69.154
-14.508 -69.152
-14.502 -69.147
-14.498 -69.128
-14.485 -69.107
-14.473 -69.096
-14.454 -69.08
-14.441 -69.071
-14.433 -69.061
-14.427 -69.04
-14.416 -69.015
-14.406 -69.003
-14.401 -69
-14.387 -68.98
-14.381 -68.977
-14.368 -68.978
-14.343 -68.99
-14.3 -68.996
-14.29 -68.995
-14.263 -68.991
-14.237 -68.982
-14.232 -68.975
-14.225 -68.944
-14.222 -68.912
-14.222 -68.911
-14.22 -68.858
-14.218 -68.85
-14.21 -68.841
-14.199 -68.838
-14.192 -68.84
-14.175 -68.853
-14.165 -68.855
-14.161 -68.855
-14.122 -68.855
-14.11 -68.865
-14.065 -68.881
-14.049 -68.894
-14.046 -68.897
-14.024 -68.92
-14 -68.953
-13.989 -68.962
-13.98 -68.965
-13.973 -68.965
-13.958 -68.961
-13.95 -68.96
-13.939 -68.96
-13.919 -68.968
-13.908 -68.968
-13.882 -68.959
-13.875 -68.96
-13.867 -68.963
-13.85 -68.979
-13.834 -68.986
-13.8 -69
-13.799 -69
-13.791 -69
-13.789 -69
-13.778 -68.989
-13.769 -68.988
-13.755 -68.995
-13.751 -69
-13.737 -69.015
-13.731 -69.024
-13.728 -69.034
-13.722 -69.047
-13.72 -69.049
-13.719 -69.051
-13.713 -69.053
-13.705 -69.057
-13.693 -69.063
-13.684 -69.069
-13.678 -69.072
-13.67 -69.077
-13.667 -69.076
-13.663 -69.075
-13.661 -69.075
-13.657 -69.075
-13.654 -69.076
-13.649 -69.075
-13.648 -69.074
-13.644 -69.069
-13.642 -69.062
-13.642 -69.061
-13.644 -69.053
-13.644 -69.048
-13.644 -69.045
-13.644 -69.042
-13.643 -69.036
-13.645 -69.035
-13.648 -69.03
-13.65 -69.027
-13.652 -69.026
-13.652 -69.022
-13.651 -69.017
-13.651 -69.014
-13.654 -69.007
-13.656 -69.002
-13.654 -69
-13.652 -68.997
-13.643 -68.999
-13.641 -69
-13.633 -69.002
-13.632 -69.001
-13.63 -69.002
-13.622 -69.004
-13.619 -69.004
-13.615 -69.007
-13.613 -69.007
-13.612 -69.008
-13.607 -69.006
-13.606 -69.005
-13.604 -69.002
-13.598 -69
-13.591 -68.987
-13.584 -68.978
-13.58 -68.975
-13.545 -68.961
-13.535 -68.962
-13.524 -68.953
-13.512 -68.948
-13.486 -68.942
-13.482 -68.943
-13.482 -68.946
-13.474 -68.947
-13.469 -68.951
-13.461 -68.952
-13.458 -68.952
-13.46 -68.947
-13.453 -68.945
-13.441 -68.947
-13.435 -68.949
-13.429 -68.956
-13.428 -68.956
-13.426 -68.955
-13.427 -68.948
-13.425 -68.945
-13.419 -68.944
-13.412 -68.944
-13.412 -68.95
-13.407 -68.95
-13.402 -68.954
-13.393 -68.954
-13.378 -68.95
-13.365 -68.951
-13.365 -68.948
-13.373 -68.945
-13.374 -68.942
-13.368 -68.942
-13.344 -68.944
-13.338 -68.946
-13.333 -68.954
-13.329 -68.955
-13.33 -68.946
-13.326 -68.944
-13.323 -68.946
-13.323 -68.953
-13.321 -68.954
-13.315 -68.942
-13.309 -68.94
-13.304 -68.94
-13.307 -68.944
-13.306 -68.947
-13.303 -68.949
-13.283 -68.952
-13.28 -68.951
-13.286 -68.945
-13.282 -68.943
-13.271 -68.946
-13.269 -68.947
-13.264 -68.955
-13.258 -68.954
-13.256 -68.949
-13.259 -68.944
-13.258 -68.941
-13.254 -68.939
-13.247 -68.94
-13.241 -68.944
-13.244 -68.95
-13.243 -68.955
-13.241 -68.956
-13.237 -68.953
-13.233 -68.955
-13.224 -68.942
-13.223 -68.946
-13.212 -68.949
-13.209 -68.953
-13.202 -68.954
-13.202 -68.957
-13.207 -68.962
-13.205 -68.964
-13.197 -68.967
-13.194 -68.965
-13.191 -68.956
-13.186 -68.95
-13.182 -68.951
-13.184 -68.956
-13.183 -68.959
-13.18 -68.96
-13.162 -68.957
-13.161 -68.952
-13.158 -68.951
-13.151 -68.953
-13.132 -68.95
-13.133 -68.954
-13.143 -68.966
-13.142 -68.969
-13.124 -68.965
-13.126 -68.957
-13.121 -68.953
-13.105 -68.95
-13.099 -68.958
-13.096 -68.96
-13.092 -68.959
-13.089 -68.953
-13.072 -68.944
-13.061 -68.954
-13.054 -68.944
-13.049 -68.945
-13.043 -68.943
-13.037 -68.948
-13.03 -68.949
-13.031 -68.955
-13.028 -68.957
-13.022 -68.949
-13.019 -68.948
-13.018 -68.948
-13.018 -68.951
-13.021 -68.959
-13.021 -68.964
-13.001 -68.97
-12.993 -68.968
-12.984 -68.962
-12.975 -68.963
-12.969 -68.959
-12.963 -68.96
-12.955 -68.956
-12.953 -68.957
-12.947 -68.966
-12.942 -68.97
-12.935 -68.97
-12.933 -68.968
-12.933 -68.958
-12.93 -68.956
-12.928 -68.957
-12.919 -68.969
-12.914 -68.971
-12.911 -68.972
-12.909 -68.97
-12.913 -68.964
-12.913 -68.963
-12.912 -68.962
-12.909 -68.962
-12.9 -68.967
-12.894 -68.968
-12.887 -68.962
-12.878 -68.964
-12.864 -68.961
-12.855 -68.962
-12.852 -68.961
-12.853 -68.956
-12.853 -68.947
-12.847 -68.937
-12.842 -68.932
-12.831 -68.931
-12.823 -68.925
-12.81 -68.923
-12.804 -68.917
-12.797 -68.917
-12.795 -68.916
-12.796 -68.893
-12.786 -68.889
-12.78 -68.883
-12.772 -68.88
-12.755 -68.878
-12.752 -68.876
-12.75 -68.874
-12.751 -68.867
-12.754 -68.851
-12.753 -68.846
-12.75 -68.842
-12.745 -68.841
-12.742 -68.844
-12.736 -68.85
-12.731 -68.852
-12.728 -68.85
-12.727 -68.846
-12.73 -68.829
-12.728 -68.82
-12.728 -68.8
-12.723 -68.793
-12.721 -68.768
-12.717 -68.758
-12.72 -68.75
-12.713 -68.746
-12.709 -68.745
-12.705 -68.738
-12.703 -68.737
-12.697 -68.742
-12.69 -68.743
-12.683 -68.74
-12.68 -68.737
-12.676 -68.731
-12.671 -68.728
-12.658 -68.734
-12.662 -68.746
-12.662 -68.748
-12.657 -68.749
-12.65 -68.745
-12.644 -68.75
-12.648 -68.765
-12.648 -68.769
-12.646 -68.771
-12.645 -68.771
-12.635 -68.771
-12.612 -68.764
-12.592 -68.753
-12.587 -68.748
-12.586 -68.741
-12.58 -68.734
-12.579 -68.729
-12.572 -68.719
-12.562 -68.709
-12.56 -68.704
-12.55 -68.7
-12.546 -68.699
-12.536 -68.701
-12.53 -68.699
-12.526 -68.694
-12.526 -68.683
-12.521 -68.678
-12.514 -68.681
-12.504 -68.682
-12.497 -68.679
-12.383 -68.735
-12.276 -68.787
-12.269 -68.79
-12.154 -68.845
-12.115 -68.863
-12.065 -68.889
-12.041 -68.903
-12.031 -68.906
-11.994 -68.924
-11.931 -68.963
-11.886 -68.991
-11.872 -69
-11.817 -69.028
-11.709 -69.095
-11.602 -69.162
-11.596 -69.165
-11.494 -69.23
-11.433 -69.269
-11.41 -69.282
-11.407 -69.285
-11.387 -69.297
-11.346 -69.322
-11.335 -69.327
-11.329 -69.333
-11.3 -69.351
-11.279 -69.364
-11.171 -69.431
-11.135 -69.454
-11.067 -69.498
-11.064 -69.499
-11.061 -69.5
-11.043 -69.513
-10.957 -69.566
-10.955 -69.564
-10.96 -69.533
-10.956 -69.514
-10.952 -69.503
-10.953 -69.47
-10.954 -69.457
-10.951 -69.453
-10.95 -69.449
-10.952 -69.434
-10.95 -69.429
-10.943 -69.424
-10.941 -69.422
-10.941 -69.417
-10.943 -69.408
-10.942 -69.399
-10.937 -69.394
-10.929 -69.393
-10.932 -69.39
-10.938 -69.378
-10.94 -69.368
-10.943 -69.362
-10.944 -69.361
-10.939 -69.356
-10.94 -69.352
-10.948 -69.344
-10.949 -69.34
-10.954 -69.327
-10.956 -69.312
-10.953 -69.271
-10.956 -69.25
-10.959 -69.24
-10.959 -69.235
-10.956 -69.228
-10.956 -69.223
-10.96 -69.216
-10.958 -69.204
-10.964 -69.198
-10.967 -69.189
-10.968 -69.183
-10.964 -69.171
-10.963 -69.161
-10.964 -69.149
-10.975 -69.122
-10.978 -69.103
-10.983 -69.096
-10.983 -69.089
-10.977 -69.071
-10.977 -69.061
-10.983 -69.038
-10.991 -69.021
-10.996 -69
-10.998 -68.989
-11.005 -68.98
-11.004 -68.975
-10.995 -68.964
-10.995 -68.957
-10.997 -68.952
-11.004 -68.945
-11.006 -68.942
-11.006 -68.922
-11.013 -68.918
-11.014 -68.916
-11.017 -68.898
-11.017 -68.895
-11.01 -68.884
-11.013 -68.878
-11.02 -68.875
-11.023 -68.871
-11.024 -68.867
-11.017 -68.863
-11.017 -68.846
-11.014 -68.845
-11.007 -68.845
-11 -68.843
-10.998 -68.841
-10.998 -68.837
-11.003 -68.832
-11.002 -68.827
-10.995 -68.823
-10.995 -68.82
-11.003 -68.812
-11.004 -68.807
-11.002 -68.803
-10.994 -68.8
-10.992 -68.798
-10.99 -68.793
-10.99 -68.787
-10.994 -68.782
-11.004 -68.777
-11.004 -68.754
-11.007 -68.751
-11.027 -68.758
-11.046 -68.771
-11.059 -68.774
-11.086 -68.766
-11.094 -68.765
-11.105 -68.768
-11.115 -68.773
-11.124 -68.777
-11.133 -68.775
-11.139 -68.769
-11.143 -68.754
-11.143 -68.738
-11.136 -68.7
-11.131 -68.676
-11.11 -68.587
-11.105 -68.576
-11.093 -68.563
-11.083 -68.55
-11.066 -68.54
-11.057 -68.527
-11.048 -68.519
-11.046 -68.513
-11.044 -68.491
-11.041 -68.483
-11.036 -68.478
-11.035 -68.472
-11.038 -68.429
-11.041 -68.415
-11.037 -68.407
-11.023 -68.403
-11.017 -68.399
-11.013 -68.394
-11.011 -68.382
-11.011 -68.381
-11.007 -68.375
-11.002 -68.368
-11.003 -68.36
-11.013 -68.343
-11.011 -68.336
-10.992 -68.31
-10.99 -68.299
-10.991 -68.29
-10.987 -68.283
-10.972 -68.27
-10.966 -68.26
-10.959 -68.253
-10.951 -68.247
-10.939 -68.241
-10.926 -68.238
-10.919 -68.234
-10.908 -68.222
-10.9 -68.217
-10.89 -68.215
-10.88 -68.214
-10.866 -68.201
-10.848 -68.191
-10.839 -68.188
-10.836 -68.185
-10.833 -68.18
-10.83 -68.174
-10.819 -68.162
-10.781 -68.135
-10.766 -68.119
-10.759 -68.115
-10.753 -68.114
-10.732 -68.118
-10.726 -68.119
-10.713 -68.1
-10.704 -68.092
-10.698 -68.087
-10.69 -68.07
-10.679 -68.06
-10.675 -68.05
-10.672 -68.037
-10.668 -68.028
-10.661 -68.021
-10.659 -68.014
-10.658 -68.01
-10.654 -68.004
-10.655 -67.993
-10.663 -67.978
-10.664 -67.97
-10.658 -67.955
-10.658 -67.946
-10.661 -67.925
-10.659 -67.92
-10.655 -67.903
-10.656 -67.892
-10.657 -67.89
-10.654 -67.87
-10.662 -67.811
-10.67 -67.797
-10.682 -67.784
-10.686 -67.772
-10.693 -67.759
-10.713 -67.743
-10.716 -67.738
-10.716 -67.734
-10.709 -67.725
-10.707 -67.715
-10.65 -67.691
-10.628 -67.685
-10.624 -67.679
-10.623 -67.678
-10.615 -67.657
-10.598 -67.633
-10.592 -67.629
-10.588 -67.631
-10.583 -67.628
-10.577 -67.619
-10.572 -67.618
-10.564 -67.616
-10.55 -67.604
-10.537 -67.603
-10.535 -67.601
-10.523 -67.594
-10.518 -67.588
-10.515 -67.578
-10.509 -67.572
-10.5 -67.565
-10.492 -67.539
-10.494 -67.533
-10.492 -67.528
-10.486 -67.524
-10.473 -67.5
-10.469 -67.483
-10.461 -67.475
-10.459 -67.47
-10.458 -67.457
-10.454 -67.449
-10.45 -67.443
-10.436 -67.436
-10.43 -67.431
-10.422 -67.419
-10.416 -67.417
-10.406 -67.419
-10.402 -67.421
-10.398 -67.429
-10.394 -67.43
-10.389 -67.428
-10.387 -67.424
-10.375 -67.419
-10.372 -67.414
-10.369 -67.407
-10.37 -67.4
-10.377 -67.383
-10.372 -67.376
-10.373 -67.37
-10.376 -67.367
-10.385 -67.361
-10.385 -67.358
-10.377 -67.355
-10.374 -67.352
-10.373 -67.348
-10.376 -67.337
-10.374 -67.327
-10.365 -67.323
-10.363 -67.32
-10.359 -67.318
-10.346 -67.321
-10.333 -67.321
-10.329 -67.325
-10.324 -67.325
-10.319 -67.321
-10.316 -67.315
-10.316 -67.308
-10.318 -67.277
-10.323 -67.268
-10.324 -67.264
-10.323 -67.254
-10.313 -67.237
-10.312 -67.234
-10.314 -67.229
-10.322 -67.221
-10.324 -67.209
-10.337 -67.193
-10.339 -67.186
-10.338 -67.181
-10.324 -67.166
-10.323 -67.156
-10.319 -67.147
-10.313 -67.139
-10.31 -67.138
-10.299 -67.144
-10.289 -67.138
-10.288 -67.135
-10.288 -67.121
-10.284 -67.113
-10.282 -67.1
-10.285 -67.091
-10.285 -67.085
-10.275 -67.068
-10.264 -67.062
-10.264 -67.053
-10.257 -67.048
-10.255 -67.045
-10.254 -67.029
-10.251 -67.028
-10.228 -67.016
-10.217 -67.003
-10.211 -67.008
-10.207 -67.009
-10.194 -67.005
-10.191 -67.002
-10.19 -66.994
-10.182 -66.986
-10.182 -66.974
-10.179 -66.967
-10.176 -66.964
-10.164 -66.961
-10.157 -66.957
-10.152 -66.95
-10.144 -66.945
-10.141 -66.931
-10.132 -66.927
-10.12 -66.916
-10.108 -66.906
-10.098 -66.891
-10.093 -66.886
-10.081 -66.883
-10.08 -66.878
-10.083 -66.873
-10.084 -66.86
-10.084 -66.857
-10.082 -66.854
-10.079 -66.851
-10.065 -66.846
-10.052 -66.827
-10.02 -66.793
-10.014 -66.778
-10.004 -66.767
-10.002 -66.764
-10 -66.761
-9.997 -66.756
-9.991 -66.738
-9.985 -66.73
-9.969 -66.715
-9.969 -66.706
-9.967 -66.699
-9.956 -66.676
-9.948 -66.655
-9.943 -66.651
-9.938 -66.651
-9.932 -66.65
-9.93 -66.644
-9.933 -66.64
-9.939 -66.635
-9.937 -66.63
-9.935 -66.623
-9.931 -66.623
-9.917 -66.625
-9.898 -66.621
-9.893 -66.616
-9.892 -66.608
-9.899 -66.583
-9.898 -66.576
-9.895 -66.569
-9.884 -66.557
-9.883 -66.538
-9.885 -66.53
-9.885 -66.524
-9.878 -66.509
-9.878 -66.506
-9.881 -66.505
-9.883 -66.503
-9.884 -66.499
-9.874 -66.482
-9.872 -66.472
-9.872 -66.466
-9.871 -66.461
-9.87 -66.452
-9.87 -66.442
-9.874 -66.432
-9.879 -66.431
-9.89 -66.431
-9.894 -66.429
-9.895 -66.422
-9.892 -66.419
-9.882 -66.418
-9.874 -66.41
-9.874 -66.409
-9.866 -66.397
-9.865 -66.387
-9.866 -66.381
-9.862 -66.372
-9.86 -66.362
-9.853 -66.357
-9.845 -66.354
-9.839 -66.345
-9.838 -66.334
-9.832 -66.323
-9.83 -66.315
-9.836 -66.301
-9.84 -66.293
-9.838 -66.287
-9.829 -66.276
-9.821 -66.252
-9.818 -66.236
-9.819 -66.229
-9.827 -66.216
-9.828 -66.205
-9.822 -66.2
-9.808 -66.194
-9.802 -66.191
-9.796 -66.179
-9.787 -66.167
-9.785 -66.161
-9.785 -66.15
-9.789 -66.137
-9.79 -66.124
-9.79 -66.116
-9.785 -66.105
-9.796 -66.103
-9.807 -66.103
-9.809 -66.101
-9.808 -66.098
-9.806 -66.096
-9.779 -66.084
-9.775 -66.078
-9.772 -66.064
-9.776 -66.057
-9.782 -66.043
-9.791 -66.037
-9.804 -66.032
-9.807 -66.026
-9.807 -66.018
-9.801 -66.009
-9.8 -65.994
-9.8 -65.979
-9.797 -65.971
-9.78 -65.956
-9.772 -65.939
-9.771 -65.927
-9.766 -65.921
-9.768 -65.908
-9.767 -65.899
-9.764 -65.894
-9.757 -65.877
-9.757 -65.872
-9.761 -65.869
-9.775 -65.87
-9.788 -65.872
-9.794 -65.868
-9.794 -65.86
-9.791 -65.851
-9.783 -65.839
-9.78 -65.836
-9.757 -65.819
-9.75 -65.813
-9.75 -65.81
-9.755 -65.807
-9.774 -65.808
-9.785 -65.803
-9.786 -65.798
-9.783 -65.791
-9.774 -65.783
-9.758 -65.779
-9.745 -65.78
-9.736 -65.779
-9.727 -65.777
-9.73 -65.774
-9.736 -65.768
-9.755 -65.768
-9.759 -65.766
-9.77 -65.748
-9.771 -65.744
-9.766 -65.739
-9.76 -65.735
-9.748 -65.717
-9.745 -65.706
-9.746 -65.692
-9.749 -65.689
-9.753 -65.689
-9.759 -65.689
-9.764 -65.705
-9.79 -65.708
-9.798 -65.706
-9.803 -65.7
-9.801 -65.694
-9.789 -65.687
-9.782 -65.681
-9.779 -65.675
-9.779 -65.669
-9.788 -65.651
-9.799 -65.649
-9.802 -65.645
-9.798 -65.639
-9.799 -65.634
-9.822 -65.63
-9.82 -65.623
-9.814 -65.613
-9.816 -65.605
-9.823 -65.599
-9.83 -65.597
-9.833 -65.568
-9.833 -65.566
-9.834 -65.563
-9.832 -65.56
-9.811 -65.563
-9.806 -65.557
-9.806 -65.553
