source1
 19.96   37.76
 19.92   39.68
 14.22   42.88
 13.87   42.06
 19.96   37.76
source2
 16.78   42.48
 17.73   43.87
 16.24   44.49
 14.71   44.91
 14.13   45.13
 12.36   43.38
 13.52   42.89
 15.27   42.81
 16.78   42.48
source3
 17.20   38.74
 17.42   39.04
 14.30   41.23
 12.59   42.19
 11.83   43.33
  9.61   42.97
  9.20   41.35
 10.03   39.46
 12.02   39.45
 13.87   39.42
 17.20   38.74
source4
 12.23   43.37
 12.86   47.05
 14.03   50.27
 16.08   54.04
 14.03   54.69
 12.66   51.53
 11.65   47.32
 11.42   43.37
 12.23   43.37
source5
  9.98   39.48
  9.19   41.36
  7.13   38.79
  6.22   38.49
  3.99   37.17
  4.81   35.38
  6.52   37.47
  7.68   38.04
  9.98   39.48
source6
  5.90   31.30
  5.90   32.40
  4.70   32.50
  4.00   32.00
  2.70   31.90
  0.00   30.40
 -1.80   29.40
 -5.20   29.80
 -5.80   30.70
 -6.80   31.70
 -8.60   33.30
 -9.70   35.80
-10.80   34.40
 -9.50   33.00
 -8.30   31.00
 -7.40   29.90
 -4.60   28.40
 -2.20   28.30
  1.20   29.30
  2.70   30.80
  4.00   30.90
  4.90   30.90
  5.90   31.30
source7
 -2.18   27.78
 -2.22   28.25
 -4.61   28.38
 -6.78   29.41
 -9.14   25.71
 -6.13   25.66
 -2.18   27.78
source8
 -7.39   28.82
 -9.78   31.43
-15.72   21.98
-13.84   21.93
 -7.39   28.82
source9
-14.59   23.94
-12.38   27.33
-15.26   28.09
-16.05   25.93
-14.59   23.94
source10
 -9.61   32.96
-10.87   34.30
-11.65   33.66
-13.20   32.44
-17.02   29.51
-18.04   28.42
-21.65   21.56
-20.11   20.92
-17.40   27.01
-16.00   28.29
-12.93   31.01
-10.87   31.98
 -9.61   32.96
source11
-11.98   33.50
-10.29   35.00
-11.72   36.22
-14.80   36.31
-16.04   36.37
-18.83   35.90
-20.38   33.94
-23.90   33.65
-23.74   32.33
-19.66   32.39
-18.83   33.94
-16.04   34.35
-14.74   34.12
-12.58   33.88
-11.98   33.50
-10.29   35.00
-11.98   33.50
source12
   .04   30.45
   .02   31.32
   .25   33.30
   .40   34.96
  -.62   35.47
 -2.51   33.38
  -.91   30.90
  -.81   30.01
   .04   30.45
source13
  4.59   35.39
  3.71   37.13
  2.70   36.71
   .39   36.51
  -.64   36.92
 -2.38   36.66
 -2.15   35.34
  -.64   35.47
   .39   34.98
  3.42   35.08
  4.59   35.39
source14
 -2.26   35.36
 -2.51   37.45
 -6.64   38.39
 -4.25   31.70
 -2.26   35.36
source15
 -6.28   36.35
 -7.12   39.97
 -8.58   39.97
 -7.22   36.22
 -6.28   36.35
source16
 -8.55   40.19
 -8.55   42.14
-18.52   42.18
-18.52   40.19
 -8.55   40.19
source17
-19.71   32.29
-20.79   32.42
-22.85   26.33
-21.94   26.32
-19.71   32.29
source18
-29.31   18.45
-28.39   20.37
-29.81   22.65
-30.98   20.61
-29.31   18.45
source19
-29.17   23.50
-28.79   26.31
-30.22   25.57
-30.22   24.49
-29.17   23.50
source20
-26.56   30.07
-26.56   33.29
-28.82   32.94
-31.70   29.11
-30.72   27.88
-28.62   30.48
-26.56   30.07
source21
-32.80   17.30
-31.47   19.57
-32.27   21.14
-32.36   24.42
-34.33   24.31
-34.52   18.83
-32.80   17.30
source22
-11.00   50.00 
-18.00   51.00
-26.00   47.00 
-26.00   44.00 
-20.00   43.00
-16.00   44.00 
