34.63 9.75
34.38 9.75
34.25 9.50
34.25 9.00
source T5.6
0.00001300        0.62        6.00
34.25 9.50
34.38 9.75
33.50 10.50 
33.50 10.13 
source T6 .1
0.00000590        0.5        5.00
35.00 10.50 
34.75 11.00 
34.50 10.75 
34.75 10.25 
source T6 .2
0.00000017        0.49        5.50
35.13 10.38 
35.13 11.50 
33.50 11.50 
33.50 10.50 
34.38 9.75
34.63 9.75
34.63 10.00 
source IM4
0.00002100        1.31        5.80
36.00 -1.00 
34.31 -3.00 
34.55 -5.08 
36.62 -3.48 
36.62 -2.03 
source IM5
0.00001500        1.68        4.70
34.55 -5.08 
36.30 -5.27 
36.42 -4.85 
36.62 -3.48 
source IM9
0.00000410        1.11        5.30
36.30 -5.27 
34.55 -5.08 
34.30 -5.90 
34.63 -6.40 
36.07 -5.93 
36.73 -6.60 
36.93 -5.95 
source IM11
0.00000610        1.07        6.40
36.07 -5.93 
34.63 -6.40 
34.90 -7.95 
35.42 -9.50 
36.83 -9.50 
36.88 -7.38 
36.73 -6.60 
source IM1.11
0.00000170        0.58        5.50
34.63 -6.40 
32.74 -10.00
35.42 -10.00
35.42 -9.50 
34.90 -7.95 
source IM12
0.00001600        0.64        6.60
37.23 -9.50 
35.42 -9.50 
35.42 -13.00
37.23 -13.00
source IM15
0.00001900        0.78        7.00
40.00 -7.27 
38.20 -8.90 
38.60 -9.40 
39.50 -8.75 
40.27 -8.08 
source IM15.1
0.00004300        0.76        7.00
39.35 -8.40 
38.85 -8.70 
38.85 -9.00 
39.05 -9.00 
39.50 -8.75 
source IM15.2
0.00001400        0.95        7.20
38.20 -8.90 
37.90 -9.00 
38.30 -9.50 
38.60 -9.40 
source IM16.1
0.00000110        0.66        7.00
43.83 -7.80 
43.10 -9.38 
41.80 -9.00 
40.00 -9.00 
38.80 -9.70 
38.60 -9.40 
38.30 -9.50 
37.90 -9.00 
37.75 -9.50 
37.23 -9.50 
37.23 -13.00
43.83 -13.00
source IM17
0.00000820        0.98        5.30
42.17 -7.00 
41.60 -5.52 
40.00 -7.27 
40.12 -7.60 
40.27 -8.08 
41.97 -8.25 
source IM7.22
0.00002600        0.64        6.00
36.63 6.52
36.68 8.35
36.38 8.00
36.30 6.55
