1 4.5 6.7 2.08 0.64 
2 4.5 7.1 2.28 0.16
3 4.5 6.8 1.57 1.24
4 4.5 6.5 2.44 2.54
5 4.5 6.8 1.33 0.39 
6 4.5 7.8 2.08 3.17
7 4.5 7.8 2.79 0.43
8 4.5 7.1 2.24 0.46
9 4.5 7.1 2.37 0.07
10 4.5 7.1 1.64 0.42
11 4.5 7.3 2.14 0.70
12 4.5 6.7 2.90 0.55
13 4.5 7.4 1.37 0.14
14 4.5 7.4 2.41 1.20
15 4.5 7.4 2.94 0.06
16 4.5 7.0 2.10 0.54
17 4.5 7.2 1.58 0.05
18 4.5 7.2 2.94 0.09
19 4.5 7.2 2.37 0.13
20 4.5 7.2 1.97 0.16
21 4.5 7.2 1.58 0.15
22 4.5 6.5 0.51 0.20 
