#FaultID	MinisectionID	StartLat	StartLon	EndLat	EndLon	Rake	SlipRate(mm/y)	StdDev
2503	1	42.764060	-120.061910	42.738620	-120.084380	-100.312824	1.927133	1.184801
2503	2	42.738620	-120.084380	42.712400	-120.121600	-91.629928	1.968797	1.203288
2503	3	42.712400	-120.121600	42.701740	-120.123970	-117.845357	1.721308	1.069569
2503	4	42.701740	-120.123970	42.682670	-120.156110	-88.486439	1.968687	1.200736
2503	5	42.682670	-120.156110	42.636430	-120.180210	-108.661335	1.840776	1.138332
2503	6	42.636430	-120.180210	42.624920	-120.175640	-143.978567	1.418155	0.884539
2503	7	42.624920	-120.175640	42.610080	-120.173980	-130.849344	1.553345	0.969430
2503	8	42.610080	-120.173980	42.594890	-120.182070	-108.326899	1.844560	1.140566
2503	9	42.594890	-120.182070	42.567840	-120.177410	-133.536655	1.522898	0.950563
2503	10	42.567840	-120.177410	42.564480	-120.184210	-85.170811	1.959958	1.192707
2503	11	42.564480	-120.184210	42.554260	-120.194640	-97.617989	1.946177	1.194642
2503	12	42.554260	-120.194640	42.543770	-120.201060	-106.252846	1.868680	1.154103
2503	13	42.543770	-120.201060	42.539600	-120.208190	-88.137379	1.969040	1.200325
2503	14	42.539600	-120.208190	42.537210	-120.211510	-91.921761	1.968107	1.203484
2503	15	42.537210	-120.211510	42.529980	-120.215770	-106.820040	1.862689	1.150551
2503	16	42.529980	-120.215770	42.508410	-120.229370	-105.756454	1.874432	1.157118
2503	17	42.508410	-120.229370	42.439790	-120.245930	-117.112682	1.731243	1.075738
2600	1	31.411410	-105.938450	31.360110	-105.888320	0.000000	0.000000	0.000000
1138	1	38.903270	-118.635350	38.861570	-118.613320	180.000000	0.067000	0.283646
1138	2	38.861570	-118.613320	38.789680	-118.592560	180.000000	0.099000	0.283531
1138	3	38.789680	-118.592560	38.752530	-118.587480	180.000000	0.120000	0.283525
1   	1	35.740540	-117.749530	35.816650	-117.764920	-95.320174	3.300217	0.675491
1   	2	35.816650	-117.764920	35.912920	-117.781460	-94.409346	3.303778	0.672700
1   	3	35.912920	-117.781460	35.993710	-117.763870	-40.354751	2.678522	0.847250
1   	4	35.993710	-117.763870	36.031810	-117.764240	-13.983673	2.114669	0.408418
1   	5	36.031810	-117.764240	36.043710	-117.771710	-48.014472	2.527869	0.523257
1   	6	36.043710	-117.771710	36.066190	-117.761810	16.802257	2.130975	0.407297
1   	7	36.066190	-117.761810	36.090060	-117.766640	-26.657669	2.213263	0.436465
1   	8	36.090060	-117.766640	36.158120	-117.754410	-0.468723	2.078070	0.397404
310 	1	35.704410	-117.680110	35.781750	-117.704660	0.000000	0.000000	0.143915
310 	2	35.781750	-117.704660	35.837290	-117.703280	0.000000	0.000000	0.131355
310 	3	35.837290	-117.703280	35.883550	-117.721980	0.000000	0.000000	0.146619
310 	4	35.883550	-117.721980	35.913200	-117.710050	-66.187082	1.304214	1.844437
310 	5	35.913200	-117.710050	35.958450	-117.673840	-118.288771	2.914021	0.639209
2400	1	33.562240	-106.082710	33.518010	-106.098790	0.000000	0.000000	0.027299
2400	2	33.518010	-106.098790	33.483650	-106.128420	0.000000	0.000000	0.024490
2400	3	33.483650	-106.128420	33.461540	-106.144690	0.000000	0.000000	0.025105
2400	4	33.461540	-106.144690	33.447440	-106.148600	0.000000	0.000000	0.027952
2400	5	33.447440	-106.148600	33.426560	-106.145760	0.000000	0.000000	0.030552
2400	6	33.426560	-106.145760	33.403740	-106.122400	0.000000	0.000000	0.031944
2400	7	33.403740	-106.122400	33.383660	-106.120110	0.000000	0.000000	0.030496
2400	8	33.383660	-106.120110	33.345560	-106.091930	0.000000	0.000000	0.032043
2400	9	33.345560	-106.091930	33.332800	-106.073360	0.000000	0.000000	0.031289
2400	10	33.332800	-106.073360	33.302310	-106.050500	0.000000	0.000000	0.032088
2400	11	33.302310	-106.050500	33.239970	-106.038450	0.000000	0.000000	0.030914
2400	12	33.239970	-106.038450	33.228430	-106.020900	0.000000	0.000000	0.031277
2400	13	33.228430	-106.020900	33.208980	-106.008610	0.000000	0.000000	0.032085
2400	14	33.208980	-106.008610	33.194000	-106.003050	0.000000	0.000000	0.031696
2400	15	33.194000	-106.003050	33.182290	-106.011160	0.000000	0.000000	0.025359
2400	16	33.182290	-106.011160	33.145590	-106.023980	0.000000	0.000000	0.027559
2400	17	33.145590	-106.023980	33.124990	-106.003890	0.000000	0.000000	0.031991
2400	18	33.124990	-106.003890	33.101700	-105.994850	0.000000	0.000000	0.031727
2400	19	33.101700	-105.994850	33.076610	-105.991170	0.000000	0.000000	0.030839
2400	20	33.076610	-105.991170	33.032230	-105.954070	0.000000	0.000000	0.032162
2400	21	33.032230	-105.954070	32.991630	-105.931540	0.000000	0.000000	0.032181
2400	22	32.991630	-105.931540	32.968930	-105.928450	0.000000	0.000000	0.030823
2400	23	32.968930	-105.928450	32.936910	-105.937890	0.000000	0.000000	0.027992
2400	24	32.936910	-105.937890	32.928250	-105.934520	0.000000	0.000000	0.031822
2400	25	32.928250	-105.934520	32.916060	-105.919650	0.000000	0.000000	0.031790
2400	26	32.916060	-105.919650	32.902980	-105.916420	0.000000	0.000000	0.031342
2400	27	32.902980	-105.916420	32.873730	-105.924180	0.000000	0.000000	0.028200
2400	28	32.873730	-105.924180	32.863540	-105.918320	0.000000	0.000000	0.032184
2400	29	32.863540	-105.918320	32.837490	-105.934700	0.000000	0.000000	0.025890
2400	30	32.837490	-105.934700	32.801150	-105.932570	0.000000	0.000000	0.030386
2400	31	32.801150	-105.932570	32.784110	-105.924130	0.000000	0.000000	0.032074
2400	32	32.784110	-105.924130	32.752200	-105.917210	0.000000	0.000000	0.031301
2400	33	32.752200	-105.917210	32.711230	-105.887390	0.000000	0.000000	0.032308
2400	34	32.711230	-105.887390	32.659820	-105.865980	0.000000	0.000000	0.031927
2400	35	32.659820	-105.865980	32.638400	-105.867590	0.000000	0.000000	0.029641
2400	36	32.638400	-105.867590	32.608530	-105.867690	0.000000	0.000000	0.030110
2400	37	32.608530	-105.867690	32.581330	-105.875240	0.000000	0.000000	0.028195
2400	38	32.581330	-105.875240	32.568130	-105.886840	0.000000	0.000000	0.024689
2400	39	32.568130	-105.886840	32.548490	-105.895940	0.000000	0.000000	0.026918
2400	40	32.548490	-105.895940	32.540220	-105.916420	0.000000	0.000000	0.023390
2400	41	32.540220	-105.916420	32.530260	-105.922430	0.000000	0.000000	0.026026
2400	42	32.530260	-105.922430	32.518990	-105.921260	0.000000	0.000000	0.030736
2400	43	32.518990	-105.921260	32.508390	-105.914130	0.000000	0.000000	0.032368
2   	1	40.201000	-121.129000	40.242370	-121.153680	180.000000	0.030000	0.286065
2   	2	40.242370	-121.153680	40.288520	-121.159940	180.000000	0.007000	0.286055
2   	3	40.288520	-121.159940	40.385040	-121.234530	180.000000	0.037000	0.370015
2   	4	40.385040	-121.234530	40.490960	-121.254840	180.000000	0.010000	0.453977
2504	1	44.609380	-125.423880	44.570130	-125.306640	90.000000	4.925000	25.973510
2504	2	44.570130	-125.306640	44.538867	-125.172186	180.000000	1.526000	0.340986
2504	3	44.538867	-125.172186	44.507483	-125.037873	180.000000	1.526000	0.340961
2504	4	44.507483	-125.037873	44.475980	-124.903700	90.000000	0.763000	1.083905
2504	5	44.475980	-124.903700	44.459270	-124.862910	0.000000	0.000000	0.117135
2504	6	44.459270	-124.862910	44.429090	-124.760580	0.000000	0.000000	0.117182
2504	7	44.429090	-124.760580	44.409950	-124.646660	0.000000	0.000000	0.117197
2504	8	44.409950	-124.646660	44.391540	-124.581880	0.000000	0.000000	0.117318
2601	1	30.873730	-105.555720	30.909760	-105.594980	0.000000	0.000000	0.002474
2601	2	30.909760	-105.594980	30.916760	-105.619510	0.000000	0.000000	0.001897
2601	3	30.916760	-105.619510	30.924490	-105.632450	0.000000	0.000000	0.002200
2601	4	30.924490	-105.632450	30.952070	-105.650770	0.000000	0.000000	0.002550
2601	5	30.952070	-105.650770	30.960160	-105.667030	0.000000	0.000000	0.002102
2601	6	30.960160	-105.667030	31.007410	-105.715820	0.000000	0.000000	0.002474
2601	7	31.007410	-105.715820	31.018010	-105.734690	0.000000	0.000000	0.002200
2601	8	31.018010	-105.734690	31.034450	-105.743220	0.000000	0.000000	0.002642
2601	9	31.034450	-105.743220	31.041100	-105.760560	0.000000	0.000000	0.002040
2601	10	31.041100	-105.760560	31.069670	-105.783200	0.000000	0.000000	0.002600
2601	11	31.069670	-105.783200	31.123390	-105.855250	0.000000	0.000000	0.002319
2601	12	31.123390	-105.855250	31.130310	-105.854800	0.000000	0.000000	0.002832
2601	13	31.130310	-105.854800	31.136150	-105.864060	0.000000	0.000000	0.002209
2601	14	31.136150	-105.864060	31.150700	-105.868640	0.000000	0.000000	0.002720
2601	15	31.150700	-105.868640	31.171540	-105.884360	0.000000	0.000000	0.002600
2601	16	31.171540	-105.884360	31.176210	-105.897210	0.000000	0.000000	0.002040
2601	17	31.176210	-105.897210	31.201010	-105.916170	0.000000	0.000000	0.002600
2601	18	31.201010	-105.916170	31.206130	-105.925780	0.000000	0.000000	0.002200
2601	19	31.206130	-105.925780	31.212510	-105.927670	0.000000	0.000000	0.002720
2601	20	31.212510	-105.927670	31.228320	-105.944920	0.000000	0.000000	0.002474
2601	21	31.228320	-105.944920	31.261020	-105.962610	0.000000	0.000000	0.002642
2601	22	31.261020	-105.962610	31.289050	-106.017600	0.000000	0.000000	0.002102
2601	23	31.289050	-106.017600	31.314470	-106.047330	0.000000	0.000000	0.002354
