Grid Index,Latitude,Longitude,Depth (km),Strike
734,19.5,-63.2,10.5,104.6
735,19.5,-63.1,10.2,105.6
736,19.5,-63.0,9.9,106.8
737,19.5,-62.9,9.6,108.1
738,19.5,-62.8,9.3,109.5
739,19.5,-62.7,8.9,110.9
740,19.5,-62.6,9.5,112.8
741,19.5,-62.5,9.1,113.9
742,19.6,-70.9,13.4,97.6
743,19.6,-70.8,13.1,98.7
744,19.6,-70.7,12.7,99.7
745,19.6,-70.6,12.4,100.6
746,19.6,-70.5,12.0,101.2
747,19.6,-70.4,11.6,101.5
748,19.6,-70.3,11.2,101.5
749,19.6,-70.2,10.8,101.2
750,19.6,-70.1,10.4,100.6
751,19.6,-70.0,10.1,99.8
752,19.6,-69.9,9.8,98.9
753,19.6,-69.8,9.6,98.0
754,19.6,-69.7,9.4,97.1
755,19.6,-69.6,9.2,96.2
756,19.6,-69.5,9.0,95.5
757,19.6,-69.4,8.9,94.6
758,19.6,-69.3,8.8,93.7
759,19.6,-69.2,8.7,92.4
760,19.6,-69.1,8.6,90.9
761,19.6,-69.0,8.6,89.0
762,19.6,-68.0,11.2,79.4
763,19.6,-67.9,11.5,80.4
764,19.6,-67.8,11.8,81.4
765,19.6,-67.7,12.1,82.3
766,19.6,-67.6,12.3,83.0
767,19.6,-67.5,12.5,83.7
768,19.6,-67.4,12.7,84.3
769,19.6,-67.3,12.9,84.9
770,19.6,-67.2,13.0,85.4
771,19.6,-67.1,13.2,85.9
772,19.6,-67.0,13.3,86.4
773,19.6,-66.9,13.4,86.9
774,19.6,-66.8,13.5,87.3
775,19.6,-66.7,13.6,87.8
776,19.6,-66.6,13.7,88.3
777,19.6,-66.5,13.7,88.8
778,19.6,-66.4,13.8,89.4
779,19.6,-66.3,13.8,90.0
780,19.6,-66.2,13.8,90.6
781,19.6,-66.1,13.7,91.1
782,19.6,-66.0,13.7,91.6
783,19.6,-65.9,13.6,91.8
784,19.6,-65.8,13.6,92.0
785,19.6,-65.7,13.5,91.9
786,19.6,-65.6,13.4,91.7
787,19.6,-65.5,13.4,91.4
788,19.6,-65.4,13.3,91.1
789,19.6,-65.3,13.3,91.0
790,19.6,-65.2,13.3,91.0
791,19.6,-65.1,13.2,91.3
792,19.6,-65.0,13.2,91.8
793,19.6,-64.9,13.1,92.6
794,19.6,-64.8,13.0,93.5
795,19.6,-64.7,12.9,94.6
796,19.6,-64.6,12.7,95.6
797,19.6,-64.5,12.5,96.7
798,19.6,-64.4,12.3,97.6
799,19.6,-64.3,12.1,98.4
800,19.6,-64.2,11.8,99.1
801,19.6,-64.1,11.6,99.7
802,19.6,-64.0,11.3,100.1
803,19.6,-63.9,11.0,100.5
804,19.6,-63.8,10.8,100.8
805,19.6,-63.7,10.5,101.0
806,19.6,-63.6,10.3,101.3
807,19.6,-63.5,10.0,101.7
808,19.6,-63.4,9.8,102.2
809,19.6,-63.3,9.6,102.9
810,19.6,-63.2,9.4,103.8
811,19.6,-63.1,9.1,104.8
812,19.6,-63.0,8.9,106.1
813,19.6,-62.9,9.6,108.1
814,19.6,-62.8,9.3,109.5
815,19.7,-70.9,11.2,97.4
816,19.7,-70.8,11.0,98.7
817,19.7,-70.7,10.7,99.9
818,19.7,-70.6,10.4,100.9
819,19.7,-70.5,10.0,101.7
820,19.7,-70.4,9.7,102.1
821,19.7,-70.3,9.4,102.3
822,19.7,-70.2,9.1,102.1
823,19.7,-70.1,8.8,101.7
824,19.7,-70.0,8.5,101.0
825,19.7,-69.9,8.3,100.3
826,19.7,-69.8,8.1,99.5
827,19.7,-69.7,7.9,98.6
828,19.7,-69.6,7.7,97.7
829,19.7,-69.5,7.6,96.6
830,19.7,-69.4,8.9,94.6
831,19.7,-69.3,8.8,93.7
832,19.7,-66.9,11.6,86.5
833,19.7,-66.8,11.7,87.0
834,19.7,-66.7,11.8,87.5
835,19.7,-66.6,11.8,88.0
836,19.7,-66.5,11.9,88.7
837,19.7,-66.4,11.9,89.3
838,19.7,-66.3,11.9,90.0
839,19.7,-66.2,11.9,90.6
840,19.7,-66.1,11.9,91.2
841,19.7,-66.0,11.8,91.7
842,19.7,-65.9,11.8,92.0
843,19.7,-65.8,11.7,92.1
844,19.7,-65.7,11.7,92.0
845,19.7,-65.6,11.6,91.8
846,19.7,-65.5,11.6,91.4
847,19.7,-65.4,11.5,91.1
848,19.7,-65.3,11.5,90.9
849,19.7,-65.2,11.5,90.9
850,19.7,-65.1,11.5,91.3
851,19.7,-65.0,11.4,91.9
852,19.7,-64.9,11.4,92.7
853,19.7,-64.8,11.3,93.8
854,19.7,-64.7,11.2,94.9
855,19.7,-64.6,11.0,96.0
856,19.7,-64.5,10.9,97.0
857,19.7,-64.4,10.7,97.9
858,19.7,-64.3,10.5,98.7
859,19.7,-64.2,10.3,99.3
860,19.7,-64.1,10.1,99.7
861,19.7,-64.0,9.9,100.0
862,19.7,-63.9,9.7,100.2
863,19.7,-63.8,9.5,100.3
864,19.7,-63.7,9.3,100.4
865,19.7,-63.6,9.2,100.6
866,19.7,-63.5,9.0,100.9
867,19.7,-63.4,9.8,102.2
868,19.7,-63.3,9.6,102.9
869,19.7,-63.2,9.4,103.8
870,19.7,-63.1,9.1,104.8
871,19.8,-70.9,9.5,97.4
872,19.8,-70.8,9.3,98.8
873,19.8,-70.7,9.1,100.2
874,19.8,-70.6,8.8,101.4
875,19.8,-70.5,8.6,102.3
876,19.8,-70.4,8.3,102.8
877,19.8,-70.3,8.0,103.1
878,19.8,-70.2,7.8,103.0
879,19.8,-70.1,7.5,102.7
880,19.8,-70.0,7.3,102.2
881,19.8,-69.9,8.3,100.3
882,19.8,-69.8,8.1,99.5
883,19.8,-69.7,7.9,98.6
884,19.8,-69.6,7.7,97.7
885,19.8,-66.2,10.4,90.6
886,19.8,-66.1,10.4,91.2
887,19.8,-66.0,10.4,91.8
888,19.8,-65.9,10.4,92.1
889,19.8,-65.8,10.3,92.2
890,19.8,-65.7,10.3,92.1
891,19.8,-65.6,10.2,91.9
892,19.8,-65.5,10.2,91.5
893,19.8,-65.4,10.2,91.1
894,19.8,-65.3,10.1,90.9
895,19.8,-65.2,10.1,91.0
896,19.8,-65.1,10.1,91.4
897,19.8,-65.0,10.1,92.0
898,19.8,-64.9,10.0,93.0
899,19.8,-64.8,10.0,94.1
900,19.8,-64.7,9.9,95.3
901,19.8,-64.6,11.0,96.0
902,19.8,-64.5,10.9,97.0
903,19.8,-64.4,10.7,97.9
904,19.8,-64.3,10.5,98.7
905,19.8,-64.2,10.3,99.3
906,19.8,-64.1,10.1,99.7
907,19.8,-64.0,9.9,100.0
908,19.8,-63.9,9.7,100.2
909,19.8,-63.8,9.5,100.3
910,19.8,-63.7,9.3,100.4
911,19.9,-70.9,8.2,97.5
912,19.9,-70.8,8.0,99.2
913,19.9,-70.7,7.8,100.7
914,19.9,-70.6,7.6,102.0
915,19.9,-70.5,7.4,103.0
916,19.9,-70.4,7.2,103.7
917,19.9,-70.3,7.0,103.9
918,19.9,-70.2,7.8,103.0
919,19.9,-70.1,7.5,102.7
920,19.9,-70.0,7.3,102.2
921,19.9,-69.9,7.3,100.3
922,19.9,-65.7,10.3,92.1
923,19.9,-65.6,10.2,91.9
924,19.9,-65.5,10.2,91.5
925,20.0,-70.9,7.2,98.1
926,20.0,-70.8,7.1,99.8
927,20.0,-70.7,6.9,101.5
928,20.0,-70.6,7.6,102.0
929,20.0,-70.5,7.4,103.0
930,20.0,-70.4,7.2,103.7
931,20.0,-70.3,7.0,103.9
932,20.0,-70.2,7.0,103.0
933,20.1,-70.9,7.2,98.1
934,20.1,-70.8,7.1,99.8
935,20.1,-70.7,6.9,101.5
936,20.1,-70.6,6.9,102.0
