lon,lat,depth,strike,dip
-62.00,17.55,45.1,133.6,19.6
-61.95,17.55,43.9,134.2,18.8
-61.90,17.55,42.6,134.8,18.0
-61.85,17.55,41.4,135.4,17.2
-61.80,17.55,40.3,136.1,16.5
-61.75,17.55,39.2,136.8,15.8
-61.70,17.55,38.1,137.6,15.1
-64.95,17.60,159.5,102.7,49.7
-64.90,17.60,158.0,103.5,49.7
-64.85,17.60,156.5,104.3,49.6
-64.80,17.60,155.0,105.0,49.5
-64.75,17.60,153.3,105.7,49.5
-64.70,17.60,151.6,106.4,49.4
-64.65,17.60,149.8,107.0,49.4
-64.60,17.60,148.0,107.5,49.3
-64.55,17.60,146.1,108.1,49.3
-64.50,17.60,144.2,108.5,49.2
-64.45,17.60,142.2,109.0,49.1
-64.40,17.60,140.2,109.4,49.1
-64.35,17.60,138.1,109.9,49.0
-64.30,17.60,136.0,110.3,48.9
-64.25,17.60,133.9,110.8,48.8
-64.20,17.60,131.7,111.3,48.7
-64.15,17.60,129.5,111.8,48.6
-64.10,17.60,127.3,112.3,48.4
-64.05,17.60,125.0,112.9,48.3
-64.00,17.60,122.7,113.5,48.1
-63.95,17.60,120.3,114.2,47.9
-63.90,17.60,117.9,114.8,47.7
-63.85,17.60,115.4,115.5,47.5
-63.80,17.60,112.9,116.1,47.2
-63.75,17.60,110.3,116.8,46.9
-63.70,17.60,107.8,117.4,46.5
-63.65,17.60,105.2,117.9,46.1
-63.60,17.60,102.6,118.4,45.6
-63.55,17.60,100.0,118.9,45.1
-63.50,17.60,97.5,119.3,44.5
-63.45,17.60,95.0,119.6,43.8
-63.40,17.60,92.5,119.8,43.1
-63.35,17.60,90.0,120.0,42.3
-63.30,17.60,87.6,120.1,41.5
-63.25,17.60,85.3,120.2,40.6
-63.20,17.60,83.1,120.2,39.6
-63.15,17.60,80.9,120.3,38.6
-63.10,17.60,78.8,120.3,37.6
-63.05,17.60,76.8,120.4,36.6
-63.00,17.60,74.8,120.5,35.6
-62.95,17.60,72.9,120.6,34.6
-62.90,17.60,71.1,120.9,33.6
-62.85,17.60,69.3,121.2,32.6
-62.80,17.60,67.6,121.7,31.7
-62.75,17.60,65.9,122.2,30.7
-62.70,17.60,64.2,122.8,29.9
-62.65,17.60,62.6,123.5,29.0
-62.60,17.60,61.0,124.3,28.2
-62.55,17.60,59.4,125.1,27.4
-62.50,17.60,57.8,125.9,26.6
-62.45,17.60,56.3,126.8,25.8
-62.40,17.60,54.8,127.6,25.1
-62.35,17.60,53.3,128.3,24.3
-62.30,17.60,51.8,129.1,23.5
-62.25,17.60,50.4,129.8,22.8
-62.20,17.60,48.9,130.4,22.0
-62.15,17.60,47.6,131.0,21.2
-62.10,17.60,46.2,131.5,20.4
-62.05,17.60,45.0,132.1,19.6
-62.00,17.60,43.7,132.6,18.8
-61.95,17.60,42.5,133.1,18.1
-61.90,17.60,41.4,133.7,17.3
-61.85,17.60,40.2,134.3,16.6
-61.80,17.60,39.2,134.9,15.8
-61.75,17.60,38.1,135.7,15.2
-61.70,17.60,37.1,136.5,14.5
-65.05,17.65,149.2,100.5,49.3
-65.00,17.65,154.4,101.6,49.6
-64.95,17.65,153.1,102.5,49.5
-64.90,17.65,151.7,103.3,49.4
-64.85,17.65,150.2,104.1,49.3
-64.80,17.65,148.7,104.8,49.2
-64.75,17.65,147.1,105.6,49.1
-64.70,17.65,145.4,106.3,49.1
-64.65,17.65,143.7,106.9,49.0
-64.60,17.65,141.9,107.5,48.9
-64.55,17.65,140.0,108.0,48.8
-64.50,17.65,138.1,108.5,48.7
-64.45,17.65,136.2,109.0,48.6
-64.40,17.65,134.2,109.5,48.5
-64.35,17.65,132.2,109.9,48.4
-64.30,17.65,130.1,110.4,48.3
-64.25,17.65,128.0,110.8,48.2
-64.20,17.65,125.9,111.3,48.1
-64.15,17.65,123.8,111.8,47.9
-64.10,17.65,121.6,112.3,47.7
-64.05,17.65,119.3,112.9,47.6
-64.00,17.65,117.0,113.5,47.4
-63.95,17.65,114.7,114.1,47.2
-63.90,17.65,112.4,114.8,46.9
-63.85,17.65,110.0,115.4,46.6
-63.80,17.65,107.6,116.0,46.3
-63.75,17.65,105.1,116.6,45.9
-63.70,17.65,102.7,117.2,45.5
-63.65,17.65,100.2,117.8,45.1
-63.60,17.65,97.7,118.3,44.5
-63.55,17.65,95.2,118.7,43.9
-63.50,17.65,92.8,119.1,43.3
-63.45,17.65,90.4,119.3,42.6
-63.40,17.65,88.0,119.6,41.8
-63.35,17.65,85.7,119.7,40.9
-63.30,17.65,83.5,119.8,40.0
-63.25,17.65,81.3,119.9,39.1
-63.20,17.65,79.2,119.9,38.1
-63.15,17.65,77.2,119.9,37.1
-63.10,17.65,75.2,119.9,36.1
-63.05,17.65,73.3,119.9,35.1
-63.00,17.65,71.5,120.0,34.1
-62.95,17.65,69.7,120.2,33.1
-62.90,17.65,68.0,120.4,32.1
-62.85,17.65,66.4,120.7,31.2
-62.80,17.65,64.7,121.1,30.3
-62.75,17.65,63.2,121.7,29.4
-62.70,17.65,61.6,122.3,28.6
-62.65,17.65,60.1,123.0,27.8
-62.60,17.65,58.6,123.7,27.0
-62.55,17.65,57.1,124.5,26.2
-62.50,17.65,55.6,125.3,25.5
-62.45,17.65,54.2,126.1,24.8
-62.40,17.65,52.7,126.9,24.1
-62.35,17.65,51.3,127.6,23.4
-62.30,17.65,49.9,128.3,22.7
-62.25,17.65,48.6,128.9,21.9
-62.20,17.65,47.3,129.5,21.2
-62.15,17.65,46.0,130.1,20.4
-62.10,17.65,44.7,130.6,19.7
-62.05,17.65,43.5,131.0,18.9
-62.00,17.65,42.3,131.5,18.2
-61.95,17.65,41.2,132.0,17.4
-61.90,17.65,40.1,132.5,16.7
-61.85,17.65,39.1,133.0,16.0
-61.80,17.65,38.0,133.6,15.3
-61.75,17.65,37.1,134.3,14.6
-61.70,17.65,36.1,135.1,14.0
-65.55,17.70,150.5,95.3,50.1
-65.50,17.70,149.9,95.4,50.0
-65.45,17.70,149.3,95.6,49.9
-65.40,17.70,148.7,95.9,49.8
-65.35,17.70,148.0,96.3,49.7
-65.30,17.70,147.3,96.7,49.6
-65.25,17.70,146.5,97.3,49.5
-65.20,17.70,145.7,97.9,49.3
-65.15,17.70,151.3,98.9,49.6
-65.10,17.70,150.3,99.7,49.5
-65.05,17.70,149.2,100.5,49.3
-65.00,17.70,148.0,101.4,49.2
-64.95,17.70,146.7,102.2,49.1
-64.90,17.70,145.4,103.0,49.0
-64.85,17.70,144.0,103.9,48.9
-64.80,17.70,142.5,104.7,48.8
-64.75,17.70,140.9,105.4,48.7
-64.70,17.70,139.3,106.1,48.6
-64.65,17.70,137.6,106.8,48.5
-64.60,17.70,135.8,107.4,48.4
-64.55,17.70,134.0,108.0,48.3
-64.50,17.70,132.2,108.5,48.2
-64.45,17.70,130.3,109.0,48.0
-64.40,17.70,128.3,109.5,47.9
-64.35,17.70,126.3,110.0,47.8
-64.30,17.70,124.3,110.4,47.6
-64.25,17.70,122.3,110.9,47.5
-64.20,17.70,120.2,111.4,47.3
-64.15,17.70,118.1,111.9,47.1
-64.10,17.70,116.0,112.4,46.9
-64.05,17.70,113.8,112.9,46.7
-64.00,17.70,111.6,113.5,46.5
-63.95,17.70,109.3,114.1,46.2
-63.90,17.70,107.1,114.7,45.9
-63.85,17.70,104.8,115.4,45.6
-63.80,17.70,102.4,116.0,45.3
-63.75,17.70,100.1,116.6,44.8
-63.70,17.70,97.7,117.1,44.4
-63.65,17.70,95.3,117.7,43.9
-63.60,17.70,93.0,118.1,43.3
-63.55,17.70,90.6,118.5,42.6
-63.50,17.70,88.3,118.9,41.9
-63.45,17.70,86.0,119.2,41.2
-63.40,17.70,83.8,119.4,40.3
-63.35,17.70,81.6,119.5,39.4
-63.30,17.70,79.5,119.6,38.5
-63.25,17.70,77.5,119.6,37.5
-63.20,17.70,75.5,119.6,36.5
-63.15,17.70,73.6,119.6,35.5
-63.10,17.70,71.8,119.6,34.5
-63.05,17.70,70.0,119.6,33.5
-63.00,17.70,68.3,119.6,32.5
-62.95,17.70,66.7,119.8,31.5
-62.90,17.70,65.1,120.0,30.6
-62.85,17.70,63.5,120.3,29.7
-62.80,17.70,62.0,120.7,28.9
-62.75,17.70,60.6,121.2,28.0
-62.70,17.70,59.1,121.8,27.3
-62.65,17.70,57.7,122.5,26.5
-62.60,17.70,56.3,123.2,25.8
-62.55,17.70,54.9,124.0,25.1
-62.50,17.70,53.5,124.7,24.5
-62.45,17.70,52.1,125.5,23.8
-62.40,17.70,50.8,126.2,23.2
-62.35,17.70,49.5,126.9,22.5
-62.30,17.70,48.2,127.5,21.8
-62.25,17.70,46.9,128.1,21.1
-62.20,17.70,45.6,128.6,20.4
-62.15,17.70,44.4,129.1,19.7
-62.10,17.70,43.2,129.5,19.0
-62.05,17.70,42.1,129.9,18.3
-62.00,17.70,41.0,130.3,17.6
-61.95,17.70,39.9,130.7,16.8
-61.90,17.70,38.9,131.1,16.1
-61.85,17.70,37.9,131.6,15.4
-61.80,17.70,37.0,132.2,14.8
-61.75,17.70,36.0,132.8,14.2
-61.70,17.70,35.1,133.6,13.6
-65.85,17.75,147.4,95.4,49.7
-65.80,17.75,146.8,95.4,49.7
-65.75,17.75,146.2,95.3,49.7
-65.70,17.75,145.6,95.3,49.7
-65.65,17.75,151.6,95.2,50.1
-65.60,17.75,151.0,95.2,50.1
-65.55,17.75,150.5,95.3,50.1
-65.50,17.75,149.9,95.4,50.0
-65.45,17.75,149.3,95.6,49.9
-65.40,17.75,148.7,95.9,49.8
-65.35,17.75,148.0,96.3,49.7
-65.30,17.75,147.3,96.7,49.6
-65.25,17.75,146.5,97.3,49.5
-65.20,17.75,145.7,97.9,49.3
-65.15,17.75,144.8,98.6,49.2
-65.10,17.75,143.9,99.4,49.0
-65.05,17.75,142.8,100.2,48.9
-65.00,17.75,141.7,101.1,48.8
-64.95,17.75,140.5,102.0,48.6
-64.90,17.75,139.2,102.8,48.5
-64.85,17.75,137.9,103.7,48.4
-64.80,17.75,136.4,104.5,48.3
-64.75,17.75,134.9,105.3,48.1
-64.70,17.75,133.3,106.0,48.0
-64.65,17.75,131.6,106.7,47.9
-64.60,17.75,129.9,107.4,47.8
-64.55,17.75,128.2,108.0,47.6
-64.50,17.75,126.3,108.5,47.5
-64.45,17.75,124.5,109.0,47.3
-64.40,17.75,122.6,109.5,47.2
-64.35,17.75,120.7,110.0,47.0
-64.30,17.75,118.7,110.5,46.9
-64.25,17.75,116.7,110.9,46.7
-64.20,17.75,114.7,111.4,46.5
-64.15,17.75,112.6,111.9,46.3
-64.10,17.75,110.6,112.5,46.0
-64.05,17.75,108.4,113.0,45.8
-64.00,17.75,106.3,113.6,45.5
-63.95,17.75,104.1,114.2,45.2
-63.90,17.75,101.9,114.8,44.9
-63.85,17.75,99.7,115.4,44.5
-63.80,17.75,97.5,116.0,44.1
-63.75,17.75,95.2,116.5,43.6
-63.70,17.75,93.0,117.1,43.1
-63.65,17.75,90.7,117.6,42.5
-63.60,17.75,88.5,118.0,41.9
-63.55,17.75,86.3,118.4,41.2
-63.50,17.75,84.1,118.7,40.4
-63.45,17.75,81.9,119.0,39.6
-63.40,17.75,79.8,119.2,38.8
-63.35,17.75,77.8,119.3,37.8
-63.30,17.75,75.8,119.4,36.9
-63.25,17.75,73.9,119.4,35.9
-63.20,17.75,72.0,119.3,34.9
-63.15,17.75,70.2,119.3,33.9
-63.10,17.75,68.5,119.3,32.9
-63.05,17.75,66.9,119.3,31.9
-63.00,17.75,65.3,119.3,30.9
-62.95,17.75,63.8,119.4,30.0
-62.90,17.75,62.3,119.6,29.1
-62.85,17.75,60.9,119.9,28.3
-62.80,17.75,59.5,120.3,27.5
-62.75,17.75,58.1,120.8,26.7
-62.70,17.75,56.7,121.4,26.0
-62.65,17.75,55.4,122.0,25.4
-62.60,17.75,54.1,122.7,24.7
-62.55,17.75,52.8,123.5,24.1
-62.50,17.75,51.5,124.2,23.5
-62.45,17.75,50.2,124.9,22.9
-62.40,17.75,48.9,125.6,22.3
-62.35,17.75,47.6,126.2,21.7
-62.30,17.75,46.4,126.8,21.1
-62.25,17.75,45.2,127.2,20.4
-62.20,17.75,44.0,127.7,19.8
-62.15,17.75,42.9,128.1,19.1
-62.10,17.75,41.8,128.4,18.4
-62.05,17.75,40.7,128.7,17.7
-62.00,17.75,39.7,129.0,17.0
-61.95,17.75,38.7,129.3,16.3
-61.90,17.75,37.7,129.6,15.6
-61.85,17.75,36.8,130.0,15.0
-61.80,17.75,35.9,130.5,14.4
-61.75,17.75,35.0,131.2,13.8
-61.70,17.75,34.2,131.9,13.3
-66.05,17.80,143.2,95.2,49.3
-66.00,17.80,142.6,95.3,49.2
-65.95,17.80,148.5,95.4,49.7
-65.90,17.80,148.0,95.4,49.7
-65.85,17.80,147.4,95.4,49.7
-65.80,17.80,146.8,95.4,49.7
-65.75,17.80,146.2,95.3,49.7
-65.70,17.80,145.6,95.3,49.7
-65.65,17.80,145.0,95.2,49.7
-65.60,17.80,144.5,95.2,49.6
-65.55,17.80,143.9,95.2,49.6
-65.50,17.80,143.3,95.3,49.5
-65.45,17.80,142.8,95.5,49.4
-65.40,17.80,142.2,95.7,49.3
-65.35,17.80,141.5,96.1,49.2
-65.30,17.80,140.9,96.5,49.1
-65.25,17.80,140.1,97.1,48.9
-65.20,17.80,139.4,97.7,48.8
-65.15,17.80,138.5,98.4,48.7
-65.10,17.80,137.6,99.2,48.5
-65.05,17.80,136.6,100.0,48.4
-65.00,17.80,135.6,100.8,48.2
-64.95,17.80,134.4,101.7,48.1
-64.90,17.80,133.2,102.6,47.9
-64.85,17.80,131.8,103.5,47.8
-64.80,17.80,130.4,104.3,47.7
-64.75,17.80,129.0,105.1,47.5
-64.70,17.80,127.4,105.9,47.4
-64.65,17.80,125.8,106.6,47.2
-64.60,17.80,124.1,107.3,47.1
-64.55,17.80,122.4,107.9,46.9
-64.50,17.80,120.7,108.5,46.7
-64.45,17.80,118.9,109.1,46.6
-64.40,17.80,117.0,109.6,46.4
-64.35,17.80,115.1,110.1,46.2
-64.30,17.80,113.2,110.5,46.0
-64.25,17.80,111.3,111.0,45.8
-64.20,17.80,109.3,111.5,45.5
-64.15,17.80,107.3,112.0,45.3
-64.10,17.80,105.3,112.5,45.0
-64.05,17.80,103.3,113.1,44.7
-64.00,17.80,101.2,113.6,44.4
-63.95,17.80,99.1,114.2,44.1
-63.90,17.80,97.0,114.8,43.7
-63.85,17.80,94.9,115.4,43.3
-63.80,17.80,92.7,116.0,42.8
-63.75,17.80,90.6,116.5,42.3
-63.70,17.80,88.4,117.0,41.7
-63.65,17.80,86.3,117.5,41.1
-63.60,17.80,84.2,118.0,40.4
-63.55,17.80,82.1,118.3,39.7
-63.50,17.80,80.0,118.6,38.9
-63.45,17.80,78.0,118.9,38.0
-63.40,17.80,76.0,119.0,37.1
-63.35,17.80,74.1,119.1,36.2
-63.30,17.80,72.3,119.2,35.2
-63.25,17.80,70.5,119.2,34.2
-63.20,17.80,68.7,119.1,33.2
-63.15,17.80,67.1,119.1,32.2
-63.10,17.80,65.5,119.0,31.2
-63.05,17.80,64.0,119.0,30.3
-63.00,17.80,62.5,119.1,29.4
-62.95,17.80,61.1,119.2,28.5
-62.90,17.80,59.7,119.4,27.7
-62.85,17.80,58.4,119.7,26.9
-62.80,17.80,57.0,120.0,26.2
-62.75,17.80,55.8,120.5,25.5
-62.70,17.80,54.5,121.1,24.9
-62.65,17.80,53.2,121.7,24.3
-62.60,17.80,52.0,122.4,23.7
-62.55,17.80,50.7,123.0,23.2
-62.50,17.80,49.5,123.7,22.6
-62.45,17.80,48.3,124.4,22.1
-62.40,17.80,47.1,125.0,21.5
-62.35,17.80,45.9,125.5,21.0
-62.30,17.80,44.7,126.0,20.4
-62.25,17.80,43.6,126.4,19.8
-62.20,17.80,42.5,126.7,19.2
-62.15,17.80,41.4,127.0,18.5
-62.10,17.80,40.3,127.2,17.8
-62.05,17.80,39.3,127.4,17.2
-62.00,17.80,38.3,127.6,16.5
-61.95,17.80,37.4,127.8,15.8
-61.90,17.80,36.5,128.0,15.2
-61.85,17.80,35.6,128.4,14.6
-61.80,17.80,34.8,128.8,14.0
-61.75,17.80,34.0,129.3,13.5
-61.70,17.80,33.2,130.1,13.0
-66.45,17.85,140.7,94.7,49.6
-66.40,17.85,140.2,94.4,49.4
-66.35,17.85,139.8,94.3,49.3
-66.30,17.85,139.3,94.3,49.1
-66.25,17.85,138.9,94.4,49.0
-66.20,17.85,138.4,94.6,48.9
-66.15,17.85,144.3,94.8,49.3
-66.10,17.85,143.8,95.0,49.3
-66.05,17.85,143.2,95.2,49.3
-66.00,17.85,142.6,95.3,49.2
-65.95,17.85,142.1,95.4,49.2
-65.90,17.85,141.5,95.5,49.2
-65.85,17.85,140.9,95.5,49.2
-65.80,17.85,140.3,95.5,49.2
-65.75,17.85,139.7,95.4,49.1
-65.70,17.85,139.1,95.3,49.1
-65.65,17.85,138.6,95.3,49.1
-65.60,17.85,138.0,95.2,49.0
-65.55,17.85,137.5,95.2,49.0
-65.50,17.85,136.9,95.3,48.9
-65.45,17.85,136.4,95.4,48.8
-65.40,17.85,135.8,95.6,48.7
-65.35,17.85,135.2,95.9,48.6
-65.30,17.85,134.6,96.3,48.5
-65.25,17.85,133.9,96.8,48.3
-65.20,17.85,133.1,97.5,48.2
-65.15,17.85,132.3,98.1,48.0
-65.10,17.85,131.5,98.9,47.9
-65.05,17.85,130.5,99.7,47.7
-65.00,17.85,129.5,100.6,47.6
-64.95,17.85,128.4,101.5,47.4
-64.90,17.85,127.2,102.4,47.3
-64.85,17.85,125.9,103.3,47.1
-64.80,17.85,124.6,104.1,47.0
-64.75,17.85,123.2,105.0,46.8
-64.70,17.85,121.7,105.8,46.6
-64.65,17.85,120.1,106.5,46.5
-64.60,17.85,118.5,107.2,46.3
-64.55,17.85,116.8,107.9,46.1
-64.50,17.85,115.1,108.5,45.9
-64.45,17.85,113.4,109.0,45.7
-64.40,17.85,111.6,109.6,45.5
-64.35,17.85,109.8,110.1,45.3
-64.30,17.85,107.9,110.6,45.0
-64.25,17.85,106.1,111.1,44.8
-64.20,17.85,104.2,111.6,44.5
-64.15,17.85,102.2,112.1,44.2
-64.10,17.85,100.3,112.6,43.9
-64.05,17.85,98.3,113.1,43.6
-64.00,17.85,96.3,113.7,43.2
-63.95,17.85,94.3,114.3,42.8
-63.90,17.85,92.3,114.8,42.4
-63.85,17.85,90.3,115.4,41.9
-63.80,17.85,88.2,116.0,41.4
-63.75,17.85,86.2,116.5,40.8
-63.70,17.85,84.1,117.0,40.2
-63.65,17.85,82.1,117.5,39.5
-63.60,17.85,80.1,117.9,38.8
-63.55,17.85,78.1,118.3,38.0
-63.50,17.85,76.2,118.5,37.2
-63.45,17.85,74.3,118.8,36.3
-63.40,17.85,72.5,118.9,35.4
-63.35,17.85,70.7,119.0,34.4
-63.30,17.85,68.9,119.0,33.5
-63.25,17.85,67.3,119.0,32.5
-63.20,17.85,65.7,119.0,31.5
-63.15,17.85,64.1,118.9,30.5
-63.10,17.85,62.6,118.9,29.6
-63.05,17.85,61.2,118.9,28.7
-63.00,17.85,59.9,118.9,27.8
-62.95,17.85,58.5,119.0,27.0
-62.90,17.85,57.2,119.2,26.3
-62.85,17.85,56.0,119.5,25.6
-62.80,17.85,54.7,119.8,25.0
-62.75,17.85,53.5,120.3,24.4
-62.70,17.85,52.3,120.8,23.8
-62.65,17.85,51.1,121.4,23.3
-62.60,17.85,49.9,122.0,22.8
-62.55,17.85,48.8,122.7,22.3
-62.50,17.85,47.6,123.3,21.8
-62.45,17.85,46.4,123.9,21.3
-62.40,17.85,45.3,124.4,20.8
-62.35,17.85,44.2,124.8,20.3
-62.30,17.85,43.1,125.2,19.8
-62.25,17.85,42.0,125.5,19.2
-62.20,17.85,40.9,125.7,18.6
-62.15,17.85,39.9,125.9,18.0
-62.10,17.85,38.9,126.0,17.4
-62.05,17.85,38.0,126.0,16.7
-62.00,17.85,37.0,126.1,16.1
-61.95,17.85,36.2,126.2,15.5
-61.90,17.85,35.3,126.3,14.8
-61.85,17.85,34.5,126.6,14.3
-61.80,17.85,33.7,126.9,13.7
-61.75,17.85,32.9,127.4,13.2
-61.70,17.85,32.2,128.1,12.8
-66.70,17.90,137.4,97.9,50.6
-66.65,17.90,136.6,96.8,50.2
-66.60,17.90,135.9,96.0,49.9
-66.55,17.90,141.8,95.7,50.1
-66.50,17.90,141.3,95.1,49.8
-66.45,17.90,140.7,94.7,49.6
-66.40,17.90,140.2,94.4,49.4
-66.35,17.90,139.8,94.3,49.3
-66.30,17.90,139.3,94.3,49.1
-66.25,17.90,138.9,94.4,49.0
-66.20,17.90,138.4,94.6,48.9
-66.15,17.90,137.9,94.8,48.9
-66.10,17.90,137.4,95.0,48.8
-66.05,17.90,136.8,95.2,48.7
-66.00,17.90,136.3,95.4,48.7
-65.95,17.90,135.7,95.5,48.7
-65.90,17.90,135.1,95.6,48.6
-65.85,17.90,134.5,95.6,48.6
-65.80,17.90,134.0,95.5,48.5
-65.75,17.90,133.4,95.5,48.5
-65.70,17.90,132.8,95.4,48.4
-65.65,17.90,132.3,95.3,48.4
-65.60,17.90,131.7,95.2,48.3
-65.55,17.90,131.2,95.2,48.3
-65.50,17.90,130.7,95.2,48.2
-65.45,17.90,130.1,95.3,48.1
-65.40,17.90,129.6,95.5,48.0
-65.35,17.90,129.0,95.8,47.9
-65.30,17.90,128.4,96.2,47.8
-65.25,17.90,127.7,96.7,47.6
-65.20,17.90,127.0,97.3,47.5
-65.15,17.90,126.3,97.9,47.3
-65.10,17.90,125.5,98.7,47.2
-65.05,17.90,124.6,99.5,47.0
-65.00,17.90,123.6,100.4,46.9
-64.95,17.90,122.5,101.2,46.7
-64.90,17.90,121.4,102.1,46.6
-64.85,17.90,120.2,103.0,46.4
-64.80,17.90,118.9,103.9,46.2
-64.75,17.90,117.5,104.8,46.0
-64.70,17.90,116.1,105.6,45.9
-64.65,17.90,114.6,106.4,45.7
-64.60,17.90,113.0,107.1,45.5
-64.55,17.90,111.4,107.8,45.2
-64.50,17.90,109.8,108.4,45.0
-64.45,17.90,108.1,109.0,44.8
-64.40,17.90,106.4,109.6,44.5
-64.35,17.90,104.6,110.1,44.3
-64.30,17.90,102.8,110.6,44.0
-64.25,17.90,101.0,111.1,43.7
-64.20,17.90,99.2,111.6,43.4
-64.15,17.90,97.3,112.1,43.0
-64.10,17.90,95.4,112.7,42.7
-64.05,17.90,93.6,113.2,42.3
-64.00,17.90,91.7,113.8,41.9
-63.95,17.90,89.7,114.3,41.4
-63.90,17.90,87.8,114.9,41.0
-63.85,17.90,85.9,115.4,40.5
-63.80,17.90,83.9,116.0,39.9
-63.75,17.90,82.0,116.5,39.3
-63.70,17.90,80.1,117.0,38.6
-63.65,17.90,78.2,117.4,37.9
-63.60,17.90,76.3,117.8,37.2
-63.55,17.90,74.4,118.2,36.3
-63.50,17.90,72.6,118.4,35.5
-63.45,17.90,70.8,118.7,34.6
-63.40,17.90,69.1,118.8,33.6
-63.35,17.90,67.4,118.9,32.7
-63.30,17.90,65.8,118.9,31.7
-63.25,17.90,64.3,118.9,30.8
-63.20,17.90,62.8,118.8,29.8
-63.15,17.90,61.4,118.8,28.9
-63.10,17.90,60.0,118.7,28.0
-63.05,17.90,58.6,118.7,27.2
-63.00,17.90,57.4,118.8,26.4
-62.95,17.90,56.1,118.9,25.7
-62.90,17.90,54.9,119.1,25.0
-62.85,17.90,53.7,119.3,24.4
-62.80,17.90,52.6,119.7,23.8
-62.75,17.90,51.4,120.1,23.3
-62.70,17.90,50.3,120.6,22.8
-62.65,17.90,49.1,121.2,22.4
-62.60,17.90,48.0,121.8,22.0
-62.55,17.90,46.9,122.3,21.5
-62.50,17.90,45.8,122.9,21.1
-62.45,17.90,44.7,123.4,20.7
-62.40,17.90,43.6,123.8,20.2
-62.35,17.90,42.5,124.1,19.7
-62.30,17.90,41.5,124.4,19.2
-62.25,17.90,40.4,124.6,18.7
-62.20,17.90,39.4,124.7,18.1
-62.15,17.90,38.4,124.7,17.5
-62.10,17.90,37.5,124.7,16.9
-62.05,17.90,36.6,124.7,16.3
-62.00,17.90,35.7,124.6,15.7
-61.95,17.90,34.9,124.6,15.1
-61.90,17.90,34.1,124.6,14.6
-61.85,17.90,33.4,124.7,14.0
-61.80,17.90,32.6,125.0,13.5
-61.75,17.90,31.9,125.5,13.0
-61.70,17.90,31.2,126.1,12.6
-67.50,17.95,172.8,110.8,59.2
-67.45,17.95,161.1,110.3,58.5
-67.40,17.95,158.1,110.4,58.1
-67.35,17.95,155.2,110.2,57.6
-67.30,17.95,152.4,109.9,57.0
-67.25,17.95,149.6,109.5,56.4
-67.20,17.95,147.0,108.8,55.8
-67.15,17.95,144.6,108.0,55.2
-67.10,17.95,142.3,107.1,54.5
-67.05,17.95,140.3,106.0,53.8
-67.00,17.95,138.4,104.8,53.2
-66.95,17.95,136.7,103.5,52.6
-66.90,17.95,135.1,102.2,52.0
-66.85,17.95,133.8,100.9,51.4
-66.80,17.95,139.4,100.2,51.5
-66.75,17.95,138.3,99.0,51.0
-66.70,17.95,137.4,97.9,50.6
-66.65,17.95,136.6,96.8,50.2
-66.60,17.95,135.9,96.0,49.9
-66.55,17.95,135.3,95.3,49.6
-66.50,17.95,134.7,94.7,49.4
-66.45,17.95,134.3,94.3,49.2
-66.40,17.95,133.8,94.1,49.0
-66.35,17.95,133.4,94.1,48.8
-66.30,17.95,133.0,94.1,48.7
-66.25,17.95,132.5,94.2,48.5
-66.20,17.95,132.1,94.4,48.4
-66.15,17.95,131.6,94.7,48.3
-66.10,17.95,131.1,94.9,48.2
-66.05,17.95,130.6,95.2,48.1
-66.00,17.95,130.0,95.3,48.1
-65.95,17.95,129.5,95.5,48.0
-65.90,17.95,128.9,95.6,47.9
-65.85,17.95,128.3,95.6,47.9
-65.80,17.95,127.8,95.6,47.8
-65.75,17.95,127.2,95.5,47.7
-65.70,17.95,126.7,95.4,47.7
-65.65,17.95,126.1,95.3,47.6
-65.60,17.95,125.6,95.2,47.5
-65.55,17.95,125.1,95.2,47.5
-65.50,17.95,124.6,95.2,47.4
-65.45,17.95,124.0,95.2,47.3
-65.40,17.95,123.5,95.4,47.2
-65.35,17.95,123.0,95.7,47.1
-65.30,17.95,122.4,96.0,47.0
-65.25,17.95,121.8,96.5,46.9
-65.20,17.95,121.1,97.1,46.7
-65.15,17.95,120.4,97.7,46.6
-65.10,17.95,119.6,98.5,46.4
-65.05,17.95,118.7,99.3,46.3
-65.00,17.95,117.8,100.1,46.1
-64.95,17.95,116.8,101.0,46.0
-64.90,17.95,115.7,101.9,45.8
-64.85,17.95,114.6,102.8,45.6
-64.80,17.95,113.3,103.7,45.4
-64.75,17.95,112.0,104.6,45.2
-64.70,17.95,110.6,105.4,45.0
-64.65,17.95,109.2,106.2,44.8
-64.60,17.95,107.7,107.0,44.6
-64.55,17.95,106.2,107.7,44.3
-64.50,17.95,104.6,108.3,44.0
-64.45,17.95,103.0,108.9,43.8
-64.40,17.95,101.3,109.5,43.5
-64.35,17.95,99.6,110.1,43.2
-64.30,17.95,97.9,110.6,42.9
-64.25,17.95,96.1,111.1,42.5
-64.20,17.95,94.4,111.7,42.2
-64.15,17.95,92.6,112.2,41.8
-64.10,17.95,90.8,112.7,41.4
-64.05,17.95,89.0,113.2,41.0
-64.00,17.95,87.2,113.8,40.5
-63.95,17.95,85.4,114.3,40.0
-63.90,17.95,83.5,114.9,39.5
-63.85,17.95,81.7,115.4,38.9
-63.80,17.95,79.9,116.0,38.3
-63.75,17.95,78.0,116.5,37.7
-63.70,17.95,76.2,116.9,37.0
