UCERF3 finte-source catalog
 32.9138 -115.5747  -0.00000      3365279
 32.9066 -115.5683   0.00000      3365279
 32.8994 -115.5618   0.00000      3365279
 32.8922 -115.5554   0.00000      3365279
 32.8850 -115.5489   0.00000      3365279
 32.8778 -115.5425   0.00000      3365279
 32.8707 -115.5360   0.00000      3365279
 32.8635 -115.5296   0.00000      3365279
 32.8563 -115.5231   0.00000      3365279
 32.8491 -115.5167   0.00000      3365279
 32.8419 -115.5102   0.00000      3365279
 32.8347 -115.5038   0.00000      3365279
 32.8275 -115.4973   0.00000      3365279
 32.8203 -115.4909   0.00000      3365279
 32.8131 -115.4844   0.00000      3365279
 32.8060 -115.4780   0.00000      3365279
 32.7988 -115.4716   0.00000      3365279
 32.7916 -115.4651   0.00000      3365279
 32.7844 -115.4587   0.00000      3365279
 32.7772 -115.4522   0.00000      3365279
 32.7700 -115.4458   0.00000      3365279
 32.7628 -115.4394   0.00000      3365279
 32.7556 -115.4329   0.00000      3365279
 32.7484 -115.4265   0.00000      3365279
 32.7412 -115.4201   0.00000      3365279
 32.7340 -115.4136   0.00000      3365279
 32.7268 -115.4072   0.00000      3365279
 32.7196 -115.4008   0.00000      3365279
 32.7124 -115.3943   0.00000      3365279
 32.7052 -115.3879   0.00000      3365279
 32.6980 -115.3815   0.00000      3365279
 32.6908 -115.3751   0.00000      3365279
 32.6836 -115.3686   0.00000      3365279
 32.6765 -115.3622   0.00000      3365279
 32.6693 -115.3558   0.00000      3365279
 32.6621 -115.3494   0.00000      3365279
 32.6549 -115.3430   0.00000      3365279
 32.6477 -115.3365   0.00000      3365279
 32.6405 -115.3301   0.00000      3365279
 32.6333 -115.3237   0.00000      3365279
 32.6261 -115.3173   0.00000      3365279
 32.6189 -115.3109   0.00000      3365279
 32.6117 -115.3045   0.00000      3365279
 32.6045 -115.2980   0.00000      3365279
 32.5973 -115.2916   0.00000      3365279
 32.5901 -115.2852   0.00000      3365279
 32.5829 -115.2788   0.00000      3365279
 32.5757 -115.2724   0.00000      3365279
 32.5685 -115.2660   0.00000      3365279
 32.5613 -115.2596   0.00000      3365279
 32.5541 -115.2532   0.00000      3365279
 32.5468 -115.2468   0.00000      3365279
 32.5396 -115.2404   0.00000      3365279
 32.5324 -115.2340   0.00000      3365279
 32.5252 -115.2276   0.00000      3365279
 32.5180 -115.2212   0.00000      3365279
 32.5108 -115.2148   0.00000      3365279
 32.5036 -115.2084   0.00000      3365279
 32.4964 -115.2020   0.00000      3365279
 32.4892 -115.1956   0.00000      3365279
 32.4820 -115.1892   0.00000      3365279
 32.4748 -115.1828   0.00000      3365279
 32.4676 -115.1764   0.00000      3365279
 32.4604 -115.1700   0.00000      3365279
 32.9147 -115.5733   0.98462      3365279
 32.9075 -115.5668   0.98462      3365279
 32.9003 -115.5604   0.98462      3365279
 32.8931 -115.5539   0.98462      3365279
 32.8859 -115.5474   0.98462      3365279
 32.8788 -115.5410   0.98462      3365279
 32.8716 -115.5345   0.98462      3365279
 32.8644 -115.5281   0.98462      3365279
 32.8572 -115.5216   0.98462      3365279
 32.8500 -115.5152   0.98462      3365279
 32.8428 -115.5087   0.98462      3365279
 32.8356 -115.5023   0.98462      3365279
 32.8284 -115.4959   0.98462      3365279
 32.8212 -115.4894   0.98462      3365279
 32.8141 -115.4830   0.98462      3365279
 32.8069 -115.4765   0.98462      3365279
 32.7997 -115.4701   0.98462      3365279
 32.7925 -115.4636   0.98462      3365279
 32.7853 -115.4572   0.98462      3365279
 32.7781 -115.4508   0.98462      3365279
 32.7709 -115.4443   0.98462      3365279
 32.7637 -115.4379   0.98462      3365279
 32.7565 -115.4315   0.98462      3365279
