EARTHQUAKE RATE UNCERTAINTY BRANCHES 
RData file,rate-unc-GNMI-Crustal-v1-1916.RData
Calculation start and end,Fri Feb 27 15:22:59 2026,Fri Feb 27 15:30:03 2026
Region name,GNMI-Crustal
Version,v1-1916
Catalog type,Prob
b mean,1.22
b sigma,0.05
max n sigma b,3
delta,
M1,5
Mmax,
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
default M sigma,0.2
max n sigma M,3
nsamples,1e+05
Magnitude corrections are recomputed 
catalog,gnmi-nshm-crustal-probT.RData from gnmi_nshm_separated-DefaultBuffer.csv with outputprob= TRUE class= crustal-or
n epochs,5
t start,t end,Mc
1916,1964,6.2
1964,1973,6
1973,1994.5,5.3
1994.5,2010,5.1
2010,2025,5.8
type of rate model,average
epoch weights,0.440367,0.08256881,0.1972477,0.1422018,0.1376147
BRANCHES
Note: all rates are cumulative
Note: calculations assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,5.05,1.22
0.025,2.58,1.32
0.16,3.43,1.27
0.5,4.65,1.22
0.84,6.44,1.17
0.975,10.1,1.12
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,5.05,1.22
0.025,2.58,1.24
0.16,3.43,1.23
0.5,4.65,1.22
0.84,6.44,1.21
0.975,10.1,1.21
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,6107.5,2050.9,3219,5229,8726.7,15259
2.6,4590.9,1577.5,2452.5,3946.6,6525.7,11333
2.7,3451.4,1212.2,1869.7,2979.3,4880.8,8411.7
2.8,2595,931.86,1424.6,2248.9,3649.2,6254
2.9,1951.4,715.79,1085.7,1697.1,2730.9,4652.2
3,1467.6,549.01,827,1280.8,2043.4,3457
3.1,1103.9,421.33,629.8,967.12,1529.6,2570.1
3.2,830.4,323.5,479.76,730.24,1146.4,1912.8
3.3,624.76,248.42,365.2,551.25,858.24,1424.4
3.4,470.1,190.59,278.05,416.16,642.46,1061
3.5,353.77,146.15,211.53,314.22,481.22,790.78
3.6,266.26,112.08,160.99,237.19,360.19,589.16
3.7,200.43,85.913,122.48,179.07,269.68,439.89
3.8,150.89,65.778,93.154,135.22,202.11,327.61
3.9,113.61,50.39,70.851,102.09,151.51,244.51
4,85.55,38.601,53.884,77.078,113.54,182.4
4.1,64.43,29.514,40.958,58.211,85.114,136.17
4.2,48.53,22.562,31.139,43.951,63.834,101.79
4.3,36.558,17.252,23.643,33.189,47.872,76.135
4.4,27.543,13.18,17.959,25.06,35.912,57.011
4.5,20.754,10.057,13.645,18.919,26.94,42.668
4.6,15.64,7.6769,10.36,14.284,20.229,31.896
4.7,11.788,5.8555,7.8607,10.787,15.192,23.921
4.8,8.8859,4.4596,5.965,8.1478,11.405,17.948
4.9,6.699,3.395,4.5254,6.157,8.5621,13.445
5,5.051,2.583,3.4309,4.6484,6.4378,10.108
5.1,3.8089,1.962,2.6006,3.5099,4.8375,7.5991
5.2,2.8726,1.4888,1.9708,2.6508,3.6367,5.7118
5.3,2.1668,1.1298,1.4921,2.0023,2.7355,4.293
5.4,1.6346,0.85749,1.1299,1.5126,2.0606,3.234
5.5,1.2332,0.64978,0.85474,1.1428,1.5517,2.4388
5.6,0.93056,0.4922,0.64671,0.8636,1.1692,1.8375
5.7,0.70226,0.37217,0.48941,0.65243,0.88095,1.3859
5.8,0.53004,0.28141,0.37009,0.49292,0.66449,1.0447
5.9,0.40011,0.2124,0.27956,0.37231,0.50121,0.78767
6,0.30206,0.16029,0.21117,0.28122,0.37832,0.59495
6.1,0.22808,0.12083,0.15946,0.21234,0.28572,0.44852
6.2,0.17223,0.090904,0.12027,0.16039,0.21595,0.33963
6.3,0.13008,0.068392,0.09071,0.12113,0.16331,0.25644
6.4,0.098254,0.051346,0.068385,0.09153,0.12348,0.19381
6.5,0.074225,0.03858,0.051545,0.06913,0.093413,0.14657
6.6,0.05608,0.028971,0.038822,0.052226,0.070721,0.11107
6.7,0.042376,0.021706,0.029222,0.039451,0.053596,0.084127
6.8,0.032025,0.016278,0.02198,0.029806,0.040609,0.0638
6.9,0.024206,0.012189,0.016539,0.022519,0.030807,0.048314
7,0.018298,0.0091191,0.012436,0.017008,0.023384,0.036614
7.1,0.013833,0.0068275,0.0093489,0.012845,0.017748,0.027801
7.2,0.01046,0.0051037,0.0070313,0.0097071,0.013476,0.021098
7.3,0.0079099,0.0038136,0.0052826,0.0073313,0.010232,0.016002
7.4,0.0059824,0.0028468,0.0039692,0.0055365,0.0077716,0.012164
7.5,0.0045252,0.0021254,0.0029804,0.0041825,0.0059048,0.0092463
7.6,0.0034233,0.0015868,0.0022366,0.0031603,0.0044915,0.0070326
7.7,0.0025901,0.0011828,0.0016782,0.0023868,0.0034158,0.0053481
7.8,0.0019599,0.00088159,0.0012588,0.0018032,0.0025994,0.0040654
7.9,0.0014833,0.00065714,0.00094399,0.0013614,0.0019775,0.0030953
8,0.0011227,0.00048896,0.00070807,0.0010284,0.0015053,0.0023542
8.1,0.00084987,0.00036391,0.00053113,0.00077681,0.0011449,0.0017985
8.2,0.00064343,0.00027089,0.00039799,0.00058672,0.00087239,0.0013701
8.3,0.0004872,0.00020131,0.00029799,0.00044318,0.00066422,0.0010442
8.4,0.00036895,0.00014982,0.0002233,0.00033466,0.00050581,0.00079656
8.5,0.00027943,0.00011135,0.00016723,0.00025279,0.00038544,0.000609
8.6,0.00021166,8.2692e-05,0.00012525,0.00019093,0.00029367,0.00046547
8.7,0.00016035,6.1412e-05,9.3795e-05,0.00014419,0.0002236,0.00035591
8.8,0.00012149,4.5568e-05,7.027e-05,0.00010895,0.00017035,0.00027197
8.9,9.2064e-05,3.3864e-05,5.2613e-05,8.2289e-05,0.00012977,0.00020789
9,6.9772e-05,2.5118e-05,3.9378e-05,6.2147e-05,9.8945e-05,0.0001591
9.1,5.2884e-05,1.8639e-05,2.9494e-05,4.693e-05,7.5427e-05,0.00012182
9.2,4.0089e-05,1.3816e-05,2.2072e-05,3.5434e-05,5.7491e-05,9.3294e-05
9.3,3.0394e-05,1.0259e-05,1.6513e-05,2.6767e-05,4.3811e-05,7.1526e-05
9.4,2.3046e-05,7.6157e-06,1.2366e-05,2.0226e-05,3.3389e-05,5.4885e-05
9.5,1.7477e-05,5.6518e-06,9.2503e-06,1.5281e-05,2.5447e-05,4.2067e-05
9.6,1.3255e-05,4.195e-06,6.9202e-06,1.1544e-05,1.9392e-05,3.23e-05
9.7,1.0055e-05,3.1051e-06,5.1782e-06,8.719e-06,1.4789e-05,2.4803e-05
