segment Florida
27.895 -82.487
27.894 -82.487
27.886 -82.488
27.883 -82.488
27.881 -82.488
27.865 -82.488
27.864 -82.488
27.853 -82.48
27.847 -82.472
27.843 -82.469
27.823 -82.472
27.821 -82.475
27.823 -82.49
27.828 -82.511
27.84 -82.537
27.848 -82.554
27.863 -82.553
27.865 -82.539
27.867 -82.536
27.871 -82.533
27.878 -82.53
27.885 -82.539
27.891 -82.543
27.894 -82.542
27.898 -82.536
27.904 -82.531
27.908 -82.532
27.915 -82.532
27.922 -82.533
27.923 -82.533
27.933 -82.534
27.936 -82.535
27.945 -82.539
27.949 -82.541
27.961 -82.549
27.967 -82.554
27.967 -82.558
27.968 -82.562
27.971 -82.589
27.97 -82.62
27.966 -82.649
27.959 -82.71
27.958 -82.717
27.956 -82.72
27.956 -82.721
27.955 -82.721
27.951 -82.723
27.949 -82.724
27.948 -82.724
27.946 -82.723
27.94 -82.721
27.937 -82.72
27.936 -82.72
27.928 -82.71
27.928 -82.706
27.925 -82.695
27.925 -82.692
27.916 -82.685
27.913 -82.671
27.91 -82.628
27.907 -82.631
27.904 -82.634
27.891 -82.632
27.874 -82.61
27.884 -82.568
27.867 -82.567
27.858 -82.567
27.858 -82.598
27.843 -82.595
27.836 -82.589
27.824 -82.588
27.817 -82.587
27.807 -82.598
27.8 -82.607
27.799 -82.607
27.788 -82.616
27.785 -82.618
27.78 -82.623
27.778 -82.623
27.772 -82.625
27.769 -82.626
27.756 -82.63
27.754 -82.631
27.743 -82.628
27.733 -82.625
27.727 -82.626
27.72 -82.629
27.711 -82.634
27.704 -82.64
27.703 -82.641
27.702 -82.646
27.7 -82.653
27.702 -82.663
27.706 -82.672
27.706 -82.677
27.696 -82.679
27.695 -82.679
27.7 -82.694
27.699 -82.714
27.694 -82.717
27.692 -82.719
27.671 -82.723
27.664 -82.722
27.651 -82.716
27.65 -82.715
27.647 -82.713
27.645 -82.709
27.639 -82.698
27.625 -82.705
27.613 -82.733
27.617 -82.737
27.623 -82.737
27.636 -82.739
27.637 -82.739
27.649 -82.739
27.678 -82.738
27.705 -82.738
27.707 -82.738
27.718 -82.74
27.724 -82.743
27.731 -82.746
27.736 -82.754
27.738 -82.755
27.739 -82.756
27.745 -82.761
27.763 -82.768
27.768 -82.77
27.783 -82.783
27.784 -82.783
27.79 -82.788
27.792 -82.79
27.796 -82.796
27.804 -82.807
27.814 -82.82
27.821 -82.828
27.822 -82.829
27.837 -82.837
27.844 -82.841
27.849 -82.844
27.854 -82.847
27.857 -82.847
27.863 -82.849
27.872 -82.85
27.886 -82.851
27.9 -82.849
27.91 -82.848
27.925 -82.844
27.937 -82.841
27.962 -82.831
27.96 -82.825
27.957 -82.822
27.937 -82.829
27.931 -82.831
27.91 -82.838
27.909 -82.838
27.909 -82.834
27.909 -82.832
27.917 -82.827
27.923 -82.824
27.927 -82.821
27.93 -82.819
27.953 -82.809
27.96 -82.805
27.961 -82.805
27.966 -82.804
27.99 -82.798
27.998 -82.796
28.005 -82.794
28.011 -82.793
28.024 -82.793
28.032 -82.793
28.038 -82.79
28.051 -82.785
28.056 -82.783
28.076 -82.783
28.106 -82.784
28.109 -82.784
28.123 -82.782
28.127 -82.781
28.128 -82.781
28.13 -82.782
28.143 -82.786
28.145 -82.787
28.152 -82.791
28.152 -82.799
28.155 -82.808
28.172 -82.805
28.173 -82.805
28.176 -82.803
28.177 -82.803
28.185 -82.799
28.187 -82.798
28.188 -82.798
28.199 -82.785
28.208 -82.775
28.211 -82.772
28.213 -82.769
28.219 -82.763
28.22 -82.764
28.244 -82.764
28.246 -82.763
28.254 -82.759
28.256 -82.756
28.259 -82.75
28.261 -82.746
28.266 -82.744
28.286 -82.736
28.287 -82.735
28.292 -82.733
28.3 -82.735
28.325 -82.731
28.342 -82.719
28.342 -82.718
28.344 -82.717
28.346 -82.716
28.349 -82.715
28.353 -82.712
28.361 -82.709
28.368 -82.706
28.372 -82.706
28.374 -82.706
28.401 -82.706
28.41 -82.702
28.42 -82.697
28.428 -82.684
28.433 -82.679
28.434 -82.678
28.442 -82.675
28.457 -82.68
28.465 -82.672
28.469 -82.671
28.481 -82.666
28.484 -82.665
28.486 -82.665
28.489 -82.664
28.492 -82.665
28.495 -82.666
28.497 -82.666
28.5 -82.67
28.501 -82.67
28.511 -82.67
28.52 -82.669
28.528 -82.668
28.53 -82.664
28.532 -82.663
28.545 -82.657
28.55 -82.662
28.554 -82.662
28.568 -82.657
28.575 -82.656
28.577 -82.656
28.578 -82.656
28.591 -82.654
28.607 -82.664
28.624 -82.657
28.637 -82.659
28.668 -82.654
28.694 -82.646
28.698 -82.645
28.706 -82.653
28.712 -82.656
28.719 -82.653
28.728 -82.656
28.737 -82.662
28.747 -82.651
28.758 -82.648
28.767 -82.645
28.783 -82.643
28.79 -82.643
28.796 -82.649
28.805 -82.65
28.831 -82.653
28.837 -82.646
28.843 -82.639
28.86 -82.643
28.876 -82.64
28.881 -82.642
28.889 -82.645
28.899 -82.656
28.9 -82.673
28.906 -82.689
28.917 -82.695
28.933 -82.703
28.936 -82.709
28.954 -82.724
28.961 -82.728
28.974 -82.736
28.996 -82.738
28.993 -82.759
28.993 -82.761
29 -82.764
29.007 -82.759
29.026 -82.754
29.053 -82.759
29.054 -82.76
29.063 -82.78
29.065 -82.783
29.074 -82.781
29.076 -82.817
29.099 -82.824
29.105 -82.809
29.105 -82.801
29.111 -82.799
29.115 -82.799
29.13 -82.806
29.147 -82.805
29.158 -82.827
29.162 -82.858
29.162 -82.86
29.162 -82.887
29.168 -82.914
29.169 -82.918
29.17 -82.923
29.169 -82.925
29.168 -82.932
29.168 -82.945
29.169 -82.954
29.169 -82.959
29.171 -82.975
29.172 -82.98
29.177 -82.985
29.179 -82.986
29.18 -82.987
29.18 -82.988
29.181 -82.992
29.178 -82.996
29.151 -83.018
29.146 -83.019
29.145 -83.019
29.141 -83.019
29.136 -83.027
29.134 -83.03
29.134 -83.031
29.133 -83.038
29.131 -83.053
29.146 -83.057
29.153 -83.068
29.157 -83.067
29.16 -83.065
29.171 -83.061
29.176 -83.061
29.184 -83.065
29.197 -83.079
29.216 -83.088
29.248 -83.075
29.255 -83.077
29.267 -83.089
29.269 -83.107
29.279 -83.126
29.283 -83.128
29.289 -83.146
29.29 -83.15
29.288 -83.157
29.287 -83.161
29.289 -83.166
29.29 -83.17
29.306 -83.174
29.314 -83.177
29.328 -83.178
29.329 -83.177
29.345 -83.176
29.346 -83.177
29.363 -83.19
29.374 -83.201
29.394 -83.202
29.4 -83.206
29.414 -83.214
29.416 -83.216
29.42 -83.218
29.428 -83.231
29.431 -83.237
29.433 -83.241
29.436 -83.264
29.432 -83.272
29.437 -83.291
29.437 -83.292
29.438 -83.295
29.439 -83.295
29.442 -83.297
29.46 -83.307
29.469 -83.308
29.476 -83.312
29.477 -83.323
29.476 -83.331
29.489 -83.35
29.5 -83.357
29.5 -83.37
29.504 -83.379
29.513 -83.384
29.517 -83.4
29.519 -83.401
29.523 -83.402
29.533 -83.4
29.547 -83.401
29.556 -83.403
29.561 -83.403
29.566 -83.404
29.578 -83.405
29.596 -83.405
29.613 -83.399
29.639 -83.404
29.641 -83.404
29.644 -83.405
29.651 -83.407
29.667 -83.412
29.668 -83.413
29.671 -83.415
29.677 -83.435
29.677 -83.436
29.677 -83.445
29.675 -83.448
29.676 -83.455
29.678 -83.458
29.688 -83.479
29.69 -83.483
29.699 -83.484
29.706 -83.492
29.708 -83.493
29.708 -83.494
29.711 -83.5
29.713 -83.505
29.716 -83.513
29.717 -83.513
29.717 -83.516
29.719 -83.521
29.722 -83.535
29.723 -83.538
29.727 -83.542
29.732 -83.547
29.743 -83.555
29.761 -83.566
29.768 -83.579
29.772 -83.581
29.776 -83.585
29.785 -83.586
29.787 -83.583
29.792 -83.582
29.812 -83.586
29.828 -83.595
29.836 -83.605
29.842 -83.619
29.857 -83.625
29.858 -83.625
29.867 -83.629
29.871 -83.631
29.886 -83.638
29.895 -83.653
29.897 -83.656
29.9 -83.66
29.9 -83.661
29.906 -83.667
29.919 -83.679
29.919 -83.68
29.924 -83.686
29.937 -83.713
29.938 -83.716
29.947 -83.735
29.958 -83.757
29.959 -83.76
29.97 -83.777
29.977 -83.789
29.977 -83.792
29.978 -83.797
29.979 -83.799
29.979 -83.8
29.98 -83.811
29.983 -83.829
29.987 -83.833
29.988 -83.835
29.99 -83.837
29.992 -83.839
29.995 -83.843
29.996 -83.843
29.998 -83.845
30 -83.85
30.013 -83.878
30.019 -83.89
30.025 -83.901
30.029 -83.91
30.03 -83.913
30.034 -83.921
30.039 -83.93
30.039 -83.932
30.041 -83.934
30.044 -83.932
30.046 -83.933
30.059 -83.951
30.065 -83.959
30.065 -83.96
30.07 -83.968
30.072 -83.971
30.074 -83.976
30.076 -83.978
30.081 -83.987
30.084 -83.991
30.084 -83.992
30.096 -84.001
30.102 -84.022
30.103 -84.023
30.103 -84.024
30.103 -84.036
30.103 -84.04
30.103 -84.049
30.103 -84.052
30.101 -84.063
30.1 -84.066
30.099 -84.068
30.097 -84.072
30.096 -84.076
30.092 -84.083
30.092 -84.087
30.095 -84.094
30.095 -84.095
30.094 -84.103
30.091 -84.106
30.085 -84.114
30.091 -84.125
30.083 -84.136
30.081 -84.141
30.073 -84.157
30.071 -84.168
30.073 -84.179
30.083 -84.192
30.084 -84.193
30.088 -84.199
30.088 -84.202
30.086 -84.203
30.085 -84.208
30.085 -84.212
30.086 -84.235
30.086 -84.237
30.093 -84.246
30.101 -84.247
30.104 -84.256
30.098 -84.269
30.092 -84.273
30.083 -84.274
30.076 -84.27
30.075 -84.27
30.068 -84.271
30.06 -84.277
30.058 -84.288
30.057 -84.29
30.057 -84.298
30.058 -84.298
30.067 -84.311
30.069 -84.315
30.064 -84.342
30.06 -84.354
30.058 -84.359
30.031 -84.364
30.03 -84.365
30.025 -84.366
30.013 -84.365
29.988 -84.362
29.985 -84.36
29.984 -84.348
29.975 -84.343
29.961 -84.341
29.96 -84.341
29.946 -84.339
29.943 -84.337
29.933 -84.335
29.924 -84.334
29.913 -84.336
29.9 -84.343
29.899 -84.344
29.897 -84.349
29.894 -84.372
29.893 -84.379
29.901 -84.405
29.903 -84.424
29.906 -84.434
29.914 -84.444
29.929 -84.452
29.925 -84.47
29.914 -84.495
29.917 -84.512
29.91 -84.536
29.901 -84.553
29.897 -84.56
29.889 -84.576
29.888 -84.577
29.876 -84.603
29.87 -84.61
29.868 -84.613
29.847 -84.648
29.843 -84.652
29.838 -84.656
29.834 -84.656
29.833 -84.66
29.832 -84.662
29.832 -84.663
29.829 -84.67
29.831 -84.684
29.829 -84.692
29.807 -84.73
29.789 -84.756
29.789 -84.763
29.758 -84.824
29.756 -84.837
29.752 -84.846
29.746 -84.859
29.743 -84.867
29.742 -84.868
29.734 -84.882
29.723 -84.888
29.722 -84.888
29.723 -84.892
29.723 -84.893
29.731 -84.899
29.736 -84.902
29.756 -84.89
29.769 -84.88
29.773 -84.877
29.78 -84.886
29.785 -84.894
29.786 -84.904
29.783 -84.915
29.773 -84.921
29.75 -84.938
29.745 -84.946
29.745 -84.947
29.742 -84.964
29.728 -84.969
29.727 -84.969
29.721 -84.977
29.72 -84.98
29.715 -84.993
29.714 -85.003
29.714 -85.004
29.711 -85.037
29.719 -85.072
29.719 -85.102
29.716 -85.121
29.708 -85.153
29.7 -85.177
29.695 -85.217
29.694 -85.227
29.681 -85.26
29.684 -85.291
29.681 -85.319
29.672 -85.343
29.672 -85.344
29.671 -85.344
29.667 -85.348
29.655 -85.345
29.66 -85.353
29.681 -85.369
29.698 -85.38
29.72 -85.389
29.727 -85.392
29.74 -85.398
29.8 -85.414
29.829 -85.418
29.843 -85.417
29.853 -85.414
29.866 -85.406
29.871 -85.392
29.859 -85.399
29.83 -85.405
29.802 -85.406
29.762 -85.396
29.71 -85.378
29.694 -85.364
29.685 -85.354
29.685 -85.345
29.691 -85.318
29.698 -85.311
29.773 -85.304
29.776 -85.304
29.79 -85.302
29.792 -85.302
29.793 -85.302
29.797 -85.301
29.799 -85.302
29.808 -85.303
29.811 -85.305
29.814 -85.311
29.821 -85.314
29.822 -85.315
29.828 -85.315
29.831 -85.315
29.832 -85.313
29.839 -85.317
29.84 -85.319
29.845 -85.325
29.846 -85.332
29.849 -85.337
29.872 -85.347
29.899 -85.364
29.911 -85.375
29.918 -85.382
29.921 -85.385
29.922 -85.386
29.924 -85.389
29.937 -85.403
29.938 -85.405
29.94 -85.407
29.95 -85.426
29.951 -85.431
29.956 -85.448
29.96 -85.46
29.958 -85.467
29.958 -85.469
29.958 -85.472
29.961 -85.488
29.971 -85.509
29.993 -85.538
29.996 -85.541
29.997 -85.542
29.999 -85.544
30.012 -85.558
30.024 -85.57
30.026 -85.572
30.029 -85.574
30.038 -85.581
30.046 -85.584
30.056 -85.588
30.056 -85.591
30.056 -85.6
30.056 -85.601
30.059 -85.606
30.065 -85.618
30.066 -85.619
30.071 -85.631
30.073 -85.637
30.074 -85.638
30.078 -85.652
30.078 -85.653
30.081 -85.66
30.097 -85.697
30.115 -85.724
30.118 -85.73
30.12 -85.732
30.133 -85.746
30.137 -85.75
30.139 -85.753
30.143 -85.759
30.154 -85.772
30.154 -85.773
30.156 -85.775
30.16 -85.782
30.165 -85.79
30.172 -85.801
30.178 -85.811
30.186 -85.826
30.193 -85.838
30.199 -85.849
30.21 -85.868
30.211 -85.87
30.216 -85.878
30.223 -85.893
30.227 -85.902
30.233 -85.912
30.236 -85.919
30.238 -85.923
30.239 -85.924
30.269 -85.996
30.27 -85.998
30.271 -86
30.274 -86.008
30.304 -86.09
30.34 -86.21
30.344 -86.223
30.345 -86.227
30.345 -86.229
30.363 -86.299
30.366 -86.317
30.374 -86.359
30.375 -86.364
30.375 -86.368
30.376 -86.375
30.379 -86.397
30.38 -86.407
30.38 -86.412
30.38 -86.413
30.384 -86.471
30.382 -86.506
30.383 -86.512
30.387 -86.529
30.396 -86.633
30.392 -86.751
30.392 -86.753
30.386 -86.8
30.381 -86.851
30.379 -86.862
30.376 -86.884
30.372 -86.91
30.371 -86.915
30.371 -86.919
30.336 -87.108
30.328 -87.155
30.326 -87.167
30.323 -87.192
30.321 -87.206
30.321 -87.209
30.315 -87.268
30.319 -87.283
30.324 -87.295
30.321 -87.307
30.318 -87.32
30.316 -87.33
30.313 -87.35
30.304 -87.391
30.297 -87.42
30.28 -87.518
30.284 -87.518
30.287 -87.505
30.288 -87.5
30.3 -87.452
30.311 -87.45
30.31 -87.456
30.308 -87.46
30.308 -87.463
30.308 -87.464
30.308 -87.465
30.308 -87.466
30.308 -87.469
30.308 -87.476
30.307 -87.478
30.306 -87.482
30.305 -87.484
30.305 -87.495
30.307 -87.503
30.309 -87.505
30.312 -87.506
30.319 -87.506
30.324 -87.505
30.327 -87.503
30.329 -87.5
30.331 -87.492
30.331 -87.477
30.331 -87.476
30.332 -87.475
30.333 -87.467
30.333 -87.465
30.334 -87.463
30.336 -87.461
30.336 -87.46
30.344 -87.452
30.346 -87.451
30.36 -87.452
30.363 -87.452
30.365 -87.452
30.367 -87.451
30.37 -87.449
30.376 -87.442
30.381 -87.439
30.382 -87.439
30.386 -87.441
30.387 -87.441
30.388 -87.441
30.389 -87.441
30.391 -87.441
30.396 -87.437
30.397 -87.434
30.403 -87.432
30.406 -87.43
30.409 -87.426
30.41 -87.423
30.41 -87.419
30.409 -87.413
30.409 -87.412
30.409 -87.41
30.409 -87.409
30.41 -87.404
30.41 -87.403
30.411 -87.402
30.415 -87.399
30.418 -87.396
30.42 -87.386
30.422 -87.384
30.423 -87.382
30.43 -87.371
30.433 -87.369
30.433 -87.368
30.434 -87.368
30.435 -87.368
30.437 -87.367
30.44 -87.367
30.445 -87.369
30.447 -87.371
30.449 -87.378
30.45 -87.38
30.45 -87.381
30.452 -87.392
30.451 -87.397
30.451 -87.4
30.453 -87.405
30.456 -87.408
30.457 -87.415
30.466 -87.425
30.471 -87.43
30.477 -87.431
30.478 -87.432
30.479 -87.435
30.48 -87.436
30.485 -87.433
30.491 -87.431
30.496 -87.431
30.505 -87.438
30.507 -87.44
30.507 -87.443
30.507 -87.445
30.51 -87.448
30.512 -87.448
30.513 -87.447
30.514 -87.447
30.514 -87.445
30.515 -87.445
30.52 -87.446
30.522 -87.446
30.523 -87.446
30.527 -87.447
30.549 -87.435
30.55 -87.435
30.55 -87.431
30.554 -87.428
30.56 -87.426
30.561 -87.423
30.56 -87.422
30.561 -87.421
30.562 -87.419
30.566 -87.417
30.568 -87.417
30.57 -87.419
30.57 -87.418
30.572 -87.416
30.573 -87.415
30.573 -87.413
30.574 -87.412
30.577 -87.411
30.584 -87.409
30.6 -87.407
30.603 -87.405
30.604 -87.401
30.606 -87.399
30.609 -87.397
30.615 -87.395
30.616 -87.395
30.617 -87.396
30.618 -87.396
30.623 -87.396
30.625 -87.394
30.627 -87.394
30.631 -87.394
30.638 -87.395
30.644 -87.396
30.648 -87.397
30.65 -87.396
30.654 -87.397
30.655 -87.398
30.657 -87.4
30.657 -87.401
30.667 -87.406
30.672 -87.407
30.674 -87.407
30.675 -87.407
30.678 -87.413
30.68 -87.42
30.683 -87.425
30.689 -87.43
30.689 -87.436
30.69 -87.44
30.691 -87.44
30.691 -87.441
30.693 -87.442
30.695 -87.444
30.699 -87.449
30.7 -87.451
30.698 -87.457
30.701 -87.466
30.702 -87.468
30.705 -87.47
30.707 -87.474
30.713 -87.48
30.715 -87.48
30.717 -87.481
30.719 -87.487
30.72 -87.497
30.72 -87.498
30.722 -87.502
30.726 -87.505
30.734 -87.512
30.738 -87.524
30.743 -87.533
30.75 -87.535
30.755 -87.535
30.761 -87.537
30.763 -87.537
30.768 -87.542
30.772 -87.546
30.774 -87.545
30.779 -87.545
30.786 -87.552
30.787 -87.553
30.787 -87.555
30.79 -87.559
30.792 -87.56
30.796 -87.564
30.799 -87.568
30.801 -87.572
30.808 -87.577
30.812 -87.582
30.815 -87.588
30.817 -87.594
30.821 -87.6
30.825 -87.602
30.829 -87.604
30.831 -87.606
30.833 -87.611
30.835 -87.616
30.837 -87.615
30.84 -87.617
30.846 -87.624
30.846 -87.626
30.848 -87.627
30.852 -87.626
30.854 -87.625
30.857 -87.626
30.86 -87.628
30.866 -87.635
30.878 -87.63
30.88 -87.629
30.885 -87.624
30.885 -87.622
30.887 -87.621
30.89 -87.621
30.894 -87.623
30.898 -87.622
30.899 -87.621
30.901 -87.616
30.904 -87.615
30.909 -87.614
30.915 -87.612
30.917 -87.61
30.922 -87.608
30.924 -87.608
30.934 -87.603
30.937 -87.601
30.939 -87.598
30.941 -87.597
30.951 -87.592
30.964 -87.589
30.969 -87.591
30.973 -87.593
30.976 -87.594
30.978 -87.594
30.98 -87.593
30.983 -87.593
30.988 -87.597
30.996 -87.599
30.997 -87.599
30.998 -87.571
30.998 -87.549
30.998 -87.52
30.998 -87.489
30.998 -87.484
30.998 -87.48
30.998 -87.479
30.998 -87.467
30.998 -87.462
30.998 -87.459
30.998 -87.456
30.998 -87.45
30.998 -87.432
30.998 -87.426
30.998 -87.368
30.998 -87.364
30.998 -87.356
30.998 -87.348
30.998 -87.334
30.998 -87.312
30.998 -87.304
30.998 -87.302
30.998 -87.297
30.998 -87.291
30.998 -87.289
30.998 -87.266
30.998 -87.261
30.998 -87.26
30.998 -87.258
30.998 -87.257
30.998 -87.256
30.998 -87.255
30.998 -87.249
30.996 -87.238
30.997 -87.225
30.999 -87.163
31 -87.141
30.999 -87.125
30.999 -87.119
30.999 -87.115
30.999 -87.069
30.999 -87.064
30.999 -87.054
31 -87.04
30.999 -87.036
30.999 -87.027
30.999 -87.004
30.999 -86.998
30.998 -86.928
30.998 -86.912
30.998 -86.906
30.998 -86.888
30.998 -86.873
30.997 -86.832
30.997 -86.83
30.997 -86.786
30.996 -86.745
30.997 -86.728
30.997 -86.727
30.997 -86.725
30.995 -86.706
30.995 -86.678
30.995 -86.665
30.995 -86.568
30.995 -86.563
30.994 -86.543
30.993 -86.52
30.994 -86.513
30.993 -86.5
30.994 -86.458
30.994 -86.455
30.994 -86.405
30.994 -86.392
30.994 -86.389
30.994 -86.375
30.994 -86.369
30.994 -86.365
30.994 -86.323
30.994 -86.316
30.994 -86.309
30.994 -86.305
30.994 -86.296
30.994 -86.289
30.994 -86.256
30.994 -86.238
30.994 -86.18
30.994 -86.175
30.994 -86.169
30.994 -86.163
30.993 -86.117
30.993 -86.056
30.993 -86.052
segment Florida
29.707 -84.777
29.739 -84.73
29.749 -84.717
29.77 -84.697
29.765 -84.694
29.762 -84.695
29.741 -84.714
29.7 -84.765
29.692 -84.777
29.682 -84.799
29.671 -84.834
29.665 -84.854
29.652 -84.885
29.613 -84.958
29.589 -85.036
29.587 -85.051
29.592 -85.055
29.605 -85.069
29.619 -85.089
29.622 -85.095
29.625 -85.097
29.628 -85.095
29.61 -85.067
29.6 -85.038
29.597 -85.023
29.604 -85.017
29.61 -84.988
29.617 -84.968
29.637 -84.933
29.645 -84.926
29.649 -84.92
29.657 -84.896
29.673 -84.862
29.687 -84.813
29.699 -84.798
29.707 -84.777
segment Florida
29.68 -85.156
29.684 -85.137
29.687 -85.135
29.689 -85.114
29.685 -85.094
29.679 -85.084
29.671 -85.077
29.649 -85.091
29.633 -85.097
29.628 -85.125
29.635 -85.143
29.65 -85.163
29.664 -85.185
29.673 -85.204
29.676 -85.214
29.678 -85.222
29.678 -85.223
29.68 -85.22
29.682 -85.209
29.683 -85.185
29.682 -85.169
29.68 -85.156
segment Florida
28.006 -82.822
28.002 -82.822
27.992 -82.817
27.983 -82.816
27.974 -82.815
27.97 -82.818
27.964 -82.822
27.968 -82.83
27.978 -82.83
27.989 -82.829
28.016 -82.829
28.02 -82.829
28.031 -82.823
28.045 -82.823
28.053 -82.826
28.063 -82.832
28.073 -82.836
28.082 -82.833
28.085 -82.831
28.084 -82.826
28.068 -82.823
28.058 -82.818
28.037 -82.813
28.013 -82.815
28.008 -82.821
28.006 -82.822
segment Florida
26.61 -82.229
26.636 -82.239
26.654 -82.249
26.673 -82.263
26.683 -82.268
26.686 -82.267
26.698 -82.264
26.703 -82.256
26.708 -82.255
26.706 -82.247
26.694 -82.243
26.689 -82.246
26.683 -82.247
26.662 -82.237
26.626 -82.218
26.611 -82.216
26.603 -82.214
26.56 -82.197
26.554 -82.195
26.545 -82.192
26.538 -82.19
26.528 -82.187
26.524 -82.186
26.518 -82.184
26.502 -82.178
26.499 -82.175
26.499 -82.174
26.494 -82.17
26.49 -82.166
26.48 -82.153
26.478 -82.149
26.477 -82.132
26.474 -82.12
26.455 -82.088
26.466 -82.077
26.47 -82.063
26.467 -82.056
26.457 -82.038
26.457 -82.036
26.457 -82.035
26.455 -82.016
26.454 -82.014
26.452 -82.014
26.449 -82.019
26.438 -82.04
26.425 -82.063
26.422 -82.075
26.422 -82.08
26.422 -82.083
26.425 -82.098
26.431 -82.112
26.436 -82.127
26.455 -82.149
26.468 -82.173
26.472 -82.177
26.476 -82.181
26.481 -82.183
26.489 -82.186
26.518 -82.193
26.526 -82.195
26.535 -82.197
26.549 -82.2
26.553 -82.201
26.554 -82.201
26.556 -82.201
26.567 -82.206
26.59 -82.222
26.61 -82.229
segment Florida
25.393 -80.25
25.396 -80.248
25.399 -80.246
25.401 -80.241
25.403 -80.236
25.405 -80.23
25.406 -80.226
25.408 -80.224
25.411 -80.219
25.417 -80.214
25.425 -80.211
25.429 -80.209
25.434 -80.207
25.459 -80.199
25.473 -80.192
25.486 -80.19
25.492 -80.191
25.495 -80.192
25.497 -80.191
25.503 -80.19
25.504 -80.19
25.508 -80.189
25.519 -80.179
25.518 -80.175
25.483 -80.174
25.469 -80.184
25.412 -80.204
25.397 -80.222
25.37 -80.234
25.368 -80.235
25.362 -80.238
25.352 -80.24
25.35 -80.24
25.347 -80.24
25.343 -80.249
25.343 -80.25
25.342 -80.251
25.336 -80.255
25.333 -80.257
25.325 -80.26
25.321 -80.268
25.32 -80.268
25.319 -80.269
25.318 -80.269
25.311 -80.273
25.31 -80.274
25.3 -80.279
25.283 -80.288
25.276 -80.293
25.276 -80.294
25.271 -80.297
25.258 -80.308
25.253 -80.31
25.191 -80.351
25.189 -80.352
25.185 -80.354
25.184 -80.354
25.182 -80.353
25.179 -80.353
25.172 -80.351
25.169 -80.35
25.163 -80.353
25.161 -80.355
25.156 -80.357
25.154 -80.359
25.153 -80.359
25.138 -80.372
25.137 -80.372
25.133 -80.375
25.13 -80.377
25.128 -80.38
25.109 -80.4
25.104 -80.41
25.102 -80.414
25.101 -80.416
25.1 -80.419
25.099 -80.42
25.096 -80.428
25.093 -80.429
25.091 -80.43
25.089 -80.431
25.076 -80.443
25.076 -80.444
25.072 -80.455
25.07 -80.462
25.06 -80.474
25.051 -80.482
25.039 -80.493
25.039 -80.494
25.038 -80.494
25.036 -80.492
25.034 -80.491
25.033 -80.49
25.031 -80.489
25.023 -80.495
25.019 -80.5
25.018 -80.501
25.014 -80.507
25.004 -80.52
25.002 -80.523
24.996 -80.53
24.993 -80.534
24.992 -80.535
24.99 -80.538
24.977 -80.549
24.966 -80.559
24.958 -80.566
24.954 -80.571
24.954 -80.572
24.953 -80.573
24.951 -80.587
24.951 -80.588
24.948 -80.596
24.941 -80.607
24.941 -80.608
24.94 -80.608
24.939 -80.61
24.938 -80.612
24.927 -80.622
24.924 -80.625
24.923 -80.626
24.923 -80.627
24.914 -80.635
24.913 -80.636
24.897 -80.659
24.898 -80.66
24.9 -80.661
24.905 -80.66
24.908 -80.651
24.914 -80.641
24.917 -80.638
24.925 -80.631
24.925 -80.63
24.931 -80.624
24.936 -80.623
24.939 -80.624
24.944 -80.622
24.95 -80.612
24.951 -80.609
24.958 -80.597
24.959 -80.597
24.96 -80.593
24.96 -80.592
24.964 -80.584
24.965 -80.581
24.963 -80.578
24.962 -80.571
24.963 -80.57
24.97 -80.561
24.972 -80.559
24.976 -80.556
24.99 -80.549
25 -80.544
25.007 -80.543
25.008 -80.543
25.015 -80.546
25.015 -80.545
25.015 -80.544
25.016 -80.535
25.017 -80.525
25.017 -80.524
25.023 -80.517
25.026 -80.512
25.028 -80.509
25.04 -80.502
25.041 -80.501
25.043 -80.5
25.047 -80.496
25.049 -80.493
25.05 -80.489
25.052 -80.487
25.052 -80.486
25.057 -80.481
25.079 -80.461
25.087 -80.465
25.089 -80.469
25.089 -80.47
25.092 -80.482
25.102 -80.495
25.109 -80.484
25.107 -80.477
25.099 -80.476
25.095 -80.467
25.093 -80.464
25.093 -80.462
25.091 -80.459
25.091 -80.458
25.089 -80.45
25.092 -80.446
25.093 -80.445
25.106 -80.434
25.107 -80.434
25.11 -80.434
25.112 -80.434
25.115 -80.434
25.128 -80.439
25.148 -80.448
25.151 -80.446
25.147 -80.437
25.142 -80.425
25.137 -80.414
25.137 -80.413
25.138 -80.411
25.14 -80.407
25.142 -80.403
25.151 -80.395
25.157 -80.393
25.161 -80.391
25.165 -80.39
25.171 -80.387
25.173 -80.387
25.18 -80.388
25.183 -80.388
25.184 -80.389
25.192 -80.392
25.198 -80.387
25.205 -80.373
25.206 -80.37
25.207 -80.369
25.207 -80.359
25.207 -80.358
25.21 -80.351
25.211 -80.35
25.231 -80.337
25.234 -80.337
25.254 -80.334
25.262 -80.336
25.265 -80.339
25.268 -80.342
25.268 -80.343
25.282 -80.368
25.287 -80.364
25.29 -80.339
25.289 -80.338
25.288 -80.337
25.287 -80.336
25.286 -80.335
25.286 -80.333
25.286 -80.33
25.287 -80.329
25.294 -80.316
25.299 -80.311
25.303 -80.305
25.307 -80.301
25.314 -80.293
25.324 -80.29
25.325 -80.29
25.344 -80.276
25.354 -80.265
25.355 -80.264
25.358 -80.26
25.36 -80.259
25.361 -80.257
25.365 -80.256
