segment Mississippi
32.742 -91.15
32.742 -91.154
32.743 -91.159
32.747 -91.163
32.751 -91.165
32.757 -91.166
32.758 -91.166
32.762 -91.165
32.776 -91.158
32.78 -91.157
32.781 -91.159
32.786 -91.164
32.8 -91.161
32.812 -91.162
32.822 -91.158
32.824 -91.157
32.827 -91.152
32.831 -91.15
32.843 -91.145
32.845 -91.144
32.849 -91.138
32.855 -91.128
32.855 -91.125
32.856 -91.116
32.858 -91.106
32.873 -91.087
32.889 -91.071
32.892 -91.068
32.901 -91.064
32.904 -91.064
32.906 -91.064
32.909 -91.064
32.912 -91.064
32.915 -91.065
32.917 -91.065
32.918 -91.065
32.923 -91.064
32.926 -91.065
32.936 -91.071
32.938 -91.072
32.943 -91.08
32.945 -91.082
32.948 -91.083
32.949 -91.082
32.95 -91.081
32.952 -91.079
32.955 -91.079
32.963 -91.08
32.976 -91.087
32.981 -91.091
32.984 -91.094
32.986 -91.097
32.989 -91.107
32.988 -91.112
32.985 -91.125
32.984 -91.126
32.981 -91.132
32.981 -91.134
32.98 -91.135
32.98 -91.136
32.973 -91.138
32.972 -91.138
32.971 -91.139
32.971 -91.138
32.97 -91.138
32.967 -91.133
32.964 -91.131
32.962 -91.131
32.961 -91.131
32.959 -91.133
32.957 -91.137
32.956 -91.137
32.953 -91.138
32.946 -91.136
32.93 -91.131
32.927 -91.131
32.926 -91.132
32.925 -91.132
32.923 -91.132
32.918 -91.134
32.905 -91.145
32.902 -91.152
32.9 -91.158
32.9 -91.16
32.9 -91.165
32.899 -91.169
32.899 -91.17
32.9 -91.175
32.901 -91.182
32.907 -91.197
32.909 -91.2
32.915 -91.208
32.92 -91.212
32.922 -91.213
32.927 -91.214
32.93 -91.214
32.936 -91.213
32.94 -91.211
32.944 -91.207
32.952 -91.199
32.955 -91.201
32.957 -91.202
32.961 -91.202
32.964 -91.2
32.965 -91.197
32.976 -91.187
32.979 -91.182
32.986 -91.173
32.992 -91.169
33.002 -91.166
33.004 -91.166
33.011 -91.166
33.02 -91.162
33.024 -91.156
33.026 -91.15
33.027 -91.142
33.029 -91.137
33.034 -91.129
33.038 -91.126
33.047 -91.123
33.055 -91.12
33.056 -91.12
33.059 -91.121
33.064 -91.125
33.082 -91.15
33.086 -91.161
33.086 -91.166
33.088 -91.172
33.089 -91.174
33.092 -91.175
33.098 -91.181
33.105 -91.196
33.107 -91.2
33.108 -91.201
33.11 -91.201
33.121 -91.202
33.125 -91.202
33.135 -91.195
33.137 -91.193
33.14 -91.189
33.14 -91.188
33.142 -91.184
33.142 -91.172
33.143 -91.169
33.142 -91.168
33.142 -91.164
33.142 -91.162
33.141 -91.16
33.135 -91.153
33.132 -91.152
33.131 -91.15
33.13 -91.143
33.129 -91.132
33.129 -91.13
33.13 -91.114
33.132 -91.104
33.137 -91.093
33.14 -91.09
33.143 -91.088
33.145 -91.088
33.148 -91.087
33.149 -91.087
33.152 -91.086
33.156 -91.086
33.157 -91.085
33.161 -91.085
33.162 -91.085
33.181 -91.084
33.199 -91.087
33.21 -91.09
33.221 -91.092
33.222 -91.086
33.222 -91.083
33.223 -91.08
33.224 -91.079
33.226 -91.079
33.227 -91.078
33.227 -91.074
33.227 -91.071
33.23 -91.071
33.233 -91.069
33.233 -91.066
33.237 -91.064
33.246 -91.054
33.251 -91.05
33.26 -91.048
33.265 -91.045
33.27 -91.044
33.275 -91.044
33.279 -91.045
33.283 -91.048
33.285 -91.052
33.287 -91.059
33.287 -91.067
33.286 -91.073
33.283 -91.079
33.281 -91.081
33.279 -91.084
33.274 -91.086
33.26 -91.09
33.257 -91.09
33.255 -91.091
33.25 -91.095
33.242 -91.097
33.238 -91.099
33.238 -91.1
33.242 -91.106
33.246 -91.111
33.253 -91.114
33.261 -91.117
33.262 -91.118
33.269 -91.128
33.275 -91.126
33.28 -91.126
33.297 -91.14
33.3 -91.142
33.302 -91.142
33.314 -91.141
33.328 -91.144
33.33 -91.143
33.331 -91.143
33.332 -91.142
33.333 -91.142
33.336 -91.141
33.349 -91.142
33.35 -91.142
33.351 -91.14
33.36 -91.125
33.364 -91.12
33.38 -91.105
33.385 -91.1
33.393 -91.09
33.398 -91.084
33.402 -91.08
33.406 -91.075
33.412 -91.07
33.421 -91.062
33.427 -91.059
33.429 -91.058
33.445 -91.058
33.446 -91.058
33.45 -91.06
33.454 -91.065
33.455 -91.068
33.456 -91.075
33.456 -91.078
33.454 -91.082
33.452 -91.087
33.446 -91.092
33.443 -91.094
33.438 -91.097
33.434 -91.098
33.432 -91.097
33.426 -91.098
33.418 -91.099
33.411 -91.102
33.402 -91.111
33.397 -91.118
33.391 -91.127
33.382 -91.143
33.381 -91.155
33.38 -91.166
33.381 -91.172
33.383 -91.177
33.39 -91.191
33.399 -91.205
33.402 -91.208
33.404 -91.209
33.406 -91.209
33.409 -91.209
33.414 -91.205
33.417 -91.203
33.418 -91.199
33.418 -91.192
33.42 -91.184
33.417 -91.179
33.417 -91.176
33.422 -91.163
33.427 -91.148
33.428 -91.145
33.427 -91.139
33.43 -91.132
33.432 -91.131
33.433 -91.131
33.436 -91.129
33.444 -91.121
33.449 -91.118
33.454 -91.118
33.46 -91.12
33.473 -91.125
33.481 -91.137
33.493 -91.157
33.492 -91.161
33.492 -91.166
33.492 -91.169
33.492 -91.171
33.489 -91.173
33.484 -91.173
33.479 -91.174
33.472 -91.176
33.462 -91.172
33.453 -91.169
33.444 -91.177
33.441 -91.182
33.439 -91.187
33.436 -91.195
33.434 -91.207
33.434 -91.21
33.435 -91.217
33.439 -91.235
33.441 -91.236
33.442 -91.234
33.444 -91.233
33.454 -91.233
33.457 -91.232
33.463 -91.223
33.463 -91.22
33.465 -91.216
33.469 -91.209
33.47 -91.207
33.474 -91.206
33.483 -91.2
33.488 -91.196
33.493 -91.189
33.496 -91.186
33.501 -91.185
33.505 -91.185
33.507 -91.187
33.511 -91.187
33.529 -91.216
33.532 -91.219
33.541 -91.226
33.547 -91.23
33.548 -91.23
33.553 -91.232
33.557 -91.233
33.561 -91.231
33.565 -91.228
33.567 -91.224
33.568 -91.221
33.568 -91.22
33.571 -91.203
33.572 -91.198
33.576 -91.189
33.582 -91.181
33.583 -91.178
33.583 -91.176
33.581 -91.161
33.581 -91.157
33.583 -91.152
33.591 -91.138
33.594 -91.134
33.597 -91.132
33.599 -91.132
33.601 -91.131
33.605 -91.131
33.606 -91.13
33.611 -91.131
33.62 -91.134
33.624 -91.138
33.626 -91.139
33.626 -91.14
33.633 -91.15
33.643 -91.164
33.648 -91.171
33.651 -91.178
33.652 -91.18
33.653 -91.184
33.654 -91.185
33.654 -91.187
33.657 -91.203
33.658 -91.209
33.659 -91.211
33.659 -91.213
33.661 -91.217
33.662 -91.219
33.662 -91.22
33.664 -91.222
33.665 -91.223
33.669 -91.227
33.671 -91.228
33.678 -91.229
33.683 -91.228
33.688 -91.225
33.693 -91.221
33.698 -91.213
33.698 -91.212
33.701 -91.205
33.702 -91.201
33.702 -91.19
33.703 -91.176
33.705 -91.166
33.707 -91.162
33.707 -91.161
33.69 -91.144
33.677 -91.133
33.675 -91.13
33.661 -91.101
33.658 -91.094
33.658 -91.092
33.658 -91.089
33.657 -91.088
33.657 -91.084
33.658 -91.079
33.663 -91.067
33.666 -91.059
33.668 -91.051
33.668 -91.046
33.671 -91.037
33.673 -91.035
33.674 -91.034
33.678 -91.031
33.682 -91.03
33.688 -91.03
33.689 -91.033
33.689 -91.036
33.693 -91.037
33.697 -91.039
33.7 -91.041
33.706 -91.047
33.712 -91.056
33.715 -91.06
33.716 -91.064
33.716 -91.068
33.714 -91.075
33.707 -91.09
33.705 -91.101
33.705 -91.108
33.705 -91.118
33.709 -91.126
33.714 -91.132
33.727 -91.145
33.729 -91.146
33.732 -91.147
33.737 -91.147
33.747 -91.143
33.749 -91.145
33.75 -91.145
33.752 -91.145
33.756 -91.142
33.76 -91.141
33.761 -91.141
33.762 -91.144
33.764 -91.145
33.767 -91.145
33.774 -91.142
33.777 -91.14
33.78 -91.137
33.783 -91.134
33.783 -91.132
33.783 -91.128
33.782 -91.123
33.779 -91.118
33.775 -91.111
33.771 -91.107
33.776 -91.089
33.776 -91.086
33.778 -91.061
33.779 -91.054
33.764 -91.027
33.763 -91.023
33.765 -91.013
33.769 -91
33.774 -90.994
33.777 -90.991
33.781 -90.989
33.785 -90.988
33.787 -90.989
33.788 -90.989
33.793 -90.992
33.8 -91
33.8 -91.001
33.8 -91.002
33.803 -91.008
33.804 -91.02
33.805 -91.023
33.806 -91.025
33.813 -91.042
33.815 -91.047
33.819 -91.05
33.824 -91.053
33.829 -91.057
33.837 -91.065
33.84 -91.068
33.85 -91.071
33.857 -91.073
33.862 -91.073
33.867 -91.071
33.878 -91.061
33.883 -91.055
33.885 -91.053
33.896 -91.039
33.899 -91.037
33.908 -91.026
33.919 -91.017
33.926 -91.011
33.927 -91.01
33.928 -91.01
33.929 -91.01
33.932 -91.013
33.937 -91.02
33.944 -91.036
33.947 -91.047
33.954 -91.078
33.956 -91.084
33.958 -91.087
33.961 -91.089
33.962 -91.089
33.965 -91.09
33.966 -91.09
33.969 -91.09
33.97 -91.09
33.973 -91.089
33.975 -91.088
33.98 -91.083
33.982 -91.079
33.984 -91.075
33.984 -91.071
33.985 -91.062
33.985 -91.048
33.987 -91.043
33.989 -91.04
33.995 -91.034
34.003 -91.019
33.994 -91.014
33.977 -91.005
33.971 -91.003
33.966 -91
33.964 -90.996
33.963 -90.995
33.963 -90.994
33.961 -90.99
33.961 -90.988
33.96 -90.983
33.961 -90.977
33.962 -90.971
33.963 -90.968
33.965 -90.965
33.968 -90.964
33.975 -90.962
33.976 -90.961
33.978 -90.961
33.979 -90.961
33.98 -90.962
33.981 -90.962
33.992 -90.971
33.997 -90.977
34 -90.98
34.019 -90.988
34.02 -90.983
34.021 -90.977
34.022 -90.971
34.02 -90.958
34.018 -90.95
34.018 -90.943
34.019 -90.935
34.023 -90.924
34.023 -90.922
34.022 -90.915
34.024 -90.899
34.027 -90.893
34.027 -90.892
34.03 -90.889
34.033 -90.887
34.035 -90.887
34.036 -90.887
34.039 -90.887
34.04 -90.887
34.046 -90.889
34.052 -90.889
34.055 -90.888
34.059 -90.886
34.064 -90.882
34.072 -90.875
34.076 -90.872
34.081 -90.871
34.083 -90.87
34.086 -90.872
34.087 -90.872
34.093 -90.877
34.095 -90.879
34.097 -90.883
34.098 -90.888
34.098 -90.894
34.095 -90.901
34.093 -90.914
34.093 -90.918
34.094 -90.921
34.109 -90.946
34.111 -90.949
34.12 -90.956
34.125 -90.958
34.13 -90.959
34.138 -90.954
34.149 -90.938
34.166 -90.91
34.164 -90.904
34.161 -90.894
34.152 -90.883
34.148 -90.877
34.142 -90.868
34.141 -90.865
34.138 -90.853
34.137 -90.847
34.138 -90.836
34.14 -90.83
34.142 -90.826
34.144 -90.823
34.15 -90.816
34.156 -90.811
34.161 -90.808
34.167 -90.807
34.168 -90.807
34.175 -90.809
34.176 -90.809
34.177 -90.809
34.178 -90.81
34.181 -90.812
34.183 -90.816
34.183 -90.817
34.183 -90.818
34.185 -90.828
34.184 -90.838
34.186 -90.847
34.187 -90.856
34.186 -90.859
34.184 -90.865
34.183 -90.87
34.183 -90.871
34.183 -90.874
34.186 -90.877
34.184 -90.883
34.182 -90.888
34.185 -90.892
34.193 -90.911
34.194 -90.912
34.195 -90.913
34.196 -90.915
34.197 -90.916
34.198 -90.917
34.214 -90.932
34.215 -90.933
34.216 -90.934
34.219 -90.935
34.227 -90.937
34.234 -90.937
34.235 -90.937
34.236 -90.937
34.237 -90.936
34.24 -90.934
34.245 -90.929
34.247 -90.923
34.246 -90.915
34.246 -90.912
34.245 -90.91
34.245 -90.908
34.244 -90.907
34.244 -90.906
34.241 -90.904
34.23 -90.9
34.227 -90.898
34.224 -90.895
34.215 -90.879
34.212 -90.867
34.212 -90.857
34.209 -90.853
34.207 -90.848
34.211 -90.845
34.217 -90.842
34.219 -90.841
34.22 -90.841
34.223 -90.84
34.226 -90.84
34.23 -90.84
34.232 -90.84
34.235 -90.84
34.236 -90.84
34.242 -90.839
34.249 -90.837
34.25 -90.837
34.267 -90.832
34.271 -90.831
34.272 -90.83
34.273 -90.829
34.274 -90.828
34.275 -90.827
34.275 -90.826
34.276 -90.824
34.277 -90.823
34.278 -90.822
34.278 -90.821
34.279 -90.813
34.282 -90.803
34.282 -90.798
34.28 -90.777
34.28 -90.775
34.28 -90.772
34.281 -90.765
34.287 -90.755
34.289 -90.753
34.302 -90.743
34.307 -90.741
34.313 -90.741
34.314 -90.741
34.32 -90.743
34.325 -90.745
34.326 -90.745
34.328 -90.747
34.331 -90.749
34.332 -90.75
34.333 -90.752
34.343 -90.765
34.345 -90.767
34.347 -90.768
34.353 -90.768
34.36 -90.767
34.362 -90.766
34.365 -90.762
34.367 -90.756
34.368 -90.75
34.367 -90.742
34.364 -90.729
34.364 -90.725
34.364 -90.712
34.366 -90.7
34.369 -90.69
34.369 -90.683
34.366 -90.682
34.363 -90.681
34.353 -90.682
34.339 -90.692
34.33 -90.694
34.323 -90.693
34.319 -90.69
34.316 -90.686
34.313 -90.678
34.313 -90.669
34.315 -90.661
34.322 -90.657
34.327 -90.657
34.336 -90.66
34.337 -90.661
34.349 -90.667
34.355 -90.667
34.356 -90.667
34.366 -90.66
34.372 -90.655
34.376 -90.659
34.384 -90.641
34.386 -90.635
34.387 -90.632
34.389 -90.618
34.391 -90.614
34.411 -90.581
34.415 -90.575
34.42 -90.571
34.422 -90.57
34.423 -90.57
34.425 -90.568
34.427 -90.568
34.428 -90.567
34.43 -90.567
34.431 -90.566
34.434 -90.566
34.435 -90.566
34.44 -90.567
34.452 -90.574
34.454 -90.577
34.459 -90.584
34.461 -90.585
34.471 -90.588
34.485 -90.59
34.491 -90.589
34.5 -90.587
34.504 -90.584
34.513 -90.581
34.516 -90.578
34.525 -90.569
34.531 -90.555
34.538 -90.546
34.54 -90.544
34.545 -90.541
34.548 -90.541
34.551 -90.541
34.563 -90.546
34.568 -90.549
34.577 -90.558
34.583 -90.565
34.587 -90.57
34.595 -90.575
34.604 -90.582
34.616 -90.587
34.627 -90.588
34.636 -90.585
34.642 -90.583
34.643 -90.583
34.644 -90.583
34.647 -90.585
34.652 -90.586
34.665 -90.587
34.669 -90.589
34.671 -90.588
34.68 -90.582
34.684 -90.579
34.686 -90.573
34.693 -90.567
34.696 -90.563
34.698 -90.556
34.697 -90.552
34.695 -90.55
34.693 -90.548
34.689 -90.543
34.685 -90.54
34.682 -90.539
34.673 -90.538
34.671 -90.539
34.663 -90.55
34.66 -90.553
34.655 -90.554
34.646 -90.555
34.641 -90.554
34.64 -90.554
34.636 -90.552
34.632 -90.548
34.631 -90.547
34.63 -90.545
34.63 -90.544
34.629 -90.543
34.628 -90.538
34.628 -90.537
34.628 -90.536
34.628 -90.534
34.627 -90.532
34.628 -90.531
34.628 -90.528
34.629 -90.524
34.631 -90.517
34.637 -90.508
34.638 -90.506
34.64 -90.505
34.641 -90.503
34.648 -90.497
34.655 -90.488
34.66 -90.48
34.668 -90.471
34.669 -90.47
34.674 -90.466
34.681 -90.464
34.684 -90.463
34.688 -90.463
34.69 -90.463
34.691 -90.464
34.693 -90.465
34.695 -90.466
34.696 -90.467
34.697 -90.468
34.698 -90.47
34.699 -90.471
34.701 -90.475
34.702 -90.48
34.701 -90.487
34.701 -90.497
34.7 -90.499
34.7 -90.5
34.698 -90.51
34.697 -90.522
34.697 -90.529
34.699 -90.539
34.702 -90.546
34.721 -90.566
34.723 -90.567
34.725 -90.568
34.727 -90.568
34.733 -90.567
34.737 -90.565
34.739 -90.564
34.741 -90.56
34.742 -90.556
34.742 -90.553
34.743 -90.55
34.744 -90.548
34.746 -90.546
34.749 -90.544
34.753 -90.543
34.764 -90.543
34.773 -90.546
34.779 -90.548
34.782 -90.548
34.785 -90.548
34.791 -90.544
34.796 -90.54
34.799 -90.537
34.801 -90.531
34.802 -90.523
34.802 -90.515
34.796 -90.513
34.78 -90.504
34.775 -90.502
34.771 -90.501
34.77 -90.501
34.765 -90.505
34.758 -90.517
34.753 -90.521
34.748 -90.522
34.744 -90.522
34.739 -90.521
34.733 -90.518
34.73 -90.515
34.724 -90.502
34.724 -90.489
34.725 -90.48
34.727 -90.47
34.733 -90.458
34.736 -90.455
34.739 -90.453
34.74 -90.452
34.741 -90.452
34.742 -90.452
34.743 -90.452
34.744 -90.451
34.748 -90.451
34.753 -90.453
34.754 -90.454
34.764 -90.459
34.781 -90.47
34.789 -90.474
34.793 -90.475
34.798 -90.474
34.802 -90.472
34.805 -90.471
34.811 -90.465
34.814 -90.459
34.82 -90.457
34.823 -90.457
34.835 -90.464
34.849 -90.474
34.857 -90.481
34.858 -90.482
34.859 -90.483
34.86 -90.483
34.861 -90.484
34.862 -90.484
34.869 -90.485
34.875 -90.485
34.877 -90.484
34.883 -90.48
34.886 -90.476
34.891 -90.466
34.892 -90.46
34.891 -90.454
34.888 -90.445
34.886 -90.441
34.885 -90.438
34.883 -90.437
34.882 -90.436
34.871 -90.43
34.868 -90.429
34.867 -90.429
34.865 -90.429
34.859 -90.432
34.855 -90.432
34.849 -90.431
34.841 -90.429
34.835 -90.424
34.834 -90.422
34.832 -90.415
34.832 -90.411
34.833 -90.407
34.835 -90.402
34.836 -90.4
34.846 -90.38
34.853 -90.352
34.855 -90.348
34.86 -90.34
34.853 -90.332
34.846 -90.323
34.845 -90.319
34.844 -90.311
34.846 -90.307
34.851 -90.304
34.854 -90.303
34.856 -90.303
34.86 -90.304
34.861 -90.304
34.862 -90.305
34.872 -90.313
34.875 -90.31
34.88 -90.302
34.89 -90.279
34.907 -90.25
34.91 -90.248
34.914 -90.247
34.921 -90.245
34.938 -90.244
34.944 -90.246
34.948 -90.248
34.951 -90.25
34.955 -90.254
34.958 -90.26
34.965 -90.278
34.968 -90.282
34.973 -90.287
34.975 -90.293
34.976 -90.296
34.982 -90.302
34.985 -90.304
34.996 -90.309
34.995 -90.232
34.995 -90.226
34.995 -90.126
34.995 -90.096
34.995 -90.078
34.995 -90.061
34.995 -90.043
34.995 -90.025
34.995 -90.009
34.995 -90.008
34.995 -90.003
34.995 -89.99
34.995 -89.975
34.995 -89.972
34.994 -89.937
34.994 -89.919
34.994 -89.918
34.994 -89.901
34.994 -89.893
34.994 -89.883
34.994 -89.878
34.994 -89.848
34.994 -89.795
34.995 -89.76
34.995 -89.742
34.995 -89.729
34.995 -89.724
34.995 -89.662
34.995 -89.644
34.995 -89.618
34.995 -89.565
34.995 -89.511
34.994 -89.494
34.994 -89.487
34.994 -89.485
34.994 -89.482
34.994 -89.441
34.994 -89.435
34.994 -89.406
34.994 -89.398
34.994 -89.353
34.995 -89.233
34.995 -89.217
34.994 -89.198
34.994 -89.194
34.994 -89.157
34.994 -89.139
34.995 -89.089
34.995 -89.033
34.995 -89.027
34.995 -89.023
34.995 -89.017
34.995 -88.965
34.995 -88.959
34.995 -88.931
34.995 -88.925
34.996 -88.891
34.996 -88.887
34.995 -88.858
34.995 -88.854
34.995 -88.851
34.995 -88.823
34.995 -88.787
34.995 -88.721
34.996 -88.684
34.996 -88.606
34.996 -88.531
34.996 -88.529
34.996 -88.505
34.996 -88.488
34.996 -88.487
34.996 -88.479
34.996 -88.473
34.996 -88.47
34.996 -88.381
segment Mississippi
30.237 -88.668
30.234 -88.657
30.223 -88.573
30.223 -88.568
30.227 -88.562
30.223 -88.566
30.221 -88.569
30.219 -88.587
30.219 -88.588
30.223 -88.615
30.226 -88.634
30.228 -88.656
30.229 -88.665
30.229 -88.666
30.23 -88.668
30.23 -88.669
30.238 -88.698
30.243 -88.712
30.239 -88.741
30.239 -88.753
30.241 -88.764
30.246 -88.772
30.246 -88.733
30.253 -88.718
30.251 -88.711
30.237 -88.668
segment Mississippi
30.232 -89.098
30.232 -89.096
30.232 -89.077
30.25 -89.067
30.246 -89.064
30.24 -89.065
30.223 -89.074
30.203 -89.091
30.202 -89.091
30.203 -89.092
30.208 -89.099
30.223 -89.118
30.231 -89.157
30.232 -89.098
segment Mississippi
30.218 -88.933
30.221 -88.921
30.225 -88.909
30.24 -88.89
30.242 -88.878
30.242 -88.874
30.225 -88.9
30.224 -88.902
30.22 -88.91
30.213 -88.934
30.21 -88.945
30.209 -88.949
30.208 -88.973
30.207 -88.975
30.208 -88.98
30.21 -88.984
30.212 -88.982
30.211 -88.977
30.214 -88.948
30.218 -88.933
segment Mississippi
30.197 -88.449
30.197 -88.454
30.199 -88.462
30.203 -88.48
30.206 -88.494
30.211 -88.503
30.214 -88.507
30.214 -88.5
30.203 -88.466
30.201 -88.453
30.202 -88.449
30.202 -88.443
30.209 -88.43
30.21 -88.402
30.21 -88.401
30.206 -88.405
30.199 -88.427
30.199 -88.428
30.198 -88.429
30.197 -88.449
