segment Michigan
45.023 -83.271
45.026 -83.288
45.032 -83.302
45.042 -83.34
45.051 -83.358
45.062 -83.367
45.064 -83.375
45.064 -83.376
45.068 -83.391
45.069 -83.393
45.07 -83.396
45.07 -83.399
45.065 -83.413
45.064 -83.417
45.061 -83.424
45.061 -83.425
45.06 -83.427
45.059 -83.43
45.059 -83.431
45.058 -83.433
45.058 -83.434
45.057 -83.435
45.051 -83.442
45.044 -83.447
45.042 -83.448
45.042 -83.449
45.035 -83.453
45.033 -83.454
45.032 -83.454
45.028 -83.452
45.017 -83.446
45.012 -83.435
45.008 -83.431
45.005 -83.433
45.004 -83.433
45 -83.436
45 -83.439
44.99 -83.45
44.983 -83.449
44.972 -83.447
44.964 -83.446
44.959 -83.445
44.952 -83.444
44.947 -83.441
44.941 -83.439
44.933 -83.433
44.932 -83.432
44.927 -83.425
44.925 -83.42
44.924 -83.419
44.919 -83.405
44.906 -83.399
44.903 -83.394
44.886 -83.353
44.881 -83.321
44.859 -83.321
44.853 -83.321
44.842 -83.314
44.836 -83.307
44.83 -83.301
44.823 -83.3
44.815 -83.299
44.793 -83.296
44.779 -83.296
44.773 -83.296
44.758 -83.297
44.756 -83.298
44.755 -83.298
44.754 -83.298
44.746 -83.297
44.729 -83.291
44.728 -83.29
44.722 -83.284
44.721 -83.283
44.716 -83.276
44.714 -83.273
44.705 -83.275
44.694 -83.276
44.69 -83.277
44.689 -83.277
44.685 -83.278
44.663 -83.286
44.656 -83.288
44.653 -83.289
44.652 -83.29
44.651 -83.291
44.646 -83.295
44.63 -83.308
44.61 -83.314
44.609 -83.315
44.607 -83.315
44.603 -83.315
44.598 -83.315
44.595 -83.316
44.591 -83.315
44.587 -83.315
44.565 -83.314
44.55 -83.31
44.548 -83.309
44.54 -83.308
44.537 -83.31
44.516 -83.318
44.514 -83.318
44.512 -83.318
44.5 -83.318
44.487 -83.318
44.486 -83.318
44.485 -83.318
44.483 -83.318
44.444 -83.327
44.429 -83.327
44.425 -83.326
44.417 -83.325
44.415 -83.325
44.409 -83.322
44.407 -83.322
44.404 -83.322
44.39 -83.327
44.372 -83.334
44.358 -83.335
44.345 -83.333
44.341 -83.333
44.34 -83.333
44.337 -83.334
44.333 -83.337
44.33 -83.344
44.332 -83.352
44.332 -83.353
44.333 -83.364
44.328 -83.374
44.327 -83.374
44.302 -83.402
44.297 -83.41
44.295 -83.414
44.288 -83.419
44.281 -83.422
44.272 -83.426
44.27 -83.43
44.266 -83.44
44.265 -83.443
44.273 -83.446
44.274 -83.448
44.278 -83.461
44.279 -83.463
44.28 -83.48
44.279 -83.486
44.277 -83.5
44.276 -83.501
44.276 -83.502
44.274 -83.509
44.262 -83.525
44.251 -83.535
44.249 -83.537
44.248 -83.538
44.247 -83.538
44.227 -83.549
44.211 -83.553
44.21 -83.553
44.198 -83.554
44.173 -83.562
44.164 -83.565
44.161 -83.566
44.156 -83.568
44.155 -83.568
44.144 -83.568
44.127 -83.569
44.12 -83.568
44.115 -83.569
44.101 -83.573
44.087 -83.588
44.086 -83.588
44.079 -83.591
44.07 -83.59
44.057 -83.584
44.055 -83.601
44.056 -83.621
44.052 -83.65
44.044 -83.666
44.036 -83.68
44.03 -83.683
44.029 -83.683
44.027 -83.684
44.023 -83.687
44.021 -83.688
43.994 -83.68
43.994 -83.696
43.993 -83.709
43.992 -83.744
43.989 -83.747
43.987 -83.754
43.986 -83.759
43.985 -83.764
43.985 -83.779
43.985 -83.788
43.987 -83.807
43.988 -83.818
43.989 -83.829
43.982 -83.848
43.977 -83.855
43.976 -83.855
43.973 -83.856
43.969 -83.86
43.961 -83.869
43.959 -83.877
43.959 -83.878
43.947 -83.885
43.946 -83.886
43.935 -83.89
43.923 -83.891
43.918 -83.907
43.91 -83.911
43.899 -83.917
43.857 -83.918
43.85 -83.919
43.824 -83.922
43.81 -83.924
43.787 -83.926
43.778 -83.929
43.777 -83.929
43.772 -83.934
43.765 -83.941
43.76 -83.945
43.761 -83.955
43.759 -83.956
43.754 -83.955
43.751 -83.954
43.739 -83.949
43.715 -83.939
43.701 -83.929
43.673 -83.909
43.664 -83.897
43.658 -83.883
43.658 -83.882
43.656 -83.877
43.645 -83.852
43.645 -83.849
43.643 -83.815
43.641 -83.807
43.63 -83.78
43.63 -83.779
43.629 -83.771
43.635 -83.77
43.631 -83.761
43.628 -83.752
43.628 -83.75
43.627 -83.749
43.619 -83.726
43.598 -83.703
43.597 -83.699
43.591 -83.67
43.591 -83.666
43.599 -83.654
43.629 -83.619
43.65 -83.596
43.653 -83.593
43.661 -83.585
43.672 -83.575
43.684 -83.564
43.685 -83.563
43.685 -83.554
43.694 -83.549
43.7 -83.551
43.702 -83.549
43.704 -83.546
43.709 -83.54
43.717 -83.525
43.717 -83.524
43.718 -83.516
43.715 -83.513
43.711 -83.507
43.715 -83.48
43.723 -83.47
43.729 -83.467
43.734 -83.465
43.736 -83.463
43.741 -83.46
43.754 -83.447
43.762 -83.44
43.767 -83.439
43.77 -83.442
43.772 -83.447
43.787 -83.438
43.8 -83.426
43.801 -83.416
43.805 -83.411
43.808 -83.411
43.818 -83.412
43.826 -83.411
43.832 -83.408
43.834 -83.403
43.839 -83.39
43.84 -83.389
43.844 -83.389
43.857 -83.359
43.881 -83.332
43.887 -83.332
43.888 -83.332
43.89 -83.332
43.894 -83.332
43.899 -83.334
43.901 -83.336
43.905 -83.341
43.906 -83.346
43.906 -83.348
43.91 -83.349
43.912 -83.347
43.915 -83.34
43.916 -83.338
43.918 -83.319
43.918 -83.318
43.922 -83.307
43.922 -83.306
43.925 -83.302
43.931 -83.293
43.938 -83.282
43.953 -83.271
43.956 -83.269
43.969 -83.262
43.973 -83.262
43.974 -83.262
43.976 -83.25
43.977 -83.244
43.978 -83.239
43.981 -83.228
43.981 -83.227
43.982 -83.211
43.982 -83.205
43.983 -83.196
43.983 -83.193
43.982 -83.181
43.988 -83.155
43.989 -83.148
43.989 -83.145
43.992 -83.138
43.993 -83.135
43.995 -83.131
43.998 -83.126
44 -83.123
44.001 -83.121
44.003 -83.108
44.001 -83.08
44.001 -83.079
44.001 -83.078
44.003 -83.066
44.005 -83.063
44.006 -83.059
44.016 -83.047
44.025 -83.041
44.026 -83.04
44.03 -83.037
44.034 -83.035
44.041 -83.03
44.045 -83.025
44.046 -83.013
44.046 -83.01
44.046 -83
44.047 -82.999
44.047 -82.997
44.049 -82.991
44.054 -82.984
44.056 -82.982
44.065 -82.969
44.066 -82.967
44.066 -82.959
44.063 -82.957
44.062 -82.947
44.067 -82.934
44.068 -82.932
44.069 -82.929
44.071 -82.916
44.07 -82.916
44.064 -82.908
44.061 -82.904
44.051 -82.89
44.045 -82.876
44.041 -82.854
44.037 -82.833
44.036 -82.83
44.033 -82.821
44.031 -82.816
44.03 -82.814
44.023 -82.793
44.014 -82.788
44.009 -82.783
44.008 -82.775
44.007 -82.768
44.007 -82.765
43.996 -82.746
43.991 -82.74
43.99 -82.739
43.973 -82.729
43.97 -82.726
43.965 -82.723
43.95 -82.712
43.949 -82.711
43.948 -82.71
43.947 -82.709
43.939 -82.705
43.933 -82.702
43.931 -82.701
43.918 -82.694
43.896 -82.684
43.894 -82.683
43.884 -82.679
43.871 -82.66
43.868 -82.655
43.863 -82.652
43.862 -82.651
43.86 -82.649
43.855 -82.645
43.852 -82.643
43.85 -82.643
43.846 -82.643
43.846 -82.644
43.844 -82.647
43.843 -82.648
43.838 -82.644
43.836 -82.641
43.834 -82.639
43.831 -82.634
43.824 -82.632
43.809 -82.628
43.792 -82.624
43.786 -82.622
43.777 -82.62
43.769 -82.618
43.756 -82.619
43.747 -82.617
43.74 -82.612
43.717 -82.609
43.708 -82.608
43.69 -82.606
43.679 -82.605
43.675 -82.605
43.669 -82.606
43.656 -82.605
43.654 -82.605
43.652 -82.604
43.65 -82.604
43.637 -82.603
43.633 -82.603
43.608 -82.601
43.603 -82.601
43.603 -82.6
43.59 -82.598
43.581 -82.594
43.567 -82.591
43.565 -82.59
43.544 -82.586
43.514 -82.571
43.503 -82.566
43.497 -82.566
43.485 -82.561
43.474 -82.557
43.464 -82.554
43.453 -82.548
43.438 -82.54
43.432 -82.539
43.426 -82.539
43.422 -82.54
43.417 -82.539
43.405 -82.539
43.402 -82.538
43.394 -82.538
43.368 -82.536
43.349 -82.537
43.348 -82.537
43.344 -82.535
43.334 -82.53
43.316 -82.529
43.312 -82.531
43.306 -82.532
43.296 -82.531
43.282 -82.53
43.281 -82.53
43.277 -82.529
43.263 -82.527
43.26 -82.527
43.257 -82.527
43.254 -82.526
43.225 -82.523
43.214 -82.52
43.213 -82.519
43.212 -82.518
43.207 -82.516
43.197 -82.509
43.169 -82.503
43.168 -82.503
43.162 -82.502
43.148 -82.496
43.144 -82.494
43.143 -82.494
43.132 -82.493
43.125 -82.492
43.118 -82.491
43.102 -82.486
43.088 -82.471
43.083 -82.469
43.068 -82.461
43.061 -82.457
43.04 -82.443
43.035 -82.44
43.026 -82.434
43.018 -82.43
43.014 -82.427
43.008 -82.423
43.006 -82.416
43.004 -82.418
43 -82.423
42.999 -82.423
42.998 -82.424
42.997 -82.424
42.996 -82.424
42.993 -82.425
42.993 -82.424
42.99 -82.424
42.989 -82.423
42.986 -82.421
42.985 -82.421
42.984 -82.42
42.982 -82.418
42.977 -82.413
42.971 -82.415
42.968 -82.416
42.967 -82.417
42.966 -82.417
42.952 -82.429
42.945 -82.437
42.941 -82.443
42.938 -82.447
42.937 -82.447
42.937 -82.448
42.927 -82.455
42.907 -82.462
42.901 -82.464
42.894 -82.467
42.893 -82.468
42.887 -82.47
42.883 -82.47
42.881 -82.47
42.878 -82.47
42.859 -82.468
42.852 -82.469
42.841 -82.472
42.837 -82.473
42.826 -82.478
42.825 -82.479
42.819 -82.48
42.809 -82.482
42.807 -82.482
42.806 -82.482
42.802 -82.48
42.801 -82.48
42.797 -82.478
42.785 -82.471
42.784 -82.471
42.769 -82.467
42.762 -82.467
42.755 -82.471
42.734 -82.484
42.729 -82.484
42.724 -82.484
42.718 -82.484
42.716 -82.485
42.713 -82.487
42.702 -82.494
42.701 -82.494
42.697 -82.496
42.696 -82.497
42.665 -82.511
42.653 -82.51
42.637 -82.51
42.633 -82.511
42.622 -82.516
42.62 -82.517
42.616 -82.518
42.614 -82.519
42.607 -82.523
42.592 -82.548
42.59 -82.55
42.584 -82.554
42.582 -82.556
42.574 -82.57
42.567 -82.577
42.567 -82.578
42.566 -82.579
42.565 -82.579
42.564 -82.58
42.554 -82.584
42.551 -82.59
42.549 -82.605
42.549 -82.606
42.549 -82.607
42.55 -82.611
42.555 -82.617
42.557 -82.624
42.557 -82.625
42.557 -82.633
42.555 -82.641
42.554 -82.643
42.55 -82.649
42.549 -82.651
42.543 -82.66
42.542 -82.662
42.541 -82.662
42.535 -82.667
42.522 -82.679
42.519 -82.686
42.529 -82.685
42.536 -82.68
42.538 -82.671
42.546 -82.664
42.552 -82.672
42.558 -82.681
42.575 -82.681
42.588 -82.688
42.586 -82.701
42.591 -82.711
42.598 -82.713
42.607 -82.701
42.609 -82.683
42.619 -82.682
42.625 -82.69
42.627 -82.69
42.637 -82.669
42.633 -82.653
42.633 -82.651
42.632 -82.649
42.631 -82.646
42.64 -82.633
42.642 -82.631
42.647 -82.626
42.651 -82.625
42.656 -82.623
42.659 -82.623
42.665 -82.624
42.666 -82.624
42.67 -82.628
42.673 -82.631
42.676 -82.635
42.676 -82.64
42.678 -82.656
42.679 -82.66
42.68 -82.662
42.687 -82.674
42.69 -82.686
42.69 -82.701
42.684 -82.706
42.683 -82.726
42.679 -82.735
42.676 -82.741
42.675 -82.743
42.67 -82.753
42.666 -82.757
42.662 -82.76
42.656 -82.766
42.655 -82.769
42.652 -82.781
42.653 -82.785
42.655 -82.792
42.654 -82.797
42.646 -82.807
42.645 -82.808
42.645 -82.809
42.641 -82.813
42.641 -82.814
42.64 -82.814
42.637 -82.815
42.631 -82.818
42.63 -82.819
42.626 -82.82
42.616 -82.819
42.611 -82.811
42.609 -82.804
42.608 -82.804
42.603 -82.789
42.598 -82.788
42.594 -82.789
42.593 -82.789
42.583 -82.788
42.572 -82.782
42.565 -82.782
42.564 -82.785
42.568 -82.789
42.571 -82.797
42.571 -82.811
42.571 -82.812
42.571 -82.817
42.571 -82.818
42.571 -82.819
42.571 -82.821
42.568 -82.834
42.567 -82.835
42.567 -82.836
42.565 -82.838
42.565 -82.839
42.561 -82.846
42.559 -82.847
42.556 -82.849
42.549 -82.851
42.542 -82.859
42.541 -82.86
42.54 -82.861
42.532 -82.868
42.529 -82.87
42.526 -82.872
42.525 -82.873
42.524 -82.874
42.522 -82.875
42.521 -82.875
42.511 -82.879
42.506 -82.881
42.501 -82.882
42.499 -82.882
42.497 -82.883
42.49 -82.883
42.487 -82.883
42.486 -82.883
42.48 -82.883
42.477 -82.884
42.476 -82.884
42.473 -82.884
42.472 -82.884
42.471 -82.883
42.469 -82.882
42.468 -82.882
42.464 -82.879
42.463 -82.878
42.457 -82.875
42.451 -82.871
42.451 -82.87
42.439 -82.875
42.416 -82.883
42.408 -82.886
42.407 -82.886
42.406 -82.887
42.398 -82.888
42.389 -82.894
42.385 -82.898
42.385 -82.9
42.382 -82.906
42.379 -82.912
42.378 -82.915
42.374 -82.919
42.37 -82.922
42.369 -82.922
42.367 -82.924
42.36 -82.928
42.36 -82.929
42.359 -82.929
42.352 -82.924
42.35 -82.932
42.349 -82.939
42.348 -82.942
42.347 -82.945
42.346 -82.948
42.344 -82.952
42.34 -82.959
42.333 -82.985
42.332 -82.989
42.331 -83.008
42.33 -83.018
42.328 -83.026
42.324 -83.039
42.324 -83.04
42.322 -83.05
42.318 -83.064
42.312 -83.074
42.31 -83.077
42.309 -83.08
42.296 -83.091
42.29 -83.097
42.288 -83.098
42.287 -83.098
42.261 -83.111
42.257 -83.114
42.246 -83.122
42.239 -83.128
42.235 -83.128
42.208 -83.131
42.203 -83.131
42.175 -83.134
42.174 -83.134
42.151 -83.128
42.136 -83.124
42.129 -83.122
42.126 -83.121
42.088 -83.134
42.086 -83.158
42.074 -83.168
42.074 -83.169
42.072 -83.172
42.066 -83.189
42.062 -83.189
42.061 -83.187
42.052 -83.186
42.037 -83.187
42.031 -83.188
42.029 -83.186
42.019 -83.181
42.008 -83.187
42.006 -83.191
42.005 -83.209
41.996 -83.209
41.989 -83.217
41.989 -83.223
41.987 -83.229
41.976 -83.245
41.975 -83.246
41.972 -83.249
41.964 -83.255
41.96 -83.257
41.951 -83.257
41.947 -83.262
41.939 -83.27
41.939 -83.271
41.94 -83.271
41.941 -83.276
41.944 -83.286
41.944 -83.287
41.945 -83.291
41.945 -83.296
41.943 -83.303
41.942 -83.305
41.94 -83.308
41.939 -83.31
41.937 -83.313
41.936 -83.316
41.935 -83.317
41.934 -83.317
41.926 -83.325
41.925 -83.326
41.924 -83.327
41.922 -83.327
41.909 -83.333
41.907 -83.334
41.906 -83.334
41.896 -83.335
41.894 -83.335
41.892 -83.336
41.89 -83.336
41.882 -83.34
41.88 -83.341
41.88 -83.342
41.876 -83.348
41.873 -83.351
41.871 -83.355
41.87 -83.356
41.868 -83.359
41.867 -83.361
41.866 -83.366
41.868 -83.368
41.874 -83.372
41.872 -83.378
41.871 -83.381
41.871 -83.382
41.87 -83.382
41.861 -83.39
41.855 -83.394
41.855 -83.395
41.853 -83.396
41.831 -83.409
41.83 -83.41
41.825 -83.417
41.822 -83.422
41.819 -83.433
41.819 -83.434
41.818 -83.435
41.814 -83.439
41.813 -83.44
41.809 -83.442
41.801 -83.442
41.799 -83.442
41.791 -83.443
41.789 -83.443
41.787 -83.443
41.784 -83.442
41.781 -83.441
41.78 -83.441
41.77 -83.438
41.75 -83.427
41.741 -83.424
41.737 -83.434
41.735 -83.447
41.734 -83.452
41.733 -83.454
41.732 -83.477
41.732 -83.488
41.732 -83.492
41.732 -83.498
41.732 -83.5
41.732 -83.503
41.732 -83.504
41.731 -83.528
41.73 -83.547
41.73 -83.567
41.729 -83.585
41.729 -83.594
41.729 -83.595
41.729 -83.605
41.728 -83.624
41.728 -83.637
41.728 -83.64
41.728 -83.646
41.727 -83.666
41.726 -83.685
41.726 -83.698
41.725 -83.709
41.725 -83.713
41.725 -83.715
41.725 -83.722
41.724 -83.763
41.721 -83.86
41.72 -83.881
41.72 -83.9
41.718 -83.958
41.717 -83.999
41.717 -84.009
41.714 -84.115
41.713 -84.12
41.713 -84.143
41.711 -84.202
41.711 -84.211
41.71 -84.231
41.71 -84.25
41.707 -84.361
41.706 -84.397
41.706 -84.399
41.705 -84.438
41.705 -84.457
41.704 -84.476
41.703 -84.513
41.699 -84.709
41.698 -84.748
41.698 -84.75
41.696 -84.806
41.707 -84.806
41.721 -84.806
41.733 -84.806
41.738 -84.806
41.743 -84.806
41.76 -84.806
41.76 -84.819
41.76 -84.825
41.76 -84.932
41.76 -84.942
41.759 -84.961
41.76 -84.962
41.76 -84.972
41.759 -84.973
41.759 -84.99
41.76 -85.038
41.76 -85.039
41.76 -85.049
41.76 -85.059
41.76 -85.117
41.76 -85.123
41.76 -85.172
41.76 -85.175
41.76 -85.197
41.76 -85.233
41.76 -85.272
41.76 -85.273
41.76 -85.274
41.76 -85.292
41.76 -85.298
41.76 -85.308
41.76 -85.318
41.76 -85.331
41.76 -85.35
41.76 -85.379
41.76 -85.409
41.76 -85.428
41.76 -85.432
41.759 -85.516
41.76 -85.518
41.759 -85.526
41.759 -85.608
41.759 -85.623
41.759 -85.625
41.759 -85.633
41.759 -85.648
41.759 -85.651
41.759 -85.66
41.759 -85.663
41.759 -85.725
41.759 -85.728
41.759 -85.75
41.759 -85.775
41.759 -85.791
41.759 -85.811
41.759 -85.848
41.759 -85.872
41.759 -85.875
41.759 -85.878
41.759 -85.889
41.759 -85.898
41.76 -85.975
41.76 -85.991
41.76 -86.001
41.761 -86.041
41.761 -86.063
41.761 -86.109
41.761 -86.125
41.761 -86.128
41.76 -86.179
41.76 -86.218
41.76 -86.226
41.76 -86.245
41.76 -86.251
41.76 -86.265
41.76 -86.272
41.76 -86.304
41.76 -86.316
41.76 -86.359
41.76 -86.455
41.76 -86.502
41.759 -86.519
41.76 -86.553
41.76 -86.573
41.76 -86.622
41.76 -86.64
41.76 -86.641
41.76 -86.669
41.76 -86.722
41.76 -86.747
41.76 -86.748
41.76 -86.78
41.76 -86.801
41.76 -86.802
41.76 -86.804
41.76 -86.824
41.76 -86.825
41.771 -86.804
41.772 -86.802
41.785 -86.777
41.792 -86.765
41.801 -86.749
41.805 -86.742
41.808 -86.737
41.818 -86.719
41.819 -86.717
41.828 -86.704
41.833 -86.697
41.845 -86.679
41.867 -86.652
41.872 -86.646
41.873 -86.645
41.892 -86.622
41.894 -86.619
41.897 -86.617
41.897 -86.616
41.9 -86.614
41.918 -86.598
41.929 -86.591
41.942 -86.582
41.95 -86.579
41.979 -86.566
41.986 -86.563
42 -86.556
42.017 -86.545
42.035 -86.533
42.051 -86.523
42.069 -86.512
42.073 -86.509
42.085 -86.501
42.105 -86.49
42.114 -86.487
42.118 -86.485
42.124 -86.478
42.125 -86.478
42.131 -86.47
42.134 -86.467
42.134 -86.466
42.137 -86.464
42.157 -86.443
42.187 -86.414
42.193 -86.408
42.196 -86.404
42.217 -86.385
42.219 -86.384
42.221 -86.382
42.243 -86.365
42.248 -86.361
42.254 -86.356
42.256 -86.355
42.294 -86.332
42.311 -86.322
42.331 -86.311
42.358 -86.297
42.372 -86.292
42.383 -86.289
42.385 -86.288
42.392 -86.285
42.395 -86.284
42.395 -86.285
42.398 -86.285
42.402 -86.285
42.413 -86.277
42.419 -86.274
42.42 -86.273
42.432 -86.268
42.442 -86.262
42.444 -86.262
42.445 -86.261
42.472 -86.252
42.48 -86.25
42.481 -86.25
42.482 -86.25
42.506 -86.246
42.517 -86.244
42.521 -86.243
42.54 -86.241
42.541 -86.24
42.542 -86.24
42.565 -86.235
42.583 -86.228
42.593 -86.226
42.595 -86.226
42.599 -86.226
42.6 -86.226
42.617 -86.227
42.637 -86.229
42.638 -86.229
42.639 -86.229
42.64 -86.228
42.645 -86.227
42.651 -86.224
42.651 -86.223
42.664 -86.217
42.664 -86.216
42.665 -86.216
42.667 -86.215
42.673 -86.214
42.677 -86.213
42.681 -86.212
42.681 -86.211
42.692 -86.209
42.693 -86.209
42.716 -86.207
42.717 -86.207
42.719 -86.207
42.731 -86.207
42.747 -86.208
42.749 -86.208
42.763 -86.208
42.768 -86.209
42.773 -86.21
42.784 -86.211
42.788 -86.211
42.792 -86.211
42.804 -86.211
42.811 -86.211
42.82 -86.212
42.832 -86.212
42.833 -86.212
42.839 -86.212
42.855 -86.211
42.856 -86.211
42.859 -86.211
42.86 -86.211
42.867 -86.212
42.882 -86.214
42.884 -86.214
42.897 -86.215
42.901 -86.215
42.911 -86.216
42.916 -86.216
42.919 -86.216
42.927 -86.217
42.943 -86.22
42.963 -86.223
42.983 -86.226
42.987 -86.226
42.988 -86.226
43.016 -86.233
43.034 -86.239
43.044 -86.242
43.05 -86.244
43.057 -86.25
43.058 -86.25
43.067 -86.251
43.068 -86.251
43.073 -86.252
43.083 -86.255
43.087 -86.257
43.089 -86.257
43.109 -86.267
43.118 -86.272
43.136 -86.281
43.156 -86.293
43.165 -86.298
43.195 -86.316
43.202 -86.321
43.234 -86.342
43.272 -86.366
43.297 -86.383
43.316 -86.396
43.318 -86.396
43.338 -86.408
43.342 -86.409
43.346 -86.411
43.375 -86.425
43.38 -86.427
43.397 -86.435
43.398 -86.436
43.41 -86.44
43.416 -86.442
43.422 -86.445
43.432 -86.449
43.449 -86.454
43.462 -86.459
43.472 -86.462
43.485 -86.466
43.492 -86.469
43.496 -86.471
43.514 -86.479
43.515 -86.479
43.516 -86.48
43.546 -86.499
43.553 -86.504
43.56 -86.509
43.577 -86.52
43.591 -86.528
43.593 -86.53
43.595 -86.53
43.618 -86.538
43.631 -86.541
43.633 -86.541
43.635 -86.541
43.642 -86.541
43.645 -86.541
43.647 -86.54
43.656 -86.539
43.658 -86.539
43.659 -86.538
43.66 -86.538
43.678 -86.529
43.699 -86.51
43.725 -86.482
43.733 -86.474
43.745 -86.463
43.747 -86.462
43.748 -86.461
43.77 -86.446
43.771 -86.446
43.772 -86.445
43.774 -86.444
43.777 -86.443
43.789 -86.437
43.791 -86.437
43.814 -86.431
43.816 -86.431
43.819 -86.431
43.841 -86.431
43.856 -86.434
43.89 -86.445
43.891 -86.446
43.899 -86.446
43.918 -86.448
43.941 -86.454
43.948 -86.456
43.952 -86.458
43.957 -86.459
43.959 -86.46
43.97 -86.463
43.971 -86.463
43.972 -86.464
43.984 -86.472
44.001 -86.483
44.019 -86.499
44.021 -86.501
44.022 -86.502
44.03 -86.507
44.031 -86.507
44.033 -86.509
44.035 -86.51
44.048 -86.515
44.058 -86.515
44.068 -86.509
44.068 -86.508
44.076 -86.5
44.082 -86.489
44.09 -86.475
44.106 -86.448
44.106 -86.447
44.107 -86.445
44.12 -86.43
44.129 -86.421
44.132 -86.419
44.157 -86.401
44.179 -86.387
44.189 -86.38
44.192 -86.378
44.208 -86.363
44.228 -86.352
44.229 -86.352
44.23 -86.352
44.235 -86.349
44.25 -86.344
44.25 -86.343
44.263 -86.327
44.264 -86.327
44.283 -86.317
44.284 -86.316
44.285 -86.316
44.295 -86.309
44.308 -86.3
44.345 -86.269
44.356 -86.265
44.359 -86.265
44.401 -86.252
44.421 -86.248
44.428 -86.248
44.432 -86.248
44.433 -86.248
44.435 -86.248
44.437 -86.249
44.45 -86.251
44.451 -86.252
44.452 -86.252
44.454 -86.252
44.463 -86.252
44.465 -86.252
44.467 -86.251
44.468 -86.251
44.483 -86.249
44.489 -86.244
44.501 -86.239
44.502 -86.239
44.518 -86.233
44.549 -86.224
44.567 -86.221
44.59 -86.225
44.594 -86.225
44.595 -86.225
44.596 -86.226
44.601 -86.228
44.605 -86.23
44.609 -86.232
44.612 -86.233
44.63 -86.243
44.641 -86.25
44.644 -86.252
44.648 -86.254
44.658 -86.257
44.663 -86.259
44.664 -86.259
44.665 -86.259
44.677 -86.258
44.687 -86.257
44.691 -86.255
44.692 -86.255
44.694 -86.253
44.699 -86.248
44.706 -86.233
44.706 -86.232
44.707 -86.23
44.714 -86.199
44.721 -86.172
44.728 -86.161
44.728 -86.16
44.728 -86.156
44.728 -86.121
44.728 -86.12
44.731 -86.106
44.741 -86.09
44.741 -86.089
44.743 -86.088
44.749 -86.084
44.758 -86.078
44.759 -86.078
44.77 -86.074
44.778 -86.073
44.959 -83.445
segment Michigan
45.733 -85.508
45.726 -85.499
45.705 -85.494
45.698 -85.494
45.691 -85.503
45.681 -85.506
45.67 -85.504
45.664 -85.5
45.652 -85.49
45.621 -85.487
45.61 -85.491
45.596 -85.509
45.593 -85.518
45.592 -85.527
45.589 -85.53
45.578 -85.534
45.575 -85.541
45.572 -85.562
45.583 -85.618
45.586 -85.623
45.598 -85.63
45.625 -85.62
45.632 -85.609
45.639 -85.605
45.648 -85.605
45.658 -85.609
45.682 -85.605
45.689 -85.601
45.698 -85.591
45.701 -85.584
45.711 -85.572
45.731 -85.565
45.733 -85.565
45.745 -85.565
45.75 -85.567
45.758 -85.568
45.76 -85.566
45.757 -85.55
45.751 -85.544
45.75 -85.536
45.75 -85.525
45.755 -85.506
45.754 -85.501
45.746 -85.498
45.743 -85.504
45.742 -85.509
45.743 -85.51
45.745 -85.509
45.748 -85.509
45.749 -85.515
45.745 -85.521
45.739 -85.522
45.737 -85.521
45.734 -85.511
45.733 -85.508
segment Michigan
45.158 -86.033
45.156 -86.006
45.153 -85.993
45.151 -85.989
45.138 -85.977
45.121 -85.976
45.113 -85.98
45.087 -85.984
45.081 -85.983
45.073 -85.977
45.063 -85.977
45.056 -85.997
45.064 -86.013
45.072 -86.02
45.087 -86.037
45.095 -86.052
45.101 -86.059
45.105 -86.06
45.14 -86.065
45.152 -86.059
45.158 -86.05
45.16 -86.044
45.158 -86.033
segment Michigan
45.008 -86.094
44.999 -86.116
44.997 -86.134
45.002 -86.155
45.011 -86.157
45.018 -86.155
45.04 -86.142
45.043 -86.138
45.048 -86.118
45.041 -86.093
45.031 -86.079
45.032 -86.093
45.03 -86.097
45.026 -86.1
45.023 -86.102
45.018 -86.101
45.008 -86.094
