segment Wisconsin
42.495 -88.335
42.495 -88.339
42.495 -88.378
42.495 -88.417
42.495 -88.423
42.495 -88.431
42.495 -88.461
42.495 -88.507
42.495 -88.54
42.495 -88.55
42.495 -88.592
42.495 -88.639
42.495 -88.65
42.495 -88.658
42.494 -88.707
42.493 -88.723
42.493 -88.728
42.493 -88.737
42.493 -88.745
42.492 -88.765
42.492 -88.776
42.492 -88.777
42.492 -88.787
42.492 -88.808
42.493 -88.862
42.494 -88.894
42.495 -88.94
42.495 -88.943
42.496 -88.993
42.496 -89.012
42.496 -89.014
42.496 -89.042
42.496 -89.043
42.496 -89.047
42.496 -89.057
42.496 -89.064
42.496 -89.067
42.496 -89.071
42.496 -89.099
42.497 -89.117
42.497 -89.12
42.497 -89.125
42.497 -89.13
42.497 -89.165
42.497 -89.167
42.498 -89.198
42.498 -89.226
42.498 -89.228
42.498 -89.247
42.498 -89.248
42.498 -89.251
42.499 -89.291
42.5 -89.362
42.5 -89.366
42.5 -89.401
42.501 -89.421
42.501 -89.423
42.501 -89.424
42.501 -89.425
42.501 -89.484
42.502 -89.493
42.502 -89.523
42.503 -89.564
42.503 -89.579
42.503 -89.595
42.504 -89.6
42.504 -89.601
42.504 -89.604
42.504 -89.613
42.505 -89.644
42.505 -89.65
42.505 -89.668
42.505 -89.69
42.505 -89.693
42.505 -89.719
42.505 -89.742
42.505 -89.77
42.505 -89.78
42.505 -89.794
42.505 -89.8
42.505 -89.802
42.506 -89.838
42.506 -89.926
42.506 -89.954
42.506 -89.955
42.506 -89.956
42.506 -89.985
42.506 -89.986
42.507 -89.997
42.507 -89.999
42.507 -90.014
42.507 -90.017
42.507 -90.019
42.508 -90.073
42.508 -90.074
42.508 -90.093
42.508 -90.095
42.508 -90.143
42.508 -90.164
42.508 -90.182
42.508 -90.206
42.508 -90.221
42.508 -90.223
42.508 -90.251
42.507 -90.253
42.508 -90.267
42.508 -90.269
42.508 -90.273
42.507 -90.304
42.507 -90.309
42.507 -90.363
42.507 -90.368
42.507 -90.371
42.507 -90.406
42.507 -90.426
42.507 -90.437
42.507 -90.475
42.507 -90.479
42.508 -90.492
42.508 -90.532
42.508 -90.544
42.508 -90.545
42.508 -90.551
42.508 -90.556
42.508 -90.565
42.508 -90.609
42.508 -90.615
42.508 -90.618
42.508 -90.641
42.513 -90.637
42.519 -90.637
42.528 -90.641
42.54 -90.644
42.544 -90.646
42.55 -90.654
42.558 -90.659
42.568 -90.661
42.568 -90.662
42.577 -90.673
42.579 -90.677
42.582 -90.679
42.59 -90.685
42.592 -90.687
42.595 -90.688
42.599 -90.688
42.608 -90.691
42.61 -90.692
42.615 -90.694
42.622 -90.7
42.626 -90.701
42.631 -90.703
42.634 -90.706
42.636 -90.709
42.641 -90.72
42.643 -90.731
42.644 -90.733
42.646 -90.744
42.647 -90.751
42.649 -90.76
42.65 -90.762
42.65 -90.763
42.651 -90.769
42.653 -90.779
42.653 -90.781
42.654 -90.788
42.656 -90.797
42.662 -90.833
42.663 -90.844
42.665 -90.853
42.669 -90.867
42.672 -90.887
42.676 -90.899
42.676 -90.9
42.677 -90.901
42.683 -90.913
42.685 -90.921
42.686 -90.924
42.684 -90.93
42.683 -90.937
42.684 -90.942
42.686 -90.949
42.687 -90.952
42.688 -90.954
42.693 -90.965
42.695 -90.974
42.697 -90.978
42.699 -90.981
42.709 -90.989
42.714 -90.996
42.716 -91
42.72 -91.01
42.719 -91.016
42.72 -91.017
42.724 -91.027
42.727 -91.03
42.73 -91.031
42.733 -91.031
42.734 -91.032
42.737 -91.035
42.738 -91.039
42.739 -91.044
42.737 -91.047
42.737 -91.05
42.737 -91.051
42.738 -91.054
42.741 -91.055
42.745 -91.055
42.747 -91.056
42.749 -91.058
42.75 -91.06
42.751 -91.064
42.751 -91.065
42.753 -91.066
42.757 -91.065
42.757 -91.063
42.758 -91.061
42.76 -91.06
42.762 -91.06
42.764 -91.063
42.768 -91.067
42.77 -91.069
42.77 -91.07
42.771 -91.07
42.776 -91.071
42.783 -91.071
42.788 -91.072
42.795 -91.075
42.807 -91.078
42.82 -91.079
42.828 -91.079
42.83 -91.083
42.829 -91.09
42.831 -91.094
42.835 -91.095
42.844 -91.093
42.85 -91.091
42.851 -91.092
42.855 -91.095
42.86 -91.098
42.864 -91.099
42.876 -91.098
42.883 -91.101
42.886 -91.104
42.891 -91.112
42.895 -91.116
42.896 -91.117
42.901 -91.131
42.904 -91.138
42.905 -91.143
42.906 -91.145
42.908 -91.146
42.91 -91.146
42.912 -91.146
42.915 -91.146
42.921 -91.144
42.923 -91.144
42.927 -91.144
42.93 -91.146
42.94 -91.15
42.942 -91.15
42.947 -91.149
42.957 -91.146
42.958 -91.145
42.963 -91.147
42.966 -91.148
42.971 -91.151
42.976 -91.156
42.978 -91.157
42.988 -91.157
42.991 -91.157
43.019 -91.168
43.02 -91.169
43.03 -91.172
43.039 -91.175
43.043 -91.175
43.044 -91.175
43.062 -91.178
43.064 -91.178
43.067 -91.179
43.071 -91.179
43.073 -91.177
43.08 -91.177
43.104 -91.175
43.119 -91.178
43.125 -91.178
43.129 -91.178
43.132 -91.177
43.135 -91.175
43.137 -91.17
43.141 -91.16
43.143 -91.156
43.152 -91.146
43.156 -91.143
43.164 -91.141
43.17 -91.139
43.173 -91.136
43.174 -91.134
43.188 -91.124
43.194 -91.124
43.197 -91.122
43.2 -91.119
43.203 -91.114
43.206 -91.109
43.207 -91.108
43.222 -91.087
43.228 -91.079
43.235 -91.072
43.239 -91.066
43.243 -91.063
43.245 -91.062
43.249 -91.06
43.254 -91.058
43.255 -91.058
43.258 -91.059
43.259 -91.06
43.26 -91.062
43.26 -91.069
43.26 -91.07
43.261 -91.072
43.262 -91.073
43.264 -91.073
43.268 -91.072
43.271 -91.072
43.275 -91.074
43.283 -91.08
43.292 -91.086
43.314 -91.107
43.319 -91.118
43.321 -91.12
43.321 -91.121
43.326 -91.129
43.328 -91.133
43.33 -91.137
43.335 -91.155
43.341 -91.171
43.346 -91.181
43.348 -91.188
43.349 -91.202
43.35 -91.204
43.353 -91.207
43.366 -91.215
43.368 -91.215
43.37 -91.213
43.374 -91.207
43.375 -91.206
43.379 -91.205
43.386 -91.201
43.39 -91.199
43.395 -91.198
43.399 -91.198
43.403 -91.199
43.408 -91.201
43.413 -91.2
43.416 -91.201
43.42 -91.203
43.423 -91.206
43.425 -91.207
43.431 -91.214
43.446 -91.229
43.451 -91.232
43.455 -91.233
43.458 -91.233
43.46 -91.232
43.463 -91.23
43.466 -91.225
43.471 -91.22
43.481 -91.216
43.485 -91.215
43.491 -91.218
43.495 -91.218
43.497 -91.218
43.501 -91.218
43.508 -91.218
43.512 -91.217
43.514 -91.218
43.518 -91.223
43.519 -91.225
43.522 -91.23
43.524 -91.233
43.533 -91.237
43.54 -91.243
43.546 -91.244
43.549 -91.244
43.551 -91.243
43.554 -91.241
43.555 -91.241
43.562 -91.234
43.565 -91.233
43.576 -91.231
43.576 -91.232
43.582 -91.232
43.584 -91.233
43.586 -91.234
43.586 -91.236
43.589 -91.238
43.59 -91.239
43.593 -91.243
43.6 -91.253
43.603 -91.258
43.606 -91.262
43.61 -91.265
43.615 -91.269
43.627 -91.268
43.638 -91.263
43.642 -91.262
43.644 -91.263
43.648 -91.264
43.649 -91.265
43.653 -91.271
43.655 -91.272
43.667 -91.273
43.677 -91.273
43.696 -91.268
43.71 -91.268
43.714 -91.267
43.719 -91.261
43.723 -91.259
43.726 -91.258
43.73 -91.256
43.734 -91.255
43.745 -91.255
43.766 -91.247
43.772 -91.244
43.773 -91.244
43.775 -91.244
43.783 -91.253
43.792 -91.262
43.8 -91.264
43.804 -91.267
43.814 -91.272
43.819 -91.273
43.825 -91.276
43.83 -91.276
43.833 -91.277
43.838 -91.278
43.843 -91.282
43.847 -91.284
43.852 -91.291
43.853 -91.291
43.855 -91.297
43.857 -91.299
43.858 -91.3
43.86 -91.301
43.86 -91.302
43.867 -91.311
43.876 -91.313
43.878 -91.314
43.882 -91.315
43.888 -91.32
43.888 -91.321
43.889 -91.321
43.893 -91.328
43.897 -91.337
43.898 -91.338
43.898 -91.339
43.903 -91.342
43.91 -91.346
43.912 -91.348
43.915 -91.352
43.917 -91.357
43.927 -91.363
43.934 -91.365
43.935 -91.365
43.937 -91.366
43.937 -91.367
43.944 -91.375
43.953 -91.385
43.954 -91.386
43.955 -91.388
43.959 -91.395
43.964 -91.406
43.965 -91.407
43.971 -91.411
43.973 -91.412
43.983 -91.424
43.984 -91.425
43.985 -91.426
43.988 -91.427
43.994 -91.43
43.997 -91.433
43.999 -91.435
44 -91.437
44.002 -91.441
44.005 -91.451
44.006 -91.457
44.009 -91.464
44.009 -91.468
44.008 -91.479
44.008 -91.48
44.008 -91.481
44.013 -91.495
44.017 -91.502
44.019 -91.507
44.021 -91.524
44.021 -91.534
44.022 -91.547
44.025 -91.559
44.027 -91.572
44.027 -91.573
44.027 -91.58
44.027 -91.583
44.031 -91.592
44.034 -91.597
44.035 -91.598
44.036 -91.599
44.04 -91.601
44.043 -91.603
44.044 -91.604
44.046 -91.606
44.047 -91.607
44.049 -91.61
44.052 -91.615
44.054 -91.624
44.056 -91.628
44.06 -91.633
44.063 -91.638
44.064 -91.641
44.063 -91.643
44.063 -91.645
44.064 -91.648
44.069 -91.652
44.071 -91.657
44.074 -91.66
44.081 -91.663
44.085 -91.665
44.087 -91.667
44.089 -91.669
44.09 -91.672
44.092 -91.674
44.095 -91.678
44.097 -91.682
44.098 -91.682
44.098 -91.686
44.098 -91.691
44.099 -91.695
44.104 -91.707
44.105 -91.708
44.111 -91.708
44.118 -91.709
44.12 -91.711
44.129 -91.719
44.13 -91.722
44.133 -91.731
44.133 -91.733
44.133 -91.735
44.135 -91.75
44.135 -91.752
44.135 -91.753
44.136 -91.755
44.137 -91.757
44.144 -91.769
44.148 -91.774
44.154 -91.797
44.159 -91.808
44.164 -91.817
44.178 -91.829
44.18 -91.832
44.181 -91.833
44.185 -91.845
44.197 -91.864
44.199 -91.872
44.201 -91.875
44.203 -91.876
44.204 -91.876
44.21 -91.876
44.213 -91.877
44.217 -91.88
44.226 -91.89
44.231 -91.893
44.235 -91.893
44.246 -91.888
44.247 -91.888
44.248 -91.888
44.251 -91.887
44.252 -91.887
44.254 -91.888
44.256 -91.889
44.258 -91.891
44.261 -91.894
44.263 -91.896
44.265 -91.897
44.273 -91.896
44.275 -91.896
44.275 -91.897
44.277 -91.898
44.277 -91.899
44.278 -91.899
44.282 -91.906
44.286 -91.92
44.288 -91.922
44.291 -91.924
44.292 -91.925
44.293 -91.925
44.294 -91.925
44.295 -91.925
44.296 -91.924
44.297 -91.924
44.301 -91.921
44.308 -91.914
44.31 -91.914
44.311 -91.914
44.318 -91.916
44.323 -91.919
44.334 -91.926
44.335 -91.928
44.339 -91.936
44.341 -91.941
44.349 -91.95
44.353 -91.953
44.359 -91.96
44.362 -91.964
44.363 -91.966
44.364 -91.967
44.364 -91.968
44.366 -91.97
44.366 -91.972
44.367 -91.974
44.368 -91.975
44.368 -91.978
44.368 -91.979
44.368 -91.984
44.369 -91.987
44.372 -91.994
44.375 -92
44.377 -92.003
44.379 -92.006
44.38 -92.009
44.381 -92.019
44.389 -92.038
44.394 -92.046
44.401 -92.054
44.403 -92.056
44.404 -92.062
44.404 -92.072
44.405 -92.079
44.407 -92.084
44.409 -92.087
44.411 -92.096
44.411 -92.097
44.412 -92.102
44.414 -92.111
44.414 -92.112
44.416 -92.114
44.416 -92.115
44.417 -92.116
44.421 -92.121
44.422 -92.125
44.425 -92.14
44.427 -92.162
44.429 -92.17
44.434 -92.195
44.439 -92.215
44.439 -92.217
44.44 -92.221
44.445 -92.232
44.449 -92.237
44.454 -92.242
44.457 -92.245
44.46 -92.249
44.465 -92.262
44.474 -92.277
44.478 -92.282
44.483 -92.289
44.485 -92.291
44.488 -92.293
44.491 -92.296
44.493 -92.297
44.494 -92.298
44.496 -92.299
44.5 -92.302
44.501 -92.302
44.502 -92.303
44.504 -92.303
44.506 -92.303
44.516 -92.302
44.519 -92.303
44.52 -92.304
44.524 -92.308
44.529 -92.311
44.538 -92.314
44.541 -92.316
44.543 -92.317
44.545 -92.32
44.546 -92.321
44.551 -92.329
44.554 -92.336
44.557 -92.348
44.559 -92.359
44.559 -92.362
44.559 -92.368
44.559 -92.376
44.558 -92.389
44.558 -92.39
44.558 -92.397
44.558 -92.399
44.559 -92.402
44.559 -92.407
44.56 -92.415
44.561 -92.416
44.562 -92.421
44.565 -92.426
44.566 -92.431
44.565 -92.433
44.563 -92.441
44.562 -92.455
44.565 -92.47
44.568 -92.481
44.568 -92.485
44.566 -92.49
44.566 -92.491
44.566 -92.492
44.566 -92.494
44.567 -92.496
44.567 -92.497
44.568 -92.502
44.57 -92.509
44.571 -92.511
44.572 -92.513
44.575 -92.518
44.575 -92.521
44.574 -92.527
44.57 -92.534
44.569 -92.536
44.568 -92.54
44.567 -92.541
44.567 -92.543
44.567 -92.544
44.567 -92.546
44.568 -92.547
44.568 -92.548
44.569 -92.55
44.572 -92.552
44.573 -92.551
44.576 -92.55
44.578 -92.549
44.581 -92.55
44.595 -92.561
44.602 -92.567
44.602 -92.568
44.603 -92.568
44.603 -92.569
44.604 -92.569
44.604 -92.571
44.604 -92.572
44.605 -92.573
44.605 -92.577
44.604 -92.579
44.601 -92.582
44.6 -92.585
44.6 -92.586
44.602 -92.589
44.606 -92.59
44.612 -92.602
44.612 -92.607
44.612 -92.615
44.613 -92.618
44.613 -92.619
44.614 -92.62
44.615 -92.621
44.616 -92.622
44.617 -92.623
44.618 -92.623
44.619 -92.623
44.62 -92.623
44.621 -92.623
44.624 -92.623
44.629 -92.62
44.634 -92.62
44.639 -92.622
44.649 -92.632
44.658 -92.656
44.661 -92.661
44.663 -92.665
44.667 -92.669
44.682 -92.687
44.688 -92.695
44.689 -92.696
44.692 -92.699
44.694 -92.701
44.701 -92.713
44.717 -92.737
44.722 -92.75
44.723 -92.754
44.724 -92.757
44.73 -92.766
44.733 -92.777
44.734 -92.779
44.737 -92.786
44.737 -92.788
44.738 -92.788
44.745 -92.802
44.747 -92.803
44.748 -92.803
44.748 -92.804
44.749 -92.804
44.75 -92.807
44.751 -92.808
44.759 -92.807
44.765 -92.806
44.768 -92.805
44.777 -92.8
44.782 -92.796
44.788 -92.789
44.792 -92.785
44.798 -92.783
44.809 -92.781
44.81 -92.781
44.812 -92.781
44.813 -92.78
44.821 -92.773
44.823 -92.772
44.826 -92.773
44.827 -92.773
44.828 -92.772
44.831 -92.77
44.832 -92.769
44.835 -92.766
44.837 -92.765
44.841 -92.765
44.854 -92.769
44.862 -92.769
44.867 -92.767
44.872 -92.764
44.874 -92.763
44.876 -92.764
44.883 -92.77
44.89 -92.774
44.893 -92.775
44.898 -92.775
44.9 -92.774
44.901 -92.773
44.907 -92.761
44.908 -92.76
44.909 -92.759
44.91 -92.758
44.911 -92.758
44.937 -92.751
44.942 -92.751
44.949 -92.753
44.95 -92.753
44.956 -92.755
44.962 -92.759
44.965 -92.761
44.968 -92.767
44.97 -92.769
44.972 -92.769
44.979 -92.77
44.983 -92.77
44.988 -92.769
44.994 -92.771
45.001 -92.771
45.004 -92.77
45.008 -92.769
45.009 -92.768
45.017 -92.764
45.019 -92.763
45.021 -92.763
45.022 -92.762
45.024 -92.762
45.029 -92.765
45.034 -92.77
45.035 -92.773
45.038 -92.777
45.039 -92.779
45.04 -92.78
45.044 -92.788
45.047 -92.793
45.051 -92.797
45.051 -92.798
45.057 -92.802
45.061 -92.803
45.065 -92.803
45.066 -92.803
45.067 -92.802
45.068 -92.802
45.069 -92.801
45.078 -92.793
45.079 -92.792
45.08 -92.792
45.08 -92.79
45.089 -92.774
45.096 -92.766
45.103 -92.754
45.107 -92.747
45.108 -92.745
45.113 -92.741
45.116 -92.74
45.117 -92.74
45.118 -92.741
45.12 -92.743
45.123 -92.746
45.138 -92.749
45.152 -92.757
45.155 -92.758
45.161 -92.758
45.165 -92.757
45.172 -92.753
45.174 -92.752
45.183 -92.765
45.185 -92.767
45.19 -92.767
45.195 -92.767
45.205 -92.764
45.207 -92.762
45.21 -92.758
45.213 -92.754
45.219 -92.752
45.221 -92.752
45.223 -92.754
45.226 -92.756
45.231 -92.757
45.238 -92.758
45.25 -92.76
45.253 -92.759
45.257 -92.755
45.262 -92.752
45.266 -92.752
45.268 -92.752
45.27 -92.753
45.275 -92.758
45.279 -92.761
45.285 -92.762
45.287 -92.762
45.289 -92.761
45.291 -92.759
45.293 -92.751
45.3 -92.737
45.304 -92.733
45.309 -92.728
45.321 -92.71
45.327 -92.705
45.334 -92.7
45.336 -92.699
45.337 -92.699
45.338 -92.699
45.339 -92.699
45.342 -92.7
45.354 -92.704
45.356 -92.704
45.358 -92.703
45.364 -92.697
45.373 -92.679
45.374 -92.678
45.376 -92.679
45.38 -92.677
45.383 -92.675
45.389 -92.67
45.393 -92.664
45.396 -92.658
45.399 -92.65
45.402 -92.651
45.403 -92.651
45.406 -92.649
45.407 -92.648
45.413 -92.647
45.414 -92.647
45.416 -92.649
45.419 -92.65
45.422 -92.65
45.426 -92.649
45.43 -92.649
45.438 -92.647
45.442 -92.647
45.455 -92.653
45.455 -92.654
45.458 -92.661
45.463 -92.677
45.464 -92.68
45.47 -92.685
45.472 -92.687
45.474 -92.689
45.476 -92.691
45.476 -92.692
45.478 -92.693
45.483 -92.695
45.487 -92.698
45.493 -92.702
45.503 -92.712
45.507 -92.716
45.512 -92.724
45.514 -92.727
45.519 -92.728
45.526 -92.728
45.537 -92.725
45.539 -92.725
45.541 -92.726
45.544 -92.731
45.55 -92.74
45.553 -92.746
45.554 -92.749
45.556 -92.752
45.557 -92.755
45.557 -92.757
45.564 -92.765
45.567 -92.77
45.568 -92.773
45.568 -92.776
45.568 -92.777
45.568 -92.786
45.567 -92.79
45.563 -92.802
45.561 -92.812
45.561 -92.823
45.563 -92.834
45.566 -92.844
45.567 -92.846
45.568 -92.871
45.573 -92.881
45.575 -92.884
45.579 -92.885
45.59 -92.883
45.595 -92.886
45.599 -92.886
45.605 -92.885
45.61 -92.883
45.614 -92.883
45.62 -92.887
45.625 -92.888
45.628 -92.888
45.633 -92.887
45.635 -92.887
45.636 -92.887
45.637 -92.887
45.639 -92.888
45.644 -92.887
45.646 -92.886
45.655 -92.884
45.659 -92.882
45.666 -92.879
45.675 -92.877
45.689 -92.875
45.697 -92.87
45.7 -92.872
45.712 -92.869
45.715 -92.87
45.718 -92.869
45.721 -92.866
45.722 -92.863
45.723 -92.853
45.724 -92.851
45.728 -92.85
45.729 -92.849
45.729 -92.843
45.73 -92.841
45.733 -92.836
45.733 -92.831
45.734 -92.829
45.737 -92.826
45.742 -92.817
45.743 -92.813
45.744 -92.81
45.747 -92.805
45.75 -92.804
45.752 -92.803
45.754 -92.799
45.763 -92.786
45.764 -92.785
45.773 -92.781
45.783 -92.78
45.79 -92.776
45.795 -92.772
45.798 -92.768
45.801 -92.762
45.804 -92.759
45.807 -92.758
45.811 -92.758
45.815 -92.76
45.817 -92.761
45.818 -92.762
45.819 -92.762
45.82 -92.763
45.825 -92.765
45.827 -92.766
45.83 -92.765
45.834 -92.762
45.835 -92.759
45.841 -92.749
45.841 -92.746
45.846 -92.74
45.848 -92.739
45.859 -92.736
45.863 -92.736
45.868 -92.734
45.884 -92.721
45.892 -92.713
45.895 -92.708
45.895 -92.707
45.896 -92.705
45.896 -92.703
45.896 -92.699
45.904 -92.684
45.906 -92.677
45.907 -92.676
45.911 -92.677
45.912 -92.676
45.916 -92.67
45.923 -92.66
45.924 -92.656
45.925 -92.639
45.926 -92.638
45.932 -92.64
45.934 -92.64
45.934 -92.639
45.935 -92.636
45.932 -92.629
45.933 -92.628
45.935 -92.623
45.935 -92.615
45.935 -92.614
45.937 -92.611
45.938 -92.608
45.941 -92.602
45.942 -92.59
45.946 -92.581
45.948 -92.575
45.948 -92.57
45.951 -92.561
45.952 -92.552
45.952 -92.551
45.957 -92.55
45.961 -92.551
45.968 -92.55
45.969 -92.548
45.97 -92.546
45.978 -92.538
45.982 -92.531
45.983 -92.527
45.984 -92.522
45.984 -92.519
45.98 -92.503
45.977 -92.494
45.976 -92.491
45.976 -92.485
45.974 -92.479
45.973 -92.473
45.974 -92.469
45.976 -92.464
45.979 -92.461
45.98 -92.461
45.982 -92.463
45.982 -92.464
45.983 -92.464
45.984 -92.464
45.985 -92.465
45.988 -92.462
45.99 -92.456
45.993 -92.453
45.996 -92.454
45.998 -92.453
46 -92.452
46.002 -92.45
46.009 -92.444
46.012 -92.444
46.016 -92.442
46.021 -92.436
46.024 -92.429
46.027 -92.421
46.027 -92.411
46.027 -92.408
46.02 -92.393
46.017 -92.382
46.014 -92.373
46.013 -92.365
46.013 -92.364
46.013 -92.363
46.013 -92.362
46.013 -92.358
46.016 -92.352
46.016 -92.351
46.017 -92.35
46.019 -92.35
46.022 -92.35
46.024 -92.349
46.025 -92.346
46.027 -92.344
46.029 -92.344
46.035 -92.342
46.041 -92.344
46.043 -92.343
46.045 -92.341
46.05 -92.339
46.052 -92.338
46.059 -92.335
46.06 -92.335
46.061 -92.334
46.063 -92.333
46.064 -92.332
46.064 -92.331
46.065 -92.33
46.066 -92.328
46.066 -92.327
46.069 -92.319
46.07 -92.317
46.072 -92.307
46.073 -92.299
46.074 -92.294
46.078 -92.294
46.114 -92.294
46.157 -92.294
46.167 -92.294
46.18 -92.294
46.225 -92.294
46.244 -92.294
46.26 -92.293
46.288 -92.293
46.295 -92.293
46.298 -92.293
46.304 -92.293
46.307 -92.293
46.314 -92.293
46.315 -92.293
46.319 -92.293
46.322 -92.293
46.332 -92.293
46.417 -92.293
46.421 -92.293
46.432 -92.293
46.479 -92.293
46.496 -92.292
46.504 -92.292
46.53 -92.292
46.533 -92.292
46.605 -92.292
46.625 -92.292
46.663 -92.292
46.666 -92.292
46.668 -92.291
46.667 -92.287
46.663 -92.287
46.66 -92.286
46.659 -92.284
46.659 -92.278
46.657 -92.274
46.653 -92.273
46.651 -92.271
46.651 -92.266
46.657 -92.26
46.659 -92.257
46.649 -92.242
46.65 -92.236
46.653 -92.228
46.653 -92.223
46.65 -92.216
46.65 -92.212
46.652 -92.207
46.654 -92.204
46.655 -92.202
46.657 -92.202
46.659 -92.202
46.665 -92.205
46.667 -92.204
46.67 -92.199
46.677 -92.192
46.679 -92.188
46.68 -92.182
46.68 -92.181
46.683 -92.178
46.686 -92.176
46.69 -92.176
46.692 -92.178
46.695 -92.183
46.696 -92.198
46.698 -92.205
46.703 -92.206
46.704 -92.205
46.706 -92.202
46.708 -92.197
46.711 -92.193
46.716 -92.191
46.718 -92.189
46.717 -92.179
46.717 -92.174
46.72 -92.167
46.716 -92.155
46.715 -92.149
46.716 -92.146
46.718 -92.145
46.725 -92.141
46.728 -92.143
46.735 -92.143
46.74 -92.138
46.749 -92.117
46.749 -92.108
46.749 -92.089
46.736 -92.071
46.731 -92.065
46.715 -92.043
46.709 -92.034
46.706 -92.025
46.704 -92.02
46.706 -92.015
46.705 -92.008
46.693 -91.988
46.686 -91.973
46.683 -91.962
46.68 -91.943
46.682 -91.93
46.684 -91.92
46.69 -91.887
46.691 -91.88
46.691 -91.877
46.692 -91.857
46.69 -91.841
46.69 -91.84
46.69 -91.839
46.69 -91.82
46.695 -91.79
46.705 -91.761
46.708 -91.752
46.709 -91.75
46.711 -91.742
46.713 -91.735
46.726 -91.682
46.728 -91.671
46.729 -91.668
46.735 -91.646
46.754 -91.591
46.755 -91.59
46.755 -91.589
46.757 -91.577
46.757 -91.575
46.757 -91.574
46.757 -91.568
46.756 -91.551
46.755 -91.537
46.757 -91.511
46.761 -91.5
46.767 -91.492
46.769 -91.47
46.771 -91.462
46.773 -91.449
46.781 -91.428
46.781 -91.426
46.782 -91.424
46.79 -91.412
46.791 -91.398
46.791 -91.396
46.79 -91.391
46.792 -91.383
46.792 -91.381
46.794 -91.37
46.794 -91.369
46.795 -91.367
46.797 -91.362
46.798 -91.361
46.799 -91.36
46.807 -91.352
46.818 -91.338
46.827 -91.315
46.827 -91.314
46.83 -91.302
46.83 -91.301
46.832 -91.289
46.833 -91.278
46.834 -91.267
46.834 -91.266
46.837 -91.257
46.841 -91.251
46.86 -91.233
46.864 -91.227
46.866 -91.214
46.867 -91.212
46.867 -91.211
46.866 -91.208
46.859 -91.204
46.854 -91.2
46.848 -91.187
46.844 -91.178
46.844 -91.175
46.845 -91.168
46.855 -91.156
46.863 -91.148
46.87 -91.144
46.873 -91.14
46.872 -91.135
46.87 -91.133
46.864 -91.136
46.862 -91.136
46.861 -91.137
46.861 -91.136
46.859 -91.135
46.859 -91.134
46.856 -91.123
46.858 -91.105
46.861 -91.097
46.862 -91.097
46.862 -91.096
46.865 -91.096
46.88 -91.094
46.882 -91.091
46.883 -91.091
46.884 -91.081
46.88 -91.073
46.878 -91.068
46.881 -91.054
46.881 -91.053
46.882 -91.052
46.883 -91.051
46.887 -91.044
46.889 -91.04
46.893 -91.037
46.894 -91.037
46.894 -91.036
46.897 -91.036
46.903 -91.035
46.903 -91.034
46.904 -91.033
46.912 -91.019
46.916 -91.005
46.916 -90.999
46.918 -90.995
46.918 -90.994
46.926 -90.985
46.933 -90.98
46.941 -90.974
46.944 -90.968
46.944 -90.965
46.939 -90.955
46.938 -90.955
46.936 -90.942
46.934 -90.933
46.932 -90.925
46.931 -90.922
46.933 -90.914
46.941 -90.909
46.941 -90.908
46.942 -90.908
46.958 -90.88
46.961 -90.871
46.961 -90.87
46.962 -90.856
46.957 -90.838
46.954 -90.832
46.938 -90.805
46.926 -90.786
46.898 -90.755
46.894 -90.751
46.893 -90.751
46.892 -90.751
46.888 -90.751
46.885 -90.754
46.885 -90.755
46.885 -90.756
46.883 -90.762
46.876 -90.77
46.859 -90.781
46.846 -90.788
46.845 -90.788
46.836 -90.792
46.829 -90.796
46.823 -90.799
46.817 -90.807
46.816 -90.809
46.806 -90.822
46.804 -90.826
46.797 -90.828
46.79 -90.836
46.789 -90.857
46.787 -90.858
46.784 -90.861
46.781 -90.864
46.774 -90.86
46.774 -90.859
46.774 -90.86
46.768 -90.862
46.764 -90.867
46.756 -90.885
46.748 -90.883
46.747 -90.883
46.739 -90.879
46.723 -90.87
46.7 -90.853
46.693 -90.854
46.687 -90.861
46.68 -90.868
46.67 -90.886
46.667 -90.897
46.665 -90.904
46.665 -90.905
46.663 -90.911
46.659 -90.914
46.658 -90.915
46.637 -90.921
46.632 -90.921
46.625 -90.924
46.608 -90.939
46.603 -90.95
46.601 -90.952
46.597 -90.951
46.588 -90.942
46.587 -90.937
46.585 -90.927
46.583 -90.918
46.583 -90.912
46.583 -90.91
46.583 -90.908
46.583 -90.906
46.584 -90.906
46.586 -90.902
46.589 -90.896
46.591 -90.892
46.596 -90.883
46.598 -90.878
46.6 -90.875
46.601 -90.873
46.602 -90.867
46.616 -90.829
46.618 -90.822
46.623 -90.802
46.625 -90.795
46.636 -90.771
46.636 -90.77
46.638 -90.768
46.646 -90.756
46.646 -90.755
46.647 -90.755
46.665 -90.756
46.67 -90.748
46.69 -90.74
46.692 -90.737
46.69 -90.734
46.667 -90.699
46.664 -90.695
46.659 -90.686
46.658 -90.684
46.643 -90.66
46.637 -90.65
46.631 -90.64
46.625 -90.63
46.624 -90.628
46.622 -90.626
46.6 -90.586
46.587 -90.56
46.586 -90.558
46.586 -90.557
46.584 -90.55
46.581 -90.539
46.581 -90.538
46.587 -90.525
46.59 -90.506
46.585 -90.495
46.579 -90.483
46.577 -90.479
46.574 -90.474
46.573 -90.47
46.561 -90.438
46.566 -90.418
segment Wisconsin
46.844 -90.574
46.842 -90.578
46.84 -90.584
46.838 -90.614
46.835 -90.623
46.825 -90.658
46.82 -90.674
