segment Nebraska
40.002 -98.087
40.002 -98.1
40.002 -98.142
40.002 -98.172
40.002 -98.179
40.003 -98.193
40.002 -98.25
40.002 -98.268
40.003 -98.274
40.002 -98.425
40.002 -98.491
40.002 -98.508
40.002 -98.519
40.002 -98.523
40.002 -98.543
40.002 -98.561
40.002 -98.575
40.002 -98.593
40.002 -98.613
40.002 -98.614
40.002 -98.641
40.002 -98.652
40.002 -98.654
40.002 -98.67
40.002 -98.673
40.003 -98.69
40.003 -98.691
40.002 -98.693
40.002 -98.71
40.002 -98.726
40.002 -98.775
40.002 -98.777
40.002 -98.821
40.002 -98.834
40.002 -98.935
40.002 -98.953
40.002 -98.961
40.002 -98.972
40.002 -98.992
40.002 -99.019
40.002 -99.02
40.002 -99.066
40.002 -99.086
40.002 -99.114
40.002 -99.123
40.002 -99.17
40.002 -99.179
40.002 -99.187
40.002 -99.189
40.002 -99.198
40.002 -99.216
40.002 -99.25
40.002 -99.254
40.002 -99.283
40.002 -99.287
40.002 -99.291
40.002 -99.292
40.002 -99.403
40.002 -99.405
40.002 -99.413
40.002 -99.424
40.002 -99.481
40.002 -99.493
40.002 -99.498
40.002 -99.499
40.002 -99.502
40.002 -99.518
40.002 -99.626
40.002 -99.628
40.002 -99.72
40.002 -99.732
40.002 -99.741
40.002 -99.747
40.001 -99.757
40.002 -99.764
40.002 -99.772
40.002 -99.776
40.001 -99.813
40.001 -99.855
40.002 -99.907
40.002 -99.93
40.002 -99.944
40.002 -99.948
40.002 -99.987
40.002 -99.991
40.002 -100.081
40.002 -100.178
40.002 -100.188
40.002 -100.19
40.002 -100.194
40.001 -100.197
40.002 -100.215
40.002 -100.229
40.002 -100.232
40.002 -100.307
40.002 -100.39
40.002 -100.42
40.002 -100.439
40.002 -100.447
40.002 -100.469
40.002 -100.476
40.002 -100.477
40.002 -100.487
40.002 -100.511
40.002 -100.533
40.002 -100.552
40.002 -100.567
40.002 -100.595
40.002 -100.601
40.002 -100.645
40.002 -100.646
40.002 -100.66
40.002 -100.683
40.002 -100.721
40.002 -100.73
40.002 -100.733
40.002 -100.752
40.002 -100.759
40.002 -100.871
40.002 -100.937
40.002 -100.985
40.002 -101.028
40.002 -101.06
40.002 -101.098
40.002 -101.131
40.003 -101.169
40.002 -101.179
40.002 -101.192
40.003 -101.21
40.003 -101.215
40.003 -101.249
40.003 -101.287
40.003 -101.294
40.003 -101.324
40.003 -101.343
40.003 -101.374
40.002 -101.41
40.002 -101.417
40.002 -101.436
40.003 -101.531
40.003 -101.542
40.003 -101.626
40.003 -101.627
40.003 -101.805
40.003 -101.808
40.003 -101.813
40.003 -101.832
40.003 -101.841
40.003 -101.904
40.003 -101.917
40.003 -102.052
40.148 -102.052
40.163 -102.052
40.229 -102.052
40.235 -102.052
40.338 -102.051
40.349 -102.052
40.351 -102.052
40.36 -102.052
40.393 -102.052
40.396 -102.052
40.44 -102.051
40.52 -102.052
40.538 -102.052
40.698 -102.051
40.75 -102.051
41.002 -102.052
41.002 -102.071
41.002 -102.125
41.002 -102.191
41.002 -102.209
41.002 -102.212
41.002 -102.232
41.002 -102.26
41.002 -102.268
41.002 -102.272
41.002 -102.291
41.002 -102.293
41.002 -102.364
41.002 -102.38
41.002 -102.469
41.002 -102.471
41.002 -102.488
41.002 -102.557
41.002 -102.566
41.002 -102.575
41.002 -102.576
41.002 -102.579
41.003 -102.621
41.002 -102.653
41.002 -102.736
41.002 -102.74
41.002 -102.755
41.002 -102.767
41.002 -102.774
41.002 -102.827
41.002 -102.83
41.002 -102.846
41.002 -102.849
41.002 -102.866
41.002 -102.868
41.002 -102.886
41.002 -102.887
41.002 -102.905
41.002 -102.907
41.002 -102.924
41.002 -102.926
41.002 -102.943
41.002 -102.945
41.002 -102.96
41.002 -102.961
41.002 -102.963
41.002 -102.964
41.002 -102.981
41.002 -102.983
41.002 -103
41.002 -103.002
41.002 -103.039
41.002 -103.043
41.002 -103.058
41.002 -103.06
41.002 -103.077
41.002 -103.078
41.002 -103.306
41.002 -103.363
41.002 -103.365
41.002 -103.382
41.003 -103.397
41.002 -103.422
41.002 -103.487
41.002 -103.497
41.002 -103.535
41.002 -103.575
41.002 -103.75
41.002 -103.763
41.002 -103.858
41.002 -103.878
41.002 -103.896
41.001 -103.906
41.002 -103.954
41.002 -103.971
41.002 -103.973
41.002 -104.018
41.002 -104.023
41.002 -104.039
41.001 -104.053
41.017 -104.053
41.018 -104.053
41.09 -104.053
41.105 -104.053
41.114 -104.053
41.157 -104.054
41.275 -104.053
41.278 -104.053
41.278 -104.052
41.316 -104.053
41.321 -104.052
41.331 -104.053
41.393 -104.052
41.408 -104.052
41.418 -104.052
41.516 -104.052
41.522 -104.052
41.539 -104.053
41.541 -104.053
41.553 -104.053
41.564 -104.053
41.592 -104.053
41.614 -104.053
41.623 -104.053
41.638 -104.053
41.645 -104.053
41.698 -104.053
41.733 -104.053
41.857 -104.053
41.885 -104.053
41.906 -104.053
41.915 -104.053
41.973 -104.053
41.976 -104.053
41.989 -104.053
41.99 -104.053
41.994 -104.053
41.995 -104.053
41.999 -104.053
42.002 -104.053
42.016 -104.053
42.022 -104.053
42.075 -104.053
42.089 -104.053
42.125 -104.053
42.134 -104.053
42.137 -104.053
42.167 -104.053
42.17 -104.053
42.25 -104.053
42.258 -104.053
42.261 -104.053
42.5 -104.053
42.611 -104.053
42.612 -104.053
42.631 -104.053
42.634 -104.053
42.65 -104.053
42.75 -104.053
42.755 -104.053
43.001 -104.053
43.002 -103.991
43.002 -103.966
43.001 -103.925
43.001 -103.816
43.001 -103.814
