segment Indiana
41.684 -87.491
41.673 -87.471
41.676 -87.463
41.675 -87.462
41.674 -87.456
41.673 -87.453
41.669 -87.446
41.67 -87.445
41.671 -87.443
41.672 -87.442
41.671 -87.439
41.669 -87.437
41.667 -87.435
41.665 -87.433
41.661 -87.432
41.654 -87.439
41.649 -87.433
41.646 -87.43
41.643 -87.423
41.64 -87.408
41.637 -87.395
41.63 -87.369
41.63 -87.365
41.629 -87.362
41.628 -87.358
41.623 -87.324
41.622 -87.288
41.62 -87.278
41.62 -87.262
41.621 -87.252
41.624 -87.223
41.624 -87.221
41.627 -87.202
41.63 -87.188
41.631 -87.183
41.633 -87.176
41.637 -87.161
41.645 -87.161
41.648 -87.145
41.65 -87.126
41.646 -87.12
41.659 -87.077
41.662 -87.067
41.662 -87.066
41.675 -87.028
41.681 -87.01
41.682 -87.008
41.708 -86.939
41.71 -86.935
41.711 -86.933
41.726 -86.911
41.727 -86.909
41.738 -86.875
41.755 -86.837
41.76 -86.825
41.76 -86.824
41.76 -86.816
41.76 -86.81
41.76 -86.804
41.76 -86.802
41.76 -86.801
41.76 -86.751
41.76 -86.748
41.76 -86.747
41.76 -86.722
41.76 -86.699
41.76 -86.641
41.76 -86.64
41.76 -86.583
41.76 -86.555
41.759 -86.524
41.759 -86.519
41.76 -86.502
41.76 -86.426
41.76 -86.415
41.76 -86.351
41.76 -86.34
41.76 -86.311
41.76 -86.304
41.76 -86.272
41.76 -86.265
41.76 -86.255
41.76 -86.251
41.76 -86.243
41.76 -86.241
41.76 -86.234
41.76 -86.232
41.76 -86.226
41.76 -86.218
41.76 -86.189
41.76 -86.179
41.761 -86.128
41.761 -86.125
41.761 -86.109
41.761 -86.063
41.761 -86.041
41.76 -86.004
41.76 -85.997
41.76 -85.996
41.76 -85.991
