segment Idaho
45.276 -116.674
45.283 -116.673
45.289 -116.672
45.298 -116.673
45.314 -116.675
45.322 -116.674
45.351 -116.653
45.368 -116.641
45.388 -116.627
45.398 -116.619
45.402 -116.614
45.413 -116.597
45.427 -116.592
45.442 -116.588
45.443 -116.588
45.449 -116.581
45.453 -116.576
45.46 -116.564
45.461 -116.562
45.463 -116.555
45.473 -116.555
45.48 -116.559
45.481 -116.559
45.499 -116.553
45.51 -116.549
45.514 -116.544
45.525 -116.535
45.547 -116.524
45.557 -116.513
45.567 -116.503
45.569 -116.499
45.574 -116.49
45.575 -116.49
45.577 -116.483
45.577 -116.482
45.578 -116.482
45.6 -116.466
45.602 -116.464
45.603 -116.464
45.615 -116.464
45.616 -116.464
45.618 -116.465
45.621 -116.47
45.625 -116.473
45.631 -116.477
45.632 -116.478
45.637 -116.481
45.64 -116.482
45.64 -116.483
45.65 -116.488
45.653 -116.492
45.656 -116.495
45.67 -116.512
45.677 -116.523
45.678 -116.524
45.681 -116.528
45.692 -116.535
45.697 -116.536
45.715 -116.538
45.734 -116.536
45.737 -116.537
45.747 -116.544
45.751 -116.547
45.753 -116.549
45.753 -116.554
45.755 -116.559
45.768 -116.577
45.779 -116.593
45.779 -116.594
45.781 -116.605
45.785 -116.632
45.784 -116.636
45.781 -116.64
45.78 -116.646
45.78 -116.66
45.782 -116.665
45.794 -116.68
45.806 -116.687
45.82 -116.697
45.821 -116.698
45.825 -116.708
45.825 -116.709
45.826 -116.711
45.826 -116.712
45.827 -116.716
45.826 -116.736
45.826 -116.738
45.825 -116.74
45.824 -116.74
45.823 -116.743
45.821 -116.745
45.821 -116.747
45.82 -116.748
45.819 -116.751
45.818 -116.753
45.817 -116.755
45.816 -116.76
45.817 -116.763
45.825 -116.783
45.832 -116.788
45.833 -116.789
45.837 -116.789
45.84 -116.788
45.844 -116.788
45.85 -116.79
45.856 -116.794
45.858 -116.796
45.878 -116.814
45.881 -116.819
45.886 -116.83
45.892 -116.844
45.904 -116.857
45.907 -116.86
45.911 -116.862
45.915 -116.866
45.917 -116.867
45.924 -116.87
45.941 -116.875
45.945 -116.876
45.959 -116.887
45.974 -116.893
45.989 -116.911
45.995 -116.916
45.997 -116.917
46 -116.919
46.018 -116.923
46.04 -116.932
46.061 -116.943
46.068 -116.949
46.075 -116.957
46.076 -116.96
46.076 -116.963
46.077 -116.97
46.08 -116.979
46.085 -116.982
46.089 -116.982
46.091 -116.982
46.093 -116.982
46.096 -116.979
46.097 -116.977
46.098 -116.974
46.099 -116.96
46.102 -116.955
46.111 -116.951
46.119 -116.951
46.123 -116.95
46.126 -116.948
46.142 -116.935
46.161 -116.923
46.165 -116.921
46.168 -116.922
46.171 -116.924
46.185 -116.942
46.194 -116.952
46.2 -116.963
46.203 -116.966
46.208 -116.967
46.209 -116.966
46.22 -116.959
46.226 -116.956
46.231 -116.955
46.242 -116.959
46.253 -116.964
46.257 -116.967
46.261 -116.97
46.263 -116.973
46.266 -116.976
46.273 -116.987
46.276 -116.991
46.278 -116.991
46.28 -116.991
46.29 -116.985
46.293 -116.985
46.297 -116.987
46.299 -116.99
46.303 -116.997
46.305 -117.007
46.311 -117.016
46.315 -117.021
46.317 -117.022
46.32 -117.023
46.326 -117.023
46.329 -117.023
46.335 -117.023
46.336 -117.024
46.339 -117.028
46.34 -117.031
46.341 -117.034
46.342 -117.045
46.344 -117.052
46.346 -117.056
46.348 -117.06
46.349 -117.06
46.349 -117.061
46.353 -117.063
46.354 -117.063
46.365 -117.063
46.368 -117.061
46.371 -117.058
46.375 -117.053
46.376 -117.052
46.377 -117.049
46.38 -117.047
46.392 -117.042
46.395 -117.042
46.396 -117.041
46.399 -117.041
46.406 -117.038
46.408 -117.036
46.41 -117.036
46.418 -117.035
46.42 -117.036
46.423 -117.037
46.425 -117.04
46.435 -117.04
46.441 -117.04
46.457 -117.04
46.463 -117.04
46.47 -117.04
46.472 -117.04
46.542 -117.04
46.621 -117.04
46.679 -117.039
46.7 -117.039
46.702 -117.039
46.718 -117.039
46.722 -117.039
46.732 -117.04
46.737 -117.04
46.772 -117.04
46.815 -117.04
46.826 -117.04
46.873 -117.04
46.913 -117.04
46.975 -117.04
47.02 -117.04
47.127 -117.04
47.155 -117.04
47.182 -117.04
47.203 -117.04
47.226 -117.04
47.239 -117.04
47.24 -117.04
47.259 -117.04
47.347 -117.04
47.366 -117.04
47.375 -117.04
47.399 -117.04
47.412 -117.04
47.435 -117.04
47.463 -117.04
47.478 -117.04
47.522 -117.041
47.523 -117.041
47.528 -117.041
47.533 -117.041
47.558 -117.041
47.559 -117.041
47.574 -117.041
47.579 -117.041
47.612 -117.041
47.678 -117.041
47.68 -117.041
47.683 -117.042
47.697 -117.042
47.698 -117.042
47.7 -117.042
47.701 -117.042
47.706 -117.042
47.723 -117.042
47.735 -117.042
47.736 -117.042
47.744 -117.042
47.745 -117.042
47.761 -117.043
47.765 -117.043
47.767 -117.042
47.779 -117.042
47.822 -117.042
47.826 -117.042
47.839 -117.042
47.862 -117.042
47.886 -117.042
47.887 -117.042
47.966 -117.042
47.977 -117.042
48.046 -117.042
48.085 -117.041
48.125 -117.041
48.134 -117.041
48.174 -117.04
48.175 -117.04
48.177 -117.039
48.178 -117.04
48.18 -117.04
48.181 -117.04
48.184 -117.04
48.186 -117.04
48.192 -117.039
48.201 -117.039
48.205 -117.039
48.208 -117.039
48.215 -117.038
48.218 -117.038
48.251 -117.038
48.26 -117.038
48.371 -117.035
48.412 -117.035
48.423 -117.035
48.43 -117.035
48.479 -117.035
48.492 -117.035
48.494 -117.035
48.5 -117.035
48.608 -117.035
48.621 -117.035
48.629 -117.034
48.657 -117.034
48.75 -117.033
48.784 -117.033
48.847 -117.032
48.875 -117.032
48.967 -117.032
48.999 -117.032
49 -116.757
49 -116.503
49 -116.441
49 -116.418
49 -116.412
49 -116.386
49.001 -116.376
49.001 -116.374
49.001 -116.369
49.001 -116.359
49.001 -116.049
