segment Maryland
38.265 -76.837
38.262 -76.838
38.261 -76.838
38.255 -76.842
38.254 -76.842
38.255 -76.843
38.256 -76.847
38.269 -76.864
38.269 -76.866
38.277 -76.887
38.288 -76.909
38.292 -76.921
38.311 -76.922
38.315 -76.924
38.321 -76.929
38.321 -76.93
38.33 -76.942
38.333 -76.954
38.338 -76.961
38.34 -76.964
38.347 -76.975
38.348 -76.976
38.355 -76.979
38.363 -76.984
38.367 -76.984
38.372 -76.985
38.381 -76.986
38.392 -76.988
38.395 -76.988
38.395 -76.989
38.396 -76.989
38.398 -76.991
38.399 -76.991
38.408 -76.998
38.409 -76.999
38.41 -76.999
38.422 -77.002
38.432 -77.008
38.446 -77.016
38.446 -77.017
38.445 -77.028
38.445 -77.041
38.443 -77.044
38.441 -77.047
38.437 -77.054
38.425 -77.075
38.415 -77.086
38.408 -77.091
38.408 -77.092
38.407 -77.093
38.407 -77.103
38.406 -77.107
38.409 -77.111
38.409 -77.113
38.411 -77.123
38.401 -77.128
38.392 -77.137
38.386 -77.147
38.378 -77.162
38.375 -77.169
38.371 -77.177
38.366 -77.186
38.366 -77.187
38.36 -77.207
38.363 -77.216
38.363 -77.217
38.374 -77.236
38.383 -77.25
38.389 -77.253
38.409 -77.262
38.414 -77.264
38.425 -77.261
38.428 -77.26
38.436 -77.26
38.439 -77.261
38.449 -77.264
38.455 -77.266
38.458 -77.267
38.467 -77.269
38.482 -77.274
38.491 -77.271
38.506 -77.266
38.512 -77.264
38.521 -77.258
38.526 -77.255
38.535 -77.249
38.539 -77.246
38.552 -77.238
38.555 -77.224
38.555 -77.221
38.562 -77.215
38.569 -77.21
38.575 -77.205
38.601 -77.184
38.603 -77.179
38.607 -77.17
38.607 -77.168
38.606 -77.161
38.606 -77.159
38.606 -77.152
38.606 -77.151
38.606 -77.149
38.606 -77.148
38.606 -77.147
38.608 -77.144
38.613 -77.131
38.614 -77.13
38.614 -77.129
38.615 -77.129
38.62 -77.125
38.635 -77.13
38.641 -77.132
38.644 -77.132
38.65 -77.136
38.674 -77.132
38.686 -77.122
38.697 -77.106
38.697 -77.105
38.698 -77.103
38.699 -77.099
38.703 -77.092
38.706 -77.086
38.707 -77.085
38.71 -77.079
38.712 -77.073
38.711 -77.072
38.71 -77.065
38.71 -77.053
38.714 -77.046
38.719 -77.042
38.725 -77.041
38.729 -77.041
38.738 -77.041
38.742 -77.042
38.745 -77.042
38.747 -77.042
38.748 -77.042
38.76 -77.041
38.773 -77.041
38.79 -77.04
38.791 -77.039
38.792 -77.039
38.793 -77.037
38.802 -77.026
38.822 -77.001
38.822 -77
38.824 -76.998
38.825 -76.996
38.828 -76.993
38.832 -76.987
38.838 -76.979
38.845 -76.971
38.853 -76.96
38.855 -76.958
38.859 -76.954
38.861 -76.95
38.864 -76.947
38.866 -76.943
38.869 -76.939
38.872 -76.936
38.874 -76.934
38.877 -76.93
38.882 -76.923
38.883 -76.921
38.884 -76.921
38.884 -76.92
38.885 -76.919
38.886 -76.919
38.889 -76.915
38.89 -76.913
38.892 -76.911
38.893 -76.909
38.894 -76.911
38.895 -76.912
38.896 -76.914
38.899 -76.917
38.904 -76.923
38.91 -76.931
38.911 -76.932
38.913 -76.935
38.918 -76.941
38.918 -76.942
38.919 -76.942
38.92 -76.944
38.926 -76.951
38.931 -76.958
38.932 -76.959
38.935 -76.963
38.938 -76.967
38.939 -76.968
38.943 -76.974
38.944 -76.975
38.947 -76.978
38.954 -76.988
38.961 -76.997
38.964 -77.001
38.965 -77.001
38.965 -77.002
38.969 -77.007
38.97 -77.008
38.972 -77.011
38.974 -77.014
38.975 -77.015
38.976 -77.016
38.977 -77.017
38.978 -77.018
38.979 -77.02
38.984 -77.026
38.985 -77.028
38.988 -77.031
38.99 -77.034
38.991 -77.035
38.992 -77.036
38.995 -77.04
38.995 -77.041
38.994 -77.042
38.991 -77.047
38.987 -77.052
38.986 -77.053
38.985 -77.054
38.979 -77.063
38.974 -77.069
38.973 -77.07
38.967 -77.078
38.964 -77.082
38.961 -77.086
38.959 -77.089
38.957 -77.091
38.954 -77.094
38.949 -77.101
38.948 -77.102
38.947 -77.103
38.946 -77.104
38.944 -77.107
38.94 -77.113
38.935 -77.119
38.934 -77.12
38.94 -77.128
38.947 -77.132
38.948 -77.133
38.955 -77.138
38.964 -77.147
38.965 -77.148
38.966 -77.151
38.968 -77.165
38.968 -77.167
38.967 -77.168
38.968 -77.172
38.968 -77.18
38.969 -77.183
38.968 -77.188
38.967 -77.198
38.968 -77.203
38.969 -77.204
38.97 -77.209
38.969 -77.212
38.971 -77.222
38.973 -77.225
38.978 -77.228
38.98 -77.23
38.98 -77.232
38.979 -77.232
38.976 -77.235
38.986 -77.25
38.992 -77.248
38.994 -77.249
38.996 -77.253
39.002 -77.256
39.011 -77.252
39.015 -77.247
39.018 -77.245
39.02 -77.245
39.021 -77.245
39.025 -77.246
39.027 -77.248
39.03 -77.255
39.032 -77.266
39.034 -77.275
39.047 -77.293
39.05 -77.301
39.052 -77.311
39.052 -77.315
39.055 -77.321
39.057 -77.324
39.057 -77.326
39.06 -77.334
39.061 -77.334
39.062 -77.336
39.063 -77.34
39.063 -77.341
39.062 -77.35
39.062 -77.36
39.061 -77.368
39.061 -77.375
39.062 -77.378
39.063 -77.38
39.063 -77.382
39.062 -77.386
39.065 -77.399
39.064 -77.405
39.066 -77.415
39.067 -77.423
39.07 -77.437
39.071 -77.437
39.071 -77.438
39.072 -77.453
39.074 -77.458
39.075 -77.46
39.075 -77.461
39.076 -77.463
39.086 -77.469
39.093 -77.472
39.097 -77.475
39.1 -77.477
39.101 -77.477
39.106 -77.481
39.109 -77.486
39.113 -77.495
39.114 -77.5
39.119 -77.515
39.121 -77.52
39.128 -77.525
39.137 -77.527
39.146 -77.527
39.148 -77.525
39.161 -77.521
39.171 -77.516
39.178 -77.511
39.182 -77.505
39.186 -77.486
39.189 -77.479
39.19 -77.477
39.195 -77.475
39.202 -77.476
39.208 -77.474
39.212 -77.47
39.218 -77.46
39.219 -77.46
39.22 -77.459
39.222 -77.458
39.225 -77.458
39.226 -77.458
39.227 -77.459
39.228 -77.46
39.229 -77.461
39.235 -77.471
39.242 -77.481
39.246 -77.485
39.248 -77.487
39.25 -77.495
39.251 -77.497
39.251 -77.498
39.253 -77.508
39.257 -77.52
39.258 -77.52
39.258 -77.521
39.259 -77.522
39.259 -77.524
39.26 -77.526
39.262 -77.534
39.265 -77.541
39.267 -77.543
39.27 -77.544
39.272 -77.546
39.272 -77.547
39.276 -77.551
39.279 -77.553
39.286 -77.561
39.295 -77.563
39.302 -77.562
39.304 -77.563
39.306 -77.566
39.306 -77.567
39.306 -77.57
39.305 -77.578
39.304 -77.583
39.302 -77.588
39.301 -77.593
39.302 -77.599
39.302 -77.601
39.303 -77.602
39.304 -77.606
39.303 -77.616
39.307 -77.632
39.308 -77.636
39.308 -77.64
39.309 -77.642
39.31 -77.648
39.311 -77.651
39.313 -77.656
39.317 -77.665
39.317 -77.666
39.317 -77.667
39.322 -77.671
39.324 -77.675
39.324 -77.676
39.324 -77.677
39.324 -77.682
39.32 -77.687
39.318 -77.693
39.319 -77.697
39.322 -77.708
39.321 -77.716
39.321 -77.719
39.322 -77.727
39.323 -77.729
39.324 -77.73
39.325 -77.731
39.327 -77.735
39.334 -77.756
39.337 -77.76
39.34 -77.761
39.342 -77.761
39.343 -77.761
39.344 -77.76
39.345 -77.759
39.349 -77.75
39.353 -77.746
39.36 -77.744
39.365 -77.744
39.378 -77.753
39.38 -77.754
39.382 -77.753
39.383 -77.752
39.384 -77.75
39.385 -77.741
39.386 -77.74
39.386 -77.739
39.386 -77.738
39.387 -77.738
39.387 -77.737
39.388 -77.736
39.389 -77.736
39.39 -77.736
39.392 -77.736
39.393 -77.736
39.395 -77.737
39.401 -77.74
39.402 -77.74
39.411 -77.747
39.42 -77.753
39.423 -77.753
39.425 -77.755
39.427 -77.759
39.428 -77.763
39.428 -77.764
39.428 -77.765
39.428 -77.775
39.429 -77.787
39.431 -77.793
39.433 -77.798
39.433 -77.799
39.434 -77.8
39.435 -77.801
39.436 -77.803
39.437 -77.803
39.439 -77.803
39.441 -77.801
39.443 -77.789
39.444 -77.786
39.445 -77.786
39.447 -77.786
39.451 -77.793
39.456 -77.798
39.458 -77.799
39.461 -77.798
39.462 -77.796
39.462 -77.793
39.46 -77.784
39.46 -77.78
39.46 -77.779
39.462 -77.778
39.463 -77.778
39.464 -77.779
39.468 -77.79
39.471 -77.796
39.472 -77.797
39.476 -77.798
39.479 -77.798
39.48 -77.797
39.482 -77.795
39.485 -77.789
39.487 -77.782
39.489 -77.772
39.49 -77.769
39.491 -77.768
39.491 -77.767
39.492 -77.766
39.493 -77.766
39.494 -77.765
39.496 -77.766
39.498 -77.768
39.499 -77.771
39.499 -77.774
39.5 -77.774
39.499 -77.775
39.499 -77.781
39.499 -77.782
39.498 -77.783
39.498 -77.784
39.497 -77.787
39.492 -77.79
39.491 -77.792
39.49 -77.793
39.49 -77.796
39.49 -77.797
39.489 -77.8
39.489 -77.802
39.49 -77.803
39.49 -77.806
39.49 -77.808
39.491 -77.809
39.491 -77.812
39.494 -77.821
39.495 -77.832
39.499 -77.845
39.499 -77.846
39.501 -77.848
39.502 -77.848
39.503 -77.848
39.506 -77.845
39.514 -77.829
39.517 -77.826
39.524 -77.824
39.526 -77.824
39.529 -77.825
39.529 -77.826
39.53 -77.827
39.531 -77.828
39.533 -77.834
39.532 -77.837
39.531 -77.839
39.529 -77.841
39.521 -77.841
39.518 -77.842
39.516 -77.85
39.515 -77.851
39.514 -77.86
39.515 -77.864
39.517 -77.866
39.518 -77.866
39.519 -77.866
39.52 -77.867
39.521 -77.866
39.523 -77.866
39.525 -77.866
39.526 -77.866
39.528 -77.865
39.53 -77.865
39.535 -77.864
39.536 -77.864
39.537 -77.865
39.538 -77.865
39.539 -77.866
39.544 -77.872
39.552 -77.886
39.556 -77.889
39.558 -77.889
39.559 -77.888
39.56 -77.886
39.563 -77.878
39.564 -77.873
39.564 -77.866
39.565 -77.856
39.564 -77.842
39.566 -77.836
39.569 -77.835
39.569 -77.834
39.571 -77.833
39.575 -77.832
39.581 -77.831
39.585 -77.83
39.587 -77.83
39.591 -77.83
39.6 -77.832
39.601 -77.832
39.603 -77.833
39.603 -77.834
39.606 -77.838
39.607 -77.843
39.607 -77.847
39.607 -77.851
39.607 -77.853
39.607 -77.855
39.608 -77.857
39.608 -77.858
39.61 -77.866
39.611 -77.869
39.614 -77.875
39.616 -77.885
39.615 -77.887
39.613 -77.887
39.609 -77.883
39.608 -77.882
39.606 -77.881
39.603 -77.881
39.6 -77.882
39.599 -77.883
39.598 -77.885
39.597 -77.888
39.599 -77.895
39.601 -77.909
39.603 -77.916
39.603 -77.917
39.605 -77.923
39.608 -77.926
39.614 -77.929
39.616 -77.934
39.617 -77.937
39.616 -77.939
39.615 -77.94
39.614 -77.94
39.613 -77.94
39.61 -77.938
39.606 -77.937
39.603 -77.937
39.602 -77.938
39.597 -77.942
39.596 -77.944
39.596 -77.946
39.596 -77.948
39.596 -77.95
39.597 -77.952
39.6 -77.954
39.602 -77.955
39.605 -77.957
39.606 -77.958
39.607 -77.961
39.606 -77.966
39.605 -77.969
39.605 -77.97
39.601 -77.974
39.6 -77.977
39.599 -77.985
39.6 -77.991
39.6 -78.002
39.601 -78.006
39.601 -78.007
39.603 -78.01
39.604 -78.011
39.622 -78.024
39.623 -78.025
39.627 -78.03
39.636 -78.036
39.638 -78.039
39.643 -78.048
39.645 -78.05
39.648 -78.052
39.649 -78.053
39.661 -78.068
39.667 -78.075
39.669 -78.078
39.671 -78.082
39.671 -78.089
39.672 -78.09
39.678 -78.097
39.679 -78.1
39.68 -78.1
39.68 -78.102
39.682 -78.108
39.683 -78.112
39.686 -78.124
39.687 -78.133
39.688 -78.135
39.69 -78.143
39.691 -78.154
39.691 -78.156
39.692 -78.157
39.693 -78.16
39.694 -78.162
39.695 -78.17
39.695 -78.171
39.696 -78.171
39.696 -78.176
39.696 -78.177
39.695 -78.183
39.69 -78.191
39.689 -78.192
39.682 -78.197
39.678 -78.201
39.677 -78.202
39.677 -78.203
39.676 -78.207
39.676 -78.227
39.675 -78.231
39.674 -78.232
39.673 -78.233
39.67 -78.233
39.666 -78.228
39.663 -78.224
39.661 -78.224
39.659 -78.225
39.657 -78.228
39.652 -78.238
39.65 -78.24
39.649 -78.242
39.645 -78.247
39.64 -78.254
39.63 -78.262
39.626 -78.263
39.622 -78.263
39.619 -78.265
39.619 -78.267
39.62 -78.271
39.62 -78.283
39.63 -78.308
39.631 -78.313
39.634 -78.323
39.636 -78.332
39.636 -78.334
39.638 -78.339
39.64 -78.352
39.641 -78.355
39.64 -78.356
39.64 -78.358
39.638 -78.36
39.636 -78.359
39.633 -78.356
39.631 -78.354
39.629 -78.353
39.628 -78.354
39.626 -78.356
39.626 -78.358
39.626 -78.362
39.628 -78.366
39.629 -78.368
39.63 -78.373
39.629 -78.38
39.629 -78.381
39.628 -78.382
39.627 -78.383
39.625 -78.383
39.623 -78.383
39.622 -78.383
39.618 -78.379
39.612 -78.372
39.611 -78.372
39.61 -78.373
39.609 -78.375
39.608 -78.378
39.609 -78.384
39.612 -78.391
39.616 -78.396
39.621 -78.413
39.624 -78.421
39.625 -78.426
39.623 -78.43
39.623 -78.431
39.621 -78.433
39.618 -78.434
39.617 -78.433
39.614 -78.432
39.608 -78.426
39.603 -78.421
39.598 -78.413
39.598 -78.412
39.594 -78.403
39.59 -78.397
39.588 -78.396
39.587 -78.395
39.584 -78.395
39.582 -78.397
39.58 -78.401
39.579 -78.408
39.581 -78.417
39.581 -78.419
39.582 -78.42
39.584 -78.423
39.587 -78.428
39.591 -78.443
39.591 -78.444
39.591 -78.445
39.591 -78.446
39.591 -78.449
39.59 -78.45
39.59 -78.451
39.589 -78.455
39.587 -78.457
39.585 -78.458
39.58 -78.458
39.574 -78.454
39.571 -78.45
39.564 -78.438
39.559 -78.427
39.556 -78.423
39.552 -78.42
39.551 -78.42
39.549 -78.419
39.547 -78.419
39.547 -78.421
39.546 -78.424
39.547 -78.427
39.549 -78.43
39.549 -78.434
39.547 -78.435
39.544 -78.435
39.542 -78.435
39.541 -78.435
39.54 -78.436
39.539 -78.436
39.539 -78.437
39.539 -78.438
39.539 -78.439
39.541 -78.441
39.541 -78.442
39.543 -78.445
39.543 -78.447
39.542 -78.449
39.542 -78.45
39.541 -78.45
39.54 -78.45
39.539 -78.45
39.538 -78.45
39.537 -78.451
39.536 -78.459
39.535 -78.461
39.533 -78.462
39.529 -78.461
39.526 -78.461
39.521 -78.463
39.517 -78.469
39.516 -78.471
39.516 -78.474
39.519 -78.481
39.52 -78.484
39.519 -78.486
39.518 -78.49
39.519 -78.499
39.519 -78.503
39.523 -78.514
39.525 -78.521
39.525 -78.528
39.523 -78.536
39.521 -78.547
39.521 -78.55
39.521 -78.553
39.522 -78.557
39.519 -78.566
39.52 -78.568
39.522 -78.573
39.527 -78.579
39.528 -78.587
39.53 -78.591
39.532 -78.592
39.534 -78.593
39.535 -78.594
39.535 -78.596
39.535 -78.598
39.533 -78.601
39.534 -78.601
39.534 -78.605
39.534 -78.606
39.535 -78.607
39.536 -78.61
39.537 -78.613
39.538 -78.615
39.54 -78.623
39.539 -78.629
39.538 -78.629
39.537 -78.631
39.535 -78.656
39.537 -78.664
39.54 -78.669
39.54 -78.676
39.544 -78.682
39.546 -78.689
39.548 -78.691
39.551 -78.692
39.552 -78.693
39.553 -78.694
39.553 -78.695
39.554 -78.698
39.554 -78.7
39.555 -78.704
39.556 -78.707
39.557 -78.709
39.562 -78.713
39.563 -78.715
39.563 -78.716
39.563 -78.721
39.564 -78.725
39.567 -78.726
39.568 -78.726
39.569 -78.727
39.575 -78.732
39.584 -78.733
39.587 -78.734
39.586 -78.739
39.586 -78.74
39.581 -78.743
39.58 -78.746
39.581 -78.757
39.582 -78.76
39.587 -78.767
39.589 -78.768
39.592 -78.768
39.595 -78.771
39.596 -78.772
39.597 -78.774
39.601 -78.778
39.602 -78.778
39.603 -78.778
39.604 -78.777
39.609 -78.768
39.61 -78.76
39.61 -78.755
39.61 -78.752
39.61 -78.751
39.609 -78.749
39.607 -78.749
39.606 -78.747
39.607 -78.744
39.608 -78.742
39.61 -78.739
39.614 -78.734
39.616 -78.734
39.621 -78.736
39.622 -78.736
39.622 -78.737
39.624 -78.74
39.625 -78.743
39.626 -78.748
39.626 -78.749
39.623 -78.757
39.619 -78.763
39.619 -78.766
39.619 -78.769
39.619 -78.77
39.62 -78.773
39.622 -78.777
39.622 -78.778
39.623 -78.778
39.624 -78.778
39.625 -78.778
39.627 -78.777
39.629 -78.776
39.637 -78.773
39.638 -78.771
39.639 -78.769
39.639 -78.768
39.642 -78.766
39.644 -78.765
39.646 -78.765
39.647 -78.765
39.647 -78.766
39.648 -78.766
39.648 -78.767
39.648 -78.768
39.648 -78.769
39.646 -78.773
39.646 -78.775
39.642 -78.778
39.637 -78.781
39.637 -78.783
39.637 -78.784
39.638 -78.791
39.638 -78.793
39.638 -78.795
39.637 -78.796
39.629 -78.801
39.627 -78.802
39.621 -78.799
39.618 -78.798
39.615 -78.796
39.614 -78.796
39.611 -78.795
39.61 -78.796
39.608 -78.796
39.607 -78.796
39.605 -78.798
39.605 -78.8
39.607 -78.802
39.608 -78.808
39.608 -78.809
39.601 -78.812
39.598 -78.812
39.597 -78.813
39.59 -78.819
39.59 -78.825
39.589 -78.826
39.588 -78.826
39.584 -78.826
39.581 -78.826
39.578 -78.826
39.577 -78.826
39.577 -78.823
39.576 -78.82
39.571 -78.815
39.568 -78.814
39.562 -78.817
39.561 -78.821
39.563 -78.826
39.565 -78.83
39.567 -78.839
39.567 -78.84
39.566 -78.84
39.565 -78.842
39.563 -78.846
39.562 -78.848
39.56 -78.851
39.558 -78.851
39.555 -78.851
39.554 -78.851
39.552 -78.852
39.537 -78.865
39.532 -78.869
39.531 -78.869
39.523 -78.875
39.522 -78.876
39.521 -78.877
39.521 -78.879
39.521 -78.88
39.523 -78.886
39.519 -78.891
39.518 -78.892
39.513 -78.895
39.512 -78.895
39.497 -78.909
39.487 -78.916
39.486 -78.918
39.487 -78.926
39.487 -78.927
39.487 -78.929
39.486 -78.933
39.486 -78.934
39.484 -78.939
39.481 -78.942
39.48 -78.943
39.477 -78.942
39.475 -78.939
39.474 -78.939
39.47 -78.942
39.466 -78.947
39.464 -78.953
39.442 -78.955
39.44 -78.957
39.438 -78.965
39.44 -78.967
39.443 -78.97
39.449 -78.979
39.455 -78.997
39.457 -79.001
39.459 -79.005
39.461 -79.01
39.462 -79.011
39.467 -79.017
39.467 -79.018
39.467 -79.021
39.467 -79.022
39.465 -79.027
39.465 -79.028
39.465 -79.03
39.468 -79.034
39.471 -79.036
39.473 -79.036
39.477 -79.037
39.478 -79.039
39.484 -79.046
39.483 -79.051
39.483 -79.052
39.482 -79.052
39.48 -79.054
39.479 -79.054
39.473 -79.055
39.471 -79.056
39.471 -79.057
39.471 -79.058
39.475 -79.069
39.471 -79.083
39.472 -79.091
39.473 -79.095
39.473 -79.097
39.472 -79.098
39.471 -79.099
39.47 -79.099
39.469 -79.098
39.468 -79.098
39.466 -79.096
39.463 -79.096
39.463 -79.095
39.45 -79.103
39.448 -79.104
39.446 -79.108
39.443 -79.114
39.44 -79.116
39.438 -79.117
39.436 -79.117
39.434 -79.118
39.433 -79.119
39.433 -79.121
39.433 -79.122
39.433 -79.123
39.433 -79.124
39.43 -79.129
39.428 -79.129
39.427 -79.129
39.423 -79.129
39.42 -79.13
39.418 -79.132
39.418 -79.133
39.418 -79.137
39.417 -79.141
39.414 -79.142
39.411 -79.143
39.409 -79.144
39.408 -79.145
39.408 -79.147
39.408 -79.15
39.409 -79.152
39.412 -79.154
39.413 -79.157
39.413 -79.159
39.412 -79.161
39.41 -79.162
39.405 -79.165
39.401 -79.166
39.397 -79.166
39.393 -79.167
39.392 -79.17
39.392 -79.172
39.393 -79.175
39.392 -79.177
39.391 -79.178
39.388 -79.179
39.387 -79.189
39.387 -79.19
39.388 -79.193
39.388 -79.196
39.386 -79.198
39.383 -79.2
39.378 -79.203
39.366 -79.213
39.365 -79.214
39.363 -79.22
39.364 -79.229
39.362 -79.231
39.362 -79.232
39.361 -79.233
39.359 -79.236
39.359 -79.237
39.357 -79.248
39.357 -79.252
39.356 -79.253
39.354 -79.254
39.348 -79.254
39.347 -79.254
39.342 -79.254
39.338 -79.254
39.337 -79.254
39.336 -79.255
39.334 -79.259
39.334 -79.26
39.331 -79.269
39.323 -79.282
39.319 -79.283
39.31 -79.284
39.299 -79.29
39.299 -79.293
39.3 -79.302
39.303 -79.312
39.304 -79.313
39.304 -79.314
39.304 -79.315
39.304 -79.316
39.304 -79.317
39.3 -79.332
39.294 -79.344
39.29 -79.346
39.287 -79.344
39.286 -79.344
39.278 -79.354
39.275 -79.36
39.275 -79.361
39.275 -79.362
39.274 -79.366
39.273 -79.376
39.273 -79.377
39.271 -79.379
39.266 -79.387
39.258 -79.394
39.243 -79.409
39.241 -79.412
39.24 -79.415
39.239 -79.42
39.234 -79.425
39.228 -79.424
39.224 -79.43
39.217 -79.44
39.212 -79.453
39.207 -79.469
39.204 -79.476
39.206 -79.487
39.237 -79.486
39.265 -79.486
39.265 -79.487
39.276 -79.487
39.278 -79.487
39.28 -79.488
39.296 -79.487
39.344 -79.486
39.344 -79.484
39.35 -79.484
39.351 -79.484
39.451 -79.483
39.515 -79.483
39.521 -79.483
39.525 -79.482
39.532 -79.482
39.532 -79.479
39.556 -79.479
39.595 -79.478
39.642 -79.478
39.643 -79.477
39.644 -79.477
39.664 -79.477
39.721 -79.477
39.722 -79.335
39.722 -79.318
39.722 -79.3
39.722 -79.261
39.722 -79.249
39.723 -79.087
39.723 -79.049
39.723 -79.046
39.723 -78.931
39.723 -78.905
39.723 -78.886
39.723 -78.854
39.723 -78.846
39.723 -78.821
39.723 -78.815
39.723 -78.785
segment Maryland
38.193 -76.088
38.204 -76.071
38.204 -76.061
38.204 -76.051
38.204 -76.05
38.204 -76.049
38.2 -76.045
38.192 -76.037
38.178 -76.022
38.172 -76.022
38.169 -76.033
38.168 -76.033
38.16 -76.034
38.158 -76.034
38.149 -76.032
38.148 -76.032
38.148 -76.031
38.133 -76.023
38.131 -76.018
38.132 -76.012
38.122 -76.012
38.117 -76.021
38.108 -76.021
38.1 -76.013
38.095 -76.008
38.077 -76.006
38.072 -76.011
38.072 -76.012
38.071 -76.023
38.075 -76.033
38.077 -76.037
38.082 -76.043
38.095 -76.058
38.096 -76.059
38.108 -76.05
38.108 -76.047
38.11 -76.042
38.112 -76.04
38.117 -76.043
38.118 -76.043
38.121 -76.048
38.125 -76.057
38.127 -76.061
38.126 -76.065
38.119 -76.085
38.117 -76.086
38.115 -76.091
38.114 -76.091
38.125 -76.096
38.131 -76.091
38.132 -76.09
38.141 -76.089
38.151 -76.092
38.153 -76.092
38.154 -76.092
38.188 -76.089
38.191 -76.089
38.193 -76.089
38.193 -76.088
segment Maryland
37.954 -76.047
37.963 -76.048
37.984 -76.05
37.997 -76.049
38 -76.049
38.013 -76.049
38.015 -76.049
38.015 -76.048
38.026 -76.046
38.03 -76.043
38.032 -76.042
38.039 -76.021
38.04 -76.013
38.037 -76.005
38.025 -75.992
38.024 -75.987
38.023 -75.985
38.022 -75.981
38.021 -75.975
38.019 -75.973
38.018 -75.972
38.016 -75.97
38.015 -75.97
38.006 -75.97
38.005 -75.98
38.004 -75.984
38.003 -75.985
38 -75.986
37.998 -75.986
37.997 -75.987
37.991 -75.989
37.982 -75.992
37.975 -75.995
37.97 -75.993
37.967 -75.992
37.966 -75.991
37.96 -75.989
37.953 -75.994
37.954 -76.006
37.954 -76.017
37.954 -76.021
37.954 -76.022
37.954 -76.029
37.954 -76.03
37.954 -76.038
37.954 -76.041
37.954 -76.042
37.954 -76.047
