segment Washington
47.925 -122.617
47.932 -122.62
47.939 -122.617
47.941 -122.612
47.941 -122.605
47.94 -122.604
47.932 -122.602
47.923 -122.592
47.92 -122.582
47.919 -122.555
47.919 -122.553
47.919 -122.549
47.916 -122.545
47.912 -122.538
47.911 -122.535
47.906 -122.528
47.881 -122.514
47.88 -122.514
47.875 -122.514
47.864 -122.513
47.835 -122.507
47.832 -122.506
47.83 -122.505
47.826 -122.502
47.826 -122.501
47.822 -122.495
47.818 -122.487
47.816 -122.483
47.815 -122.483
47.814 -122.482
47.813 -122.482
47.809 -122.482
47.804 -122.485
47.797 -122.495
47.796 -122.495
47.795 -122.495
47.793 -122.495
47.787 -122.495
47.786 -122.495
47.78 -122.488
47.775 -122.481
47.766 -122.471
47.757 -122.47
47.75 -122.472
47.746 -122.477
47.744 -122.488
47.743 -122.494
47.743 -122.508
47.744 -122.515
47.746 -122.519
47.747 -122.526
47.747 -122.528
47.747 -122.535
47.747 -122.537
47.747 -122.538
47.747 -122.542
47.746 -122.55
47.746 -122.552
47.746 -122.554
47.745 -122.554
47.744 -122.554
47.735 -122.551
47.732 -122.55
47.726 -122.548
47.719 -122.546
47.711 -122.543
47.705 -122.531
47.705 -122.528
47.705 -122.526
47.708 -122.524
47.709 -122.513
47.709 -122.512
47.709 -122.511
47.708 -122.511
47.699 -122.505
47.695 -122.505
47.691 -122.505
47.686 -122.504
47.685 -122.505
47.671 -122.509
47.67 -122.509
47.668 -122.51
47.665 -122.512
47.653 -122.517
47.652 -122.518
47.651 -122.518
47.646 -122.511
47.639 -122.502
47.635 -122.493
47.63 -122.493
47.629 -122.493
47.624 -122.494
47.624 -122.495
47.622 -122.496
47.62 -122.498
47.618 -122.5
47.617 -122.5
47.614 -122.5
47.605 -122.499
47.602 -122.499
47.598 -122.498
47.589 -122.494
47.587 -122.484
47.584 -122.479
47.583 -122.48
47.575 -122.504
47.574 -122.518
47.572 -122.523
47.566 -122.535
47.563 -122.537
47.562 -122.538
47.556 -122.543
47.554 -122.543
47.55 -122.543
47.538 -122.542
47.536 -122.543
47.535 -122.544
47.528 -122.547
47.524 -122.547
47.524 -122.546
47.523 -122.545
47.522 -122.535
47.522 -122.534
47.522 -122.533
47.522 -122.532
47.523 -122.529
47.523 -122.528
47.524 -122.524
47.524 -122.523
47.524 -122.522
47.523 -122.52
47.519 -122.51
47.515 -122.501
47.51 -122.495
47.513 -122.485
47.511 -122.474
47.51 -122.468
47.504 -122.453
47.503 -122.452
47.501 -122.455
47.497 -122.458
47.495 -122.46
47.495 -122.461
47.495 -122.46
47.487 -122.46
47.481 -122.453
47.481 -122.452
47.476 -122.445
47.468 -122.435
47.466 -122.433
47.46 -122.439
47.458 -122.44
47.456 -122.44
47.449 -122.44
47.448 -122.44
47.437 -122.44
47.43 -122.44
47.418 -122.44
47.41 -122.438
47.407 -122.438
47.407 -122.437
47.402 -122.427
47.4 -122.409
47.399 -122.395
47.394 -122.384
47.39 -122.376
47.389 -122.374
47.388 -122.374
47.387 -122.376
47.385 -122.378
47.381 -122.402
47.376 -122.413
47.374 -122.419
47.37 -122.427
47.366 -122.438
47.355 -122.448
47.344 -122.454
47.343 -122.454
47.343 -122.457
47.345 -122.469
47.345 -122.47
47.339 -122.484
47.335 -122.491
47.334 -122.491
47.333 -122.491
47.332 -122.491
47.331 -122.493
47.33 -122.493
47.33 -122.494
47.331 -122.504
47.331 -122.505
47.333 -122.519
47.338 -122.523
47.338 -122.524
47.34 -122.525
47.346 -122.528
47.359 -122.526
47.359 -122.538
47.36 -122.552
47.358 -122.552
47.352 -122.554
47.348 -122.556
47.327 -122.571
47.327 -122.575
47.326 -122.576
47.322 -122.575
47.318 -122.574
47.318 -122.573
47.316 -122.571
47.316 -122.56
47.316 -122.548
47.318 -122.547
47.319 -122.54
47.317 -122.533
47.307 -122.518
47.301 -122.509
47.299 -122.505
47.295 -122.499
47.29 -122.492
47.283 -122.481
47.281 -122.477
47.277 -122.472
47.276 -122.469
47.275 -122.465
47.275 -122.464
47.274 -122.463
47.269 -122.451
47.268 -122.448
47.267 -122.444
47.268 -122.438
47.27 -122.43
47.282 -122.418
47.289 -122.409
47.294 -122.414
47.298 -122.424
47.296 -122.432
47.296 -122.433
47.297 -122.435
47.3 -122.445
47.306 -122.443
47.313 -122.433
47.314 -122.431
47.318 -122.425
47.319 -122.424
47.321 -122.418
47.324 -122.406
47.327 -122.396
47.327 -122.395
47.331 -122.382
47.334 -122.371
47.336 -122.364
47.337 -122.359
47.339 -122.351
47.341 -122.337
47.343 -122.334
47.349 -122.325
47.361 -122.325
47.365 -122.325
47.367 -122.325
47.368 -122.325
47.372 -122.325
47.374 -122.325
47.379 -122.325
47.388 -122.326
47.392 -122.326
47.398 -122.328
47.401 -122.328
47.407 -122.334
47.408 -122.335
47.415 -122.347
47.416 -122.348
47.417 -122.348
47.418 -122.349
47.429 -122.352
47.437 -122.354
47.439 -122.354
47.442 -122.355
47.442 -122.356
47.445 -122.362
47.448 -122.367
47.451 -122.383
47.458 -122.371
47.459 -122.368
47.462 -122.367
47.464 -122.367
47.467 -122.366
47.468 -122.365
47.469 -122.365
47.47 -122.365
47.471 -122.365
47.473 -122.364
47.474 -122.363
47.475 -122.363
47.477 -122.363
47.481 -122.362
47.481 -122.361
47.488 -122.365
47.496 -122.376
47.499 -122.382
47.501 -122.384
47.502 -122.387
47.512 -122.394
47.515 -122.397
47.52 -122.395
47.524 -122.394
47.525 -122.394
47.526 -122.394
47.537 -122.396
47.54 -122.397
47.543 -122.397
47.546 -122.398
47.55 -122.398
47.561 -122.405
47.562 -122.405
47.564 -122.407
47.567 -122.409
47.569 -122.41
47.57 -122.412
47.572 -122.415
47.576 -122.421
47.577 -122.419
47.578 -122.416
47.579 -122.413
47.58 -122.412
47.582 -122.406
47.582 -122.405
47.584 -122.402
47.596 -122.387
47.589 -122.38
47.588 -122.378
47.587 -122.378
47.586 -122.376
47.585 -122.375
47.583 -122.37
47.584 -122.362
47.585 -122.358
47.59 -122.346
47.59 -122.345
47.591 -122.345
47.591 -122.343
47.599 -122.34
47.602 -122.341
47.609 -122.345
47.61 -122.346
47.612 -122.349
47.613 -122.351
47.614 -122.352
47.614 -122.353
47.62 -122.361
47.624 -122.368
47.626 -122.371
47.631 -122.384
47.632 -122.386
47.631 -122.39
47.631 -122.394
47.634 -122.404
47.64 -122.415
47.642 -122.417
47.644 -122.418
47.651 -122.424
47.659 -122.43
47.669 -122.419
47.675 -122.413
47.676 -122.412
47.677 -122.411
47.68 -122.408
47.687 -122.405
47.689 -122.404
47.693 -122.401
47.694 -122.4
47.698 -122.397
47.699 -122.396
47.699 -122.395
47.702 -122.393
47.705 -122.388
47.709 -122.38
47.712 -122.379
47.715 -122.377
47.717 -122.376
47.719 -122.376
47.72 -122.376
47.725 -122.374
47.729 -122.373
47.734 -122.375
47.749 -122.383
47.759 -122.38
47.763 -122.385
47.767 -122.389
47.772 -122.394
47.778 -122.396
47.78 -122.397
47.785 -122.397
47.803 -122.395
47.808 -122.392
47.814 -122.385
47.818 -122.38
47.823 -122.374
47.834 -122.361
47.841 -122.353
47.841 -122.351
47.842 -122.349
47.842 -122.347
47.846 -122.341
47.847 -122.34
47.85 -122.338
47.852 -122.336
47.853 -122.336
47.855 -122.335
47.859 -122.333
47.86 -122.333
47.865 -122.331
47.869 -122.33
47.875 -122.33
47.879 -122.333
47.88 -122.334
47.881 -122.333
47.893 -122.33
47.898 -122.329
47.899 -122.328
47.9 -122.328
47.904 -122.326
47.906 -122.325
47.911 -122.322
47.912 -122.322
47.917 -122.318
47.922 -122.314
47.924 -122.312
47.925 -122.311
47.929 -122.31
47.937 -122.311
47.945 -122.308
47.948 -122.307
47.949 -122.307
47.95 -122.305
47.953 -122.293
47.953 -122.292
47.957 -122.278
47.958 -122.266
47.958 -122.26
47.96 -122.249
47.965 -122.24
47.969 -122.233
47.97 -122.231
47.971 -122.23
47.976 -122.226
47.981 -122.229
47.983 -122.23
47.987 -122.232
47.988 -122.232
48.007 -122.23
48.012 -122.229
48.017 -122.225
48.018 -122.226
48.028 -122.231
48.03 -122.232
48.039 -122.255
48.042 -122.263
48.05 -122.281
48.052 -122.284
48.057 -122.288
48.062 -122.294
48.066 -122.298
48.073 -122.305
48.073 -122.306
48.074 -122.306
48.086 -122.322
48.093 -122.326
48.098 -122.343
48.123 -122.363
48.124 -122.364
48.126 -122.365
48.133 -122.365
48.139 -122.364
48.143 -122.364
48.151 -122.365
48.154 -122.366
48.159 -122.368
48.161 -122.369
48.165 -122.37
48.166 -122.369
48.174 -122.364
48.174 -122.363
48.188 -122.362
48.193 -122.372
48.193 -122.373
48.199 -122.377
48.201 -122.378
48.207 -122.382
48.218 -122.386
48.22 -122.388
48.221 -122.388
48.221 -122.389
48.223 -122.391
48.228 -122.395
48.229 -122.396
48.233 -122.426
48.236 -122.431
48.237 -122.434
48.233 -122.449
48.233 -122.45
48.232 -122.45
48.23 -122.453
48.229 -122.454
48.227 -122.454
48.215 -122.45
48.215 -122.445
48.214 -122.444
48.212 -122.442
48.21 -122.442
48.209 -122.442
48.209 -122.443
48.197 -122.455
48.194 -122.461
48.193 -122.462
48.195 -122.465
48.194 -122.468
48.194 -122.47
48.188 -122.479
48.176 -122.479
48.167 -122.476
48.151 -122.461
48.147 -122.458
48.138 -122.449
48.137 -122.448
48.133 -122.445
48.131 -122.442
48.129 -122.44
48.129 -122.439
48.127 -122.435
48.125 -122.433
48.12 -122.423
48.113 -122.412
48.095 -122.389
48.087 -122.379
48.083 -122.377
48.062 -122.36
48.06 -122.36
48.056 -122.358
48.056 -122.359
48.055 -122.363
48.058 -122.377
48.065 -122.388
48.069 -122.391
48.078 -122.393
48.085 -122.401
48.094 -122.412
48.101 -122.422
48.102 -122.422
48.103 -122.424
48.104 -122.426
48.114 -122.45
48.127 -122.464
48.13 -122.467
48.13 -122.468
48.129 -122.478
48.127 -122.48
48.124 -122.483
48.124 -122.484
48.121 -122.487
48.121 -122.49
48.123 -122.494
48.131 -122.507
48.131 -122.508
48.134 -122.512
48.14 -122.514
48.143 -122.515
48.16 -122.522
48.162 -122.523
48.169 -122.527
48.17 -122.528
48.177 -122.532
48.184 -122.537
48.2 -122.538
48.203 -122.538
48.21 -122.539
48.223 -122.534
48.225 -122.535
48.229 -122.535
48.24 -122.535
48.25 -122.531
48.252 -122.524
48.257 -122.504
48.257 -122.503
48.257 -122.5
48.256 -122.499
48.255 -122.499
48.254 -122.498
48.253 -122.498
48.253 -122.497
48.252 -122.495
48.252 -122.493
48.252 -122.484
48.252 -122.482
48.252 -122.481
48.252 -122.48
48.255 -122.474
48.27 -122.467
48.271 -122.464
48.269 -122.459
48.266 -122.451
48.262 -122.437
48.26 -122.432
48.252 -122.407
48.252 -122.406
48.257 -122.395
48.27 -122.392
48.288 -122.372
48.296 -122.377
48.298 -122.378
48.304 -122.384
48.308 -122.388
48.311 -122.391
48.311 -122.392
48.315 -122.397
48.317 -122.398
48.322 -122.404
48.326 -122.409
48.334 -122.424
48.336 -122.431
48.338 -122.443
48.345 -122.454
48.352 -122.463
48.36 -122.476
48.36 -122.478
48.361 -122.479
48.362 -122.482
48.362 -122.492
48.362 -122.498
48.365 -122.507
48.371 -122.516
48.372 -122.517
48.373 -122.519
48.375 -122.521
48.375 -122.522
48.376 -122.524
48.38 -122.529
48.383 -122.533
48.397 -122.539
48.4 -122.547
48.406 -122.555
48.41 -122.555
48.418 -122.557
48.427 -122.558
48.439 -122.551
48.442 -122.554
48.444 -122.557
48.445 -122.568
48.443 -122.575
48.436 -122.578
48.429 -122.582
48.425 -122.591
48.415 -122.614
48.413 -122.624
48.413 -122.626
48.411 -122.634
48.409 -122.646
48.409 -122.65
48.416 -122.665
48.417 -122.666
48.425 -122.674
48.439 -122.679
48.444 -122.677
48.443 -122.674
48.442 -122.674
48.443 -122.667
48.454 -122.655
48.471 -122.658
48.473 -122.658
48.474 -122.659
48.478 -122.665
48.478 -122.67
48.477 -122.689
48.465 -122.696
48.461 -122.696
48.458 -122.701
48.462 -122.71
48.464 -122.712
48.479 -122.713
48.488 -122.707
48.494 -122.704
48.498 -122.702
48.501 -122.697
48.501 -122.696
48.503 -122.693
48.509 -122.685
48.508 -122.679
48.507 -122.678
48.504 -122.677
48.504 -122.672
48.504 -122.671
48.506 -122.665
48.509 -122.656
48.512 -122.644
48.513 -122.644
48.513 -122.642
48.515 -122.636
48.521 -122.615
48.522 -122.612
48.522 -122.607
48.521 -122.6
48.517 -122.599
48.512 -122.598
48.512 -122.597
48.51 -122.583
48.509 -122.577
48.508 -122.568
48.502 -122.561
48.5 -122.558
48.499 -122.557
48.479 -122.545
48.467 -122.537
48.466 -122.533
48.468 -122.528
48.468 -122.527
48.466 -122.52
48.466 -122.515
48.462 -122.511
48.461 -122.501
48.465 -122.488
48.467 -122.483
48.471 -122.472
48.472 -122.47
48.475 -122.47
48.48 -122.474
48.482 -122.479
48.492 -122.483
48.497 -122.484
48.509 -122.485
48.51 -122.485
48.516 -122.484
48.52 -122.484
48.522 -122.484
48.528 -122.485
48.556 -122.498
48.565 -122.504
48.565 -122.505
48.566 -122.51
48.567 -122.519
48.567 -122.52
48.567 -122.525
48.569 -122.532
48.574 -122.535
48.576 -122.535
48.578 -122.512
48.576 -122.496
48.571 -122.492
48.569 -122.491
48.566 -122.489
48.565 -122.488
48.561 -122.484
48.56 -122.482
48.559 -122.478
48.564 -122.465
48.564 -122.462
48.565 -122.46
48.566 -122.458
48.567 -122.455
48.567 -122.454
48.57 -122.445
48.579 -122.436
48.582 -122.433
48.596 -122.427
48.6 -122.425
48.601 -122.427
48.623 -122.449
48.626 -122.464
48.631 -122.471
48.643 -122.487
48.645 -122.489
48.646 -122.489
48.652 -122.494
48.656 -122.5
48.666 -122.505
48.67 -122.507
48.683 -122.511
48.687 -122.512
48.712 -122.519
48.713 -122.519
48.717 -122.517
48.718 -122.517
48.721 -122.516
48.721 -122.515
48.722 -122.514
48.723 -122.511
48.723 -122.509
48.724 -122.507
48.725 -122.506
48.725 -122.505
48.726 -122.505
48.728 -122.503
48.733 -122.499
48.737 -122.495
48.738 -122.495
48.744 -122.493
48.745 -122.493
48.745 -122.492
48.748 -122.491
48.751 -122.49
48.753 -122.495
48.753 -122.497
48.757 -122.507
48.758 -122.511
48.758 -122.512
48.759 -122.513
48.768 -122.528
48.771 -122.53
48.776 -122.536
48.778 -122.55
48.779 -122.561
48.779 -122.564
48.779 -122.565
48.779 -122.567
48.778 -122.572
48.778 -122.574
48.777 -122.578
48.776 -122.579
48.771 -122.597
48.769 -122.598
48.759 -122.607
48.746 -122.625
48.745 -122.628
48.736 -122.637
48.732 -122.638
48.721 -122.626
48.717 -122.618
48.715 -122.613
48.701 -122.606
48.699 -122.606
48.694 -122.615
48.694 -122.62
48.697 -122.63
48.701 -122.637
48.708 -122.646
48.712 -122.651
48.714 -122.653
48.724 -122.664
48.731 -122.671
48.733 -122.673
48.747 -122.668
48.748 -122.667
48.749 -122.667
48.75 -122.666
48.753 -122.662
48.754 -122.661
48.755 -122.66
48.758 -122.659
48.769 -122.651
48.773 -122.648
48.774 -122.647
48.782 -122.646
48.785 -122.647
48.785 -122.657
48.787 -122.66
48.79 -122.664
48.79 -122.665
48.793 -122.667
48.794 -122.669
48.796 -122.671
48.797 -122.672
48.798 -122.675
48.799 -122.675
48.803 -122.68
48.804 -122.694
48.803 -122.696
48.803 -122.697
48.802 -122.697
48.801 -122.699
48.795 -122.7
48.79 -122.699
48.789 -122.699
48.786 -122.703
48.786 -122.71
48.791 -122.711
48.792 -122.711
48.8 -122.711
48.817 -122.709
48.818 -122.709
48.819 -122.709
48.832 -122.712
48.847 -122.717
48.853 -122.723
48.857 -122.732
48.869 -122.755
48.876 -122.769
48.885 -122.786
48.893 -122.793
48.895 -122.793
48.895 -122.784
48.897 -122.78
48.902 -122.77
48.909 -122.756
48.911 -122.751
48.916 -122.748
48.921 -122.745
48.931 -122.747
48.933 -122.749
48.939 -122.756
48.941 -122.765
48.942 -122.765
48.942 -122.766
48.943 -122.77
48.933 -122.785
48.932 -122.788
48.939 -122.818
48.941 -122.821
48.941 -122.822
48.942 -122.822
48.945 -122.822
48.956 -122.817
48.97 -122.802
48.975 -122.797
48.991 -122.774
48.991 -122.769
48.992 -122.767
48.992 -122.766
48.993 -122.763
48.997 -122.756
49 -122.756
49.002 -122.758
49.002 -122.744
49.002 -122.739
49.002 -122.735
49.002 -122.724
49.002 -122.705
49.002 -122.656
49.002 -122.621
49.002 -122.606
49.002 -122.551
49.002 -122.485
49.002 -122.463
49.002 -122.408
49.002 -122.406
segment Washington
49.002 -123.091
49.002 -123.068
49.002 -123.035
48.999 -123.034
48.991 -123.029
48.983 -123.025
48.981 -123.024
48.977 -123.021
48.974 -123.028
48.977 -123.041
48.976 -123.052
48.975 -123.061
48.975 -123.063
48.975 -123.064
48.976 -123.066
48.976 -123.069
48.976 -123.084
48.977 -123.084
48.987 -123.085
48.996 -123.088
49.002 -123.091
segment Washington
48.749 -122.715
48.744 -122.703
48.737 -122.696
48.732 -122.691
48.724 -122.684
48.722 -122.683
48.707 -122.669
48.706 -122.668
48.703 -122.667
48.697 -122.663
48.694 -122.655
48.691 -122.645
48.691 -122.644
48.671 -122.619
48.671 -122.618
48.669 -122.618
48.651 -122.612
48.645 -122.61
48.646 -122.617
48.651 -122.634
48.652 -122.635
48.681 -122.674
48.689 -122.679
48.694 -122.681
48.703 -122.687
48.711 -122.692
48.717 -122.702
48.717 -122.709
48.717 -122.719
48.723 -122.722
48.732 -122.722
48.741 -122.719
48.749 -122.716
48.749 -122.715
segment Washington
48.718 -123.025
48.721 -123.02
48.722 -123.01
48.719 -123.008
48.694 -123.005
48.685 -123.014
48.681 -123.021
48.676 -123.042
48.679 -123.042
48.685 -123.036
48.69 -123.036
48.696 -123.047
48.7 -123.07
48.717 -123.04
48.718 -123.025
segment Washington
48.714 -122.906
48.715 -122.895
48.713 -122.884
48.713 -122.88
48.712 -122.876
48.699 -122.837
48.699 -122.834
48.698 -122.833
48.697 -122.831
48.694 -122.826
48.686 -122.809
48.684 -122.806
48.683 -122.803
48.68 -122.8
48.668 -122.761
48.663 -122.745
48.662 -122.743
48.661 -122.742
48.65 -122.755
48.646 -122.763
48.64 -122.774
48.635 -122.784
48.633 -122.792
48.622 -122.806
48.621 -122.808
48.619 -122.81
48.615 -122.809
48.605 -122.799
48.602 -122.799
48.602 -122.8
48.6 -122.802
48.596 -122.805
48.59 -122.803
48.585 -122.801
48.583 -122.797
48.577 -122.788
48.577 -122.787
48.562 -122.771
48.558 -122.77
48.552 -122.772
48.545 -122.783
48.53 -122.789
48.525 -122.788
48.523 -122.787
48.518 -122.777
48.509 -122.779
48.495 -122.799
48.495 -122.8
48.494 -122.8
48.491 -122.809
48.488 -122.816
48.484 -122.818
48.481 -122.818
48.477 -122.818
48.476 -122.818
48.459 -122.82
48.453 -122.813
48.449 -122.811
48.444 -122.808
48.442 -122.807
48.433 -122.803
48.431 -122.803
48.43 -122.803
48.429 -122.804
48.427 -122.807
48.422 -122.812
48.424 -122.825
48.424 -122.826
48.421 -122.853
48.42 -122.863
48.419 -122.866
48.419 -122.867
48.419 -122.868
48.418 -122.874
48.418 -122.875
48.419 -122.884
48.421 -122.888
48.423 -122.894
48.436 -122.889
48.437 -122.903
48.443 -122.914
48.44 -122.918
48.44 -122.928
48.453 -122.916
48.458 -122.92
48.461 -122.927
48.456 -122.938
48.454 -122.951
48.451 -122.962
48.456 -123.001
48.459 -123.026
48.459 -123.029
48.459 -123.033
48.46 -123.039
48.472 -123.058
48.479 -123.068
48.48 -123.071
48.482 -123.076
48.488 -123.1
48.493 -123.119
48.498 -123.129
48.502 -123.135
48.505 -123.141
48.508 -123.145
48.512 -123.149
48.513 -123.151
48.514 -123.151
48.515 -123.152
48.516 -123.153
48.53 -123.163
48.536 -123.164
48.539 -123.162
48.541 -123.162
48.548 -123.161
48.553 -123.168
48.556 -123.172
48.562 -123.176
48.568 -123.176
48.572 -123.172
48.579 -123.173
48.587 -123.185
48.586 -123.195
48.586 -123.197
48.586 -123.198
48.59 -123.203
48.596 -123.203
48.607 -123.196
48.621 -123.18
48.622 -123.178
48.624 -123.152
48.623 -123.14
48.62 -123.136
48.621 -123.131
48.622 -123.107
48.616 -123.102
48.613 -123.099
48.613 -123.098
48.61 -123.098
48.604 -123.102
48.598 -123.102
48.598 -123.101
48.595 -123.088
48.593 -123.079
48.593 -123.078
48.592 -123.077
48.592 -123.075
48.582 -123.06
48.579 -123.057
48.577 -123.056
48.571 -123.05
48.569 -123.048
48.565 -123.037
48.563 -123.034
48.562 -123.026
48.561 -123.015
48.561 -123.006
48.562 -122.995
48.562 -122.987
48.57 -122.986
48.575 -122.99
48.578 -122.995
48.58 -123.001
48.58 -123.003
48.581 -123.005
48.58 -123.017
48.585 -123.023
48.588 -123.029
48.591 -123.033
48.592 -123.034
48.594 -123.025
48.599 -123.023
48.612 -123.041
48.611 -123.046
48.611 -123.047
48.621 -123.049
48.625 -123.04
48.634 -123.023
48.643 -123.016
48.648 -123.015
48.655 -123.01
48.66 -123.001
48.661 -123
48.667 -122.989
48.673 -122.985
48.681 -122.971
48.693 -122.949
48.703 -122.941
48.707 -122.942
48.711 -122.927
48.713 -122.919
48.714 -122.918
48.714 -122.909
48.714 -122.907
48.714 -122.906
segment Washington
48.68 -123.172
48.668 -123.148
48.658 -123.133
48.657 -123.131
48.647 -123.122
48.633 -123.106
48.633 -123.12
48.637 -123.135
48.652 -123.171
48.662 -123.197
48.669 -123.216
48.679 -123.23
48.681 -123.233
48.683 -123.237
48.684 -123.237
48.689 -123.237
48.69 -123.214
48.69 -123.213
48.69 -123.212
48.686 -123.203
48.685 -123.198
48.685 -123.187
48.685 -123.186
48.684 -123.184
48.68 -123.172
segment Washington
48.621 -122.699
48.623 -122.698
48.63 -122.674
48.61 -122.657
48.608 -122.666
48.61 -122.677
48.613 -122.686
48.621 -122.699
segment Washington
48.609 -122.715
48.597 -122.695
48.591 -122.692
48.569 -122.671
48.544 -122.689
48.54 -122.717
48.541 -122.722
48.55 -122.724
48.566 -122.73
48.569 -122.736
48.574 -122.739
48.584 -122.74
48.603 -122.725
48.609 -122.715
segment Washington
48.558 -122.603
48.554 -122.593
48.552 -122.584
48.548 -122.579
48.529 -122.573
48.532 -122.584
48.536 -122.59
48.537 -122.599
48.537 -122.6
48.536 -122.601
48.529 -122.62
48.529 -122.622
48.526 -122.633
48.526 -122.636
48.526 -122.64
48.527 -122.643
48.529 -122.649
48.531 -122.652
48.538 -122.654
48.549 -122.654
48.554 -122.651
48.583 -122.652
48.588 -122.649
48.588 -122.643
48.572 -122.629
48.561 -122.611
48.558 -122.603
segment Washington
48.399 -122.665
48.401 -122.665
48.402 -122.665
48.402 -122.664
48.405 -122.645
48.404 -122.635
48.401 -122.633
48.399 -122.634
48.398 -122.637
48.396 -122.638
48.395 -122.636
48.397 -122.628
48.407 -122.617
48.412 -122.61
48.41 -122.602
48.406 -122.597
48.397 -122.595
48.395 -122.585
48.393 -122.585
48.387 -122.586
48.383 -122.586
48.382 -122.587
48.376 -122.587
48.369 -122.588
48.363 -122.589
48.359 -122.587
48.353 -122.585
48.35 -122.572
48.348 -122.566
48.348 -122.564
48.344 -122.556
48.342 -122.551
48.324 -122.522
48.321 -122.517
48.32 -122.516
48.319 -122.515
48.31 -122.507
48.301 -122.505
48.3 -122.505
48.298 -122.506
48.293 -122.513
48.289 -122.519
48.288 -122.52
48.286 -122.523
48.282 -122.531
48.282 -122.552
48.282 -122.556
48.282 -122.558
48.295 -122.575
48.298 -122.583
48.298 -122.584
48.298 -122.585
48.298 -122.598
48.298 -122.6
48.298 -122.602
48.295 -122.617
48.294 -122.618
48.294 -122.619
48.289 -122.627
48.283 -122.621
48.281 -122.621
48.279 -122.622
48.269 -122.624
48.268 -122.632
48.266 -122.648
48.265 -122.653
48.259 -122.653
48.245 -122.666
48.241 -122.669
48.231 -122.669
48.224 -122.668
48.224 -122.665
48.223 -122.658
48.223 -122.653
48.222 -122.641
48.221 -122.631
48.222 -122.628
48.21 -122.609
48.209 -122.608
48.208 -122.606
48.186 -122.588
48.185 -122.588
48.182 -122.586
48.17 -122.583
48.156 -122.575
48.154 -122.574
48.149 -122.568
48.147 -122.567
48.12 -122.558
48.119 -122.558
48.114 -122.56
48.105 -122.572
48.102 -122.572
48.095 -122.567
48.093 -122.565
48.077 -122.555
48.062 -122.549
48.058 -122.547
48.053 -122.545
48.05 -122.539
48.052 -122.533
48.057 -122.516
48.059 -122.514
48.073 -122.511
48.075 -122.511
48.081 -122.517
48.094 -122.524
48.097 -122.525
48.098 -122.513
48.095 -122.499
48.094 -122.491
48.085 -122.481
48.077 -122.471
48.069 -122.462
48.054 -122.448
48.051 -122.442
48.05 -122.441
48.045 -122.431
48.044 -122.428
48.042 -122.42
48.038 -122.407
48.037 -122.401
48.034 -122.387
48.034 -122.376
48.028 -122.376
48.026 -122.376
48.016 -122.375
48.009 -122.374
48.008 -122.374
48.001 -122.373
47.995 -122.369
47.991 -122.364
47.981 -122.354
47.981 -122.353
47.979 -122.353
47.975 -122.352
47.969 -122.35
47.964 -122.35
47.959 -122.35
47.954 -122.351
47.953 -122.351
47.939 -122.358
47.938 -122.358
47.937 -122.359
47.936 -122.361
47.932 -122.368
47.93 -122.371
47.924 -122.376
47.924 -122.377
47.913 -122.376
47.91 -122.376
47.909 -122.376
47.906 -122.377
47.905 -122.378
47.904 -122.38
47.906 -122.39
47.912 -122.397
47.912 -122.414
47.912 -122.419
47.915 -122.431
47.927 -122.442
47.93 -122.446
47.936 -122.446
47.937 -122.445
47.941 -122.443
47.947 -122.441
47.95 -122.441
47.951 -122.441
47.952 -122.441
47.963 -122.447
47.965 -122.449
47.966 -122.449
47.968 -122.451
47.972 -122.456
47.986 -122.47
47.988 -122.472
47.988 -122.473
47.991 -122.488
47.987 -122.501
47.987 -122.502
47.981 -122.515
47.975 -122.518
47.973 -122.521
47.967 -122.547
47.974 -122.552
47.975 -122.552
47.977 -122.551
47.986 -122.543
47.993 -122.542
47.996 -122.543
47.997 -122.545
48.007 -122.56
48.008 -122.566
48.01 -122.58
48.01 -122.581
48.01 -122.582
48.031 -122.607
48.033 -122.605
48.039 -122.597
48.047 -122.594
48.049 -122.594
48.051 -122.594
48.056 -122.595
48.057 -122.596
48.058 -122.597
48.069 -122.61
48.073 -122.614
48.079 -122.613
48.088 -122.607
48.102 -122.602
48.111 -122.598
48.116 -122.599
48.12 -122.6
48.13 -122.601
48.135 -122.602
48.15 -122.609
48.152 -122.61
48.154 -122.612
48.158 -122.617
48.159 -122.617
48.159 -122.619
48.163 -122.633
48.163 -122.655
48.163 -122.656
48.162 -122.657
48.159 -122.668
48.158 -122.668
48.157 -122.671
48.155 -122.677
48.155 -122.68
48.166 -122.683
48.174 -122.686
48.175 -122.687
48.181 -122.693
48.182 -122.693
48.189 -122.704
48.193 -122.711
48.194 -122.712
48.194 -122.714
48.195 -122.716
48.196 -122.719
48.2 -122.735
48.203 -122.738
48.21 -122.745
48.215 -122.763
48.224 -122.77
48.228 -122.77
48.231 -122.768
48.232 -122.768
48.249 -122.759
48.26 -122.753
48.262 -122.751
48.264 -122.748
48.278 -122.734
48.279 -122.732
48.28 -122.732
48.283 -122.731
48.289 -122.729
48.303 -122.723
48.304 -122.723
48.304 -122.722
48.308 -122.717
48.315 -122.707
48.331 -122.694
48.333 -122.692
48.343 -122.684
48.355 -122.674
48.369 -122.667
48.375 -122.665
48.399 -122.665
segment Washington
48.02 -122.322
48.006 -122.303
48.004 -122.307
48.01 -122.326
48.019 -122.335
48.021 -122.328
48.02 -122.322
