segment Kentucky
37.697 -88.132
37.707 -88.125
37.71 -88.122
37.713 -88.118
37.716 -88.107
37.718 -88.102
37.723 -88.096
37.728 -88.087
37.729 -88.086
37.73 -88.082
37.733 -88.073
37.739 -88.064
37.743 -88.06
37.753 -88.05
37.754 -88.05
37.766 -88.043
37.767 -88.043
37.769 -88.042
37.772 -88.041
37.784 -88.039
37.791 -88.036
37.792 -88.036
37.796 -88.032
37.799 -88.028
37.801 -88.021
37.802 -88.015
37.8 -88.005
37.798 -87.997
37.796 -87.993
37.794 -87.991
37.792 -87.987
37.792 -87.984
37.788 -87.976
37.785 -87.972
37.782 -87.97
37.779 -87.967
37.773 -87.96
37.773 -87.959
37.772 -87.953
37.772 -87.949
37.773 -87.946
37.775 -87.945
37.777 -87.944
37.788 -87.939
37.79 -87.936
37.792 -87.935
37.795 -87.935
37.797 -87.933
37.798 -87.933
37.798 -87.931
37.799 -87.929
37.8 -87.928
37.802 -87.919
37.805 -87.911
37.807 -87.907
37.808 -87.907
37.813 -87.905
37.817 -87.904
37.818 -87.904
37.838 -87.908
37.843 -87.91
37.85 -87.915
37.859 -87.927
37.868 -87.936
37.871 -87.938
37.872 -87.939
37.875 -87.94
37.876 -87.94
37.878 -87.941
37.879 -87.941
37.883 -87.941
37.884 -87.941
37.888 -87.94
37.891 -87.938
37.893 -87.937
37.897 -87.932
37.901 -87.928
37.902 -87.927
37.908 -87.922
37.925 -87.905
37.928 -87.898
37.928 -87.893
37.928 -87.892
37.926 -87.883
37.926 -87.882
37.924 -87.878
37.924 -87.877
37.921 -87.873
37.92 -87.871
37.916 -87.867
37.915 -87.866
37.912 -87.863
37.903 -87.859
37.901 -87.857
37.893 -87.846
37.892 -87.845
37.888 -87.842
37.883 -87.842
37.882 -87.841
37.88 -87.838
37.877 -87.834
37.877 -87.833
37.877 -87.832
37.877 -87.831
37.876 -87.825
37.875 -87.808
37.875 -87.795
37.876 -87.791
37.877 -87.786
37.878 -87.784
37.878 -87.783
37.881 -87.779
37.885 -87.773
37.886 -87.771
37.891 -87.762
37.892 -87.754
37.895 -87.74
37.894 -87.734
37.894 -87.733
37.893 -87.728
37.892 -87.724
37.893 -87.718
37.894 -87.711
37.897 -87.701
37.902 -87.69
37.902 -87.689
37.902 -87.688
37.903 -87.687
37.903 -87.685
37.903 -87.684
37.903 -87.681
37.903 -87.68
37.903 -87.679
37.902 -87.676
37.899 -87.671
37.896 -87.666
37.894 -87.665
37.886 -87.663
37.881 -87.663
37.877 -87.664
37.874 -87.666
37.871 -87.669
37.868 -87.673
37.866 -87.675
37.856 -87.682
37.846 -87.682
37.841 -87.681
37.836 -87.679
37.832 -87.676
37.831 -87.674
37.829 -87.672
37.828 -87.667
37.827 -87.667
37.826 -87.655
37.826 -87.654
37.826 -87.646
37.827 -87.637
37.827 -87.636
37.827 -87.635
37.827 -87.634
37.829 -87.625
37.832 -87.615
37.834 -87.612
37.838 -87.607
37.839 -87.607
37.84 -87.605
37.849 -87.598
37.852 -87.596
37.857 -87.592
37.861 -87.589
37.869 -87.588
37.876 -87.59
37.88 -87.59
37.887 -87.592
37.892 -87.597
37.896 -87.602
37.899 -87.608
37.907 -87.62
37.907 -87.621
37.911 -87.623
37.916 -87.626
37.917 -87.627
37.921 -87.628
37.927 -87.629
37.933 -87.626
37.939 -87.619
37.945 -87.611
37.95 -87.606
37.959 -87.604
37.961 -87.605
37.965 -87.605
37.969 -87.604
37.973 -87.601
37.975 -87.597
37.976 -87.593
37.976 -87.59
37.975 -87.586
37.973 -87.581
37.972 -87.578
37.968 -87.575
37.963 -87.573
37.955 -87.574
37.947 -87.572
37.941 -87.568
37.938 -87.566
37.934 -87.562
37.931 -87.559
37.93 -87.558
37.928 -87.554
37.925 -87.551
37.924 -87.549
37.923 -87.546
37.916 -87.532
37.913 -87.52
37.906 -87.511
37.907 -87.507
37.907 -87.506
37.909 -87.501
37.917 -87.49
37.92 -87.486
37.934 -87.466
37.934 -87.465
37.94 -87.454
37.941 -87.451
37.941 -87.45
37.942 -87.449
37.942 -87.448
37.944 -87.437
37.945 -87.429
37.945 -87.419
37.945 -87.418
37.942 -87.403
37.941 -87.401
37.936 -87.381
37.936 -87.38
37.932 -87.372
37.931 -87.373
37.93 -87.372
37.922 -87.364
37.921 -87.362
37.921 -87.358
37.918 -87.355
37.917 -87.354
37.916 -87.353
37.912 -87.346
37.911 -87.345
37.91 -87.342
37.908 -87.335
37.908 -87.334
37.908 -87.332
37.906 -87.32
37.905 -87.317
37.898 -87.302
37.883 -87.275
37.883 -87.274
37.881 -87.272
37.88 -87.27
37.878 -87.268
37.874 -87.264
37.873 -87.263
37.867 -87.255
37.849 -87.221
37.849 -87.22
37.846 -87.212
37.844 -87.202
37.841 -87.18
37.842 -87.171
37.841 -87.165
37.84 -87.162
37.838 -87.159
37.832 -87.153
37.816 -87.142
37.807 -87.138
37.792 -87.133
37.787 -87.13
37.786 -87.129
37.786 -87.128
37.785 -87.128
37.784 -87.123
37.784 -87.122
37.783 -87.119
37.783 -87.116
37.783 -87.115
37.783 -87.111
37.785 -87.1
37.788 -87.091
37.792 -87.083
37.796 -87.078
37.796 -87.077
37.798 -87.075
37.802 -87.071
37.804 -87.069
37.805 -87.069
37.806 -87.068
37.81 -87.065
37.827 -87.058
37.835 -87.055
37.844 -87.053
37.854 -87.051
37.86 -87.049
37.871 -87.044
37.875 -87.043
37.88 -87.043
37.884 -87.044
37.888 -87.046
37.89 -87.046
37.893 -87.045
37.894 -87.045
37.895 -87.044
37.898 -87.043
37.898 -87.042
37.899 -87.041
37.904 -87.036
37.907 -87.033
37.92 -87.01
37.922 -87.003
37.93 -86.979
37.933 -86.969
37.932 -86.965
37.932 -86.964
37.934 -86.945
37.935 -86.933
37.935 -86.928
37.935 -86.926
37.937 -86.92
37.937 -86.919
37.938 -86.917
37.941 -86.912
37.943 -86.907
37.946 -86.902
37.956 -86.892
37.964 -86.885
37.968 -86.881
37.971 -86.876
37.975 -86.87
37.979 -86.867
37.982 -86.863
37.987 -86.856
37.99 -86.849
37.994 -86.835
37.999 -86.823
37.999 -86.82
37.999 -86.819
37.999 -86.817
37.999 -86.815
37.998 -86.814
37.997 -86.811
37.989 -86.795
37.98 -86.791
37.973 -86.788
37.957 -86.78
37.951 -86.776
37.949 -86.775
37.943 -86.771
37.936 -86.767
37.933 -86.765
37.92 -86.756
37.913 -86.751
37.904 -86.743
37.898 -86.736
37.897 -86.735
37.896 -86.734
37.894 -86.731
37.893 -86.723
37.893 -86.722
37.893 -86.721
37.893 -86.72
37.893 -86.718
37.894 -86.716
37.898 -86.708
37.909 -86.692
37.913 -86.686
37.915 -86.681
37.915 -86.673
37.913 -86.661
37.911 -86.651
37.911 -86.65
37.91 -86.649
37.909 -86.648
37.909 -86.647
37.908 -86.647
37.907 -86.646
37.905 -86.645
37.903 -86.644
37.902 -86.644
37.898 -86.644
37.895 -86.645
37.886 -86.649
37.869 -86.658
37.863 -86.661
37.857 -86.662
37.85 -86.662
37.844 -86.658
37.843 -86.655
37.842 -86.653
37.841 -86.648
37.843 -86.638
37.844 -86.634
37.847 -86.626
37.853 -86.615
37.855 -86.609
37.858 -86.605
37.867 -86.598
37.87 -86.597
37.871 -86.597
37.875 -86.599
37.88 -86.598
37.885 -86.598
37.901 -86.6
37.906 -86.6
37.907 -86.6
37.911 -86.598
37.914 -86.597
37.914 -86.596
37.921 -86.589
37.922 -86.587
37.923 -86.58
37.922 -86.566
37.918 -86.549
37.917 -86.541
37.917 -86.534
37.919 -86.528
37.919 -86.526
37.92 -86.526
37.922 -86.519
37.926 -86.511
37.929 -86.508
37.931 -86.507
37.936 -86.507
37.942 -86.509
37.947 -86.513
37.952 -86.519
37.954 -86.521
37.962 -86.524
37.968 -86.525
37.982 -86.525
37.998 -86.526
38.007 -86.526
38.013 -86.525
38.019 -86.524
38.028 -86.525
38.038 -86.522
38.041 -86.519
38.043 -86.517
38.044 -86.512
38.046 -86.5
38.046 -86.491
38.046 -86.48
38.046 -86.472
38.05 -86.452
38.06 -86.438
38.067 -86.433
38.068 -86.433
38.079 -86.43
38.087 -86.434
38.092 -86.446
38.096 -86.459
38.101 -86.464
38.107 -86.466
38.114 -86.466
38.119 -86.463
38.125 -86.457
38.127 -86.45
38.126 -86.432
38.126 -86.431
38.118 -86.419
38.106 -86.405
38.105 -86.402
38.108 -86.396
38.113 -86.393
38.125 -86.387
38.129 -86.38
38.131 -86.375
38.128 -86.352
38.129 -86.336
38.129 -86.335
38.13 -86.334
38.133 -86.328
38.139 -86.323
38.147 -86.323
38.154 -86.326
38.158 -86.325
38.163 -86.319
38.166 -86.313
38.167 -86.305
38.158 -86.288
38.138 -86.272
38.13 -86.271
38.119 -86.274
38.099 -86.279
38.089 -86.279
38.067 -86.274
38.066 -86.272
38.058 -86.267
38.057 -86.267
38.053 -86.261
38.052 -86.26
38.048 -86.253
38.046 -86.25
38.039 -86.233
38.033 -86.226
38.028 -86.22
38.022 -86.206
38.018 -86.197
38.018 -86.195
38.016 -86.191
38.011 -86.179
38.01 -86.172
38.01 -86.169
38.01 -86.167
38.011 -86.164
38.013 -86.154
38.015 -86.141
38.016 -86.13
38.016 -86.128
38.015 -86.118
38.013 -86.108
38.01 -86.099
38.01 -86.097
38.009 -86.096
38.005 -86.088
38.004 -86.086
38.002 -86.082
38.001 -86.08
37.997 -86.075
37.995 -86.074
37.993 -86.075
37.987 -86.072
37.976 -86.065
37.975 -86.064
37.973 -86.063
37.971 -86.062
37.97 -86.06
37.967 -86.057
37.964 -86.054
37.961 -86.051
37.96 -86.049
37.959 -86.048
37.958 -86.045
37.958 -86.043
37.958 -86.042
37.959 -86.04
37.959 -86.038
37.96 -86.038
37.961 -86.037
37.962 -86.036
37.964 -86.035
37.965 -86.034
37.97 -86.033
37.981 -86.035
37.982 -86.035
37.984 -86.035
37.985 -86.035
37.986 -86.035
37.989 -86.033
37.99 -86.032
37.993 -86.03
37.996 -86.021
37.999 -86.009
38 -85.999
38 -85.998
38 -85.997
38.004 -85.976
38.005 -85.96
38.005 -85.958
38.005 -85.955
38.005 -85.953
38.006 -85.951
38.007 -85.949
38.011 -85.94
38.011 -85.939
38.014 -85.935
38.018 -85.93
38.023 -85.925
38.029 -85.922
38.032 -85.921
38.041 -85.92
38.053 -85.918
38.054 -85.918
38.062 -85.917
38.065 -85.916
38.066 -85.916
38.068 -85.915
38.073 -85.913
38.086 -85.906
38.1 -85.905
38.111 -85.905
38.117 -85.906
38.14 -85.909
38.161 -85.909
38.18 -85.9
38.184 -85.898
38.188 -85.895
38.203 -85.88
38.207 -85.875
38.212 -85.869
38.221 -85.854
38.223 -85.851
38.224 -85.851
38.23 -85.845
38.232 -85.844
38.234 -85.843
38.24 -85.84
38.246 -85.839
38.251 -85.838
38.257 -85.838
38.268 -85.835
38.277 -85.829
38.281 -85.824
38.283 -85.816
38.285 -85.803
38.287 -85.796
38.288 -85.794
38.289 -85.792
38.288 -85.781
38.286 -85.773
38.28 -85.766
38.278 -85.767
38.273 -85.761
38.268 -85.751
38.267 -85.745
38.269 -85.739
38.286 -85.704
38.295 -85.684
38.3 -85.677
38.301 -85.676
38.301 -85.675
38.31 -85.669
38.311 -85.669
38.314 -85.665
38.319 -85.66
38.327 -85.654
38.332 -85.651
38.334 -85.65
38.343 -85.646
38.361 -85.639
38.366 -85.638
38.377 -85.639
38.38 -85.638
38.381 -85.638
38.395 -85.633
38.396 -85.633
38.399 -85.631
38.402 -85.63
38.415 -85.623
38.416 -85.622
38.417 -85.622
38.421 -85.621
38.421 -85.62
38.422 -85.62
38.423 -85.621
38.439 -85.608
38.442 -85.604
38.45 -85.588
38.453 -85.575
38.454 -85.563
38.454 -85.553
38.456 -85.537
38.458 -85.527
38.459 -85.525
38.46 -85.521
38.461 -85.517
38.468 -85.5
38.468 -85.499
38.469 -85.498
38.475 -85.491
38.486 -85.483
38.488 -85.481
38.495 -85.479
38.496 -85.479
38.498 -85.478
38.504 -85.474
38.506 -85.472
38.508 -85.47
38.509 -85.468
38.51 -85.467
38.512 -85.464
38.513 -85.463
38.514 -85.458
38.52 -85.442
38.524 -85.433
38.529 -85.426
38.532 -85.423
38.541 -85.417
38.546 -85.416
38.555 -85.415
38.563 -85.416
38.564 -85.416
38.574 -85.42
38.595 -85.434
38.598 -85.436
38.602 -85.437
38.605 -85.439
38.61 -85.439
38.632 -85.439
38.649 -85.438
38.659 -85.439
38.67 -85.445
38.682 -85.455
38.685 -85.456
38.689 -85.457
38.695 -85.456
38.696 -85.456
38.709 -85.452
38.713 -85.449
38.719 -85.443
38.72 -85.442
38.721 -85.442
38.726 -85.438
38.729 -85.435
38.729 -85.434
38.734 -85.425
38.735 -85.423
38.735 -85.422
38.736 -85.417
38.737 -85.411
38.736 -85.403
38.736 -85.4
38.732 -85.379
38.731 -85.372
38.731 -85.37
38.731 -85.366
38.73 -85.364
38.731 -85.363
38.732 -85.352
38.734 -85.341
38.736 -85.333
38.737 -85.331
38.742 -85.306
38.742 -85.289
38.741 -85.275
38.74 -85.268
38.738 -85.259
38.732 -85.247
38.726 -85.242
38.722 -85.239
38.705 -85.226
38.701 -85.221
38.696 -85.214
38.695 -85.213
38.692 -85.204
38.688 -85.191
38.688 -85.19
38.688 -85.189
38.688 -85.187
38.688 -85.18
38.688 -85.177
38.688 -85.173
38.692 -85.157
38.692 -85.156
38.695 -85.147
38.699 -85.139
38.702 -85.133
38.706 -85.128
38.711 -85.121
38.713 -85.118
38.716 -85.114
38.721 -85.107
38.722 -85.107
38.725 -85.103
38.727 -85.101
38.735 -85.082
38.739 -85.076
38.742 -85.072
38.745 -85.06
38.751 -85.048
38.755 -85.041
38.758 -85.033
38.762 -85.024
38.767 -85.012
38.775 -85
38.777 -84.996
38.778 -84.993
38.778 -84.99
38.779 -84.987
38.779 -84.979
38.778 -84.963
38.775 -84.948
38.776 -84.941
38.778 -84.933
38.784 -84.915
38.785 -84.914
38.785 -84.913
38.788 -84.908
38.791 -84.902
38.794 -84.894
38.795 -84.888
38.794 -84.883
38.791 -84.866
38.79 -84.857
38.788 -84.848
38.784 -84.836
38.783 -84.829
38.783 -84.821
38.784 -84.816
38.784 -84.815
38.785 -84.814
38.786 -84.813
38.787 -84.812
38.788 -84.812
38.789 -84.812
38.791 -84.812
38.792 -84.812
38.793 -84.812
38.8 -84.814
38.805 -84.817
38.819 -84.827
38.825 -84.83
38.831 -84.83
38.835 -84.827
38.839 -84.823
38.843 -84.817
38.851 -84.803
38.857 -84.795
38.858 -84.794
38.859 -84.793
38.861 -84.791
38.863 -84.79
38.864 -84.788
38.868 -84.787
38.869 -84.786
38.875 -84.785
38.88 -84.785
38.882 -84.786
38.884 -84.788
38.89 -84.799
38.891 -84.8
38.891 -84.801
38.893 -84.806
38.895 -84.813
38.895 -84.814
38.895 -84.819
38.897 -84.83
38.898 -84.861
38.899 -84.868
38.9 -84.87
38.901 -84.87
38.909 -84.877
38.913 -84.879
38.916 -84.879
38.92 -84.878
38.921 -84.878
38.929 -84.871
38.934 -84.865
38.935 -84.865
38.958 -84.835
38.961 -84.833
38.969 -84.83
38.975 -84.831
38.982 -84.833
38.988 -84.837
38.989 -84.837
38.991 -84.84
38.997 -84.847
39.001 -84.849
39.003 -84.85
39.004 -84.851
39.012 -84.857
39.02 -84.865
39.024 -84.869
39.026 -84.87
39.034 -84.883
39.039 -84.887
39.041 -84.889
39.05 -84.894
39.052 -84.897
39.057 -84.897
39.058 -84.897
39.062 -84.894
39.066 -84.889
39.078 -84.861
39.086 -84.852
39.088 -84.85
39.092 -84.845
39.095 -84.84
39.102 -84.831
39.104 -84.826
39.105 -84.82
39.106 -84.814
39.107 -84.812
39.109 -84.811
39.113 -84.794
39.115 -84.788
39.118 -84.784
39.139 -84.767
39.147 -84.754
39.147 -84.751
39.147 -84.744
39.144 -84.732
39.142 -84.726
39.14 -84.723
39.137 -84.719
39.133 -84.714
39.119 -84.702
39.109 -84.693
39.105 -84.69
39.104 -84.69
39.103 -84.689
39.1 -84.685
39.098 -84.677
39.098 -84.666
39.095 -84.657
39.092 -84.65
39.08 -84.636
39.077 -84.632
39.074 -84.623
39.074 -84.622
39.073 -84.62
39.073 -84.619
39.073 -84.61
39.073 -84.608
39.073 -84.607
39.074 -84.602
39.078 -84.592
39.082 -84.572
39.084 -84.57
39.086 -84.565
39.087 -84.564
39.095 -84.558
39.098 -84.554
39.099 -84.551
39.1 -84.544
39.099 -84.541
39.097 -84.537
39.092 -84.525
39.092 -84.522
39.092 -84.52
39.092 -84.517
39.094 -84.51
39.095 -84.506
39.097 -84.502
39.099 -84.499
39.099 -84.498
39.1 -84.497
39.101 -84.496
39.102 -84.494
39.104 -84.493
39.111 -84.488
39.113 -84.485
39.117 -84.481
39.119 -84.476
39.121 -84.471
39.122 -84.462
39.12 -84.455
39.118 -84.45
39.114 -84.445
39.11 -84.441
39.102 -84.436
39.094 -84.433
39.092 -84.434
39.087 -84.435
39.084 -84.433
39.078 -84.433
39.073 -84.433
39.068 -84.432
39.058 -84.43
39.058 -84.429
39.057 -84.429
39.056 -84.429
39.055 -84.428
39.053 -84.426
39.051 -84.421
39.046 -84.407
39.046 -84.403
39.046 -84.401
39.045 -84.394
39.045 -84.387
39.043 -84.369
39.042 -84.361
39.041 -84.36
39.037 -84.346
39.033 -84.336
39.027 -84.327
39.017 -84.314
39.006 -84.305
39.003 -84.303
38.996 -84.299
38.99 -84.297
38.985 -84.296
38.983 -84.296
38.982 -84.296
38.973 -84.295
38.972 -84.295
38.968 -84.295
38.96 -84.29
38.956 -84.288
38.955 -84.287
38.945 -84.28
38.942 -84.275
38.935 -84.269
38.929 -84.263
38.927 -84.261
38.923 -84.257
38.916 -84.252
38.907 -84.246
38.903 -84.243
38.901 -84.24
38.893 -84.234
38.884 -84.232
38.88 -84.232
38.875 -84.232
38.873 -84.232
38.856 -84.233
38.854 -84.234
38.849 -84.234
38.846 -84.233
38.843 -84.233
38.837 -84.232
38.833 -84.232
38.831 -84.231
38.827 -84.23
38.818 -84.225
38.814 -84.222
38.806 -84.213
38.803 -84.206
38.801 -84.198
38.795 -84.156
38.789 -84.135
38.783 -84.116
38.781 -84.112
38.779 -84.109
38.777 -84.101
38.775 -84.094
38.77 -84.071
38.771 -84.063
38.771 -84.052
38.771 -84.044
38.772 -84.038
38.774 -84.027
38.775 -84.023
38.775 -84.022
38.776 -84.02
38.778 -84.014
38.78 -84.007
38.78 -84.006
38.782 -83.996
38.782 -83.995
38.787 -83.979
38.787 -83.968
38.787 -83.962
38.787 -83.96
38.786 -83.954
38.784 -83.944
38.775 -83.928
38.772 -83.929
38.772 -83.927
38.77 -83.917
38.77 -83.913
38.768 -83.904
38.766 -83.887
38.762 -83.873
38.76 -83.867
38.757 -83.859
38.752 -83.853
38.751 -83.852
38.747 -83.849
38.745 -83.847
38.742 -83.846
38.737 -83.845
38.73 -83.843
38.727 -83.843
38.724 -83.842
38.723 -83.841
38.722 -83.841
38.721 -83.84
38.719 -83.838
38.718 -83.837
38.716 -83.834
38.716 -83.833
38.71 -83.822
38.707 -83.814
38.707 -83.806
38.705 -83.799
38.702 -83.791
38.7 -83.788
38.699 -83.787
38.696 -83.784
38.687 -83.781
38.685 -83.78
38.684 -83.78
38.671 -83.777
38.667 -83.776
38.663 -83.774
38.661 -83.773
38.66 -83.773
38.658 -83.772
38.655 -83.769
38.653 -83.765
38.652 -83.762
38.651 -83.759
38.65 -83.75
38.648 -83.738
38.647 -83.722
38.647 -83.721
38.646 -83.719
38.645 -83.718
38.644 -83.717
38.642 -83.713
38.641 -83.712
38.64 -83.708
38.64 -83.704
38.632 -83.686
38.63 -83.679
38.63 -83.678
38.628 -83.668
38.628 -83.664
38.629 -83.659
38.63 -83.655
38.631 -83.653
38.633 -83.65
38.636 -83.647
38.636 -83.646
38.637 -83.646
38.643 -83.643
38.652 -83.64
38.659 -83.639
38.668 -83.637
38.671 -83.636
38.673 -83.634
38.679 -83.627
38.68 -83.624
38.684 -83.616
38.684 -83.615
38.693 -83.575
38.692 -83.575
38.693 -83.569
38.695 -83.562
38.699 -83.549
38.702 -83.533
38.703 -83.521
38.702 -83.513
38.699 -83.504
38.694 -83.493
38.69 -83.486
38.682 -83.476
38.678 -83.472
38.675 -83.468
38.674 -83.46
38.674 -83.457
38.67 -83.447
38.669 -83.44
38.669 -83.438
38.669 -83.437
38.668 -83.42
38.667 -83.412
38.663 -83.385
38.661 -83.376
38.659 -83.368
38.659 -83.367
38.658 -83.365
38.654 -83.356
38.646 -83.34
38.637 -83.328
38.631 -83.322
38.623 -83.321
38.616 -83.32
38.612 -83.319
38.61 -83.318
38.609 -83.318
38.603 -83.311
38.602 -83.31
38.601 -83.308
38.6 -83.307
38.6 -83.305
38.599 -83.304
38.598 -83.302
38.598 -83.301
38.597 -83.294
38.597 -83.293
38.598 -83.29
38.598 -83.289
38.599 -83.287
38.615 -83.269
38.618 -83.268
38.622 -83.264
38.622 -83.263
38.623 -83.261
38.623 -83.255
38.626 -83.251
38.628 -83.246
38.629 -83.24
38.628 -83.233
38.628 -83.232
38.626 -83.229
38.625 -83.224
38.624 -83.223
38.619 -83.211
38.617 -83.204
38.617 -83.202
38.617 -83.201
38.617 -83.199
38.617 -83.193
38.618 -83.191
38.618 -83.189
38.619 -83.183
38.62 -83.173
38.62 -83.165
38.621 -83.157
38.625 -83.143
38.628 -83.139
38.632 -83.135
38.633 -83.134
38.64 -83.129
38.645 -83.126
38.659 -83.123
38.666 -83.118
38.672 -83.112
38.675 -83.107
38.677 -83.103
38.681 -83.084
38.689 -83.064
38.696 -83.053
38.708 -83.042
38.716 -83.038
38.72 -83.036
38.724 -83.033
38.726 -83.031
38.727 -83.028
38.729 -83.022
38.73 -83.014
38.73 -83.013
38.73 -83.012
38.729 -83.001
38.729 -82.999
38.729 -82.997
38.729 -82.994
38.726 -82.987
38.726 -82.986
38.726 -82.984
38.726 -82.979
38.728 -82.973
38.729 -82.969
38.731 -82.964
38.735 -82.959
38.735 -82.958
38.742 -82.945
38.743 -82.943
38.745 -82.937
38.75 -82.924
38.756 -82.895
38.757 -82.894
38.756 -82.889
38.754 -82.885
38.751 -82.879
38.748 -82.876
38.747 -82.875
38.743 -82.873
38.739 -82.871
38.738 -82.871
38.728 -82.87
38.723 -82.87
38.722 -82.87
38.718 -82.871
38.714 -82.872
38.705 -82.875
38.697 -82.877
38.69 -82.878
38.683 -82.875
38.678 -82.87
38.669 -82.863
38.66 -82.859
38.646 -82.856
38.633 -82.857
38.621 -82.856
38.62 -82.856
38.617 -82.855
38.613 -82.854
38.604 -82.851
38.595 -82.847
38.591 -82.844
38.589 -82.843
38.587 -82.84
38.586 -82.84
38.585 -82.838
38.584 -82.836
38.582 -82.834
38.578 -82.828
38.573 -82.821
38.573 -82.82
38.571 -82.816
38.569 -82.812
38.566 -82.806
38.563 -82.8
38.562 -82.798
38.561 -82.792
38.56 -82.79
38.56 -82.789
38.559 -82.783
38.559 -82.782
38.559 -82.779
38.559 -82.778
38.56 -82.764
38.56 -82.751
38.559 -82.74
38.559 -82.731
38.558 -82.725
38.557 -82.724
38.554 -82.72
38.551 -82.714
38.549 -82.71
38.548 -82.708
38.544 -82.7
38.542 -82.697
38.536 -82.69
38.531 -82.687
38.528 -82.685
38.516 -82.676
38.506 -82.666
38.501 -82.661
38.499 -82.659
38.497 -82.657
38.496 -82.655
38.492 -82.651
38.49 -82.648
38.49 -82.647
38.484 -82.638
38.48 -82.624
38.477 -82.618
38.476 -82.616
38.475 -82.615
38.475 -82.614
38.474 -82.613
38.473 -82.612
38.472 -82.611
38.471 -82.61
38.469 -82.609
38.468 -82.608
38.46 -82.604
38.443 -82.602
38.437 -82.601
38.428 -82.597
38.427 -82.597
38.426 -82.597
38.422 -82.594
segment Kentucky
36.498 -89.539
36.505 -89.543
36.517 -89.554
36.522 -89.558
36.525 -89.56
36.537 -89.566
36.544 -89.57
36.547 -89.571
36.553 -89.572
36.558 -89.57
36.564 -89.567
36.569 -89.563
36.574 -89.558
36.577 -89.553
36.58 -89.546
36.581 -89.542
36.581 -89.528
36.58 -89.522
36.579 -89.519
36.578 -89.514
36.576 -89.5
36.572 -89.485
36.57 -89.481
36.568 -89.479
36.56 -89.473
36.547 -89.468
36.536 -89.465
36.53 -89.466
36.521 -89.469
36.514 -89.472
36.507 -89.477
36.502 -89.482
36.498 -89.485
36.498 -89.493
36.498 -89.498
36.498 -89.539
