segment Minnesota
47.06 -96.824
47.061 -96.824
47.062 -96.822
47.063 -96.821
47.064 -96.822
47.066 -96.823
47.071 -96.824
47.072 -96.824
47.073 -96.822
47.073 -96.821
47.074 -96.821
47.076 -96.822
47.078 -96.819
47.081 -96.819
47.082 -96.82
47.084 -96.821
47.088 -96.819
47.09 -96.82
47.09 -96.821
47.091 -96.82
47.093 -96.818
47.098 -96.819
47.099 -96.819
47.099 -96.82
47.101 -96.82
47.103 -96.819
47.104 -96.818
47.106 -96.818
47.107 -96.819
47.108 -96.822
47.109 -96.822
47.11 -96.823
47.111 -96.822
47.112 -96.822
47.114 -96.821
47.116 -96.821
47.12 -96.827
47.121 -96.828
47.123 -96.827
47.123 -96.825
47.125 -96.825
47.127 -96.824
47.129 -96.826
47.13 -96.828
47.132 -96.829
47.133 -96.828
47.135 -96.828
47.137 -96.828
47.14 -96.829
47.142 -96.831
47.142 -96.832
47.144 -96.832
47.145 -96.831
47.147 -96.83
47.148 -96.83
47.149 -96.83
47.149 -96.831
47.151 -96.831
47.154 -96.828
47.155 -96.826
47.156 -96.823
47.157 -96.822
47.157 -96.823
47.158 -96.823
47.159 -96.825
47.16 -96.825
47.161 -96.824
47.163 -96.822
47.165 -96.822
47.166 -96.823
47.167 -96.824
47.17 -96.824
47.171 -96.824
47.172 -96.825
47.174 -96.828
47.175 -96.83
47.176 -96.83
47.177 -96.829
47.18 -96.827
47.182 -96.827
47.183 -96.827
47.184 -96.828
47.184 -96.829
47.185 -96.83
47.186 -96.831
47.187 -96.832
47.188 -96.832
47.188 -96.833
47.191 -96.831
47.192 -96.831
47.194 -96.833
47.195 -96.837
47.196 -96.838
47.198 -96.839
47.2 -96.839
47.201 -96.838
47.204 -96.833
47.205 -96.832
47.206 -96.833
47.207 -96.835
47.208 -96.835
47.21 -96.834
47.211 -96.833
47.213 -96.834
47.214 -96.834
47.216 -96.837
47.217 -96.836
47.219 -96.836
47.221 -96.836
47.222 -96.838
47.223 -96.839
47.224 -96.839
47.225 -96.839
47.227 -96.836
47.229 -96.837
47.232 -96.838
47.234 -96.836
47.234 -96.835
47.235 -96.833
47.236 -96.833
47.238 -96.833
47.24 -96.836
47.241 -96.838
47.242 -96.838
47.243 -96.838
47.244 -96.837
47.245 -96.837
47.246 -96.835
47.248 -96.835
47.25 -96.835
47.253 -96.839
47.253 -96.84
47.254 -96.841
47.254 -96.84
47.255 -96.84
47.256 -96.84
47.257 -96.841
47.258 -96.842
47.259 -96.841
47.261 -96.841
47.262 -96.841
47.263 -96.841
47.263 -96.843
47.264 -96.843
47.265 -96.842
47.266 -96.84
47.268 -96.839
47.269 -96.84
47.27 -96.843
47.273 -96.842
47.274 -96.842
47.275 -96.84
47.276 -96.84
47.277 -96.84
47.284 -96.841
47.29 -96.844
47.291 -96.844
47.293 -96.844
47.297 -96.84
47.304 -96.833
47.307 -96.833
47.311 -96.836
47.311 -96.837
47.312 -96.841
47.312 -96.843
47.317 -96.842
47.318 -96.841
47.318 -96.839
47.319 -96.837
47.32 -96.836
47.321 -96.836
47.322 -96.836
47.324 -96.837
47.325 -96.836
47.326 -96.835
47.329 -96.835
47.33 -96.836
47.33 -96.837
47.331 -96.838
47.332 -96.838
47.332 -96.839
47.336 -96.836
47.339 -96.837
47.341 -96.841
47.346 -96.844
47.349 -96.845
47.354 -96.844
47.354 -96.843
47.356 -96.844
47.356 -96.845
47.357 -96.847
47.358 -96.848
47.36 -96.849
47.362 -96.849
47.364 -96.849
47.366 -96.852
47.367 -96.852
47.368 -96.85
47.369 -96.849
47.37 -96.849
47.371 -96.849
47.372 -96.852
47.373 -96.854
47.375 -96.853
47.375 -96.849
47.377 -96.847
47.379 -96.846
47.382 -96.846
47.382 -96.845
47.384 -96.841
47.39 -96.841
47.391 -96.841
47.392 -96.842
47.393 -96.842
47.394 -96.845
47.396 -96.846
47.4 -96.845
47.403 -96.848
47.405 -96.85
47.406 -96.853
47.408 -96.853
47.409 -96.853
47.41 -96.856
47.41 -96.858
47.414 -96.862
47.415 -96.862
47.417 -96.861
47.418 -96.861
47.419 -96.864
47.42 -96.864
47.421 -96.864
47.422 -96.863
47.424 -96.86
47.426 -96.859
47.427 -96.86
47.428 -96.861
47.429 -96.861
47.43 -96.861
47.433 -96.859
47.436 -96.86
47.437 -96.86
47.438 -96.859
47.44 -96.857
47.442 -96.857
47.443 -96.858
47.446 -96.86
47.452 -96.859
47.453 -96.858
47.454 -96.858
47.456 -96.859
47.456 -96.86
47.457 -96.86
47.459 -96.86
47.46 -96.857
47.463 -96.857
47.464 -96.858
47.467 -96.86
47.471 -96.86
47.473 -96.859
47.474 -96.858
47.476 -96.856
47.478 -96.855
47.48 -96.855
47.481 -96.857
47.482 -96.858
47.482 -96.859
47.483 -96.859
47.484 -96.859
47.485 -96.858
47.486 -96.856
47.487 -96.856
47.488 -96.856
47.49 -96.859
47.491 -96.859
47.493 -96.858
47.493 -96.857
47.497 -96.852
47.499 -96.852
47.501 -96.853
47.504 -96.853
47.507 -96.853
47.508 -96.852
47.509 -96.851
47.51 -96.852
47.511 -96.853
47.512 -96.853
47.514 -96.853
47.514 -96.854
47.515 -96.856
47.515 -96.857
47.515 -96.858
47.516 -96.861
47.517 -96.863
47.52 -96.864
47.525 -96.866
47.526 -96.866
47.528 -96.865
47.529 -96.862
47.53 -96.861
47.536 -96.855
47.537 -96.855
47.538 -96.856
47.54 -96.857
47.542 -96.855
47.543 -96.855
47.544 -96.854
47.545 -96.854
47.547 -96.856
47.548 -96.857
47.549 -96.856
47.55 -96.854
47.552 -96.854
47.555 -96.855
47.555 -96.856
47.557 -96.858
47.559 -96.859
47.56 -96.859
47.562 -96.857
47.563 -96.857
47.564 -96.857
47.564 -96.858
47.565 -96.859
47.566 -96.859
47.567 -96.859
47.568 -96.857
47.57 -96.854
47.572 -96.854
47.573 -96.856
47.576 -96.856
47.579 -96.854
47.579 -96.853
47.583 -96.852
47.586 -96.852
47.589 -96.851
47.591 -96.852
47.593 -96.853
47.595 -96.855
47.596 -96.854
47.597 -96.853
47.598 -96.853
47.6 -96.854
47.601 -96.856
47.602 -96.857
47.606 -96.855
47.607 -96.855
47.608 -96.855
47.609 -96.855
47.611 -96.857
47.612 -96.86
47.613 -96.865
47.614 -96.874
47.615 -96.874
47.617 -96.871
47.618 -96.871
47.619 -96.876
47.621 -96.879
47.626 -96.881
47.633 -96.882
47.638 -96.889
47.64 -96.888
47.641 -96.885
47.641 -96.884
47.641 -96.883
47.642 -96.883
47.645 -96.883
47.649 -96.882
47.65 -96.883
47.653 -96.887
47.658 -96.888
47.659 -96.888
47.659 -96.887
47.662 -96.886
47.663 -96.886
47.664 -96.886
47.666 -96.887
47.669 -96.89
47.671 -96.89
47.672 -96.891
47.673 -96.892
47.673 -96.893
47.674 -96.895
47.675 -96.897
47.682 -96.898
47.689 -96.899
47.69 -96.9
47.691 -96.9
47.691 -96.901
47.692 -96.902
47.692 -96.903
47.691 -96.903
47.689 -96.905
47.689 -96.906
47.689 -96.907
47.688 -96.907
47.689 -96.908
47.689 -96.909
47.689 -96.91
47.69 -96.91
47.691 -96.91
47.694 -96.907
47.695 -96.908
47.697 -96.91
47.7 -96.911
47.701 -96.912
47.702 -96.913
47.701 -96.914
47.702 -96.914
47.702 -96.915
47.704 -96.915
47.705 -96.914
47.707 -96.915
47.708 -96.916
47.709 -96.917
47.71 -96.92
47.712 -96.92
47.714 -96.92
47.717 -96.92
47.718 -96.923
47.718 -96.924
47.72 -96.923
47.723 -96.919
47.724 -96.919
47.725 -96.919
47.729 -96.925
47.734 -96.931
47.737 -96.933
47.739 -96.933
47.74 -96.933
47.743 -96.929
47.745 -96.929
47.748 -96.929
47.75 -96.929
47.752 -96.934
47.753 -96.934
47.755 -96.934
47.755 -96.933
47.757 -96.933
47.758 -96.936
47.76 -96.938
47.762 -96.938
47.765 -96.937
47.768 -96.939
47.772 -96.945
47.775 -96.95
47.776 -96.957
47.78 -96.957
47.781 -96.959
47.783 -96.962
47.783 -96.963
47.783 -96.964
47.783 -96.965
47.785 -96.965
47.787 -96.964
47.789 -96.962
47.79 -96.957
47.791 -96.957
47.792 -96.958
47.795 -96.964
47.797 -96.966
47.798 -96.972
47.798 -96.974
47.798 -96.975
47.8 -96.976
47.802 -96.976
47.806 -96.981
47.807 -96.981
47.808 -96.981
47.81 -96.979
47.812 -96.978
47.816 -96.98
47.82 -96.981
47.821 -96.98
47.822 -96.979
47.825 -96.979
47.825 -96.981
47.826 -96.982
47.827 -96.982
47.829 -96.982
47.83 -96.982
47.838 -96.987
47.838 -96.993
47.842 -96.998
47.843 -96.998
47.844 -96.997
47.844 -96.996
47.848 -96.997
47.854 -96.997
47.856 -96.997
47.857 -96.998
47.859 -96.998
47.861 -97
47.861 -97.002
47.864 -97.006
47.865 -97.006
47.866 -97.003
47.867 -97.002
47.869 -97.002
47.87 -97.005
47.872 -97.017
47.873 -97.021
47.874 -97.023
47.875 -97.023
47.877 -97.019
47.878 -97.018
47.88 -97.019
47.882 -97.023
47.884 -97.025
47.887 -97.025
47.89 -97.019
47.891 -97.019
47.895 -97.025
47.898 -97.024
47.9 -97.02
47.902 -97.02
47.905 -97.024
47.908 -97.025
47.908 -97.024
47.906 -97.02
47.906 -97.017
47.907 -97.015
47.91 -97.015
47.913 -97.017
47.914 -97.02
47.916 -97.024
47.918 -97.018
47.92 -97.018
47.922 -97.021
47.922 -97.022
47.924 -97.025
47.925 -97.026
47.928 -97.03
47.93 -97.036
47.933 -97.037
47.937 -97.036
47.939 -97.036
47.94 -97.039
47.941 -97.045
47.943 -97.051
47.946 -97.055
47.949 -97.056
47.951 -97.055
47.955 -97.053
47.957 -97.052
47.96 -97.054
47.962 -97.059
47.964 -97.061
47.964 -97.062
47.966 -97.062
47.969 -97.058
47.97 -97.057
47.974 -97.059
47.975 -97.059
47.981 -97.056
47.988 -97.054
47.99 -97.053
47.991 -97.053
47.992 -97.054
47.993 -97.055
47.996 -97.062
47.998 -97.064
47.999 -97.064
48.01 -97.067
48.011 -97.065
48.013 -97.063
48.015 -97.063
48.016 -97.065
48.016 -97.069
48.017 -97.071
48.019 -97.072
48.021 -97.072
48.026 -97.069
48.028 -97.069
48.042 -97.07
48.047 -97.072
48.048 -97.072
48.049 -97.073
48.05 -97.073
48.051 -97.074
48.053 -97.076
48.056 -97.083
48.058 -97.087
48.071 -97.098
48.072 -97.103
48.072 -97.104
48.073 -97.105
48.075 -97.104
48.077 -97.101
48.082 -97.099
48.086 -97.1
48.089 -97.102
48.09 -97.105
48.091 -97.106
48.093 -97.105
48.094 -97.104
48.095 -97.104
48.096 -97.104
48.098 -97.105
48.1 -97.108
48.105 -97.11
48.106 -97.111
48.106 -97.113
48.105 -97.12
48.106 -97.123
48.107 -97.123
48.108 -97.124
48.109 -97.123
48.112 -97.122
48.112 -97.121
48.113 -97.121
48.115 -97.121
48.117 -97.122
48.124 -97.127
48.127 -97.128
48.133 -97.129
48.136 -97.132
48.138 -97.133
48.14 -97.132
48.142 -97.134
48.143 -97.139
48.144 -97.141
48.145 -97.142
48.148 -97.142
48.151 -97.14
48.153 -97.139
48.155 -97.139
48.158 -97.139
48.159 -97.14
48.16 -97.142
48.162 -97.144
48.169 -97.147
48.171 -97.147
48.173 -97.146
48.174 -97.145
48.177 -97.142
48.178 -97.142
48.179 -97.141
48.182 -97.142
48.183 -97.143
48.183 -97.145
48.185 -97.146
48.186 -97.146
48.191 -97.142
48.193 -97.142
48.194 -97.141
48.195 -97.14
48.198 -97.138
48.201 -97.139
48.202 -97.139
48.203 -97.139
48.205 -97.139
48.206 -97.138
48.208 -97.135
48.21 -97.134
48.212 -97.136
48.213 -97.137
48.215 -97.137
48.217 -97.135
48.218 -97.135
48.219 -97.135
48.221 -97.136
48.222 -97.138
48.223 -97.138
48.225 -97.138
48.226 -97.136
48.227 -97.136
48.228 -97.136
48.229 -97.136
48.23 -97.139
48.232 -97.141
48.235 -97.141
48.236 -97.14
48.237 -97.138
48.238 -97.136
48.239 -97.136
48.241 -97.138
48.242 -97.139
48.245 -97.139
48.246 -97.138
48.25 -97.133
48.25 -97.129
48.251 -97.128
48.253 -97.127
48.254 -97.128
48.256 -97.129
48.257 -97.129
48.258 -97.13
48.259 -97.129
48.26 -97.128
48.261 -97.127
48.263 -97.127
48.265 -97.129
48.265 -97.131
48.266 -97.132
48.268 -97.132
48.269 -97.13
48.27 -97.125
48.271 -97.124
48.28 -97.117
48.281 -97.117
48.282 -97.117
48.283 -97.117
48.283 -97.118
48.29 -97.122
48.292 -97.125
48.292 -97.127
48.293 -97.129
48.296 -97.129
48.298 -97.129
48.298 -97.127
48.299 -97.125
48.299 -97.123
48.301 -97.122
48.302 -97.123
48.304 -97.126
48.306 -97.126
48.309 -97.126
48.31 -97.127
48.311 -97.13
48.312 -97.131
48.313 -97.132
48.315 -97.132
48.318 -97.132
48.32 -97.131
48.321 -97.13
48.323 -97.128
48.326 -97.127
48.327 -97.128
48.328 -97.131
48.328 -97.134
48.329 -97.135
48.331 -97.135
48.336 -97.132
48.34 -97.131
48.341 -97.132
48.344 -97.137
48.345 -97.138
48.347 -97.138
48.349 -97.138
48.351 -97.137
48.352 -97.138
48.353 -97.14
48.355 -97.144
48.359 -97.147
48.36 -97.148
48.367 -97.148
48.369 -97.147
48.37 -97.146
48.371 -97.146
48.371 -97.145
48.371 -97.144
48.374 -97.142
48.377 -97.141
48.38 -97.14
48.382 -97.14
48.383 -97.141
48.384 -97.141
48.386 -97.144
48.389 -97.145
48.394 -97.146
48.396 -97.145
48.397 -97.144
48.399 -97.14
48.404 -97.136
48.407 -97.135
48.412 -97.136
48.416 -97.138
48.416 -97.139
48.417 -97.142
48.418 -97.143
48.419 -97.143
48.42 -97.142
48.422 -97.138
48.422 -97.137
48.424 -97.136
48.426 -97.136
48.427 -97.136
48.428 -97.138
48.431 -97.139
48.432 -97.139
48.433 -97.138
48.435 -97.136
48.436 -97.135
48.44 -97.134
48.442 -97.135
48.443 -97.136
48.444 -97.137
48.444 -97.138
48.448 -97.138
48.449 -97.137
48.452 -97.134
48.456 -97.133
48.457 -97.133
48.46 -97.133
48.461 -97.134
48.463 -97.139
48.464 -97.142
48.466 -97.143
48.469 -97.144
48.474 -97.144
48.475 -97.142
48.476 -97.141
48.477 -97.142
48.478 -97.143
48.479 -97.145
48.482 -97.145
48.483 -97.144
48.485 -97.14
48.486 -97.139
48.491 -97.139
48.494 -97.139
48.496 -97.14
48.497 -97.14
48.5 -97.146
48.502 -97.148
48.503 -97.148
48.512 -97.15
48.52 -97.152
48.524 -97.153
48.529 -97.152
48.531 -97.15
48.532 -97.149
48.534 -97.149
48.537 -97.15
48.539 -97.154
48.541 -97.16
48.542 -97.16
48.544 -97.163
48.547 -97.163
48.548 -97.162
48.549 -97.161
48.551 -97.156
48.551 -97.153
48.552 -97.152
48.554 -97.152
48.556 -97.154
48.557 -97.156
48.557 -97.157
48.559 -97.158
48.56 -97.159
48.564 -97.159
48.566 -97.157
48.567 -97.154
48.568 -97.152
48.57 -97.15
48.572 -97.149
48.575 -97.149
48.577 -97.15
48.58 -97.15
48.581 -97.148
48.581 -97.145
48.582 -97.144
48.584 -97.143
48.591 -97.142
48.593 -97.142
48.595 -97.144
48.597 -97.144
48.598 -97.143
48.6 -97.141
48.601 -97.14
48.604 -97.138
48.607 -97.137
48.609 -97.138
48.612 -97.138
48.613 -97.136
48.613 -97.133
48.614 -97.131
48.617 -97.131
48.618 -97.131
48.619 -97.131
48.621 -97.13
48.621 -97.128
48.621 -97.126
48.622 -97.125
48.623 -97.124
48.625 -97.124
48.627 -97.125
48.627 -97.126
48.629 -97.126
48.63 -97.125
48.631 -97.121
48.63 -97.115
48.63 -97.112
48.631 -97.11
48.633 -97.108
48.634 -97.108
48.635 -97.109
48.639 -97.11
48.643 -97.112
48.645 -97.111
48.648 -97.108
48.653 -97.106
48.654 -97.105
48.656 -97.102
48.659 -97.101
48.662 -97.101
48.663 -97.102
48.665 -97.103
48.667 -97.102
48.668 -97.1
48.671 -97.1
48.68 -97.101
48.681 -97.1
48.683 -97.099
48.684 -97.098
48.685 -97.097
48.686 -97.098
48.688 -97.099
48.691 -97.109
48.701 -97.118
48.703 -97.119
48.704 -97.118
48.705 -97.117
48.709 -97.116
48.714 -97.121
48.717 -97.123
48.719 -97.124
48.721 -97.126
48.725 -97.134
48.726 -97.136
48.728 -97.136
48.729 -97.136
48.73 -97.135
48.733 -97.135
48.735 -97.135
48.735 -97.136
48.737 -97.139
48.738 -97.14
48.74 -97.14
48.747 -97.139
48.751 -97.143
48.755 -97.15
48.756 -97.151
48.757 -97.151
48.761 -97.149
48.764 -97.147
48.766 -97.147
48.772 -97.152
48.773 -97.153
48.773 -97.154
48.775 -97.155
48.776 -97.155
48.777 -97.155
48.778 -97.154
48.781 -97.153
48.782 -97.154
48.783 -97.156
48.783 -97.157
48.784 -97.158
48.788 -97.158
48.79 -97.157
48.791 -97.158
48.792 -97.161
48.793 -97.163
48.795 -97.164
48.797 -97.164
48.8 -97.164
48.801 -97.165
48.804 -97.166
48.805 -97.166
48.807 -97.165
48.808 -97.165
48.81 -97.166
48.811 -97.169
48.811 -97.171
48.812 -97.174
48.814 -97.177
48.816 -97.179
48.818 -97.18
48.821 -97.179
48.825 -97.178
48.826 -97.179
48.829 -97.181
48.833 -97.181
48.834 -97.18
48.836 -97.176
48.837 -97.174
48.838 -97.174
48.843 -97.174
48.845 -97.176
48.846 -97.177
48.848 -97.177
48.849 -97.176
48.85 -97.176
48.853 -97.176
48.857 -97.179
48.862 -97.18
48.864 -97.182
48.864 -97.183
48.865 -97.185
48.866 -97.187
48.868 -97.187
48.872 -97.186
48.873 -97.186
48.875 -97.188
48.876 -97.19
48.879 -97.196
48.88 -97.198
48.882 -97.199
48.885 -97.198
48.886 -97.198
48.887 -97.198
48.889 -97.199
48.89 -97.2
48.891 -97.2
48.892 -97.199
48.894 -97.198
48.898 -97.198
48.9 -97.199
48.903 -97.208
48.904 -97.21
48.904 -97.211
48.905 -97.211
48.908 -97.213
48.909 -97.213
48.91 -97.213
48.914 -97.211
48.917 -97.211
48.918 -97.213
48.92 -97.218
48.922 -97.219
48.925 -97.219
48.928 -97.217
48.93 -97.218
48.932 -97.219
48.933 -97.221
48.934 -97.225
48.939 -97.226
48.943 -97.227
48.944 -97.227
48.946 -97.228
48.947 -97.229
48.949 -97.232
48.951 -97.232
48.957 -97.231
48.958 -97.231
48.959 -97.231
48.961 -97.231
48.962 -97.231
48.964 -97.232
48.965 -97.238
48.967 -97.239
48.969 -97.239
48.975 -97.238
48.978 -97.238
48.983 -97.238
48.986 -97.237
48.989 -97.234
48.99 -97.233
48.991 -97.231
48.993 -97.23
48.995 -97.231
48.996 -97.231
48.997 -97.231
49.001 -97.229
49 -97.062
49 -96.931
49 -96.802
49 -96.8
49 -96.669
49 -96.536
49 -96.405
49 -96.14
49 -96.008
49 -95.975
49 -95.896
49 -95.877
49 -95.767
48.999 -95.484
48.999 -95.369
48.999 -95.356
48.999 -95.341
48.999 -95.323
48.999 -95.154
49.178 -95.153
49.181 -95.153
49.185 -95.153
49.193 -95.153
49.25 -95.153
49.306 -95.153
49.308 -95.153
49.309 -95.153
49.343 -95.153
49.344 -95.153
49.345 -95.153
49.354 -95.153
49.366 -95.153
49.368 -95.153
49.369 -95.153
49.383 -95.153
