segment Minnesota
45.419 -92.65
45.416 -92.649
45.414 -92.647
45.413 -92.647
45.407 -92.648
45.403 -92.651
45.399 -92.65
45.396 -92.658
45.393 -92.664
45.389 -92.67
45.385 -92.673
45.383 -92.675
45.38 -92.677
45.376 -92.679
45.374 -92.678
45.373 -92.679
45.364 -92.697
45.358 -92.703
45.356 -92.704
45.354 -92.704
45.342 -92.7
45.339 -92.699
45.336 -92.699
45.334 -92.7
45.327 -92.705
45.321 -92.71
45.309 -92.728
45.304 -92.733
45.303 -92.734
45.3 -92.737
45.296 -92.745
45.293 -92.751
45.291 -92.759
45.289 -92.761
45.287 -92.762
45.285 -92.762
45.279 -92.761
45.275 -92.758
45.27 -92.753
45.266 -92.752
45.262 -92.752
45.257 -92.755
45.253 -92.759
45.25 -92.76
45.238 -92.758
45.231 -92.757
45.226 -92.756
45.223 -92.754
45.221 -92.752
45.219 -92.752
45.217 -92.752
45.213 -92.754
45.21 -92.758
45.207 -92.762
45.205 -92.764
45.195 -92.767
45.19 -92.767
45.185 -92.767
45.183 -92.765
45.177 -92.757
45.174 -92.753
45.174 -92.752
45.173 -92.752
45.172 -92.753
45.171 -92.753
45.165 -92.757
45.161 -92.758
45.155 -92.758
45.152 -92.757
45.138 -92.749
45.123 -92.746
45.12 -92.743
45.118 -92.741
45.117 -92.74
45.116 -92.74
45.113 -92.741
45.108 -92.745
45.107 -92.747
45.103 -92.754
45.096 -92.766
45.089 -92.774
45.083 -92.785
45.082 -92.788
45.08 -92.792
45.079 -92.792
45.069 -92.801
45.068 -92.802
45.067 -92.802
45.066 -92.803
45.065 -92.803
45.061 -92.803
45.057 -92.802
45.051 -92.798
45.051 -92.797
45.047 -92.793
45.044 -92.788
45.043 -92.786
45.039 -92.779
45.035 -92.773
45.034 -92.77
45.029 -92.765
45.024 -92.762
45.022 -92.762
45.021 -92.763
45.015 -92.765
45.014 -92.766
45.009 -92.768
45.001 -92.771
44.994 -92.771
44.992 -92.77
44.988 -92.769
44.983 -92.77
44.98 -92.77
44.979 -92.77
44.974 -92.77
44.972 -92.769
44.97 -92.769
44.969 -92.768
44.968 -92.767
44.965 -92.761
44.956 -92.755
44.944 -92.751
44.942 -92.751
44.937 -92.751
44.931 -92.752
44.919 -92.756
44.911 -92.758
44.909 -92.759
44.908 -92.76
44.907 -92.761
44.904 -92.767
44.901 -92.773
44.9 -92.774
44.898 -92.775
44.897 -92.775
44.893 -92.775
44.89 -92.774
44.883 -92.77
44.876 -92.764
44.874 -92.763
44.872 -92.764
44.867 -92.767
44.862 -92.769
44.858 -92.769
44.854 -92.769
44.853 -92.768
44.841 -92.765
44.837 -92.765
44.836 -92.766
44.835 -92.766
44.833 -92.768
44.832 -92.769
44.828 -92.772
44.826 -92.773
44.823 -92.772
44.821 -92.773
44.813 -92.78
44.809 -92.781
44.798 -92.783
44.792 -92.785
44.788 -92.789
44.782 -92.796
44.777 -92.8
44.768 -92.805
44.759 -92.807
44.751 -92.808
44.75 -92.807
44.748 -92.804
44.747 -92.803
44.745 -92.802
44.738 -92.789
44.737 -92.788
44.73 -92.766
44.724 -92.757
44.723 -92.754
44.722 -92.75
44.717 -92.737
44.714 -92.732
44.701 -92.713
44.694 -92.701
44.689 -92.696
44.682 -92.687
44.67 -92.672
44.663 -92.665
44.661 -92.661
44.658 -92.656
44.649 -92.632
44.639 -92.622
44.634 -92.62
44.629 -92.62
44.624 -92.623
44.621 -92.623
44.618 -92.623
44.615 -92.621
44.613 -92.618
44.612 -92.615
44.612 -92.607
44.612 -92.602
44.606 -92.59
44.602 -92.589
44.601 -92.588
44.6 -92.586
44.6 -92.585
44.601 -92.582
44.604 -92.579
44.605 -92.577
44.605 -92.573
44.604 -92.572
44.604 -92.571
44.604 -92.569
44.603 -92.569
44.602 -92.568
44.602 -92.567
44.595 -92.561
44.581 -92.55
44.578 -92.549
44.576 -92.55
44.574 -92.551
44.573 -92.551
44.572 -92.552
44.569 -92.55
44.568 -92.549
44.568 -92.548
44.568 -92.547
44.567 -92.546
44.567 -92.544
44.567 -92.541
44.568 -92.539
44.569 -92.536
44.57 -92.534
44.574 -92.527
44.575 -92.521
44.575 -92.518
44.572 -92.513
44.57 -92.509
44.566 -92.494
44.566 -92.493
44.566 -92.492
44.566 -92.491
44.566 -92.49
44.567 -92.488
44.568 -92.485
44.568 -92.483
44.568 -92.481
44.566 -92.474
44.565 -92.47
44.563 -92.462
44.562 -92.456
44.562 -92.455
44.563 -92.441
44.565 -92.433
44.566 -92.431
44.565 -92.426
44.562 -92.421
44.56 -92.415
44.558 -92.399
44.558 -92.389
44.559 -92.368
44.559 -92.362
44.557 -92.348
44.554 -92.336
44.551 -92.329
44.546 -92.321
44.545 -92.32
44.543 -92.318
44.543 -92.317
44.542 -92.317
44.54 -92.316
44.538 -92.314
44.537 -92.314
44.529 -92.311
44.524 -92.308
44.52 -92.304
44.519 -92.303
44.516 -92.302
44.504 -92.303
44.5 -92.302
44.493 -92.297
44.49 -92.295
44.488 -92.293
44.485 -92.291
44.483 -92.289
44.478 -92.282
44.474 -92.277
44.465 -92.262
44.46 -92.249
44.457 -92.245
44.454 -92.242
44.452 -92.239
44.449 -92.237
44.445 -92.232
44.44 -92.221
44.439 -92.215
44.434 -92.195
44.433 -92.189
44.429 -92.17
44.427 -92.164
44.427 -92.162
44.425 -92.14
44.422 -92.125
44.421 -92.121
44.417 -92.116
44.416 -92.115
44.416 -92.114
44.414 -92.112
44.414 -92.111
44.412 -92.102
44.411 -92.097
44.411 -92.096
44.409 -92.087
44.405 -92.079
44.404 -92.072
44.404 -92.062
44.403 -92.056
44.401 -92.054
44.401 -92.053
44.397 -92.049
44.395 -92.047
44.394 -92.046
44.389 -92.038
44.382 -92.022
44.382 -92.02
44.381 -92.019
44.381 -92.018
44.38 -92.009
44.379 -92.006
44.377 -92.003
44.375 -92
44.372 -91.994
44.369 -91.987
44.368 -91.984
44.368 -91.979
44.368 -91.978
44.368 -91.976
44.368 -91.975
44.366 -91.97
44.362 -91.964
44.359 -91.96
44.353 -91.953
44.349 -91.95
44.341 -91.941
44.335 -91.928
44.334 -91.926
44.326 -91.921
44.323 -91.919
44.318 -91.916
44.311 -91.914
44.31 -91.914
44.308 -91.914
44.301 -91.921
44.297 -91.924
44.296 -91.924
44.295 -91.925
44.292 -91.925
44.288 -91.922
44.286 -91.92
44.282 -91.908
44.282 -91.906
44.28 -91.904
44.28 -91.903
44.277 -91.899
44.275 -91.896
44.273 -91.896
44.265 -91.897
44.263 -91.896
44.256 -91.889
44.254 -91.888
44.252 -91.887
44.246 -91.888
44.235 -91.893
44.231 -91.893
44.226 -91.89
44.217 -91.88
44.213 -91.877
44.21 -91.876
44.208 -91.876
44.203 -91.876
44.201 -91.875
44.199 -91.872
44.197 -91.864
44.193 -91.858
44.192 -91.857
44.189 -91.851
44.186 -91.847
44.185 -91.845
44.184 -91.841
44.183 -91.839
44.18 -91.832
44.178 -91.829
44.164 -91.817
44.159 -91.808
44.154 -91.797
44.148 -91.774
44.144 -91.769
44.14 -91.763
44.137 -91.757
44.135 -91.752
44.133 -91.731
44.131 -91.722
44.13 -91.722
44.129 -91.72
44.129 -91.719
44.12 -91.711
44.118 -91.709
44.111 -91.708
44.105 -91.708
44.104 -91.708
44.104 -91.707
44.099 -91.695
44.098 -91.691
44.098 -91.686
44.097 -91.682
44.087 -91.667
44.085 -91.665
44.081 -91.663
44.074 -91.66
44.071 -91.657
44.07 -91.655
44.069 -91.653
44.069 -91.652
44.068 -91.652
44.064 -91.648
44.063 -91.646
44.063 -91.645
44.063 -91.643
44.064 -91.641
44.063 -91.638
44.063 -91.637
44.062 -91.636
44.06 -91.633
44.057 -91.629
44.056 -91.628
44.056 -91.627
44.054 -91.624
44.053 -91.621
44.052 -91.615
44.049 -91.61
44.047 -91.607
44.046 -91.606
44.045 -91.605
44.044 -91.604
44.038 -91.6
44.035 -91.598
44.032 -91.593
44.031 -91.592
44.03 -91.589
44.029 -91.587
44.027 -91.583
44.027 -91.581
44.027 -91.58
44.027 -91.573
44.025 -91.559
44.022 -91.547
44.021 -91.534
44.021 -91.524
44.019 -91.507
44.017 -91.502
44.013 -91.495
44.008 -91.481
44.008 -91.48
44.008 -91.479
44.009 -91.468
44.009 -91.464
44.006 -91.457
44.003 -91.447
44.002 -91.441
44.001 -91.44
44 -91.438
44 -91.437
43.997 -91.433
43.994 -91.43
43.988 -91.427
43.985 -91.426
43.984 -91.425
43.983 -91.424
43.973 -91.412
43.971 -91.411
43.965 -91.407
43.964 -91.406
43.959 -91.395
43.954 -91.386
43.944 -91.375
43.937 -91.367
43.935 -91.365
43.934 -91.365
43.933 -91.364
43.927 -91.363
43.918 -91.358
43.917 -91.357
43.915 -91.352
43.912 -91.348
43.91 -91.346
43.905 -91.343
43.904 -91.343
43.903 -91.342
43.902 -91.342
43.898 -91.338
43.893 -91.328
43.888 -91.321
43.882 -91.315
43.876 -91.313
43.867 -91.311
43.86 -91.301
43.857 -91.299
43.855 -91.297
43.853 -91.291
43.847 -91.284
43.843 -91.282
43.838 -91.278
43.825 -91.276
43.819 -91.273
43.814 -91.272
43.804 -91.267
43.8 -91.264
43.792 -91.262
43.791 -91.261
43.789 -91.26
43.775 -91.244
43.773 -91.244
43.745 -91.255
43.734 -91.255
43.731 -91.255
43.731 -91.256
43.73 -91.256
43.723 -91.259
43.719 -91.261
43.714 -91.267
43.71 -91.268
43.696 -91.268
43.693 -91.269
43.677 -91.273
43.667 -91.273
43.664 -91.273
43.655 -91.272
43.653 -91.271
43.649 -91.265
43.648 -91.264
43.645 -91.263
43.642 -91.262
43.638 -91.263
43.627 -91.268
43.615 -91.269
43.61 -91.265
43.606 -91.262
43.603 -91.258
43.602 -91.255
43.6 -91.253
43.598 -91.25
43.593 -91.244
43.59 -91.239
43.589 -91.238
43.586 -91.236
43.586 -91.234
43.584 -91.233
43.582 -91.232
43.576 -91.232
43.576 -91.231
43.574 -91.232
43.573 -91.232
43.565 -91.233
43.562 -91.234
43.555 -91.241
43.554 -91.241
43.551 -91.243
43.549 -91.244
43.546 -91.244
43.54 -91.243
43.533 -91.237
43.524 -91.233
43.522 -91.23
43.518 -91.223
43.514 -91.218
43.512 -91.217
43.508 -91.218
43.501 -91.218
43.5 -91.247
43.501 -91.262
43.501 -91.369
43.501 -91.372
43.5 -91.377
43.501 -91.397
43.5 -91.442
43.501 -91.446
43.501 -91.461
43.501 -91.465
43.501 -91.491
43.501 -91.534
43.501 -91.541
43.501 -91.551
43.501 -91.591
43.501 -91.611
43.501 -91.615
43.501 -91.617
43.501 -91.621
43.501 -91.626
43.5 -91.634
43.5 -91.636
43.501 -91.64
43.501 -91.645
43.5 -91.651
43.501 -91.658
43.501 -91.671
43.501 -91.701
43.501 -91.73
43.501 -91.733
43.501 -91.737
43.501 -91.738
43.501 -91.761
43.501 -91.778
43.501 -91.779
43.501 -91.791
43.501 -91.805
43.501 -91.807
43.501 -91.825
43.501 -91.85
43.501 -91.871
43.501 -91.942
43.5 -91.95
43.501 -91.97
43.501 -91.977
43.501 -92.01
43.501 -92.08
43.501 -92.089
43.501 -92.09
43.501 -92.104
43.501 -92.179
43.501 -92.199
43.501 -92.21
43.5 -92.277
43.5 -92.279
43.5 -92.329
43.5 -92.369
43.5 -92.388
43.5 -92.406
43.501 -92.409
43.5 -92.449
43.5 -92.465
43.5 -92.539
43.5 -92.553
43.5 -92.569
43.5 -92.649
43.5 -92.653
43.5 -92.673
43.5 -92.689
43.5 -92.693
43.5 -92.707
43.5 -92.752
43.5 -92.79
43.5 -92.809
43.5 -92.87
43.5 -92.918
43.5 -92.93
43.5 -92.949
43.5 -92.979
43.5 -93.008
43.5 -93.024
43.5 -93.049
43.5 -93.169
43.5 -93.229
43.499 -93.272
43.499 -93.289
43.499 -93.299
43.499 -93.399
43.499 -93.409
43.499 -93.429
43.499 -93.469
43.499 -93.473
43.499 -93.479
43.499 -93.482
43.499 -93.488
43.499 -93.497
43.499 -93.498
43.499 -93.528
43.499 -93.532
43.5 -93.559
43.5 -93.577
43.5 -93.617
43.5 -93.649
43.5 -93.699
43.5 -93.705
43.5 -93.709
43.5 -93.716
43.5 -93.768
43.5 -93.794
43.5 -93.796
43.5 -93.889
43.5 -93.971
43.5 -94.008
43.5 -94.068
43.5 -94.078
43.5 -94.093
43.5 -94.094
43.5 -94.098
43.5 -94.107
43.5 -94.108
43.5 -94.11
43.5 -94.128
43.5 -94.149
43.5 -94.248
43.5 -94.368
43.5 -94.377
43.5 -94.391
43.501 -94.443
43.501 -94.447
43.5 -94.47
43.5 -94.492
43.5 -94.561
43.5 -94.566
43.501 -94.614
43.501 -94.616
43.501 -94.734
43.501 -94.84
43.501 -94.854
43.501 -94.858
43.501 -94.86
43.501 -94.873
43.501 -94.874
43.5 -94.887
43.5 -94.915
43.5 -94.935
43.5 -94.954
43.501 -94.974
43.501 -94.994
43.501 -95.014
43.501 -95.034
43.501 -95.054
43.501 -95.094
43.501 -95.115
43.501 -95.123
43.5 -95.155
43.501 -95.167
43.501 -95.168
43.501 -95.18
43.501 -95.215
43.501 -95.245
43.5 -95.251
43.5 -95.325
43.5 -95.335
43.5 -95.375
43.5 -95.388
43.5 -95.434
43.501 -95.454
43.501 -95.455
43.5 -95.475
43.5 -95.487
43.5 -95.515
43.5 -95.574
43.5 -95.649
43.5 -95.684
43.5 -95.694
43.5 -95.741
43.5 -95.742
43.5 -95.816
43.5 -95.821
43.5 -95.834
43.5 -95.861
43.5 -95.934
43.5 -95.98
43.5 -96.053
43.5 -96.173
43.5 -96.198
43.5 -96.199
43.5 -96.209
43.5 -96.252
43.5 -96.292
43.5 -96.332
43.5 -96.351
43.5 -96.453
43.587 -96.453
43.588 -96.453
43.608 -96.453
43.61 -96.453
43.675 -96.453
43.69 -96.453
43.762 -96.453
43.791 -96.453
43.805 -96.453
43.85 -96.453
43.877 -96.453
43.879 -96.453
43.937 -96.453
43.949 -96.453
43.951 -96.453
43.967 -96.453
43.978 -96.453
43.98 -96.453
43.993 -96.453
43.995 -96.453
44.007 -96.453
44.009 -96.453
44.024 -96.453
44.025 -96.453
44.036 -96.453
44.038 -96.453
44.111 -96.453
44.197 -96.453
44.24 -96.453
44.255 -96.453
44.255 -96.452
44.269 -96.452
44.272 -96.452
44.283 -96.453
44.284 -96.453
44.286 -96.452
44.297 -96.452
44.299 -96.452
44.312 -96.452
44.313 -96.452
44.326 -96.452
44.328 -96.452
44.341 -96.452
44.342 -96.452
44.345 -96.452
44.355 -96.452
44.36 -96.452
44.372 -96.452
44.384 -96.452
44.39 -96.452
44.442 -96.452
44.459 -96.452
44.46 -96.452
44.471 -96.452
44.473 -96.452
44.485 -96.452
44.507 -96.452
44.517 -96.452
44.527 -96.452
44.544 -96.452
44.631 -96.452
44.703 -96.452
44.718 -96.451
44.761 -96.452
44.762 -96.451
44.776 -96.452
44.79 -96.452
44.792 -96.452
44.798 -96.452
44.805 -96.452
44.89 -96.452
44.892 -96.452
44.907 -96.452
44.911 -96.452
44.963 -96.452
44.977 -96.452
44.979 -96.452
45.042 -96.452
45.05 -96.452
45.052 -96.452
45.066 -96.452
45.067 -96.452
45.081 -96.452
45.094 -96.452
45.095 -96.452
45.123 -96.452
45.124 -96.452
45.154 -96.452
45.179 -96.452
45.203 -96.452
45.205 -96.452
45.209 -96.452
45.269 -96.453
45.283 -96.453
45.284 -96.453
45.292 -96.453
45.298 -96.453
45.302 -96.454
45.303 -96.456
45.304 -96.457
45.305 -96.457
45.308 -96.458
45.314 -96.462
45.317 -96.467
45.319 -96.468
45.321 -96.469
45.322 -96.469
45.325 -96.469
45.326 -96.47
45.334 -96.475
45.339 -96.479
45.34 -96.479
45.344 -96.481
45.346 -96.483
45.357 -96.489
45.359 -96.492
45.365 -96.502
45.368 -96.508
45.376 -96.522
45.378 -96.531
45.38 -96.54
45.381 -96.546
45.386 -96.562
45.39 -96.571
45.392 -96.579
45.396 -96.585
45.403 -96.601
45.408 -96.616
45.408 -96.617
45.408 -96.618
45.409 -96.625
45.409 -96.63
45.409 -96.631
45.409 -96.641
45.41 -96.648
45.409 -96.662
45.411 -96.67
45.41 -96.675
45.41 -96.68
45.412 -96.684
45.415 -96.689
45.417 -96.693
45.419 -96.694
45.424 -96.7
45.426 -96.702
45.427 -96.703
45.437 -96.711
45.451 -96.724
45.457 -96.731
45.459 -96.733
45.467 -96.737
45.473 -96.738
45.479 -96.743
45.481 -96.743
45.484 -96.744
45.489 -96.745
45.502 -96.753
45.515 -96.761
45.521 -96.765
45.536 -96.781
45.541 -96.785
45.551 -96.794
45.554 -96.799
45.555 -96.802
45.586 -96.835
45.591 -96.841
45.594 -96.844
45.597 -96.847
45.599 -96.849
45.602 -96.854
45.606 -96.858
45.609 -96.857
45.615 -96.852
45.619 -96.852
45.621 -96.851
45.628 -96.848
45.64 -96.844
45.645 -96.841
45.649 -96.836
45.65 -96.836
45.652 -96.833
45.653 -96.827
45.654 -96.826
45.668 -96.8
45.673 -96.79
45.676 -96.784
45.688 -96.761
45.691 -96.757
45.699 -96.75
45.702 -96.745
45.718 -96.711
45.726 -96.687
45.732 -96.673
45.733 -96.671
45.735 -96.668
45.739 -96.663
45.74 -96.661
45.747 -96.652
45.76 -96.642
45.765 -96.64
45.769 -96.639
45.77 -96.639
45.774 -96.637
45.781 -96.631
45.784 -96.629
45.786 -96.628
45.788 -96.625
45.791 -96.618
45.794 -96.613
45.799 -96.608
45.806 -96.602
45.812 -96.597
45.814 -96.593
45.816 -96.587
45.82 -96.583
45.826 -96.58
45.833 -96.577
45.838 -96.578
45.84 -96.577
45.843 -96.575
45.846 -96.574
45.847 -96.574
45.862 -96.573
45.865 -96.574
45.867 -96.575
45.872 -96.572
45.876 -96.573
45.887 -96.571
45.888 -96.569
45.891 -96.568
45.899 -96.568
45.903 -96.568
45.905 -96.567
45.909 -96.564
45.911 -96.566
45.912 -96.567
45.916 -96.567
45.917 -96.567
45.92 -96.564
45.921 -96.564
45.926 -96.565
45.935 -96.563
45.937 -96.563
45.946 -96.561
45.948 -96.562
45.95 -96.565
45.964 -96.57
45.975 -96.572
45.98 -96.572
45.99 -96.572
46.002 -96.574
46.004 -96.574
46.008 -96.576
46.017 -96.574
46.022 -96.577
46.023 -96.577
46.024 -96.577
46.027 -96.578
46.038 -96.574
46.038 -96.573
46.051 -96.566
46.055 -96.561
46.056 -96.561
46.057 -96.56
46.058 -96.559
46.064 -96.557
46.065 -96.557
46.069 -96.557
46.071 -96.558
46.072 -96.558
46.084 -96.555
46.087 -96.556
46.097 -96.557
46.102 -96.558
46.105 -96.559
46.108 -96.563
46.109 -96.564
46.112 -96.566
46.115 -96.567
46.116 -96.563
46.119 -96.563
46.12 -96.563
46.123 -96.568
46.124 -96.57
46.126 -96.571
46.127 -96.57
46.133 -96.569
46.134 -96.569
46.136 -96.57
46.143 -96.575
46.145 -96.577
46.148 -96.579
46.151 -96.58
46.16 -96.578
46.163 -96.578
46.166 -96.578
46.168 -96.579
46.169 -96.581
46.17 -96.581
46.171 -96.583
46.173 -96.583
46.174 -96.584
46.174 -96.583
46.177 -96.584
46.177 -96.586
46.177 -96.587
46.178 -96.587
46.179 -96.588
46.18 -96.588
46.181 -96.587
46.183 -96.587
46.184 -96.588
46.185 -96.589
46.186 -96.589
46.19 -96.589
46.192 -96.588
46.195 -96.588
46.196 -96.587
46.197 -96.585
46.198 -96.584
46.201 -96.584
46.204 -96.584
46.204 -96.585
46.21 -96.587
46.218 -96.592
46.22 -96.596
46.228 -96.598
46.242 -96.599
46.243 -96.598
46.245 -96.594
46.246 -96.592
46.247 -96.591
46.248 -96.59
46.249 -96.59
46.25 -96.59
46.25 -96.591
46.251 -96.592
46.252 -96.594
46.253 -96.595
46.255 -96.594
46.257 -96.594
46.258 -96.595
46.26 -96.596
46.261 -96.599
46.262 -96.6
46.264 -96.599
46.268 -96.597
46.275 -96.595
46.276 -96.595
46.277 -96.596
46.278 -96.597
46.279 -96.597
46.28 -96.598
46.281 -96.599
46.283 -96.598
46.284 -96.598
46.286 -96.596
46.287 -96.596
46.289 -96.596
46.29 -96.596
46.291 -96.596
46.292 -96.597
46.293 -96.599
46.294 -96.6
46.296 -96.599
46.298 -96.599
46.299 -96.599
46.3 -96.6
46.304 -96.601
46.313 -96.598
46.314 -96.598
46.32 -96.601
46.33 -96.6
46.331 -96.601
46.333 -96.608
46.337 -96.615
46.34 -96.62
46.341 -96.62
46.344 -96.618
46.348 -96.621
46.35 -96.629
46.351 -96.629
46.353 -96.629
46.354 -96.632
46.352 -96.64
46.352 -96.644
46.354 -96.646
46.358 -96.647
46.359 -96.647
46.361 -96.646
46.363 -96.647
46.364 -96.651
46.366 -96.655
46.367 -96.656
46.37 -96.658
46.371 -96.658
46.373 -96.658
46.375 -96.666
46.375 -96.667
46.376 -96.667
46.385 -96.67
46.39 -96.669
46.405 -96.679
46.406 -96.68
46.407 -96.68
46.407 -96.681
46.408 -96.682
46.407 -96.685
46.408 -96.688
46.409 -96.689
46.411 -96.688
46.413 -96.689
46.414 -96.693
46.414 -96.694
46.416 -96.697
46.417 -96.697
46.418 -96.696
46.42 -96.697
46.421 -96.698
46.421 -96.701
46.423 -96.702
46.424 -96.702
46.427 -96.701
46.429 -96.702
46.429 -96.703
46.43 -96.704
46.43 -96.706
46.43 -96.707
46.432 -96.707
46.433 -96.707
46.435 -96.709
46.435 -96.71
46.436 -96.712
46.436 -96.715
46.438 -96.718
46.44 -96.719
46.442 -96.718
46.445 -96.716
46.446 -96.717
46.447 -96.717
46.448 -96.717
46.449 -96.718
46.45 -96.718
46.451 -96.719
46.452 -96.719
46.454 -96.716
46.456 -96.715
46.459 -96.715
46.463 -96.716
46.464 -96.717
46.467 -96.72
46.468 -96.72
46.47 -96.721
46.471 -96.721
46.472 -96.722
46.473 -96.722
46.473 -96.725
46.474 -96.727
46.475 -96.727
46.476 -96.727
46.479 -96.735
46.479 -96.736
46.48 -96.736
46.481 -96.736
46.482 -96.736
46.484 -96.735
46.485 -96.735
46.485 -96.736
46.486 -96.737
46.488 -96.738
46.49 -96.738
46.494 -96.735
46.497 -96.734
46.498 -96.736
46.501 -96.738
46.505 -96.736
46.506 -96.736
46.509 -96.738
46.509 -96.739
46.513 -96.736
46.518 -96.737
46.526 -96.738
46.529 -96.742
46.533 -96.744
46.535 -96.744
46.536 -96.743
46.537 -96.742
46.539 -96.742
46.54 -96.744
46.54 -96.745
46.541 -96.745
46.542 -96.745
46.543 -96.743
46.544 -96.743
46.545 -96.744
46.546 -96.746
46.548 -96.745
46.55 -96.744
46.551 -96.745
46.555 -96.747
46.556 -96.748
46.558 -96.749
46.559 -96.749
46.56 -96.748
46.561 -96.747
46.562 -96.746
46.565 -96.745
46.566 -96.745
46.566 -96.744
46.574 -96.746
46.576 -96.748
46.576 -96.751
46.576 -96.752
46.578 -96.753
46.579 -96.753
46.582 -96.752
46.583 -96.753
46.583 -96.755
46.583 -96.756
46.584 -96.757
46.586 -96.757
46.587 -96.758
46.589 -96.762
46.59 -96.762
46.592 -96.762
46.593 -96.762
46.594 -96.763
46.595 -96.764
46.598 -96.767
46.598 -96.769
46.598 -96.77
46.6 -96.772
46.601 -96.772
46.604 -96.772
46.606 -96.772
46.607 -96.775
46.609 -96.776
46.611 -96.775
46.613 -96.774
46.615 -96.775
46.615 -96.776
46.616 -96.778
46.617 -96.779
46.618 -96.779
46.619 -96.778
46.62 -96.779
46.621 -96.779
46.622 -96.784
46.625 -96.785
46.627 -96.784
46.629 -96.784
46.629 -96.785
46.63 -96.785
46.63 -96.787
46.631 -96.788
46.632 -96.79
46.633 -96.791
46.637 -96.791
46.639 -96.79
46.642 -96.789
46.649 -96.791
46.653 -96.797
46.658 -96.799
46.665 -96.798
46.668 -96.796
46.669 -96.794
46.672 -96.793
46.674 -96.793
46.675 -96.794
46.677 -96.793
46.678 -96.789
46.68 -96.788
46.682 -96.788
46.685 -96.784
46.686 -96.784
46.687 -96.784
46.688 -96.785
46.688 -96.787
46.691 -96.788
46.693 -96.787
46.696 -96.787
46.7 -96.788
46.703 -96.791
46.704 -96.791
46.708 -96.789
46.713 -96.786
46.715 -96.786
46.716 -96.786
46.72 -96.785
46.723 -96.78
46.727 -96.779
46.729 -96.78
46.73 -96.781
46.73 -96.782
46.733 -96.784
46.737 -96.782
46.741 -96.781
46.743 -96.785
46.744 -96.785
46.746 -96.785
46.747 -96.785
46.749 -96.785
46.75 -96.783
46.753 -96.784
46.755 -96.786
46.757 -96.787
46.758 -96.787
46.76 -96.787
46.761 -96.786
46.761 -96.785
46.763 -96.784
46.764 -96.785
46.764 -96.786
46.766 -96.786
46.767 -96.784
46.768 -96.784
46.769 -96.785
46.771 -96.789
46.773 -96.789
46.775 -96.789
46.776 -96.788
46.778 -96.789
46.778 -96.792
46.779 -96.792
46.781 -96.793
46.781 -96.792
46.784 -96.791
46.786 -96.791
46.788 -96.793
46.789 -96.794
46.79 -96.796
46.792 -96.797
46.803 -96.796
46.804 -96.796
46.807 -96.796
46.808 -96.796
46.809 -96.796
46.81 -96.801
46.812 -96.803
46.812 -96.802
46.813 -96.8
46.815 -96.799
46.82 -96.8
46.822 -96.798
46.828 -96.792
46.827 -96.789
46.828 -96.788
46.829 -96.787
46.831 -96.789
46.832 -96.79
46.833 -96.789
46.834 -96.785
46.836 -96.784
46.837 -96.783
46.839 -96.784
46.84 -96.784
46.841 -96.783
46.841 -96.782
46.841 -96.78
46.842 -96.779
46.844 -96.779
46.845 -96.78
46.847 -96.78
46.848 -96.779
46.849 -96.779
46.85 -96.778
46.851 -96.778
46.852 -96.779
46.852 -96.781
46.853 -96.782
46.855 -96.782
46.856 -96.782
46.858 -96.781
46.859 -96.781
46.86 -96.781
46.863 -96.783
46.864 -96.783
46.865 -96.783
46.867 -96.781
46.869 -96.78
46.873 -96.779
46.876 -96.779
46.877 -96.78
46.879 -96.781
46.88 -96.78
46.879 -96.776
46.877 -96.771
46.878 -96.77
46.88 -96.768
46.884 -96.767
46.885 -96.768
46.885 -96.77
46.884 -96.772
46.885 -96.774
46.889 -96.775
46.89 -96.775
46.896 -96.777
46.904 -96.774
46.907 -96.77
46.905 -96.767
46.905 -96.766
46.909 -96.764
46.913 -96.764
46.917 -96.763
46.918 -96.761
46.918 -96.759
46.92 -96.759
46.921 -96.761
46.922 -96.761
46.924 -96.761
46.926 -96.76
46.927 -96.762
46.928 -96.762
46.929 -96.762
46.932 -96.76
46.933 -96.76
46.935 -96.762
46.935 -96.763
46.931 -96.775
46.928 -96.78
46.925 -96.783
46.926 -96.785
46.926 -96.786
46.929 -96.787
46.929 -96.788
46.929 -96.79
46.93 -96.791
46.931 -96.792
46.934 -96.792
46.938 -96.79
46.944 -96.792
46.946 -96.793
46.946 -96.796
46.946 -96.798
46.947 -96.799
46.949 -96.799
46.95 -96.799
46.953 -96.799
46.954 -96.8
46.959 -96.8
46.961 -96.799
46.962 -96.799
46.964 -96.799
46.966 -96.801
46.966 -96.802
46.966 -96.803
46.964 -96.81
46.967 -96.82
46.969 -96.822
46.971 -96.822
46.977 -96.82
46.978 -96.82
46.99 -96.823
46.993 -96.825
46.996 -96.824
46.997 -96.824
46.998 -96.823
47 -96.823
47.002 -96.826
47.002 -96.827
47.004 -96.832
47.006 -96.834
47.007 -96.834
47.008 -96.835
47.009 -96.835
47.01 -96.834
47.015 -96.832
47.016 -96.833
47.022 -96.829
47.023 -96.826
47.025 -96.819
47.027 -96.818
47.028 -96.819
47.03 -96.821
47.031 -96.821
47.032 -96.822
47.033 -96.821
47.033 -96.82
47.034 -96.819
47.036 -96.819
47.038 -96.819
47.04 -96.821
47.041 -96.821
47.047 -96.819
47.053 -96.819
47.054 -96.82
47.056 -96.823
