segment Texas
27.827 -97.226
27.829 -97.227
27.833 -97.227
27.834 -97.227
27.838 -97.227
27.841 -97.228
27.844 -97.228
27.848 -97.233
27.849 -97.234
27.849 -97.235
27.854 -97.239
27.856 -97.239
27.858 -97.241
27.859 -97.241
27.863 -97.242
27.865 -97.243
27.867 -97.244
27.876 -97.251
27.88 -97.263
27.881 -97.267
27.881 -97.272
27.882 -97.274
27.881 -97.277
27.88 -97.284
27.879 -97.291
27.879 -97.292
27.878 -97.295
27.877 -97.298
27.876 -97.302
27.874 -97.306
27.871 -97.316
27.868 -97.325
27.867 -97.327
27.862 -97.334
27.855 -97.346
27.85 -97.355
27.851 -97.36
27.85 -97.361
27.848 -97.364
27.839 -97.377
27.838 -97.379
27.837 -97.38
27.814 -97.392
27.813 -97.392
27.809 -97.392
27.808 -97.392
27.807 -97.392
27.786 -97.393
27.785 -97.393
27.783 -97.393
27.782 -97.393
27.778 -97.391
27.776 -97.39
27.774 -97.39
27.772 -97.388
27.771 -97.388
27.769 -97.387
27.767 -97.386
27.765 -97.385
27.756 -97.379
27.752 -97.376
27.748 -97.373
27.742 -97.368
27.74 -97.366
27.731 -97.355
27.729 -97.352
27.728 -97.35
27.726 -97.348
27.725 -97.347
27.724 -97.343
27.715 -97.323
27.713 -97.316
27.712 -97.312
27.71 -97.308
27.71 -97.305
27.705 -97.286
27.698 -97.26
27.697 -97.254
27.692 -97.255
27.68 -97.26
27.679 -97.262
27.679 -97.266
27.678 -97.266
27.664 -97.273
27.663 -97.274
27.656 -97.277
27.655 -97.277
27.652 -97.279
27.649 -97.28
27.647 -97.281
27.644 -97.282
27.643 -97.283
27.632 -97.288
27.631 -97.289
27.627 -97.29
27.627 -97.291
27.625 -97.291
27.624 -97.292
27.622 -97.293
27.619 -97.294
27.617 -97.295
27.614 -97.297
27.609 -97.298
27.605 -97.299
27.599 -97.298
27.594 -97.294
27.588 -97.3
27.586 -97.302
27.579 -97.311
27.571 -97.322
27.561 -97.325
27.527 -97.337
27.518 -97.343
27.503 -97.347
27.479 -97.351
27.458 -97.359
27.451 -97.366
27.425 -97.372
27.412 -97.37
27.401 -97.373
27.39 -97.38
27.345 -97.399
27.336 -97.402
27.33 -97.405
27.321 -97.413
27.317 -97.42
27.314 -97.43
27.314 -97.451
27.298 -97.483
27.275 -97.508
27.279 -97.532
27.284 -97.544
27.291 -97.547
27.289 -97.537
27.292 -97.527
27.298 -97.525
27.305 -97.517
27.305 -97.505
27.309 -97.498
27.322 -97.503
27.328 -97.499
27.339 -97.484
27.351 -97.484
27.359 -97.487
27.367 -97.502
27.362 -97.514
27.353 -97.521
27.336 -97.538
27.316 -97.571
27.31 -97.584
27.285 -97.609
27.287 -97.622
27.286 -97.631
27.282 -97.637
27.271 -97.64
27.253 -97.639
27.247 -97.635
27.243 -97.629
27.242 -97.597
27.24 -97.583
27.239 -97.574
27.233 -97.561
27.229 -97.543
27.231 -97.52
27.235 -97.51
27.24 -97.503
27.244 -97.5
27.251 -97.485
27.254 -97.467
27.259 -97.458
27.263 -97.45
27.264 -97.424
27.258 -97.422
27.202 -97.435
27.145 -97.445
27.116 -97.444
27.115 -97.452
27.11 -97.456
27.1 -97.457
27.096 -97.462
27.098 -97.475
27.102 -97.481
27.101 -97.492
27.094 -97.496
27.078 -97.493
27.066 -97.478
27.063 -97.479
27.062 -97.482
27.058 -97.487
27.054 -97.488
27.035 -97.487
27.033 -97.478
27.029 -97.474
27.023 -97.473
27 -97.478
26.999 -97.479
26.998 -97.481
27 -97.484
27 -97.493
27 -97.499
27 -97.533
27 -97.537
26.996 -97.549
26.99 -97.555
26.981 -97.551
26.965 -97.55
26.952 -97.552
26.947 -97.555
26.939 -97.555
26.906 -97.541
26.901 -97.54
26.895 -97.548
26.888 -97.552
26.875 -97.552
26.874 -97.552
26.872 -97.552
26.868 -97.552
26.866 -97.555
26.864 -97.558
26.858 -97.56
26.845 -97.563
26.842 -97.563
26.828 -97.553
26.825 -97.548
26.825 -97.538
26.804 -97.51
26.764 -97.484
26.757 -97.478
26.759 -97.472
26.741 -97.469
26.71 -97.467
26.634 -97.445
26.609 -97.446
26.6 -97.441
26.587 -97.435
26.582 -97.433
26.575 -97.429
26.572 -97.428
26.556 -97.418
26.554 -97.417
26.543 -97.419
26.532 -97.42
26.52 -97.422
26.517 -97.426
26.507 -97.431
26.495 -97.431
26.488 -97.428
26.484 -97.426
26.478 -97.429
26.47 -97.436
26.467 -97.441
26.455 -97.441
26.45 -97.438
26.446 -97.426
26.447 -97.421
26.45 -97.417
26.447 -97.412
26.433 -97.413
26.417 -97.422
26.413 -97.42
26.409 -97.406
26.411 -97.398
26.414 -97.394
26.417 -97.395
26.411 -97.382
26.409 -97.378
26.395 -97.37
26.381 -97.374
26.366 -97.389
26.339 -97.392
26.332 -97.391
26.33 -97.388
26.336 -97.376
26.34 -97.372
26.349 -97.369
26.356 -97.358
26.359 -97.343
26.359 -97.342
26.356 -97.335
26.355 -97.335
26.351 -97.331
26.351 -97.33
26.341 -97.334
26.332 -97.337
26.326 -97.344
26.325 -97.345
26.319 -97.352
26.319 -97.353
26.314 -97.354
26.312 -97.349
26.312 -97.348
26.311 -97.347
26.298 -97.347
26.295 -97.347
26.293 -97.347
26.29 -97.347
26.269 -97.344
26.267 -97.344
26.267 -97.343
26.266 -97.341
26.266 -97.335
26.266 -97.332
26.267 -97.33
26.271 -97.324
26.272 -97.323
26.274 -97.313
26.274 -97.312
26.253 -97.307
26.249 -97.308
26.236 -97.321
26.229 -97.321
26.202 -97.304
26.201 -97.297
26.192 -97.295
26.182 -97.296
26.167 -97.303
26.161 -97.306
26.159 -97.307
26.15 -97.301
26.143 -97.297
26.142 -97.297
26.129 -97.286
26.128 -97.285
26.126 -97.285
26.12 -97.282
26.118 -97.283
26.117 -97.285
26.114 -97.294
26.108 -97.295
26.105 -97.292
26.1 -97.287
26.099 -97.287
26.096 -97.283
26.095 -97.283
26.095 -97.282
26.093 -97.28
26.092 -97.28
26.086 -97.271
26.085 -97.267
26.081 -97.249
26.08 -97.247
26.08 -97.23
26.08 -97.22
26.08 -97.208
26.079 -97.205
26.077 -97.2
26.073 -97.199
26.07 -97.199
26.067 -97.198
26.049 -97.196
26.042 -97.195
26.03 -97.205
26.031 -97.215
26.027 -97.225
26.024 -97.226
25.996 -97.219
25.994 -97.217
25.992 -97.209
25.993 -97.196
26 -97.174
26.007 -97.167
26.015 -97.163
26.023 -97.163
26.045 -97.172
26.045 -97.179
26.053 -97.183
26.064 -97.165
26.062 -97.152
26.039 -97.153
26.018 -97.152
25.985 -97.147
25.971 -97.146
25.97 -97.147
25.956 -97.146
25.953 -97.148
25.949 -97.157
25.95 -97.16
25.959 -97.168
25.962 -97.178
25.958 -97.188
25.961 -97.207
25.96 -97.214
25.959 -97.228
25.959 -97.229
25.955 -97.24
25.951 -97.245
25.948 -97.248
25.949 -97.255
25.952 -97.277
25.948 -97.281
25.935 -97.277
25.936 -97.284
25.936 -97.29
25.936 -97.294
25.937 -97.304
25.932 -97.316
25.93 -97.321
25.924 -97.325
25.924 -97.332
25.923 -97.335
25.923 -97.338
25.923 -97.339
25.925 -97.35
25.916 -97.368
25.914 -97.369
25.908 -97.374
25.907 -97.374
25.905 -97.372
25.902 -97.366
25.9 -97.366
25.89 -97.366
25.886 -97.364
25.878 -97.362
25.869 -97.36
25.852 -97.365
25.85 -97.365
25.84 -97.373
25.837 -97.395
25.84 -97.423
25.843 -97.429
25.845 -97.434
25.848 -97.441
25.85 -97.445
25.851 -97.446
25.856 -97.447
25.859 -97.448
25.872 -97.449
25.876 -97.452
25.878 -97.454
25.879 -97.455
25.882 -97.463
25.884 -97.468
25.884 -97.469
25.88 -97.482
25.879 -97.486
25.879 -97.49
25.88 -97.495
25.88 -97.497
25.886 -97.52
25.886 -97.522
25.891 -97.523
25.894 -97.524
25.904 -97.528
25.905 -97.529
25.907 -97.529
25.917 -97.53
25.919 -97.54
25.92 -97.543
25.924 -97.545
25.926 -97.545
25.934 -97.546
25.934 -97.547
25.937 -97.555
25.932 -97.559
25.938 -97.583
25.945 -97.58
25.955 -97.583
25.958 -97.598
25.973 -97.608
25.974 -97.608
25.977 -97.608
25.978 -97.609
25.982 -97.613
25.985 -97.616
25.994 -97.625
25.997 -97.627
26 -97.635
26.003 -97.639
26.005 -97.642
26.007 -97.644
26.012 -97.644
26.017 -97.644
26.021 -97.649
26.021 -97.651
26.02 -97.659
26.019 -97.661
26.02 -97.663
26.02 -97.668
26.022 -97.67
26.024 -97.671
26.024 -97.672
26.024 -97.691
26.023 -97.697
26.03 -97.703
26.031 -97.706
26.032 -97.709
26.033 -97.711
26.031 -97.72
26.031 -97.724
26.031 -97.729
26.031 -97.735
26.032 -97.759
26.034 -97.763
26.038 -97.765
26.041 -97.77
26.042 -97.77
26.042 -97.777
26.043 -97.779
26.041 -97.784
26.042 -97.79
26.044 -97.792
26.047 -97.793
26.049 -97.794
26.053 -97.795
26.055 -97.795
26.06 -97.801
26.06 -97.804
26.059 -97.808
26.057 -97.819
26.057 -97.821
26.056 -97.826
26.055 -97.827
26.054 -97.83
26.052 -97.837
26.052 -97.849
26.052 -97.852
26.053 -97.86
26.053 -97.861
26.054 -97.862
26.057 -97.87
26.058 -97.871
26.064 -97.877
26.066 -97.887
26.061 -97.902
26.06 -97.905
26.057 -97.914
26.053 -97.935
26.06 -97.944
26.062 -97.95
26.055 -97.962
26.052 -97.967
26.055 -97.971
26.06 -97.979
26.063 -97.98
26.067 -97.981
26.064 -98.011
26.064 -98.015
26.066 -98.026
26.066 -98.028
26.066 -98.029
26.061 -98.033
26.051 -98.034
26.051 -98.035
26.041 -98.039
26.045 -98.054
26.048 -98.07
26.049 -98.07
26.051 -98.07
26.055 -98.071
26.067 -98.076
26.068 -98.077
26.071 -98.08
26.071 -98.081
26.071 -98.085
26.07 -98.086
26.069 -98.086
26.066 -98.082
26.064 -98.082
26.059 -98.091
26.059 -98.094
26.059 -98.095
26.06 -98.097
26.06 -98.098
26.068 -98.105
26.063 -98.123
26.062 -98.128
26.052 -98.143
26.05 -98.146
26.049 -98.147
26.05 -98.147
26.052 -98.149
26.056 -98.149
26.058 -98.152
26.062 -98.158
26.064 -98.161
26.065 -98.162
26.068 -98.168
26.071 -98.172
26.075 -98.178
26.073 -98.18
26.063 -98.189
26.057 -98.192
26.056 -98.197
26.059 -98.201
26.064 -98.203
26.065 -98.204
26.066 -98.205
26.067 -98.206
26.076 -98.221
26.077 -98.228
26.077 -98.23
26.077 -98.231
26.075 -98.24
26.073 -98.249
26.074 -98.25
26.083 -98.261
26.086 -98.265
26.093 -98.272
26.094 -98.273
26.099 -98.277
26.106 -98.273
26.107 -98.272
26.107 -98.27
26.108 -98.27
26.113 -98.268
26.117 -98.267
26.12 -98.266
26.12 -98.268
26.12 -98.271
26.12 -98.279
26.12 -98.29
26.12 -98.296
26.117 -98.3
26.113 -98.301
26.11 -98.303
26.113 -98.308
26.114 -98.311
26.116 -98.315
26.118 -98.318
26.121 -98.323
26.121 -98.324
26.122 -98.324
26.138 -98.335
26.149 -98.338
26.15 -98.338
26.151 -98.338
26.152 -98.338
26.153 -98.337
26.154 -98.336
26.156 -98.335
26.157 -98.334
26.159 -98.333
26.16 -98.333
26.161 -98.333
26.162 -98.333
26.163 -98.333
26.166 -98.337
26.166 -98.338
26.166 -98.346
26.163 -98.348
26.153 -98.355
26.157 -98.38
26.158 -98.386
26.158 -98.387
26.159 -98.387
26.162 -98.389
26.168 -98.394
26.18 -98.402
26.183 -98.404
26.184 -98.411
26.185 -98.418
26.199 -98.443
26.201 -98.444
26.202 -98.444
26.205 -98.444
26.213 -98.444
26.22 -98.451
26.222 -98.465
26.222 -98.468
26.22 -98.476
26.219 -98.482
26.216 -98.483
26.213 -98.497
26.214 -98.501
26.215 -98.503
26.216 -98.504
26.223 -98.509
26.224 -98.517
26.223 -98.521
26.222 -98.525
26.222 -98.527
26.222 -98.528
26.226 -98.535
26.231 -98.538
26.232 -98.539
26.234 -98.544
26.232 -98.556
26.231 -98.562
26.232 -98.564
26.235 -98.576
26.243 -98.582
26.247 -98.583
26.254 -98.585
26.255 -98.588
26.258 -98.599
26.253 -98.61
26.252 -98.613
26.252 -98.617
26.252 -98.619
26.252 -98.625
26.252 -98.627
26.244 -98.633
26.243 -98.634
26.242 -98.637
26.236 -98.654
26.236 -98.669
26.24 -98.675
26.245 -98.678
26.246 -98.679
26.256 -98.678
26.259 -98.679
26.263 -98.681
26.265 -98.687
26.266 -98.699
26.272 -98.707
26.279 -98.711
26.284 -98.709
26.288 -98.711
26.29 -98.711
26.296 -98.723
26.299 -98.729
26.299 -98.733
26.299 -98.735
26.303 -98.745
26.304 -98.745
26.317 -98.746
26.321 -98.748
26.322 -98.749
26.325 -98.755
26.326 -98.767
26.327 -98.78
26.332 -98.79
26.349 -98.796
26.357 -98.798
26.36 -98.798
26.369 -98.807
26.369 -98.808
26.37 -98.813
26.37 -98.818
26.37 -98.819
26.371 -98.825
26.367 -98.828
26.363 -98.833
26.361 -98.839
26.359 -98.842
26.359 -98.844
26.36 -98.848
26.365 -98.853
26.365 -98.854
26.366 -98.861
26.366 -98.862
26.364 -98.869
26.362 -98.874
26.362 -98.876
26.36 -98.883
26.358 -98.891
26.359 -98.895
26.362 -98.9
26.362 -98.901
26.364 -98.906
26.372 -98.913
26.375 -98.915
26.381 -98.921
26.382 -98.923
26.382 -98.924
26.382 -98.925
26.381 -98.927
26.378 -98.934
26.376 -98.938
26.376 -98.942
26.38 -98.95
26.383 -98.952
26.385 -98.953
26.386 -98.953
26.394 -98.958
26.395 -98.96
26.398 -98.968
26.396 -98.982
26.396 -98.983
26.396 -98.985
26.395 -98.99
26.395 -99.008
26.399 -99.015
26.404 -99.019
26.408 -99.022
26.409 -99.025
26.411 -99.03
26.412 -99.031
26.412 -99.032
26.412 -99.033
26.413 -99.037
26.413 -99.039
26.413 -99.04
26.41 -99.045
26.402 -99.053
26.397 -99.062
26.397 -99.082
26.399 -99.085
26.408 -99.089
26.41 -99.092
26.415 -99.098
26.417 -99.1
26.426 -99.111
26.434 -99.114
26.436 -99.11
26.442 -99.103
26.459 -99.097
26.467 -99.095
26.477 -99.092
26.5 -99.105
26.51 -99.114
26.52 -99.123
26.524 -99.127
26.525 -99.127
26.525 -99.128
26.526 -99.132
26.527 -99.137
26.528 -99.144
26.533 -99.157
26.536 -99.167
26.54 -99.171
26.55 -99.171
26.56 -99.167
26.567 -99.169
26.572 -99.169
26.621 -99.178
26.656 -99.201
26.694 -99.21
26.725 -99.209
26.746 -99.24
26.788 -99.242
26.789 -99.243
26.816 -99.262
26.843 -99.269
26.851 -99.275
26.858 -99.28
26.865 -99.295
26.866 -99.317
26.88 -99.329
26.881 -99.329
26.89 -99.326
26.907 -99.322
26.916 -99.325
26.923 -99.337
26.929 -99.361
26.929 -99.367
26.934 -99.379
26.944 -99.388
26.961 -99.394
26.966 -99.39
26.974 -99.377
26.978 -99.377
26.98 -99.378
26.982 -99.385
26.982 -99.387
26.997 -99.404
27.006 -99.407
27.017 -99.415
27.017 -99.42
27.011 -99.429
27.011 -99.432
27.015 -99.439
27.022 -99.446
27.023 -99.447
27.026 -99.447
27.031 -99.444
27.036 -99.444
27.048 -99.448
27.063 -99.452
27.068 -99.45
27.075 -99.439
27.079 -99.434
27.091 -99.429
27.095 -99.43
27.1 -99.438
27.107 -99.442
27.11 -99.441
27.119 -99.433
27.127 -99.431
27.138 -99.431
27.145 -99.438
27.151 -99.44
27.154 -99.438
27.159 -99.43
27.175 -99.427
27.176 -99.426
27.185 -99.428
27.21 -99.433
27.218 -99.442
27.223 -99.445
27.231 -99.443
27.237 -99.441
27.25 -99.442
27.264 -99.452
27.264 -99.453
27.265 -99.454
27.268 -99.463
27.268 -99.464
27.26 -99.481
27.261 -99.488
27.264 -99.492
27.271 -99.496
27.272 -99.497
27.272 -99.496
27.283 -99.491
27.29 -99.488
27.291 -99.488
27.295 -99.488
27.302 -99.494
27.304 -99.495
27.306 -99.502
27.306 -99.503
27.304 -99.512
27.304 -99.522
27.304 -99.524
27.305 -99.528
27.306 -99.529
27.306 -99.53
27.31 -99.534
27.312 -99.536
27.313 -99.536
27.316 -99.538
27.324 -99.531
27.325 -99.521
27.33 -99.515
27.334 -99.51
27.338 -99.505
27.349 -99.508
27.354 -99.508
27.358 -99.506
27.363 -99.504
27.365 -99.503
27.367 -99.502
27.373 -99.499
27.381 -99.492
27.408 -99.488
27.41 -99.488
27.412 -99.488
27.413 -99.488
27.42 -99.49
27.438 -99.495
27.439 -99.496
27.452 -99.495
27.459 -99.49
27.466 -99.485
27.467 -99.484
27.47 -99.483
27.48 -99.481
27.482 -99.48
27.486 -99.48
27.491 -99.484
27.499 -99.495
27.5 -99.498
27.5 -99.502
27.5 -99.503
27.499 -99.513
27.498 -99.516
27.497 -99.519
27.497 -99.526
27.499 -99.528
27.516 -99.526
27.52 -99.525
27.53 -99.524
27.54 -99.522
27.544 -99.522
27.553 -99.519
27.557 -99.514
27.564 -99.511
27.568 -99.512
27.572 -99.516
27.573 -99.517
27.576 -99.523
27.58 -99.53
27.596 -99.537
27.603 -99.54
27.611 -99.55
27.614 -99.554
27.614 -99.555
27.614 -99.557
27.609 -99.559
27.607 -99.563
27.602 -99.58
27.604 -99.584
27.604 -99.585
27.606 -99.585
27.61 -99.578
27.611 -99.578
27.619 -99.578
27.622 -99.585
27.627 -99.591
27.633 -99.593
27.639 -99.594
27.64 -99.596
27.642 -99.604
27.639 -99.613
27.638 -99.615
27.635 -99.625
27.631 -99.625
27.627 -99.639
27.63 -99.654
27.636 -99.666
27.64 -99.665
27.645 -99.66
27.646 -99.659
27.65 -99.658
27.656 -99.662
27.66 -99.669
27.66 -99.672
27.661 -99.686
27.655 -99.699
27.655 -99.705
27.658 -99.712
27.666 -99.722
27.673 -99.724
27.678 -99.727
27.685 -99.732
27.686 -99.733
27.712 -99.758
27.717 -99.759
27.732 -99.771
27.734 -99.775
27.73 -99.785
27.731 -99.789
27.736 -99.796
27.742 -99.802
27.759 -99.806
27.774 -99.813
27.775 -99.817
27.776 -99.819
27.767 -99.822
27.764 -99.826
27.763 -99.835
27.766 -99.842
27.773 -99.843
27.779 -99.845
27.79 -99.849
27.794 -99.851
27.794 -99.858
27.795 -99.87
27.799 -99.877
27.799 -99.878
27.8 -99.878
27.802 -99.878
27.824 -99.878
27.833 -99.877
27.838 -99.876
27.842 -99.877
27.85 -99.882
27.856 -99.894
27.864 -99.901
27.875 -99.904
27.884 -99.901
27.893 -99.894
27.899 -99.893
27.904 -99.896
27.912 -99.9
27.914 -99.906
27.918 -99.917
27.928 -99.926
27.941 -99.937
27.954 -99.939
27.968 -99.932
27.981 -99.932
27.984 -99.963
27.991 -99.985
27.995 -99.991
28.007 -99.999
28.01 -100
28.024 -100.009
28.037 -100.013
28.049 -100.015
28.057 -100.017
28.065 -100.018
28.073 -100.029
28.079 -100.046
28.085 -100.053
28.094 -100.057
28.101 -100.056
28.104 -100.056
28.111 -100.064
28.114 -100.068
28.125 -100.075
28.144 -100.083
28.148 -100.09
28.156 -100.12
28.16 -100.127
28.168 -100.141
28.168 -100.16
28.168 -100.161
28.17 -100.164
28.172 -100.168
28.179 -100.174
28.18 -100.176
28.186 -100.186
28.19 -100.196
28.19 -100.198
28.19 -100.202
28.19 -100.208
28.196 -100.212
28.197 -100.212
28.21 -100.213
28.227 -100.218
28.232 -100.22
28.235 -100.224
28.236 -100.228
28.234 -100.246
28.236 -100.252
28.245 -100.261
28.25 -100.268
28.268 -100.281
28.273 -100.289
28.278 -100.293
28.284 -100.294
28.301 -100.288
28.312 -100.286
28.317 -100.289
28.346 -100.314
28.357 -100.317
28.362 -100.32
28.385 -100.342
28.39 -100.344
28.402 -100.349
28.403 -100.35
28.403 -100.349
28.408 -100.346
28.41 -100.344
28.427 -100.337
28.43 -100.336
28.44 -100.337
28.442 -100.338
28.443 -100.338
28.445 -100.339
28.45 -100.342
28.459 -100.351
28.461 -100.354
28.464 -100.357
28.464 -100.358
28.465 -100.358
28.477 -100.368
28.478 -100.368
28.481 -100.366
28.482 -100.357
28.483 -100.352
28.486 -100.344
28.492 -100.337
28.499 -100.334
28.502 -100.339
28.508 -100.362
28.512 -100.379
28.516 -100.389
28.536 -100.405
28.552 -100.411
28.564 -100.404
28.576 -100.397
28.58 -100.397
28.585 -100.398
28.587 -100.403
28.595 -100.426
28.596 -100.43
28.598 -100.432
28.609 -100.447
28.617 -100.449
28.626 -100.447
28.637 -100.446
28.642 -100.447
28.642 -100.448
28.642 -100.457
28.641 -100.463
28.647 -100.474
28.655 -100.479
28.655 -100.48
28.656 -100.481
28.658 -100.492
28.658 -100.493
28.659 -100.496
28.662 -100.5
28.667 -100.502
28.676 -100.505
28.689 -100.509
28.691 -100.51
28.694 -100.511
28.696 -100.511
28.705 -100.512
28.707 -100.511
28.708 -100.511
28.71 -100.51
28.711 -100.509
28.713 -100.509
28.716 -100.507
28.717 -100.507
28.718 -100.507
28.719 -100.507
28.729 -100.507
28.738 -100.508
28.74 -100.508
28.741 -100.508
28.75 -100.514
28.756 -100.519
28.763 -100.533
28.781 -100.538
28.786 -100.535
28.791 -100.532
28.806 -100.536
28.824 -100.546
28.825 -100.547
28.826 -100.547
28.826 -100.548
28.828 -100.553
28.829 -100.561
28.826 -100.571
28.829 -100.575
28.836 -100.577
28.848 -100.573
28.856 -100.58
28.863 -100.591
28.874 -100.598
28.876 -100.599
28.888 -100.603
28.894 -100.602
28.902 -100.602
28.903 -100.616
28.904 -100.627
28.903 -100.632
28.905 -100.633
28.914 -100.641
28.916 -100.639
28.928 -100.639
28.943 -100.652
28.954 -100.648
28.957 -100.647
28.968 -100.647
28.971 -100.646
28.986 -100.646
28.993 -100.647
28.995 -100.648
28.998 -100.649
29.008 -100.651
29.015 -100.654
29.017 -100.656
29.031 -100.66
29.048 -100.663
29.058 -100.663
29.073 -100.664
29.079 -100.666
29.084 -100.668
29.1 -100.675
29.111 -100.684
29.115 -100.692
29.12 -100.71
29.129 -100.727
29.139 -100.738
29.142 -100.739
29.147 -100.738
29.15 -100.74
29.154 -100.746
29.156 -100.752
29.157 -100.76
29.16 -100.763
29.168 -100.773
29.173 -100.776
29.178 -100.772
29.186 -100.766
29.195 -100.767
29.198 -100.768
29.21 -100.775
29.228 -100.786
29.226 -100.791
29.228 -100.796
29.236 -100.797
29.241 -100.795
29.242 -100.795
29.243 -100.795
29.247 -100.798
29.251 -100.805
29.257 -100.816
29.262 -100.824
29.261 -100.834
29.263 -100.839
29.265 -100.842
29.271 -100.849
29.276 -100.856
29.276 -100.865
29.279 -100.875
29.28 -100.876
29.28 -100.877
29.282 -100.879
29.283 -100.879
29.291 -100.881
29.299 -100.882
29.308 -100.887
29.31 -100.896
29.312 -100.905
29.313 -100.906
29.319 -100.915
29.32 -100.917
29.323 -100.922
29.324 -100.922
29.325 -100.924
29.326 -100.926
29.327 -100.927
29.327 -100.928
29.328 -100.93
29.333 -100.941
29.336 -100.942
29.342 -100.943
29.344 -100.946
29.347 -100.949
29.347 -100.956
29.347 -100.964
29.351 -100.972
29.355 -100.973
29.363 -100.996
29.365 -101.004
29.369 -101.011
29.375 -101.014
29.394 -101.024
29.406 -101.037
29.411 -101.039
29.415 -101.038
29.43 -101.043
29.441 -101.057
29.458 -101.06
29.459 -101.06
29.46 -101.064
29.469 -101.087
29.471 -101.104
29.468 -101.115
29.478 -101.13
29.474 -101.138
29.473 -101.144
29.477 -101.152
29.493 -101.164
29.5 -101.169
29.504 -101.172
29.515 -101.174
29.52 -101.193
29.522 -101.227
29.525 -101.235
29.52 -101.255
29.53 -101.261
29.537 -101.261
29.553 -101.253
29.569 -101.244
29.574 -101.244
29.593 -101.242
29.604 -101.251
29.604 -101.252
29.607 -101.259
29.607 -101.265
29.603 -101.275
29.6 -101.278
29.595 -101.283
29.587 -101.297
29.588 -101.307
29.594 -101.313
29.596 -101.314
29.603 -101.313
29.616 -101.311
29.641 -101.307
29.648 -101.311
29.655 -101.317
29.658 -101.325
29.655 -101.35
29.656 -101.353
29.658 -101.362
29.661 -101.365
29.664 -101.367
29.676 -101.371
29.681 -101.373
29.698 -101.379
29.714 -101.397
29.717 -101.398
29.727 -101.396
29.734 -101.397
29.738 -101.401
29.741 -101.41
29.747 -101.416
29.751 -101.416
29.757 -101.415
29.758 -101.425
29.757 -101.43
29.753 -101.441
29.755 -101.447
29.758 -101.452
29.76 -101.453
29.772 -101.455
29.78 -101.467
29.781 -101.475
29.765 -101.503
29.76 -101.523
29.761 -101.527
29.764 -101.533
29.783 -101.537
29.784 -101.538
29.797 -101.547
29.795 -101.562
29.779 -101.573
29.774 -101.576
29.771 -101.583
29.774 -101.599
29.774 -101.604
29.774 -101.607
29.771 -101.626
29.769 -101.63
29.764 -101.633
29.759 -101.635
29.754 -101.646
29.759 -101.652
29.761 -101.653
29.765 -101.655
29.771 -101.662
29.771 -101.69
29.763 -101.707
29.768 -101.714
29.772 -101.735
29.778 -101.754
29.782 -101.761
29.784 -101.763
29.789 -101.777
29.788 -101.786
29.783 -101.791
29.783 -101.797
29.786 -101.807
29.79 -101.809
29.793 -101.814
29.793 -101.815
29.792 -101.819
29.79 -101.83
29.789 -101.831
29.802 -101.853
29.8 -101.862
29.798 -101.866
29.794 -101.875
29.795 -101.878
29.798 -101.893
29.798 -101.912
29.793 -101.918
29.792 -101.918
29.79 -101.923
29.789 -101.93
29.792 -101.933
29.796 -101.938
29.798 -101.946
29.797 -101.953
29.797 -101.954
29.799 -101.959
29.806 -101.965
29.807 -101.966
29.81 -101.97
29.81 -101.975
29.805 -101.982
29.801 -101.988
29.803 -101.994
29.805 -102.001
29.805 -102.002
29.802 -102.022
29.804 -102.032
29.804 -102.035
29.803 -102.039
29.8 -102.041
29.793 -102.038
29.791 -102.039
29.79 -102.041
29.786 -102.049
29.785 -102.05
29.785 -102.053
29.787 -102.074
29.791 -102.076
29.792 -102.077
29.795 -102.084
29.793 -102.091
29.793 -102.092
29.793 -102.099
29.792 -102.116
29.803 -102.142
29.814 -102.16
29.819 -102.162
29.846 -102.182
29.847 -102.183
29.847 -102.184
29.848 -102.186
29.849 -102.187
29.849 -102.188
29.849 -102.189
29.842 -102.205
29.843 -102.216
29.844 -102.228
29.853 -102.261
29.856 -102.264
29.864 -102.262
29.868 -102.265
29.868 -102.269
29.863 -102.277
29.863 -102.281
29.875 -102.297
29.878 -102.301
29.88 -102.315
29.879 -102.321
29.872 -102.325
29.868 -102.333
29.869 -102.341
29.862 -102.35
29.849 -102.361
29.845 -102.365
29.84 -102.364
29.833 -102.363
29.82 -102.37
29.8 -102.377
29.79 -102.377
29.77 -102.385
29.767 -102.387
29.766 -102.392
29.766 -102.393
29.767 -102.402
29.768 -102.412
29.777 -102.433
29.779 -102.461
29.78 -102.469
29.78 -102.47
29.782 -102.482
29.784 -102.49
29.784 -102.493
29.783 -102.508
29.783 -102.509
29.78 -102.513
29.775 -102.513
29.766 -102.513
29.759 -102.526
29.754 -102.536
29.752 -102.539
29.751 -102.545
29.752 -102.551
29.758 -102.557
29.76 -102.559
29.762 -102.566
29.757 -102.572
29.755 -102.576
29.754 -102.576
29.751 -102.586
29.751 -102.588
29.752 -102.597
29.748 -102.613
29.737 -102.623
29.734 -102.63
29.734 -102.646
29.736 -102.661
29.74 -102.667
29.742 -102.671
29.738 -102.677
29.736 -102.678
29.727 -102.685
29.722 -102.688
29.707 -102.69
29.7 -102.696
29.696 -102.698
29.685 -102.699
29.677 -102.693
29.673 -102.698
29.66 -102.711
29.648 -102.724
29.642 -102.737
29.632 -102.742
29.628 -102.74
29.622 -102.738
29.599 -102.74
29.593 -102.746
