segment Iowa
41.81 -96.081
41.813 -96.094
41.814 -96.098
41.817 -96.104
41.821 -96.108
41.823 -96.109
41.824 -96.109
41.824 -96.11
41.828 -96.111
41.831 -96.111
41.84 -96.108
41.844 -96.108
41.849 -96.11
41.852 -96.113
41.853 -96.114
41.855 -96.116
41.856 -96.118
41.859 -96.123
41.861 -96.131
41.862 -96.133
41.863 -96.135
41.866 -96.139
41.868 -96.141
41.869 -96.142
41.87 -96.143
41.871 -96.144
41.872 -96.144
41.875 -96.146
41.878 -96.147
41.885 -96.147
41.888 -96.149
41.892 -96.152
41.897 -96.158
41.898 -96.159
41.902 -96.162
41.906 -96.162
41.908 -96.161
41.91 -96.159
41.91 -96.158
41.912 -96.154
41.915 -96.142
41.917 -96.14
41.92 -96.137
41.921 -96.137
41.924 -96.136
41.927 -96.137
41.937 -96.143
41.942 -96.145
41.945 -96.144
41.946 -96.143
41.951 -96.137
41.952 -96.135
41.956 -96.133
41.965 -96.129
41.97 -96.129
41.972 -96.13
41.975 -96.133
41.978 -96.141
41.978 -96.142
41.98 -96.155
41.98 -96.157
41.98 -96.159
41.98 -96.161
41.979 -96.168
41.977 -96.174
41.977 -96.175
41.976 -96.177
41.976 -96.179
41.977 -96.184
41.977 -96.186
41.978 -96.187
41.98 -96.189
41.981 -96.191
41.982 -96.192
41.984 -96.192
41.985 -96.192
41.987 -96.191
41.989 -96.19
41.995 -96.185
41.998 -96.184
42 -96.184
42.003 -96.185
42.006 -96.188
42.009 -96.195
42.009 -96.206
42.007 -96.215
42.004 -96.218
41.999 -96.221
41.997 -96.222
41.995 -96.224
41.995 -96.225
41.995 -96.226
41.994 -96.23
41.996 -96.236
41.998 -96.239
41.999 -96.24
41.999 -96.241
42 -96.241
42 -96.242
42.001 -96.242
42.002 -96.242
42.003 -96.242
42.007 -96.242
42.012 -96.239
42.019 -96.228
42.023 -96.224
42.026 -96.222
42.03 -96.222
42.033 -96.224
42.035 -96.226
42.036 -96.227
42.039 -96.232
42.041 -96.238
42.042 -96.247
42.039 -96.255
42.038 -96.256
42.039 -96.261
42.039 -96.262
42.04 -96.264
42.042 -96.269
42.045 -96.271
42.047 -96.273
42.052 -96.276
42.06 -96.278
42.068 -96.279
42.07 -96.279
42.074 -96.279
42.081 -96.277
42.085 -96.275
42.086 -96.274
42.089 -96.272
42.096 -96.268
42.103 -96.267
42.11 -96.267
42.114 -96.269
42.118 -96.272
42.121 -96.275
42.123 -96.279
42.126 -96.286
42.128 -96.3
42.128 -96.301
42.13 -96.306
42.133 -96.31
42.136 -96.314
42.143 -96.317
42.147 -96.32
42.151 -96.326
42.153 -96.33
42.157 -96.338
42.16 -96.342
42.161 -96.343
42.167 -96.348
42.171 -96.349
42.172 -96.35
42.173 -96.35
42.177 -96.35
42.186 -96.347
42.187 -96.347
42.189 -96.348
42.194 -96.348
42.195 -96.348
42.196 -96.348
42.197 -96.349
42.198 -96.35
42.2 -96.351
42.2 -96.352
42.207 -96.358
42.208 -96.359
42.211 -96.36
42.214 -96.358
42.215 -96.357
42.217 -96.345
42.218 -96.339
42.219 -96.336
42.221 -96.333
42.222 -96.332
42.23 -96.324
42.231 -96.323
42.234 -96.323
42.236 -96.325
42.237 -96.326
42.24 -96.33
42.242 -96.329
42.25 -96.328
42.255 -96.329
42.259 -96.331
42.265 -96.336
42.269 -96.341
42.276 -96.356
42.28 -96.361
42.286 -96.366
42.292 -96.368
42.301 -96.368
42.304 -96.369
42.308 -96.369
42.311 -96.37
42.314 -96.372
42.318 -96.375
42.326 -96.384
42.331 -96.396
42.334 -96.403
42.337 -96.408
42.343 -96.414
42.347 -96.416
42.351 -96.418
42.355 -96.418
42.359 -96.418
42.361 -96.417
42.366 -96.414
42.376 -96.408
42.381 -96.409
42.386 -96.411
42.393 -96.415
42.4 -96.416
42.408 -96.414
42.411 -96.412
42.432 -96.388
42.437 -96.384
42.446 -96.381
42.451 -96.38
42.462 -96.381
42.473 -96.385
42.474 -96.386
42.481 -96.393
42.484 -96.396
42.488 -96.409
42.488 -96.413
42.489 -96.424
42.489 -96.44
42.489 -96.443
42.492 -96.456
42.491 -96.463
42.492 -96.474
42.494 -96.477
42.498 -96.477
42.5 -96.475
42.504 -96.473
42.51 -96.477
42.51 -96.478
42.511 -96.479
42.51 -96.484
42.512 -96.49
42.517 -96.493
42.52 -96.491
42.524 -96.48
42.526 -96.479
42.53 -96.48
42.536 -96.478
42.546 -96.477
42.556 -96.477
42.557 -96.495
42.558 -96.498
42.561 -96.498
42.565 -96.499
42.568 -96.499
42.571 -96.499
42.571 -96.497
42.571 -96.493
42.571 -96.489
42.572 -96.487
42.574 -96.486
42.575 -96.486
42.576 -96.486
42.576 -96.487
42.576 -96.489
42.577 -96.491
42.577 -96.492
42.579 -96.495
42.58 -96.496
42.581 -96.496
42.582 -96.496
42.583 -96.496
42.584 -96.495
42.586 -96.495
42.588 -96.497
42.589 -96.5
42.589 -96.501
42.591 -96.501
42.593 -96.5
42.594 -96.5
42.603 -96.504
42.605 -96.505
42.611 -96.508
42.613 -96.509
42.613 -96.51
42.615 -96.513
42.615 -96.517
42.614 -96.52
42.613 -96.522
42.612 -96.523
42.609 -96.526
42.609 -96.528
42.609 -96.529
42.61 -96.53
42.612 -96.53
42.614 -96.531
42.615 -96.532
42.616 -96.531
42.617 -96.531
42.617 -96.53
42.618 -96.528
42.619 -96.524
42.619 -96.521
42.62 -96.519
42.622 -96.517
42.625 -96.516
42.628 -96.515
42.63 -96.516
42.641 -96.527
42.642 -96.53
42.643 -96.533
42.644 -96.534
42.644 -96.535
42.646 -96.538
42.647 -96.538
42.648 -96.538
42.649 -96.538
42.652 -96.538
42.655 -96.538
42.661 -96.542
42.661 -96.543
42.661 -96.544
42.661 -96.547
42.658 -96.556
42.658 -96.559
42.659 -96.56
42.663 -96.56
42.664 -96.559
42.664 -96.556
42.669 -96.56
42.669 -96.561
42.676 -96.567
42.676 -96.568
42.676 -96.569
42.674 -96.57
42.672 -96.571
42.671 -96.572
42.671 -96.576
42.672 -96.579
42.673 -96.578
42.675 -96.575
42.677 -96.574
42.678 -96.574
42.683 -96.575
42.683 -96.576
42.687 -96.586
42.688 -96.592
42.689 -96.596
42.691 -96.596
42.695 -96.597
42.697 -96.599
42.698 -96.601
42.697 -96.602
42.695 -96.605
42.695 -96.606
42.695 -96.61
42.696 -96.612
42.697 -96.612
42.698 -96.612
42.698 -96.613
42.699 -96.613
42.699 -96.614
42.699 -96.615
42.7 -96.62
42.705 -96.63
42.706 -96.63
42.706 -96.631
42.709 -96.63
42.71 -96.627
42.714 -96.624
42.725 -96.625
42.726 -96.626
42.725 -96.632
42.735 -96.639
42.736 -96.639
42.737 -96.64
42.741 -96.636
42.746 -96.632
42.75 -96.63
42.753 -96.626
42.754 -96.621
42.755 -96.619
42.757 -96.62
42.758 -96.621
42.758 -96.623
42.758 -96.624
42.758 -96.629
42.762 -96.632
42.768 -96.633
42.771 -96.632
42.771 -96.63
42.773 -96.627
42.774 -96.626
42.779 -96.622
42.784 -96.619
42.785 -96.616
42.785 -96.615
42.783 -96.607
42.783 -96.605
42.783 -96.604
42.784 -96.604
42.788 -96.603
42.793 -96.595
42.801 -96.592
42.808 -96.591
42.809 -96.591
42.81 -96.592
42.81 -96.596
42.815 -96.596
42.816 -96.595
42.815 -96.591
42.818 -96.586
42.819 -96.584
42.828 -96.578
42.829 -96.578
42.834 -96.582
42.838 -96.582
42.838 -96.58
42.837 -96.571
42.832 -96.567
42.83 -96.566
42.831 -96.563
42.836 -96.563
42.837 -96.562
42.839 -96.561
42.839 -96.56
42.839 -96.559
42.839 -96.558
42.838 -96.557
42.837 -96.556
42.836 -96.555
42.836 -96.554
42.836 -96.552
42.837 -96.551
42.838 -96.551
42.839 -96.55
42.841 -96.55
42.842 -96.552
42.844 -96.554
42.846 -96.555
42.848 -96.554
42.848 -96.551
42.85 -96.546
42.851 -96.544
42.858 -96.541
42.859 -96.542
42.86 -96.543
42.859 -96.543
42.858 -96.544
42.857 -96.545
42.857 -96.547
42.863 -96.55
42.864 -96.55
42.87 -96.55
42.874 -96.547
42.874 -96.546
42.875 -96.544
42.878 -96.538
42.886 -96.538
42.889 -96.54
42.89 -96.54
42.891 -96.534
42.891 -96.528
42.892 -96.526
42.894 -96.527
42.898 -96.529
42.901 -96.536
42.9 -96.539
42.904 -96.543
42.905 -96.543
42.905 -96.542
42.905 -96.539
42.906 -96.537
42.909 -96.537
42.911 -96.538
42.919 -96.54
42.921 -96.542
42.923 -96.542
42.924 -96.541
42.936 -96.526
42.936 -96.524
42.935 -96.521
42.933 -96.521
42.932 -96.519
42.932 -96.518
42.933 -96.517
42.934 -96.516
42.935 -96.516
42.938 -96.52
42.94 -96.52
42.944 -96.515
42.944 -96.511
42.945 -96.509
42.949 -96.508
42.955 -96.505
42.959 -96.5
42.968 -96.503
42.971 -96.505
42.971 -96.506
42.971 -96.511
42.973 -96.516
42.978 -96.52
42.98 -96.521
42.981 -96.517
42.982 -96.516
42.986 -96.512
42.989 -96.512
42.991 -96.513
42.995 -96.51
42.997 -96.507
42.997 -96.503
42.998 -96.5
42.998 -96.498
42.998 -96.497
42.999 -96.497
43.002 -96.494
43.005 -96.493
43.01 -96.492
43.015 -96.494
43.015 -96.495
43.016 -96.496
43.019 -96.499
43.02 -96.502
43.02 -96.503
43.024 -96.51
43.024 -96.511
43.025 -96.511
43.026 -96.512
43.028 -96.513
43.03 -96.513
43.032 -96.511
43.037 -96.509
43.04 -96.512
43.04 -96.514
43.039 -96.515
43.039 -96.516
43.04 -96.517
43.042 -96.518
43.05 -96.51
43.05 -96.509
43.049 -96.505
43.049 -96.502
43.051 -96.49
43.051 -96.489
43.054 -96.488
43.056 -96.487
43.062 -96.477
43.064 -96.473
43.062 -96.47
43.062 -96.468
43.063 -96.463
43.064 -96.461
43.068 -96.458
43.075 -96.455
43.083 -96.454
43.084 -96.454
43.087 -96.455
43.088 -96.455
43.09 -96.463
43.091 -96.463
43.092 -96.463
43.095 -96.461
43.1 -96.452
43.104 -96.448
43.114 -96.439
43.121 -96.437
43.122 -96.44
43.123 -96.441
43.125 -96.442
43.129 -96.443
43.134 -96.443
43.142 -96.45
43.144 -96.456
43.143 -96.459
43.144 -96.46
43.148 -96.465
43.15 -96.467
43.16 -96.467
43.164 -96.467
43.168 -96.467
43.171 -96.466
43.174 -96.466
43.177 -96.466
43.181 -96.465
43.182 -96.465
43.183 -96.465
43.185 -96.467
43.185 -96.469
43.186 -96.472
43.19 -96.474
43.199 -96.474
43.205 -96.471
43.207 -96.471
43.21 -96.472
43.217 -96.475
43.221 -96.476
43.222 -96.477
43.224 -96.485
43.224 -96.496
43.221 -96.501
43.219 -96.508
43.219 -96.512
43.219 -96.513
43.218 -96.519
43.218 -96.521
43.221 -96.522
43.224 -96.527
43.228 -96.536
43.226 -96.54
43.226 -96.545
43.227 -96.548
43.227 -96.555
43.226 -96.556
43.225 -96.557
43.224 -96.559
43.224 -96.56
43.232 -96.569
43.238 -96.571
43.239 -96.571
43.244 -96.565
43.245 -96.559
43.247 -96.553
43.251 -96.552
43.258 -96.553
43.259 -96.553
43.26 -96.555
43.259 -96.557
43.259 -96.56
43.26 -96.564
43.263 -96.569
43.268 -96.577
43.268 -96.583
43.269 -96.585
43.274 -96.586
43.277 -96.584
43.277 -96.583
43.275 -96.583
43.275 -96.581
43.279 -96.578
43.291 -96.579
43.294 -96.579
43.295 -96.579
43.296 -96.58
43.297 -96.581
43.298 -96.58
43.299 -96.574
43.298 -96.572
43.297 -96.571
43.296 -96.569
43.295 -96.564
43.295 -96.555
43.293 -96.553
43.296 -96.541
43.3 -96.53
43.306 -96.528
43.31 -96.526
43.312 -96.526
43.317 -96.529
43.329 -96.533
43.336 -96.535
43.338 -96.532
43.339 -96.532
43.342 -96.529
43.347 -96.525
43.347 -96.524
43.348 -96.524
43.348 -96.526
43.352 -96.527
43.362 -96.527
43.368 -96.527
43.368 -96.526
43.372 -96.522
43.373 -96.522
43.375 -96.521
43.376 -96.521
43.386 -96.522
43.388 -96.522
43.389 -96.523
43.395 -96.524
43.396 -96.525
43.398 -96.529
43.398 -96.53
43.396 -96.53
43.396 -96.531
43.395 -96.537
43.404 -96.553
43.407 -96.557
43.407 -96.558
43.413 -96.563
43.417 -96.568
43.417 -96.569
43.419 -96.574
43.424 -96.571
43.425 -96.57
43.427 -96.57
43.428 -96.57
43.429 -96.57
43.429 -96.571
43.432 -96.575
43.432 -96.576
43.432 -96.578
43.432 -96.582
43.432 -96.583
43.432 -96.588
43.432 -96.59
43.433 -96.593
43.434 -96.594
43.45 -96.603
43.451 -96.603
43.457 -96.6
43.463 -96.59
43.465 -96.588
43.47 -96.585
43.471 -96.585
43.478 -96.586
43.481 -96.581
43.49 -96.585
43.491 -96.586
43.494 -96.59
43.494 -96.592
43.493 -96.595
43.495 -96.598
43.496 -96.599
43.5 -96.599
43.501 -96.591
43.5 -96.453
43.5 -96.447
43.5 -96.351
43.5 -96.332
43.5 -96.33
43.5 -96.274
43.5 -96.214
43.5 -96.209
43.5 -96.199
43.5 -96.198
43.5 -96.096
43.5 -96.018
43.5 -95.997
43.5 -95.978
43.5 -95.861
43.5 -95.834
43.5 -95.821
43.5 -95.742
43.5 -95.741
43.5 -95.643
43.5 -95.623
43.5 -95.515
43.5 -95.505
43.5 -95.487
43.5 -95.475
43.501 -95.455
43.5 -95.434
43.5 -95.388
43.5 -95.375
43.5 -95.269
43.5 -95.251
43.501 -95.245
43.501 -95.215
43.501 -95.181
43.501 -95.18
43.501 -95.168
43.501 -95.167
43.5 -95.155
43.5 -95.151
43.501 -95.123
43.501 -95.115
43.501 -95.054
43.501 -95.034
43.501 -95.033
43.501 -95.014
43.501 -94.994
43.501 -94.974
43.5 -94.954
43.5 -94.935
43.5 -94.915
43.5 -94.887
43.501 -94.874
43.501 -94.873
43.501 -94.86
43.501 -94.858
43.501 -94.845
43.501 -94.798
43.501 -94.694
43.501 -94.678
43.501 -94.616
43.5 -94.566
43.5 -94.561
43.5 -94.47
43.501 -94.447
43.501 -94.443
43.5 -94.391
43.5 -94.377
43.5 -94.324
43.5 -94.206
43.5 -94.11
43.5 -94.108
43.5 -94.094
43.5 -94.093
43.5 -94.088
43.5 -93.971
43.5 -93.852
43.5 -93.796
43.5 -93.794
43.5 -93.734
43.5 -93.716
43.5 -93.709
43.5 -93.705
43.5 -93.699
43.5 -93.617
43.5 -93.577
43.5 -93.559
43.499 -93.532
43.499 -93.528
43.499 -93.497
43.499 -93.488
43.499 -93.482
43.499 -93.473
43.499 -93.469
43.499 -93.429
43.499 -93.399
43.499 -93.38
43.499 -93.353
43.499 -93.272
43.499 -93.261
43.5 -93.229
43.5 -93.226
43.5 -93.201
43.5 -93.15
43.5 -93.141
43.5 -93.101
43.5 -93.024
43.5 -93.008
43.5 -92.906
43.5 -92.904
43.5 -92.89
43.5 -92.87
43.5 -92.83
43.5 -92.81
43.5 -92.79
43.5 -92.752
43.5 -92.707
43.5 -92.693
43.5 -92.689
43.5 -92.673
43.5 -92.653
43.5 -92.649
43.5 -92.553
43.5 -92.465
43.5 -92.436
43.501 -92.409
43.5 -92.406
43.5 -92.388
43.5 -92.376
43.5 -92.369
43.5 -92.356
43.5 -92.331
43.5 -92.316
43.5 -92.309
43.5 -92.279
43.5 -92.277
43.501 -92.199
43.501 -92.179
43.501 -92.104
43.501 -92.09
43.501 -92.08
43.501 -91.971
43.501 -91.967
43.5 -91.95
43.501 -91.942
43.501 -91.851
43.501 -91.825
43.501 -91.807
43.501 -91.805
43.501 -91.791
43.501 -91.779
43.501 -91.778
43.501 -91.761
43.501 -91.738
43.501 -91.737
43.501 -91.733
43.501 -91.731
43.501 -91.73
43.501 -91.701
43.501 -91.671
43.501 -91.658
43.5 -91.651
43.501 -91.645
43.501 -91.64
43.5 -91.636
43.5 -91.634
43.501 -91.626
43.501 -91.621
43.501 -91.617
43.501 -91.615
43.501 -91.611
43.501 -91.591
43.501 -91.551
43.501 -91.541
43.501 -91.534
43.501 -91.491
43.501 -91.465
43.501 -91.461
43.501 -91.446
43.5 -91.442
43.501 -91.397
43.5 -91.377
43.501 -91.372
43.501 -91.369
