#FaultID	MinisectionID	StartLat	StartLon	EndLat	EndLon	Rake	SlipRate(mm/y)	StdDev
7500	1	19.478554	-67.923096	19.568903	-67.079185	11.0	1.59	0.32
7500	2	19.568903	-67.079185	19.60735	-66.30256	12.0	1.61	0.32
7500	3	19.60735	-66.30256	19.672714	-65.564445	10.0	1.61	0.32
7500	4	19.672714	-65.564445	19.608858	-64.67781	22.0	1.65	0.33
7500	5	19.608858	-64.67781	19.655521	-63.894337	26.0	1.69	0.33
7500	6	19.655521	-63.894337	19.500792	-63.14033	37.0	3.4699999999999998	0.68
7500	7	19.500792	-63.14033	18.42259	-60.922527	43.0	3.69	0.73
7501	1	20.176981	-70.884285	20.142412	-70.73326	11.0	1.76	0.34
7501	2	20.142412	-70.73326	20.123775	-70.65005	11.0	1.76	0.34
7501	3	20.123775	-70.65005	20.109474	-70.588936	11.0	1.76	0.34
7501	4	20.109474	-70.588936	20.089104	-70.50139	11.0	1.76	0.34
7501	5	20.089104	-70.50139	20.0722	-70.42511	11.0	1.76	0.34
7501	6	20.0722	-70.42511	20.054775	-70.35397	11.0	1.76	0.34
7501	7	20.054775	-70.35397	20.039543	-70.2913	11.0	1.76	0.34
7501	8	20.039543	-70.2913	20.02344	-70.22341	11.0	1.76	0.34
7501	9	20.02344	-70.22341	20.007338	-70.15987	11.0	1.76	0.34
7501	10	20.007338	-70.15987	19.99167	-70.093285	11.0	1.76	0.34
7501	11	19.99167	-70.093285	19.986128	-70.0712	11.0	1.76	0.34
7501	12	19.986128	-70.0712	19.953373	-69.96925	11.0	1.76	0.34
7501	13	19.953373	-69.96925	19.931612	-69.90136	11.0	1.76	0.34
7501	14	19.931612	-69.90136	19.910723	-69.83739	11.0	1.76	0.34
7501	15	19.910723	-69.83739	19.889399	-69.77994	11.0	1.76	0.34
7501	16	19.889399	-69.77994	19.866333	-69.72075	11.0	1.76	0.34
7501	17	19.866333	-69.72075	19.855785	-69.69327	11.0	1.76	0.34
7501	18	19.855785	-69.69327	19.833693	-69.62849	11.0	1.76	0.34
7501	19	19.833693	-69.62849	19.811497	-69.5619	11.0	1.76	0.34
7501	20	19.811497	-69.5619	19.791477	-69.50097	11.0	1.76	0.34
7501	21	19.791477	-69.50097	19.77705	-69.46198	11.0	1.76	0.34
7501	22	19.77705	-69.46198	19.750568	-69.40131	11.0	1.76	0.34
7501	23	19.750568	-69.40131	19.727068	-69.34821	11.0	1.76	0.34
7501	24	19.727068	-69.34821	19.703236	-69.29467	11.0	1.76	0.34
7501	25	19.703236	-69.29467	19.683546	-69.22375	11.0	1.76	0.34
7501	26	19.683546	-69.22375	19.661352	-69.14106	11.0	1.76	0.34
7501	27	19.661352	-69.14106	19.637415	-69.06185	11.0	1.76	0.34
7501	28	19.637415	-69.06185	19.616526	-68.99701	11.0	1.76	0.34
7501	29	19.616526	-68.99701	19.594975	-68.9256	11.0	1.76	0.34
7501	30	19.594975	-68.9256	19.581274	-68.85687	11.0	1.76	0.34
7501	31	19.581274	-68.85687	19.57037	-68.802574	11.0	1.76	0.34
7501	32	19.57037	-68.802574	19.573006	-68.7311	11.0	1.76	0.34
7501	33	19.573006	-68.7311	19.576487	-68.64884	11.0	1.76	0.34
7501	34	19.576487	-68.64884	19.579533	-68.5766	11.0	1.76	0.34
7501	35	19.579533	-68.5766	19.57997	-68.52655	11.0	1.76	0.34
7501	36	19.57997	-68.52655	19.580212	-68.47779	11.0	1.76	0.34
7501	37	19.580212	-68.47779	19.576487	-68.42515	11.0	1.76	0.34
7501	38	19.576487	-68.42515	19.574928	-68.38135	11.0	1.76	0.34
7501	39	19.574928	-68.38135	19.58258	-68.30982	11.0	1.759751052141801	0.3399707120166825
7501	40	19.58258	-68.30982	19.587803	-68.25107	11.0	1.7466463500367122	0.33842898235726027
7501	41	19.587803	-68.25107	19.590849	-68.2032	11.0	1.7359422497525885	0.337169676441481
7501	42	19.590849	-68.2032	19.592827	-68.125656	11.0	1.723382118533625	0.3356920139451324
7501	43	19.592827	-68.125656	19.597813	-68.065674	11.0	1.7095993703902355	0.33407051416355715
7501	44	19.597813	-68.065674	19.60347	-67.99169	11.0	1.6961515320469842	0.33248841553493935
7501	45	19.60347	-67.99169	19.606066	-67.95967	11.0	1.6855123511295123	0.3312367471917073
7501	46	19.606066	-67.95967	19.61053	-67.9235	11.0	1.6786489418641375	0.33042928727813387
7550	1	17.321175	-64.88469	17.313492	-65.01532	90.0	0.66	0.13
7550	2	17.313492	-65.01532	17.317202	-65.72213	90.0	0.66	0.13
7550	3	17.317202	-65.72213	17.30236	-65.86312	90.0	0.66	0.13
7550	4	17.30236	-65.86312	17.294939	-65.9466	90.0	0.66	0.13
7550	5	17.294939	-65.9466	17.280098	-66.161804	90.0	0.66	0.13
7550	6	17.280098	-66.161804	17.293085	-66.27682	90.0	0.66	0.13
7550	7	17.293085	-66.27682	17.30236	-66.31949	90.0	0.66	0.13
7550	8	17.30236	-66.31949	17.326477	-66.37144	90.0	0.66	0.13
7550	9	17.326477	-66.37144	17.333897	-66.42523	90.0	0.66	0.13
7550	10	17.333897	-66.42523	17.328333	-66.5588	90.0	0.66	0.13
7550	11	17.328333	-66.5588	17.320911	-66.66454	90.0	0.66	0.13
7550	12	17.320911	-66.66454	17.317202	-66.79255	90.0	0.66	0.13
7550	13	17.317202	-66.79255	17.324621	-66.920555	90.0	0.66	0.13
7550	14	17.324621	-66.920555	17.335752	-67.01146	90.0	0.66	0.13
7550	15	17.335752	-67.01146	17.326477	-67.165436	90.0	0.66	0.13
7550	16	17.326477	-67.165436	17.3243	-67.189095	90.0	0.66	0.13
7550	17	17.3243	-67.189095	17.29123	-67.284164	90.0	0.66	0.13
7550	18	17.29123	-67.284164	17.23743	-67.568	90.0	0.66	0.13
7550	19	17.23743	-67.568	17.182703	-67.99561	90.0	0.8361665850711295	0.16456432998231021
7550	20	17.182703	-67.99561	17.179457	-68.164925	90.0	1.3150084104844777	0.25851430838619494
7550	21	17.179457	-68.164925	17.219807	-68.563286	90.0	1.7692890992122963	0.34764532959228595
7550	22	17.219807	-68.563286	17.223516	-68.80075	90.0	2.24	0.44
7550	23	17.223516	-68.80075	17.333168	-69.66608	90.0	2.24	0.44
7550	24	17.333168	-69.66608	17.446135	-70.19953	90.0	2.24	0.44
7550	25	17.446135	-70.19953	17.498077	-70.39617	90.0	2.24	0.44
