Distance Bin Center (km),Mean Passthrough Rate,Median Passthrough Rate
0.5,0.27884307237789535,0.1302278941285161
1.5,0.2687690022399538,0.11938482501537771
2.5,0.24574061095213026,0.12480693032167926
3.5,0.19978350439114334,0.05159494112093907
4.5,0.19483361103133057,0.06630940146907915
5.5,0.0,0.0
6.5,0.0,0.0
7.5,0.0,0.0
8.5,0.0,0.0
9.5,0.0,0.0
10.5,0.0,0.0
11.5,0.0,0.0
12.5,0.0,0.0
13.5,0.0,0.0
14.5,0.0,0.0
