# Flt#  Seg#     Lat1        Lon1        Lat2        Lon2        Rake     Slp_rt   Slp_sig
 1006    21    38.43713  -118.07532    38.41544  -118.07472   180.000     1.335     0.164
 1006    22    38.41544  -118.07472    38.40877  -118.08151   180.000     1.335     0.164
 1006    23    38.40877  -118.08151    38.39449  -118.07737   180.000     1.335     0.164
 1006    24    38.39449  -118.07737    38.38735  -118.07401   180.000     1.335     0.164
 1006    25    38.38735  -118.07401    38.38188  -118.06203   180.000     1.335     0.164
 1006    26    38.38188  -118.06203    38.34731  -118.04610   180.000     1.335     0.164
 1006    27    38.34731  -118.04610    38.31729  -118.02470   180.000     1.335     0.164
 1006    28    38.31729  -118.02470    38.30660  -118.02237   180.000     1.335     0.164
 1006    29    38.30660  -118.02237    38.27779  -118.02269   180.000     1.335     0.164
 1006    30    38.27779  -118.02269    38.26253  -118.03306   180.000     1.335     0.164
 1082     1    39.20554  -119.80863    39.20917  -119.80933  -101.600     2.155     1.277
 1082     2    39.20917  -119.80933    39.21267  -119.81494  -101.600     2.155     1.277
 1082     3    39.21267  -119.81494    39.22915  -119.81708  -101.600     2.155     1.277
 1082     4    39.22915  -119.81708    39.23116  -119.82174  -101.600     2.155     1.277
 1082     5    39.23116  -119.82174    39.24772  -119.84758  -101.600     2.155     1.277
 1082     6    39.24772  -119.84758    39.25648  -119.84247  -101.600     2.155     1.277
 1082     7    39.25648  -119.84247    39.28064  -119.84377  -101.600     2.155     1.277
 1082     8    39.28064  -119.84377    39.29845  -119.83310  -101.600     2.155     1.277
 1082     9    39.29845  -119.83310    39.31249  -119.83503  -101.600     2.155     1.277
 1082    10    39.31249  -119.83503    39.32252  -119.84295  -101.600     2.155     1.277
 1082    11    39.32252  -119.84295    39.33674  -119.84444  -101.600     2.155     1.277
 1082    12    39.33674  -119.84444    39.35246  -119.84254  -101.600     2.155     1.277
 1082    13    39.35246  -119.84254    39.37872  -119.83675  -101.600     2.155     1.277
 1082    14    39.37872  -119.83675    39.40107  -119.84204  -101.600     2.155     1.277
 1082    15    39.40107  -119.84204    39.41381  -119.84373  -101.600     2.155     1.277
 1082    16    39.41381  -119.84373    39.42769  -119.84088  -101.600     2.155     1.277
 1082    17    39.42769  -119.84088    39.44857  -119.84506  -101.600     2.155     1.277
 1082    18    39.44857  -119.84506    39.46661  -119.85098  -101.600     2.155     1.277
 1082    19    39.46661  -119.85098    39.47223  -119.85586  -101.600     2.155     1.277
 1082    20    39.47223  -119.85586    39.48444  -119.87387  -101.600     2.155     1.277
 0112     1    41.01190  -121.46412    40.96784  -121.44672   -87.100     1.379     0.420
 0112     2    40.96784  -121.44672    40.93492  -121.45558   -87.100     1.379     0.420
 0112     3    40.93492  -121.45558    40.88303  -121.43792   -87.100     1.379     0.420
 0112     4    40.88303  -121.43792    40.85344  -121.44168   -87.100     1.379     0.420
 0112     5    40.85344  -121.44168    40.81164  -121.42284   -87.100     1.379     0.420
 0112     6    40.81164  -121.42284    40.76056  -121.41196   -87.100     1.379     0.420
 0112     7    40.76056  -121.41196    40.71145  -121.41078   -87.100     1.379     0.420
 0112     8    40.71145  -121.41078    40.65577  -121.39547   -87.100     1.379     0.420
 0112     9    40.65577  -121.39547    40.56664  -121.29264   -87.100     1.379     0.420
 0027     1    34.58230  -116.57820    34.64750  -116.67400   180.000     0.895     0.173
 0027     2    34.64750  -116.67400    34.69940  -116.73400   180.000     0.895     0.173
 0027     3    34.69940  -116.73400    34.75250  -116.80800   180.000     0.895     0.173
 0027     4    34.75250  -116.80800    34.78310  -116.85700   180.000     0.895     0.173
 0027     5    34.78310  -116.85700    34.83120  -116.88400   180.000     0.895     0.173
 0027     6    34.83120  -116.88400    34.87150  -116.91700   180.000     0.895     0.173
 0225     1    34.33860  -119.30400    34.33700  -119.38000    87.200     0.729     0.415
 0225     2    34.33700  -119.38000    34.35600  -119.42400    87.200     0.729     0.415
 0225     3    34.35600  -119.42400    34.35730  -119.47000    87.200     0.729     0.415
 0225     4    34.35730  -119.47000    34.35720  -119.53100    87.200     0.729     0.415
 0225     5    34.35720  -119.53100    34.35820  -119.63100    87.200     0.729     0.415
 0225     6    34.35820  -119.63100    34.36170  -119.74900    87.200     0.729     0.415
 0225     7    34.36170  -119.74900    34.38220  -119.86100    87.200     0.729     0.415
 0225     8    34.38220  -119.86100    34.39910  -119.93900    87.200     0.729     0.415
 0225     9    34.39910  -119.93900    34.38534  -120.08806    87.200     0.729     0.415
 0225    10    34.38534  -120.08806    34.37141  -120.23706    87.200     0.729     0.415
 0225    11    34.37141  -120.23706    34.35730  -120.38600    87.200     0.729     0.415
 0092     1    36.64091  -120.65305    36.56804  -120.55024   131.000     1.444     0.772
 0092     2    36.56804  -120.55024    36.49507  -120.44764   131.000     1.444     0.772
 0094     1    36.35470  -120.35800    36.26710  -120.25400   157.200     2.139     1.377
 0094     2    36.26710  -120.25400    36.20852  -120.18394   157.200     2.139     1.377
 0094     3    36.20852  -120.18394    36.14990  -120.11400   157.200     2.139     1.377
 0095     1    36.13160  -120.13900    36.09090  -120.06800    96.200     0.945     1.107
 0095     2    36.09090  -120.06800    36.03660  -119.97300    96.200     0.945     1.107
 0095     3    36.03660  -119.97300    36.00680  -119.92100    96.200     0.945     1.107
 0300     1    33.82890  -117.59000    33.85110  -117.63600   128.000     2.900     1.540
 0300     2    33.85110  -117.63600    33.87330  -117.71700   128.000     2.900     1.540
 0300     3    33.87330  -117.71700    33.90740  -117.79200   128.000     2.900     1.540
 0300     4    33.90740  -117.79200    33.92970  -117.85200   128.000     2.900     1.540
 0300     5    33.92970  -117.85200    33.97120  -117.99200   128.000     2.900     1.540
 0300     6    33.97120  -117.99200    33.99500  -118.04800   128.000     2.900     1.540
 2784     1    39.94989  -111.79416    39.94032  -111.80188   -87.100     1.320     0.888
 2784     2    39.94032  -111.80188    39.92689  -111.80822   -87.100     1.320     0.888
 2784     3    39.92689  -111.80822    39.90866  -111.79894   -87.100     1.320     0.888
 2784     4    39.90866  -111.79894    39.89540  -111.79910   -87.100     1.320     0.888
 2784     5    39.89540  -111.79910    39.89086  -111.79683   -87.100     1.320     0.888
 2784     6    39.89086  -111.79683    39.87956  -111.79518   -87.100     1.320     0.888
 2784     7    39.87956  -111.79518    39.87441  -111.79615   -87.100     1.320     0.888
 2784     8    39.87441  -111.79615    39.87147  -111.80186   -87.100     1.320     0.888
 2784     9    39.87147  -111.80186    39.86660  -111.80510   -87.100     1.320     0.888
 2784    10    39.86660  -111.80510    39.83546  -111.80489   -87.100     1.320     0.888
 2784    11    39.83546  -111.80489    39.80759  -111.82111   -87.100     1.320     0.888
 2784    12    39.80759  -111.82111    39.79648  -111.81886   -87.100     1.320     0.888
 2784    13    39.79648  -111.81886    39.75150  -111.82925   -87.100     1.320     0.888
 2784    14    39.75150  -111.82925    39.74383  -111.82639   -87.100     1.320     0.888
 2784    15    39.74383  -111.82639    39.73532  -111.83059   -87.100     1.320     0.888
 2784    16    39.73532  -111.83059    39.72649  -111.83426   -87.100     1.320     0.888
 0062     1    36.53986  -116.88108    36.42435  -116.84797  -146.100     2.581     0.840
 0062     2    36.42435  -116.84797    36.35862  -116.79481  -146.100     2.581     0.840
 0062     3    36.35862  -116.79481    36.33980  -116.78998  -146.100     2.581     0.840
 0062     4    36.33980  -116.78998    36.30015  -116.77017  -146.100     2.581     0.840
 0062     5    36.30015  -116.77017    36.26219  -116.76933  -146.100     2.581     0.840
 0062     6    36.26219  -116.76933    36.26018  -116.77375  -146.100     2.581     0.840
 0062     7    36.26018  -116.77375    36.25535  -116.77499  -146.100     2.581     0.840
 0062     8    36.25535  -116.77499    36.23701  -116.76413  -146.100     2.581     0.840
 0062     9    36.23701  -116.76413    36.23108  -116.76526  -146.100     2.581     0.840
 0062    10    36.23108  -116.76526    36.22470  -116.77171  -146.100     2.581     0.840
 0062    11    36.22470  -116.77171    36.22150  -116.77261  -146.100     2.581     0.840
 0062    12    36.22150  -116.77261    36.21429  -116.77114  -146.100     2.581     0.840
 0062    13    36.21429  -116.77114    36.18399  -116.76074  -146.100     2.581     0.840
 0062    14    36.18399  -116.76074    36.14472  -116.76436  -146.100     2.581     0.840
 0062    15    36.14472  -116.76436    36.09419  -116.72456  -146.100     2.581     0.840
 0062    16    36.09419  -116.72456    36.06685  -116.74252  -146.100     2.581     0.840
 0062    17    36.06685  -116.74252    36.06225  -116.75307  -146.100     2.581     0.840
 0062    18    36.06225  -116.75307    36.05957  -116.76216  -146.100     2.581     0.840
 0062    19    36.05957  -116.76216    36.05309  -116.76462  -146.100     2.581     0.840
 0062    20    36.05309  -116.76462    36.04743  -116.76254  -146.100     2.581     0.840
 0062    21    36.04743  -116.76254    36.02377  -116.74891  -146.100     2.581     0.840
 0062    22    36.02377  -116.74891    35.99129  -116.72304  -146.100     2.581     0.840
 0062    23    35.99129  -116.72304    35.89179  -116.69038  -146.100     2.581     0.840
 0169     1    34.26115  -118.42055    34.27896  -118.45844    95.100     1.705     0.505
 0169     2    34.27896  -118.45844    34.27385  -118.55724    95.100     1.705     0.505
 0115     1    37.50661  -118.76300    37.60673  -118.80758  -120.400     1.999     0.917
 0115     2    37.60673  -118.80758    37.67064  -118.88740  -120.400     1.999     0.917
 0115     3    37.67064  -118.88740    37.73181  -118.94945  -120.400     1.999     0.917
 2782     1    40.77530  -111.84068    40.76119  -111.86230   -81.800     1.484     1.396
 2782     2    40.76119  -111.86230    40.75653  -111.86441   -81.800     1.484     1.396
 2782     3    40.75653  -111.86441    40.73966  -111.85471   -81.800     1.484     1.396
 2782     4    40.73966  -111.85471    40.72102  -111.86012   -81.800     1.484     1.396
 2782     5    40.72102  -111.86012    40.71249  -111.86355   -81.800     1.484     1.396
 2782     6    40.71249  -111.86355    40.69625  -111.85159   -81.800     1.484     1.396
 2782     7    40.69625  -111.85159    40.67957  -111.83964   -81.800     1.484     1.396
 2782     8    40.67957  -111.83964    40.67055  -111.83145   -81.800     1.484     1.396
 0220     1    33.96896  -118.12595    33.95792  -118.20062    68.900     0.698     0.903
 0220     2    33.95792  -118.20062    34.03264  -118.33496    68.900     0.698     0.903
 0059     1    34.18038  -117.44146    34.17341  -117.45407    98.500     1.273     0.587
 0059     2    34.17341  -117.45407    34.16699  -117.47722    98.500     1.273     0.587
 0059     3    34.16699  -117.47722    34.16741  -117.49540    98.500     1.273     0.587
 0059     4    34.16741  -117.49540    34.16828  -117.52048    98.500     1.273     0.587
 0059     5    34.16828  -117.52048    34.17095  -117.55824    98.500     1.273     0.587
 0059     6    34.17095  -117.55824    34.17179  -117.56877    98.500     1.273     0.587
 0059     7    34.17179  -117.56877    34.16593  -117.57733    98.500     1.273     0.587
 0059     8    34.16593  -117.57733    34.16292  -117.63310    98.500     1.273     0.587
 0059     9    34.16292  -117.63310    34.14843  -117.66266    98.500     1.273     0.587
 0059    10    34.14843  -117.66266    34.12329  -117.74140    98.500     1.273     0.587
 0221     1    33.93107  -118.01783    33.91569  -118.07898    23.600     0.670     1.178
 0221     2    33.91569  -118.07898    33.90710  -118.13831    23.600     0.670     1.178
 0157     1    40.74703  -123.92455    40.80849  -123.95904   106.500     0.321     0.240
 0157     2    40.80849  -123.95904    40.83718  -123.99633   106.500     0.321     0.240
 0157     3    40.83718  -123.99633    40.89953  -124.06962   106.500     0.321     0.240
 0157     4    40.89953  -124.06962    40.93318  -124.11170   106.500     0.321     0.240
 0157     5    40.93318  -124.11170    40.98371  -124.14874   106.500     0.321     0.240
 0157     6    40.98371  -124.14874    41.03211  -124.23320   106.500     0.321     0.240
 0157     7    41.03211  -124.23320    41.13799  -124.27567   106.500     0.321     0.240
 0157     8    41.13799  -124.27567    41.24425  -124.31856   106.500     0.321     0.240
 2783     1    40.49758  -111.83153    40.49122  -111.81241  -105.300     1.152     0.675
 2783     2    40.49122  -111.81241    40.49327  -111.78797  -105.300     1.152     0.675
 2783     3    40.49327  -111.78797    40.48775  -111.77420  -105.300     1.152     0.675
 2783     4    40.48775  -111.77420    40.48489  -111.75083  -105.300     1.152     0.675
 2783     5    40.48489  -111.75083    40.47574  -111.74455  -105.300     1.152     0.675
 2783     6    40.47574  -111.74455    40.46186  -111.75162  -105.300     1.152     0.675
 2783     7    40.46186  -111.75162    40.45421  -111.74704  -105.300     1.152     0.675
 2783     8    40.45421  -111.74704    40.44694  -111.75310  -105.300     1.152     0.675
 2783     9    40.44694  -111.75310    40.43357  -111.75468  -105.300     1.152     0.675
 2783    10    40.43357  -111.75468    40.38915  -111.72921  -105.300     1.152     0.675
 2783    11    40.38915  -111.72921    40.33546  -111.67003  -105.300     1.152     0.675
 2783    12    40.33546  -111.67003    40.31303  -111.65690  -105.300     1.152     0.675
 2790     1    40.32693  -111.63814    40.25378  -111.63174   -88.100     1.031     0.986
 2790     2    40.25378  -111.63174    40.21743  -111.62577   -88.100     1.031     0.986
 2790     3    40.21743  -111.62577    40.17630  -111.59788   -88.100     1.031     0.986
 2790     4    40.17630  -111.59788    40.14851  -111.55566   -88.100     1.031     0.986
 2790     5    40.14851  -111.55566    40.13310  -111.55100   -88.100     1.031     0.986
 2790     6    40.13310  -111.55100    40.12789  -111.55816   -88.100     1.031     0.986
 2790     7    40.12789  -111.55816    40.12171  -111.55816   -88.100     1.031     0.986
 2790     8    40.12171  -111.55816    40.09978  -111.57194   -88.100     1.031     0.986
 2790     9    40.09978  -111.57194    40.08524  -111.57335   -88.100     1.031     0.986
 2790    10    40.08524  -111.57335    40.08459  -111.59278   -88.100     1.031     0.986
 2790    11    40.08459  -111.59278    40.07982  -111.60602   -88.100     1.031     0.986
 2790    12    40.07982  -111.60602    40.06224  -111.62685   -88.100     1.031     0.986
 2790    13    40.06224  -111.62685    40.04856  -111.63412   -88.100     1.031     0.986
 2790    14    40.04856  -111.63412    40.03087  -111.63130   -88.100     1.031     0.986
 2790    15    40.03087  -111.63130    40.02631  -111.63510   -88.100     1.031     0.986
 2790    16    40.02631  -111.63510    40.02078  -111.63532   -88.100     1.031     0.986
 2790    17    40.02078  -111.63532    40.00613  -111.64335   -88.100     1.031     0.986
 2790    18    40.00613  -111.64335    40.00038  -111.65203   -88.100     1.031     0.986
 2790    19    40.00038  -111.65203    39.99311  -111.66723   -88.100     1.031     0.986
 2790    20    39.99311  -111.66723    39.99137  -111.68188   -88.100     1.031     0.986
 2790    21    39.99137  -111.68188    39.97097  -111.70174   -88.100     1.031     0.986
 0036     1    34.03320  -117.74547    33.97237  -117.71028   164.400     3.151     2.276
 0036     2    33.97237  -117.71028    33.88569  -117.62862   164.400     3.151     2.276
 0036     3    33.88569  -117.62862    33.82424  -117.56576   164.400     3.151     2.276
 0043     1    33.68127  -118.06065    33.72571  -118.13114    40.100     1.594     1.531
 0043     2    33.72571  -118.13114    33.74266  -118.17863    40.100     1.594     1.531
 0043     3    33.74266  -118.17863    33.76037  -118.22804    40.100     1.594     1.531
 0043     4    33.76037  -118.22804    33.78210  -118.26902    40.100     1.594     1.531
 0043     5    33.78210  -118.26902    33.80060  -118.31471    40.100     1.594     1.531
 0043     6    33.80060  -118.31471    33.81830  -118.35945    40.100     1.594     1.531
 0043     7    33.81830  -118.35945    33.84590  -118.43655    40.100     1.594     1.531
 0043     8    33.84590  -118.43655    33.87267  -118.50280    40.100     1.594     1.531
 0043     9    33.87267  -118.50280    33.90058  -118.54686    40.100     1.594     1.531
 0043    10    33.90058  -118.54686    33.93407  -118.58630    40.100     1.594     1.531
 0043    11    33.93407  -118.58630    33.96618  -118.60775    40.100     1.594     1.531
 0043    12    33.96618  -118.60775    34.00072  -118.62547    40.100     1.594     1.531
 0065     1    35.89179  -116.69038    35.87480  -116.66400   180.000     0.793     0.384
 0065     2    35.87480  -116.66400    35.84145  -116.62127   180.000     0.793     0.384
 0065     3    35.84145  -116.62127    35.75432  -116.54180   180.000     0.793     0.384
 0065     4    35.75432  -116.54180    35.66712  -116.46254   180.000     0.793     0.384
 0065     5    35.66712  -116.46254    35.63214  -116.44051   180.000     0.793     0.384
 0065     6    35.63214  -116.44051    35.60150  -116.39900   180.000     0.793     0.384
 0070     1    33.18055  -116.58593    33.16260  -116.56500   180.000     0.440     0.299
 0070     2    33.16260  -116.56500    33.13690  -116.52700   180.000     0.440     0.299
 0070     3    33.13690  -116.52700    33.11060  -116.49700   180.000     0.440     0.299
 0070     4    33.11060  -116.49700    33.07177  -116.41229   180.000     0.440     0.299
 0075     1    33.27936  -115.67702    33.22387  -115.69121     0.000     1.093     0.311
 0075     2    33.22387  -115.69121    33.17893  -115.70540     0.000     1.093     0.311
 0075     3    33.17893  -115.70540    33.12776  -115.75888     0.000     1.093     0.311
 0075     4    33.12776  -115.75888    33.07381  -115.80800     0.000     1.093     0.311
 0075     5    33.07381  -115.80800    33.02258  -115.85493     0.000     1.093     0.311
 0077     1    34.06867  -118.10025    34.06122  -118.13036    93.000     0.339     0.259
 0077     2    34.06122  -118.13036    34.06746  -118.23476    93.000     0.339     0.259
 0077     3    34.06746  -118.23476    34.11258  -118.29677    93.000     0.339     0.259
 0091     1    36.79945  -120.75850    36.71373  -120.70175   113.200     1.115     2.039
 0091     2    36.71373  -120.70175    36.62798  -120.64514   113.200     1.115     2.039
 0093     1    36.47943  -120.43829    36.40964  -120.39367   107.100     1.153     3.135
 0093     2    36.40964  -120.39367    36.33982  -120.34914   107.100     1.153     3.135
 0098     1    38.83175  -122.03364    38.77205  -121.97056    91.000     0.236     0.085
 0098     2    38.77205  -121.97056    38.71232  -121.90759    91.000     0.236     0.085
 0098     3    38.71232  -121.90759    38.62386  -121.87792    91.000     0.236     0.085
 0099     1    38.68803  -122.09213    38.60982  -122.04551    57.800     1.354     1.460
 0099     2    38.60982  -122.04551    38.53158  -121.99900    57.800     1.354     1.460
 0100     1    38.52846  -122.04737    38.43972  -122.02940    62.900     1.357     2.074
 0100     2    38.43972  -122.02940    38.36322  -121.98780    62.900     1.357     2.074
 0100     3    38.36322  -121.98780    38.28670  -121.94630    62.900     1.357     2.074
 0101     1    38.28078  -121.93148    38.18205  -121.90953    95.900     1.728     0.736
 0101     2    38.18205  -121.90953    38.08331  -121.88764    95.900     1.728     0.736
 0101     3    38.08331  -121.88764    38.03651  -121.90460    95.900     1.728     0.736
 0105     1    37.73443  -121.52409    37.64291  -121.42896   115.900     0.689     1.598
 0105     2    37.64291  -121.42896    37.55130  -121.33408   115.900     0.689     1.598
 0105     3    37.55130  -121.33408    37.45962  -121.23946   115.900     0.689     1.598
 0105     4    37.45962  -121.23946    37.36785  -121.14510   115.900     0.689     1.598
 0105     5    37.36785  -121.14510    37.27600  -121.05100   115.900     0.689     1.598
 0106     1    37.24500  -121.09500    37.16868  -121.04214   118.200     1.121     2.004
 0106     2    37.16868  -121.04214    37.09232  -120.98939   118.200     1.121     2.004
 0107     1    37.10314  -120.98671    37.00493  -120.90720    98.800     1.606     1.730
 0107     2    37.00493  -120.90720    36.90664  -120.82793    98.800     1.606     1.730
 0107     3    36.90664  -120.82793    36.80830  -120.74888    98.800     1.606     1.730
 0109     1    37.50736  -121.54175    37.62192  -121.61777   180.000     0.875     0.207
 0109     2    37.62192  -121.61777    37.67132  -121.66320   180.000     0.875     0.207
 0109     3    37.67132  -121.66320    37.72971  -121.71828   180.000     0.875     0.207
 0109     4    37.72971  -121.71828    37.78807  -121.77345   180.000     0.875     0.207
 0109     5    37.78807  -121.77345    37.82729  -121.80174   180.000     0.875     0.207
 0109     6    37.82729  -121.80174    37.87150  -121.87529   180.000     0.875     0.207
 0146     1    40.76400  -124.23100    40.79600  -124.35200   146.600     3.470     2.136
 0146     2    40.79600  -124.35200    40.86852  -124.41343   146.600     3.470     2.136
 0146     3    40.86852  -124.41343    40.94100  -124.47499   146.600     3.470     2.136
 0146     4    40.94100  -124.47499    40.97252  -124.55795   146.600     3.470     2.136
 0146     5    40.97252  -124.55795    41.00400  -124.64099   146.600     3.470     2.136
 0152     1    35.80238  -119.92196    35.74423  -119.86698   149.100     0.578     0.862
 0152     2    35.74423  -119.86698    35.68604  -119.81209   149.100     0.578     0.862
 0152     3    35.68604  -119.81209    35.62782  -119.75727   149.100     0.578     0.862
 0152     4    35.62782  -119.75727    35.56957  -119.70254   149.100     0.578     0.862
 0174     1    36.35759  -121.50309    36.40017  -121.59573   180.000     1.210     0.397
 0174     2    36.40017  -121.59573    36.43872  -121.64890   180.000     1.210     0.397
 0174     3    36.43872  -121.64890    36.46929  -121.73531   180.000     1.210     0.397
 0174     4    36.46929  -121.73531    36.52714  -121.80039   180.000     1.210     0.397
 0174     5    36.52714  -121.80039    36.58495  -121.86559   180.000     1.210     0.397
 0174     6    36.58495  -121.86559    36.69931  -121.93792   180.000     1.210     0.397
 0174     7    36.69931  -121.93792    36.81360  -122.01049   180.000     1.210     0.397
 0174     8    36.81360  -122.01049    36.86745  -122.06628   180.000     1.210     0.397
 0174     9    36.86745  -122.06628    36.92128  -122.12216   180.000     1.210     0.397
 0177     1    37.82347  -121.92242    37.85258  -122.00953   114.500     0.711     0.516
 0177     2    37.85258  -122.00953    37.87010  -122.02586   114.500     0.711     0.516
 0177     3    37.87010  -122.02586    37.89918  -122.04512   114.500     0.711     0.516
 0181     1    33.59104  -117.91455    33.50804  -117.79886   180.000     0.795     0.074
 0181     2    33.50804  -117.79886    33.45524  -117.74348   180.000     0.795     0.074
 0181     3    33.45524  -117.74348    33.40241  -117.68819   180.000     0.795     0.074
 0181     4    33.40241  -117.68819    33.32698  -117.61770   180.000     0.795     0.074
 0181     5    33.32698  -117.61770    33.25150  -117.54735   180.000     0.795     0.074
 0181     6    33.25150  -117.54735    33.21629  -117.48698   180.000     0.795     0.074
 0181     7    33.21629  -117.48698    33.15593  -117.42914   180.000     0.795     0.074
 0184     1    34.31878  -119.42508    34.30130  -119.47553    88.600     0.407     0.344
 0184     2    34.30130  -119.47553    34.29743  -119.50973    88.600     0.407     0.344
 0184     3    34.29743  -119.50973    34.30024  -119.55928    88.600     0.407     0.344
 0184     4    34.30024  -119.55928    34.29809  -119.60473    88.600     0.407     0.344
 0184     5    34.29809  -119.60473    34.29404  -119.64368    88.600     0.407     0.344
 0184     6    34.29404  -119.64368    34.31109  -119.71721    88.600     0.407     0.344
 0184     7    34.31109  -119.71721    34.33358  -119.78853    88.600     0.407     0.344
 0184     8    34.33358  -119.78853    34.35373  -119.90947    88.600     0.407     0.344
 0184     9    34.35373  -119.90947    34.39139  -119.93463    88.600     0.407     0.344
 0190     1    34.22872  -118.45388    34.24841  -118.51446    88.300     0.494     0.156
 0190     2    34.24841  -118.51446    34.25968  -118.56512    88.300     0.494     0.156
 0190     3    34.25968  -118.56512    34.30166  -118.65550    88.300     0.494     0.156
 0190     4    34.30166  -118.65550    34.30080  -118.70571    88.300     0.494     0.156
 0191     1    34.25230  -119.67800    34.26140  -119.60600    92.400     0.521     0.102
 0191     2    34.26140  -119.60600    34.25040  -119.51500    92.400     0.521     0.102
 0191     3    34.25040  -119.51500    34.23380  -119.43200    92.400     0.521     0.102
 0191     4    34.23380  -119.43200    34.23150  -119.35100    92.400     0.521     0.102
 0191     5    34.23150  -119.35100    34.25150  -119.27300    92.400     0.521     0.102
 0210     1    34.12149  -115.98907    34.15398  -116.02888   180.000     1.130     0.221
 0210     2    34.15398  -116.02888    34.20586  -116.06131   180.000     1.130     0.221
 0210     3    34.20586  -116.06131    34.29145  -116.12356   180.000     1.130     0.221
 0210     4    34.29145  -116.12356    34.39130  -116.17543   180.000     1.130     0.221
 0210     5    34.39130  -116.17543    34.47041  -116.25195   180.000     1.130     0.221
 0210     6    34.47041  -116.25195    34.47948  -116.25713   180.000     1.130     0.221
 0210     7    34.47948  -116.25713    34.49116  -116.25713   180.000     1.130     0.221
 0210     8    34.49116  -116.25713    34.56248  -116.33364   180.000     1.130     0.221
 0210     9    34.56248  -116.33364    34.63381  -116.37643   180.000     1.130     0.221
 0210    10    34.63381  -116.37643    34.69735  -116.40627   180.000     1.130     0.221
 0210    11    34.69735  -116.40627    34.75767  -116.44579   180.000     1.130     0.221
 0210    12    34.75767  -116.44579    34.81796  -116.48537   180.000     1.130     0.221
 0213     1    34.29189  -119.58951    34.30243  -119.68841    88.700     0.799     0.150
 0213     2    34.30243  -119.68841    34.31109  -119.71721    88.700     0.799     0.150
 0213     3    34.31109  -119.71721    34.31672  -119.74472    88.700     0.799     0.150
 0213     4    34.31672  -119.74472    34.33454  -119.83937    88.700     0.799     0.150
 0213     5    34.33454  -119.83937    34.34339  -119.90106    88.700     0.799     0.150
 0213     6    34.34339  -119.90106    34.36939  -119.95482    88.700     0.799     0.150
 0223     1    36.75499  -121.20730    36.81047  -121.25795   180.000     1.650     1.100
 0223     2    36.81047  -121.25795    36.85596  -121.29735   180.000     1.650     1.100
 0223     3    36.85596  -121.29735    36.89357  -121.33534   180.000     1.650     1.100
 0223     4    36.89357  -121.33534    36.93768  -121.37575   180.000     1.650     1.100
 0229     1    36.98756  -122.24276    36.94961  -122.16395   180.000     1.215     0.363
 0229     2    36.94961  -122.16395    36.91161  -122.08523   180.000     1.215     0.363
 0229     3    36.91161  -122.08523    36.84160  -122.02180   180.000     1.215     0.363
 0229     4    36.84160  -122.02180    36.80062  -121.99073   180.000     1.215     0.363
 0229     5    36.80062  -121.99073    36.72562  -121.89617   180.000     1.215     0.363
 0229     6    36.72562  -121.89617    36.69627  -121.81252   180.000     1.215     0.363
 0229     7    36.69627  -121.81252    36.67446  -121.76346   180.000     1.215     0.363
 0229     8    36.67446  -121.76346    36.64715  -121.69318   180.000     1.215     0.363
 0229     9    36.64715  -121.69318    36.58147  -121.63099   180.000     1.215     0.363
 0229    10    36.58147  -121.63099    36.56294  -121.57170   180.000     1.215     0.363
 0229    11    36.56294  -121.57170    36.48570  -121.50869   180.000     1.215     0.363
 0229    12    36.48570  -121.50869    36.43736  -121.46363   180.000     1.215     0.363
 0229    13    36.43736  -121.46363    36.35922  -121.35785   180.000     1.215     0.363
 0229    14    36.35922  -121.35785    36.26658  -121.30544   180.000     1.215     0.363
 0229    15    36.26658  -121.30544    36.20935  -121.24901   180.000     1.215     0.363
 0231     1    36.20935  -121.24901    36.12691  -121.16389   180.000     1.725     0.453
 0231     2    36.12691  -121.16389    36.08953  -121.13214   180.000     1.725     0.453
 0231     3    36.08953  -121.13214    36.02763  -121.06828   180.000     1.725     0.453
 0231     4    36.02763  -121.06828    35.93310  -121.00323   180.000     1.725     0.453
 0231     5    35.93310  -121.00323    35.88708  -120.96700   180.000     1.725     0.453
 0231     6    35.88708  -120.96700    35.81184  -120.90353   180.000     1.725     0.453
 0231     7    35.81184  -120.90353    35.72730  -120.82137   180.000     1.725     0.453
 0231     8    35.72730  -120.82137    35.68670  -120.77665   180.000     1.725     0.453
 0231     9    35.68670  -120.77665    35.64417  -120.71813   180.000     1.725     0.453
 0231    10    35.64417  -120.71813    35.57253  -120.66970   180.000     1.725     0.453
 0231    11    35.57253  -120.66970    35.51539  -120.63578   180.000     1.725     0.453
 0231    12    35.51539  -120.63578    35.46358  -120.61787   180.000     1.725     0.453
 0231    13    35.46358  -120.61787    35.41377  -120.58937   180.000     1.725     0.453
 0231    14    35.41377  -120.58937    35.37442  -120.56070   180.000     1.725     0.453
 0231    15    35.37442  -120.56070    35.30173  -120.49332   180.000     1.725     0.453
 0242     1    34.31781  -118.28003    34.33110  -118.30100   148.800     0.901     0.680
 0242     2    34.33110  -118.30100    34.37050  -118.42800   148.800     0.901     0.680
 0242     3    34.37050  -118.42800    34.39470  -118.48900   148.800     0.901     0.680
 0242     4    34.39470  -118.48900    34.43630  -118.56100   148.800     0.901     0.680
 0242     5    34.43630  -118.56100    34.51420  -118.64400   148.800     0.901     0.680
 0242     6    34.51420  -118.64400    34.56060  -118.69600   148.800     0.901     0.680
