#FaultID	MinisectionID	StartLat	StartLon	EndLat	EndLon	Rake	SlipRate(mm/y)	StdDev
1	1	35.74054	-117.74953	35.81665	-117.76492	-90.0	0.754	0.2
1	2	35.81665	-117.76492	35.91292	-117.78146	-90.0	0.754	0.2
1	3	35.91292	-117.78146	35.99371	-117.76387	-90.0	0.754	0.2
1	4	35.99371	-117.76387	36.03181	-117.76424	-90.0	0.754	0.2
1	5	36.03181	-117.76424	36.04371	-117.77171	-90.0	0.754	0.2
1	6	36.04371	-117.77171	36.06619	-117.76181	-90.0	0.754	0.2
1	7	36.06619	-117.76181	36.09006	-117.76664	-90.0	0.754	0.2
1	8	36.09006	-117.76664	36.15812	-117.75441	-90.0	0.754	0.2
2	1	40.201	-121.129	40.24237	-121.15368	-135.0	2.0	1.125
2	2	40.24237	-121.15368	40.28852	-121.15994	-135.0	2.0	1.125
2	3	40.28852	-121.15994	40.38504	-121.23453	-135.0	2.0	1.125
2	4	40.38504	-121.23453	40.49096	-121.25484	-135.0	2.0	1.125
3	1	34.0202	-118.552	33.99192	-118.64926	60.0	0.527	0.2
3	2	33.99192	-118.64926	33.9731	-118.743	60.0	0.527	0.2
3	3	33.9731	-118.743	33.9581	-118.819	60.0	0.527	0.2
3	4	33.9581	-118.819	33.9474	-118.935	60.0	0.527	0.2
3	5	33.9474	-118.935	33.9698	-119.02	60.0	0.527	0.2
3	6	33.9698	-119.02	33.9748	-119.145	60.0	0.527	0.2
3	7	33.9748	-119.145	33.9388	-119.228	60.0	0.916	0.2
5	1	33.7779	-117.94545	33.80593	-117.98024	90.0	0.344076	0.05
5	2	33.80593	-117.98024	33.84329	-118.02666	90.0	0.344076	0.05
5	3	33.84329	-118.02666	33.87827	-118.06527	90.0	0.320062	0.05
6	1	36.3944	-117.4596	36.33586	-117.4394	180.0	0.6351	0.2
6	2	36.33586	-117.4394	36.31278	-117.42684	180.0	0.6351	0.2
6	3	36.31278	-117.42684	36.28315	-117.41991	180.0	0.6351	0.2
6	4	36.28315	-117.41991	36.25367	-117.4191	180.0	0.6351	0.2
6	5	36.25367	-117.4191	36.229	-117.40568	180.0	0.6351	0.2
6	6	36.229	-117.40568	36.16482	-117.37966	180.0	0.6351	0.2
6	7	36.16482	-117.37966	36.10473	-117.34282	180.0	0.6351	0.2
6	8	36.10473	-117.34282	36.05056	-117.33019	180.0	0.6351	0.2
6	9	36.05056	-117.33019	35.97651	-117.29209	180.0	0.6351	0.2
7	1	34.92186	-115.92044	35.01702	-115.98273	180.0	0.072	0.05
7	2	35.01702	-115.98273	35.11213	-116.04519	180.0	0.072	0.05
7	3	35.11213	-116.04519	35.20719	-116.10782	180.0	0.072	0.05
7	4	35.20719	-116.10782	35.267456	-116.153366	180.0	0.072	0.05
7	5	35.267456	-116.153366	35.3277	-116.19899	180.0	0.072	0.05
7	6	35.3277	-116.19899	35.42307	-116.226036	180.0	0.072	0.05
7	7	35.42307	-116.226036	35.51841	-116.25315	180.0	0.072	0.05
7	8	35.51841	-116.25315	35.56638	-116.31527	180.0	0.072	0.05
7	9	35.56638	-116.31527	35.58964	-116.37981	180.0	0.072	0.05
8	1	38.99726	-122.49936	39.08996	-122.59732	180.0	4.586	2.0
8	2	39.08996	-122.59732	39.15179	-122.65323	180.0	5.0	2.0
8	3	39.15179	-122.65323	39.21585	-122.75552	180.0	4.873	2.0
8	4	39.21585	-122.75552	39.282986	-122.81235	180.0	5.0	2.0
8	5	39.282986	-122.81235	39.35009	-122.86929	180.0	5.0	2.0
8	6	39.35009	-122.86929	39.39771	-122.91976	180.0	5.0	2.0
8	7	39.39771	-122.91976	39.4664	-122.95553	180.0	5.0	2.0
8	8	39.4664	-122.95553	39.52238	-123.00285	180.0	5.0	2.0
8	9	39.52238	-123.00285	39.57834	-123.05026	180.0	5.0	2.0
8	10	39.57834	-123.05026	39.65001	-123.12053	180.0	5.0	2.0
8	11	39.65001	-123.12053	39.69494	-123.15794	180.0	5.0	2.0
8	12	39.69494	-123.15794	39.72038	-123.21711	180.0	4.586	2.0
8	13	39.72038	-123.21711	39.75486	-123.24577	180.0	4.586	2.0
8	14	39.75486	-123.24577	39.80548	-123.28762	180.0	4.586	2.0
8	15	39.80548	-123.28762	39.90005	-123.33892	180.0	4.586	2.0
8	16	39.90005	-123.33892	39.96296	-123.39605	180.0	4.586	2.0
8	17	39.96296	-123.39605	40.0303	-123.43804	180.0	4.586	2.0
8	18	40.0303	-123.43804	40.07723	-123.42427	180.0	4.586	2.0
8	19	40.07723	-123.42427	40.17096	-123.44954	180.0	4.586	2.0
8	20	40.17096	-123.44954	40.20732	-123.49065	180.0	4.586	2.0
9	1	40.39736	-122.17135	40.40716	-122.1133	90.0	0.1	0.125
9	2	40.40716	-122.1133	40.42348	-122.07774	90.0	0.1	0.125
9	3	40.42348	-122.07774	40.43006	-122.03165	90.0	0.178	0.125
9	4	40.43006	-122.03165	40.44586	-121.97998	90.0	0.178	0.125
9	5	40.44586	-121.97998	40.44608	-121.95331	90.0	0.178	0.125
9	6	40.44608	-121.95331	40.45826	-121.90307	90.0	0.178	0.125
9	7	40.45826	-121.90307	40.46686	-121.84084	90.0	0.178	0.125
9	8	40.46686	-121.84084	40.46599	-121.81094	90.0	0.178	0.125
10	1	40.34101	-124.12133	40.43662	-124.21092	90.0	0.0141	0.05
10	2	40.43662	-124.21092	40.44781	-124.30343	90.0	0.0141	0.05
10	3	40.44781	-124.30343	40.45894	-124.39597	90.0	0.0141	0.05
10	4	40.45894	-124.39597	40.491497	-124.47698	90.0	0.0141	0.05
10	5	40.491497	-124.47698	40.52401	-124.55808	90.0	0.0141	0.05
10	6	40.52401	-124.55808	40.59973	-124.70078	90.0	0.0141	0.05
11	1	38.22547	-122.46963	38.29239	-122.53673	180.0	0.0141	0.05
11	2	38.29239	-122.53673	38.37576	-122.59186	180.0	0.0141	0.05
11	3	38.37576	-122.59186	38.43466	-122.64652	180.0	0.0141	0.05
11	4	38.43466	-122.64652	38.48029	-122.65549	180.0	0.0141	0.05
12	1	35.28026	-116.66601	35.27059	-116.61279	0.0	0.01	0.05
12	2	35.27059	-116.61279	35.22852	-116.50688	0.0	0.01	0.05
12	3	35.22852	-116.50688	35.2276	-116.45768	0.0	0.01	0.05
13	1	41.00086	-124.04637	41.05227	-124.06176	90.0	0.6519	0.175
13	2	41.05227	-124.06176	41.08354	-124.08091	90.0	0.6519	0.175
13	3	41.08354	-124.08091	41.11488	-124.09162	90.0	0.6519	0.175
13	4	41.11488	-124.09162	41.14432	-124.10195	90.0	0.6519	0.175
13	5	41.14432	-124.10195	41.1927	-124.1106	90.0	0.6519	0.175
13	6	41.1927	-124.1106	41.22349	-124.13159	90.0	0.6519	0.175
13	7	41.22349	-124.13159	41.286007	-124.17326	90.0	0.6519	0.175
13	8	41.286007	-124.17326	41.34851	-124.21502	90.0	0.6519	0.175
13	9	41.34851	-124.21502	41.40357	-124.24503	90.0	0.6519	0.175
13	10	41.40357	-124.24503	41.46798	-124.27341	90.0	0.6519	0.175
13	11	41.46798	-124.27341	41.55917	-124.35793	90.0	0.6519	0.175
13	12	41.55917	-124.35793	41.65595	-124.42645	90.0	0.6519	0.175
13	13	41.65595	-124.42645	41.777042	-124.44509	90.0	0.6519	0.175
13	14	41.777042	-124.44509	41.89812	-124.46381	90.0	0.6519	0.175
13	15	41.89812	-124.46381	41.9464	-124.51038	90.0	0.6519	0.175
13	16	41.9464	-124.51038	41.99637	-124.59484	90.0	0.6519	0.175
13	17	41.99637	-124.59484	42.05122	-124.64301	90.0	0.6519	0.175
13	18	42.05122	-124.64301	42.14403	-124.67847	90.0	0.6519	0.175
13	19	42.14403	-124.67847	42.25195	-124.70946	90.0	0.6519	0.175
13	20	42.25195	-124.70946	42.33455	-124.74921	90.0	0.6519	0.175
14	1	34.66789	-119.35657	34.68741	-119.29654	90.0	0.4632	0.05
14	2	34.68741	-119.29654	34.70893	-119.25966	90.0	0.4632	0.05
14	3	34.70893	-119.25966	34.72315	-119.21475	90.0	0.4632	0.05
