#FaultID	MinisectionID	StartLat	StartLon	EndLat	EndLon	Rake	SlipRate(mm/y)	StdDev
7500	1	19.478554	-67.923096	19.568903	-67.079185	90.0	0.03	0.003
7500	2	19.568903	-67.079185	19.60735	-66.30256	90.0	0.04	0.004
7500	3	19.60735	-66.30256	19.672714	-65.564445	90.0	0.03	0.003
7500	4	19.672714	-65.564445	19.608858	-64.67781	90.0	0.06	0.006
7500	5	19.608858	-64.67781	19.655521	-63.894337	90.0	0.08	0.008
7500	6	19.655521	-63.894337	19.500792	-63.14033	90.0	0.11	0.011000000000000001
7500	7	19.500792	-63.14033	18.42259	-60.922527	90.0	0.13	0.013000000000000001
7501	1	20.176981	-70.884285	20.142412	-70.73326	90.0	1.76	0.17600000000000002
7501	2	20.142412	-70.73326	20.123775	-70.65005	90.0	1.76	0.17600000000000002
7501	3	20.123775	-70.65005	20.109474	-70.588936	90.0	1.76	0.17600000000000002
7501	4	20.109474	-70.588936	20.089104	-70.50139	90.0	1.76	0.17600000000000002
7501	5	20.089104	-70.50139	20.0722	-70.42511	90.0	1.76	0.17600000000000002
7501	6	20.0722	-70.42511	20.054775	-70.35397	90.0	1.76	0.17600000000000002
7501	7	20.054775	-70.35397	20.039543	-70.2913	90.0	1.76	0.17600000000000002
7501	8	20.039543	-70.2913	20.02344	-70.22341	90.0	1.76	0.17600000000000002
7501	9	20.02344	-70.22341	20.007338	-70.15987	90.0	1.76	0.17600000000000002
7501	10	20.007338	-70.15987	19.99167	-70.093285	90.0	1.76	0.17600000000000002
7501	11	19.99167	-70.093285	19.986128	-70.0712	90.0	1.76	0.17600000000000002
7501	12	19.986128	-70.0712	19.953373	-69.96925	90.0	1.76	0.17600000000000002
7501	13	19.953373	-69.96925	19.931612	-69.90136	90.0	1.76	0.17600000000000002
7501	14	19.931612	-69.90136	19.910723	-69.83739	90.0	1.76	0.17600000000000002
7501	15	19.910723	-69.83739	19.889399	-69.77994	90.0	1.76	0.17600000000000002
7501	16	19.889399	-69.77994	19.866333	-69.72075	90.0	1.76	0.17600000000000002
7501	17	19.866333	-69.72075	19.855785	-69.69327	90.0	1.76	0.17600000000000002
7501	18	19.855785	-69.69327	19.833693	-69.62849	90.0	1.76	0.17600000000000002
7501	19	19.833693	-69.62849	19.811497	-69.5619	90.0	1.76	0.17600000000000002
7501	20	19.811497	-69.5619	19.791477	-69.50097	90.0	1.76	0.17600000000000002
7501	21	19.791477	-69.50097	19.77705	-69.46198	90.0	1.76	0.17600000000000002
7501	22	19.77705	-69.46198	19.750568	-69.40131	90.0	1.76	0.17600000000000002
7501	23	19.750568	-69.40131	19.727068	-69.34821	90.0	1.76	0.17600000000000002
7501	24	19.727068	-69.34821	19.703236	-69.29467	90.0	1.76	0.17600000000000002
7501	25	19.703236	-69.29467	19.683546	-69.22375	90.0	1.76	0.17600000000000002
7501	26	19.683546	-69.22375	19.661352	-69.14106	90.0	1.76	0.17600000000000002
7501	27	19.661352	-69.14106	19.637415	-69.06185	90.0	1.76	0.17600000000000002
7501	28	19.637415	-69.06185	19.616526	-68.99701	90.0	1.76	0.17600000000000002
7501	29	19.616526	-68.99701	19.594975	-68.9256	90.0	1.76	0.17600000000000002
7501	30	19.594975	-68.9256	19.581274	-68.85687	90.0	1.76	0.17600000000000002
7501	31	19.581274	-68.85687	19.57037	-68.802574	90.0	1.76	0.17600000000000002
