8.01,1.8912
8.02,1.7625
8.03,2.5918
8.04,2.476
8.05,3.0409
8.06,3.5444
8.07,3.5702
8.08,3.0929
8.09,1.9381
8.1,1.0981
8.11,0.90424
44.01,2.9802
44.02,2.0972
44.03,2.6744
108.01,3.2951
108.02,3.7825
108.03,3.9761
108.04,3.424
108.05,3.0891
109.01,0.38356
109.02,0.41026
109.03,0.45047
109.04,0.45947
109.05,0.53255
109.06,0.52531
110.01,0.77074
110.02,0.59519
110.03,0.4488
110.04,0.4397
124.01,2.7235
124.02,3.1799
124.03,3.3558
124.04,3.1455
124.05,2.6162
125.01,2.7344
125.02,1.9492
125.03,2.0435
125.04,1.6278
125.05,1.9205
155.01,2.4599
155.02,1.964
155.03,3.6791
155.04,5.5912
155.05,5.9729
155.06,3.3759
155.07,2.0925
155.08,2.45
155.09,3.464
155.1,2.8558
155.11,3.5663
155.12,5.0689
155.13,4.7695
155.14,2.8274
271.01,0.64469
271.02,0.67423
271.03,0.94945
271.04,0.43
271.05,0.30718
271.06,2.8044
708.02,1.031
708.03,1.1962
708.04,0.70465
708.05,1.0179
708.06,6.2556
709.01,9.8119
709.02,10.455
709.03,17.832
710.01,20.772
710.02,24.242
710.03,26.562
710.04,20.44
710.05,22.505
710.06,26.639
710.07,25.903
710.08,18.669
710.09,10.601
710.1,22.369
710.11,23.405
710.12,19.423
710.13,21.141
711.01,0.98995
711.02,0.60854
711.03,1.0872
711.04,1.1472
711.05,2.3033
711.06,8.3032
711.07,9.4932
711.08,10.978
711.09,13.169
712.01,0.74227
712.02,0.51813
712.03,0.36845
712.04,0.57431
712.05,0.6445
712.06,0.52551
712.07,0.51192
712.08,0.78589
712.09,0.79396
712.1,1.0677
712.11,1.679
901.01,4.0558
901.02,6.634
901.03,5.155
901.04,4.4869
901.05,2.6289
901.06,2.3177
902.01,3.2329
902.02,2.4292
902.03,4.0631
902.04,4.4206
902.05,4.2713
902.06,2.8756
903.01,1.7257
903.02,1.7257
903.03,1.7257
903.04,1.6456
903.05,1.6706
903.06,1.4699
903.07,1.7806
903.08,2.592
903.09,2.2007
903.1,1.0334
903.11,1.6134
903.12,4.5281
920.01,6.7204
920.02,7.9181
920.03,6.469
920.04,3.4102
920.05,6.0439
920.06,4.7572
920.07,6.778
921.01,10.982
921.02,12.839
921.03,12.886
921.04,12.886
922.01,6.1029
922.02,6.1029
922.03,6.1916
922.04,8.884
922.05,8.6343
922.06,9.0768
922.07,9.0768
922.08,7.7708
922.09,9.0521
922.1,7.5304
922.11,7.5304
923.01,3.5065
923.02,3.5065
923.03,4.4942
923.04,3.6061
923.05,3.4679
923.06,1.6655
923.07,0.98436
923.08,0.64849
923.09,0.64849
923.1,0.64849
923.11,0.7816
923.12,0.7816
923.13,0.7816
923.14,2.1016
126.01,23.222
126.02,9.982
126.03,11.234
126.04,16.627
126.05,17.913
126.06,5.6461
283.01,4.2082
283.02,4.9592
283.03,5.6627
283.04,5.6661
283.05,6.2278
283.06,6.2534
283.07,6.4314
283.08,4.9078
700.01,2.1933
700.02,2.2718
700.03,2.0947
700.04,1.4188
700.05,1.7843
700.06,2.3796
