segment Mexico
29.072 -112.183
29.074 -112.186
29.074 -112.184
29.079 -112.179
29.099 -112.166
29.11 -112.162
29.114 -112.162
29.134 -112.171
29.152 -112.182
29.155 -112.193
29.158 -112.196
29.165 -112.191
29.174 -112.195
29.177 -112.199
29.178 -112.202
29.179 -112.207
29.179 -112.214
29.177 -112.219
29.177 -112.223
29.18 -112.224
29.197 -112.217
29.24 -112.203
29.256 -112.206
29.273 -112.211
29.279 -112.216
29.283 -112.22
29.305 -112.231
29.322 -112.248
29.325 -112.255
29.328 -112.27
29.328 -112.288
29.324 -112.302
29.322 -112.314
29.319 -112.321
29.318 -112.325
29.319 -112.329
29.322 -112.333
29.322 -112.337
29.316 -112.344
29.317 -112.347
29.312 -112.347
29.305 -112.343
29.304 -112.338
29.297 -112.335
29.293 -112.332
29.288 -112.333
29.288 -112.337
29.296 -112.34
29.3 -112.341
29.307 -112.349
29.318 -112.354
29.322 -112.363
29.322 -112.37
29.322 -112.374
29.333 -112.399
29.337 -112.405
29.344 -112.409
29.369 -112.414
29.375 -112.418
29.404 -112.399
29.421 -112.39
29.443 -112.38
29.459 -112.376
29.469 -112.375
29.478 -112.377
29.493 -112.382
29.499 -112.389
29.5 -112.392
29.498 -112.396
29.501 -112.407
29.514 -112.425
29.516 -112.427
29.519 -112.426
29.524 -112.426
29.53 -112.43
29.538 -112.427
29.545 -112.428
29.553 -112.431
29.572 -112.452
29.578 -112.457
29.584 -112.472
29.588 -112.477
29.599 -112.483
29.604 -112.49
29.614 -112.497
29.616 -112.506
29.628 -112.509
29.639 -112.515
29.645 -112.521
29.661 -112.524
29.668 -112.532
29.67 -112.534
29.684 -112.541
29.694 -112.55
29.696 -112.559
29.699 -112.563
29.703 -112.571
29.713 -112.58
29.731 -112.587
29.741 -112.589
29.752 -112.599
29.77 -112.605
29.774 -112.608
29.779 -112.608
29.786 -112.612
29.798 -112.626
29.803 -112.63
29.812 -112.632
29.817 -112.638
29.837 -112.652
29.848 -112.649
29.858 -112.649
29.87 -112.652
29.88 -112.656
29.888 -112.661
29.905 -112.681
29.902 -112.69
29.908 -112.697
29.911 -112.704
29.91 -112.712
29.903 -112.727
29.906 -112.738
29.911 -112.743
29.918 -112.746
29.938 -112.738
29.94 -112.738
29.946 -112.737
29.954 -112.741
29.965 -112.74
29.988 -112.732
29.996 -112.732
30 -112.733
30.013 -112.737
30.017 -112.737
30.038 -112.743
30.058 -112.76
30.065 -112.762
30.076 -112.76
30.083 -112.76
30.107 -112.755
30.122 -112.751
30.128 -112.754
30.165 -112.752
30.186 -112.755
30.226 -112.773
30.228 -112.776
30.249 -112.796
30.25 -112.8
30.258 -112.807
30.27 -112.834
30.27 -112.848
30.264 -112.855
30.267 -112.861
30.269 -112.862
30.271 -112.857
30.293 -112.847
30.294 -112.847
30.317 -112.845
30.327 -112.844
30.382 -112.851
30.389 -112.853
30.409 -112.863
30.417 -112.868
30.425 -112.873
30.448 -112.892
30.454 -112.894
30.457 -112.896
30.492 -112.931
30.516 -112.961
30.531 -112.977
30.535 -112.978
30.533 -112.983
30.533 -112.987
30.578 -113.016
30.591 -113.029
30.634 -113.057
30.661 -113.075
30.703 -113.094
30.721 -113.095
30.727 -113.099
30.745 -113.101
30.752 -113.103
30.766 -113.106
30.812 -113.127
30.816 -113.127
30.821 -113.121
30.831 -113.114
30.855 -113.108
30.87 -113.106
30.874 -113.106
30.881 -113.102
30.927 -113.097
30.959 -113.097
30.965 -113.096
30.968 -113.093
31.003 -113.103
31.024 -113.113
31.053 -113.123
31.063 -113.122
31.066 -113.119
31.064 -113.118
31.059 -113.115
31.052 -113.117
31.032 -113.11
31.019 -113.104
31.015 -113.097
31.007 -113.093
30.998 -113.092
30.99 -113.093
30.983 -113.089
30.977 -113.081
30.983 -113.082
30.991 -113.078
30.996 -113.075
30.999 -113.068
31 -113.067
31.003 -113.066
31.008 -113.071
31.011 -113.071
31.015 -113.062
31.032 -113.055
31.038 -113.055
31.048 -113.052
31.053 -113.053
31.069 -113.05
31.075 -113.051
31.076 -113.05
31.076 -113.047
31.08 -113.045
31.085 -113.046
31.099 -113.041
31.105 -113.042
31.11 -113.04
31.112 -113.043
31.115 -113.047
31.117 -113.047
31.122 -113.044
31.129 -113.043
31.133 -113.04
31.145 -113.039
31.153 -113.04
31.163 -113.035
31.169 -113.036
31.17 -113.044
31.177 -113.052
31.171 -113.057
31.172 -113.067
31.173 -113.068
31.184 -113.067
31.187 -113.075
31.19 -113.072
31.198 -113.078
31.2 -113.079
31.202 -113.084
31.21 -113.087
31.213 -113.097
31.222 -113.104
31.224 -113.109
31.23 -113.124
31.23 -113.127
31.223 -113.136
31.22 -113.155
31.218 -113.158
31.213 -113.152
31.211 -113.143
31.205 -113.139
31.209 -113.132
31.206 -113.125
31.202 -113.124
31.2 -113.124
31.198 -113.12
31.2 -113.112
31.193 -113.109
31.19 -113.111
31.189 -113.118
31.194 -113.131
31.217 -113.173
31.218 -113.18
31.225 -113.193
31.23 -113.2
31.239 -113.206
31.244 -113.206
31.244 -113.218
31.24 -113.233
31.243 -113.256
31.248 -113.28
31.251 -113.289
31.256 -113.318
31.269 -113.369
31.27 -113.375
31.277 -113.423
31.279 -113.428
31.285 -113.435
31.285 -113.439
31.28 -113.443
31.286 -113.464
31.287 -113.484
31.292 -113.501
31.293 -113.513
31.298 -113.545
31.302 -113.549
31.305 -113.548
31.307 -113.544
31.311 -113.545
31.325 -113.572
31.327 -113.621
31.336 -113.632
31.339 -113.636
31.343 -113.639
31.346 -113.636
31.346 -113.631
31.334 -113.611
31.333 -113.605
31.337 -113.601
31.346 -113.608
31.356 -113.606
31.372 -113.61
31.377 -113.609
31.385 -113.615
31.395 -113.616
31.409 -113.624
31.425 -113.63
31.438 -113.627
31.452 -113.628
31.46 -113.63
31.478 -113.639
31.488 -113.647
31.503 -113.662
31.51 -113.673
31.519 -113.687
31.541 -113.743
31.544 -113.755
31.549 -113.766
31.554 -113.768
31.555 -113.776
31.558 -113.779
31.563 -113.775
31.565 -113.776
31.565 -113.783
31.561 -113.787
31.561 -113.788
31.56 -113.793
31.562 -113.807
31.569 -113.821
31.578 -113.833
31.58 -113.842
31.582 -113.845
31.585 -113.85
31.585 -113.859
31.58 -113.865
31.581 -113.874
31.584 -113.878
31.583 -113.883
31.589 -113.89
31.602 -113.894
31.611 -113.903
31.613 -113.908
31.608 -113.907
31.601 -113.902
31.598 -113.905
31.6 -113.914
31.597 -113.918
31.596 -113.928
31.606 -113.944
31.617 -113.949
31.611 -113.952
31.61 -113.956
31.619 -113.963
31.634 -113.964
31.638 -113.964
31.642 -113.96
31.646 -113.96
31.655 -113.969
31.656 -113.972
31.652 -113.975
31.647 -113.973
31.635 -113.977
31.631 -113.974
31.614 -113.973
31.586 -113.964
31.581 -113.971
31.583 -113.984
31.58 -113.986
31.575 -113.979
31.572 -113.982
31.571 -113.988
31.568 -113.992
31.566 -113.992
31.565 -113.988
31.565 -113.986
31.567 -113.98
31.575 -113.968
31.577 -113.958
31.571 -113.942
31.567 -113.94
31.564 -113.942
31.549 -113.971
31.543 -113.975
31.537 -113.974
31.53 -113.978
31.525 -113.986
31.523 -113.998
31.518 -114.001
31.518 -114.002
31.513 -114.016
31.497 -114.022
31.491 -114.026
31.489 -114.032
31.488 -114.045
31.494 -114.072
31.494 -114.082
31.492 -114.095
31.492 -114.112
31.491 -114.118
31.492 -114.129
31.492 -114.137
31.498 -114.17
31.506 -114.186
31.508 -114.194
31.515 -114.21
31.526 -114.226
31.534 -114.242
31.536 -114.253
31.54 -114.262
31.549 -114.28
31.56 -114.299
31.581 -114.324
31.59 -114.323
31.601 -114.34
31.608 -114.359
31.613 -114.364
31.617 -114.372
31.629 -114.395
31.644 -114.432
31.646 -114.443
31.649 -114.446
31.652 -114.445
31.664 -114.457
31.668 -114.466
31.671 -114.486
31.674 -114.491
31.677 -114.494
31.683 -114.502
31.69 -114.503
31.694 -114.507
31.699 -114.52
31.707 -114.526
31.72 -114.541
31.729 -114.545
31.747 -114.576
31.755 -114.58
31.753 -114.585
31.755 -114.588
31.761 -114.59
31.762 -114.591
31.764 -114.593
31.759 -114.598
31.761 -114.602
31.76 -114.608
31.762 -114.632
31.762 -114.646
31.759 -114.659
31.758 -114.672
31.76 -114.683
31.764 -114.694
31.776 -114.712
31.785 -114.722
31.79 -114.728
31.81 -114.745
31.817 -114.754
31.82 -114.76
31.819 -114.768
31.822 -114.772
31.818 -114.788
31.823 -114.811
31.828 -114.818
31.837 -114.827
31.849 -114.835
31.855 -114.845
31.867 -114.874
31.872 -114.88
31.879 -114.886
31.885 -114.896
31.914 -114.948
31.915 -114.956
segment Mexico
32.489 -114.814
32.328 -114.277
32.324 -114.265
32.321 -114.256
32.3 -114.188
32.238 -113.988
32.221 -113.928
32 -113.205
31.976 -113.132
31.879 -112.816
31.814 -112.606
31.81 -112.595
31.714 -112.284
31.598 -111.919
31.517 -111.661
31.391 -111.257
31.329 -111.065
31.331 -110.951
31.33 -110.824
31.332 -110.698
31.332 -110.44
31.332 -110.145
31.332 -110
31.331 -109
31.331 -108.968
31.333 -108.955
31.332 -108.94
31.333 -108.912
31.332 -108.901
31.331 -108.891
31.331 -108.845
segment Mexico
31.331 -108.845
31.331 -108.706
31.331 -108.698
31.332 -108.674
31.331 -108.613
31.33 -108.613
31.333 -108.604
31.333 -108.596
31.332 -108.592
31.334 -108.553
31.332 -108.55
31.332 -108.442
31.329 -108.415
31.332 -108.354
31.333 -108.351
31.331 -108.207
31.331 -108.206
31.341 -108.203
31.361 -108.202
31.376 -108.203
31.456 -108.202
31.48 -108.201
31.582 -108.202
31.708 -108.203
31.783 -108.203
31.784 -108.144
31.784 -107.997
31.784 -107.849
31.784 -107.702
31.784 -107.554
31.783 -107.407
31.783 -107.259
31.782 -107.111
31.782 -106.964
31.781 -106.816
31.779 -106.669
31.778 -106.544
31.776 -106.521
31.769 -106.511
31.76 -106.506
31.748 -106.485
31.747 -106.464
31.753 -106.449
31.75 -106.419
31.747 -106.407
31.74 -106.395
31.73 -106.375
31.724 -106.371
31.713 -106.368
31.695 -106.347
31.665 -106.332
31.64 -106.312
31.628 -106.303
31.62 -106.298
31.604 -106.296
31.587 -106.286
31.569 -106.28
31.558 -106.272
31.552 -106.263
31.548 -106.251
31.54 -106.242
31.536 -106.24
31.533 -106.239
31.529 -106.24
31.523 -106.237
31.519 -106.237
31.511 -106.233
31.507 -106.227
31.498 -106.22
31.482 -106.215
31.476 -106.211
31.47 -106.206
31.465 -106.197
31.461 -106.188
31.46 -106.182
31.456 -106.171
31.451 -106.164
31.439 -106.152
31.426 -106.13
31.423 -106.119
31.423 -106.105
31.418 -106.097
31.403 -106.081
31.4 -106.077
31.397 -106.073
31.395 -106.064
31.394 -106.022
31.392 -106.007
31.39 -106
31.383 -105.99
31.368 -105.974
31.364 -105.958
31.361 -105.95
31.349 -105.944
31.327 -105.944
31.316 -105.938
31.311 -105.925
31.311 -105.91
31.311 -105.908
31.294 -105.894
31.291 -105.889
31.292 -105.875
31.273 -105.854
31.247 -105.834
31.237 -105.827
31.223 -105.808
31.197 -105.782
31.185 -105.778
31.177 -105.776
31.171 -105.77
31.168 -105.763
31.167 -105.743
31.164 -105.733
31.158 -105.724
31.155 -105.723
31.138 -105.707
31.131 -105.689
31.124 -105.661
31.12 -105.653
31.103 -105.641
31.099 -105.634
31.096 -105.619
31.091 -105.609
31.084 -105.602
31.062 -105.591
31.059 -105.584
31.053 -105.581
31.034 -105.578
31.026 -105.577
31.015 -105.569
30.989 -105.552
30.983 -105.531
30.967 -105.514
30.965 -105.508
30.964 -105.499
30.962 -105.495
30.949 -105.49
30.947 -105.487
30.936 -105.472
30.933 -105.469
30.928 -105.465
30.925 -105.454
30.922 -105.451
30.915 -105.447
30.91 -105.441
30.905 -105.422
30.903 -105.416
30.901 -105.413
30.892 -105.408
30.891 -105.4
30.889 -105.398
30.882 -105.4
30.873 -105.392
30.866 -105.391
30.852 -105.394
30.851 -105.387
30.85 -105.365
30.842 -105.348
30.839 -105.335
30.815 -105.307
30.817 -105.304
30.824 -105.296
30.824 -105.292
30.819 -105.286
30.82 -105.272
30.817 -105.268
30.813 -105.267
30.808 -105.266
30.801 -105.263
30.799 -105.261
30.797 -105.252
30.797 -105.243
30.802 -105.236
30.8 -105.22
30.803 -105.211
30.797 -105.198
30.789 -105.199
30.787 -105.197
30.786 -105.189
30.781 -105.183
30.774 -105.18
30.767 -105.17
30.774 -105.163
30.764 -105.154
30.755 -105.159
30.752 -105.157
30.75 -105.152
30.752 -105.146
30.753 -105.14
30.749 -105.132
30.749 -105.125
30.743 -105.117
30.727 -105.104
30.718 -105.096
30.696 -105.065
30.687 -105.061
30.683 -105.057
30.681 -105.049
30.679 -105.044
30.681 -105.041
30.686 -105.04
30.686 -105.036
30.681 -105.026
30.679 -105.02
30.681 -105.006
30.68 -105.003
30.677 -105
30.676 -104.999
30.667 -104.994
30.657 -104.985
30.647 -104.987
30.632 -104.985
30.622 -104.981
30.613 -104.975
30.606 -104.965
30.603 -104.953
30.603 -104.938
30.601 -104.934
30.596 -104.929
30.601 -104.924
30.6 -104.921
30.586 -104.917
30.581 -104.908
30.571 -104.901
30.564 -104.896
30.531 -104.884
30.525 -104.879
30.522 -104.881
30.518 -104.881
30.509 -104.873
30.492 -104.869
30.489 -104.865
30.485 -104.863
30.478 -104.867
30.468 -104.861
30.457 -104.864
30.445 -104.864
30.427 -104.861
30.425 -104.857
30.419 -104.854
30.415 -104.846
30.412 -104.847
30.407 -104.853
30.402 -104.852
30.39 -104.857
30.381 -104.852
30.38 -104.85
30.376 -104.841
30.373 -104.823
30.371 -104.818
30.365 -104.816
30.362 -104.811
30.356 -104.809
30.355 -104.808
30.353 -104.813
30.35 -104.816
30.337 -104.81
30.332 -104.804
30.328 -104.794
30.319 -104.788
30.313 -104.779
30.309 -104.779
30.3 -104.765
30.291 -104.757
30.285 -104.755
30.278 -104.758
30.274 -104.757
30.274 -104.749
30.271 -104.747
30.266 -104.749
30.265 -104.748
30.263 -104.748
30.26 -104.742
30.26 -104.737
30.255 -104.725
30.243 -104.716
30.237 -104.705
30.233 -104.704
30.223 -104.708
30.195 -104.696
30.185 -104.689
30.175 -104.686
30.164 -104.685
30.149 -104.688
30.143 -104.686
30.13 -104.691
30.121 -104.691
30.109 -104.684
30.107 -104.685
30.108 -104.688
30.104 -104.691
30.093 -104.682
30.09 -104.687
30.084 -104.687
30.076 -104.69
30.064 -104.7
30.064 -104.701
30.054 -104.702
30.053 -104.702
30.04 -104.696
30.028 -104.702
30.025 -104.7
30.018 -104.689
30.015 -104.688
30.005 -104.69
30 -104.687
29.996 -104.685
29.991 -104.687
29.985 -104.684
29.98 -104.686
29.976 -104.688
29.974 -104.686
29.975 -104.678
29.973 -104.677
29.966 -104.679
29.96 -104.679
29.956 -104.677
29.956 -104.672
29.953 -104.672
29.951 -104.676
29.926 -104.678
29.915 -104.673
29.909 -104.665
29.903 -104.663
29.902 -104.656
29.901 -104.654
29.892 -104.654
29.884 -104.645
29.877 -104.638
29.872 -104.63
29.866 -104.627
29.854 -104.627
29.851 -104.624
29.849 -104.619
29.843 -104.619
29.834 -104.615
29.831 -104.615
29.831 -104.609
29.827 -104.606
29.819 -104.604
29.816 -104.599
29.811 -104.596
29.808 -104.586
29.784 -104.575
29.777 -104.566
29.771 -104.562
29.766 -104.561
29.756 -104.565
29.747 -104.558
29.739 -104.552
29.734 -104.554
29.733 -104.554
29.728 -104.547
29.719 -104.547
29.711 -104.54
29.702 -104.541
29.696 -104.54
29.69 -104.53
29.687 -104.529
29.685 -104.531
29.683 -104.539
29.68 -104.541
29.675 -104.535
29.667 -104.533
29.667 -104.525
29.647 -104.512
29.643 -104.507
29.639 -104.51
29.639 -104.509
29.635 -104.506
29.635 -104.503
29.636 -104.499
29.636 -104.493
29.627 -104.481
29.625 -104.473
29.623 -104.471
29.615 -104.469
29.61 -104.465
29.61 -104.461
29.607 -104.457
29.602 -104.459
29.6 -104.458
29.599 -104.456
29.602 -104.448
29.573 -104.405
29.566 -104.393
29.555 -104.389
29.553 -104.389
29.551 -104.385
29.55 -104.378
29.549 -104.376
29.54 -104.377
29.541 -104.366
29.535 -104.359
29.536 -104.354
29.538 -104.352
29.537 -104.348
29.526 -104.346
29.525 -104.337
29.519 -104.332
29.521 -104.318
29.529 -104.314
29.529 -104.307
29.522 -104.304
29.522 -104.294
29.52 -104.29
29.517 -104.284
29.515 -104.279
29.516 -104.277
29.512 -104.26
29.505 -104.253
29.504 -104.245
29.499 -104.238
29.496 -104.232
29.492 -104.228
29.48 -104.226
29.482 -104.209
29.478 -104.207
29.472 -104.206
29.455 -104.211
29.451 -104.208
29.442 -104.194
29.44 -104.191
29.433 -104.188
29.425 -104.178
29.415 -104.176
29.411 -104.174
29.402 -104.163
29.395 -104.162
29.393 -104.161
29.39 -104.15
29.381 -104.135
29.378 -104.121
29.371 -104.117
29.371 -104.105
29.361 -104.095
29.342 -104.078
29.342 -104.069
29.334 -104.054
29.328 -104.051
29.321 -104.039
29.301 -103.997
29.295 -103.978
29.294 -103.974
29.296 -103.951
29.291 -103.936
29.293 -103.923
29.291 -103.919
29.284 -103.917
29.284 -103.911
29.286 -103.906
29.285 -103.897
29.279 -103.889
29.278 -103.885
29.283 -103.877
29.283 -103.874
29.279 -103.867
29.279 -103.854
29.277 -103.84
29.268 -103.827
29.268 -103.82
29.272 -103.816
29.271 -103.81
29.269 -103.807
29.258 -103.803
29.257 -103.796
29.262 -103.786
29.261 -103.782
29.248 -103.774
29.238 -103.78
29.233 -103.778
29.224 -103.78
29.218 -103.774
29.218 -103.77
29.229 -103.763
29.229 -103.761
29.228 -103.758
29.225 -103.756
29.22 -103.758
29.218 -103.756
29.217 -103.751
29.218 -103.746
29.216 -103.743
29.206 -103.742
29.195 -103.728
29.179 -103.716
29.183 -103.71
29.183 -103.705
29.177 -103.697
29.177 -103.689
29.169 -103.66
29.166 -103.655
29.156 -103.65
29.159 -103.642
29.158 -103.635
29.162 -103.628
29.161 -103.621
29.162 -103.613
29.152 -103.601
29.148 -103.584
29.149 -103.578
29.151 -103.573
29.154 -103.553
29.144 -103.551
29.141 -103.535
29.133 -103.524
29.128 -103.522
29.12 -103.525
29.117 -103.505
29.117 -103.504
29.114 -103.502
29.109 -103.504
29.107 -103.502
29.106 -103.494
29.104 -103.491
29.097 -103.486
29.082 -103.472
29.068 -103.47
29.065 -103.466
29.066 -103.461
29.07 -103.458
29.071 -103.454
29.069 -103.45
29.062 -103.449
29.059 -103.445
29.054 -103.432
29.044 -103.432
29.041 -103.429
29.041 -103.426
29.041 -103.419
29.037 -103.415
29.038 -103.406
29.031 -103.399
29.03 -103.394
29.033 -103.39
29.032 -103.387
29.023 -103.384
29.021 -103.37
29.018 -103.362
29.018 -103.358
29.022 -103.355
29.027 -103.351
29.042 -103.348
29.044 -103.345
29.045 -103.341
29.04 -103.329
29.036 -103.326
29.033 -103.327
29.031 -103.328
29.026 -103.339
29.023 -103.34
29.019 -103.338
29.017 -103.334
29.016 -103.326
29.024 -103.309
segment Mexico
30.016 -114.466
30.017 -114.47
30.028 -114.472
30.028 -114.469
30.026 -114.467
30.02 -114.465
30.016 -114.466
segment Mexico
30 -114.386
29.996 -114.384
29.992 -114.385
29.993 -114.388
29.997 -114.391
30 -114.391
30.002 -114.391
30.003 -114.387
30 -114.386
segment Mexico
29.948 -114.416
29.949 -114.417
29.951 -114.418
29.961 -114.414
29.974 -114.422
29.982 -114.414
29.986 -114.415
29.992 -114.422
29.996 -114.418
29.989 -114.399
29.974 -114.392
29.968 -114.394
29.964 -114.403
29.949 -114.411
29.948 -114.416
segment Mexico
29.024 -103.309
29.003 -103.311
29.004 -103.294
29 -103.288
28.999 -103.284
28.989 -103.282
28.985 -103.278
28.985 -103.276
28.987 -103.271
28.999 -103.267
28.998 -103.263
28.985 -103.246
28.983 -103.242
28.991 -103.233
28.993 -103.229
28.988 -103.221
28.992 -103.215
28.99 -103.196
28.984 -103.174
28.982 -103.167
28.976 -103.157
28.976 -103.15
28.978 -103.144
28.987 -103.132
28.987 -103.127
28.988 -103.115
28.992 -103.111
29 -103.113
29.008 -103.108
29.02 -103.096
29.024 -103.096
29.034 -103.102
29.038 -103.103
29.045 -103.101
29.057 -103.097
29.063 -103.092
29.063 -103.089
29.052 -103.087
29.051 -103.084
29.053 -103.082
29.061 -103.086
29.064 -103.085
29.076 -103.076
29.082 -103.077
29.087 -103.076
29.091 -103.072
29.091 -103.067
29.089 -103.06
29.094 -103.055
29.096 -103.05
29.093 -103.039
29.095 -103.034
29.1 -103.028
29.101 -103.03
29.105 -103.031
29.111 -103.031
29.119 -103.017
29.123 -103.014
29.127 -103.015
29.133 -103.014
29.137 -103.008
29.144 -103.006
29.15 -102.998
29.156 -102.994
29.173 -102.992
29.178 -102.986
29.181 -102.978
29.181 -102.97
29.175 -102.958
29.174 -102.953
29.177 -102.945
29.188 -102.932
29.19 -102.926
29.188 -102.918
29.19 -102.915
29.194 -102.916
29.199 -102.912
29.213 -102.911
29.215 -102.908
29.214 -102.905
29.205 -102.895
29.203 -102.891
29.205 -102.886
29.213 -102.873
29.219 -102.865
29.222 -102.864
29.238 -102.871
29.241 -102.875
29.242 -102.884
29.242 -102.885
29.244 -102.887
29.251 -102.901
29.256 -102.904
29.264 -102.897
29.267 -102.896
29.271 -102.899
29.275 -102.898
29.286 -102.886
29.291 -102.885
29.302 -102.89
29.305 -102.884
29.325 -102.881
29.334 -102.878
29.342 -102.88
29.347 -102.878
29.348 -102.876
29.348 -102.874
29.346 -102.862
29.346 -102.856
29.355 -102.842
29.356 -102.837
29.364 -102.841
29.373 -102.838
29.374 -102.833
29.377 -102.83
29.391 -102.825
29.395 -102.82
29.396 -102.812
29.399 -102.81
29.401 -102.811
29.405 -102.819
29.406 -102.828
29.409 -102.828
29.416 -102.823
29.431 -102.827
29.438 -102.827
29.443 -102.826
29.447 -102.817
29.453 -102.822
29.466 -102.813
29.478 -102.81
29.48 -102.802
29.483 -102.797
29.486 -102.798
29.49 -102.803
29.498 -102.801
29.511 -102.803
29.521 -102.802
29.525 -102.794
29.531 -102.788
29.536 -102.788
29.54 -102.786
29.539 -102.779
29.546 -102.769
29.552 -102.775
29.559 -102.772
29.571 -102.769
29.573 -102.765
29.571 -102.76
29.573 -102.758
29.587 -102.763
29.591 -102.763
29.596 -102.76
29.596 -102.757
29.591 -102.745
29.593 -102.738
29.61 -102.734
29.632 -102.737
29.639 -102.733
29.638 -102.725
29.64 -102.722
29.649 -102.719
29.654 -102.711
29.669 -102.701
29.67 -102.693
29.679 -102.688
29.686 -102.695
29.689 -102.697
29.695 -102.693
29.7 -102.687
29.71 -102.685
29.718 -102.686
29.723 -102.681
29.728 -102.677
29.742 -102.671
29.744 -102.667
29.744 -102.664
29.737 -102.659
29.734 -102.651
29.734 -102.627
29.736 -102.622
29.745 -102.61
29.746 -102.603
29.752 -102.597
29.752 -102.593
29.748 -102.586
29.748 -102.582
29.752 -102.576
29.753 -102.57
29.756 -102.569
29.764 -102.57
29.769 -102.568
29.772 -102.564
29.771 -102.56
29.761 -102.555
29.755 -102.55
29.746 -102.548
29.743 -102.543
29.754 -102.527
29.761 -102.514
29.769 -102.506
29.778 -102.513
29.782 -102.511
29.78 -102.494
29.78 -102.493
29.784 -102.483
29.783 -102.479
29.773 -102.476
29.773 -102.473
29.775 -102.469
29.782 -102.461
29.781 -102.458
29.775 -102.455
29.772 -102.451
29.776 -102.447
29.777 -102.442
29.774 -102.435
29.775 -102.426
29.773 -102.421
29.767 -102.417
29.767 -102.409
29.762 -102.406
29.769 -102.395
29.768 -102.392
29.764 -102.39
29.763 -102.385
29.769 -102.381
29.78 -102.385
29.784 -102.384
29.789 -102.375
29.792 -102.375
29.796 -102.375
29.834 -102.359
29.842 -102.36
29.847 -102.358
29.852 -102.349
29.86 -102.345
29.863 -102.339
29.869 -102.334
29.869 -102.331
29.864 -102.331
29.861 -102.328
29.862 -102.323
29.865 -102.32
29.87 -102.322
29.876 -102.32
29.879 -102.314
29.876 -102.309
29.877 -102.3
29.871 -102.29
29.87 -102.285
29.863 -102.277
29.863 -102.275
29.863 -102.273
29.867 -102.264
29.864 -102.259
29.861 -102.257
29.856 -102.258
29.853 -102.255
29.852 -102.251
29.854 -102.247
29.859 -102.248
29.864 -102.246
29.865 -102.243
29.86 -102.238
29.848 -102.239
29.846 -102.236
29.849 -102.233
29.848 -102.227
29.841 -102.222
29.841 -102.219
29.844 -102.21
29.843 -102.202
29.837 -102.194
29.838 -102.191
29.846 -102.187
29.846 -102.18
29.843 -102.176
29.84 -102.175
29.835 -102.175
29.829 -102.179
29.826 -102.175
29.827 -102.168
29.824 -102.163
29.818 -102.157
29.811 -102.155
29.81 -102.147
29.8 -102.137
29.798 -102.126
29.801 -102.122
29.8 -102.117
29.794 -102.112
29.793 -102.103
29.79 -102.095
29.792 -102.087
29.793 -102.077
29.785 -102.07
29.786 -102.048
29.79 -102.036
29.792 -102.035
29.797 -102.036
29.802 -102.033
29.797 -102.008
29.803 -101.998
29.803 -101.993
29.795 -101.989
29.795 -101.985
29.797 -101.983
29.81 -101.981
29.814 -101.978
29.815 -101.974
29.809 -101.965
29.801 -101.964
29.797 -101.962
29.794 -101.957
29.793 -101.952
29.796 -101.947
29.797 -101.939
29.795 -101.934
29.79 -101.93
29.784 -101.931
29.78 -101.929
29.78 -101.927
29.795 -101.91
29.796 -101.9
29.796 -101.898
29.792 -101.876
29.794 -101.871
29.805 -101.852
29.803 -101.847
29.792 -101.838
29.788 -101.832
29.787 -101.823
29.788 -101.818
29.792 -101.816
29.803 -101.824
29.809 -101.82
29.81 -101.814
29.807 -101.808
29.802 -101.803
29.787 -101.81
29.78 -101.808
29.776 -101.797
29.778 -101.786
29.786 -101.782
29.787 -101.78
29.787 -101.775
29.786 -101.771
29.777 -101.758
29.775 -101.751
29.777 -101.744
29.776 -101.739
29.77 -101.736
29.768 -101.732
29.768 -101.729
29.774 -101.721
29.771 -101.715
29.762 -101.711
29.759 -101.708
29.759 -101.702
29.765 -101.694
29.766 -101.688
29.758 -101.679
29.757 -101.676
29.766 -101.668
29.766 -101.665
29.768 -101.664
29.767 -101.66
29.753 -101.65
29.751 -101.647
29.751 -101.644
29.758 -101.631
29.765 -101.629
29.767 -101.614
29.77 -101.605
29.767 -101.589
29.767 -101.577
29.773 -101.571
29.78 -101.572
29.793 -101.569
29.796 -101.566
29.798 -101.563
29.799 -101.553
29.809 -101.547
29.81 -101.543
29.808 -101.539
29.791 -101.535
29.759 -101.537
29.756 -101.533
29.756 -101.53
29.762 -101.516
29.761 -101.502
29.766 -101.491
29.771 -101.487
29.783 -101.475
29.786 -101.469
29.787 -101.459
29.787 -101.455
29.784 -101.452
29.778 -101.451
29.771 -101.454
29.748 -101.447
29.747 -101.444
29.747 -101.438
29.75 -101.432
29.763 -101.416
29.767 -101.408
29.768 -101.401
29.766 -101.398
29.765 -101.397
29.762 -101.396
29.758 -101.398
29.752 -101.41
29.749 -101.413
29.744 -101.413
29.74 -101.41
29.732 -101.395
29.726 -101.395
29.714 -101.398
29.71 -101.396
29.694 -101.369
29.689 -101.369
29.68 -101.373
29.676 -101.372
29.662 -101.363
29.649 -101.362
29.644 -101.36
29.645 -101.354
29.658 -101.346
29.655 -101.313
29.65 -101.306
29.639 -101.299
29.63 -101.304
29.601 -101.313
29.57 -101.306
29.568 -101.291
29.58 -101.281
29.609 -101.281
29.615 -101.276
29.626 -101.267
29.623 -101.254
29.616 -101.246
29.593 -101.248
29.571 -101.243
29.542 -101.257
29.527 -101.254
29.524 -101.253
29.522 -101.19
29.508 -101.172
29.48 -101.171
29.473 -101.152
