segment Mexico
31.502 -114.852
31.493 -114.853
31.484 -114.854
31.476 -114.849
31.471 -114.851
31.446 -114.851
31.442 -114.853
31.436 -114.86
31.435 -114.867
31.431 -114.868
31.419 -114.864
31.387 -114.869
31.379 -114.868
31.377 -114.868
31.354 -114.874
31.349 -114.879
31.314 -114.878
31.302 -114.88
31.293 -114.877
31.282 -114.879
31.273 -114.884
31.263 -114.881
31.254 -114.882
31.249 -114.883
31.244 -114.878
31.237 -114.877
31.221 -114.88
31.211 -114.878
31.206 -114.879
31.193 -114.884
31.165 -114.888
31.122 -114.882
31.108 -114.876
31.099 -114.869
31.092 -114.863
31.081 -114.854
31.076 -114.846
31.067 -114.826
31.058 -114.819
31.055 -114.811
31.046 -114.808
31.04 -114.82
31.028 -114.826
31.02 -114.832
31.014 -114.833
30.998 -114.829
30.984 -114.814
30.974 -114.801
30.965 -114.782
30.965 -114.78
30.958 -114.757
30.949 -114.738
30.942 -114.729
30.937 -114.717
30.907 -114.708
30.891 -114.709
30.876 -114.704
30.867 -114.701
30.864 -114.701
30.856 -114.706
30.848 -114.708
30.842 -114.707
30.834 -114.701
30.817 -114.698
30.811 -114.692
30.785 -114.697
30.772 -114.694
30.771 -114.694
30.76 -114.689
30.756 -114.69
30.748 -114.696
30.744 -114.695
30.739 -114.689
30.724 -114.698
30.713 -114.701
30.704 -114.7
30.685 -114.691
30.674 -114.69
30.653 -114.695
30.64 -114.696
30.629 -114.696
30.622 -114.694
30.611 -114.686
30.606 -114.684
30.591 -114.678
30.574 -114.663
30.558 -114.651
30.544 -114.648
30.53 -114.648
30.523 -114.645
30.497 -114.631
30.492 -114.629
30.483 -114.627
30.476 -114.627
30.453 -114.636
30.441 -114.634
30.423 -114.626
30.417 -114.629
30.411 -114.631
30.39 -114.634
30.384 -114.638
30.37 -114.641
30.363 -114.639
30.361 -114.635
30.345 -114.634
30.343 -114.638
30.338 -114.636
30.337 -114.641
30.329 -114.643
30.324 -114.642
30.305 -114.645
30.299 -114.647
30.284 -114.653
30.278 -114.653
30.272 -114.648
30.268 -114.641
30.26 -114.636
30.256 -114.637
30.252 -114.642
30.242 -114.648
30.232 -114.647
30.214 -114.651
30.211 -114.659
30.208 -114.662
30.201 -114.664
30.195 -114.664
30.191 -114.661
30.189 -114.66
30.179 -114.65
30.166 -114.644
30.155 -114.636
30.147 -114.635
30.145 -114.632
30.131 -114.631
30.125 -114.627
30.119 -114.621
30.112 -114.606
30.108 -114.601
30.089 -114.594
30.085 -114.59
30.078 -114.583
30.055 -114.581
30.051 -114.576
30.036 -114.573
30.034 -114.573
30.029 -114.564
30.02 -114.56
30.012 -114.55
30 -114.542
29.994 -114.538
29.981 -114.535
29.976 -114.532
29.972 -114.527
29.959 -114.49
29.95 -114.478
29.945 -114.474
29.937 -114.471
29.921 -114.465
29.915 -114.46
29.911 -114.452
29.911 -114.439
29.914 -114.428
29.912 -114.422
29.903 -114.417
29.892 -114.405
29.883 -114.402
29.866 -114.405
29.859 -114.405
29.851 -114.401
29.842 -114.395
29.836 -114.393
29.828 -114.403
29.824 -114.404
29.82 -114.401
29.818 -114.393
29.816 -114.392
29.8 -114.391
29.792 -114.387
29.786 -114.379
29.78 -114.369
29.774 -114.35
29.769 -114.346
29.758 -114.342
29.755 -114.34
29.749 -114.335
29.745 -114.328
29.744 -114.323
29.745 -114.292
29.747 -114.287
29.757 -114.275
29.759 -114.276
29.759 -114.282
29.761 -114.287
29.767 -114.286
29.772 -114.283
29.774 -114.279
29.775 -114.271
29.764 -114.255
29.764 -114.25
29.764 -114.24
29.761 -114.233
29.75 -114.221
29.748 -114.21
29.745 -114.204
29.719 -114.183
29.712 -114.174
29.7 -114.158
29.695 -114.145
29.691 -114.137
29.678 -114.128
29.661 -114.11
29.635 -114.069
29.623 -114.056
29.618 -114.053
29.604 -114.045
29.598 -114.039
29.593 -114.024
29.582 -114.014
29.566 -113.979
29.549 -113.959
29.536 -113.947
29.534 -113.945
29.522 -113.933
29.514 -113.92
29.494 -113.897
29.468 -113.859
29.457 -113.833
29.454 -113.829
29.437 -113.825
29.434 -113.821
29.429 -113.8
29.423 -113.797
29.413 -113.773
29.409 -113.766
29.39 -113.753
29.385 -113.747
29.379 -113.74
29.369 -113.724
29.348 -113.71
29.327 -113.691
29.297 -113.656
29.292 -113.652
29.273 -113.634
29.265 -113.63
29.253 -113.627
29.246 -113.629
29.223 -113.648
29.217 -113.652
29.212 -113.652
29.208 -113.648
29.204 -113.639
29.2 -113.636
29.186 -113.635
29.183 -113.635
29.176 -113.63
29.175 -113.628
29.177 -113.621
29.174 -113.617
29.173 -113.617
29.167 -113.617
29.164 -113.614
29.164 -113.603
29.163 -113.602
29.149 -113.598
29.139 -113.591
29.131 -113.583
29.126 -113.573
29.12 -113.567
29.114 -113.563
29.09 -113.557
29.077 -113.549
29.073 -113.546
29.057 -113.532
29.053 -113.533
29.041 -113.527
29.036 -113.528
29.036 -113.53
29.041 -113.535
29.043 -113.54
29.042 -113.546
29.029 -113.557
29.022 -113.559
29.009 -113.556
28.991 -113.544
28.984 -113.542
28.974 -113.541
28.96 -113.536
28.961 -113.544
28.958 -113.549
28.954 -113.551
28.951 -113.55
28.943 -113.545
28.931 -113.541
28.923 -113.534
28.91 -113.53
28.899 -113.521
28.895 -113.515
28.893 -113.499
28.894 -113.496
28.894 -113.492
28.899 -113.482
28.905 -113.476
28.911 -113.473
28.916 -113.472
28.922 -113.475
28.931 -113.483
28.935 -113.484
28.944 -113.479
28.947 -113.473
28.95 -113.473
28.953 -113.478
28.956 -113.475
28.952 -113.462
28.952 -113.454
28.956 -113.449
28.955 -113.446
28.948 -113.45
28.944 -113.448
28.944 -113.444
28.944 -113.443
28.952 -113.438
28.957 -113.439
28.965 -113.436
28.965 -113.431
28.956 -113.427
28.955 -113.421
28.953 -113.419
28.939 -113.421
28.933 -113.419
28.929 -113.41
28.929 -113.404
28.933 -113.402
28.937 -113.403
28.94 -113.402
28.941 -113.4
28.94 -113.393
28.945 -113.385
28.944 -113.382
28.94 -113.379
28.937 -113.38
28.933 -113.386
28.926 -113.389
28.919 -113.386
28.916 -113.382
28.91 -113.367
28.906 -113.366
28.904 -113.373
28.902 -113.375
28.899 -113.374
28.886 -113.364
28.881 -113.355
28.879 -113.353
28.874 -113.358
28.862 -113.363
28.85 -113.365
28.838 -113.365
28.833 -113.363
28.832 -113.362
28.823 -113.351
28.801 -113.346
28.803 -113.331
28.803 -113.323
28.798 -113.317
28.797 -113.313
28.803 -113.314
28.808 -113.311
28.809 -113.305
28.814 -113.3
28.815 -113.292
28.821 -113.29
28.822 -113.284
28.823 -113.282
28.831 -113.279
28.834 -113.276
28.833 -113.266
28.84 -113.259
28.843 -113.252
28.843 -113.247
28.839 -113.24
28.84 -113.232
28.829 -113.216
28.822 -113.212
28.808 -113.209
28.805 -113.205
28.801 -113.195
28.798 -113.191
28.789 -113.191
28.784 -113.191
28.773 -113.185
28.756 -113.188
28.727 -113.181
28.717 -113.172
28.67 -113.156
28.664 -113.154
28.659 -113.151
28.654 -113.142
28.64 -113.126
28.634 -113.124
28.629 -113.123
28.609 -113.128
28.599 -113.125
28.586 -113.118
28.56 -113.108
28.559 -113.108
28.548 -113.105
28.534 -113.108
28.527 -113.108
28.509 -113.099
28.503 -113.093
28.498 -113.079
28.486 -113.072
28.477 -113.049
28.479 -113.039
28.473 -113.033
28.464 -113.024
28.463 -113.022
28.459 -113.013
28.458 -112.998
28.455 -112.989
28.453 -112.98
28.461 -112.954
28.474 -112.896
28.469 -112.889
28.464 -112.882
28.455 -112.882
28.452 -112.879
28.451 -112.87
28.447 -112.87
28.441 -112.876
28.439 -112.877
28.431 -112.868
28.429 -112.863
28.431 -112.86
28.443 -112.857
28.444 -112.854
28.442 -112.842
28.435 -112.843
28.425 -112.84
28.418 -112.85
28.409 -112.854
28.399 -112.852
28.387 -112.847
28.379 -112.851
28.36 -112.856
28.332 -112.869
28.319 -112.872
28.312 -112.872
28.299 -112.866
28.278 -112.864
28.27 -112.859
28.246 -112.832
28.232 -112.822
28.226 -112.815
28.216 -112.807
28.211 -112.805
28.207 -112.8
28.202 -112.797
28.199 -112.789
28.198 -112.785
28.195 -112.784
28.19 -112.79
28.168 -112.798
28.15 -112.808
28.137 -112.81
28.124 -112.81
28.116 -112.808
28.101 -112.803
28.093 -112.804
28.087 -112.801
28.085 -112.799
28.075 -112.789
28.069 -112.787
28.062 -112.789
28.055 -112.798
28.049 -112.802
28.025 -112.803
28.018 -112.801
28.011 -112.796
28.004 -112.786
28.003 -112.768
28.002 -112.765
27.99 -112.763
27.963 -112.756
27.95 -112.758
27.944 -112.762
27.941 -112.763
27.932 -112.766
27.904 -112.761
27.897 -112.762
27.871 -112.77
27.865 -112.769
27.84 -112.745
27.829 -112.74
27.826 -112.736
27.826 -112.724
27.822 -112.721
27.794 -112.716
27.788 -112.715
27.782 -112.707
27.78 -112.706
27.765 -112.707
27.757 -112.702
27.734 -112.679
27.723 -112.674
27.721 -112.667
27.712 -112.659
27.711 -112.649
27.708 -112.643
27.702 -112.636
27.694 -112.628
27.684 -112.624
27.679 -112.62
27.673 -112.606
27.669 -112.603
27.665 -112.599
27.656 -112.598
27.652 -112.595
27.649 -112.589
27.649 -112.567
27.643 -112.547
27.643 -112.539
27.642 -112.534
27.632 -112.522
27.63 -112.507
27.624 -112.498
27.623 -112.486
27.622 -112.484
27.62 -112.48
27.603 -112.466
27.599 -112.46
27.6 -112.45
27.592 -112.439
27.591 -112.423
27.585 -112.412
27.585 -112.404
27.582 -112.399
27.572 -112.39
27.563 -112.374
27.556 -112.368
27.554 -112.356
27.551 -112.353
27.537 -112.35
27.526 -112.341
27.519 -112.33
27.511 -112.327
27.495 -112.321
27.474 -112.32
27.463 -112.315
27.458 -112.315
27.449 -112.319
27.44 -112.314
27.431 -112.314
27.411 -112.3
27.409 -112.3
27.403 -112.298
27.392 -112.299
27.385 -112.294
27.37 -112.287
27.368 -112.285
27.361 -112.271
27.358 -112.267
27.348 -112.264
27.345 -112.258
27.343 -112.256
27.338 -112.258
27.332 -112.248
27.325 -112.241
27.32 -112.237
27.315 -112.234
27.302 -112.231
27.293 -112.226
27.278 -112.212
27.26 -112.207
27.248 -112.198
27.245 -112.197
27.237 -112.197
27.232 -112.202
27.225 -112.204
27.221 -112.209
27.213 -112.213
27.208 -112.212
27.203 -112.208
27.198 -112.193
27.188 -112.185
27.185 -112.182
27.181 -112.172
27.178 -112.168
27.168 -112.163
27.163 -112.157
27.162 -112.153
27.161 -112.137
27.15 -112.116
27.147 -112.113
27.138 -112.111
27.137 -112.102
27.134 -112.094
27.132 -112.086
27.133 -112.075
27.131 -112.072
27.127 -112.064
27.125 -112.052
27.125 -112.044
27.12 -112.034
27.12 -112.018
27.119 -112.015
27.106 -112.001
27.098 -111.991
27.098 -111.984
27.1 -111.978
27.099 -111.973
27.095 -111.968
27.095 -111.96
27.096 -111.951
27.089 -111.95
27.082 -111.947
27.074 -111.951
27.072 -111.951
27.069 -111.959
27.066 -111.972
27.056 -111.988
27.05 -111.994
27.028 -112.008
27.034 -112.014
27.035 -112.019
27.029 -112.018
27.028 -112.025
27.025 -112.024
27.024 -112.016
27.02 -112.012
27.006 -112.015
27.005 -112.015
26.994 -112.015
26.958 -112.009
26.956 -112.006
26.951 -111.994
26.943 -111.985
26.937 -111.974
26.924 -111.966
26.912 -111.954
26.904 -111.95
26.89 -111.942
26.885 -111.937
26.879 -111.914
26.876 -111.909
26.873 -111.907
26.868 -111.908
26.861 -111.906
26.835 -111.872
26.832 -111.869
26.824 -111.868
26.812 -111.858
26.804 -111.86
26.797 -111.856
26.787 -111.857
26.783 -111.864
26.767 -111.873
26.769 -111.88
26.768 -111.886
26.766 -111.885
26.764 -111.882
26.758 -111.889
26.754 -111.887
26.748 -111.895
26.746 -111.894
26.743 -111.891
26.736 -111.899
26.732 -111.899
26.726 -111.903
26.721 -111.901
26.718 -111.897
26.718 -111.888
26.712 -111.885
26.713 -111.881
26.706 -111.879
26.7 -111.875
26.701 -111.873
26.706 -111.874
26.709 -111.872
26.704 -111.868
26.701 -111.862
26.688 -111.856
26.682 -111.848
26.673 -111.849
26.669 -111.847
26.657 -111.845
26.649 -111.84
26.647 -111.836
26.64 -111.829
26.639 -111.817
26.63 -111.811
26.628 -111.803
26.617 -111.799
26.605 -111.788
26.598 -111.788
26.589 -111.783
26.578 -111.78
26.572 -111.776
26.569 -111.774
26.563 -111.765
26.56 -111.764
26.555 -111.762
26.552 -111.757
26.552 -111.745
26.544 -111.738
26.542 -111.733
26.547 -111.728
26.552 -111.715
26.559 -111.704
26.573 -111.687
26.583 -111.68
26.592 -111.676
26.596 -111.677
26.604 -111.688
26.606 -111.691
26.613 -111.694
26.626 -111.707
26.635 -111.716
26.643 -111.729
26.658 -111.743
26.661 -111.755
26.664 -111.758
26.68 -111.762
26.683 -111.766
26.688 -111.786
26.693 -111.791
26.711 -111.799
26.712 -111.799
26.716 -111.804
26.717 -111.81
26.722 -111.816
26.732 -111.812
26.746 -111.818
26.761 -111.813
26.772 -111.814
26.786 -111.821
26.792 -111.818
26.797 -111.819
26.807 -111.825
26.812 -111.826
26.824 -111.824
26.826 -111.823
26.845 -111.832
26.855 -111.84
26.866 -111.841
26.874 -111.848
26.878 -111.85
26.882 -111.848
26.883 -111.839
26.884 -111.834
26.893 -111.827
26.899 -111.82
26.899 -111.815
26.888 -111.806
26.891 -111.799
26.888 -111.796
26.867 -111.772
26.865 -111.764
26.86 -111.76
26.854 -111.75
26.844 -111.739
26.823 -111.72
26.816 -111.718
26.81 -111.714
26.799 -111.7
26.795 -111.691
26.786 -111.683
26.781 -111.677
26.78 -111.671
26.782 -111.665
26.779 -111.66
26.774 -111.655
26.759 -111.65
26.752 -111.644
26.746 -111.633
26.741 -111.624
26.735 -111.623
26.734 -111.621
26.735 -111.615
26.733 -111.611
26.724 -111.604
26.723 -111.596
26.714 -111.589
26.716 -111.581
26.71 -111.577
26.71 -111.566
26.705 -111.565
26.698 -111.558
26.695 -111.557
26.673 -111.563
26.665 -111.562
26.663 -111.561
26.655 -111.563
26.642 -111.563
26.633 -111.565
26.626 -111.562
26.622 -111.563
26.615 -111.562
26.606 -111.564
26.598 -111.563
26.586 -111.567
26.576 -111.567
26.564 -111.563
26.554 -111.55
26.552 -111.542
26.549 -111.533
26.541 -111.522
26.542 -111.51
26.533 -111.49
26.533 -111.483
26.541 -111.46
26.54 -111.456
26.538 -111.455
26.535 -111.457
26.529 -111.457
26.526 -111.453
26.523 -111.441
26.522 -111.44
26.52 -111.442
26.517 -111.448
26.516 -111.45
26.512 -111.452
26.499 -111.45
26.491 -111.451
26.481 -111.46
26.463 -111.466
26.446 -111.463
26.414 -111.462
26.406 -111.458
26.399 -111.451
26.397 -111.446
26.397 -111.435
26.396 -111.434
26.385 -111.432
26.386 -111.428
26.39 -111.423
26.387 -111.421
26.382 -111.422
26.377 -111.416
26.374 -111.416
26.372 -111.425
26.369 -111.428
26.366 -111.428
26.351 -111.416
26.349 -111.412
26.353 -111.402
26.352 -111.4
26.346 -111.399
26.342 -111.39
26.336 -111.385
26.329 -111.38
26.317 -111.382
26.305 -111.377
26.294 -111.378
26.286 -111.374
26.283 -111.374
26.284 -111.384
26.283 -111.388
26.279 -111.39
26.272 -111.387
26.262 -111.391
26.25 -111.386
26.242 -111.379
26.231 -111.378
26.229 -111.377
26.218 -111.37
26.193 -111.371
26.186 -111.368
26.176 -111.356
26.17 -111.354
26.155 -111.352
26.142 -111.35
26.128 -111.345
26.115 -111.338
26.105 -111.328
26.101 -111.319
26.098 -111.317
26.081 -111.316
26.07 -111.313
26.065 -111.313
26.058 -111.318
26.048 -111.319
26.043 -111.323
26.031 -111.334
26.023 -111.337
26.002 -111.329
25.99 -111.333
25.982 -111.337
25.969 -111.352
25.963 -111.355
25.945 -111.349
25.931 -111.35
25.925 -111.349
25.918 -111.336
25.91 -111.334
25.906 -111.33
25.903 -111.329
25.897 -111.332
25.888 -111.328
25.875 -111.334
25.849 -111.325
25.835 -111.326
25.833 -111.324
25.834 -111.321
25.834 -111.311
25.831 -111.304
25.826 -111.297
25.812 -111.288
25.809 -111.289
25.81 -111.293
25.813 -111.296
25.816 -111.303
25.819 -111.306
25.826 -111.306
25.827 -111.311
25.823 -111.312
25.805 -111.305
25.784 -111.304
25.777 -111.301
25.77 -111.295
25.749 -111.27
25.738 -111.248
25.732 -111.241
25.726 -111.24
25.725 -111.239
25.724 -111.232
25.728 -111.229
25.729 -111.224
25.726 -111.22
25.715 -111.214
25.709 -111.209
25.701 -111.21
25.693 -111.211
25.68 -111.209
25.678 -111.207
25.674 -111.199
25.67 -111.198
25.665 -111.201
25.657 -111.195
25.652 -111.195
25.642 -111.197
25.632 -111.192
25.615 -111.188
25.599 -111.179
25.596 -111.17
25.594 -111.168
25.592 -111.167
25.583 -111.165
25.577 -111.161
25.569 -111.147
25.565 -111.144
25.556 -111.143
25.552 -111.137
25.544 -111.134
25.538 -111.125
25.527 -111.117
25.525 -111.111
25.525 -111.103
25.528 -111.099
25.528 -111.079
25.531 -111.073
25.534 -111.069
25.534 -111.066
25.524 -111.07
25.52 -111.069
25.517 -111.064
25.515 -111.058
25.519 -111.053
25.516 -111.036
25.521 -111.035
25.52 -111.031
25.517 -111.026
25.514 -111.017
25.51 -111.015
25.499 -111.019
25.481 -111.011
25.477 -111.012
25.477 -111.015
25.472 -111.016
25.47 -111.016
25.455 -111.025
25.437 -111.014
25.425 -111.011
25.42 -111.001
25.392 -110.997
25.383 -110.991
25.376 -110.991
25.366 -110.981
25.36 -110.98
25.342 -110.977
25.337 -110.972
25.332 -110.964
25.33 -110.955
25.323 -110.952
25.317 -110.946
25.31 -110.942
25.297 -110.942
25.287 -110.934
25.275 -110.932
25.274 -110.933
25.275 -110.935
25.282 -110.942
25.281 -110.944
25.279 -110.944
25.274 -110.941
25.273 -110.941
25.266 -110.941
25.261 -110.943
25.26 -110.948
25.246 -110.938
25.235 -110.934
25.22 -110.933
25.214 -110.93
25.213 -110.923
25.21 -110.919
25.193 -110.913
25.191 -110.91
25.187 -110.905
25.183 -110.904
25.173 -110.91
25.166 -110.908
25.155 -110.909
25.146 -110.904
25.135 -110.892
25.125 -110.878
25.12 -110.873
25.087 -110.863
25.084 -110.861
25.077 -110.858
25.073 -110.852
25.07 -110.845
25.067 -110.83
25.064 -110.826
25.052 -110.823
25.043 -110.818
25.035 -110.81
25.032 -110.804
25.032 -110.793
25.035 -110.785
25.033 -110.781
25.024 -110.773
25.018 -110.765
25.017 -110.761
25.017 -110.756
25.014 -110.755
25.006 -110.761
25.003 -110.759
25 -110.756
24.994 -110.748
24.991 -110.747
24.985 -110.749
24.981 -110.748
24.972 -110.749
24.961 -110.747
24.956 -110.744
24.953 -110.74
24.953 -110.732
24.951 -110.73
24.945 -110.729
24.935 -110.721
24.928 -110.718
24.925 -110.715
24.923 -110.709
24.92 -110.701
24.918 -110.699
24.913 -110.704
24.909 -110.704
24.904 -110.698
24.894 -110.693
24.887 -110.686
24.884 -110.684
24.878 -110.687
24.868 -110.682
24.853 -110.681
24.845 -110.674
24.833 -110.673
24.821 -110.666
24.815 -110.665
24.812 -110.665
24.809 -110.663
24.806 -110.655
24.803 -110.654
24.795 -110.658
24.768 -110.661
24.764 -110.663
24.755 -110.674
24.749 -110.678
24.719 -110.688
24.708 -110.687
24.704 -110.689
24.701 -110.694
24.699 -110.702
24.696 -110.709
24.687 -110.719
24.678 -110.725
24.673 -110.726
24.661 -110.728
24.644 -110.728
24.634 -110.735
24.619 -110.74
24.611 -110.739
24.601 -110.736
24.592 -110.739
24.584 -110.738
24.568 -110.731
24.561 -110.73
24.552 -110.734
24.544 -110.732
24.531 -110.731
24.52 -110.728
24.484 -110.7
24.469 -110.685
24.457 -110.684
24.447 -110.682
24.441 -110.684
24.432 -110.687
24.421 -110.686
24.419 -110.686
24.407 -110.688
24.397 -110.679
24.39 -110.677
24.383 -110.679
24.375 -110.677
24.362 -110.676
24.352 -110.672
24.341 -110.664
24.324 -110.649
24.317 -110.637
24.314 -110.635
24.28 -110.624
24.274 -110.62
24.27 -110.61
24.256 -110.607
24.249 -110.597
24.245 -110.581
24.24 -110.576
24.233 -110.573
24.226 -110.565
24.218 -110.564
24.213 -110.559
24.203 -110.538
24.194 -110.502
24.181 -110.438
24.177 -110.425
24.174 -110.403
24.172 -110.368
24.172 -110.354
24.177 -110.337
24.176 -110.328
24.174 -110.325
24.171 -110.324
24.167 -110.325
24.166 -110.31
24.168 -110.307
24.181 -110.303
24.187 -110.3
24.194 -110.301
24.21 -110.298
24.215 -110.299
24.217 -110.307
24.22 -110.309
24.231 -110.308
24.237 -110.309
24.239 -110.312
24.241 -110.323
24.244 -110.326
24.255 -110.314
24.257 -110.315
24.257 -110.319
24.263 -110.32
24.27 -110.319
24.275 -110.324
24.272 -110.326
24.269 -110.328
24.256 -110.332
24.261 -110.334
24.268 -110.335
24.274 -110.333
24.281 -110.326
24.288 -110.326
24.293 -110.328
24.298 -110.327
24.303 -110.329
24.309 -110.328
24.318 -110.332
24.317 -110.315
24.319 -110.314
24.321 -110.315
24.324 -110.325
24.327 -110.327
24.332 -110.325
24.335 -110.322
24.34 -110.304
24.345 -110.297
24.353 -110.292
24.354 -110.288
24.352 -110.281
24.356 -110.275
24.352 -110.27
24.353 -110.264
24.35 -110.257
24.35 -110.249
24.352 -110.241
24.347 -110.238
24.344 -110.231
24.341 -110.228
24.327 -110.231
24.319 -110.23
24.317 -110.228
24.315 -110.226
24.31 -110.217
24.302 -110.211
24.299 -110.207
24.297 -110.197
24.294 -110.189
24.287 -110.183
24.261 -110.175
24.253 -110.167
24.25 -110.154
24.245 -110.147
24.242 -110.136
24.231 -110.126
24.227 -110.12
24.226 -110.108
24.218 -110.098
24.214 -110.085
24.211 -110.08
24.199 -110.065
24.196 -110.059
24.184 -110.049
24.182 -110.042
24.172 -110.032
24.17 -110.028
24.17 -110.014
24.165 -110.009
24.155 -110.005
24.14 -110.003
24.136 -110
24.128 -109.994
24.126 -109.994
24.122 -109.994
24.116 -109.995
24.104 -109.99
24.096 -109.988
24.08 -109.991
24.073 -109.985
24.067 -109.985
24.058 -109.987
24.045 -109.983
24.04 -109.977
24.038 -109.972
24.036 -109.947
24.032 -109.938
24.031 -109.93
24.031 -109.915
24.034 -109.899
24.038 -109.885
24.052 -109.854
24.06 -109.834
24.061 -109.828
24.059 -109.825
24.041 -109.821
24.025 -109.803
24.021 -109.802
24.015 -109.804
24.007 -109.811
24 -109.814
23.996 -109.801
23.989 -109.805
23.984 -109.817
23.979 -109.82
23.948 -109.824
23.937 -109.825
23.928 -109.823
23.92 -109.819
23.897 -109.802
23.896 -109.798
23.894 -109.795
23.889 -109.788
23.88 -109.788
23.872 -109.762
23.856 -109.744
23.842 -109.729
23.839 -109.726
23.831 -109.724
23.821 -109.719
23.81 -109.707
23.808 -109.702
23.801 -109.699
23.767 -109.708
23.749 -109.709
23.73 -109.699
23.722 -109.696
23.691 -109.685
23.676 -109.687
23.672 -109.685
23.666 -109.677
23.658 -109.671
23.654 -109.662
23.648 -109.634
23.645 -109.629
23.64 -109.626
23.637 -109.625
23.625 -109.579
23.607 -109.558
23.604 -109.524
23.588 -109.508
23.585 -109.506
23.58 -109.494
23.578 -109.473
23.576 -109.471
23.562 -109.47
23.544 -109.474
23.519 -109.456
23.507 -109.443
23.501 -109.435
23.495 -109.426
23.491 -109.424
23.484 -109.423
23.479 -109.414
23.473 -109.408
23.465 -109.403
23.458 -109.401
23.446 -109.401
23.425 -109.408
23.416 -109.409
23.412 -109.405
23.414 -109.397
23.412 -109.396
23.4 -109.397
23.395 -109.397
23.387 -109.396
23.385 -109.397
23.386 -109.402
23.386 -109.408
23.385 -109.411
23.38 -109.413
23.355 -109.414
23.345 -109.411
23.34 -109.412
23.333 -109.417
23.329 -109.417
23.311 -109.412
23.303 -109.42
23.293 -109.421
23.281 -109.427
23.263 -109.425
23.254 -109.426
23.242 -109.432
23.228 -109.432
23.211 -109.442
23.203 -109.449
23.197 -109.458
23.182 -109.463
23.181 -109.465
23.181 -109.466
23.183 -109.473
23.169 -109.478
23.122 -109.521
23.11 -109.548
23.103 -109.556
23.099 -109.559
23.097 -109.559
23.096 -109.562
23.097 -109.567
23.097 -109.577
23.095 -109.594
23.081 -109.618
23.082 -109.636
23.072 -109.653
23.063 -109.666
23.052 -109.677
23.047 -109.682
23.039 -109.69
23.03 -109.697
23.025 -109.698
23.02 -109.697
23.016 -109.687
23.012 -109.687
22.99 -109.707
22.987 -109.712
22.978 -109.747
22.973 -109.752
22.968 -109.755
22.954 -109.787
22.93 -109.791
22.922 -109.789
22.923 -109.802
22.913 -109.804
22.901 -109.832
22.896 -109.834
22.89 -109.837
22.89 -109.854
22.888 -109.862
22.891 -109.874
22.885 -109.903
22.879 -109.904
22.869 -109.893
22.867 -109.896
22.868 -109.901
22.87 -109.907
22.871 -109.919
22.87 -109.932
22.87 -109.936
22.872 -109.937
22.873 -109.967
22.879 -109.982
22.894 -110
22.911 -110.02
22.925 -110.032
22.936 -110.037
22.938 -110.038
22.955 -110.06
22.973 -110.068
22.986 -110.079
23.016 -110.089
23.033 -110.1
23.042 -110.103
23.044 -110.104
23.059 -110.105
23.11 -110.114
23.116 -110.113
23.146 -110.116
23.156 -110.123
23.165 -110.122
23.18 -110.12
23.2 -110.128
23.218 -110.131
23.235 -110.139
23.259 -110.139
23.266 -110.144
23.273 -110.146
23.287 -110.146
23.296 -110.146
23.31 -110.156
23.327 -110.16
23.367 -110.187
23.381 -110.207
23.389 -110.215
23.391 -110.216
23.401 -110.22
23.405 -110.233
23.415 -110.236
23.427 -110.246
23.464 -110.261
23.488 -110.269
23.497 -110.28
23.502 -110.286
23.551 -110.306
23.579 -110.325
23.598 -110.351
23.6 -110.353
23.62 -110.375
23.625 -110.383
23.628 -110.396
23.632 -110.404
23.636 -110.414
23.647 -110.428
23.662 -110.47
23.663 -110.473
23.671 -110.495
23.673 -110.51
23.676 -110.518
23.683 -110.525
23.687 -110.532
23.693 -110.558
23.696 -110.565
23.704 -110.572
23.709 -110.585
23.715 -110.594
23.732 -110.616
23.736 -110.624
23.741 -110.63
23.746 -110.631
23.756 -110.644
23.759 -110.645
23.764 -110.65
23.77 -110.661
23.775 -110.664
23.784 -110.665
23.794 -110.68
23.802 -110.686
23.814 -110.696
23.82 -110.704
23.839 -110.722
23.851 -110.736
23.881 -110.758
23.893 -110.776
23.894 -110.778
23.904 -110.786
23.92 -110.811
23.926 -110.826
23.943 -110.844
23.951 -110.863
23.956 -110.87
23.968 -110.881
23.971 -110.884
23.972 -110.886
23.977 -110.899
23.981 -110.906
24 -110.912
24 -110.913
24 -110.914
24.022 -110.938
24.035 -110.954
24.049 -110.976
24.069 -111.002
24.091 -111.019
24.097 -111.026
24.1 -111.033
24.111 -111.045
24.13 -111.081
24.149 -111.111
24.174 -111.159
24.209 -111.214
24.223 -111.234
24.243 -111.274
24.245 -111.277
24.276 -111.34
24.283 -111.362
24.302 -111.399
24.309 -111.414
24.326 -111.453
24.336 -111.449
24.346 -111.462
24.347 -111.465
24.351 -111.475
24.355 -111.477
24.361 -111.474
24.364 -111.474
24.381 -111.493
24.39 -111.494
24.391 -111.496
24.386 -111.503
24.398 -111.515
24.411 -111.524
24.415 -111.53
24.415 -111.534
24.413 -111.539
24.418 -111.546
24.419 -111.551
24.417 -111.555
24.416 -111.555
24.412 -111.557
24.412 -111.561
24.417 -111.573
24.414 -111.577
24.415 -111.582
24.418 -111.583
24.422 -111.581
24.427 -111.575
24.429 -111.575
24.431 -111.578
24.434 -111.579
24.437 -111.584
24.443 -111.58
24.445 -111.585
