segment Kazakhstan
46.556 49.906
46.552 49.904
46.539 49.891
46.513 49.898
46.505 49.896
46.494 49.885
46.491 49.882
46.486 49.863
46.482 49.856
46.472 49.85
46.466 49.839
46.466 49.834
46.471 49.81
46.476 49.796
46.491 49.773
46.491 49.768
46.488 49.766
46.484 49.767
46.472 49.779
46.47 49.78
46.464 49.781
46.454 49.774
46.442 49.774
46.432 49.788
46.419 49.819
46.415 49.822
46.412 49.819
46.412 49.812
46.421 49.791
46.422 49.781
46.419 49.776
46.416 49.774
46.41 49.781
46.408 49.786
46.408 49.788
46.4 49.8
46.395 49.813
46.392 49.816
46.379 49.821
46.38 49.824
46.374 49.832
46.37 49.833
46.366 49.827
46.365 49.819
46.371 49.8
46.395 49.743
46.397 49.736
46.399 49.714
46.396 49.709
46.386 49.701
46.376 49.699
46.373 49.696
46.369 49.688
46.369 49.683
46.371 49.671
46.374 49.665
46.382 49.657
46.383 49.65
46.379 49.645
46.368 49.644
46.358 49.637
46.35 49.636
46.348 49.636
46.346 49.636
46.338 49.648
46.333 49.649
46.326 49.643
46.32 49.63
46.325 49.618
46.351 49.601
46.361 49.585
46.373 49.575
46.372 49.566
46.365 49.569
46.357 49.57
46.345 49.571
46.336 49.576
46.326 49.589
46.315 49.59
46.308 49.606
46.294 49.62
46.275 49.626
46.272 49.623
46.27 49.619
46.271 49.613
46.275 49.607
46.282 49.591
46.297 49.551
46.316 49.517
46.324 49.512
46.327 49.499
46.325 49.495
46.325 49.489
46.332 49.478
46.336 49.465
46.344 49.454
46.346 49.447
46.346 49.446
46.346 49.436
46.343 49.432
46.337 49.433
46.334 49.426
46.336 49.423
46.35 49.417
46.356 49.409
46.375 49.397
46.376 49.388
46.38 49.385
46.394 49.388
46.403 49.381
46.408 49.381
46.413 49.386
46.416 49.392
46.417 49.4
46.41 49.412
46.407 49.421
46.41 49.424
46.418 49.409
46.424 49.4
46.441 49.383
46.454 49.386
46.462 49.38
46.466 49.361
46.472 49.343
46.474 49.328
46.472 49.305
46.468 49.298
46.463 49.303
46.459 49.311
46.458 49.312
46.453 49.316
46.455 49.325
46.453 49.335
46.446 49.345
46.438 49.35
46.434 49.35
46.428 49.349
46.42 49.344
46.413 49.347
46.407 49.353
46.4 49.352
46.388 49.356
46.373 49.376
46.363 49.393
46.363 49.394
46.351 49.4
46.348 49.409
46.334 49.414
46.323 49.406
46.319 49.407
46.31 49.429
46.301 49.435
46.291 49.435
46.285 49.427
46.282 49.421
46.284 49.409
46.281 49.404
46.272 49.399
46.271 49.398
46.27 49.396
46.272 49.39
46.283 49.374
46.285 49.363
46.288 49.359
46.297 49.362
46.338 49.345
46.348 49.349
46.353 49.35
46.357 49.336
46.36 49.335
46.367 49.342
46.369 49.34
46.373 49.339
46.381 49.331
46.417 49.312
46.427 49.292
46.438 49.28
46.44 49.265
46.455 49.237
46.462 49.235
46.469 49.223
46.472 49.215
46.471 49.204
46.467 49.209
46.463 49.211
46.459 49.206
46.472 49.181
46.468 49.178
46.446 49.197
46.434 49.201
46.426 49.216
46.426 49.227
46.428 49.23
46.436 49.226
46.439 49.23
46.438 49.236
46.434 49.241
46.433 49.242
46.424 49.244
46.418 49.248
46.412 49.259
46.406 49.264
46.402 49.264
46.395 49.259
46.383 49.266
46.379 49.267
46.379 49.259
46.381 49.254
46.401 49.233
46.411 49.213
46.413 49.211
46.414 49.201
46.412 49.198
46.41 49.197
46.408 49.197
46.403 49.2
46.4 49.211
46.382 49.219
46.378 49.218
46.372 49.203
46.371 49.195
46.377 49.193
46.388 49.199
46.394 49.197
46.398 49.185
46.407 49.175
46.416 49.17
46.42 49.165
46.426 49.159
46.427 49.158
46.432 49.157
46.435 49.161
46.439 49.171
46.448 49.162
46.452 49.15
46.451 49.14
46.452 49.132
46.448 49.127
46.439 49.13
46.434 49.137
46.429 49.14
46.425 49.136
46.423 49.125
46.415 49.136
46.415 49.14
46.409 49.146
46.395 49.149
46.394 49.15
46.385 49.163
46.377 49.169
46.372 49.174
46.367 49.188
46.361 49.196
46.356 49.197
46.352 49.193
46.361 49.173
46.361 49.172
46.36 49.169
46.36 49.167
46.363 49.16
46.37 49.151
46.373 49.138
46.376 49.114
46.38 49.099
46.386 49.076
46.389 49.052
46.391 49.044
46.392 49.039
46.399 49.029
46.412 49.021
46.419 49.005
46.428 48.981
46.431 48.965
46.432 48.953
46.438 48.936
46.44 48.932
46.443 48.924
46.446 48.911
46.45 48.902
46.458 48.895
46.465 48.883
46.469 48.875
46.473 48.869
46.478 48.86
46.477 48.846
46.476 48.835
46.476 48.825
46.48 48.816
46.487 48.809
46.496 48.803
46.503 48.797
46.51 48.789
46.52 48.782
46.527 48.782
46.536 48.776
46.539 48.764
46.54 48.757
46.544 48.752
46.547 48.747
46.549 48.741
46.549 48.734
46.548 48.724
46.553 48.717
46.557 48.71
46.559 48.705
46.56 48.684
46.562 48.673
46.566 48.666
46.583 48.661
46.59 48.654
46.596 48.65
46.605 48.645
46.609 48.639
46.607 48.635
46.604 48.626
46.6 48.617
46.601 48.603
46.605 48.585
46.606 48.577
46.607 48.566
46.608 48.559
46.62 48.543
46.624 48.542
46.638 48.548
46.645 48.544
46.649 48.535
46.649 48.52
46.648 48.51
46.652 48.499
46.655 48.489
46.658 48.481
46.667 48.48
46.679 48.481
46.684 48.488
46.695 48.492
46.707 48.495
46.714 48.498
46.725 48.505
46.733 48.511
46.739 48.523
46.753 48.55
46.77 48.573
46.774 48.581
46.775 48.592
46.775 48.618
46.773 48.643
46.771 48.657
46.755 48.688
46.726 48.695
46.72 48.706
46.703 48.732
46.688 48.751
46.685 48.761
46.685 48.782
46.684 48.801
46.684 48.826
46.693 48.914
46.706 48.934
46.717 48.956
46.733 48.974
46.75 48.993
46.759 49.002
46.767 49.005
46.785 48.999
46.814 48.985
46.835 48.971
46.869 48.935
46.891 48.91
46.904 48.893
46.929 48.874
46.967 48.828
46.991 48.803
47.011 48.781
47.035 48.769
47.087 48.734
47.127 48.712
47.169 48.685
47.209 48.661
47.252 48.643
47.313 48.626
47.365 48.617
47.414 48.608
47.414 48.589
47.412 48.536
47.416 48.473
47.422 48.427
47.434 48.381
47.439 48.378
47.449 48.366
47.462 48.359
47.481 48.341
47.508 48.317
47.546 48.278
47.561 48.268
47.576 48.261
47.594 48.248
47.617 48.234
47.637 48.217
47.659 48.2
47.678 48.182
47.692 48.163
47.713 48.134
47.718 48.123
47.722 48.118
47.742 48.083
47.754 48.07
47.761 48.058
47.763 48.052
47.765 48.044
47.767 48.002
47.761 47.973
47.758 47.961
47.755 47.912
47.751 47.854
47.746 47.789
47.746 47.739
47.745 47.707
47.745 47.687
47.747 47.667
47.767 47.583
47.774 47.553
47.786 47.508
47.798 47.457
47.811 47.427
47.815 47.412
47.815 47.408
47.813 47.407
47.808 47.407
47.798 47.407
47.788 47.41
47.733 47.4
47.681 47.382
47.676 47.377
47.677 47.371
47.683 47.359
47.688 47.346
47.701 47.316
47.717 47.271
47.742 47.215
47.749 47.197
47.761 47.174
47.788 47.139
47.816 47.115
47.818 47.119
47.822 47.124
47.831 47.158
47.837 47.162
47.841 47.158
47.847 47.152
47.857 47.146
47.867 47.137
47.897 47.109
47.947 47.071
47.994 47.021
48 47.018
48.023 47.088
48.026 47.099
48.04 47.139
48.061 47.16
48.063 47.167
48.058 47.196
48.06 47.199
48.074 47.207
48.078 47.208
48.083 47.196
48.085 47.188
48.105 47.097
48.115 47.092
48.123 47.095
48.156 47.119
48.162 47.118
48.185 47.116
48.202 47.107
48.211 47.098
48.22 47.065
48.229 47.038
48.254 47.015
48.268 46.994
48.323 46.927
48.327 46.925
48.333 46.93
48.334 46.932
48.338 46.925
48.339 46.909
48.337 46.876
48.348 46.806
48.356 46.772
48.362 46.754
48.388 46.678
48.414 46.583
48.416 46.578
48.428 46.522
48.443 46.492
48.49 46.515
48.498 46.519
48.616 46.584
48.647 46.601
48.732 46.656
48.752 46.669
48.85 46.719
48.939 46.778
48.95 46.803
48.954 46.814
48.968 46.856
49.004 46.938
49.026 46.968
49.03 46.972
49.061 47.004
49.119 47.039
49.139 47.045
49.165 47.053
49.187 47.045
49.209 47.021
49.243 46.965
49.279 46.905
49.301 46.864
49.309 46.839
49.319 46.814
49.333 46.783
49.346 46.78
49.387 46.788
49.432 46.802
49.456 46.807
49.509 46.81
49.512 46.81
49.557 46.82
49.571 46.829
49.594 46.85
49.608 46.86
49.627 46.864
49.65 46.869
49.679 46.874
49.707 46.875
49.746 46.874
49.752 46.875
49.839 46.893
49.851 46.9
49.861 46.907
49.869 46.918
49.869 46.924
49.868 46.948
49.869 46.973
49.878 46.998
49.903 47.109
49.926 47.162
49.966 47.224
49.973 47.231
50 47.258
50.008 47.266
50.083 47.325
50.094 47.333
50.105 47.339
50.132 47.327
50.194 47.266
50.199 47.261
50.207 47.267
50.243 47.327
50.254 47.323
50.258 47.305
50.26 47.303
50.293 47.302
50.311 47.302
50.332 47.32
50.335 47.397
50.34 47.408
50.358 47.41
50.366 47.405
50.378 47.409
50.385 47.428
50.416 47.444
50.428 47.468
50.443 47.49
50.456 47.51
50.463 47.551
50.453 47.589
50.438 47.624
50.421 47.643
50.416 47.65
50.407 47.662
50.39 47.72
50.379 47.744
50.368 47.735
50.354 47.747
50.34 47.769
50.336 47.776
50.335 47.778
50.334 47.804
50.331 47.817
50.315 47.82
50.306 47.832
50.287 47.851
50.268 47.879
50.255 47.904
50.254 47.905
50.238 47.925
50.227 47.932
50.219 47.946
50.2 47.952
50.192 47.959
50.186 47.973
50.177 47.985
50.171 47.987
50.161 47.986
50.149 47.99
50.148 47.991
50.137 48.009
50.129 48.026
50.11 48.042
50.102 48.085
50.091 48.096
50.059 48.108
50.044 48.117
50.002 48.13
50 48.13
49.994 48.129
49.982 48.148
49.978 48.151
49.965 48.152
49.953 48.163
49.947 48.176
49.94 48.19
49.909 48.217
49.899 48.223
49.886 48.224
49.873 48.218
49.868 48.23
49.869 48.235
49.869 48.243
49.862 48.273
49.864 48.276
49.867 48.281
49.871 48.294
49.869 48.312
49.851 48.325
49.851 48.333
49.847 48.34
49.834 48.344
49.829 48.348
49.833 48.369
49.837 48.377
49.827 48.394
49.815 48.395
49.814 48.399
49.807 48.425
49.811 48.431
49.812 48.433
49.825 48.429
49.838 48.433
49.877 48.571
49.898 48.645
49.927 48.735
49.933 48.745
50 48.851
50.008 48.863
50.015 48.874
50.023 48.878
50.066 48.855
50.086 48.852
50.09 48.832
50.094 48.789
50.102 48.762
50.111 48.755
50.129 48.758
50.138 48.769
50.159 48.777
50.18 48.779
50.181 48.779
50.206 48.765
50.256 48.717
50.29 48.7
50.294 48.699
50.328 48.69
50.376 48.685
50.419 48.674
50.473 48.659
50.542 48.636
50.573 48.65
50.585 48.639
50.598 48.635
50.621 48.571
50.625 48.567
50.635 48.559
50.648 48.558
50.664 48.578
50.668 48.6
50.663 48.629
50.663 48.633
50.634 48.676
50.623 48.701
50.62 48.721
50.619 48.778
50.61 48.796
50.601 48.812
50.6 48.825
50.613 48.839
50.633 48.868
50.659 48.939
50.666 48.949
50.7 48.983
50.712 49.002
50.719 49.01
50.769 49.072
50.783 49.093
50.794 49.119
50.801 49.144
50.803 49.152
50.813 49.229
50.821 49.243
50.829 49.252
50.838 49.274
50.84 49.294
50.841 49.333
50.841 49.334
50.849 49.374
50.858 49.411
50.864 49.418
50.878 49.421
50.896 49.412
50.926 49.392
50.958 49.37
50.976 49.353
50.98 49.339
50.99 49.325
50.998 49.323
51.008 49.331
51.031 49.355
51.049 49.374
51.056 49.379
51.064 49.376
51.097 49.371
51.105 49.384
51.11 49.415
51.122 49.416
51.13 49.42
51.129 49.426
51.124 49.459
51.108 49.504
51.109 49.525
51.115 49.544
51.125 49.594
51.124 49.614
51.123 49.631
51.113 49.695
51.115 49.736
51.121 49.75
51.147 49.792
51.152 49.801
51.172 49.838
51.197 49.868
51.234 49.934
51.241 49.952
51.248 49.985
51.251 50
51.278 50.117
51.287 50.156
51.292 50.196
51.294 50.22
51.309 50.27
51.316 50.289
51.321 50.303
51.34 50.368
51.344 50.372
51.353 50.354
51.362 50.346
51.37 50.345
51.375 50.336
51.384 50.334
51.39 50.337
51.403 50.363
51.409 50.372
51.419 50.371
51.433 50.35
51.437 50.362
51.437 50.411
51.438 50.448
51.439 50.461
51.447 50.464
51.456 50.466
51.466 50.462
51.475 50.464
51.477 50.487
51.475 50.512
51.49 50.514
51.502 50.506
51.523 50.491
51.532 50.491
51.551 50.499
51.573 50.5
51.601 50.514
51.604 50.521
51.604 50.529
51.597 50.539
51.599 50.543
51.602 50.547
51.613 50.557
51.636 50.561
51.642 50.568
51.644 50.592
51.642 50.623
51.635 50.646
51.632 50.669
51.63 50.69
51.628 50.717
51.609 50.718
51.59 50.69
51.58 50.669
51.574 50.662
51.571 50.666
51.572 50.69
51.575 50.724
51.578 50.755
51.588 50.763
51.592 50.777
51.599 50.781
51.648 50.788
51.656 50.793
51.661 50.793
51.668 50.78
51.67 50.773
51.674 50.757
51.687 50.738
51.698 50.734
51.726 50.731
51.751 50.735
51.765 50.743
51.767 50.754
51.766 50.771
51.757 50.804
51.739 50.863
51.73 50.869
51.712 50.876
51.682 50.885
51.68 50.89
51.68 50.927
51.68 50.964
51.678 51.006
51.685 51.022
51.682 51.031
51.672 51.048
51.668 51.062
51.67 51.074
51.675 51.102
51.676 51.118
51.672 51.125
51.675 51.148
51.67 51.154
51.671 51.174
51.678 51.175
51.689 51.247
51.689 51.256
51.69 51.267
51.677 51.291
51.663 51.295
51.66 51.306
51.656 51.346
51.653 51.359
51.614 51.366
51.61 51.366
51.577 51.364
51.57 51.36
51.566 51.352
51.566 51.308
51.563 51.266
51.561 51.247
51.556 51.242
51.549 51.244
51.542 51.246
51.533 51.268
51.523 51.276
51.5 51.276
51.494 51.288
51.49 51.314
51.492 51.362
51.49 51.379
51.491 51.381
51.492 51.39
51.483 51.429
51.511 51.519
51.521 51.533
51.528 51.537
51.533 51.545
51.536 51.544
51.548 51.542
51.556 51.544
51.561 51.554
51.561 51.566
51.552 51.575
51.534 51.586
51.533 51.59
51.538 51.615
51.534 51.627
51.515 51.646
51.506 51.638
51.49 51.623
51.48 51.618
51.47 51.628
51.469 51.649
51.474 51.67
51.489 51.711
51.507 51.74
51.507 51.744
51.509 51.758
51.519 51.79
51.523 51.795
51.531 51.794
51.578 51.758
51.591 51.757
51.603 51.762
51.606 51.765
51.619 51.775
51.64 51.798
51.683 51.857
51.681 51.905
51.679 51.95
51.674 51.971
51.664 51.995
51.662 52
51.661 52.008
51.654 52.019
51.652 52.028
51.653 52.038
51.659 52.056
51.659 52.066
51.659 52.071
51.655 52.094
51.656 52.108
51.659 52.12
51.668 52.141
51.686 52.161
51.694 52.169
51.714 52.17
51.719 52.174
51.723 52.185
51.724 52.207
51.716 52.249
51.717 52.261
51.724 52.279
51.736 52.303
51.748 52.304
51.758 52.301
51.764 52.314
51.766 52.328
51.76 52.354
51.754 52.362
51.743 52.367
51.705 52.37
51.657 52.383
51.647 52.392
51.64 52.4
51.609 52.442
51.579 52.457
51.567 52.469
51.555 52.494
51.553 52.498
51.547 52.504
51.509 52.514
51.505 52.518
51.495 52.55
51.492 52.554
51.487 52.557
51.482 52.555
51.478 52.546
51.467 52.546
51.465 52.551
51.46 52.571
51.464 52.572
51.473 52.591
51.475 52.602
51.47 52.604
51.46 52.597
51.457 52.601
51.458 52.614
51.456 52.633
51.459 52.634
51.47 52.623
51.474 52.626
51.474 52.632
51.467 52.642
51.465 52.644
51.467 52.652
51.484 52.652
51.491 52.655
51.492 52.664
51.49 52.667
51.466 52.675
51.462 52.681
51.459 52.693
51.467 52.693
51.474 52.686
51.479 52.686
51.481 52.692
51.481 52.708
51.482 52.718
51.487 52.727
51.488 52.734
51.485 52.752
51.488 52.756
51.503 52.746
51.507 52.747
51.505 52.758
51.499 52.771
51.516 52.771
51.526 52.779
51.518 52.786
51.511 52.783
51.509 52.784
51.513 52.794
51.512 52.797
51.507 52.798
51.505 52.802
51.51 52.816
51.501 52.816
51.498 52.819
51.499 52.827
51.503 52.835
51.505 52.844
51.498 52.862
51.497 52.871
51.503 52.886
51.503 52.898
51.499 52.9
51.497 52.897
51.493 52.885
51.486 52.869
51.481 52.869
51.475 52.874
51.475 52.883
51.484 52.895
51.479 52.902
51.479 52.908
51.481 52.91
51.494 52.912
51.498 52.916
51.5 52.923
51.498 52.931
51.486 52.929
51.482 52.933
51.48 52.939
51.478 52.943
51.46 52.957
51.46 52.964
51.464 52.965
51.472 52.958
51.476 52.959
51.476 52.965
51.47 52.98
51.47 52.986
51.473 52.988
51.48 52.982
51.485 52.982
51.485 52.991
51.477 53.006
51.477 53.01
51.488 53.045
51.49 53.061
51.493 53.069
51.501 53.079
51.502 53.09
51.5 53.094
51.493 53.099
51.49 53.107
51.488 53.118
51.492 53.141
51.49 53.157
51.491 53.164
51.496 53.167
51.501 53.165
51.51 53.148
51.515 53.145
51.525 53.148
51.521 53.175
51.536 53.195
51.533 53.203
51.526 53.201
51.517 53.191
51.513 53.197
51.51 53.206
51.508 53.219
51.508 53.233
51.512 53.252
51.508 53.266
51.505 53.27
51.499 53.272
51.492 53.274
51.487 53.282
51.487 53.295
51.496 53.299
51.502 53.306
51.505 53.317
51.511 53.332
51.514 53.358
51.515 53.36
51.518 53.364
51.514 53.379
51.513 53.38
51.507 53.383
51.496 53.398
51.496 53.413
51.493 53.424
51.479 53.447
51.467 53.446
51.465 53.448
51.458 53.463
51.454 53.486
51.451 53.493
51.44 53.498
51.437 53.505
51.437 53.518
51.431 53.527
51.43 53.534
51.432 53.553
51.432 53.57
51.429 53.578
51.419 53.58
51.414 53.584
51.399 53.605
51.394 53.627
51.389 53.635
51.377 53.64
51.37 53.632
51.367 53.623
51.368 53.603
51.359 53.616
51.352 53.629
51.346 53.63
51.333 53.627
51.326 53.623
51.322 53.612
51.306 53.608
51.301 53.614
51.293 53.615
51.278 53.639
51.275 53.648
51.27 53.654
51.263 53.654
51.255 53.662
51.254 53.663
51.246 53.658
51.241 53.659
51.227 53.677
51.227 53.686
51.231 53.699
51.229 53.708
51.218 53.734
51.218 53.743
51.21 53.749
51.206 53.747
51.203 53.75
51.21 53.765
51.208 53.785
51.212 53.796
51.213 53.797
51.214 53.809
51.209 53.819
51.193 53.839
51.192 53.851
51.193 53.864
51.196 53.87
51.196 53.886
51.202 53.896
51.197 53.906
51.19 53.94
51.185 53.949
51.181 53.965
51.171 53.978
51.163 54.034
51.155 54.04
51.151 54.052
51.149 54.054
51.144 54.048
51.141 54.049
51.135 54.059
51.13 54.077
51.127 54.101
51.123 54.12
51.119 54.13
51.115 54.134
51.11 54.14
51.099 54.15
51.094 54.152
51.089 54.153
51.081 54.152
51.064 54.139
51.059 54.138
51.053 54.142
51.052 54.146
51.064 54.154
51.066 54.158
51.067 54.162
51.065 54.165
51.052 54.173
51.04 54.191
51.035 54.194
51.031 54.192
51.029 54.188
51.028 54.174
51.024 54.168
51.02 54.166
51.016 54.169
51.011 54.182
51.006 54.183
50.999 54.18
50.996 54.182
50.995 54.196
50.99 54.206
50.986 54.21
50.976 54.202
50.974 54.202
50.965 54.213
50.955 54.238
50.937 54.254
50.907 54.273
50.905 54.273
50.893 54.285
50.885 54.297
50.879 54.316
50.872 54.406
50.872 54.443
50.871 54.45
50.87 54.454
50.862 54.469
50.854 54.504
50.848 54.513
50.841 54.517
50.835 54.518
50.83 54.516
50.789 54.473
50.779 54.468
50.765 54.463
50.737 54.452
50.7 54.464
50.68 54.453
50.676 54.449
50.673 54.444
50.652 54.426
50.633 54.423
50.624 54.423
50.619 54.426
50.603 54.44
50.596 54.451
50.582 54.464
50.567 54.484
50.562 54.49
50.54 54.508
50.539 54.52
50.541 54.539
50.551 54.561
50.551 54.573
50.538 54.596
50.539 54.608
50.543 54.615
50.551 54.625
50.556 54.63
50.575 54.646
50.601 54.673
50.613 54.709
50.629 54.726
50.635 54.729
50.655 54.723
50.657 54.723
50.679 54.712
50.722 54.68
50.738 54.672
50.757 54.665
50.775 54.662
50.811 54.655
50.82 54.66
50.851 54.686
50.865 54.691
50.894 54.706
50.891 54.712
50.891 54.728
50.888 54.736
50.889 54.761
50.88 54.786
50.877 54.795
50.878 54.804
50.878 54.812
50.883 54.82
50.884 54.825
50.879 54.833
50.86 54.839
50.856 54.844
50.855 54.862
50.851 54.869
50.839 54.878
50.843 54.889
50.844 54.899
50.856 54.901
50.863 54.898
50.866 54.903
50.867 54.921
50.875 54.927
50.877 54.932
50.874 54.944
50.882 54.952
50.883 54.977
50.883 54.984
50.879 54.99
50.886 55
50.888 55.003
50.899 55.014
50.903 55.014
50.915 55.006
50.919 55.009
50.92 55.02
50.923 55.032
50.931 55.044
50.932 55.052
50.92 55.084
50.913 55.094
50.906 55.103
50.883 55.108
50.871 55.102
50.862 55.094
50.846 55.069
50.833 55.061
50.827 55.062
50.82 55.069
50.807 55.092
50.804 55.097
50.799 55.114
50.785 55.145
50.756 55.194
50.742 55.214
50.726 55.243
50.7 55.293
50.66 55.355
50.656 55.373
50.658 55.38
50.667 55.391
50.672 55.398
50.674 55.404
50.673 55.435
50.674 55.459
50.671 55.485
50.666 55.491
50.647 55.499
50.64 55.506
50.628 55.534
50.625 55.543
50.623 55.552
50.619 55.571
50.601 55.612
50.572 55.664
50.568 55.674
50.567 55.683
50.568 55.693
50.572 55.704
50.575 55.708
50.579 55.714
50.588 55.721
50.606 55.728
50.609 55.734
50.619 55.766
50.639 55.815
50.647 55.855
50.648 55.864
50.666 55.909
50.677 55.953
50.685 55.973
50.713 56.021
50.716 56.026
50.742 56.083
50.752 56.12
50.756 56.127
50.761 56.133
50.771 56.138
50.799 56.133
50.803 56.132
50.836 56.135
50.855 56.147
50.919 56.174
50.92 56.176
50.933 56.19
50.936 56.2
50.937 56.211
50.934 56.228
50.92 56.257
50.91 56.294
50.908 56.32
50.908 56.341
50.909 56.351
50.91 56.355
50.919 56.375
50.926 56.384
50.952 56.388
50.97 56.394
50.974 56.404
50.974 56.409
50.968 56.455
50.97 56.464
50.976 56.473
50.976 56.474
50.98 56.478
50.992 56.479
51.009 56.477
51.02 56.473
51.034 56.464
51.044 56.462
51.064 56.463
51.07 56.474
51.088 56.497
51.089 56.501
51.089 56.502
51.084 56.509
51.076 56.514
51.069 56.527
51.065 56.531
51.057 56.532
51.049 56.536
51.045 56.543
51.039 56.57
51.03 56.589
50.999 56.624
50.993 56.63
50.99 56.636
50.988 56.645
50.99 56.671
50.988 56.684
50.976 56.712
50.972 56.732
50.974 56.739
50.978 56.744
51.005 56.752
51.013 56.749
51.015 56.747
51.024 56.739
51.04 56.731
51.07 56.723
51.076 56.722
51.078 56.729
51.08 56.739
51.081 56.747
51.078 56.767
51.079 56.787
51.084 56.807
51.083 56.818
51.082 56.832
51.08 56.84
51.056 56.883
51.054 56.892
51.054 56.904
51.063 56.936
51.066 56.94
51.071 56.943
51.074 56.95
51.075 56.958
51.07 56.977
51.065 56.984
51.055 56.998
51.052 57.023
51.057 57.052
51.064 57.077
51.076 57.124
51.089 57.163
51.089 57.164
51.093 57.169
51.095 57.184
51.093 57.19
51.082 57.202
51.073 57.207
51.054 57.211
51.049 57.213
51.043 57.22
51.027 57.252
51.021 57.27
51.017 57.291
50.99 57.317
50.977 57.316
50.969 57.322
50.955 57.319
50.934 57.347
50.929 57.35
50.912 57.392
50.906 57.409
50.896 57.427
50.89 57.441
50.885 57.464
50.878 57.51
50.882 57.527
50.889 57.53
50.903 57.519
50.91 57.516
50.915 57.516
50.918 57.52
50.924 57.531
50.932 57.556
50.935 57.567
50.937 57.586
50.943 57.603
50.945 57.634
50.945 57.647
50.943 57.654
50.933 57.665
50.92 57.67
50.918 57.671
50.911 57.682
50.911 57.689
50.919 57.716
50.923 57.724
50.931 57.731
50.958 57.739
51.004 57.745
51.005 57.745
51.057 57.749
51.085 57.746
51.099 57.752
51.13 57.754
51.138 57.778
51.14 57.808
51.14 57.818
51.137 57.826
51.133 57.83
51.117 57.841
51.113 57.846
51.112 57.856
51.11 57.861
51.103 57.872
51.102 57.881
51.104 57.888
51.109 57.894
51.114 57.901
51.118 57.915
51.118 57.926
51.117 57.928
51.106 57.932
51.095 57.945
51.092 57.953
51.092 57.964
51.094 57.974
51.096 57.981
51.095 57.989
51.084 57.998
51.083 58.001
51.092 58.013
51.112 58.051
51.113 58.065
51.125 58.083
51.126 58.089
51.121 58.098
51.115 58.101
51.094 58.097
51.086 58.098
51.079 58.106
51.076 58.117
51.074 58.142
51.068 58.17
51.068 58.181
51.071 58.186
51.082 58.18
51.087 58.182
51.091 58.185
51.093 58.192
51.095 58.211
51.103 58.222
51.108 58.222
51.126 58.213
51.132 58.214
51.139 58.239
51.149 58.25
51.151 58.256
51.148 58.264
51.153 58.273
51.15 58.281
51.155 58.287
51.158 58.288
51.161 58.292
51.157 58.305
51.158 58.314
51.156 58.321
51.152 58.326
51.132 58.338
51.125 58.341
51.091 58.357
51.085 58.362
51.078 58.372
51.075 58.398
51.083 58.436
51.084 58.456
51.082 58.487
51.08 58.506
51.075 58.546
51.07 58.556
51.061 58.565
51.022 58.6
51.01 58.604
51.002 58.605
50.998 58.603
50.996 58.602
50.979 58.581
50.941 58.566
50.931 58.569
50.905 58.568
50.878 58.573
50.875 58.574
50.847 58.585
50.834 58.592
50.827 58.599
50.822 58.609
50.818 58.622
50.816 58.653
50.818 58.67
50.823 58.694
50.826 58.705
50.837 58.741
50.838 58.768
50.835 58.779
50.83 58.788
50.824 58.791
50.817 58.791
50.792 58.779
50.777 58.782
50.771 58.787
50.767 58.795
50.767 58.796
50.761 58.823
50.753 58.85
50.75 58.856
50.745 58.861
50.722 58.871
50.715 58.877
50.709 58.883
50.699 58.909
50.695 58.938
50.694 58.942
50.694 58.965
50.697 58.993
50.702 59.008
50.701 59.031
50.685 59.103
50.683 59.129
50.682 59.15
50.682 59.176
50.676 59.218
50.674 59.232
50.669 59.244
50.657 59.253
50.652 59.261
50.649 59.271
50.648 59.28
50.659 59.295
50.66 59.299
50.661 59.304
50.661 59.316
50.648 59.39
50.65 59.413
50.66 59.458
50.66 59.478
50.656 59.484
50.654 59.487
50.627 59.514
50.611 59.537
50.604 59.541
50.597 59.541
50.59 59.52
50.584 59.517
50.548 59.518
50.524 59.518
50.516 59.52
50.515 59.524
50.514 59.531
50.517 59.541
50.534 59.59
50.54 59.61
50.547 59.645
50.548 59.655
50.551 59.677
50.559 59.719
50.569 59.786
50.573 59.806
50.578 59.822
50.584 59.833
50.589 59.836
50.596 59.841
50.625 59.869
50.634 59.883
50.654 59.898
50.675 59.911
50.699 59.929
50.706 59.934
50.735 59.951
50.773 59.968
50.811 59.991
50.818 59.995
50.824 60
50.829 60.004
50.849 60.023
50.856 60.034
50.866 60.069
50.866 60.087
50.859 60.137
50.854 60.154
50.845 60.182
50.836 60.192
50.803 60.189
50.796 60.19
50.79 60.194
50.757 60.232
50.751 60.24
50.698 60.308
50.693 60.316
50.685 60.34
50.681 60.346
50.679 60.355
50.676 60.389
50.672 60.434
50.67 60.476
50.67 60.507
50.664 60.585
50.665 60.64
50.669 60.667
50.668 60.689
50.66 60.751
50.661 60.781
50.661 60.828
50.683 60.927
50.685 60.973
50.686 61.008
50.695 61.04
50.712 61.115
50.725 61.159
50.731 61.181
50.733 61.197
50.75 61.256
50.77 61.343
50.774 61.358
50.781 61.38
50.794 61.427
50.807 61.451
50.823 61.462
50.834 61.466
50.853 61.47
50.885 61.477
50.896 61.484
50.929 61.489
50.958 61.496
50.976 61.502
51.1 61.542
51.11 61.546
51.129 61.549
51.185 61.568
51.223 61.578
51.232 61.58
51.246 61.587
51.248 61.591
51.265 61.676
51.294 61.626
51.317 61.584
51.34 61.553
