segment Ukraine
48.399 27.113
48.405 27.103
48.409 27.094
48.422 27.083
48.437 27.076
48.439 27.072
48.438 27.065
48.433 27.055
48.431 27.046
48.427 27.038
48.423 27.037
48.41 27.049
48.4 27.055
48.393 27.052
48.39 27.045
48.388 27.035
48.384 27.023
48.378 27.016
48.37 27.012
48.365 27.003
48.363 26.983
48.365 26.959
48.368 26.945
48.371 26.928
48.382 26.905
48.394 26.897
48.413 26.893
48.422 26.889
48.426 26.881
48.425 26.872
48.42 26.848
48.417 26.825
48.416 26.802
48.413 26.787
48.405 26.772
48.401 26.756
48.402 26.75
48.408 26.736
48.41 26.725
48.408 26.717
48.402 26.719
48.395 26.726
48.387 26.738
48.376 26.754
48.366 26.771
48.354 26.789
48.348 26.804
48.349 26.82
48.341 26.829
48.334 26.829
48.319 26.828
48.306 26.828
48.293 26.82
48.292 26.814
48.291 26.792
48.28 26.786
48.274 26.779
48.277 26.773
48.286 26.768
48.3 26.762
48.312 26.758
48.319 26.753
48.32 26.743
48.322 26.734
48.328 26.724
48.336 26.716
48.342 26.709
48.352 26.699
48.353 26.695
48.348 26.69
48.339 26.689
48.332 26.684
48.326 26.682
48.32 26.683
48.313 26.686
48.308 26.683
48.307 26.679
48.308 26.674
48.311 26.67
48.315 26.666
48.317 26.66
48.316 26.657
48.314 26.654
48.308 26.651
48.3 26.649
48.292 26.646
48.285 26.64
48.277 26.626
48.265 26.619
48.251 26.624
48.251 26.622
48.247 26.621
48.241 26.623
48.239 26.616
48.24 26.606
48.241 26.601
48.247 26.594
48.247 26.59
48.234 26.575
48.231 26.574
48.222 26.578
48.222 26.573
48.225 26.562
48.224 26.558
48.218 26.555
48.213 26.529
48.216 26.52
48.219 26.488
48.223 26.479
48.218 26.462
48.215 26.459
48.211 26.46
48.207 26.455
48.207 26.44
48.203 26.438
48.197 26.442
48.196 26.437
48.201 26.43
48.201 26.425
48.191 26.399
48.19 26.391
48.191 26.389
48.195 26.39
48.199 26.388
48.2 26.384
48.199 26.378
48.192 26.366
48.193 26.358
48.187 26.353
48.189 26.336
48.188 26.322
48.184 26.321
48.179 26.321
48.168 26.327
48.162 26.325
48.156 26.325
48.148 26.317
48.135 26.305
48.118 26.299
48.111 26.292
48.103 26.284
48.089 26.283
48.075 26.272
48.067 26.261
48.049 26.239
48.033 26.223
48.025 26.218
48 26.2
47.999 26.195
47.993 26.167
47.991 26.158
47.988 26.144
47.99 26.132
47.991 26.112
47.988 26.102
47.986 26.092
47.991 26.073
47.99 26.057
47.988 26.04
47.986 26.026
47.979 26.009
47.974 25.985
47.975 25.967
47.979 25.95
47.98 25.939
47.978 25.921
47.972 25.912
47.963 25.898
47.964 25.881
47.966 25.864
47.964 25.851
47.957 25.828
47.949 25.804
47.942 25.785
47.938 25.764
47.934 25.727
47.935 25.712
47.938 25.678
47.942 25.655
47.946 25.642
47.945 25.63
47.939 25.612
47.938 25.593
47.936 25.527
47.935 25.503
47.929 25.474
47.929 25.442
47.926 25.384
47.922 25.352
47.922 25.328
47.913 25.303
47.899 25.269
47.888 25.243
47.881 25.232
47.868 25.229
47.846 25.203
47.83 25.19
47.819 25.178
47.806 25.167
47.788 25.155
47.774 25.139
47.758 25.121
47.755 25.112
47.752 25.094
47.747 25.081
47.744 25.071
47.739 25.056
47.736 25.037
47.731 25.004
47.73 25
47.726 24.95
47.725 24.929
47.722 24.91
47.725 24.897
47.73 24.895
47.738 24.896
47.743 24.894
47.746 24.889
47.758 24.876
47.776 24.859
47.8 24.843
47.814 24.83
47.818 24.823
47.82 24.814
47.822 24.807
47.832 24.783
47.834 24.773
47.834 24.765
47.835 24.759
47.84 24.747
47.841 24.737
47.841 24.727
47.846 24.72
47.854 24.71
47.859 24.704
47.863 24.697
47.872 24.683
47.883 24.678
47.895 24.677
47.905 24.674
47.912 24.671
47.919 24.659
47.923 24.65
47.927 24.644
47.939 24.64
47.947 24.633
47.949 24.626
47.949 24.618
47.951 24.608
47.958 24.595
47.964 24.585
47.965 24.578
47.961 24.556
47.96 24.545
47.957 24.528
47.959 24.512
47.965 24.491
47.97 24.477
47.97 24.462
47.969 24.447
47.966 24.431
47.961 24.419
47.956 24.41
47.942 24.398
47.937 24.392
47.931 24.384
47.929 24.369
47.93 24.355
47.933 24.34
47.932 24.332
47.927 24.319
47.921 24.309
47.917 24.286
47.914 24.271
47.911 24.261
47.906 24.243
47.906 24.235
47.913 24.222
47.918 24.211
47.92 24.201
47.92 24.189
47.92 24.175
47.916 24.164
47.914 24.147
47.915 24.127
47.923 24.11
47.931 24.1
47.941 24.088
47.947 24.077
47.952 24.065
47.958 24.043
47.965 24.011
47.965 23.986
47.964 23.975
47.955 23.954
47.947 23.928
47.94 23.91
47.935 23.891
47.936 23.872
47.941 23.863
47.952 23.85
47.965 23.842
47.971 23.835
47.982 23.824
47.992 23.798
47.997 23.766
47.995 23.737
47.992 23.714
47.989 23.69
47.988 23.668
47.994 23.648
48 23.62
48 23.6
48 23.53
47.996 23.528
47.987 23.521
47.981 23.511
47.98 23.498
47.983 23.479
47.988 23.464
47.995 23.448
48 23.436
48 23.407
48 23.403
48.013 23.373
48.02 23.357
48.019 23.345
48.025 23.341
48.032 23.342
48.039 23.334
48.044 23.317
48.046 23.303
48.055 23.29
48.062 23.286
48.067 23.296
48.076 23.3
48.081 23.286
48.087 23.279
48.096 23.277
48.102 23.271
48.1 23.264
48.092 23.25
48.092 23.236
48.096 23.22
48.096 23.205
48.101 23.201
48.107 23.204
48.114 23.197
48.118 23.187
48.117 23.18
48.114 23.17
48.108 23.162
48.1 23.158
48.094 23.141
48.088 23.13
48.082 23.132
48.079 23.138
48.072 23.128
48.067 23.121
48.059 23.123
48.05 23.118
48.041 23.113
48.037 23.117
48.027 23.113
48.019 23.102
48.01 23.103
48.005 23.099
48.006 23.09
48.007 23.079
48.002 23.067
48 23.053
47.997 23.048
47.992 23.038
47.991 23.03
47.992 23.014
47.998 23.002
48 22.999
48.011 22.983
48.008 22.972
48.012 22.963
48.016 22.951
48.017 22.939
48.013 22.932
48.007 22.933
48 22.94
47.999 22.941
47.988 22.945
47.976 22.949
47.969 22.95
47.964 22.947
47.959 22.932
47.958 22.922
47.959 22.906
47.963 22.898
47.966 22.894
47.969 22.888
47.972 22.88
47.978 22.872
47.982 22.859
47.988 22.852
47.994 22.851
48 22.857
48 22.892
48.012 22.872
48.019 22.873
48.025 22.885
48.031 22.888
48.043 22.889
48.049 22.883
48.053 22.878
48.055 22.874
48.077 22.863
48.08 22.859
48.08 22.852
48.084 22.847
48.093 22.84
48.096 22.841
48.105 22.839
48.113 22.838
48.117 22.832
48.117 22.822
48.114 22.819
48.105 22.818
48.107 22.81
48.109 22.81
48.116 22.813
48.12 22.812
48.121 22.792
48.12 22.781
48.116 22.78
48.111 22.775
48.112 22.77
48.117 22.765
48.12 22.756
48.119 22.749
48.116 22.741
48.117 22.733
48.114 22.729
48.111 22.718
48.102 22.707
48.101 22.698
48.094 22.688
48.092 22.68
48.096 22.651
48.099 22.64
48.104 22.631
48.103 22.625
48.095 22.623
48.093 22.62
48.093 22.615
48.109 22.604
48.109 22.601
48.112 22.601
48.114 22.601
48.12 22.606
48.125 22.601
48.131 22.602
48.137 22.602
48.143 22.6
48.149 22.605
48.157 22.596
48.161 22.588
48.167 22.584
48.18 22.575
48.186 22.572
48.194 22.587
48.2 22.585
48.199 22.575
48.203 22.563
48.212 22.551
48.216 22.534
48.229 22.524
48.236 22.524
48.24 22.523
48.242 22.508
48.245 22.51
48.251 22.509
48.255 22.502
48.255 22.492
48.25 22.479
48.246 22.468
48.25 22.455
48.25 22.438
48.253 22.414
48.252 22.404
48.242 22.394
48.244 22.384
48.251 22.375
48.265 22.369
48.269 22.364
48.276 22.357
48.283 22.346
48.283 22.345
48.305 22.346
48.31 22.341
48.32 22.326
48.326 22.323
48.362 22.327
48.364 22.322
48.361 22.31
48.36 22.296
48.358 22.283
48.363 22.272
48.366 22.275
48.373 22.271
48.382 22.264
48.39 22.25
48.395 22.255
48.4 22.269
48.404 22.277
48.41 22.281
48.413 22.278
48.419 22.238
48.424 22.229
48.423 22.213
48.418 22.195
48.413 22.18
48.4 22.163
48.394 22.147
48.386 22.138
48.385 22.133
48.382 22.13
48.384 22.129
48.388 22.13
48.39 22.132
48.408 22.157
48.427 22.16
48.438 22.165
48.448 22.159
48.473 22.164
48.495 22.165
48.513 22.169
48.525 22.176
48.541 22.168
48.56 22.168
48.571 22.172
48.588 22.179
48.604 22.195
48.615 22.211
48.621 22.223
48.626 22.235
48.641 22.245
48.656 22.259
48.666 22.282
48.676 22.305
48.686 22.336
48.699 22.357
48.714 22.362
48.732 22.371
48.747 22.368
48.752 22.355
48.762 22.355
48.771 22.361
48.786 22.38
48.795 22.392
48.811 22.391
48.839 22.388
48.861 22.394
48.87 22.403
48.878 22.419
48.889 22.431
48.908 22.432
48.911 22.437
48.916 22.442
48.924 22.438
48.933 22.438
48.941 22.443
48.953 22.459
48.965 22.467
48.973 22.485
48.985 22.488
48.994 22.492
49 22.502
49 22.511
48.997 22.524
48.997 22.532
49.003 22.542
49.009 22.548
49.017 22.549
49.026 22.553
49.037 22.56
49.065 22.559
49.078 22.56
49.082 22.57
49.087 22.57
49.093 22.579
49.096 22.591
49.094 22.602
49.089 22.612
49.082 22.625
49.078 22.637
49.064 22.645
49.052 22.659
49.044 22.679
49.042 22.697
49.05 22.715
49.051 22.725
49.05 22.735
49.046 22.75
49.045 22.763
49.049 22.768
49.054 22.775
49.055 22.778
49.054 22.784
49.028 22.828
49.024 22.841
49.006 22.888
49.009 22.897
49.016 22.898
49.018 22.898
49.024 22.886
49.029 22.882
49.037 22.888
49.04 22.886
49.04 22.876
49.043 22.875
49.052 22.881
49.057 22.876
49.066 22.874
49.07 22.876
49.075 22.873
49.079 22.873
49.081 22.879
49.082 22.887
49.095 22.896
49.098 22.893
49.097 22.884
49.099 22.873
49.102 22.865
49.103 22.864
49.105 22.863
49.11 22.866
49.113 22.864
49.115 22.857
49.112 22.851
49.112 22.841
49.114 22.836
49.119 22.835
49.134 22.815
49.137 22.804
49.141 22.799
49.146 22.801
49.157 22.797
49.158 22.792
49.154 22.783
49.155 22.774
49.153 22.763
49.159 22.747
49.164 22.746
49.165 22.746
49.171 22.749
49.172 22.754
49.178 22.755
49.182 22.761
49.185 22.758
49.185 22.745
49.182 22.738
49.177 22.734
49.176 22.73
49.168 22.725
49.171 22.717
49.177 22.714
49.182 22.716
49.186 22.721
49.193 22.726
49.197 22.732
49.2 22.734
49.206 22.734
49.216 22.751
49.219 22.746
49.219 22.738
49.225 22.733
49.232 22.734
49.237 22.741
49.254 22.763
49.272 22.79
49.288 22.802
49.306 22.81
49.316 22.81
49.329 22.809
49.34 22.801
49.363 22.777
49.376 22.761
49.393 22.744
49.41 22.723
49.436 22.705
49.451 22.697
49.473 22.7
49.488 22.7
49.524 22.671
49.536 22.667
49.542 22.668
49.551 22.676
49.567 22.68
49.584 22.698
49.621 22.742
49.636 22.763
49.661 22.78
49.685 22.794
49.695 22.803
49.705 22.824
49.717 22.85
49.728 22.861
49.736 22.864
49.745 22.883
49.751 22.897
49.765 22.9
49.773 22.907
49.783 22.916
49.793 22.934
49.806 22.953
49.831 22.97
49.849 22.996
49.867 23.023
49.897 23.059
49.932 23.097
49.973 23.148
50 23.179
50.002 23.181
50.024 23.213
50.032 23.221
50.045 23.224
50.052 23.231
50.056 23.244
50.065 23.264
50.072 23.277
50.083 23.286
50.096 23.292
50.1 23.301
50.105 23.319
50.115 23.331
50.139 23.375
50.156 23.4
50.191 23.441
50.204 23.455
50.218 23.483
50.231 23.509
50.255 23.553
50.264 23.578
50.275 23.602
50.293 23.61
50.31 23.627
50.328 23.669
50.338 23.69
50.344 23.696
50.357 23.701
50.37 23.705
50.379 23.714
50.387 23.721
50.393 23.732
50.396 23.745
50.398 23.751
50.406 23.755
50.411 23.766
50.416 23.792
50.42 23.821
50.417 23.861
50.414 23.893
50.412 23.937
50.419 23.965
50.426 23.995
50.435 24.021
50.446 24.042
50.459 24.056
50.473 24.063
50.496 24.072
50.52 24.074
50.53 24.076
50.636 24.109
50.638 24.102
50.637 24.095
50.639 24.092
50.644 24.09
50.649 24.085
50.654 24.092
50.658 24.09
50.665 24.09
50.665 24.085
50.67 24.083
50.673 24.074
50.678 24.072
50.684 24.067
50.689 24.064
50.696 24.055
50.701 24.056
50.709 24.062
50.714 24.073
50.717 24.074
50.722 24.071
50.723 24.065
50.721 24.041
50.725 24.033
50.726 24.029
50.725 24.026
50.726 24.02
50.737 24.023
50.742 24.019
50.75 24.023
50.757 24.02
50.765 24.026
50.77 24.023
50.774 24.012
50.774 23.984
50.777 23.978
50.78 23.977
50.785 23.969
50.79 23.971
50.796 23.966
50.801 23.965
50.806 23.97
50.812 23.97
50.843 23.993
50.844 24.004
50.842 24.027
50.843 24.038
50.841 24.044
50.838 24.052
50.84 24.105
50.846 24.122
50.86 24.149
50.864 24.151
50.871 24.151
50.87 24.142
50.87 24.139
50.873 24.132
50.874 24.124
50.878 24.118
50.878 24.113
50.883 24.104
50.893 24.087
50.895 24.063
50.897 24.059
50.9 24.056
50.907 24.046
50.932 24.004
50.945 23.994
50.948 23.991
50.956 23.977
50.976 23.973
50.987 23.968
51.002 23.954
51.007 23.942
51.01 23.927
51.013 23.923
51.016 23.925
51.017 23.941
51.021 23.932
51.026 23.931
51.03 23.926
51.036 23.934
51.038 23.936
51.042 23.937
51.041 23.927
51.043 23.921
51.046 23.92
51.054 23.923
51.061 23.92
51.067 23.917
51.072 23.919
51.075 23.918
51.079 23.912
51.077 23.908
51.083 23.892
51.081 23.886
51.096 23.876
51.101 23.868
51.103 23.865
51.107 23.867
51.112 23.866
51.124 23.857
51.129 23.859
51.133 23.863
51.131 23.867
51.132 23.874
51.137 23.877
51.147 23.872
51.151 23.873
51.155 23.868
51.159 23.866
51.157 23.858
51.157 23.854
51.162 23.851
51.162 23.843
51.161 23.836
51.165 23.83
51.169 23.829
51.173 23.822
51.178 23.82
51.185 23.811
51.19 23.803
51.191 23.792
51.199 23.788
51.202 23.783
51.202 23.775
51.202 23.774
51.207 23.761
51.212 23.759
51.214 23.746
51.217 23.744
51.221 23.748
51.224 23.748
51.228 23.743
51.23 23.744
51.233 23.741
51.234 23.734
51.24 23.729
51.248 23.731
51.258 23.728
51.27 23.72
51.268 23.712
51.274 23.702
51.278 23.687
51.289 23.671
51.287 23.661
51.288 23.654
51.289 23.654
51.291 23.655
51.306 23.652
51.314 23.643
51.322 23.641
51.333 23.645
51.336 23.649
51.34 23.661
51.343 23.66
51.345 23.656
51.356 23.661
51.363 23.669
51.369 23.672
51.369 23.681
51.371 23.686
51.377 23.687
51.38 23.684
51.384 23.685
51.387 23.69
51.389 23.689
51.392 23.683
51.395 23.688
51.401 23.691
51.401 23.696
51.404 23.699
51.404 23.706
51.412 23.702
51.414 23.698
51.419 23.704
51.42 23.703
51.421 23.695
51.427 23.691
51.432 23.683
51.436 23.688
51.444 23.685
51.446 23.664
51.448 23.659
51.458 23.652
51.461 23.654
51.462 23.661
51.474 23.679
51.475 23.678
51.476 23.678
51.488 23.671
51.491 23.664
51.488 23.652
51.488 23.646
51.497 23.631
51.505 23.668
51.516 23.683
51.535 23.689
51.551 23.671
51.564 23.648
51.573 23.641
51.591 23.659
51.599 23.662
51.614 23.65
51.621 23.645
51.629 23.65
51.643 23.688
51.66 23.739
51.663 23.767
51.655 23.793
51.644 23.803
51.636 23.819
51.634 23.83
51.651 23.862
51.65 23.878
51.644 23.903
51.635 23.928
51.624 23.93
51.61 23.923
51.597 23.928
51.589 23.944
51.585 23.974
51.579 24.034
51.583 24.057
51.604 24.099
51.702 24.279
51.755 24.351
51.785 24.365
51.808 24.368
51.84 24.376
51.866 24.375
51.893 24.37
51.913 24.385
51.926 24.419
51.93 24.468
51.927 24.537
51.923 24.594
51.92 24.646
51.915 24.67
51.905 24.688
51.9 24.715
51.902 24.754
51.916 24.769
51.923 24.793
51.926 24.842
51.923 24.9
51.918 24.946
51.916 25
51.916 25.003
51.918 25.028
51.931 25.051
51.951 25.095
51.97 25.142
51.975 25.18
51.973 25.204
51.969 25.224
51.971 25.261
51.977 25.281
51.975 25.298
51.969 25.313
51.959 25.339
51.951 25.354
51.938 25.369
51.928 25.4
51.926 25.422
51.924 25.442
51.926 25.455
51.928 25.464
51.933 25.487
51.935 25.505
51.93 25.528
51.929 25.54
51.928 25.574
51.923 25.598
51.918 25.644
51.914 25.68
51.919 25.711
51.923 25.749
51.926 25.772
51.933 25.779
51.945 25.784
51.952 25.802
51.948 25.816
51.941 25.823
51.934 25.832
51.93 25.86
51.927 25.879
51.924 25.894
51.927 25.913
51.926 25.928
51.921 25.946
51.917 25.963
51.918 25.975
51.922 25.987
51.932 26.002
51.93 26.019
51.923 26.034
51.921 26.044
51.925 26.07
51.928 26.091
51.925 26.103
51.921 26.11
51.909 26.126
51.902 26.138
51.9 26.148
51.898 26.175
51.888 26.179
51.88 26.195
51.875 26.223
51.871 26.258
51.869 26.277
51.876 26.292
51.876 26.3
51.872 26.305
51.869 26.307
51.864 26.333
51.861 26.351
51.86 26.377
51.868 26.397
51.871 26.406
51.869 26.412
51.859 26.419
51.84 26.448
51.81 26.49
51.806 26.511
51.805 26.519
51.812 26.552
51.828 26.614
51.832 26.631
51.826 26.664
51.823 26.674
51.822 26.702
51.821 26.711
51.803 26.745
51.795 26.767
51.785 26.775
51.784 26.794
51.791 26.815
51.794 26.83
51.787 26.848
51.761 26.894
51.756 26.922
51.758 26.947
51.759 26.973
51.775 26.984
51.789 27.003
51.787 27.017
51.788 27.032
51.79 27.043
51.791 27.064
51.79 27.089
51.789 27.103
51.786 27.116
51.782 27.122
51.785 27.144
51.786 27.174
51.785 27.192
51.777 27.198
51.759 27.2
51.718 27.199
51.681 27.199
51.673 27.202
51.669 27.222
51.67 27.233
51.676 27.25
51.677 27.26
51.674 27.274
51.668 27.276
51.652 27.267
51.638 27.255
51.635 27.246
51.626 27.243
51.617 27.243
51.612 27.23
51.604 27.226
51.599 27.234
51.598 27.243
51.599 27.252
51.607 27.262
51.618 27.284
51.626 27.335
51.629 27.373
51.626 27.398
51.629 27.423
51.631 27.437
51.622 27.457
51.619 27.467
51.62 27.492
51.627 27.51
51.64 27.516
51.659 27.513
51.668 27.524
51.666 27.532
51.659 27.535
51.649 27.529
51.644 27.538
51.636 27.551
51.635 27.565
51.644 27.562
51.647 27.572
51.637 27.597
51.624 27.625
51.622 27.632
51.624 27.64
51.63 27.65
51.627 27.665
51.62 27.682
51.619 27.704
51.622 27.721
51.617 27.732
51.607 27.736
51.59 27.737
51.581 27.734
51.564 27.726
51.545 27.687
51.535 27.676
51.528 27.681
51.52 27.673
51.509 27.675
51.503 27.682
51.496 27.72
51.482 27.738
51.475 27.75
51.482 27.763
51.5 27.77
51.51 27.781
51.526 27.802
51.537 27.823
51.545 27.841
51.554 27.841
51.565 27.833
51.586 27.835
51.604 27.845
51.623 27.867
51.627 27.891
51.614 27.921
51.59 27.925
51.575 27.924
51.564 27.939
51.558 27.957
51.56 27.999
51.563 28.026
51.567 28.042
51.572 28.055
51.582 28.068
51.587 28.078
51.586 28.088
51.584 28.103
51.59 28.109
51.6 28.119
51.611 28.127
51.614 28.14
51.613 28.153
51.618 28.161
51.64 28.178
51.652 28.19
51.661 28.22
51.671 28.247
51.683 28.264
51.688 28.28
51.681 28.286
51.673 28.283
51.645 28.268
51.64 28.266
51.633 28.271
51.625 28.294
51.62 28.31
51.593 28.347
51.582 28.364
51.567 28.379
51.551 28.388
51.548 28.395
51.546 28.404
51.564 28.44
51.58 28.468
51.586 28.503
51.586 28.524
51.58 28.547
51.56 28.601
51.56 28.614
51.562 28.629
51.569 28.659
51.567 28.679
51.564 28.682
51.56 28.685
51.554 28.677
51.549 28.662
51.534 28.646
51.523 28.645
51.513 28.653
51.485 28.67
51.467 28.675
51.443 28.678
51.44 28.685
51.446 28.708
51.462 28.728
51.469 28.739
51.463 28.749
51.448 28.752
51.431 28.755
51.417 28.773
51.418 28.785
51.431 28.8
51.445 28.801
51.461 28.799
51.481 28.786
51.495 28.787
51.548 28.821
51.557 28.834
51.568 28.864
51.58 28.892
51.591 28.911
51.591 28.932
51.593 28.968
51.583 28.992
51.566 29
51.565 29.008
51.575 29.018
51.613 29.074
51.628 29.086
51.64 29.095
51.649 29.112
51.648 29.132
51.646 29.163
51.643 29.175
51.634 29.205
51.627 29.229
51.621 29.23
51.613 29.227
51.602 29.215
51.594 29.213
51.588 29.221
51.578 29.247
51.569 29.264
51.555 29.274
51.544 29.277
51.52 29.266
51.504 29.26
51.492 29.263
51.469 29.289
51.444 29.307
51.417 29.319
51.398 29.323
51.389 29.343
51.387 29.362
51.393 29.379
51.408 29.39
51.417 29.406
51.42 29.428
51.416 29.443
51.411 29.459
51.401 29.48
51.401 29.495
51.401 29.505
51.407 29.519
51.415 29.526
51.445 29.529
51.461 29.533
51.475 29.542
51.475 29.548
51.474 29.556
51.467 29.569
51.464 29.583
51.468 29.593
51.479 29.601
51.495 29.621
51.505 29.635
51.508 29.659
51.516 29.687
51.52 29.716
51.518 29.729
51.512 29.734
51.497 29.739
51.475 29.747
51.461 29.767
51.448 29.785
51.446 29.8
51.451 29.806
51.456 29.809
51.458 29.82
51.449 29.855
51.447 29.871
51.448 29.877
51.459 29.88
51.474 29.889
51.484 29.904
51.487 29.929
51.487 29.953
51.489 30
51.499 30.026
51.503 30.049
51.504 30.064
51.502 30.073
51.502 30.087
51.504 30.12
51.506 30.135
51.51 30.153
51.51 30.162
51.508 30.185
51.499 30.216
51.488 30.236
51.486 30.247
51.482 30.256
51.466 30.281
51.451 30.303
51.435 30.327
51.413 30.35
51.404 30.356
51.399 30.359
51.389 30.364
51.38 30.362
51.372 30.354
51.362 30.345
51.357 30.343
51.353 30.346
51.349 30.35
51.327 30.377
51.308 30.41
51.307 30.417
51.306 30.426
51.31 30.446
51.31 30.458
51.304 30.464
51.298 30.465
51.291 30.459
51.282 30.458
51.277 30.472
51.278 30.484
51.285 30.494
51.286 30.507
51.277 30.52
51.267 30.53
51.267 30.543
51.26 30.55
51.256 30.564
51.263 30.574
51.28 30.583
51.292 30.584
51.301 30.575
51.308 30.566
51.314 30.567
51.312 30.576
51.311 30.59
51.318 30.602
51.327 30.625
51.334 30.636
51.335 30.652
51.337 30.655
51.345 30.671
51.348 30.672
51.352 30.664
51.354 30.651
51.363 30.648
51.37 30.651
51.375 30.659
51.38 30.663
51.387 30.663
51.391 30.652
51.395 30.649
51.406 30.642
51.424 30.634
51.43 30.619
51.426 30.601
51.428 30.593
51.439 30.594
51.449 30.592
51.456 30.595
51.456 30.597
51.46 30.602
51.459 30.624
51.463 30.627
51.471 30.625
51.476 30.615
51.479 30.597
51.481 30.594
51.483 30.594
51.498 30.594
51.504 30.593
51.509 30.584
51.517 30.571
51.519 30.572
51.526 30.585
51.529 30.587
51.538 30.591
51.54 30.596
51.544 30.595
51.549 30.593
51.552 30.586
51.551 30.578
51.545 30.556
51.546 30.554
51.554 30.548
51.561 30.54
51.568 30.538
51.573 30.54
51.575 30.546
51.58 30.558
51.581 30.561
51.583 30.56
51.584 30.558
51.586 30.551
51.587 30.538
51.593 30.525
51.6 30.519
51.605 30.523
51.61 30.532
51.613 30.541
51.618 30.548
51.621 30.548
51.623 30.544
51.626 30.544
51.629 30.549
51.628 30.558
51.626 30.567
51.63 30.574
51.636 30.574
51.642 30.563
51.648 30.564
51.652 30.578
51.656 30.586
51.661 30.591
51.669 30.584
51.672 30.582
51.68 30.584
51.692 30.578
51.698 30.568
51.702 30.568
51.711 30.577
51.712 30.585
51.711 30.608
51.709 30.622
51.714 30.628
51.716 30.634
51.724 30.63
51.734 30.634
51.742 30.637
51.742 30.644
51.748 30.65
51.757 30.66
51.765 30.656
51.767 30.649
51.765 30.643
51.765 30.635
51.766 30.63
51.771 30.629
51.777 30.632
51.78 30.649
51.778 30.659
51.779 30.662
51.784 30.669
51.802 30.68
51.812 30.674
51.826 30.664
51.832 30.667
51.836 30.677
51.837 30.696
51.839 30.703
51.849 30.706
51.869 30.714
51.874 30.719
51.875 30.726
51.879 30.733
51.903 30.755
51.905 30.761
51.903 30.771
51.901 30.796
51.904 30.808
51.914 30.823
51.923 30.831
51.939 30.824
51.944 30.817
51.951 30.818
51.951 30.829
51.959 30.837
51.959 30.845
51.965 30.844
51.961 30.865
51.969 30.875
51.965 30.881
51.971 30.883
51.97 30.899
51.976 30.902
51.978 30.899
51.984 30.895
51.986 30.906
51.99 30.913
51.998 30.906
52.003 30.894
52.007 30.902
52.01 30.909
52.02 30.94
52.024 30.948
52.032 30.944
52.038 30.939
52.049 30.947
52.053 30.952
52.06 30.953
52.067 30.944
52.074 30.941
52.078 30.974
52.075 30.997
52.08 31.047
52.085 31.089
52.092 31.119
52.094 31.137
52.086 31.158
52.078 31.169
52.067 31.202
52.057 31.235
52.045 31.263
52.042 31.28
52.046 31.298
52.05 31.306
52.059 31.312
52.071 31.317
52.09 31.321
52.1 31.333
52.106 31.356
52.109 31.377
52.12 31.383
52.135 31.395
52.141 31.422
52.14 31.447
52.135 31.466
52.121 31.491
52.12 31.502
52.119 31.547
52.114 31.609
52.109 31.659
52.104 31.705
52.1 31.717
52.095 31.747
52.107 31.797
52.101 31.815
52.102 31.831
52.105 31.849
52.107 31.867
52.099 31.9
52.092 31.917
52.09 31.937
52.086 31.949
52.081 31.953
52.073 31.941
52.058 31.929
52.05 31.928
52.038 31.943
52.026 31.974
52.029 32.002
52.036 32.024
52.049 32.054
52.052 32.074
52.049 32.096
52.05 32.109
52.054 32.129
52.055 32.142
52.062 32.152
52.069 32.164
52.073 32.172
52.071 32.189
52.07 32.2
52.071 32.21
52.084 32.225
52.088 32.24
52.096 32.274
52.104 32.296
52.108 32.297
52.116 32.3
52.118 32.307
52.12 32.335
52.129 32.355
52.138 32.363
52.144 32.368
52.148 32.365
52.152 32.351
52.16 32.343
52.169 32.345
52.183 32.349
52.191 32.347
52.216 32.332
52.225 32.33
52.234 32.336
52.24 32.359
52.245 32.382
52.252 32.393
52.261 32.396
52.282 32.373
52.305 32.36
52.316 32.363
52.329 32.373
52.335 32.388
52.334 32.412
52.327 32.436
52.325 32.462
52.325 32.471
52.32 32.483
52.319 32.487
52.321 32.496
52.325 32.509
52.327 32.522
52.327 32.539
52.316 32.577
52.299 32.618
52.291 32.644
52.271 32.686
52.26 32.698
52.255 32.706
52.253 32.716
52.255 32.725
52.261 32.738
52.262 32.745
52.261 32.756
52.258 32.771
52.257 32.797
52.257 32.811
52.264 32.82
52.273 32.828
52.275 32.838
52.273 32.855
52.272 32.873
52.268 32.881
52.261 32.882
52.251 32.889
52.245 32.897
52.244 32.905
52.248 32.917
52.274 32.977
52.28 33.01
52.294 33.024
52.304 33.031
52.307 33.053
52.31 33.08
52.333 33.122
52.338 33.134
52.339 33.152
52.34 33.162
52.345 33.17
52.356 33.173
52.363 33.176
52.371 33.19
52.375 33.196
52.367 33.206
52.368 33.21
52.37 33.219
52.368 33.243
52.355 33.301
52.35 33.343
52.352 33.353
52.36 33.367
52.367 33.381
52.368 33.392
52.365 33.404
52.352 33.412
52.345 33.422
52.343 33.443
52.345 33.456
52.352 33.452
52.359 33.458
52.358 33.494
52.352 33.521
52.34 33.52
52.331 33.497
52.32 33.487
52.313 33.493
52.305 33.511
52.305 33.527
52.302 33.546
52.307 33.558
52.316 33.551
52.321 33.558
52.32 33.569
52.318 33.582
52.322 33.593
52.335 33.619
52.337 33.632
52.336 33.653
52.34 33.671
52.352 33.69
52.357 33.706
52.357 33.721
52.355 33.739
52.36 33.771
52.363 33.814
52.359 33.834
52.351 33.843
52.341 33.842
