segment Ukraine
52.325 33.848
52.308 33.86
52.303 33.871
52.301 33.889
52.305 33.903
52.306 33.911
52.299 33.922
52.292 33.937
52.282 33.938
52.267 33.943
52.254 33.941
52.237 33.964
52.222 33.992
52.214 33.998
52.213 34
52.207 34
52.196 34.012
52.193 34.021
52.197 34.05
52.187 34.071
52.172 34.079
52.152 34.086
52.149 34.093
52.15 34.105
52.14 34.129
52.128 34.13
52.1 34.113
52.091 34.115
52.087 34.119
52.081 34.119
52.077 34.108
52.079 34.09
52.077 34.082
52.07 34.076
52.069 34.077
52.064 34.082
52.055 34.101
52.038 34.109
52.023 34.095
51.998 34.11
51.996 34.131
51.987 34.13
51.97 34.139
51.968 34.144
51.964 34.154
51.961 34.173
51.957 34.187
51.943 34.207
51.917 34.223
51.914 34.228
51.91 34.258
51.89 34.259
51.884 34.255
51.88 34.252
51.873 34.252
51.861 34.258
51.855 34.265
51.858 34.289
51.859 34.313
51.856 34.334
51.845 34.383
51.841 34.39
51.841 34.399
51.838 34.409
51.826 34.426
51.815 34.431
51.795 34.43
51.768 34.452
51.761 34.454
51.742 34.455
51.737 34.451
51.726 34.437
51.725 34.408
51.723 34.339
51.721 34.326
51.706 34.279
51.702 34.255
51.7 34.217
51.699 34.213
51.685 34.13
51.675 34.102
51.668 34.096
51.663 34.092
51.641 34.138
51.635 34.169
51.63 34.18
51.605 34.194
51.602 34.201
51.588 34.214
51.586 34.225
51.583 34.235
51.58 34.258
51.573 34.264
51.543 34.275
51.519 34.295
51.505 34.302
51.495 34.302
51.486 34.293
51.485 34.288
51.482 34.279
51.476 34.27
51.45 34.266
51.441 34.262
51.423 34.24
51.406 34.224
51.398 34.23
51.39 34.244
51.387 34.264
51.386 34.275
51.372 34.287
51.369 34.302
51.377 34.322
51.375 34.323
51.371 34.328
51.366 34.338
51.354 34.341
51.309 34.316
51.302 34.31
51.29 34.296
51.273 34.276
51.256 34.274
51.244 34.302
51.239 34.325
51.268 34.377
51.268 34.383
51.267 34.394
51.248 34.441
51.241 34.457
51.239 34.487
51.24 34.516
51.243 34.543
51.236 34.575
51.235 34.587
51.244 34.605
51.247 34.63
51.247 34.634
51.247 34.656
51.243 34.665
51.227 34.666
51.207 34.673
51.197 34.681
51.182 34.705
51.176 34.726
51.179 34.754
51.179 34.755
51.185 34.782
51.177 34.822
51.198 34.856
51.202 34.899
51.206 34.912
51.217 34.928
51.222 34.934
51.235 34.963
51.236 34.98
51.234 35
51.23 35.023
51.219 35.037
51.217 35.042
51.22 35.05
51.227 35.068
51.227 35.088
51.222 35.128
51.218 35.135
51.202 35.138
51.182 35.133
51.15 35.14
51.147 35.141
51.129 35.165
51.124 35.167
51.109 35.164
51.104 35.168
51.101 35.177
51.093 35.18
51.082 35.167
51.073 35.181
51.071 35.188
51.051 35.215
51.051 35.216
51.046 35.228
51.045 35.239
51.056 35.252
51.06 35.261
51.06 35.268
51.052 35.28
51.046 35.284
51.047 35.289
51.065 35.298
51.071 35.31
51.072 35.32
51.069 35.334
51.064 35.349
51.066 35.364
51.067 35.374
51.06 35.416
51.049 35.426
51.035 35.427
51.027 35.42
51.021 35.398
51.015 35.367
51.013 35.345
51.01 35.338
51.007 35.334
51.002 35.332
50.989 35.349
50.967 35.348
50.954 35.352
50.948 35.358
50.935 35.398
50.926 35.405
50.884 35.391
50.87 35.397
50.84 35.415
50.814 35.418
50.813 35.418
50.801 35.423
50.787 35.441
50.781 35.473
50.775 35.49
50.762 35.493
50.715 35.485
50.695 35.482
50.689 35.489
50.684 35.5
50.677 35.504
50.669 35.494
50.667 35.44
50.662 35.423
50.655 35.412
50.644 35.415
50.619 35.444
50.61 35.445
50.603 35.441
50.599 35.413
50.594 35.408
50.591 35.408
50.58 35.429
50.578 35.434
50.567 35.444
50.517 35.467
50.497 35.486
50.482 35.509
50.476 35.527
50.468 35.554
50.462 35.58
50.459 35.589
50.448 35.593
50.432 35.591
50.408 35.592
50.378 35.618
50.377 35.624
50.376 35.645
50.369 35.669
50.366 35.68
50.364 35.699
50.368 35.724
50.381 35.756
50.406 35.806
50.42 35.817
50.429 35.815
50.435 35.813
50.439 35.824
50.435 35.845
50.435 35.86
50.437 35.888
50.443 35.981
50.445 35.996
50.455 36.069
50.456 36.087
50.451 36.131
50.433 36.183
50.429 36.193
50.43 36.205
50.423 36.225
50.419 36.231
50.41 36.226
50.389 36.233
50.375 36.258
50.358 36.296
50.349 36.299
50.294 36.315
50.292 36.327
50.296 36.358
50.305 36.383
50.332 36.434
50.334 36.453
50.304 36.521
50.297 36.537
50.295 36.547
50.3 36.595
50.297 36.6
50.294 36.598
50.284 36.588
50.276 36.574
50.267 36.574
50.25 36.58
50.242 36.589
50.238 36.598
50.233 36.613
50.233 36.643
50.238 36.657
50.268 36.691
50.293 36.729
50.298 36.748
50.312 36.797
50.352 36.925
50.354 36.932
50.355 36.956
50.355 36.99
50.353 37.008
50.351 37.075
50.352 37.094
50.355 37.12
50.352 37.156
50.355 37.175
50.358 37.183
50.388 37.281
50.4 37.308
50.411 37.319
50.425 37.343
50.425 37.345
50.426 37.37
50.422 37.389
50.42 37.408
50.42 37.417
50.426 37.44
50.441 37.474
50.441 37.489
50.438 37.492
50.429 37.493
50.416 37.486
50.401 37.478
50.386 37.475
50.371 37.481
50.349 37.501
50.329 37.536
50.319 37.57
50.312 37.59
50.307 37.612
50.309 37.623
50.307 37.635
50.303 37.641
50.287 37.649
50.258 37.645
50.246 37.636
50.239 37.635
50.23 37.63
50.221 37.625
50.215 37.634
50.204 37.646
50.189 37.652
50.177 37.652
50.125 37.719
50.092 37.761
50.083 37.799
50.054 37.865
50.053 37.873
50.051 37.89
50.046 37.911
50.04 37.92
50.014 37.94
50 37.955
49.986 37.97
49.976 37.989
49.973 38.005
49.961 38.011
49.947 38.014
49.942 38.026
49.924 38.044
49.922 38.05
49.94 38.119
49.939 38.133
49.934 38.141
49.931 38.147
49.942 38.164
49.949 38.163
49.953 38.178
49.952 38.195
49.955 38.199
49.974 38.214
49.976 38.218
50 38.208
50.018 38.2
50.023 38.199
50.054 38.193
50.069 38.193
50.08 38.206
50.08 38.223
50.074 38.25
50.073 38.27
50.075 38.282
50.081 38.303
50.086 38.32
50.086 38.328
50.082 38.341
50.074 38.35
50.033 38.364
50.022 38.365
50.009 38.359
50.003 38.366
50 38.376
49.996 38.388
49.989 38.409
49.987 38.428
49.996 38.462
49.994 38.47
49.975 38.503
49.971 38.516
49.967 38.538
49.97 38.552
49.973 38.56
49.979 38.575
49.986 38.613
49.972 38.655
49.972 38.671
49.975 38.683
49.982 38.688
49.99 38.689
49.991 38.697
49.982 38.714
49.977 38.711
49.955 38.698
49.94 38.704
49.934 38.722
49.924 38.737
49.902 38.776
49.895 38.794
49.891 38.807
49.892 38.813
49.889 38.83
49.871 38.85
49.868 38.897
49.869 38.913
49.869 38.921
49.865 38.929
49.857 38.934
49.835 38.935
49.825 38.939
49.811 38.947
49.807 38.962
49.809 38.992
49.819 39.014
49.815 39.03
49.812 39.047
49.812 39.057
49.82 39.083
49.831 39.106
49.847 39.127
49.878 39.164
49.881 39.173
49.88 39.178
49.877 39.187
49.852 39.219
49.845 39.223
49.826 39.221
49.813 39.225
49.799 39.236
49.774 39.265
49.772 39.267
49.762 39.282
49.744 39.344
49.739 39.369
49.748 39.398
49.764 39.46
49.764 39.471
49.749 39.511
49.743 39.58
49.74 39.612
49.736 39.611
49.731 39.605
49.723 39.603
49.704 39.607
49.66 39.633
49.64 39.643
49.627 39.662
49.616 39.689
49.608 39.733
49.601 39.752
49.575 39.803
49.564 39.836
49.56 39.87
49.561 39.9
49.566 39.924
49.593 39.967
49.597 39.971
49.603 39.98
49.606 40
49.606 40.003
49.606 40.035
49.609 40.045
49.608 40.083
49.609 40.101
49.619 40.142
49.618 40.148
49.614 40.151
49.596 40.162
49.58 40.186
49.562 40.209
49.545 40.214
49.515 40.218
49.507 40.217
49.503 40.213
49.491 40.198
49.476 40.185
49.458 40.163
49.436 40.16
49.399 40.162
49.389 40.167
49.375 40.173
49.316 40.189
49.295 40.182
49.281 40.188
49.271 40.2
49.255 40.205
49.243 40.2
49.24 40.151
49.236 40.137
49.232 40.13
49.222 40.115
49.209 40.108
49.188 40.076
49.181 40.033
49.147 40.002
49.145 40
49.121 39.977
49.084 39.948
49.075 39.944
49.067 39.944
49.059 39.941
49.053 39.932
49.053 39.92
49.061 39.907
49.062 39.905
49.064 39.896
49.064 39.871
49.062 39.859
49.061 39.814
49.058 39.803
49.048 39.78
49.045 39.759
49.05 39.737
49.052 39.734
49.054 39.728
49.059 39.704
49.058 39.692
49.045 39.669
49.044 39.67
49.04 39.674
49.035 39.685
49.02 39.682
49.01 39.689
48.998 39.71
48.981 39.732
48.986 39.749
48.978 39.759
48.971 39.761
48.935 39.79
48.932 39.787
48.931 39.786
48.925 39.786
48.919 39.788
48.916 39.798
48.917 39.812
48.914 39.827
48.904 39.839
48.893 39.838
48.856 39.829
48.841 39.801
48.84 39.801
48.829 39.799
48.82 39.79
48.812 39.789
48.779 39.77
48.769 39.768
48.767 39.747
48.762 39.74
48.75 39.742
48.741 39.733
48.732 39.72
48.716 39.713
48.706 39.711
48.7 39.712
48.696 39.721
48.69 39.724
48.679 39.718
48.677 39.712
48.656 39.71
48.651 39.703
48.649 39.695
48.637 39.689
48.632 39.684
48.628 39.677
48.627 39.673
48.619 39.667
48.612 39.667
48.593 39.681
48.591 39.689
48.588 39.728
48.592 39.742
48.588 39.75
48.59 39.765
48.593 39.784
48.584 39.822
48.577 39.823
48.575 39.84
48.571 39.85
48.52 39.87
48.506 39.869
48.503 39.865
48.503 39.861
48.502 39.854
48.5 39.849
48.493 39.848
48.472 39.852
48.462 39.87
48.458 39.883
48.449 39.896
48.444 39.893
48.437 39.894
48.43 39.898
48.419 39.908
48.409 39.91
48.403 39.918
48.397 39.912
48.393 39.911
48.389 39.912
48.388 39.918
48.382 39.923
48.384 39.928
48.387 39.93
48.387 39.941
48.379 39.94
48.37 39.946
48.36 39.938
48.351 39.913
48.339 39.867
48.33 39.846
48.322 39.85
48.31 39.888
48.311 39.901
48.302 39.913
48.3 39.916
48.298 39.927
48.301 39.947
48.315 39.986
48.312 39.991
48.282 39.998
48.281 40
48.267 40.015
48.251 40.018
48.249 40.018
48.24 40.017
48.227 40.005
48.225 40
48.223 39.996
48.227 39.98
48.229 39.959
48.228 39.947
48.217 39.942
48.185 39.942
48.181 39.94
48.177 39.934
48.173 39.916
48.165 39.907
48.15 39.914
48.137 39.907
48.115 39.879
48.113 39.879
48.1 39.882
48.089 39.88
48.072 39.856
48.049 39.819
48.044 39.816
48.009 39.816
48 39.808
47.997 39.812
47.991 39.822
47.978 39.823
47.968 39.821
47.958 39.821
47.927 39.8
47.919 39.791
47.913 39.787
47.906 39.783
47.9 39.781
47.883 39.784
47.878 39.784
47.872 39.783
47.869 39.778
47.869 39.77
47.865 39.762
47.86 39.76
47.852 39.758
47.841 39.756
47.832 39.75
47.83 39.748
47.828 39.742
47.83 39.726
47.834 39.702
47.835 39.68
47.833 39.655
47.84 39.63
47.836 39.61
47.831 39.581
47.832 39.568
47.831 39.558
47.83 39.55
47.828 39.543
47.829 39.53
47.847 39.503
47.859 39.474
47.862 39.462
47.862 39.456
47.858 39.447
47.851 39.437
47.848 39.433
47.845 39.425
47.844 39.416
47.846 39.406
47.856 39.393
47.864 39.387
47.871 39.384
47.876 39.379
47.877 39.37
47.878 39.359
47.878 39.349
47.876 39.339
47.871 39.331
47.866 39.325
47.863 39.316
47.863 39.28
47.866 39.27
47.868 39.265
47.868 39.252
47.867 39.233
47.866 39.226
47.859 39.218
47.854 39.215
47.851 39.21
47.85 39.198
47.849 39.19
47.851 39.167
47.854 39.158
47.853 39.15
47.851 39.144
47.84 39.126
47.839 39.119
47.84 39.11
47.843 39.108
47.849 39.103
47.851 39.097
47.852 39.088
47.853 39.078
47.854 39.075
47.861 39.069
47.864 39.055
47.865 39.038
47.866 38.996
47.868 38.947
47.869 38.93
47.868 38.915
47.867 38.906
47.866 38.899
47.872 38.893
47.874 38.89
47.876 38.88
47.875 38.876
47.871 38.873
47.864 38.873
47.859 38.871
47.858 38.865
47.855 38.854
47.862 38.841
47.862 38.837
47.862 38.835
47.858 38.835
47.854 38.839
47.838 38.832
47.831 38.827
47.827 38.827
47.822 38.829
47.817 38.829
47.814 38.827
47.813 38.825
47.81 38.803
47.808 38.796
47.805 38.793
47.798 38.791
47.79 38.793
47.785 38.791
47.765 38.795
47.758 38.791
47.75 38.788
47.735 38.787
47.728 38.783
47.725 38.778
47.721 38.773
47.716 38.774
47.71 38.776
47.705 38.776
47.701 38.769
47.696 38.768
47.689 38.766
47.684 38.765
47.682 38.76
47.682 38.748
47.686 38.736
47.691 38.724
47.695 38.696
47.697 38.675
47.695 38.667
47.694 38.663
47.677 38.66
47.669 38.663
47.665 38.664
47.664 38.663
47.661 38.655
47.657 38.641
47.654 38.632
47.651 38.625
47.642 38.619
47.639 38.614
47.638 38.606
47.637 38.457
47.635 38.455
47.628 38.457
47.621 38.46
47.61 38.467
47.608 38.461
47.609 38.444
47.609 38.426
47.609 38.413
47.611 38.385
47.611 38.372
47.609 38.365
47.603 38.357
47.599 38.356
47.579 38.358
47.573 38.35
47.571 38.34
47.568 38.322
47.566 38.315
47.562 38.311
47.55 38.31
47.543 38.306
47.538 38.298
47.534 38.294
47.527 38.292
47.52 38.291
47.501 38.297
47.489 38.298
47.48 38.299
47.474 38.299
47.467 38.303
47.46 38.308
47.451 38.311
47.419 38.309
47.41 38.307
47.389 38.303
47.385 38.302
47.383 38.302
47.381 38.299
47.376 38.298
47.374 38.294
47.373 38.286
47.373 38.276
47.373 38.265
47.372 38.257
47.368 38.252
47.363 38.25
47.354 38.25
47.347 38.247
47.34 38.236
47.331 38.23
47.322 38.228
47.313 38.224
47.306 38.226
47.303 38.233
47.306 38.26
47.301 38.288
47.302 38.317
47.301 38.326
47.295 38.331
47.293 38.333
47.288 38.336
47.283 38.334
47.276 38.331
47.253 38.334
47.249 38.328
47.248 38.32
47.249 38.298
47.248 38.294
47.241 38.289
47.237 38.29
47.235 38.285
47.234 38.278
47.235 38.267
47.23 38.259
47.229 38.254
47.228 38.246
47.207 38.243
47.2 38.238
47.192 38.236
47.182 38.239
47.166 38.244
47.156 38.244
47.146 38.241
47.136 38.237
47.127 38.235
47.115 38.234
47.114 38.225
47.1 38.209
47.097 38.2
47.078 38.181
47.074 38.177
47.06 38.159
47.04 38.122
47.026 38.104
47.025 38.096
47.026 38.092
47.029 38.094
47.031 38.102
47.04 38.114
47.05 38.134
47.054 38.136
47.056 38.137
47.066 38.138
47.073 38.136
47.102 38.109
47.107 38.1
47.109 38.093
47.112 38.063
47.11 38.058
47.096 38.046
47.091 38.036
47.09 38.029
47.098 37.995
47.099 37.981
47.096 37.973
47.093 37.971
47.087 37.979
47.087 37.977
47.088 37.968
47.108 37.912
47.11 37.901
47.11 37.893
47.106 37.882
47.104 37.858
47.1 37.842
47.091 37.825
47.088 37.808
47.085 37.802
47.09 37.784
47.083 37.733
47.082 37.706
47.086 37.673
47.093 37.658
47.093 37.648
47.097 37.636
47.098 37.615
47.096 37.591
47.091 37.571
47.085 37.557
47.082 37.541
47.075 37.527
47.07 37.52
47.056 37.513
47.049 37.505
47.039 37.502
47.037 37.497
47.038 37.489
47.034 37.484
47.003 37.457
46.992 37.449
46.986 37.441
46.978 37.435
46.954 37.407
46.936 37.391
46.912 37.365
46.901 37.35
46.896 37.343
46.881 37.332
46.874 37.323
46.867 37.31
46.865 37.302
46.865 37.289
46.867 37.291
46.876 37.315
46.881 37.321
46.893 37.325
46.9 37.322
46.905 37.325
46.917 37.315
46.922 37.311
46.93 37.3
46.936 37.283
46.947 37.261
46.951 37.247
46.951 37.24
46.933 37.211
46.933 37.206
46.935 37.199
46.928 37.185
46.911 37.154
46.908 37.126
46.903 37.113
46.894 37.094
46.882 37.053
46.871 37.03
46.868 37.002
46.857 36.98
46.842 36.955
46.832 36.938
46.829 36.929
46.819 36.915
46.805 36.901
46.79 36.888
46.774 36.881
46.729 36.851
46.701 36.838
46.69 36.831
46.661 36.814
46.644 36.796
46.626 36.764
46.626 36.754
46.63 36.749
46.633 36.75
46.638 36.762
46.647 36.754
46.657 36.761
46.667 36.768
46.67 36.773
46.665 36.774
46.648 36.761
46.645 36.762
46.647 36.769
46.644 36.777
46.658 36.784
46.665 36.793
46.665 36.802
46.668 36.807
46.672 36.799
46.676 36.797
46.697 36.802
46.7 36.806
46.698 36.806
46.694 36.808
46.679 36.804
46.675 36.808
46.676 36.814
46.678 36.817
46.697 36.827
46.709 36.826
46.72 36.819
46.729 36.809
46.752 36.777
46.756 36.769
46.772 36.737
46.777 36.723
46.779 36.709
46.779 36.7
46.777 36.689
46.777 36.677
46.778 36.659
46.775 36.623
46.773 36.609
46.763 36.589
46.759 36.569
46.752 36.519
46.746 36.504
46.741 36.493
46.736 36.456
46.723 36.416
46.716 36.398
46.71 36.386
46.69 36.361
46.685 36.35
46.683 36.347
46.668 36.333
46.639 36.303
46.597 36.27
46.583 36.256
46.578 36.253
46.567 36.245
46.541 36.222
46.499 36.174
46.498 36.17
46.501 36.163
46.5 36.157
46.493 36.142
46.492 36.137
46.486 36.116
46.486 36.111
46.487 36.108
46.49 36.107
46.496 36.112
46.492 36.119
46.494 36.132
46.5 36.144
46.509 36.148
46.535 36.149
46.538 36.158
46.535 36.162
46.527 36.163
46.525 36.168
46.526 36.18
46.527 36.182
46.531 36.19
46.538 36.198
46.538 36.204
46.546 36.213
46.547 36.22
46.55 36.225
46.587 36.249
46.605 36.257
46.624 36.256
46.631 36.253
46.632 36.252
46.64 36.245
46.656 36.22
46.666 36.196
46.667 36.196
46.669 36.185
46.669 36.166
46.666 36.143
46.654 36.112
46.654 36.106
46.662 36.07
46.664 36.052
46.664 36.021
46.663 36.004
46.659 35.993
46.656 35.983
46.658 35.973
46.659 35.938
46.657 35.922
46.642 35.876
46.636 35.863
46.629 35.851
46.615 35.826
46.605 35.783
46.597 35.763
46.583 35.73
46.575 35.719
46.564 35.71
46.519 35.659
46.491 35.613
46.478 35.592
46.471 35.574
46.467 35.55
46.462 35.536
46.451 35.516
46.45 35.506
46.442 35.486
46.44 35.469
46.434 35.454
46.432 35.454
46.429 35.454
46.423 35.449
46.414 35.433
46.391 35.403
46.376 35.393
46.365 35.377
46.344 35.356
46.332 35.347
46.307 35.331
46.261 35.291
46.24 35.273
46.226 35.256
46.215 35.247
46.183 35.225
46.163 35.208
46.154 35.197
46.142 35.183
46.117 35.142
46.11 35.123
46.103 35.089
46.087 35.048
46.084 35.04
46.082 35.012
46.08 35
46.082 34.996
46.082 34.991
46.083 34.989
46.086 34.989
46.091 34.992
46.095 34.989
46.099 34.993
46.104 34.991
46.108 34.993
46.108 35
46.109 35.003
46.113 35.004
46.115 35.007
46.115 35.016
46.116 35.021
46.122 35.029
46.129 35.034
46.13 35.041
46.129 35.06
46.128 35.061
46.13 35.065
46.138 35.069
46.139 35.084
46.143 35.088
46.145 35.086
46.142 35.071
46.144 35.067
46.14 35.051
46.141 35.048
46.144 35.051
46.151 35.069
46.152 35.078
46.15 35.1
46.155 35.133
46.157 35.138
46.167 35.171
46.184 35.214
46.189 35.222
46.199 35.227
46.216 35.227
46.219 35.234
46.224 35.236
46.226 35.245
46.229 35.25
46.236 35.258
46.243 35.266
46.293 35.31
46.295 35.309
46.296 35.302
46.301 35.301
46.307 35.307
46.311 35.323
46.316 35.33
46.334 35.344
46.353 35.358
46.355 35.356
46.354 35.35
46.344 35.336
46.326 35.326
46.34 35.315
46.345 35.305
46.346 35.271
46.357 35.267
46.361 35.267
46.367 35.268
46.38 35.263
46.391 35.264
46.396 35.26
46.407 35.271
46.419 35.278
46.425 35.274
46.436 35.277
46.44 35.275
46.451 35.227
46.456 35.222
46.463 35.215
46.468 35.209
46.474 35.206
46.478 35.202
46.485 35.187
46.49 35.192
46.5 35.191
46.5 35.187
46.497 35.181
46.496 35.169
46.494 35.166
46.49 35.166
46.466 35.178
46.46 35.185
46.447 35.184
46.442 35.189
46.436 35.207
46.432 35.212
46.423 35.217
46.405 35.219
46.39 35.214
46.38 35.208
46.373 35.203
46.359 35.185
46.345 35.149
46.338 35.137
46.329 35.129
46.3 35.113
46.286 35.097
46.27 35.077
46.264 35.06
46.249 35.006
46.249 35
46.255 34.996
46.255 34.984
46.251 34.959
46.246 34.944
46.245 34.932
46.245 34.909
46.244 34.902
46.241 34.896
46.229 34.873
46.215 34.845
46.209 34.835
46.194 34.825
46.182 34.819
46.171 34.81
46.166 34.809
46.161 34.81
46.159 34.815
46.155 34.817
46.152 34.817
46.149 34.816
46.146 34.818
46.139 34.828
46.13 34.833
46.111 34.839
46.08 34.841
46.067 34.843
46.046 34.844
46.029 34.848
46.019 34.848
45.983 34.861
45.969 34.865
45.965 34.869
45.948 34.875
45.933 34.882
45.915 34.888
45.895 34.897
45.858 34.918
45.836 34.934
45.813 34.944
45.799 34.956
45.764 34.977
45.739 34.998
45.739 35
45.733 35.005
45.672 35.04
45.672 35.041
45.595 35.109
45.569 35.143
45.55 35.166
45.529 35.189
45.507 35.205
45.466 35.244
45.444 35.264
45.42 35.291
45.391 35.328
45.382 35.335
45.377 35.343
45.352 35.377
45.327 35.415
45.304 35.456
45.292 35.485
45.289 35.491
45.284 35.505
45.283 35.517
45.283 35.53
45.291 35.566
45.311 35.616
45.318 35.649
45.324 35.678
45.328 35.694
45.329 35.718
45.331 35.727
45.335 35.732
45.348 35.736
45.36 35.756
45.367 35.763
45.373 35.765
45.377 35.763
45.384 35.752
45.387 35.753
45.4 35.777
45.408 35.788
45.412 35.795
45.424 35.817
45.437 35.828
45.441 35.826
45.443 35.819
45.448 35.82
45.452 35.819
45.456 35.82
45.459 35.825
45.468 35.835
45.466 35.841
45.467 35.863
45.464 35.868
45.46 35.873
45.456 35.873
45.452 35.871
45.445 35.855
45.444 35.852
45.439 35.851
45.427 35.858
45.412 35.873
45.391 35.906
45.37 35.964
45.367 35.978
45.365 35.997
45.366 36.009
45.37 36.023
45.376 36.036
45.385 36.049
45.388 36.059
45.395 36.068
45.4 36.071
45.404 36.074
45.415 36.072
45.422 36.076
45.43 36.072
45.437 36.074
45.443 36.083
45.446 36.092
45.449 36.109
45.459 36.132
45.466 36.188
45.467 36.198
45.467 36.225
45.47 36.238
45.469 36.253
45.473 36.279
45.473 36.293
45.467 36.315
45.467 36.329
45.469 36.337
45.477 36.342
45.475 36.347
45.471 36.353
45.467 36.358
45.462 36.374
45.45 36.384
45.446 36.393
45.438 36.428
45.445 36.437
45.447 36.442
45.453 36.448
45.45 36.481
45.448 36.486
45.44 36.495
45.438 36.497
45.421 36.526
45.416 36.548
45.418 36.56
45.42 36.565
45.428 36.566
45.437 36.575
45.437 36.585
45.434 36.594
45.431 36.6
45.425 36.605
45.419 36.613
45.413 36.616
45.405 36.609
45.404 36.608
45.398 36.616
45.385 36.642
45.381 36.646
45.376 36.648
45.373 36.646
45.365 36.63
45.356 36.624
45.352 36.614
45.345 36.609
45.341 36.581
45.34 36.575
45.343 36.566
45.339 36.553
45.342 36.544
45.346 36.535
45.346 36.525
45.348 36.519
45.358 36.501
45.359 36.494
45.357 36.484
45.353 36.482
45.352 36.478
45.331 36.463
45.329 36.465
45.329 36.47
45.321 36.473
45.318 36.479
45.314 36.491
45.31 36.495
45.308 36.488
45.306 36.483
45.3 36.479
45.293 36.45
45.288 36.434
45.283 36.424
45.277 36.418
45.274 36.417
45.267 36.419
45.262 36.425
45.255 36.427
45.254 36.43
45.257 36.433
45.262 36.431
45.269 36.433
45.271 36.437
45.268 36.44
45.265 36.44
45.255 36.435
45.245 36.43
45.241 36.422
45.232 36.422
45.216 36.406
45.208 36.403
45.195 36.404
45.185 36.406
45.175 36.402
45.167 36.407
45.158 36.419
45.153 36.417
45.145 36.422
45.142 36.421
45.136 36.42
45.125 36.426
45.124 36.426
45.119 36.424
45.116 36.426
45.105 36.45
45.101 36.455
45.092 36.449
45.083 36.439
45.082 36.431
45.077 36.425
45.075 36.412
45.07 36.406
45.068 36.396
45.064 36.39
45.065 36.382
45.062 36.378
45.058 36.373
45.057 36.369
45.058 36.359
45.055 36.35
45.06 36.335
45.058 36.324
45.06 36.305
45.056 36.298
45.056 36.286
45.05 36.271
45.047 36.246
45.035 36.24
45.029 36.224
45.028 36.222
45.032 36.202
45.032 36.182
45.038 36.149
45.041 36.105
45.049 36.042
45.046 36.022
45.043 36.01
45.038 35.998
45.023 35.984
45.019 35.975
45.013 35.959
45.014 35.949
45.018 35.933
45.017 35.919
45.01 35.883
45 35.857
45 35.856
44.999 35.844
45 35.841
45 35.84
45.01 35.838
45.015 35.832
45.018 35.826
45.018 35.823
45.019 35.817
45.021 35.814
45.028 35.819
45.032 35.819
45.039 35.813
45.057 35.789
45.09 35.735
45.101 35.705
45.106 35.691
45.116 35.657
45.127 35.601
45.129 35.586
45.128 35.564
45.124 35.535
45.103 35.474
45.097 35.464
45.096 35.453
45.092 35.442
45.067 35.409
45.049 35.393
45.032 35.384
45.028 35.387
45.026 35.393
45.022 35.395
45.02 35.399
45.02 35.415
45.017 35.42
45.012 35.423
45.01 35.422
45 35.4
44.998 35.396
44.988 35.364
44.988 35.363
44.981 35.36
44.974 35.361
44.957 35.375
44.953 35.382
44.953 35.391
44.947 35.387
44.953 35.371
44.955 35.362
44.961 35.357
44.964 35.348
44.964 35.333
44.968 35.328
44.969 35.321
44.967 35.311
44.963 35.302
44.963 35.298
44.963 35.297
44.966 35.29
44.965 35.277
44.959 35.258
44.956 35.255
44.944 35.253
44.937 35.256
44.932 35.253
44.928 35.254
44.919 35.247
44.91 35.225
44.909 35.199
44.908 35.193
44.903 35.187
44.902 35.18
44.902 35.175
44.898 35.168
44.89 35.161
44.865 35.146
44.857 35.139
44.832 35.132
44.823 35.135
44.82 35.125
44.809 35.116
44.804 35.099
44.803 35.098
44.794 35.091
44.792 35.085
44.795 35.079
44.795 35.067
44.797 35.058
44.8 35.054
44.804 35.052
44.811 35.054
44.816 35.051
44.825 35.039
44.827 35.03
44.829 35.005
44.831 35
44.833 34.997
44.838 34.984
44.841 34.964
44.842 34.951
44.834 34.931
44.833 34.919
44.83 34.915
44.826 34.916
44.823 34.909
44.824 34.905
44.819 34.892
44.826 34.883
44.827 34.877
44.826 34.869
44.82 34.855
44.821 34.843
44.825 34.832
44.826 34.821
44.825 34.809
44.823 34.776
44.819 34.756
44.815 34.75
44.818 34.732
44.802 34.695
44.791 34.669
44.792 34.653
44.79 34.645
44.784 34.637
44.776 34.611
44.77 34.599
44.764 34.589
44.761 34.579
44.759 34.564
44.753 34.546
44.743 34.534
44.735 34.503
44.724 34.48
44.714 34.461
44.709 34.452
44.678 34.421
44.664 34.409
44.64 34.395
44.63 34.385
44.62 34.379
44.607 34.372
44.606 34.371
44.598 34.374
44.596 34.371
44.596 34.36
44.592 34.353
44.583 34.347
44.578 34.346
44.573 34.35
44.561 34.348
44.551 34.343
44.548 34.34
44.548 34.336
44.55 34.329
44.553 34.326
44.557 34.318
44.557 34.312
44.554 34.303
44.548 34.294
44.548 34.288
44.544 34.281
44.544 34.278
44.542 34.272
44.539 34.27
44.533 34.275
44.527 34.268
44.517 34.264
44.513 34.258
44.511 34.252
44.51 34.233
44.51 34.219
44.506 34.211
44.5 34.184
44.491 34.169
44.472 34.154
44.446 34.139
44.438 34.132
44.432 34.129
44.431 34.126
44.435 34.115
44.432 34.106
44.432 34.096
44.427 34.086
44.426 34.071
44.42 34.055
44.412 34.046
44.41 34.04
44.409 34.031
44.411 34.029
44.414 34.022
44.409 34.014
44.403 33.989
44.396 33.975
44.395 33.966
44.396 33.951
44.395 33.948
