segment Bangladesh
21.828 91.909
21.84 91.917
21.847 91.92
21.851 91.92
21.857 91.917
21.864 91.916
21.876 91.912
21.897 91.913
21.908 91.909
21.916 91.911
21.931 91.916
21.931 91.917
21.934 91.927
21.94 91.919
21.942 91.91
21.946 91.907
21.948 91.907
21.953 91.907
21.956 91.903
21.961 91.902
21.969 91.895
21.981 91.891
21.989 91.89
21.997 91.892
22.015 91.89
22.023 91.887
22.032 91.885
22.043 91.877
22.053 91.873
22.062 91.872
22.071 91.866
22.077 91.862
22.082 91.86
22.088 91.862
22.106 91.857
22.128 91.855
22.135 91.85
22.127 91.844
22.123 91.844
22.116 91.844
22.114 91.842
22.122 91.835
22.123 91.834
22.125 91.833
22.132 91.83
22.144 91.826
22.156 91.822
22.172 91.818
22.18 91.814
22.19 91.812
22.196 91.815
22.198 91.823
22.203 91.829
22.215 91.835
22.237 91.833
22.238 91.833
22.238 91.834
22.254 91.841
22.261 91.842
22.271 91.837
22.271 91.831
22.274 91.827
22.297 91.819
22.302 91.814
22.305 91.815
22.309 91.82
22.319 91.862
22.322 91.867
22.341 91.876
22.352 91.882
22.368 91.884
22.371 91.885
22.381 91.888
22.394 91.895
22.401 91.901
22.409 91.913
22.415 91.928
22.416 91.945
22.415 91.955
22.409 91.962
22.404 91.973
22.403 91.99
22.405 92.002
22.41 92.014
22.417 92.022
22.424 92.027
22.434 92.029
22.438 92.027
22.442 92.029
22.446 92.035
22.449 92.043
22.449 92.048
22.442 92.058
22.437 92.071
22.437 92.082
22.449 92.116
22.462 92.142
22.466 92.145
22.47 92.144
22.463 92.136
22.449 92.103
22.444 92.087
22.443 92.077
22.448 92.06
22.451 92.053
22.452 92.043
22.451 92.033
22.447 92.027
22.427 92.022
22.422 92.019
22.417 92.013
22.412 92.003
22.412 91.984
22.421 91.954
22.421 91.951
22.419 91.926
22.409 91.896
22.405 91.892
22.389 91.885
22.375 91.872
22.369 91.871
22.356 91.874
22.35 91.872
22.347 91.87
22.323 91.848
22.32 91.841
22.314 91.819
22.299 91.8
22.293 91.796
22.284 91.794
22.278 91.795
22.27 91.803
22.268 91.808
22.267 91.813
22.266 91.824
22.262 91.827
22.257 91.829
22.247 91.828
22.242 91.824
22.222 91.801
22.22 91.798
22.223 91.796
22.229 91.786
22.234 91.782
22.262 91.776
22.268 91.774
22.278 91.769
22.281 91.77
22.283 91.775
22.286 91.777
22.31 91.768
22.316 91.768
22.327 91.765
22.343 91.758
22.354 91.759
22.387 91.752
22.409 91.742
22.414 91.736
22.426 91.732
22.453 91.716
22.473 91.702
22.484 91.7
22.49 91.693
22.496 91.691
22.501 91.689
22.521 91.671
22.537 91.662
22.572 91.627
22.579 91.623
22.592 91.618
22.597 91.613
22.598 91.612
22.612 91.603
22.633 91.599
22.654 91.581
22.681 91.55
22.697 91.535
22.705 91.528
22.707 91.523
22.712 91.512
22.722 91.501
22.724 91.495
22.726 91.488
22.732 91.478
22.751 91.458
22.754 91.459
22.756 91.47
22.762 91.486
22.764 91.487
22.767 91.486
22.776 91.475
22.779 91.469
22.776 91.469
22.767 91.477
22.763 91.478
22.761 91.469
22.76 91.464
22.76 91.455
22.762 91.45
22.769 91.441
22.777 91.437
22.784 91.436
22.792 91.438
22.799 91.442
22.807 91.459
22.82 91.472
22.824 91.475
22.827 91.473
22.826 91.471
22.813 91.455
22.808 91.45
22.803 91.438
22.804 91.437
22.805 91.436
22.817 91.444
22.821 91.451
22.837 91.469
22.841 91.472
22.862 91.473
22.874 91.484
22.887 91.475
22.888 91.472
22.894 91.457
22.899 91.457
22.897 91.467
22.897 91.468
22.897 91.486
22.901 91.492
22.903 91.488
22.904 91.479
22.908 91.466
22.903 91.447
22.901 91.445
22.884 91.441
22.882 91.444
22.881 91.449
22.884 91.461
22.883 91.464
22.88 91.466
22.878 91.467
22.869 91.465
22.856 91.458
22.848 91.458
22.844 91.452
22.84 91.448
22.823 91.433
22.809 91.42
22.801 91.419
22.793 91.415
22.788 91.414
22.776 91.413
22.766 91.418
22.764 91.418
22.761 91.409
22.762 91.4
22.767 91.388
22.767 91.387
22.77 91.384
22.78 91.382
22.789 91.382
22.796 91.379
22.795 91.375
22.8 91.357
22.806 91.35
22.834 91.33
22.837 91.33
22.843 91.345
22.847 91.349
22.851 91.351
22.856 91.349
22.862 91.341
22.868 91.338
22.871 91.34
22.872 91.344
22.874 91.345
22.878 91.344
22.883 91.343
22.883 91.339
22.882 91.339
22.878 91.335
22.87 91.33
22.862 91.328
22.854 91.329
22.85 91.328
22.848 91.325
22.851 91.32
22.849 91.318
22.847 91.318
22.839 91.316
22.818 91.33
22.807 91.332
22.799 91.345
22.786 91.352
22.781 91.351
22.778 91.349
22.776 91.345
22.776 91.342
22.784 91.332
22.799 91.314
22.81 91.296
22.811 91.287
22.811 91.284
22.809 91.275
22.802 91.262
22.797 91.25
22.796 91.24
22.796 91.234
22.798 91.187
22.803 91.154
22.808 91.138
22.812 91.116
22.816 91.114
22.82 91.114
22.822 91.114
22.826 91.113
22.823 91.098
22.82 91.096
22.816 91.095
22.813 91.102
22.811 91.105
22.809 91.104
22.805 91.099
22.8 91.084
22.8 91.083
22.802 91.07
22.796 91.057
22.796 91.05
22.8 91.048
22.797 91.04
22.802 91.038
22.8 91.029
22.811 91.012
22.818 90.999
22.824 90.995
22.827 90.991
22.829 90.989
22.832 90.98
22.839 90.973
22.839 90.972
22.843 90.961
22.847 90.956
22.853 90.948
22.856 90.938
22.856 90.926
22.86 90.908
22.863 90.902
22.863 90.898
22.868 90.88
22.867 90.843
22.867 90.839
22.865 90.825
22.866 90.823
22.871 90.819
22.877 90.821
22.881 90.818
22.88 90.813
22.881 90.811
22.884 90.808
22.886 90.807
22.899 90.809
22.9 90.808
22.909 90.802
22.939 90.758
22.938 90.757
22.936 90.755
22.915 90.783
22.907 90.791
22.898 90.796
22.884 90.799
22.876 90.799
22.863 90.795
22.86 90.791
22.858 90.782
22.861 90.776
22.864 90.77
22.888 90.733
22.891 90.73
22.895 90.733
22.903 90.731
22.906 90.726
22.913 90.724
22.923 90.709
22.928 90.705
22.934 90.703
22.948 90.703
22.953 90.702
22.96 90.7
22.966 90.697
22.978 90.69
22.987 90.682
22.989 90.677
22.99 90.673
22.988 90.666
22.988 90.661
22.992 90.64
22.998 90.629
23.004 90.624
23.019 90.617
23.031 90.609
23.033 90.61
23.035 90.614
23.038 90.614
23.04 90.604
23.047 90.598
23.057 90.592
23.07 90.589
23.073 90.589
23.077 90.588
23.081 90.586
23.084 90.582
23.083 90.58
23.073 90.583
23.074 90.58
23.082 90.578
23.104 90.566
23.117 90.567
23.119 90.567
23.127 90.574
23.15 90.582
23.178 90.598
23.204 90.618
23.223 90.637
23.242 90.652
23.257 90.655
23.276 90.652
23.302 90.64
23.317 90.639
23.323 90.646
23.318 90.663
23.315 90.67
23.318 90.678
23.323 90.68
23.336 90.673
23.341 90.675
23.343 90.682
23.343 90.693
23.346 90.698
23.349 90.687
23.36 90.683
23.363 90.68
23.364 90.68
23.37 90.693
23.378 90.697
23.378 90.695
23.372 90.688
23.364 90.673
23.358 90.67
23.34 90.667
23.337 90.662
23.329 90.671
23.323 90.675
23.321 90.674
23.321 90.672
23.322 90.67
23.327 90.661
23.329 90.652
23.329 90.646
23.327 90.633
23.328 90.627
23.324 90.622
23.339 90.599
23.356 90.593
23.372 90.59
23.383 90.586
23.389 90.587
23.392 90.588
23.395 90.587
23.395 90.58
23.397 90.58
23.408 90.594
23.414 90.599
23.419 90.6
23.431 90.601
23.451 90.595
23.456 90.591
23.453 90.59
23.435 90.595
23.429 90.593
23.443 90.587
23.457 90.585
23.467 90.586
23.472 90.589
23.479 90.597
23.49 90.63
23.488 90.653
23.484 90.665
23.482 90.682
23.484 90.687
23.49 90.704
23.494 90.707
23.519 90.713
23.521 90.712
23.52 90.708
23.521 90.707
23.531 90.715
23.543 90.718
23.545 90.72
23.546 90.725
23.543 90.737
23.544 90.744
23.553 90.731
23.553 90.725
23.55 90.717
23.542 90.712
23.539 90.708
23.542 90.707
23.553 90.708
23.563 90.712
23.561 90.707
23.562 90.706
23.565 90.708
23.573 90.707
23.581 90.717
23.587 90.728
23.591 90.732
23.597 90.735
23.603 90.738
23.612 90.74
23.617 90.738
23.622 90.739
23.625 90.746
23.624 90.759
23.629 90.765
23.638 90.765
23.643 90.764
23.662 90.741
23.685 90.75
23.691 90.754
23.698 90.754
23.719 90.759
23.721 90.758
23.718 90.756
23.718 90.752
23.716 90.749
23.713 90.748
23.704 90.749
23.695 90.745
23.694 90.743
23.696 90.741
23.709 90.74
23.718 90.741
23.724 90.74
23.722 90.736
23.717 90.735
23.715 90.732
23.71 90.732
23.714 90.728
23.72 90.726
23.728 90.722
23.735 90.723
23.737 90.724
23.741 90.716
23.724 90.701
23.704 90.691
23.702 90.689
23.691 90.686
23.687 90.682
23.694 90.655
23.693 90.648
23.69 90.643
23.684 90.637
23.679 90.635
23.644 90.634
23.639 90.632
23.633 90.627
23.629 90.621
23.628 90.619
23.617 90.609
23.611 90.592
23.603 90.582
23.593 90.563
23.586 90.557
23.571 90.553
23.571 90.551
23.574 90.545
23.577 90.528
23.581 90.515
23.593 90.506
23.602 90.507
23.603 90.505
23.593 90.499
23.589 90.494
23.587 90.484
23.59 90.48
23.602 90.474
23.609 90.469
23.612 90.464
23.615 90.454
23.618 90.453
23.619 90.455
23.624 90.468
23.63 90.47
23.638 90.467
23.652 90.456
23.657 90.451
23.66 90.447
23.668 90.443
23.679 90.433
23.684 90.423
23.696 90.412
23.705 90.395
23.706 90.385
23.716 90.374
23.719 90.368
23.714 90.366
23.702 90.384
23.7 90.374
23.703 90.366
23.707 90.362
23.719 90.36
23.729 90.355
23.74 90.342
23.741 90.336
23.736 90.336
23.734 90.334
23.732 90.326
23.735 90.318
23.739 90.314
23.745 90.312
23.747 90.312
23.759 90.314
23.764 90.313
23.764 90.299
23.756 90.29
23.74 90.286
23.737 90.282
23.73 90.255
23.732 90.254
23.741 90.256
23.766 90.257
23.776 90.257
23.787 90.251
23.828 90.248
23.853 90.241
23.869 90.235
23.884 90.233
23.888 90.23
23.883 90.227
23.849 90.236
23.829 90.241
23.827 90.24
23.836 90.226
23.84 90.215
23.84 90.194
23.838 90.186
23.831 90.18
23.827 90.176
23.825 90.168
23.829 90.152
23.832 90.147
23.845 90.14
23.851 90.14
23.863 90.136
23.867 90.132
23.873 90.122
23.874 90.116
23.874 90.112
23.869 90.106
23.863 90.111
23.859 90.112
23.857 90.11
23.855 90.098
23.851 90.092
23.839 90.083
23.822 90.066
23.82 90.062
23.82 90.057
23.825 90.047
23.849 90.056
23.855 90.059
23.865 90.064
23.87 90.066
23.877 90.063
23.886 90.053
23.889 90.047
23.89 90.041
23.88 90.029
23.882 90.026
23.894 90.027
23.907 90.023
23.913 90.008
23.92 90.004
23.923 90
23.916 90
23.913 90.002
23.902 90.009
23.894 90.019
23.884 90.018
23.883 90.015
23.886 90.01
23.883 90.01
23.877 90.014
23.874 90.02
23.873 90.028
23.874 90.033
23.882 90.04
23.882 90.044
23.881 90.049
23.873 90.055
23.867 90.057
23.865 90.057
23.865 90.054
23.856 90.055
23.852 90.052
23.839 90.045
23.832 90.045
23.83 90.042
23.828 90.041
23.817 90.047
23.815 90.051
23.816 90.069
23.83 90.084
23.83 90.089
23.816 90.114
23.81 90.119
23.807 90.125
23.807 90.127
23.808 90.161
23.802 90.178
23.802 90.184
23.805 90.193
23.816 90.207
23.815 90.209
23.803 90.215
23.801 90.218
23.8 90.223
23.802 90.226
23.813 90.237
23.815 90.242
23.814 90.242
23.802 90.244
23.799 90.242
23.793 90.236
23.77 90.22
23.759 90.208
23.754 90.206
23.747 90.208
23.722 90.221
23.718 90.228
23.719 90.24
23.724 90.246
23.721 90.252
23.713 90.262
23.706 90.267
23.692 90.274
23.686 90.275
23.692 90.268
23.707 90.256
23.711 90.249
23.711 90.238
23.708 90.221
23.715 90.213
23.719 90.209
23.728 90.205
23.728 90.203
23.723 90.202
23.73 90.192
23.737 90.187
23.74 90.181
23.738 90.179
23.722 90.193
23.72 90.192
23.722 90.175
23.72 90.163
23.717 90.157
23.711 90.153
23.711 90.149
23.716 90.137
23.731 90.131
23.737 90.122
23.736 90.11
23.738 90.104
23.749 90.094
23.749 90.089
23.758 90.07
23.759 90.064
23.761 90.056
23.761 90.047
23.758 90.04
23.759 90.035
23.764 90.029
23.763 90.023
23.767 90.02
23.77 90.019
23.777 90.022
23.789 90.021
23.795 90.025
23.805 90.019
23.811 90.011
23.815 90.005
23.816 90
23.812 90
23.808 90.005
23.8 90.016
23.797 90.017
23.778 90.013
23.772 90.014
23.765 90.017
23.763 90.02
23.76 90.029
23.754 90.04
23.756 90.054
23.753 90.069
23.746 90.084
23.745 90.092
23.737 90.098
23.736 90.1
23.732 90.107
23.733 90.121
23.727 90.127
23.716 90.129
23.711 90.134
23.704 90.15
23.705 90.154
23.714 90.161
23.716 90.174
23.713 90.185
23.714 90.199
23.711 90.208
23.709 90.211
23.706 90.214
23.703 90.22
23.707 90.236
23.708 90.248
23.706 90.25
23.694 90.257
23.674 90.276
23.668 90.279
23.658 90.275
23.655 90.276
23.659 90.282
23.66 90.29
23.653 90.3
23.641 90.317
23.637 90.324
23.632 90.333
23.628 90.345
23.623 90.37
23.616 90.38
23.607 90.388
23.602 90.398
23.599 90.4
23.588 90.402
23.574 90.397
23.571 90.393
23.568 90.379
23.566 90.386
23.566 90.395
23.57 90.403
23.58 90.41
23.574 90.418
23.553 90.428
23.545 90.438
23.544 90.44
23.542 90.446
23.545 90.464
23.548 90.469
23.561 90.481
23.565 90.489
23.572 90.505
23.573 90.517
23.567 90.53
23.557 90.539
23.556 90.538
23.56 90.531
23.558 90.53
23.552 90.534
23.539 90.553
23.532 90.554
23.51 90.568
23.505 90.569
23.495 90.568
23.483 90.57
23.475 90.569
23.478 90.569
23.484 90.563
23.489 90.553
23.489 90.545
23.484 90.538
23.477 90.535
23.466 90.534
23.456 90.538
23.455 90.538
23.426 90.554
23.42 90.551
23.418 90.545
23.409 90.541
23.395 90.533
23.391 90.528
23.391 90.525
23.404 90.508
23.412 90.492
23.42 90.486
23.416 90.485
23.413 90.48
23.412 90.472
23.414 90.462
23.416 90.42
23.423 90.387
23.427 90.376
23.433 90.362
23.434 90.361
23.433 90.359
23.443 90.332
23.442 90.326
23.45 90.276
23.455 90.271
23.461 90.254
23.472 90.242
23.485 90.229
23.49 90.218
23.502 90.204
23.524 90.164
23.54 90.149
23.555 90.144
23.577 90.139
23.591 90.131
23.598 90.121
23.613 90.11
23.618 90.103
23.62 90.1
23.625 90.076
23.625 90.055
23.628 90.047
23.634 90.038
23.643 90.012
23.649 90
23.648 89.997
23.651 89.986
23.658 89.97
23.668 89.958
23.677 89.951
23.7 89.938
23.715 89.926
23.722 89.918
23.726 89.905
23.73 89.904
23.731 89.901
23.735 89.886
23.745 89.864
23.768 89.832
23.792 89.806
23.805 89.794
23.808 89.791
23.817 89.788
23.846 89.783
23.876 89.773
23.897 89.776
23.9 89.774
23.899 89.772
23.89 89.771
23.888 89.769
23.898 89.764
23.906 89.757
23.912 89.747
23.937 89.726
23.946 89.714
23.95 89.709
23.958 89.705
23.959 89.706
23.961 89.712
23.968 89.721
23.972 89.725
23.978 89.727
23.985 89.722
24 89.721
23.998 89.716
23.994 89.715
23.98 89.717
23.972 89.715
23.968 89.712
23.968 89.702
23.965 89.698
23.966 89.697
23.971 89.697
23.979 89.696
23.99 89.7
23.998 89.706
23.999 89.705
24 89.7
24 89.699
24 89.671
23.998 89.67
23.947 89.665
23.945 89.664
23.942 89.661
23.941 89.67
23.916 89.676
23.914 89.677
23.911 89.674
23.888 89.69
23.875 89.703
23.872 89.71
23.87 89.74
23.866 89.751
23.862 89.756
23.854 89.761
23.85 89.767
23.836 89.771
23.835 89.769
23.839 89.764
23.847 89.757
23.839 89.756
23.835 89.73
23.834 89.727
23.834 89.724
23.84 89.715
23.849 89.71
23.855 89.703
23.863 89.68
23.853 89.681
23.85 89.682
23.846 89.694
23.84 89.702
23.836 89.716
23.832 89.718
23.829 89.715
23.83 89.705
23.833 89.691
23.834 89.675
23.84 89.651
23.843 89.641
23.845 89.636
23.846 89.63
23.843 89.612
23.83 89.582
23.824 89.547
23.825 89.532
23.836 89.517
23.838 89.513
23.855 89.473
23.863 89.466
23.871 89.45
23.877 89.443
23.913 89.426
23.92 89.418
23.931 89.405
23.943 89.386
23.95 89.37
23.952 89.364
23.948 89.342
23.949 89.329
23.963 89.314
23.972 89.302
23.982 89.289
23.987 89.281
23.988 89.276
23.979 89.282
23.962 89.301
23.956 89.313
23.951 89.316
23.95 89.317
23.948 89.316
23.946 89.307
23.945 89.293
23.947 89.289
23.974 89.253
23.981 89.241
23.987 89.228
23.988 89.219
23.985 89.21
23.985 89.203
23.988 89.2
23.987 89.194
23.987 89.185
23.995 89.177
24 89.173
24 89.122
23.997 89.116
23.997 89.109
23.999 89.101
23.999 89.091
23.984 89.061
23.976 89.067
23.972 89.076
23.966 89.094
23.962 89.098
23.953 89.1
23.927 89.115
23.92 89.123
23.918 89.127
23.921 89.13
23.93 89.123
23.94 89.119
23.946 89.119
23.953 89.122
23.954 89.124
23.95 89.134
23.942 89.14
23.929 89.159
23.926 89.167
23.925 89.187
23.927 89.194
23.924 89.203
23.924 89.209
23.925 89.214
23.924 89.224
23.919 89.234
23.889 89.273
23.87 89.305
23.87 89.314
23.873 89.326
23.875 89.331
23.875 89.347
23.889 89.366
23.893 89.374
23.899 89.403
23.898 89.408
23.894 89.414
23.889 89.418
23.871 89.429
23.861 89.431
23.858 89.432
23.85 89.437
23.839 89.438
23.812 89.459
23.805 89.473
23.797 89.482
23.786 89.491
23.779 89.5
23.777 89.506
23.776 89.515
23.779 89.522
23.793 89.531
23.795 89.536
23.794 89.543
23.79 89.55
23.789 89.557
23.793 89.57
23.795 89.575
23.797 89.593
23.797 89.601
23.794 89.61
23.778 89.635
23.777 89.64
23.778 89.652
23.775 89.667
23.778 89.679
23.777 89.699
23.777 89.702
23.762 89.731
23.755 89.739
23.744 89.747
23.725 89.769
23.715 89.8
23.707 89.809
23.701 89.816
23.69 89.824
23.66 89.857
23.655 89.866
23.652 89.877
23.65 89.898
23.646 89.91
23.645 89.919
23.644 89.92
23.642 89.925
23.644 89.928
23.643 89.935
23.636 89.949
23.631 89.955
23.617 89.962
23.616 89.962
23.614 89.962
23.611 89.965
23.613 89.968
23.613 89.974
23.608 89.983
23.595 89.995
23.587 90
23.581 90.002
23.583 90.007
23.569 90.019
23.557 90.025
23.553 90.034
23.559 90.028
23.582 90.018
23.582 90.027
23.578 90.05
23.573 90.083
23.567 90.095
23.557 90.11
23.545 90.126
23.51 90.144
23.499 90.153
23.489 90.158
23.483 90.159
23.478 90.156
23.477 90.154
23.473 90.153
23.468 90.154
23.455 90.159
23.443 90.161
23.436 90.158
23.431 90.156
23.423 90.159
23.421 90.159
23.392 90.176
23.376 90.184
23.357 90.197
23.346 90.201
23.337 90.207
23.334 90.207
23.332 90.205
23.332 90.201
23.344 90.188
23.345 90.186
23.346 90.183
23.347 90.17
23.361 90.162
23.364 90.164
23.364 90.169
23.358 90.183
23.359 90.186
23.366 90.175
23.368 90.166
23.368 90.161
23.366 90.159
23.36 90.158
23.349 90.16
23.339 90.17
23.333 90.167
23.331 90.162
23.323 90.141
23.318 90.135
23.305 90.125
23.326 90.12
23.336 90.12
23.342 90.124
23.351 90.135
23.36 90.142
23.369 90.147
23.379 90.144
23.365 90.14
23.351 90.128
23.35 90.124
23.355 90.123
23.358 90.117
23.359 90.111
23.359 90.099
23.355 90.104
23.351 90.119
23.347 90.121
23.325 90.114
23.31 90.12
23.304 90.119
23.3 90.116
23.303 90.109
23.303 90.096
23.301 90.093
23.289 90.086
23.281 90.085
23.273 90.087
23.271 90.09
23.27 90.096
23.273 90.117
23.269 90.124
23.262 90.127
23.249 90.122
23.244 90.124
23.242 90.129
23.239 90.141
23.238 90.162
23.238 90.165
23.233 90.186
23.23 90.196
23.226 90.202
23.218 90.203
23.212 90.201
23.21 90.199
23.207 90.193
23.207 90.183
23.213 90.185
23.213 90.183
23.21 90.174
23.204 90.168
23.188 90.165
23.176 90.168
23.166 90.177
23.164 90.185
23.168 90.192
23.173 90.198
23.183 90.21
23.183 90.219
23.168 90.236
23.162 90.249
23.157 90.248
23.152 90.244
23.142 90.234
23.137 90.234
23.13 90.238
23.123 90.245
23.113 90.264
23.112 90.291
23.113 90.299
23.114 90.307
23.113 90.309
23.082 90.322
23.076 90.322
23.067 90.317
23.053 90.274
23.049 90.27
23.043 90.268
23.035 90.271
23.03 90.271
23.026 90.271
23.025 90.273
23.024 90.286
23.025 90.296
23.024 90.303
23.021 90.307
23.01 90.316
22.993 90.321
22.986 90.321
22.981 90.317
22.977 90.312
22.971 90.298
22.97 90.29
22.971 90.276
22.969 90.274
22.966 90.281
22.959 90.288
22.949 90.293
22.945 90.297
22.943 90.299
22.94 90.309
22.939 90.32
22.932 90.344
22.929 90.349
22.921 90.354
22.915 90.356
22.903 90.354
22.893 90.351
22.884 90.346
22.881 90.342
22.877 90.327
22.873 90.32
22.85 90.321
22.823 90.346
22.809 90.354
22.804 90.354
22.786 90.363
22.784 90.359
22.765 90.373
22.76 90.374
22.749 90.368
22.741 90.367
22.739 90.368
22.737 90.368
22.734 90.372
22.734 90.386
22.735 90.394
22.739 90.407
22.737 90.415
22.733 90.42
22.72 90.419
22.714 90.417
22.714 90.415
22.725 90.407
22.728 90.402
22.729 90.396
22.721 90.388
22.712 90.383
22.705 90.383
22.723 90.397
22.723 90.4
22.708 90.414
22.709 90.42
22.711 90.423
22.73 90.43
22.735 90.429
22.741 90.425
22.745 90.419
22.746 90.414
22.744 90.404
22.743 90.393
22.739 90.384
22.74 90.378
22.745 90.375
22.75 90.375
22.759 90.382
22.759 90.406
22.761 90.415
22.764 90.42
22.765 90.424
22.761 90.437
22.755 90.445
22.745 90.453
22.743 90.458
22.735 90.469
22.723 90.472
22.71 90.483
22.708 90.482
22.699 90.485
22.688 90.485
22.678 90.486
22.656 90.477
22.67 90.487
22.672 90.496
22.666 90.504
22.653 90.513
22.642 90.515
22.629 90.519
22.625 90.518
22.627 90.512
22.613 90.513
22.605 90.502
22.602 90.505
22.599 90.506
22.593 90.507
22.588 90.504
22.585 90.506
22.586 90.507
22.59 90.512
22.599 90.516
22.599 90.519
22.586 90.533
22.541 90.572
22.526 90.58
22.512 90.582
22.491 90.587
22.475 90.586
22.467 90.584
22.461 90.586
22.456 90.589
22.431 90.592
22.398 90.603
22.374 90.61
22.328 90.613
22.306 90.612
22.274 90.601
22.268 90.595
22.257 90.591
22.255 90.588
22.254 90.578
22.238 90.559
22.227 90.552
22.215 90.541
22.184 90.521
22.184 90.511
22.185 90.507
22.16 90.502
22.161 90.497
22.154 90.495
22.125 90.481
22.123 90.481
22.116 90.474
22.101 90.467
22.078 90.451
22.067 90.437
22.075 90.426
22.082 90.423
22.097 90.427
22.11 90.422
22.114 90.423
22.115 90.423
22.119 90.422
22.124 90.424
22.124 90.429
22.137 90.431
22.143 90.433
22.143 90.437
22.149 90.443
22.151 90.443
22.152 90.427
22.151 90.426
22.143 90.428
22.129 90.426
22.128 90.421
22.126 90.419
22.108 90.418
22.095 90.422
22.09 90.419
22.088 90.413
22.088 90.401
22.09 90.388
22.105 90.385
22.12 90.384
22.128 90.386
22.132 90.389
22.135 90.397
22.142 90.405
22.147 90.407
22.154 90.406
22.162 90.402
22.168 90.404
22.168 90.406
22.172 90.413
22.176 90.425
22.181 90.426
22.189 90.426
22.195 90.423
22.218 90.4
22.225 90.4
22.265 90.417
22.269 90.416
22.27 90.415
22.276 90.411
22.284 90.404
22.289 90.407
22.29 90.419
22.293 90.41
22.293 90.401
22.286 90.398
22.284 90.396
22.293 90.379
22.296 90.379
22.316 90.4
22.33 90.412
22.334 90.415
22.339 90.415
22.337 90.411
22.299 90.377
22.298 90.375
22.296 90.371
22.295 90.364
22.294 90.364
22.29 90.367
22.29 90.373
22.285 90.377
22.278 90.395
22.271 90.406
22.22 90.394
22.205 90.395
22.204 90.395
22.199 90.401
22.196 90.412
22.193 90.416
22.188 90.418
22.184 90.418
22.18 90.415
22.177 90.405
22.172 90.399
22.16 90.395
22.15 90.398
22.144 90.396
22.138 90.39
22.137 90.383
22.139 90.374
22.144 90.364
22.148 90.359
22.162 90.341
22.174 90.355
22.176 90.365
22.193 90.38
22.196 90.387
22.208 90.389
22.211 90.387
22.209 90.384
22.199 90.381
22.197 90.376
22.189 90.367
22.181 90.36
22.179 90.356
22.189 90.347
22.196 90.344
22.185 90.344
22.179 90.35
22.176 90.348
22.167 90.339
22.167 90.334
22.163 90.334
22.154 90.345
22.149 90.348
22.141 90.358
22.133 90.375
22.131 90.378
22.128 90.378
22.113 90.373
22.105 90.375
22.104 90.369
22.106 90.358
22.1 90.352
22.107 90.34
22.109 90.333
22.088 90.325
22.09 90.318
22.089 90.314
22.086 90.311
22.078 90.308
22.078 90.303
22.073 90.298
22.073 90.293
22.062 90.283
22.06 90.279
22.056 90.278
22.05 90.282
22.045 90.274
22.043 90.267
22.04 90.262
22.039 90.264
22.038 90.272
22.036 90.275
22.03 90.273
22.014 90.271
22.008 90.272
21.997 90.278
21.992 90.278
21.972 90.263
21.966 90.261
21.956 90.257
21.955 90.253
21.961 90.244
21.966 90.24
21.977 90.229
21.981 90.221
21.983 90.211
21.986 90.209
21.994 90.21
21.997 90.213
21.998 90.22
22.002 90.214
22.003 90.208
21.987 90.203
21.978 90.196
21.978 90.198
21.975 90.222
21.972 90.229
21.961 90.235
21.958 90.234
21.951 90.218
21.95 90.232
21.954 90.242
21.949 90.257
21.95 90.264
21.946 90.268
21.939 90.268
21.925 90.261
21.917 90.256
21.907 90.243
21.899 90.241
21.893 90.243
21.889 90.248
21.885 90.261
21.88 90.262
21.873 90.261
21.867 90.255
21.864 90.242
21.855 90.23
21.854 90.224
21.859 90.22
21.874 90.215
21.877 90.212
21.887 90.204
21.894 90.204
21.91 90.219
21.922 90.224
21.93 90.235
21.931 90.239
21.934 90.24
21.935 90.237
21.93 90.227
21.923 90.219
21.912 90.213
21.903 90.205
21.897 90.199
21.891 90.197
21.881 90.203
21.872 90.212
21.858 90.217
21.853 90.22
21.851 90.223
21.851 90.232
21.855 90.243
21.858 90.263
21.855 90.263
21.848 90.259
21.838 90.248
21.836 90.24
21.836 90.231
21.84 90.219
21.837 90.216
21.831 90.235
21.832 90.244
21.836 90.252
21.836 90.259
21.835 90.26
21.827 90.256
21.82 90.247
21.818 90.226
21.821 90.219
21.818 90.212
21.808 90.198
21.81 90.211
21.815 90.217
21.813 90.219
21.808 90.214
21.805 90.21
21.794 90.189
21.789 90.176
21.788 90.146
21.791 90.132
21.801 90.107
21.815 90.092
21.819 90.09
21.835 90.082
21.841 90.082
21.841 90.094
21.845 90.097
21.852 90.099
21.849 90.103
21.847 90.121
21.849 90.122
21.853 90.112
21.853 90.102
21.855 90.1
21.861 90.102
21.874 90.102
21.878 90.108
21.884 90.11
21.888 90.116
21.89 90.131
21.89 90.137
21.886 90.142
21.885 90.154
21.879 90.158
21.87 90.163
21.867 90.161
21.863 90.154
21.86 90.153
21.86 90.159
21.87 90.173
21.877 90.164
21.891 90.158
21.896 90.152
21.901 90.156
21.904 90.172
21.91 90.178
21.919 90.182
21.923 90.189
21.926 90.186
21.923 90.18
21.909 90.166
21.91 90.159
21.898 90.147
21.891 90.144
21.894 90.138
21.896 90.12
21.899 90.116
21.906 90.113
21.912 90.114
21.916 90.116
21.917 90.119
21.92 90.147
21.923 90.15
21.928 90.151
21.934 90.148
21.942 90.139
21.948 90.137
21.957 90.14
21.971 90.152
21.976 90.158
