segment Bangladesh
21.977 90.164
21.98 90.169
21.982 90.165
21.982 90.159
21.97 90.141
21.989 90.131
21.991 90.128
21.985 90.127
21.978 90.132
21.97 90.133
21.966 90.137
21.962 90.137
21.95 90.131
21.94 90.135
21.929 90.142
21.925 90.142
21.924 90.116
21.922 90.111
21.919 90.109
21.911 90.107
21.909 90.107
21.899 90.11
21.893 90.108
21.894 90.099
21.899 90.093
21.904 90.091
21.917 90.098
21.925 90.1
21.933 90.1
21.941 90.099
21.946 90.095
21.952 90.086
21.96 90.082
21.985 90.084
21.991 90.082
21.993 90.079
21.997 90.074
22 90.072
22.005 90.073
22.012 90.081
22.051 90.099
22.058 90.115
22.079 90.133
22.085 90.142
22.09 90.146
22.114 90.163
22.115 90.168
22.107 90.19
22.106 90.198
22.112 90.206
22.114 90.213
22.12 90.218
22.126 90.22
22.158 90.226
22.161 90.226
22.164 90.228
22.164 90.254
22.166 90.259
22.175 90.27
22.177 90.272
22.188 90.276
22.202 90.276
22.206 90.278
22.207 90.286
22.209 90.281
22.21 90.276
22.209 90.272
22.205 90.27
22.189 90.269
22.179 90.265
22.172 90.259
22.169 90.252
22.167 90.24
22.17 90.232
22.172 90.229
22.183 90.238
22.193 90.24
22.205 90.237
22.211 90.23
22.213 90.225
22.219 90.221
22.232 90.219
22.276 90.22
22.278 90.219
22.309 90.208
22.317 90.214
22.332 90.222
22.338 90.227
22.337 90.254
22.341 90.28
22.349 90.285
22.35 90.29
22.354 90.292
22.367 90.296
22.371 90.297
22.372 90.288
22.369 90.281
22.359 90.27
22.371 90.266
22.379 90.27
22.389 90.277
22.399 90.278
22.407 90.281
22.435 90.304
22.464 90.314
22.468 90.318
22.468 90.321
22.467 90.328
22.46 90.336
22.459 90.341
22.468 90.35
22.472 90.357
22.485 90.363
22.491 90.362
22.49 90.359
22.488 90.356
22.485 90.352
22.47 90.344
22.468 90.343
22.466 90.341
22.467 90.337
22.478 90.326
22.478 90.319
22.474 90.315
22.415 90.28
22.404 90.272
22.392 90.269
22.389 90.268
22.375 90.259
22.349 90.257
22.344 90.255
22.342 90.222
22.336 90.216
22.303 90.199
22.295 90.199
22.281 90.202
22.269 90.209
22.263 90.21
22.258 90.207
22.247 90.207
22.228 90.21
22.214 90.21
22.209 90.212
22.203 90.219
22.199 90.226
22.191 90.23
22.186 90.228
22.182 90.223
22.176 90.219
22.174 90.218
22.151 90.209
22.138 90.208
22.124 90.203
22.119 90.199
22.117 90.196
22.124 90.168
22.124 90.161
22.113 90.15
22.102 90.141
22.092 90.132
22.078 90.117
22.071 90.11
22.066 90.099
22.056 90.088
22.053 90.087
22.034 90.078
22.021 90.077
22.007 90.064
21.995 90.058
21.971 90.053
21.97 90.051
21.979 90.042
21.985 90.036
21.996 90.034
21.997 90.03
21.982 90.03
21.978 90.028
21.979 90.025
21.98 90.014
21.983 90.011
21.985 90.004
21.988 90
21.999 90
22 90
22.02 90
22.022 89.997
22.036 89.993
22.042 90
22.039 90.003
22.044 90.009
22.049 90.018
22.052 90.023
22.063 90.031
22.078 90.029
22.103 90.031
22.119 90.033
22.127 90.036
22.134 90.044
22.138 90.053
22.153 90.072
22.153 90.084
22.151 90.088
22.155 90.117
22.152 90.12
22.154 90.122
22.152 90.132
22.155 90.14
22.157 90.14
22.158 90.115
22.157 90.094
22.157 90.092
22.159 90.08
22.171 90.065
22.175 90.056
22.18 90.035
22.189 90.026
22.192 90.027
22.196 90.055
22.199 90.061
22.211 90.073
22.215 90.077
22.221 90.081
22.235 90.086
22.243 90.088
22.257 90.089
22.277 90.107
22.286 90.112
22.299 90.113
22.31 90.11
22.314 90.11
22.315 90.109
22.325 90.105
22.338 90.101
22.342 90.102
22.348 90.105
22.352 90.115
22.369 90.125
22.383 90.135
22.392 90.142
22.4 90.151
22.405 90.155
22.419 90.17
22.422 90.176
22.426 90.179
22.454 90.18
22.467 90.187
22.477 90.196
22.484 90.199
22.486 90.202
22.493 90.202
22.505 90.207
22.512 90.206
22.515 90.203
22.517 90.193
22.519 90.189
22.522 90.188
22.563 90.203
22.573 90.203
22.59 90.19
22.6 90.187
22.612 90.188
22.616 90.188
22.62 90.185
22.625 90.186
22.624 90.196
22.624 90.21
22.628 90.222
22.628 90.233
22.622 90.245
22.622 90.247
22.621 90.252
22.627 90.263
22.63 90.27
22.63 90.283
22.634 90.287
22.641 90.291
22.653 90.295
22.656 90.294
22.654 90.291
22.642 90.287
22.638 90.284
22.636 90.279
22.636 90.264
22.628 90.249
22.628 90.244
22.632 90.232
22.634 90.219
22.629 90.203
22.632 90.191
22.631 90.185
22.629 90.183
22.628 90.181
22.614 90.18
22.594 90.183
22.583 90.19
22.573 90.197
22.568 90.198
22.545 90.187
22.522 90.182
22.518 90.183
22.515 90.186
22.509 90.199
22.504 90.2
22.499 90.197
22.48 90.194
22.474 90.186
22.47 90.182
22.453 90.171
22.439 90.17
22.43 90.172
22.408 90.148
22.387 90.131
22.358 90.11
22.354 90.1
22.349 90.095
22.336 90.091
22.31 90.104
22.304 90.105
22.29 90.101
22.285 90.099
22.265 90.089
22.256 90.082
22.227 90.074
22.214 90.067
22.212 90.064
22.209 90.055
22.207 90.042
22.204 90.034
22.2 90.028
22.197 90.025
22.193 90.023
22.187 90.021
22.18 90.021
22.172 90.023
22.169 90.028
22.164 90.042
22.166 90.058
22.165 90.062
22.162 90.063
22.156 90.057
22.142 90.033
22.132 90.022
22.119 90.015
22.114 90.015
22.092 90.022
22.066 90.018
22.062 90.014
22.056 90.005
22.058 90
22.052 89.987
22.042 89.981
22.028 89.979
22.02 89.981
22.018 89.981
22.01 89.986
21.998 89.991
21.991 89.99
21.978 89.978
21.976 89.973
21.977 89.964
21.979 89.958
21.987 89.951
22.023 89.928
22.029 89.928
22.037 89.927
22.073 89.909
22.081 89.908
22.103 89.915
22.12 89.918
22.136 89.917
22.15 89.914
22.167 89.906
22.182 89.904
22.211 89.894
22.234 89.884
22.242 89.88
22.252 89.879
22.287 89.882
22.307 89.889
22.338 89.908
22.342 89.911
22.372 89.92
22.388 89.93
22.422 89.965
22.433 89.98
22.439 89.985
22.472 89.998
22.487 90
22.488 90.002
22.486 90.006
22.484 90.014
22.485 90.019
22.49 90.025
22.499 90.027
22.572 90.033
22.581 90.039
22.597 90.043
22.607 90.055
22.609 90.059
22.609 90.065
22.622 90.057
22.608 90.045
22.601 90.037
22.599 90.033
22.599 90.027
22.603 90.024
22.61 90.024
22.621 90.031
22.653 90.033
22.667 90.024
22.675 90.011
22.678 90.007
22.68 90.006
22.677 90.004
22.672 90.008
22.656 90.027
22.646 90.028
22.621 90.022
22.612 90.018
22.599 90.013
22.593 90.017
22.59 90.025
22.585 90.03
22.581 90.031
22.56 90.021
22.554 90.02
22.544 90.023
22.507 90.019
22.501 90.02
22.497 90.019
22.494 90.018
22.492 90.014
22.493 90.009
22.506 90
22.495 89.99
22.492 89.981
22.501 89.978
22.504 89.972
22.505 89.955
22.5 89.965
22.499 89.97
22.49 89.974
22.487 89.975
22.487 89.986
22.472 89.988
22.466 89.987
22.452 89.978
22.444 89.97
22.43 89.951
22.398 89.922
22.397 89.921
22.388 89.91
22.386 89.906
22.387 89.901
22.405 89.883
22.41 89.882
22.423 89.887
22.428 89.886
22.43 89.883
22.421 89.879
22.414 89.877
22.41 89.877
22.403 89.878
22.395 89.881
22.388 89.887
22.384 89.894
22.382 89.897
22.372 89.899
22.36 89.896
22.346 89.889
22.323 89.873
22.303 89.864
22.277 89.851
22.249 89.845
22.227 89.848
22.219 89.854
22.203 89.87
22.193 89.875
22.189 89.876
22.172 89.881
22.152 89.883
22.121 89.891
22.109 89.888
22.103 89.885
22.089 89.868
22.075 89.859
22.068 89.853
22.066 89.847
22.065 89.837
22.066 89.819
22.055 89.836
22.055 89.844
22.048 89.853
22.028 89.861
22.015 89.863
22.005 89.861
21.98 89.867
21.975 89.868
21.939 89.877
21.933 89.876
21.914 89.884
21.906 89.885
21.899 89.883
21.891 89.877
21.885 89.869
21.878 89.858
21.88 89.851
21.883 89.849
21.886 89.846
21.877 89.841
21.873 89.841
21.865 89.845
21.86 89.844
21.856 89.841
21.851 89.827
21.844 89.819
21.831 89.776
21.831 89.772
21.834 89.771
21.847 89.779
21.855 89.785
21.869 89.79
21.879 89.79
21.879 89.787
21.863 89.782
21.859 89.763
21.856 89.754
21.857 89.752
21.861 89.75
21.868 89.753
21.871 89.752
21.881 89.742
21.89 89.739
21.891 89.733
21.886 89.733
21.878 89.736
21.87 89.743
21.853 89.743
21.842 89.751
21.839 89.752
21.835 89.749
21.831 89.738
21.832 89.723
21.834 89.714
21.84 89.706
21.849 89.707
21.849 89.702
21.845 89.7
21.84 89.696
21.849 89.689
21.85 89.684
21.839 89.684
21.837 89.679
21.838 89.676
21.855 89.668
21.872 89.673
21.892 89.659
21.894 89.66
21.895 89.666
21.899 89.673
21.905 89.68
21.909 89.669
21.909 89.66
21.91 89.656
21.913 89.655
21.909 89.652
21.881 89.636
21.868 89.634
21.86 89.637
21.851 89.646
21.835 89.66
21.833 89.665
21.822 89.67
21.814 89.677
21.806 89.681
21.799 89.693
21.794 89.697
21.79 89.702
21.789 89.708
21.785 89.712
21.774 89.714
21.766 89.712
21.761 89.707
21.755 89.689
21.755 89.681
21.752 89.662
21.751 89.659
21.752 89.654
21.756 89.65
21.761 89.655
21.765 89.655
21.762 89.648
21.76 89.607
21.762 89.606
21.777 89.618
21.781 89.619
21.79 89.62
21.806 89.613
21.811 89.614
21.818 89.604
21.839 89.583
21.848 89.569
21.858 89.563
21.864 89.563
21.893 89.568
21.902 89.572
21.914 89.58
21.934 89.587
21.939 89.59
21.943 89.588
21.941 89.584
21.945 89.579
21.969 89.561
21.978 89.557
21.983 89.557
21.991 89.56
21.995 89.547
21.988 89.544
21.985 89.542
21.986 89.538
21.995 89.531
21.99 89.515
21.973 89.519
21.956 89.525
21.938 89.52
21.93 89.519
21.922 89.52
21.899 89.512
21.896 89.51
21.896 89.506
21.908 89.497
21.905 89.492
21.902 89.493
21.897 89.485
21.886 89.476
21.852 89.461
21.852 89.445
21.848 89.434
21.846 89.44
21.847 89.447
21.846 89.463
21.838 89.464
21.83 89.469
21.827 89.465
21.823 89.47
21.82 89.471
21.819 89.468
21.819 89.462
21.814 89.458
21.811 89.459
21.814 89.464
21.815 89.468
21.814 89.471
21.808 89.472
21.801 89.48
21.786 89.484
21.772 89.478
21.763 89.469
21.761 89.461
21.753 89.458
21.751 89.453
21.742 89.45
21.739 89.446
21.737 89.439
21.735 89.438
21.733 89.439
21.73 89.442
21.715 89.426
21.71 89.416
21.708 89.391
21.71 89.387
21.724 89.38
21.744 89.378
21.743 89.373
21.74 89.371
21.74 89.369
21.746 89.365
21.749 89.365
21.755 89.369
21.756 89.365
21.763 89.363
21.77 89.361
21.775 89.364
21.789 89.359
21.793 89.36
21.8 89.356
21.809 89.356
21.815 89.358
21.836 89.37
21.845 89.372
21.851 89.371
21.858 89.373
21.869 89.383
21.876 89.388
21.886 89.39
21.902 89.39
21.905 89.38
21.905 89.367
21.899 89.365
21.897 89.361
21.893 89.353
21.892 89.348
21.887 89.344
21.881 89.335
21.861 89.318
21.851 89.313
21.834 89.308
21.826 89.309
21.821 89.307
21.817 89.302
21.805 89.287
21.799 89.29
21.794 89.288
21.787 89.293
21.783 89.294
21.767 89.294
21.756 89.293
21.756 89.29
21.758 89.284
21.762 89.28
21.762 89.276
21.759 89.27
21.761 89.263
21.762 89.246
21.759 89.239
21.761 89.236
21.767 89.233
21.768 89.231
21.768 89.227
21.764 89.226
21.758 89.223
21.757 89.219
21.772 89.208
21.783 89.202
21.792 89.199
21.798 89.2
21.805 89.197
21.805 89.195
21.806 89.188
21.805 89.176
21.8 89.175
21.797 89.17
21.79 89.164
21.795 89.152
21.796 89.142
21.808 89.118
21.809 89.11
21.81 89.108
21.821 89.104
21.828 89.106
21.849 89.112
21.855 89.112
21.877 89.107
21.885 89.103
21.895 89.094
21.908 89.089
21.916 89.087
21.938 89.095
21.939 89.084
21.949 89.088
21.97 89.089
21.987 89.087
22.002 89.091
22.009 89.091
22.036 89.072
22.047 89.063
22.07 89.055
22.092 89.049
22.11 89.055
22.119 89.066
22.129 89.083
22.134 89.089
22.143 89.101
22.145 89.105
22.15 89.107
22.155 89.107
22.156 89.105
22.157 89.101
22.148 89.087
22.151 89.082
22.161 89.078
22.169 89.077
22.185 89.081
22.189 89.081
22.199 89.076
22.207 89.069
22.22 89.055
22.235 89.048
22.248 89.046
22.253 89.043
22.255 89.035
22.254 89.025
22.263 89.025
22.277 89.01
22.283 89.006
22.29 89.007
22.294 89.01
22.294 89.019
22.291 89.029
22.292 89.033
22.295 89.034
22.308 89.022
22.315 89.012
22.319 89.003
22.327 88.995
22.355 88.998
22.373 88.997
22.381 89.001
22.384 89.002
22.39 88.992
22.403 88.984
22.417 88.998
22.423 89.007
22.427 89.007
22.434 89.003
22.447 89.002
22.462 89.003
22.471 89
22.479 88.993
22.499 88.983
22.531 88.977
22.534 88.976
22.545 88.969
22.549 88.962
22.55 88.946
22.554 88.934
22.56 88.927
22.562 88.928
22.564 88.932
22.562 88.941
22.559 88.948
22.56 88.953
22.576 88.947
22.586 88.948
22.592 88.953
22.592 88.954
22.603 88.965
22.607 88.966
22.612 88.965
22.615 88.957
22.621 88.947
22.631 88.938
22.642 88.936
22.647 88.938
22.64 88.948
22.645 88.95
22.655 88.943
22.663 88.951
22.679 88.955
22.682 88.959
22.683 88.966
22.686 88.968
22.697 88.966
22.701 88.962
22.707 88.954
22.712 88.949
22.721 88.94
22.737 88.933
22.753 88.924
22.757 88.923
22.763 88.925
22.765 88.931
22.762 88.942
22.767 88.947
22.787 88.952
22.79 88.956
22.791 88.964
22.793 88.967
22.796 88.966
22.803 88.956
22.807 88.954
22.811 88.961
22.823 88.97
22.833 88.973
22.845 88.972
22.867 88.958
22.877 88.953
22.878 88.95
22.869 88.938
22.87 88.933
22.874 88.932
22.875 88.924
22.885 88.917
22.895 88.911
22.899 88.911
22.903 88.909
22.906 88.91
22.908 88.911
22.912 88.915
22.92 88.915
22.925 88.912
22.928 88.904
22.934 88.905
22.944 88.906
22.952 88.902
22.956 88.894
22.957 88.884
22.952 88.869
22.958 88.866
22.964 88.869
22.971 88.879
22.978 88.882
22.992 88.877
22.998 88.876
23.016 88.878
23.027 88.885
23.032 88.891
23.041 88.893
23.051 88.89
23.061 88.885
23.061 88.886
23.075 88.874
23.079 88.873
23.092 88.881
23.102 88.881
23.108 88.887
23.111 88.895
23.118 88.905
23.118 88.91
23.123 88.916
23.135 88.923
23.143 88.934
23.148 88.938
23.162 88.94
23.175 88.948
23.178 88.955
23.192 88.973
23.192 88.982
23.187 88.988
23.187 88.992
23.195 88.997
23.2 88.997
23.207 88.99
23.213 88.988
23.225 88.987
23.226 88.98
23.217 88.978
23.209 88.969
23.203 88.951
23.203 88.945
23.215 88.939
23.215 88.93
23.219 88.926
23.227 88.927
23.233 88.923
23.233 88.914
23.233 88.884
23.235 88.862
23.244 88.853
23.245 88.842
23.248 88.835
23.25 88.822
23.249 88.818
23.238 88.818
23.233 88.816
23.228 88.818
23.224 88.815
23.226 88.791
23.229 88.787
23.238 88.786
23.243 88.784
23.245 88.777
23.243 88.762
23.245 88.749
23.251 88.74
23.257 88.728
23.26 88.727
23.266 88.73
23.27 88.729
23.277 88.722
23.289 88.719
23.292 88.714
23.292 88.71
23.297 88.704
23.303 88.702
23.309 88.704
23.315 88.712
23.315 88.718
23.31 88.72
23.305 88.728
23.319 88.728
23.323 88.733
23.32 88.739
23.313 88.744
23.315 88.749
23.321 88.749
23.326 88.741
23.329 88.738
23.338 88.737
23.343 88.737
23.351 88.737
23.356 88.738
23.356 88.745
23.358 88.752
23.362 88.76
23.366 88.769
23.371 88.773
23.376 88.773
23.387 88.765
23.392 88.763
23.402 88.767
23.416 88.767
23.422 88.77
23.441 88.772
23.443 88.774
23.443 88.779
23.443 88.789
23.445 88.794
23.451 88.798
23.461 88.796
23.465 88.795
23.479 88.803
23.49 88.803
23.498 88.797
23.502 88.789
23.502 88.787
23.497 88.78
23.488 88.783
23.488 88.784
23.479 88.777
23.474 88.767
23.474 88.759
23.477 88.752
23.495 88.745
23.507 88.737
23.509 88.732
23.508 88.722
23.522 88.706
23.528 88.696
23.539 88.69
23.544 88.682
23.545 88.676
23.552 88.664
23.555 88.662
23.565 88.662
23.578 88.662
23.587 88.659
23.593 88.649
23.594 88.649
23.595 88.649
23.596 88.65
23.597 88.651
23.601 88.654
23.605 88.652
23.607 88.649
23.607 88.64
23.604 88.635
23.603 88.634
23.603 88.629
23.603 88.627
23.6 88.624
23.601 88.619
23.605 88.616
23.607 88.612
23.603 88.604
23.602 88.597
23.606 88.592
23.608 88.591
23.615 88.601
23.619 88.605
23.626 88.603
23.634 88.606
23.639 88.603
23.639 88.597
23.637 88.581
23.639 88.576
23.646 88.571
23.652 88.571
23.66 88.581
23.667 88.584
23.677 88.586
23.686 88.585
23.702 88.58
23.713 88.579
23.725 88.58
23.739 88.588
23.747 88.585
23.751 88.588
23.76 88.591
23.767 88.59
23.782 88.575
23.786 88.575
23.788 88.583
23.791 88.588
23.795 88.597
23.804 88.601
23.802 88.61
23.805 88.613
23.81 88.613
23.817 88.608
23.827 88.601
23.844 88.602
23.85 88.601
23.859 88.596
23.863 88.598
23.87 88.609
23.875 88.62
23.875 88.63
23.873 88.633
23.863 88.634
23.862 88.64
23.866 88.649
23.867 88.657
23.864 88.668
23.867 88.673
23.875 88.678
23.883 88.687
23.885 88.691
23.902 88.711
23.908 88.72
23.909 88.724
23.906 88.733
23.906 88.738
23.909 88.741
23.923 88.741
23.925 88.744
23.929 88.748
23.947 88.749
23.95 88.743
23.964 88.744
23.974 88.745
23.983 88.751
23.985 88.757
23.981 88.762
23.981 88.774
23.984 88.776
23.992 88.774
23.998 88.769
23.998 88.768
24 88.767
24.005 88.76
24.007 88.751
24.006 88.745
24.002 88.741
24 88.747
23.995 88.743
23.997 88.738
24 88.737
24.014 88.734
24.018 88.74
24.018 88.749
24.021 88.753
24.03 88.757
24.032 88.755
24.033 88.745
24.037 88.734
24.044 88.726
24.047 88.727
24.048 88.74
24.049 88.744
24.052 88.746
24.058 88.744
24.065 88.737
24.074 88.722
24.087 88.705
24.092 88.703
24.106 88.703
24.108 88.7
24.107 88.697
24.124 88.703
24.136 88.703
24.154 88.699
24.167 88.698
24.189 88.712
24.2 88.715
24.2 88.732
24.209 88.734
24.212 88.733
24.239 88.73
24.258 88.73
24.267 88.733
24.291 88.725
24.316 88.708
24.321 88.702
24.326 88.693
24.326 88.691
24.328 88.685
24.327 88.679
24.31 88.661
24.303 88.648
24.312 88.637
24.308 88.621
24.317 88.618
24.318 88.605
24.311 88.6
24.317 88.583
24.32 88.583
24.324 88.582
24.327 88.565
24.313 88.551
24.311 88.547
24.318 88.516
24.324 88.501
24.331 88.491
24.351 88.472
24.355 88.468
24.364 88.455
24.371 88.437
24.373 88.422
24.395 88.38
24.404 88.368
24.415 88.356
24.418 88.354
24.438 88.342
24.442 88.328
24.449 88.299
24.461 88.276
24.464 88.238
24.475 88.204
24.479 88.195
24.494 88.175
24.509 88.14
24.522 88.121
24.524 88.119
24.534 88.114
24.549 88.106
24.578 88.105
24.624 88.084
24.639 88.071
24.64 88.071
24.657 88.052
24.671 88.047
24.676 88.042
24.684 88.031
24.688 88.028
24.706 88.044
24.708 88.048
24.713 88.053
24.738 88.069
24.744 88.072
24.749 88.067
24.757 88.07
24.762 88.069
24.768 88.071
24.777 88.081
24.781 88.09
24.782 88.101
24.785 88.105
24.799 88.105
24.809 88.109
24.811 88.112
24.814 88.111
24.821 88.116
24.827 88.125
24.82 88.126
24.812 88.129
24.813 88.133
24.815 88.135
24.832 88.136
24.833 88.14
24.849 88.147
24.849 88.162
24.854 88.164
24.86 88.168
24.87 88.162
24.879 88.161
24.885 88.159
24.894 88.161
24.899 88.158
24.902 88.154
24.905 88.151
24.921 88.138
24.928 88.136
24.934 88.141
24.936 88.152
24.945 88.164
24.946 88.173
24.948 88.175
24.952 88.194
24.954 88.201
24.958 88.212
24.96 88.221
24.959 88.228
24.956 88.231
24.954 88.235
24.941 88.242
24.933 88.251
24.925 88.26
24.916 88.264
24.906 88.266
24.897 88.262
24.887 88.256
24.884 88.257
24.883 88.263
24.897 88.268
24.898 88.273
24.888 88.295
24.877 88.3
24.881 88.309
24.882 88.316
24.876 88.32
24.872 88.323
24.87 88.327
24.886 88.34
24.9 88.343
24.899 88.324
24.914 88.324
24.919 88.33
24.926 88.334
24.94 88.34
24.941 88.342
24.943 88.351
24.948 88.356
24.947 88.36
24.943 88.377
24.949 88.389
24.955 88.393
24.966 88.392
24.972 88.396
24.976 88.405
24.983 88.411
24.992 88.41
25 88.413
25.001 88.414
25.013 88.422
25.012 88.431
25.018 88.432
25.023 88.435
25.038 88.445
25.044 88.436
25.059 88.432
25.069 88.437
25.077 88.446
25.101 88.44
25.11 88.442
25.129 88.438
25.133 88.444
25.138 88.451
25.148 88.459
25.159 88.455
25.182 88.439
25.195 88.439
25.201 88.442
25.2 88.46
25.208 88.469
25.216 88.481
25.215 88.487
25.213 88.496
25.208 88.497
25.204 88.518
25.188 88.534
25.195 88.544
25.196 88.549
25.188 88.555
25.18 88.558
25.176 88.565
25.179 88.573
25.183 88.578
25.193 88.586
25.195 88.59
25.205 88.614
25.205 88.658
25.201 88.669
25.209 88.681
25.211 88.69
25.209 88.708
25.203 88.72
25.198 88.73
25.182 88.745
25.188 88.755
25.192 88.773
25.185 88.772
25.181 88.775
25.175 88.797
25.175 88.8
25.18 88.808
25.194 88.822
25.198 88.824
25.208 88.827
25.212 88.836
25.21 88.844
25.207 88.848
25.208 88.858
25.199 88.863
25.196 88.874
25.188 88.877
25.185 88.88
25.188 88.895
25.173 88.918
25.172 88.922
25.181 88.928
25.186 88.931
25.184 88.94
25.198 88.943
25.206 88.937
25.214 88.934
25.211 88.951
25.215 88.955
25.225 88.95
25.251 88.946
25.257 88.951
25.263 88.963
25.275 88.987
25.274 88.998
25.28 89
25.299 89.011
25.316 89
25.318 88.996
25.317 88.954
25.318 88.949
25.32 88.926
25.32 88.91
25.325 88.904
25.339 88.899
25.343 88.895
25.344 88.888
25.342 88.882
25.335 88.878
25.345 88.868
25.356 88.86
25.365 88.844
25.371 88.834
25.396 88.834
25.406 88.832
25.406 88.82
25.411 88.817
25.416 88.81
25.424 88.824
25.435 88.828
25.442 88.825
25.45 88.824
25.456 88.836
25.457 88.837
25.46 88.839
25.471 88.832
25.483 88.829
25.495 88.825
25.499 88.808
25.508 88.802
25.517 88.8
25.533 88.804
25.524 88.781
25.524 88.772
25.525 88.769
25.529 88.76
25.525 88.756
25.517 88.753
25.511 88.767
25.503 88.768
25.5 88.761
25.497 88.745
25.499 88.735
25.505 88.741
25.509 88.74
25.509 88.732
25.503 88.722
25.502 88.71
25.499 88.708
25.491 88.707
25.485 88.706
25.479 88.699
25.477 88.682
25.477 88.665
25.481 88.661
25.482 88.654
25.483 88.651
25.482 88.648
25.485 88.641
25.492 88.639
25.503 88.645
25.502 88.62
25.51 88.609
25.516 88.6
25.51 88.59
25.517 88.548
25.511 88.54
25.513 88.536
25.532 88.536
25.543 88.53
25.538 88.523
25.546 88.518
25.548 88.513
25.551 88.504
25.562 88.494
25.579 88.491
25.586 88.483
25.588 88.473
25.587 88.462
25.593 88.456
25.596 88.452
25.606 88.444
25.623 88.442
25.637 88.446
25.646 88.449
25.664 88.449
25.668 88.447
25.675 88.417
25.672 88.412
25.674 88.402
25.678 88.399
25.687 88.399
25.688 88.388
25.692 88.386
25.705 88.369
25.707 88.368
25.708 88.368
25.715 88.372
25.725 88.358
25.731 88.347
25.741 88.339
25.743 88.327
25.741 88.32
25.747 88.319
25.758 88.311
25.776 88.288
25.78 88.275
25.781 88.273
25.789 88.268
25.804 88.27
25.81 88.268
25.815 88.26
25.816 88.254
25.811 88.247
25.813 88.233
25.812 88.23
25.802 88.225
25.801 88.211
25.789 88.204
25.8 88.198
25.803 88.193
25.803 88.192
25.804 88.187
25.799 88.176
25.791 88.169
25.788 88.161
25.78 88.155
25.779 88.152
25.78 88.144
25.784 88.142
25.793 88.144
25.799 88.14
25.802 88.115
25.814 88.115
25.818 88.108
25.824 88.106
25.831 88.105
25.837 88.11
25.845 88.105
25.847 88.106
25.849 88.112
25.852 88.112
25.864 88.113
25.867 88.112
25.868 88.11
25.864 88.105
25.87 88.104
25.871 88.098
25.875 88.09
25.879 88.089
25.885 88.09
25.892 88.097
25.898 88.092
25.911 88.089
25.915 88.087
25.916 88.086
25.924 88.088
25.931 88.086
25.934 88.09
25.937 88.104
25.95 88.121
25.954 88.121
25.958 88.113
25.963 88.109
25.969 88.116
25.974 88.117
25.979 88.129
25.994 88.128
25.998 88.134
25.998 88.14
25.998 88.146
26.005 88.147
26.01 88.147
26.013 88.148
26.019 88.171
26.023 88.181
26.028 88.184
26.029 88.18
26.033 88.175
26.04 88.176
26.043 88.172
26.045 88.173
26.047 88.179
26.057 88.18
26.059 88.185
26.061 88.186
26.068 88.185
26.07 88.183
26.073 88.177
26.075 88.174
26.079 88.171
26.08 88.169
26.077 88.163
26.081 88.16
26.086 88.164
26.094 88.161
26.101 88.164
26.109 88.173
26.121 88.179
26.128 88.177
26.137 88.181
26.145 88.18
26.149 88.185
26.15 88.191
26.152 88.195
26.158 88.197
26.156 88.206
26.157 88.209
26.158 88.214
26.161 88.218
26.163 88.215
26.165 88.215
26.167 88.216
26.165 88.225
26.171 88.233
26.187 88.228
26.192 88.241
26.192 88.25
26.187 88.261
26.183 88.27
26.187 88.28
26.195 88.289
26.195 88.298
26.201 88.318
26.203 88.324
26.208 88.328
26.215 88.338
26.216 88.345
26.219 88.352
26.237 88.357
26.257 88.349
26.264 88.35
26.273 88.346
26.28 88.346
26.286 88.352
26.297 88.357
26.301 88.359
26.305 88.364
26.307 88.373
26.313 88.389
26.316 88.409
26.32 88.409
26.327 88.4
26.336 88.408
26.336 88.425
26.343 88.433
26.351 88.439
26.363 88.444
26.366 88.445
26.377 88.454
26.361 88.457
26.357 88.475
26.348 88.478
26.35 88.486
26.361 88.49
26.363 88.504
26.349 88.501
26.355 88.513
26.36 88.516
26.366 88.518
26.373 88.526
26.375 88.525
26.375 88.516
26.382 88.517
26.388 88.52
26.391 88.519
26.391 88.515
26.396 88.509
26.397 88.509
26.398 88.508
26.404 88.511
26.408 88.509
26.406 88.504
26.408 88.502
26.412 88.5
26.416 88.503
26.419 88.498
26.423 88.498
26.428 88.494
26.436 88.496
26.442 88.493
26.447 88.488
26.448 88.483
26.451 88.482
26.455 88.482
26.461 88.483
26.465 88.47
26.467 88.451
26.466 88.44
26.474 88.426
26.475 88.422
26.468 88.418
26.485 88.399
26.48 88.391
26.481 88.387
26.481 88.383
26.483 88.382
26.485 88.377
26.485 88.365
26.483 88.362
26.455 88.358
26.451 88.354
26.452 88.35
26.478 88.339
26.484 88.332
26.488 88.331
26.499 88.332
26.505 88.345
segment Bangladesh
24 89.791
24 89.785
23.993 89.789
23.986 89.79
23.981 89.79
23.977 89.786
23.977 89.778
23.973 89.768
23.966 89.765
23.958 89.768
23.948 89.778
23.939 89.781
23.939 89.787
23.941 89.789
23.951 89.784
23.964 89.773
23.967 89.772
23.972 89.781
23.972 89.788
23.976 89.792
23.984 89.795
24 89.791
segment Bangladesh
23.932 90
23.941 90
23.942 89.998
23.963 89.973
23.986 89.951
23.991 89.95
23.994 89.952
24 89.955
24 89.935
23.991 89.94
23.975 89.951
23.974 89.945
23.971 89.94
23.969 89.944
23.969 89.952
23.963 89.955
23.956 89.962
23.956 89.965
23.959 89.968
23.956 89.974
23.954 89.973
23.952 89.97
23.949 89.981
