segment Yemen
12.8 45.029
12.809 45.025
12.816 45.016
12.831 45.009
12.834 45.007
12.84 45
12.842 44.999
12.842 44.995
12.836 44.992
12.829 44.993
12.825 44.992
12.823 44.987
12.826 44.976
12.826 44.962
12.823 44.945
12.82 44.927
12.817 44.92
12.81 44.91
12.8 44.903
12.79 44.898
12.773 44.895
12.772 44.888
12.794 44.868
12.795 44.867
12.795 44.859
12.795 44.856
12.792 44.851
12.781 44.845
12.778 44.843
12.773 44.846
12.774 44.848
12.777 44.855
12.777 44.863
12.776 44.868
12.77 44.877
12.768 44.886
12.769 44.905
12.768 44.917
12.766 44.919
12.763 44.92
12.757 44.918
12.751 44.919
12.745 44.917
12.746 44.915
12.748 44.903
12.745 44.89
12.74 44.886
12.731 44.894
12.736 44.876
12.734 44.875
12.729 44.878
12.726 44.877
12.729 44.856
12.729 44.85
12.722 44.843
12.733 44.836
12.734 44.832
12.735 44.825
12.738 44.822
12.742 44.82
12.755 44.825
12.759 44.823
12.765 44.814
12.769 44.808
12.771 44.795
12.771 44.787
12.767 44.765
12.757 44.739
12.752 44.738
12.75 44.738
12.739 44.725
12.748 44.72
12.753 44.726
12.767 44.727
12.768 44.734
12.772 44.734
12.775 44.733
12.777 44.729
12.777 44.727
12.77 44.725
12.771 44.721
12.781 44.712
12.792 44.696
12.798 44.685
12.804 44.674
12.814 44.625
12.813 44.593
12.811 44.578
12.808 44.563
12.806 44.56
12.791 44.531
12.781 44.515
12.766 44.497
12.757 44.488
12.735 44.472
12.725 44.464
12.716 44.455
12.67 44.421
12.668 44.418
12.681 44.411
12.682 44.408
12.681 44.399
12.671 44.373
12.659 44.343
12.651 44.327
12.643 44.317
12.638 44.3
12.63 44.291
12.628 44.286
12.632 44.269
12.625 44.258
12.625 44.253
12.627 44.246
12.634 44.236
12.634 44.23
12.634 44.224
12.618 44.189
12.616 44.171
12.62 44.158
12.621 44.147
12.624 44.141
12.627 44.138
12.632 44.131
12.634 44.133
12.634 44.136
12.627 44.144
12.624 44.15
12.625 44.16
12.619 44.174
12.622 44.189
12.624 44.192
12.63 44.194
12.636 44.192
12.641 44.188
12.646 44.182
12.651 44.165
12.655 44.157
12.655 44.15
12.648 44.143
12.646 44.133
12.632 44.114
12.623 44.098
12.622 44.092
12.623 44.092
12.615 44.075
12.609 44.065
12.608 44.061
12.602 44.054
12.602 44.047
12.605 44.041
12.605 44.032
12.602 44.027
12.604 44.016
12.6 44.006
12.601 43.988
12.597 43.977
12.591 43.968
12.594 43.959
12.594 43.957
12.592 43.951
12.595 43.944
12.596 43.936
12.599 43.926
12.605 43.919
12.61 43.917
12.626 43.917
12.634 43.915
12.641 43.909
12.644 43.904
12.648 43.89
12.654 43.88
12.655 43.867
12.658 43.851
12.67 43.837
12.674 43.829
12.677 43.824
12.69 43.797
12.691 43.787
12.689 43.778
12.687 43.772
12.691 43.767
12.692 43.764
12.691 43.759
12.696 43.753
12.701 43.746
12.706 43.736
12.715 43.697
12.72 43.69
12.722 43.684
12.721 43.673
12.725 43.666
12.722 43.66
12.723 43.656
12.724 43.65
12.728 43.646
12.733 43.638
12.731 43.633
12.732 43.629
12.737 43.626
12.737 43.618
12.738 43.614
12.745 43.604
12.745 43.593
12.74 43.583
12.728 43.565
12.716 43.554
12.679 43.528
12.678 43.526
12.681 43.518
12.68 43.513
12.676 43.509
12.673 43.505
12.674 43.5
12.67 43.493
12.675 43.491
12.675 43.483
12.679 43.479
12.679 43.475
12.672 43.473
12.672 43.465
12.675 43.461
12.691 43.453
12.71 43.466
12.711 43.47
12.702 43.471
12.704 43.48
12.7 43.482
12.698 43.484
12.699 43.489
12.703 43.492
12.708 43.489
12.71 43.481
12.716 43.475
12.717 43.47
12.723 43.467
12.741 43.468
12.75 43.472
12.771 43.476
12.784 43.482
12.799 43.486
12.816 43.49
12.822 43.49
12.833 43.485
12.855 43.466
12.885 43.443
12.908 43.433
12.927 43.424
12.933 43.419
12.937 43.411
12.94 43.408
12.947 43.406
12.957 43.407
12.977 43.4
12.988 43.394
13.005 43.38
13.014 43.371
13.043 43.362
13.074 43.345
13.085 43.337
13.099 43.323
13.106 43.316
13.124 43.308
13.138 43.293
13.148 43.287
13.185 43.269
13.204 43.256
13.224 43.249
13.235 43.248
13.254 43.239
13.258 43.24
13.262 43.243
13.264 43.245
13.27 43.247
13.299 43.24
13.319 43.24
13.322 43.236
13.325 43.237
13.328 43.245
13.331 43.247
13.351 43.251
13.373 43.252
13.378 43.255
13.386 43.253
13.414 43.25
13.441 43.26
13.457 43.253
13.469 43.257
13.495 43.26
13.5 43.261
13.519 43.266
13.53 43.265
13.541 43.27
13.559 43.274
13.568 43.28
13.571 43.281
13.579 43.278
13.582 43.279
13.593 43.292
13.602 43.294
13.609 43.286
13.612 43.285
13.617 43.283
13.625 43.282
13.659 43.286
13.677 43.29
13.686 43.288
13.707 43.278
13.711 43.274
13.737 43.268
13.754 43.259
13.786 43.247
13.806 43.236
13.813 43.236
13.825 43.238
13.85 43.232
13.87 43.234
13.886 43.232
13.893 43.223
13.901 43.207
13.91 43.201
13.921 43.198
13.929 43.194
13.934 43.186
13.937 43.176
13.939 43.173
13.946 43.171
13.952 43.164
13.967 43.162
13.978 43.149
13.982 43.148
14 43.15
14.002 43.149
14.011 43.144
14.02 43.131
14.027 43.126
14.049 43.117
14.064 43.103
14.067 43.103
14.073 43.11
14.078 43.11
14.087 43.108
14.105 43.096
14.121 43.091
14.136 43.092
14.142 43.089
14.15 43.089
14.161 43.086
14.179 43.077
14.205 43.077
14.23 43.072
14.239 43.068
14.245 43.06
14.25 43.059
14.253 43.06
14.265 43.055
14.281 43.044
14.297 43.038
14.305 43.038
14.322 43.036
14.334 43.034
14.361 43.021
14.392 43
14.394 42.994
14.408 42.991
14.414 42.99
14.428 42.988
14.438 42.984
14.467 42.975
14.503 42.959
14.506 42.961
14.505 42.963
14.497 42.969
14.489 42.97
14.484 42.973
14.484 42.976
14.483 42.977
14.476 42.984
14.468 42.989
14.461 42.988
14.457 42.99
14.464 42.994
14.465 43
14.463 43.004
14.441 43.009
14.437 43.012
14.436 43.018
14.441 43.021
14.45 43.021
14.459 43.019
14.471 43.009
14.474 43.01
14.476 43.014
14.484 43.015
14.5 43.014
14.52 43.013
14.535 43.015
14.559 43.012
14.599 43.001
14.6 43
14.601 42.993
14.61 42.993
14.615 42.985
14.621 42.982
14.628 42.979
14.632 42.98
14.639 42.985
14.645 42.987
14.655 42.985
14.657 42.984
14.655 42.98
14.662 42.977
14.669 42.971
14.671 42.97
14.673 42.973
14.68 42.967
14.679 42.965
14.681 42.964
14.702 42.954
14.707 42.955
14.7 42.962
14.702 42.966
14.716 42.953
14.72 42.954
14.719 42.957
14.723 42.958
14.73 42.951
14.738 42.95
14.742 42.947
14.748 42.951
14.756 42.949
14.788 42.939
14.802 42.928
14.808 42.918
14.821 42.913
14.83 42.901
14.838 42.894
14.843 42.884
14.85 42.878
14.854 42.877
14.885 42.869
14.897 42.863
14.913 42.867
14.915 42.872
14.917 42.885
14.913 42.886
14.912 42.879
14.91 42.877
14.905 42.881
14.898 42.875
14.89 42.874
14.881 42.874
14.88 42.875
14.851 42.887
14.825 42.918
14.819 42.922
14.812 42.925
14.806 42.929
14.813 42.935
14.824 42.929
14.827 42.93
14.83 42.935
14.833 42.936
14.842 42.941
14.853 42.943
14.86 42.943
14.871 42.948
14.883 42.946
14.899 42.944
14.909 42.944
14.927 42.938
14.933 42.933
14.942 42.928
14.968 42.919
14.996 42.897
14.999 42.891
15 42.89
15.014 42.874
15.031 42.867
15.052 42.864
15.071 42.863
15.083 42.858
15.087 42.859
15.096 42.866
15.106 42.867
15.112 42.867
15.12 42.864
15.128 42.857
15.141 42.853
15.152 42.842
15.162 42.831
15.169 42.817
15.174 42.806
15.175 42.799
15.187 42.781
15.187 42.78
15.192 42.764
15.204 42.741
15.21 42.719
15.215 42.692
15.215 42.679
15.212 42.663
15.208 42.66
15.206 42.661
15.197 42.663
15.189 42.66
15.186 42.656
15.184 42.648
15.184 42.629
15.186 42.625
15.201 42.616
15.212 42.613
15.233 42.596
15.237 42.596
15.25 42.6
15.252 42.606
15.251 42.61
15.247 42.616
15.245 42.622
15.236 42.636
15.233 42.661
15.234 42.664
15.243 42.672
15.249 42.675
15.26 42.675
15.262 42.679
15.268 42.681
15.268 42.683
15.264 42.686
15.268 42.687
15.276 42.684
15.277 42.684
15.297 42.67
15.309 42.665
15.316 42.663
15.318 42.665
15.319 42.675
15.335 42.685
15.347 42.684
15.359 42.687
15.367 42.697
15.362 42.7
15.354 42.697
15.337 42.69
15.311 42.683
15.297 42.683
15.297 42.686
15.306 42.691
15.311 42.698
15.31 42.705
15.297 42.72
15.292 42.722
15.287 42.721
15.281 42.722
15.279 42.723
15.275 42.725
15.275 42.728
15.271 42.732
15.272 42.735
15.276 42.738
15.274 42.741
15.266 42.741
15.263 42.743
15.267 42.746
15.265 42.749
15.276 42.751
15.275 42.753
15.264 42.759
15.243 42.764
15.211 42.768
15.209 42.771
15.215 42.774
15.215 42.776
15.208 42.781
15.211 42.783
15.219 42.779
15.227 42.772
15.232 42.77
15.235 42.773
15.235 42.778
15.255 42.785
15.271 42.801
15.277 42.806
15.283 42.807
15.289 42.806
15.293 42.802
15.297 42.798
15.306 42.792
15.314 42.79
15.361 42.791
15.373 42.782
15.381 42.779
15.385 42.781
15.391 42.78
15.404 42.772
15.413 42.775
15.421 42.774
15.425 42.771
15.424 42.769
15.418 42.766
15.419 42.762
15.424 42.762
15.437 42.771
15.465 42.768
15.467 42.769
15.478 42.761
15.488 42.76
15.502 42.751
15.513 42.748
15.517 42.747
15.528 42.74
15.536 42.731
15.546 42.705
15.552 42.698
15.564 42.693
15.562 42.702
15.563 42.704
15.568 42.704
15.578 42.707
15.581 42.712
15.595 42.717
15.597 42.716
15.602 42.716
15.615 42.703
15.626 42.701
15.631 42.695
15.638 42.693
15.669 42.694
15.674 42.701
15.694 42.704
15.699 42.702
15.699 42.697
15.697 42.69
15.696 42.687
15.701 42.684
15.71 42.687
15.723 42.685
15.731 42.686
15.731 42.689
15.726 42.695
15.725 42.699
15.728 42.702
15.731 42.701
15.737 42.695
15.736 42.7
15.734 42.703
15.735 42.706
15.74 42.703
15.741 42.704
15.738 42.708
15.739 42.71
15.746 42.716
15.749 42.727
15.755 42.734
15.759 42.738
15.769 42.74
15.776 42.741
15.785 42.738
15.788 42.738
15.789 42.74
15.784 42.743
15.793 42.756
15.81 42.76
15.815 42.77
15.82 42.775
15.829 42.777
15.842 42.781
15.865 42.806
15.868 42.809
15.897 42.811
15.913 42.815
15.923 42.813
15.934 42.814
15.947 42.821
15.957 42.82
15.973 42.824
15.975 42.824
15.991 42.821
16 42.823
16.014 42.829
16.025 42.834
16.042 42.83
16.06 42.835
16.067 42.835
16.075 42.834
16.084 42.828
16.088 42.824
16.093 42.824
16.102 42.829
16.108 42.829
16.131 42.82
16.132 42.82
16.15 42.821
16.157 42.818
16.162 42.819
16.173 42.814
16.177 42.819
16.182 42.824
16.186 42.821
16.191 42.823
16.201 42.818
16.206 42.814
16.209 42.811
16.219 42.812
16.221 42.809
16.228 42.806
16.235 42.799
16.243 42.805
16.249 42.803
16.263 42.802
16.266 42.806
16.269 42.801
16.28 42.796
16.288 42.79
16.293 42.791
16.309 42.789
16.329 42.794
16.34 42.789
16.356 42.779
16.358 42.784
16.36 42.784
16.362 42.783
16.365 42.779
16.369 42.778
16.384 42.786
16.379 42.796
16.374 42.808
16.367 42.816
16.365 42.821
16.369 42.828
16.37 42.853
16.375 42.872
16.382 42.89
16.391 42.908
16.397 42.915
16.4 42.918
16.401 42.953
16.429 42.956
16.452 42.949
16.472 42.94
16.477 42.941
16.481 42.949
16.491 42.966
16.506 42.979
16.51 42.989
16.511 43.01
16.515 43.026
16.526 43.05
16.529 43.066
16.53 43.067
16.53 43.081
16.537 43.093
16.539 43.109
16.543 43.117
16.55 43.122
16.572 43.116
16.586 43.123
16.595 43.123
16.611 43.131
16.614 43.133
16.627 43.133
16.636 43.135
16.649 43.146
16.653 43.146
16.668 43.134
16.674 43.133
16.68 43.148
16.679 43.152
16.673 43.158
16.672 43.163
16.66 43.182
16.66 43.183
16.655 43.204
16.648 43.213
16.647 43.221
16.649 43.23
16.652 43.237
16.658 43.238
16.673 43.236
16.682 43.227
16.697 43.231
16.716 43.223
16.718 43.222
16.725 43.222
16.732 43.233
16.739 43.234
16.748 43.232
16.746 43.242
16.742 43.254
16.742 43.26
16.751 43.273
16.77 43.268
16.775 43.26
16.779 43.263
16.789 43.266
16.81 43.266
16.812 43.263
16.81 43.252
16.823 43.236
16.839 43.232
16.846 43.227
16.846 43.219
16.852 43.215
16.854 43.211
16.853 43.198
16.856 43.192
16.856 43.184
16.856 43.182
16.876 43.165
16.884 43.161
16.888 43.157
16.885 43.148
16.894 43.148
16.905 43.145
16.909 43.14
16.914 43.142
16.926 43.141
16.932 43.153
16.933 43.167
16.936 43.171
16.945 43.185
16.955 43.179
16.99 43.175
17.024 43.177
17.054 43.181
17.101 43.188
17.1 43.18
17.09 43.159
17.1 43.157
17.119 43.156
17.124 43.159
17.13 43.171
17.133 43.177
17.163 43.18
17.168 43.176
17.173 43.175
17.178 43.192
17.182 43.196
17.189 43.194
17.194 43.196
17.199 43.207
17.212 43.22
17.22 43.22
17.225 43.216
17.233 43.22
17.242 43.221
17.26 43.235
17.272 43.233
17.275 43.243
17.28 43.248
17.284 43.252
17.286 43.27
17.283 43.284
17.294 43.298
17.295 43.307
17.3 43.309
17.302 43.321
17.3 43.337
17.303 43.338
17.311 43.337
17.317 43.335
17.322 43.33
17.327 43.324
17.328 43.322
17.328 43.311
17.332 43.307
17.339 43.313
17.344 43.313
17.35 43.307
17.355 43.299
17.359 43.284
17.375 43.265
17.377 43.245
17.379 43.241
17.386 43.236
17.389 43.235
17.392 43.238
17.399 43.24
17.408 43.24
17.416 43.237
17.424 43.233
17.436 43.232
17.465 43.235
17.481 43.24
17.511 43.252
17.539 43.269
17.56 43.285
17.576 43.306
17.583 43.328
17.587 43.342
17.589 43.362
17.587 43.381
17.584 43.395
17.577 43.413
17.567 43.432
17.556 43.449
17.552 43.454
17.555 43.462
17.551 43.469
17.548 43.473
17.515 43.514
17.495 43.546
17.484 43.567
17.477 43.576
17.469 43.586
17.426 43.617
17.422 43.631
17.414 43.644
17.403 43.655
17.389 43.665
17.384 43.669
17.38 43.675
17.375 43.689
17.365 43.712
17.365 43.718
17.377 43.739
17.376 43.771
17.371 43.778
17.369 43.784
17.368 43.788
17.358 43.787
17.351 43.79
17.356 43.799
17.355 43.808
17.348 43.819
17.348 43.835
17.343 43.848
17.35 43.856
17.349 43.862
17.347 43.863
17.335 43.862
17.321 43.864
17.316 43.864
17.311 43.868
17.302 43.933
17.334 43.97
17.338 43.972
17.388 44.009
17.394 44.009
17.397 44.012
17.391 44.019
17.39 44.061
17.387 44.066
17.386 44.066
17.345 44.109
17.372 44.132
17.402 44.147
17.408 44.15
17.391 44.176
17.391 44.269
17.39 44.366
17.119 44.887
17.059 45
16.483 46.083
16.35 46.329
16.25 46.329
16.124 46.329
16 46.332
15.614 46.331
16 46.681
16.06 46.737
16.116 46.787
16.14 46.807
16.156 46.822
16.208 46.869
16.251 46.908
16.347 46.993
16.383 47.025
16.389 47.032
16.442 47.078
16.47 47.102
16.501 47.132
16.537 47.165
16.632 47.25
16.689 47.302
16.726 47.338
16.728 47.34
16.732 47.342
16.821 47.424
16.915 47.512
16.943 47.538
17.009 47.599
17.083 47.667
17.104 47.685
17.199 47.772
17.294 47.858
17.389 47.945
17.445 48
segment Yemen
15.034 42.175
15.042 42.166
15.054 42.16
15.065 42.157
15.07 42.158
15.072 42.163
15.083 42.172
15.082 42.178
15.079 42.184
15.075 42.187
15.069 42.187
15.058 42.185
15.047 42.189
15.044 42.187
15.04 42.182
15.034 42.178
15.034 42.175
segment Yemen
15.017 42.159
15.019 42.155
15.02 42.151
15.022 42.149
15.035 42.152
15.037 42.156
15.029 42.164
15.025 42.16
15.02 42.163
15.017 42.161
15.017 42.159
