segment Mongolia
42.638 110.154
42.637 110.144
42.639 110.012
42.638 110
42.639 109.974
42.64 109.97
42.625 109.835
42.62 109.821
42.614 109.809
42.591 109.764
42.573 109.733
42.567 109.725
42.561 109.711
42.54 109.672
42.516 109.629
42.513 109.621
42.496 109.59
42.482 109.564
42.479 109.562
42.472 109.547
42.468 109.533
42.455 109.455
42.449 109.417
42.446 109.395
42.443 109.383
42.438 109.349
42.432 109.288
42.423 109.272
42.423 109.263
42.425 109.254
42.43 109.239
42.432 109.195
42.436 109.167
42.44 109.106
42.44 109.086
42.441 109.032
42.443 109.011
42.457 108.968
42.438 108.927
42.387 108.811
42.406 108.787
42.41 108.782
42.431 108.667
42.433 108.646
42.436 108.64
42.438 108.624
42.442 108.597
42.451 108.556
42.455 108.525
42.451 108.457
42.439 108.292
42.44 108.288
42.441 108.286
42.462 108.239
42.451 108.127
42.441 108.033
42.423 107.962
42.419 107.946
42.418 107.937
42.412 107.912
42.416 107.839
42.416 107.798
42.416 107.795
42.42 107.756
42.423 107.644
42.424 107.626
42.427 107.593
42.425 107.577
42.427 107.554
42.434 107.547
42.466 107.52
42.464 107.485
42.462 107.453
42.449 107.414
42.439 107.389
42.418 107.328
42.407 107.295
42.357 107.266
42.352 107.251
42.351 107.231
42.348 107.209
42.327 107.084
42.321 107.043
42.311 106.977
42.294 106.878
42.265 106.713
42.259 106.684
42.215 106.558
42.182 106.465
42.17 106.427
42.163 106.41
42.161 106.405
42.129 106.315
42.118 106.281
42.106 106.253
42.1 106.237
42.098 106.228
42.052 106.101
42.047 106.086
42.035 106.057
42.018 106.009
42 105.947
41.958 105.802
41.953 105.791
41.932 105.735
41.893 105.643
41.884 105.624
41.874 105.603
41.858 105.564
41.849 105.547
41.839 105.522
41.828 105.499
41.797 105.43
41.776 105.391
41.761 105.357
41.758 105.35
41.753 105.344
41.735 105.306
41.742 105.273
41.739 105.265
41.706 105.221
41.638 105.13
41.635 105.123
41.618 105.102
41.58 105.053
41.568 105.034
41.598 105
41.609 104.987
41.626 104.967
41.64 104.953
41.645 104.945
41.645 104.842
41.645 104.708
41.647 104.682
41.647 104.674
41.663 104.534
41.682 104.534
41.694 104.534
41.775 104.541
41.785 104.539
41.808 104.541
41.851 104.544
41.884 104.544
41.878 104.493
41.877 104.479
41.877 104.478
41.871 104.441
41.87 104.425
41.867 104.415
41.866 104.397
41.861 104.374
41.863 104.371
41.854 104.313
41.849 104.273
41.843 104.219
41.836 104.189
41.834 104.163
41.832 104.148
41.829 104.126
41.811 104.025
41.807 103.984
41.807 103.983
41.808 103.862
41.817 103.817
41.827 103.767
41.841 103.686
41.842 103.678
41.847 103.654
41.849 103.647
41.877 103.49
41.907 103.327
41.907 103.322
41.948 103.2
41.953 103.189
41.958 103.173
42.011 103.02
42.026 102.976
42.073 102.873
42.134 102.739
42.135 102.728
42.135 102.718
42.134 102.708
42.137 102.687
42.138 102.66
42.139 102.655
42.145 102.56
42.146 102.538
42.146 102.508
42.144 102.503
42.143 102.485
42.144 102.477
42.14 102.415
42.146 102.392
42.167 102.303
42.166 102.299
42.181 102.23
42.2 102.144
42.205 102.128
42.206 102.118
42.217 102.069
42.219 102.063
42.293 101.991
42.317 101.97
42.318 101.969
42.353 101.934
42.411 101.88
42.42 101.87
42.422 101.868
42.449 101.844
42.47 101.823
42.474 101.817
42.488 101.739
42.496 101.699
42.503 101.671
42.52 101.575
42.541 101.461
42.548 101.431
42.549 101.429
42.549 101.423
42.55 101.419
42.552 101.411
42.582 101.246
42.603 101.131
42.613 101.081
42.644 100.916
42.645 100.912
42.657 100.826
42.66 100.747
42.661 100.726
42.663 100.714
42.664 100.677
42.669 100.618
42.67 100.578
42.672 100.522
42.68 100.408
42.68 100.405
42.683 100.326
42.674 100.317
42.664 100.311
42.661 100.307
42.645 100.292
42.631 100.283
42.631 100.278
42.64 100.108
42.642 100.08
42.644 100.061
42.643 100.041
42.646 100.024
42.647 100
42.648 99.995
42.643 99.972
42.638 99.939
42.62 99.817
42.618 99.795
42.614 99.772
42.603 99.694
42.596 99.659
42.587 99.606
42.58 99.562
42.578 99.554
42.577 99.539
42.573 99.521
42.57 99.496
42.574 99.439
42.586 99.269
42.588 99.244
42.591 99.223
42.59 99.217
42.598 99.1
42.604 99.016
42.604 99.006
42.605 99
42.613 98.85
42.622 98.68
42.631 98.51
42.64 98.34
42.638 98.325
42.638 98.248
42.65 98.171
42.658 98.121
42.663 98.096
42.68 98.037
42.683 98.02
42.684 98.007
42.698 97.859
42.701 97.838
42.705 97.799
42.715 97.692
42.716 97.669
42.718 97.629
42.725 97.586
42.728 97.519
42.731 97.5
42.741 97.439
42.746 97.389
42.753 97.347
42.755 97.332
42.76 97.288
42.764 97.229
42.769 97.209
42.774 97.17
42.774 97.163
42.774 97.151
42.771 97.128
42.764 97.094
42.746 97.031
42.741 97.007
42.739 97.001
42.722 96.964
42.712 96.933
42.713 96.923
42.725 96.882
42.729 96.86
42.729 96.843
42.732 96.767
42.734 96.746
42.742 96.692
42.742 96.675
42.742 96.673
42.736 96.621
42.728 96.574
42.724 96.553
42.722 96.529
42.723 96.505
42.724 96.478
42.721 96.47
42.716 96.433
42.717 96.407
42.715 96.4
42.715 96.371
42.718 96.364
42.721 96.362
42.736 96.359
42.779 96.35
42.834 96.342
42.861 96.334
42.867 96.332
42.882 96.324
42.906 96.297
42.91 96.287
42.934 96.256
42.955 96.225
42.956 96.222
42.983 96.187
43.01 96.154
43.045 96.122
43.052 96.118
43.064 96.109
43.09 96.097
43.125 96.074
43.16 96.033
43.183 96.006
43.198 95.981
43.202 95.959
43.208 95.947
43.216 95.936
43.233 95.916
43.242 95.914
43.244 95.913
43.266 95.894
43.288 95.889
43.365 95.886
43.381 95.886
43.402 95.881
43.482 95.827
43.511 95.808
43.526 95.8
43.542 95.789
43.559 95.772
43.579 95.757
43.593 95.748
43.68 95.69
43.706 95.677
43.708 95.676
43.733 95.675
43.784 95.662
43.829 95.637
43.833 95.634
43.868 95.623
43.903 95.596
43.911 95.587
43.933 95.573
43.943 95.568
43.95 95.564
43.97 95.56
43.989 95.551
43.993 95.546
43.999 95.535
44.002 95.468
44.006 95.449
44.021 95.375
44.025 95.365
44.033 95.354
44.045 95.345
44.061 95.344
44.082 95.349
44.146 95.364
44.177 95.363
44.207 95.37
44.21 95.371
44.22 95.376
44.227 95.383
44.242 95.406
44.253 95.42
44.261 95.428
44.273 95.432
44.281 95.431
44.289 95.424
44.29 95.41
44.287 95.392
44.287 95.388
44.286 95.37
44.287 95.356
44.283 95.326
44.28 95.316
44.273 95.27
44.268 95.216
44.265 95.189
44.265 95.155
44.267 95.139
44.264 95.093
44.265 95.041
44.265 95.035
44.255 95.009
44.255 95
44.255 94.991
44.27 94.964
44.278 94.953
44.289 94.931
44.3 94.889
44.302 94.883
44.309 94.863
44.316 94.831
44.338 94.763
44.34 94.751
44.341 94.725
44.341 94.719
44.345 94.704
44.348 94.695
44.354 94.69
44.372 94.681
44.383 94.672
44.413 94.624
44.418 94.611
44.423 94.603
44.426 94.599
44.448 94.576
44.457 94.534
44.477 94.492
44.493 94.463
44.503 94.446
44.509 94.431
44.512 94.414
44.512 94.396
44.518 94.369
44.519 94.357
44.523 94.334
44.527 94.326
44.532 94.32
44.543 94.316
44.545 94.316
44.565 94.319
44.582 94.314
44.586 94.31
44.59 94.306
44.597 94.284
44.615 94.252
44.623 94.241
44.64 94.224
44.653 94.211
44.662 94.197
44.685 94.116
44.707 94.087
44.71 94.083
44.724 94.061
44.753 93.998
44.78 93.937
44.78 93.936
44.802 93.882
44.822 93.816
44.838 93.78
44.847 93.761
44.854 93.751
44.887 93.725
44.891 93.717
44.902 93.679
44.908 93.666
44.918 93.652
44.92 93.648
44.939 93.56
44.944 93.549
44.96 93.525
44.965 93.508
44.965 93.501
44.963 93.493
44.96 93.481
44.959 93.461
44.968 93.421
44.973 93.403
44.99 93.358
44.991 93.345
44.988 93.326
44.987 93.32
44.991 93.278
44.99 93.265
44.992 93.251
45 93.226
45.01 93.195
45.01 93.184
45.008 93.178
45.008 93.173
45.003 93.157
45.001 93.148
45 93.139
45 93.136
45 93.129
45.001 93.119
45.002 93.105
45.016 93.078
45.018 93.07
45.015 92.987
45.011 92.897
45.012 92.849
45.011 92.81
45.01 92.792
45.015 92.633
45.015 92.61
45.01 92.515
45.012 92.489
45.019 92.473
45.02 92.459
45.021 92.436
45.026 92.427
45.039 92.413
45.043 92.405
45.048 92.375
45.051 92.341
45.05 92.296
45.049 92.263
45.04 92.237
45.031 92.191
45.03 92.172
45.039 92.138
45.043 92.127
45.063 92.08
45.069 92.016
45.069 91.957
45.069 91.78
45.069 91.767
45.065 91.726
45.061 91.702
45.058 91.671
45.057 91.652
45.062 91.593
45.067 91.563
45.073 91.545
45.084 91.527
45.092 91.518
45.098 91.514
45.124 91.494
45.136 91.482
45.142 91.47
45.144 91.461
45.144 91.445
45.141 91.43
45.134 91.413
45.114 91.4
45.11 91.392
45.105 91.384
45.105 91.374
45.112 91.319
45.116 91.305
45.118 91.291
45.135 91.256
45.137 91.241
45.141 91.233
45.143 91.23
45.157 91.21
45.17 91.184
45.176 91.176
45.194 91.158
45.198 91.152
45.202 91.133
45.205 91.112
45.203 91.086
45.202 91.054
45.205 91.022
45.201 90.999
45.196 90.984
45.186 90.965
45.182 90.946
45.182 90.938
45.187 90.917
45.189 90.91
45.189 90.888
45.192 90.879
45.198 90.872
45.202 90.872
45.214 90.877
45.234 90.891
45.248 90.896
45.262 90.895
45.273 90.888
45.282 90.879
45.284 90.876
45.292 90.858
45.294 90.85
45.294 90.841
45.288 90.829
45.286 90.813
45.293 90.809
45.305 90.807
45.351 90.808
45.36 90.805
45.364 90.804
45.379 90.796
45.4 90.78
45.421 90.768
45.442 90.749
45.454 90.734
45.466 90.715
45.484 90.685
45.504 90.665
45.517 90.664
45.577 90.673
45.58 90.674
45.604 90.693
45.638 90.703
45.691 90.7
45.699 90.702
45.709 90.704
45.737 90.726
45.771 90.769
45.795 90.785
45.804 90.795
45.812 90.803
45.825 90.813
45.838 90.819
45.883 90.848
45.899 90.864
45.913 90.881
45.925 90.894
45.939 90.914
45.951 90.931
45.984 90.989
45.997 91.002
46 91.01
46.001 91.011
46.016 91.02
46.023 91.022
46.039 91.023
46.057 91.019
46.068 91.01
46.071 91.004
46.074 91.004
46.1 91.021
46.106 91.024
46.113 91.021
46.116 91.018
46.133 90.999
46.157 90.982
46.163 90.975
46.177 90.955
46.2 90.936
46.206 90.935
46.215 90.94
46.221 90.946
46.224 90.949
46.23 90.951
46.24 90.949
46.256 90.941
46.298 90.913
46.305 90.912
46.31 90.913
46.317 90.923
46.325 90.943
46.329 90.948
46.331 90.952
46.336 90.956
46.353 90.96
46.361 90.973
46.369 90.979
46.378 90.98
46.395 90.986
46.407 90.997
46.427 91.005
46.436 91.012
46.443 91.013
46.453 91.015
46.478 91.037
46.488 91.044
46.524 91.057
46.56 91.075
46.564 91.078
46.572 91.077
46.577 91.069
46.581 91.059
46.582 91.039
46.586 91.032
46.593 91.028
46.608 91.029
46.633 91.036
46.662 91.039
46.676 91.046
46.686 91.055
46.702 91.062
46.709 91.061
46.726 91.052
46.769 91.003
46.772 91.002
46.779 90.997
46.798 90.974
46.816 90.96
46.827 90.954
46.836 90.953
46.841 90.954
46.852 90.962
46.862 90.966
46.87 90.964
46.88 90.957
46.884 90.953
46.901 90.933
46.933 90.927
46.953 90.914
46.962 90.903
46.976 90.881
46.983 90.86
46.984 90.858
46.988 90.821
46.986 90.796
46.987 90.771
47.002 90.734
47.028 90.724
47.036 90.719
47.049 90.712
47.069 90.695
47.078 90.67
47.083 90.661
47.095 90.649
47.105 90.644
47.126 90.622
47.136 90.616
47.139 90.615
47.164 90.588
47.177 90.578
47.2 90.552
47.221 90.541
47.242 90.52
47.244 90.518
47.25 90.515
47.259 90.515
47.269 90.512
47.304 90.482
47.315 90.477
47.324 90.476
47.35 90.48
47.36 90.484
47.367 90.487
47.38 90.491
47.397 90.484
47.41 90.464
47.421 90.458
47.46 90.463
47.477 90.46
47.479 90.46
47.487 90.457
47.496 90.447
47.508 90.424
47.518 90.414
47.533 90.405
47.549 90.383
47.561 90.375
47.581 90.364
47.586 90.362
47.597 90.352
47.607 90.335
47.616 90.329
47.622 90.327
47.631 90.329
47.646 90.34
47.652 90.341
47.657 90.337
47.667 90.323
47.678 90.29
47.693 90.244
47.703 90.23
47.701 90.222
47.702 90.214
47.716 90.189
47.718 90.166
47.723 90.144
47.73 90.128
47.731 90.127
47.766 90.08
47.777 90.073
47.796 90.067
47.817 90.065
47.842 90.072
47.853 90.075
47.859 90.073
47.864 90.067
47.87 90.024
47.875 90.016
47.88 90.012
47.887 90
47.888 89.998
47.884 89.964
47.88 89.955
47.871 89.948
47.865 89.945
47.859 89.943
47.852 89.943
47.83 89.958
47.821 89.951
47.817 89.944
47.816 89.93
47.824 89.906
47.83 89.892
47.83 89.88
47.821 89.845
47.819 89.838
47.817 89.808
47.818 89.796
47.83 89.767
47.836 89.76
47.859 89.74
47.863 89.739
47.875 89.745
47.882 89.738
47.889 89.728
47.892 89.725
47.895 89.718
47.899 89.706
47.905 89.673
47.916 89.651
47.92 89.646
47.931 89.637
47.946 89.617
47.961 89.603
47.97 89.596
47.982 89.588
47.991 89.588
47.996 89.585
48 89.578
48.016 89.598
48.022 89.601
48.025 89.6
48.045 89.579
48.048 89.569
48.049 89.566
48.041 89.509
48.041 89.496
48.045 89.478
48.044 89.469
48.038 89.44
48.04 89.423
48.048 89.394
48.047 89.388
48.043 89.369
48.04 89.365
48.03 89.368
48.025 89.366
48.025 89.352
48.028 89.318
48.021 89.29
48.017 89.286
48 89.283
47.986 89.247
47.974 89.241
47.964 89.233
47.957 89.221
47.955 89.216
47.952 89.207
47.95 89.193
47.953 89.155
47.953 89.126
47.947 89.071
47.947 89.041
47.95 89.033
47.951 89.031
47.963 89.022
48 89.043
48.01 89.042
48.02 89.041
48.029 89.038
48.039 89.032
48.04 89.029
48.08 88.986
48.087 88.969
48.098 88.927
48.101 88.918
48.109 88.906
48.117 88.903
48.12 88.899
48.117 88.858
48.115 88.843
48.116 88.831
48.131 88.806
48.134 88.796
48.134 88.775
48.136 88.768
48.136 88.766
48.142 88.754
48.152 88.747
48.162 88.744
48.166 88.739
48.169 88.722
48.177 88.706
48.176 88.697
48.173 88.687
48.175 88.674
48.188 88.657
48.209 88.643
48.214 88.639
48.223 88.629
48.228 88.62
48.229 88.594
48.23 88.588
48.234 88.584
48.249 88.589
48.276 88.575
48.281 88.575
48.288 88.579
48.304 88.592
48.322 88.606
48.328 88.608
48.334 88.608
48.344 88.602
48.352 88.581
48.366 88.563
48.378 88.531
48.384 88.52
48.388 88.517
48.398 88.519
48.409 88.521
48.413 88.516
48.417 88.507
48.416 88.494
48.396 88.448
48.392 88.432
48.391 88.417
48.392 88.412
48.398 88.405
48.416 88.391
48.419 88.388
48.424 88.381
48.441 88.353
48.447 88.348
48.453 88.346
48.463 88.352
48.467 88.352
48.471 88.35
48.478 88.337
48.484 88.319
48.484 88.289
48.488 88.28
48.495 88.269
48.504 88.256
48.509 88.241
48.515 88.201
48.514 88.186
48.516 88.177
48.519 88.165
48.535 88.138
48.532 88.12
48.533 88.113
48.536 88.106
48.539 88.102
48.546 88.095
48.549 88.088
48.55 88.08
48.548 88.048
48.549 88.038
48.555 88.024
48.566 88.004
48.571 88
48.517 87.992
48.508 87.984
48.509 87.978
48.51 87.978
48.514 87.972
48.527 87.968
48.548 87.969
48.563 87.974
48.584 87.986
48.605 87.994
48.624 88
48.633 88.013
48.637 88.015
48.655 88.014
48.661 88.018
48.672 88.033
48.678 88.049
48.692 88.073
48.7 88.083
48.707 88.085
48.711 88.083
48.716 88.081
48.722 88.076
48.726 88.068
48.726 88.064
48.721 88.052
48.723 88.046
48.732 88.037
48.739 88.036
48.743 88.031
48.762 88
48.769 87.97
48.771 87.958
48.763 87.936
48.762 87.925
48.766 87.919
48.798 87.865
48.8 87.852
48.797 87.844
48.796 87.837
48.801 87.831
48.813 87.803
48.822 87.792
48.827 87.807
48.834 87.811
48.838 87.819
48.844 87.825
48.85 87.822
48.854 87.81
48.858 87.804
48.871 87.8
48.876 87.795
48.877 87.761
48.88 87.753
48.885 87.75
48.891 87.75
48.904 87.761
48.92 87.765
48.921 87.765
48.933 87.762
48.937 87.767
48.937 87.775
48.93 87.786
48.931 87.797
48.948 87.824
48.953 87.84
48.955 87.875
48.964 87.882
48.973 87.901
48.975 87.906
48.98 87.912
48.986 87.914
48.997 87.913
49.008 87.903
49.028 87.879
49.045 87.856
49.045 87.837
49.048 87.832
49.053 87.831
49.06 87.833
49.065 87.844
49.066 87.845
49.073 87.853
49.085 87.844
49.092 87.844
49.118 87.866
49.128 87.862
49.146 87.835
49.159 87.83
49.175 87.832
49.175 87.849
49.167 87.9
49.171 87.917
49.182 87.938
49.184 87.948
49.178 87.974
49.179 87.985
49.186 87.994
49.195 87.996
49.204 87.997
49.22 88
49.225 88.005
49.236 88.009
49.244 88.037
49.253 88.045
49.263 88.05
49.266 88.055
49.269 88.069
49.266 88.1
49.26 88.11
49.252 88.116
49.245 88.121
49.245 88.129
49.25 88.136
49.254 88.149
49.258 88.153
49.271 88.157
49.278 88.167
49.281 88.184
49.283 88.192
49.287 88.197
49.294 88.198
49.3 88.196
49.311 88.176
49.321 88.165
49.324 88.163
49.345 88.147
49.354 88.133
49.366 88.103
49.37 88.097
49.374 88.097
49.384 88.106
49.388 88.118
49.412 88.139
49.424 88.16
49.43 88.188
49.436 88.19
49.453 88.177
49.458 88.177
49.459 88.177
49.468 88.183
49.477 88.194
49.483 88.205
49.49 88.223
49.496 88.292
49.499 88.307
49.505 88.322
49.508 88.34
49.508 88.341
49.502 88.363
49.504 88.379
49.503 88.396
49.501 88.411
49.497 88.422
49.48 88.445
49.479 88.455
49.484 88.483
49.492 88.509
49.492 88.514
49.49 88.524
49.482 88.542
49.483 88.552
49.484 88.555
49.504 88.565
49.512 88.575
49.526 88.621
49.528 88.632
49.526 88.642
49.52 88.65
49.511 88.652
49.499 88.654
49.485 88.667
49.475 88.679
49.47 88.694
49.466 88.712
49.465 88.727
49.47 88.758
49.466 88.77
49.466 88.778
49.469 88.789
49.469 88.803
49.466 88.815
49.456 88.831
49.453 88.841
49.45 88.853
49.45 88.863
49.457 88.868
49.471 88.857
49.474 88.857
49.482 88.863
49.486 88.863
49.493 88.861
49.5 88.851
49.509 88.845
49.516 88.846
49.524 88.851
49.529 88.855
49.55 88.88
49.556 88.891
49.56 88.918
49.559 88.925
49.556 88.93
49.538 88.926
49.53 88.927
49.51 88.948
49.504 88.951
49.485 88.964
49.478 88.972
49.476 88.978
49.477 88.992
49.492 89.028
49.494 89.036
49.493 89.054
49.5 89.1
49.502 89.109
49.507 89.128
49.512 89.141
49.523 89.159
49.527 89.173
49.53 89.179
49.542 89.188
49.547 89.198
49.548 89.205
49.547 89.221
49.55 89.225
49.559 89.227
49.566 89.224
49.574 89.216
49.577 89.211
49.584 89.2
49.592 89.193
49.599 89.19
49.615 89.195
49.626 89.202
49.646 89.224
49.654 89.24
49.654 89.25
49.645 89.284
49.643 89.289
49.635 89.313
49.626 89.331
49.617 89.344
49.596 89.37
49.595 89.377
49.604 89.388
49.621 89.4
49.631 89.411
49.636 89.417
49.659 89.445
49.663 89.461
49.662 89.476
49.663 89.491
49.668 89.506
49.684 89.541
49.69 89.572
49.691 89.581
49.694 89.61
49.699 89.627
49.704 89.635
49.704 89.645
49.71 89.682
49.722 89.7
49.744 89.716
49.757 89.722
49.758 89.722
49.776 89.722
49.795 89.739
49.799 89.736
49.804 89.728
49.808 89.718
49.812 89.7
49.815 89.653
49.819 89.641
49.826 89.636
49.832 89.637
49.833 89.637
49.85 89.645
49.858 89.646
49.864 89.644
49.879 89.633
49.905 89.639
49.911 89.637
49.916 89.631
49.927 89.607
49.934 89.603
49.947 89.605
49.959 89.608
49.968 89.613
49.974 89.621
49.979 89.639
49.981 89.665
49.975 89.694
49.975 89.71
49.977 89.719
49.995 89.744
49.998 89.752
49.998 89.753
50 89.765
49.997 89.78
49.997 89.802
49.998 89.837
49.995 89.843
49.992 89.856
49.985 89.901
49.985 89.931
49.99 89.953
49.996 89.972
49.999 89.978
50 89.979
50.003 89.985
50.01 90
50.012 90.005
50.017 90.027
50.024 90.036
50.038 90.087
50.038 90.098
50.032 90.131
50.032 90.145
50.032 90.155
50.035 90.19
50.034 90.202
50.018 90.238
50.016 90.252
50.016 90.264
50.018 90.274
50.025 90.283
50.032 90.288
50.057 90.291
50.058 90.292
50.076 90.297
50.086 90.304
50.115 90.328
50.139 90.357
50.144 90.368
50.152 90.404
50.155 90.418
50.16 90.463
50.169 90.489
50.17 90.512
50.178 90.542
50.179 90.567
50.178 90.583
50.177 90.592
50.172 90.616
50.164 90.647
50.164 90.658
50.164 90.663
50.168 90.675
50.174 90.681
50.182 90.684
50.187 90.684
50.198 90.676
50.203 90.676
50.213 90.683
50.22 90.695
50.225 90.709
50.239 90.752
50.247 90.763
50.256 90.77
50.267 90.775
50.288 90.775
50.294 90.771
50.305 90.75
50.322 90.744
50.325 90.735
50.323 90.726
50.319 90.717
50.317 90.708
50.317 90.693
50.322 90.684
50.337 90.668
50.359 90.666
50.376 90.671
50.382 90.677
50.392 90.683
50.399 90.687
50.423 90.701
50.445 90.698
50.454 90.705
50.467 90.722
50.48 90.727
50.488 90.738
50.474 90.763
50.47 90.774
50.464 90.798
50.464 90.809
50.464 90.822
50.471 90.849
50.475 90.871
50.477 90.899
50.477 90.92
50.477 90.936
50.477 90.95
50.468 91.045
50.456 91.088
50.457 91.112
50.458 91.139
50.458 91.143
50.467 91.189
50.482 91.233
50.484 91.244
50.484 91.257
50.479 91.3
50.468 91.382
50.464 91.403
50.46 91.413
50.458 91.429
50.46 91.437
50.465 91.444
50.477 91.449
50.492 91.45
50.496 91.451
50.504 91.449
50.516 91.436
50.526 91.431
50.543 91.437
50.547 91.441
50.55 91.446
50.552 91.462
50.559 91.48
50.564 91.508
50.564 91.54
50.564 91.558
50.561 91.575
50.56 91.594
50.576 91.646
50.584 91.658
50.592 91.66
50.599 91.658
50.61 91.65
50.616 91.65
50.626 91.653
50.633 91.655
50.653 91.653
50.66 91.656
50.667 91.663
50.68 91.683
50.694 91.711
50.701 91.742
50.705 91.748
50.718 91.752
50.72 91.755
50.72 91.757
50.722 91.824
50.724 91.829
50.735 91.836
50.736 91.84
50.736 91.854
50.73 91.884
50.715 91.918
50.713 91.931
50.711 91.938
50.704 91.951
50.698 91.967
50.684 92.023
50.684 92.096
50.683 92.117
50.681 92.144
50.682 92.174
50.685 92.196
50.691 92.207
50.696 92.211
50.703 92.224
50.71 92.26
50.716 92.276
50.724 92.288
50.726 92.29
50.736 92.301
50.744 92.305
50.759 92.305
50.796 92.288
50.809 92.287
50.828 92.301
50.843 92.303
50.846 92.305
50.848 92.306
50.858 92.318
50.862 92.32
50.879 92.321
50.886 92.325
50.891 92.331
50.893 92.34
50.895 92.372
50.893 92.381
50.89 92.391
50.883 92.401
50.859 92.408
50.856 92.408
50.839 92.408
50.816 92.412
50.79 92.447
50.777 92.471
50.771 92.494
50.769 92.509
50.77 92.519
50.771 92.575
50.77 92.592
50.767 92.603
50.758 92.615
50.749 92.618
50.722 92.607
50.716 92.607
50.707 92.612
50.705 92.616
50.705 92.622
50.701 92.659
50.709 92.748
50.712 92.752
50.718 92.755
50.743 92.746
50.752 92.747
50.752 92.748
50.755 92.75
50.769 92.772
50.783 92.802
50.79 92.819
50.794 92.844
50.793 92.921
50.793 92.923
50.788 92.995
50.784 93.009
50.777 93.021
50.763 93.033
50.755 93.029
50.745 93.016
50.731 93.006
50.724 93.008
50.716 93.011
50.703 93.009
50.673 92.989
50.663 92.985
50.658 92.982
50.631 92.983
50.616 92.99
50.605 93.001
50.602 93.004
50.59 93.024
50.587 93.03
50.583 93.04
50.586 93.072
50.584 93.08
50.574 93.089
50.567 93.104
50.563 93.13
50.561 93.151
50.562 93.161
50.565 93.17
50.567 93.181
50.57 93.197
50.578 93.323
50.582 93.365
50.585 93.403
50.592 93.432
50.601 93.458
50.602 93.47
50.6 93.478
50.596 93.487
50.582 93.51
50.582 93.522
50.582 93.546
50.581 93.59
50.585 93.616
50.586 93.638
50.578 93.67
50.581 93.704
50.582 93.74
50.584 93.781
50.59 93.839
50.591 93.882
50.591 93.936
50.591 93.957
50.588 94.004
50.588 94.107
50.585 94.133
50.584 94.141
50.582 94.178
50.583 94.224
50.575 94.276
50.57 94.288
50.564 94.295
50.552 94.303
50.548 94.304
50.53 94.309
50.514 94.307
50.499 94.312
50.491 94.321
50.482 94.336
50.465 94.349
50.431 94.354
50.356 94.367
50.321 94.377
50.307 94.381
50.234 94.399
50.214 94.407
50.207 94.412
50.198 94.424
50.194 94.434
50.192 94.44
50.184 94.471
50.169 94.511
50.163 94.517
50.147 94.526
50.135 94.521
50.121 94.531
50.12 94.536
50.11 94.543
50.105 94.553
50.093 94.563
50.082 94.581
50.078 94.584
50.064 94.599
50.05 94.606
50.039 94.609
50.034 94.619
50.029 94.643
50.029 94.667
50.032 94.687
50.048 94.733
50.054 94.776
50.06 94.819
50.062 94.84
50.064 94.898
50.062 94.964
50.061 94.969
50.058 94.98
50.053 94.991
50.048 94.997
50.045 95
50.039 95.005
50.005 95.022
50 95.025
49.991 95.031
49.982 95.042
49.965 95.074
49.963 95.079
49.956 95.094
49.95 95.119
49.949 95.13
49.949 95.218
49.952 95.268
49.953 95.276
49.951 95.334
49.941 95.397
49.927 95.457
49.922 95.478
49.921 95.497
49.924 95.522
49.942 95.576
49.955 95.635
49.956 95.639
49.958 95.653
49.962 95.724
49.965 95.738
49.97 95.746
49.976 95.751
49.986 95.754
50 95.755
50.004 95.755
50.012 95.759
50.019 95.771
50.028 95.785
50.039 95.819
50.041 95.834
50.041 95.863
50.036 95.884
50.029 95.899
50.018 95.907
50.009 95.906
50.001 95.909
50 95.91
49.998 95.913
49.993 95.919
49.988 95.929
49.983 95.953
49.98 95.974
49.985 95.994
50 96.016
50.003 96.021
50.008 96.031
50.016 96.055
50.02 96.074
50.02 96.081
50.019 96.096
50.014 96.122
50.001 96.16
50 96.165
50 96.166
49.99 96.212
49.986 96.266
49.986 96.267
49.99 96.283
49.991 96.293
49.987 96.302
49.981 96.305
49.967 96.307
49.96 96.311
49.957 96.317
49.953 96.338
49.948 96.352
49.939 96.366
49.914 96.391
49.902 96.408
49.898 96.427
49.898 96.444
49.901 96.453
49.923 96.482
49.951 96.524
49.957 96.537
49.958 96.538
49.96 96.547
49.962 96.56
49.971 96.587
49.982 96.612
49.982 96.634
49.976 96.659
49.966 96.676
49.96 96.681
49.948 96.681
49.942 96.677
49.918 96.663
49.912 96.666
49.904 96.681
49.903 96.698
49.908 96.717
49.914 96.73
49.931 96.756
49.94 96.775
49.944 96.786
49.944 96.788
49.946 96.803
49.944 96.839
49.929 96.91
49.92 96.975
49.919 96.983
49.914 97.003
49.904 97.021
49.863 97.056
49.848 97.074
49.84 97.088
49.837 97.099
49.835 97.107
49.833 97.12
49.826 97.144
49.821 97.153
49.798 97.162
49.786 97.17
49.779 97.181
49.775 97.194
49.769 97.218
49.767 97.242
49.765 97.248
49.76 97.276
49.757 97.304
49.757 97.316
49.772 97.355
49.781 97.39
49.788 97.43
49.796 97.449
49.821 97.492
49.847 97.544
49.868 97.58
49.882 97.603
49.887 97.608
49.896 97.611
49.901 97.609
49.931 97.582
49.942 97.578
49.948 97.583
49.952 97.606
49.952 97.616
49.948 97.63
49.947 97.635
49.947 97.654
49.949 97.674
49.953 97.692
49.959 97.706
49.971 97.728
49.984 97.766
49.988 97.794
49.985 97.807
