segment India
8.25 73.03
8.256 73.023
8.259 73.022
8.262 73.023
8.263 73.025
8.259 73.029
8.258 73.035
8.264 73.047
8.269 73.053
8.275 73.059
8.286 73.066
8.295 73.068
8.3 73.071
8.309 73.074
8.314 73.078
8.315 73.081
8.312 73.082
8.296 73.075
8.273 73.071
8.268 73.067
8.259 73.049
8.253 73.043
8.25 73.03
segment India
14.82 74.056
14.819 74.057
14.818 74.056
14.817 74.053
14.814 74.05
14.817 74.05
14.819 74.052
14.82 74.056
segment India
14.794 74.082
14.793 74.083
14.792 74.083
14.79 74.082
14.791 74.082
14.794 74.082
segment India
14.751 74.107
14.753 74.104
14.756 74.103
14.762 74.105
14.758 74.109
14.754 74.115
14.752 74.114
14.751 74.107
segment India
14.739 74.149
14.739 74.152
14.736 74.153
14.734 74.151
14.735 74.149
14.737 74.148
14.739 74.149
segment India
14.723 74.144
14.722 74.145
14.721 74.145
14.72 74.143
14.72 74.142
14.722 74.142
14.723 74.143
14.723 74.144
segment India
14.711 74.234
14.71 74.235
14.708 74.234
14.708 74.232
14.71 74.232
14.711 74.234
segment India
14.702 74.247
14.701 74.249
14.7 74.249
14.699 74.246
14.7 74.246
14.701 74.246
14.702 74.246
14.702 74.247
segment India
14.313 74.399
14.312 74.4
14.311 74.4
14.308 74.398
14.309 74.394
14.31 74.392
14.312 74.392
14.313 74.394
14.313 74.399
segment India
14.109 74.468
14.109 74.469
14.108 74.47
14.105 74.471
14.105 74.469
14.105 74.468
14.106 74.467
14.108 74.467
14.109 74.468
segment India
14.096 74.477
14.095 74.479
14.093 74.479
14.092 74.478
14.093 74.475
14.096 74.475
14.096 74.477
segment India
14.087 74.465
14.086 74.467
14.084 74.467
14.083 74.465
14.084 74.464
14.086 74.463
14.087 74.465
segment India
14.026 74.481
14.025 74.483
14.024 74.484
14.023 74.482
14.023 74.481
14.024 74.48
14.025 74.48
14.026 74.481
segment India
14.022 74.327
14.02 74.33
14.018 74.331
14.015 74.33
14.013 74.328
14.013 74.327
14.014 74.326
14.018 74.323
14.02 74.323
14.021 74.324
14.021 74.325
14.022 74.327
segment India
14.012 74.475
14.012 74.476
14.011 74.477
14.009 74.476
14.009 74.474
14.009 74.473
14.011 74.473
14.012 74.474
14.012 74.475
segment India
13.376 74.667
13.374 74.669
13.372 74.669
13.373 74.667
13.375 74.665
13.376 74.665
13.376 74.667
segment India
13.362 74.672
13.361 74.673
13.36 74.673
13.359 74.672
13.362 74.672
segment India
13.34 74.678
13.338 74.68
13.337 74.68
13.339 74.677
13.34 74.677
13.34 74.678
segment India
13.327 74.686
13.326 74.687
13.325 74.687
13.325 74.686
13.327 74.685
13.327 74.686
segment India
13.283 74.692
13.283 74.693
13.28 74.693
13.281 74.692
13.283 74.692
segment India
13.279 74.695
13.278 74.696
13.275 74.696
13.275 74.694
13.276 74.692
13.278 74.692
13.279 74.693
13.279 74.695
segment India
13.266 74.683
13.263 74.682
13.266 74.681
13.266 74.683
segment India
13.263 74.686
13.262 74.687
13.26 74.687
13.26 74.686
13.26 74.685
13.262 74.685
13.263 74.686
segment India
13.238 74.713
13.237 74.713
13.235 74.713
13.235 74.711
13.237 74.711
13.238 74.713
segment India
13.226 74.725
13.224 74.726
13.223 74.725
13.225 74.725
13.226 74.725
segment India
13.223 74.72
13.222 74.721
13.22 74.722
13.22 74.72
13.221 74.718
13.223 74.719
13.223 74.72
segment India
12.393 71.884
12.394 71.888
12.392 71.889
12.39 71.886
12.39 71.885
12.393 71.884
segment India
12.386 71.895
12.386 71.892
12.389 71.892
12.39 71.894
12.39 71.896
12.386 71.895
segment India
11.683 72.696
11.685 72.695
11.699 72.701
11.7 72.703
11.695 72.705
11.687 72.702
11.683 72.696
segment India
11.598 72.181
11.597 72.182
11.594 72.182
11.593 72.179
11.594 72.177
11.596 72.177
11.597 72.178
11.598 72.181
segment India
11.47 73.002
11.473 72.999
11.48 73.002
11.485 73.001
11.495 72.996
11.497 72.997
11.498 73
11.487 73.006
11.481 73.007
11.47 73.002
segment India
11.198 72.102
11.199 72.101
11.202 72.102
11.209 72.106
11.209 72.109
11.207 72.11
11.204 72.109
11.199 72.104
11.198 72.102
segment India
11.185 72.762
11.187 72.761
11.217 72.77
11.252 72.783
11.254 72.787
11.25 72.788
11.216 72.777
11.205 72.772
11.185 72.762
segment India
11.183 72.097
11.186 72.096
11.19 72.099
11.188 72.102
11.183 72.097
segment India
11.101 72.727
11.101 72.724
11.106 72.726
11.117 72.734
11.118 72.738
11.113 72.739
11.109 72.738
11.105 72.742
11.102 72.74
11.102 72.73
11.101 72.727
segment India
10.94 72.323
10.942 72.323
10.944 72.325
10.943 72.328
10.939 72.328
10.94 72.323
segment India
10.938 72.31
10.94 72.31
10.942 72.312
10.941 72.315
10.939 72.316
10.937 72.316
10.937 72.314
10.938 72.31
segment India
10.925 72.286
10.931 72.282
10.934 72.283
10.937 72.287
10.936 72.289
10.93 72.286
10.925 72.288
10.925 72.286
segment India
10.821 73.657
10.824 73.659
10.827 73.674
10.827 73.684
10.824 73.685
10.821 73.68
10.82 73.676
10.822 73.671
10.821 73.657
segment India
10.814 72.175
10.816 72.172
10.844 72.183
10.855 72.185
10.863 72.19
10.867 72.194
10.867 72.197
10.864 72.198
10.859 72.196
10.836 72.184
10.819 72.179
10.814 72.175
segment India
10.803 72.169
10.802 72.165
10.805 72.165
10.807 72.167
10.807 72.17
10.803 72.169
segment India
10.549 72.624
10.569 72.639
10.575 72.64
10.578 72.642
10.579 72.645
10.575 72.647
10.57 72.647
10.549 72.627
10.549 72.624
segment India
23.957 67.409
23.959 67.406
23.979 67.391
23.982 67.393
23.982 67.397
23.975 67.405
23.975 67.407
23.98 67.422
23.978 67.424
23.974 67.421
23.969 67.412
23.966 67.411
23.957 67.409
segment India
23.842 68.224
23.842 68.216
23.846 68.208
23.848 68.206
23.867 68.209
23.871 68.212
23.874 68.222
23.875 68.233
23.873 68.239
23.868 68.246
23.863 68.247
23.86 68.246
