segment Iran
27.118 53.025
27.122 53.011
27.125 53
27.129 52.994
27.131 52.98
27.138 52.968
27.139 52.963
27.136 52.961
27.137 52.958
27.141 52.954
27.145 52.953
27.15 52.942
27.147 52.94
27.154 52.936
27.151 52.931
27.159 52.927
27.164 52.92
27.171 52.912
27.168 52.909
27.174 52.893
27.183 52.876
27.186 52.863
27.191 52.856
27.199 52.836
27.204 52.829
27.216 52.818
27.219 52.813
27.227 52.805
27.231 52.802
27.243 52.796
27.247 52.788
27.247 52.784
27.244 52.781
27.267 52.757
27.266 52.751
27.269 52.748
27.27 52.74
27.282 52.715
27.286 52.702
27.29 52.697
27.291 52.697
27.299 52.694
27.309 52.684
27.308 52.678
27.315 52.67
27.315 52.665
27.334 52.646
27.345 52.638
27.347 52.634
27.346 52.628
27.343 52.628
27.345 52.625
27.355 52.615
27.362 52.604
27.367 52.6
27.368 52.598
27.368 52.594
27.371 52.59
27.375 52.588
27.377 52.583
27.383 52.582
27.389 52.585
27.391 52.589
27.397 52.61
27.397 52.631
27.401 52.643
27.394 52.657
27.391 52.661
27.391 52.665
27.395 52.67
27.396 52.675
27.403 52.678
27.406 52.677
27.419 52.681
27.428 52.682
27.447 52.679
27.45 52.673
27.45 52.666
27.454 52.661
27.454 52.645
27.457 52.624
27.462 52.619
27.468 52.613
27.48 52.604
27.49 52.591
27.498 52.584
27.516 52.575
27.53 52.567
27.531 52.564
27.539 52.557
27.56 52.546
27.562 52.541
27.562 52.538
27.561 52.536
27.569 52.531
27.571 52.527
27.597 52.511
27.602 52.498
27.61 52.493
27.616 52.482
27.623 52.475
27.623 52.469
27.62 52.463
27.625 52.458
27.626 52.453
27.638 52.447
27.64 52.443
27.641 52.44
27.641 52.437
27.645 52.432
27.647 52.406
27.645 52.404
27.647 52.403
27.649 52.393
27.648 52.383
27.65 52.368
27.648 52.361
27.651 52.357
27.658 52.355
27.661 52.353
27.663 52.344
27.665 52.331
27.664 52.323
27.667 52.317
27.666 52.311
27.673 52.302
27.675 52.293
27.676 52.272
27.682 52.263
27.688 52.244
27.688 52.24
27.686 52.238
27.694 52.23
27.699 52.217
27.699 52.209
27.703 52.202
27.709 52.196
27.719 52.187
27.724 52.177
27.732 52.168
27.735 52.163
27.74 52.158
27.746 52.148
27.753 52.142
27.761 52.139
27.77 52.134
27.772 52.126
27.774 52.123
27.775 52.122
27.78 52.119
27.786 52.105
27.8 52.094
27.806 52.082
27.813 52.075
27.821 52.071
27.832 52.06
27.842 52.044
27.843 52.03
27.841 52.025
27.842 52.021
27.841 52.018
27.842 52.014
27.84 52.009
27.84 51.996
27.838 51.99
27.84 51.983
27.839 51.976
27.84 51.974
27.843 51.974
27.839 51.969
27.84 51.965
27.838 51.961
27.832 51.939
27.832 51.913
27.833 51.902
27.837 51.896
27.837 51.893
27.838 51.889
27.839 51.871
27.844 51.869
27.841 51.866
27.843 51.855
27.842 51.803
27.843 51.797
27.841 51.788
27.842 51.782
27.838 51.773
27.833 51.766
27.834 51.759
27.831 51.758
27.833 51.748
27.83 51.741
27.83 51.735
27.828 51.731
27.828 51.724
27.833 51.718
27.827 51.715
27.824 51.709
27.83 51.7
27.831 51.688
27.834 51.681
27.841 51.673
27.842 51.663
27.849 51.622
27.849 51.608
27.844 51.598
27.844 51.591
27.847 51.59
27.854 51.598
27.858 51.597
27.866 51.589
27.887 51.559
27.89 51.55
27.89 51.529
27.893 51.519
27.887 51.516
27.886 51.514
27.88 51.513
27.881 51.505
27.885 51.503
27.889 51.504
27.892 51.502
27.894 51.497
27.9 51.492
27.9 51.488
27.902 51.487
27.905 51.491
27.904 51.495
27.907 51.498
27.912 51.497
27.917 51.49
27.917 51.488
27.914 51.483
27.918 51.478
27.919 51.478
27.92 51.474
27.931 51.469
27.937 51.458
27.942 51.454
27.95 51.452
27.952 51.45
27.951 51.446
27.949 51.444
27.95 51.442
27.953 51.44
27.956 51.437
27.944 51.436
27.941 51.431
27.938 51.431
27.926 51.438
27.923 51.435
27.921 51.43
27.922 51.422
27.925 51.414
27.924 51.408
27.925 51.404
27.929 51.402
27.934 51.402
27.941 51.402
27.958 51.395
27.973 51.394
27.976 51.392
27.994 51.384
28.001 51.382
28.013 51.375
28.019 51.368
28.023 51.372
28.039 51.356
28.045 51.362
28.049 51.359
28.053 51.352
28.059 51.347
28.063 51.346
28.068 51.342
28.073 51.341
28.072 51.334
28.074 51.334
28.077 51.334
28.082 51.332
28.088 51.335
28.089 51.332
28.088 51.327
28.093 51.323
28.104 51.323
28.11 51.326
28.11 51.323
28.108 51.32
28.107 51.318
28.117 51.312
28.114 51.31
28.106 51.315
28.102 51.314
28.091 51.315
28.087 51.317
28.084 51.316
28.079 51.32
28.07 51.323
28.062 51.318
28.057 51.321
28.049 51.318
28.042 51.318
28.034 51.318
28.03 51.32
28.03 51.324
28.026 51.332
28.027 51.336
28.02 51.342
28.017 51.343
28.014 51.339
28.015 51.331
28.014 51.328
28.011 51.329
28.006 51.337
28.004 51.34
28.001 51.354
27.999 51.357
27.997 51.356
27.995 51.35
28.007 51.324
28.011 51.319
28.026 51.31
28.045 51.305
28.062 51.304
28.065 51.302
28.069 51.303
28.07 51.31
28.07 51.317
28.072 51.317
28.073 51.304
28.092 51.293
28.101 51.291
28.104 51.292
28.106 51.296
28.109 51.288
28.112 51.285
28.111 51.284
28.102 51.288
28.077 51.295
28.078 51.292
28.09 51.282
28.092 51.281
28.105 51.276
28.126 51.272
28.156 51.275
28.171 51.281
28.177 51.286
28.189 51.289
28.195 51.293
28.207 51.294
28.225 51.293
28.238 51.284
28.254 51.267
28.268 51.256
28.274 51.251
28.277 51.249
28.28 51.243
28.287 51.239
28.293 51.23
28.312 51.22
28.316 51.212
28.323 51.208
28.329 51.207
28.329 51.202
28.34 51.193
28.348 51.183
28.351 51.18
28.36 51.178
28.375 51.168
28.391 51.154
28.412 51.143
28.415 51.138
28.434 51.133
28.443 51.125
28.477 51.111
28.483 51.108
28.486 51.103
28.49 51.101
28.498 51.101
28.509 51.096
28.526 51.097
28.535 51.094
28.543 51.091
28.546 51.086
28.573 51.085
28.577 51.082
28.596 51.085
28.6 51.083
28.609 51.084
28.617 51.083
28.622 51.081
28.628 51.08
28.641 51.081
28.683 51.078
28.715 51.069
28.72 51.066
28.725 51.068
28.727 51.067
28.727 51.064
28.73 51.062
28.733 51.064
28.736 51.059
28.746 51.055
28.752 51.056
28.753 51.051
28.759 51.048
28.768 51.039
28.772 51.043
28.796 51.033
28.804 51.035
28.81 51.034
28.823 51.023
28.844 51.011
28.85 51.005
28.856 50.989
28.857 50.983
28.853 50.978
28.853 50.974
28.857 50.969
28.865 50.965
28.864 50.962
28.86 50.956
28.853 50.953
28.847 50.954
28.848 50.95
28.851 50.948
28.847 50.944
28.839 50.939
28.833 50.956
28.815 50.979
28.816 50.956
28.819 50.949
28.818 50.929
28.822 50.913
28.818 50.908
28.818 50.903
28.82 50.895
28.824 50.889
28.864 50.855
28.879 50.843
28.88 50.842
28.895 50.837
28.899 50.834
28.904 50.824
28.922 50.814
28.934 50.815
28.954 50.82
28.972 50.828
28.975 50.832
28.992 50.834
28.992 50.836
28.993 50.838
28.979 50.848
28.974 50.857
28.973 50.863
28.965 50.87
28.961 50.877
28.95 50.879
28.947 50.883
28.944 50.88
28.936 50.888
28.933 50.886
28.931 50.888
28.928 50.903
28.931 50.91
28.927 50.919
28.933 50.915
28.935 50.909
28.936 50.909
28.941 50.91
28.943 50.908
28.947 50.899
28.948 50.899
28.955 50.905
28.952 50.912
28.953 50.918
28.947 50.918
28.945 50.921
28.946 50.923
28.955 50.922
28.958 50.924
28.956 50.931
28.958 50.931
28.963 50.924
28.971 50.924
28.979 50.926
28.984 50.932
28.985 50.938
28.988 50.941
28.99 50.939
28.99 50.935
28.992 50.933
28.996 50.933
28.997 50.932
29 50.927
29.008 50.925
29.012 50.926
29.016 50.925
29.022 50.924
29.038 50.929
29.053 50.925
29.067 50.925
29.066 50.914
29.068 50.91
29.07 50.903
29.085 50.902
29.099 50.892
29.099 50.891
29.103 50.882
29.104 50.87
29.104 50.86
29.101 50.854
29.102 50.851
29.106 50.848
29.111 50.85
29.117 50.857
29.122 50.854
29.122 50.849
29.131 50.834
29.135 50.823
29.135 50.818
29.13 50.806
29.129 50.793
29.132 50.786
29.133 50.782
29.13 50.778
29.13 50.759
29.132 50.752
29.125 50.743
29.122 50.737
29.122 50.73
29.119 50.725
29.121 50.72
29.118 50.708
29.119 50.7
29.115 50.697
29.11 50.699
29.107 50.696
29.117 50.682
29.123 50.678
29.126 50.672
29.136 50.663
29.147 50.657
29.153 50.661
29.157 50.656
29.157 50.653
29.162 50.651
29.175 50.656
29.175 50.662
29.188 50.666
29.196 50.664
29.205 50.667
29.214 50.665
29.213 50.659
29.215 50.658
29.242 50.665
29.25 50.674
29.247 50.677
29.247 50.679
29.25 50.686
29.253 50.685
29.257 50.689
29.264 50.686
29.264 50.683
29.268 50.68
29.277 50.69
29.278 50.694
29.291 50.704
29.295 50.702
29.289 50.691
29.289 50.687
29.292 50.686
29.307 50.693
29.309 50.697
29.312 50.689
29.31 50.684
29.304 50.684
29.301 50.682
29.297 50.676
29.292 50.671
29.294 50.668
29.322 50.669
29.327 50.667
29.331 50.67
29.339 50.665
29.362 50.668
29.389 50.668
29.42 50.661
29.426 50.657
29.437 50.654
29.446 50.646
29.448 50.64
29.45 50.64
29.453 50.639
29.459 50.644
29.471 50.638
29.475 50.632
29.485 50.627
29.494 50.617
29.499 50.618
29.512 50.599
29.519 50.584
29.52 50.579
29.519 50.577
29.519 50.575
29.516 50.573
29.512 50.572
29.502 50.58
29.497 50.587
29.492 50.584
29.485 50.592
29.47 50.602
29.469 50.6
29.48 50.591
29.515 50.553
29.536 50.537
29.548 50.522
29.554 50.516
29.558 50.512
29.578 50.505
29.592 50.497
29.604 50.486
29.633 50.453
29.641 50.438
29.645 50.424
29.646 50.421
29.657 50.405
29.69 50.369
29.712 50.353
29.719 50.345
29.721 50.34
29.727 50.336
29.729 50.33
29.735 50.327
29.747 50.32
29.758 50.308
29.792 50.284
29.807 50.278
29.828 50.263
29.863 50.229
29.875 50.215
29.882 50.206
29.905 50.187
29.92 50.169
29.926 50.156
29.932 50.151
29.936 50.154
29.938 50.147
29.951 50.143
29.977 50.146
29.985 50.145
29.996 50.149
30 50.149
30.015 50.148
30.016 50.15
30.011 50.155
30.008 50.163
30.005 50.161
30.003 50.161
30.008 50.166
30.01 50.164
30.01 50.161
30.016 50.159
30.026 50.162
30.034 50.161
30.038 50.167
30.04 50.162
30.04 50.157
30.053 50.152
30.058 50.152
30.06 50.158
30.067 50.147
30.07 50.149
30.105 50.131
30.109 50.136
30.111 50.13
30.115 50.126
30.128 50.12
30.13 50.121
30.133 50.119
30.133 50.115
30.139 50.112
30.143 50.113
30.144 50.116
30.149 50.116
30.15 50.115
30.151 50.109
30.157 50.106
30.169 50.103
30.175 50.098
30.181 50.09
30.187 50.084
30.197 50.067
30.196 50.062
30.197 50.061
30.204 50.05
30.209 50.037
30.21 50.031
30.212 50.009
30.214 50
30.215 49.999
30.215 49.978
30.211 49.96
30.207 49.935
30.195 49.905
30.18 49.876
30.169 49.863
30.163 49.848
30.152 49.834
30.144 49.825
30.104 49.755
30.093 49.735
30.081 49.715
30.073 49.703
30.067 49.689
30.059 49.677
30.043 49.646
30.012 49.599
30.01 49.595
30.004 49.583
30 49.572
29.998 49.566
29.998 49.56
30 49.555
30.037 49.525
30.04 49.517
30.044 49.513
30.053 49.508
30.059 49.506
30.066 49.509
30.069 49.515
30.075 49.516
30.119 49.514
30.12 49.513
30.127 49.511
30.137 49.504
30.145 49.485
30.157 49.469
30.161 49.458
30.162 49.447
30.161 49.437
30.16 49.432
30.159 49.423
30.155 49.414
30.153 49.392
30.153 49.391
30.149 49.388
30.145 49.381
30.148 49.379
30.155 49.383
30.158 49.381
30.163 49.372
30.164 49.366
30.159 49.36
30.154 49.356
30.155 49.352
30.161 49.348
30.16 49.345
30.156 49.343
30.148 49.333
30.149 49.325
30.147 49.31
30.15 49.307
30.144 49.299
30.14 49.298
30.14 49.294
30.14 49.279
30.136 49.267
30.136 49.247
30.144 49.249
30.149 49.253
30.153 49.251
30.159 49.251
30.167 49.255
30.176 49.255
30.177 49.26
30.186 49.255
30.194 49.256
30.195 49.252
30.198 49.25
30.203 49.254
30.205 49.247
30.206 49.245
30.212 49.237
30.217 49.236
30.22 49.231
30.224 49.235
30.226 49.242
30.229 49.241
30.238 49.244
30.243 49.243
30.249 49.244
30.256 49.242
30.259 49.238
30.258 49.237
30.26 49.232
30.259 49.226
30.255 49.224
30.254 49.22
30.247 49.219
30.239 49.222
30.237 49.222
30.234 49.219
30.225 49.214
30.221 49.205
30.224 49.202
30.227 49.202
30.23 49.199
30.24 49.199
30.238 49.196
30.238 49.193
30.238 49.191
30.239 49.188
30.244 49.186
30.244 49.183
30.243 49.182
30.237 49.184
30.225 49.194
30.218 49.197
30.209 49.195
30.208 49.19
30.211 49.184
30.235 49.159
30.25 49.134
30.252 49.128
30.255 49.115
30.255 49.109
30.265 49.094
30.283 49.053
30.286 49.038
30.294 49.02
30.305 49.009
30.312 49.011
30.32 49.014
30.328 49.014
30.337 49.011
30.353 48.988
30.361 48.954
30.36 48.948
30.368 48.947
30.37 48.944
30.369 48.94
30.388 48.927
30.391 48.927
30.396 48.928
30.396 48.947
30.398 48.952
30.399 48.965
30.396 48.974
30.38 49.004
30.38 49.013
30.382 49.027
30.384 49.032
30.389 49.037
30.391 49.043
30.386 49.05
30.383 49.051
30.376 49.054
30.372 49.061
30.358 49.057
30.355 49.057
30.355 49.06
30.363 49.065
30.361 49.068
30.351 49.068
30.347 49.064
30.344 49.065
30.346 49.073
30.34 49.075
30.34 49.077
30.342 49.079
30.345 49.078
30.353 49.072
30.355 49.074
30.355 49.077
30.346 49.083
30.343 49.091
30.338 49.095
30.33 49.102
30.337 49.104
30.341 49.097
30.343 49.098
30.352 49.111
30.355 49.123
30.352 49.13
30.351 49.142
30.356 49.145
30.355 49.149
30.364 49.149
30.367 49.146
30.371 49.149
30.372 49.159
30.371 49.164
30.375 49.166
30.375 49.169
30.372 49.172
30.368 49.171
30.366 49.173
30.364 49.177
30.351 49.191
30.347 49.199
30.35 49.2
30.358 49.191
30.36 49.195
30.357 49.205
30.352 49.209
30.348 49.209
30.345 49.206
30.344 49.214
30.34 49.217
30.346 49.22
30.351 49.226
30.359 49.228
30.362 49.233
30.365 49.228
30.375 49.22
30.379 49.22
30.39 49.226
30.391 49.227
30.389 49.234
30.387 49.237
30.383 49.24
30.383 49.243
30.385 49.244
30.388 49.244
30.392 49.237
30.395 49.224
30.397 49.221
30.4 49.22
30.402 49.224
30.397 49.236
30.396 49.241
30.398 49.244
30.397 49.248
30.398 49.249
30.399 49.25
30.403 49.252
30.402 49.262
30.404 49.264
30.414 49.264
30.417 49.26
30.419 49.262
30.423 49.276
30.425 49.272
30.423 49.259
30.427 49.258
30.437 49.278
30.438 49.285
30.444 49.283
30.446 49.291
30.444 49.293
30.445 49.298
30.447 49.297
30.455 49.289
30.459 49.287
30.463 49.287
30.455 49.284
30.454 49.28
30.455 49.276
30.457 49.275
30.455 49.27
30.449 49.274
30.444 49.271
30.442 49.267
30.444 49.264
30.443 49.262
30.44 49.262
30.435 49.26
30.433 49.247
30.437 49.243
30.442 49.244
30.442 49.234
30.447 49.238
30.45 49.247
30.452 49.246
30.458 49.24
30.46 49.24
30.462 49.253
30.465 49.251
30.465 49.241
30.468 49.24
30.474 49.245
30.477 49.246
30.479 49.238
30.478 49.23
30.48 49.219
30.48 49.214
30.483 49.214
30.484 49.219
30.495 49.225
30.497 49.224
30.5 49.218
30.505 49.221
30.508 49.228
30.511 49.228
30.512 49.226
30.506 49.212
30.5 49.21
30.499 49.209
30.495 49.208
30.493 49.205
30.493 49.202
30.502 49.188
30.497 49.189
30.493 49.193
30.488 49.195
30.485 49.194
30.484 49.191
30.489 49.184
30.486 49.183
30.476 49.185
30.473 49.189
30.471 49.188
30.467 49.186
30.463 49.176
30.459 49.174
30.469 49.167
30.478 49.175
30.49 49.174
30.498 49.174
30.5 49.164
30.505 49.161
30.505 49.159
30.499 49.15
30.502 49.144
30.495 49.142
30.495 49.138
30.497 49.136
30.505 49.133
30.507 49.13
30.505 49.124
30.505 49.121
30.512 49.118
30.518 49.103
30.513 49.105
30.51 49.11
30.507 49.112
30.5 49.108
30.5 49.111
30.497 49.113
30.496 49.11
30.496 49.109
30.499 49.104
30.503 49.103
30.509 49.098
30.509 49.096
30.507 49.095
30.506 49.09
30.506 49.087
30.512 49.083
30.509 49.081
30.502 49.083
30.499 49.089
30.501 49.092
30.501 49.095
30.494 49.1
30.491 49.107
30.488 49.1
30.485 49.099
30.48 49.104
30.477 49.106
30.474 49.103
30.474 49.1
30.485 49.085
30.488 49.084
30.49 49.091
30.492 49.088
30.491 49.083
30.488 49.08
30.484 49.079
30.479 49.081
30.476 49.089
30.471 49.097
30.464 49.104
30.46 49.103
30.465 49.089
30.464 49.078
30.466 49.073
30.486 49.068
30.495 49.071
30.503 49.07
30.505 49.067
30.511 49.062
30.507 49.06
30.508 49.048
30.506 49.015
30.507 48.995
30.503 48.987
30.503 48.982
30.499 48.98
30.493 48.973
30.493 48.961
30.489 48.955
30.486 48.952
30.488 48.946
30.491 48.933
30.491 48.927
30.486 48.915
30.486 48.911
30.489 48.906
30.498 48.902
30.497 48.899
30.492 48.898
30.487 48.9
30.481 48.906
30.48 48.912
30.484 48.923
30.484 48.935
30.48 48.948
30.466 48.952
30.463 48.955
30.46 48.961
30.459 48.972
30.458 48.993
30.463 49.006
30.456 49.026
30.453 49.03
30.445 49.033
30.441 49.031
30.439 49.027
30.441 49.021
30.448 49.019
30.45 49.017
30.441 49.008
30.44 49.004
30.442 48.997
30.442 48.994
30.441 48.991
30.437 48.992
30.435 48.991
30.435 48.98
30.431 48.979
30.431 48.988
30.428 48.99
30.425 48.99
30.424 48.994
30.434 48.997
30.436 48.999
30.437 49.019
30.43 49.025
30.427 49.032
30.42 49.025
30.417 49.025
30.412 49.028
30.404 49.019
30.401 49.014
30.401 49.011
30.401 49.01
30.406 49.006
30.412 48.975
30.416 48.947
30.414 48.941
30.415 48.934
30.413 48.929
30.399 48.912
30.392 48.908
30.387 48.904
30.383 48.905
30.381 48.902
30.38 48.891
30.364 48.88
30.355 48.876
30.352 48.874
30.352 48.869
30.34 48.868
30.329 48.87
30.325 48.873
30.324 48.882
30.32 48.875
30.319 48.867
30.312 48.86
30.304 48.866
30.279 48.876
30.261 48.895
30.254 48.906
30.254 48.912
30.255 48.916
30.236 48.932
30.229 48.933
30.224 48.929
30.216 48.931
30.215 48.931
30.205 48.936
30.195 48.944
30.186 48.948
30.175 48.95
30.133 48.942
30.125 48.938
30.112 48.927
30.106 48.924
30.102 48.93
30.098 48.933
30.082 48.936
30.073 48.935
30.036 48.922
30.029 48.923
30.025 48.922
30.02 48.914
30.018 48.908
30.018 48.899
30.021 48.895
30.021 48.891
30.019 48.89
30.009 48.883
30.015 48.861
30.021 48.84
30.02 48.828
30.022 48.818
30.022 48.793
30.019 48.768
30.019 48.757
30.028 48.738
30.031 48.735
30.042 48.731
30.043 48.729
30.035 48.713
30.034 48.709
30.029 48.709
30.023 48.705
30.02 48.706
30.017 48.703
30.016 48.698
30.018 48.694
30.014 48.689
30.015 48.687
30.012 48.684
30.01 48.675
30.006 48.672
30 48.67
29.963 48.66
29.958 48.66
29.953 48.663
29.951 48.661
29.946 48.659
29.944 48.656
29.946 48.649
29.946 48.634
29.943 48.63
29.945 48.619
29.947 48.611
29.946 48.604
29.951 48.601
29.959 48.601
29.958 48.596
29.959 48.59
29.959 48.585
29.962 48.576
29.96 48.572
29.965 48.55
29.967 48.535
29.976 48.517
29.976 48.512
29.978 48.508
29.987 48.498
29.987 48.486
29.98 48.485
29.997 48.458
30 48.455
30.008 48.448
30.035 48.444
30.044 48.443
30.069 48.441
30.089 48.429
30.103 48.412
30.114 48.393
30.127 48.383
30.136 48.386
30.139 48.389
30.157 48.401
30.169 48.413
30.175 48.414
30.188 48.412
30.198 48.408
30.21 48.399
30.242 48.363
30.243 48.362
30.297 48.316
30.327 48.282
30.336 48.267
30.336 48.266
30.338 48.256
30.333 48.243
30.323 48.231
30.319 48.224
30.319 48.214
30.322 48.204
30.327 48.198
30.367 48.184
30.383 48.181
30.409 48.177
30.423 48.17
30.443 48.143
30.451 48.117
30.452 48.09
30.458 48.086
30.458 48.074
30.476 48.042
30.485 48.035
30.557 48.034
30.683 48.033
30.809 48.032
30.935 48.031
30.994 48.031
30.994 47.953
30.993 47.807
30.993 47.702
31.028 47.702
31.154 47.701
31.28 47.7
31.4 47.699
31.406 47.702
31.524 47.753
31.642 47.805
31.759 47.856
31.779 47.865
31.793 47.864
31.826 47.819
31.841 47.805
31.852 47.8
31.861 47.799
31.864 47.799
31.88 47.804
31.903 47.776
31.912 47.756
31.92 47.745
31.93 47.738
31.955 47.735
31.96 47.733
31.964 47.731
31.989 47.71
31.999 47.709
32 47.708
32.032 47.681
32.034 47.677
32.036 47.672
32.04 47.666
32.043 47.66
32.047 47.656
32.051 47.654
32.056 47.653
32.06 47.653
32.065 47.652
32.07 47.652
32.075 47.652
32.079 47.652
32.082 47.65
32.084 47.648
32.087 47.643
32.09 47.637
32.093 47.633
32.097 47.629
32.104 47.62
32.11 47.612
32.113 47.606
32.116 47.601
32.116 47.596
32.116 47.589
32.115 47.582
32.114 47.572
32.116 47.563
32.12 47.561
32.126 47.558
32.13 47.555
32.132 47.553
32.134 47.547
32.137 47.54
32.139 47.538
32.142 47.536
32.148 47.535
32.155 47.534
32.16 47.534
32.168 47.535
32.172 47.535
32.175 47.536
32.178 47.54
32.181 47.543
32.184 47.546
32.186 47.549
32.188 47.552
32.19 47.555
32.193 47.558
32.2 47.563
32.203 47.564
32.208 47.565
32.211 47.567
32.214 47.568
32.218 47.568
32.221 47.568
32.224 47.567
32.226 47.566
32.229 47.562
32.232 47.557
32.234 47.551
32.237 47.543
32.238 47.538
32.241 47.534
32.246 47.531
32.248 47.528
32.251 47.527
32.254 47.525
32.258 47.522
32.26 47.518
32.263 47.514
32.266 47.51
32.268 47.505
32.273 47.5
32.276 47.498
32.28 47.496
32.282 47.496
32.285 47.497
32.289 47.498
32.292 47.498
32.295 47.5
32.298 47.503
32.301 47.502
32.304 47.5
32.307 47.496
32.31 47.492
32.313 47.489
32.315 47.485
32.317 47.481
32.319 47.475
32.321 47.469
32.321 47.464
32.319 47.459
32.32 47.451
32.322 47.447
32.324 47.445
32.326 47.444
32.328 47.443
32.333 47.444
32.336 47.444
32.339 47.443
32.342 47.442
32.344 47.441
32.346 47.438
32.348 47.433
32.35 47.429
32.353 47.426
32.354 47.426
32.356 47.426
32.357 47.428
32.356 47.433
32.356 47.438
32.358 47.444
32.362 47.449
32.365 47.451
32.37 47.454
32.374 47.456
32.38 47.455
32.385 47.455
32.39 47.454
32.394 47.453
32.398 47.451
32.401 47.449
32.403 47.446
32.407 47.443
32.41 47.44
32.412 47.436
32.416 47.431
32.421 47.427
32.426 47.421
32.43 47.417
32.435 47.414
32.441 47.41
32.455 47.397
32.46 47.393
32.464 47.389
32.467 47.385
32.468 47.38
32.468 47.375
32.468 47.37
32.468 47.365
32.468 47.36
32.467 47.356
32.467 47.352
32.468 47.347
32.469 47.344
32.47 47.339
32.471 47.337
32.473 47.332
32.475 47.329
32.477 47.323
32.479 47.321
32.486 47.311
32.491 47.304
32.493 47.298
32.492 47.294
32.492 47.291
32.489 47.287
32.486 47.283
32.484 47.281
32.48 47.275
32.476 47.269
32.472 47.261
32.469 47.253
32.467 47.247
32.466 47.241
32.464 47.234
32.461 47.227
32.458 47.221
32.456 47.214
32.456 47.209
32.456 47.203
32.457 47.198
32.459 47.189
32.461 47.181
32.457 47.181
32.453 47.179
32.452 47.177
32.451 47.173
32.453 47.169
32.454 47.159
32.456 47.154
32.459 47.148
32.461 47.144
32.465 47.136
32.468 47.131
32.47 47.126
32.472 47.118
32.474 47.114
32.476 47.108
32.479 47.104
32.482 47.1
32.486 47.095
32.492 47.088
32.496 47.084
32.501 47.079
32.505 47.074
32.51 47.068
32.516 47.063
32.519 47.06
32.523 47.056
32.527 47.05
32.53 47.044
32.536 47.038
32.541 47.033
32.544 47.029
32.548 47.023
32.552 47.019
32.556 47.013
32.56 47.009
32.568 47
32.572 46.995
32.575 46.989
32.578 46.983
32.582 46.978
32.584 46.974
32.587 46.968
32.589 46.964
32.592 46.96
32.594 46.956
32.597 46.952
32.6 46.949
32.604 46.945
32.61 46.94
32.613 46.936
32.618 46.929
32.623 46.924
32.625 46.92
32.63 46.908
32.635 46.898
32.64 46.891
32.644 46.887
32.648 46.884
32.653 46.88
32.657 46.877
32.662 46.871
32.668 46.864
32.672 46.858
32.678 46.851
32.682 46.847
32.685 46.842
32.693 46.832
32.698 46.828
32.702 46.824
32.705 46.819
32.708 46.811
32.71 46.804
32.711 46.798
32.713 46.792
32.716 46.788
32.719 46.784
32.723 46.781
32.727 46.777
32.732 46.773
32.737 46.766
32.742 46.761
32.75 46.753
32.754 46.749
32.757 46.743
32.762 46.737
32.766 46.73
32.769 46.722
32.771 46.715
32.773 46.71
32.775 46.706
32.779 46.701
32.784 46.697
32.79 46.689
32.792 46.686
32.795 46.678
32.797 46.672
32.8 46.665
32.804 46.659
32.807 46.657
32.811 46.653
32.816 46.65
32.821 46.647
32.825 46.638
32.827 46.634
32.83 46.627
32.835 46.617
32.84 46.607
32.844 46.597
32.849 46.586
32.853 46.576
32.858 46.568
32.862 46.563
32.864 46.559
32.865 46.553
32.868 46.545
32.87 46.541
32.872 46.538
32.875 46.534
32.878 46.531
32.882 46.526
32.89 46.521
32.893 46.517
32.896 46.513
32.899 46.509
32.902 46.503
32.903 46.497
32.904 46.493
32.905 46.487
32.906 46.482
32.907 46.475
32.911 46.47
32.914 46.466
32.918 46.461
32.923 46.454
32.925 46.448
32.928 46.44
32.93 46.435
32.932 46.43
32.935 46.425
32.941 46.412
32.943 46.409
32.945 46.402
32.947 46.397
32.947 46.392
32.948 46.384
32.95 46.371
32.951 46.363
32.951 46.356
32.951 46.35
32.951 46.343
32.952 46.337
32.953 46.33
32.953 46.323
32.952 46.318
32.952 46.312
32.952 46.302
32.952 46.294
32.953 46.288
32.952 46.28
32.952 46.274
32.951 46.268
32.951 46.263
32.95 46.256
32.948 46.251
32.949 46.244
32.948 46.238
32.949 46.233
32.949 46.225
32.951 46.214
32.955 46.193
32.955 46.19
32.955 46.182
32.955 46.175
32.954 46.169
32.953 46.164
32.953 46.161
32.953 46.159
32.955 46.153
32.956 46.148
32.956 46.144
32.957 46.14
32.959 46.134
32.961 46.129
32.963 46.122
32.965 46.113
32.967 46.107
32.97 46.102
32.973 46.099
32.976 46.096
32.979 46.095
32.982 46.096
32.987 46.097
32.994 46.098
33.005 46.1
33.009 46.102
33.012 46.105
33.014 46.107
33.015 46.111
33.016 46.115
33.015 46.123
33.015 46.125
33.017 46.128
33.02 46.133
33.022 46.136
33.025 46.14
33.03 46.144
33.033 46.148
33.04 46.154
33.046 46.159
33.053 46.165
33.057 46.168
33.061 46.168
33.063 46.166
33.064 46.162
33.064 46.157
33.066 46.149
33.067 46.141
33.069 46.127
33.07 46.122
33.073 46.111
33.077 46.107
33.081 46.104
33.082 46.099
33.084 46.093
33.084 46.087
33.084 46.082
33.087 46.067
33.089 46.06
33.091 46.054
33.094 46.049
33.096 46.047
33.1 46.047
33.106 46.047
33.114 46.049
33.121 46.05
33.124 46.052
33.125 46.057
33.124 46.061
33.122 46.066
33.119 46.071
33.117 46.077
33.115 46.084
33.113 46.091
33.113 46.096
33.11 46.104
