#FaultID	MinisectionID	StartLat	StartLon	EndLat	EndLon	Rake	SlipRate(mm/y)	StdDev
7500	1	19.61053	-67.9235	19.612803	-67.90615	49.684204	2.0764024494923223	0.20764024494923225
7500	2	19.612803	-67.90615	19.618523	-67.86193	46.79015	2.099115290392448	0.20991152903924484
7500	3	19.618523	-67.86193	19.621618	-67.82077	42.789463	2.130513084333792	0.21305130843337922
7500	4	19.621618	-67.82077	19.62523	-67.77952	38.93784	2.160741016200517	0.2160741016200517
7500	5	19.62523	-67.77952	19.629671	-67.72759	34.580925	2.1949345186567872	0.21949345186567873
7500	6	19.629671	-67.72759	19.633121	-67.687904	30.297062	2.228554709645547	0.2228554709645547
7500	7	19.633121	-67.687904	19.634813	-67.667404	27.482265	2.250645508938865	0.2250645508938865
7500	8	19.634813	-67.667404	19.634848	-67.62808	24.691385	2.272548622119091	0.22725486221190913
7500	9	19.634848	-67.62808	19.635422	-67.588394	21.011057	2.3014322185077063	0.23014322185077063
7500	10	19.635422	-67.588394	19.636572	-67.55848	17.76905	2.3268758014193334	0.23268758014193333
7500	11	19.636572	-67.55848	19.636293	-67.53245	15.162967	2.3473286149059858	0.23473286149059858
7500	12	19.636293	-67.53245	19.639448	-67.49406	12.156605	2.3709228501124953	0.23709228501124954
7500	13	19.639448	-67.49406	19.643965	-67.4583	11.0	2.38	0.238
7500	14	19.643965	-67.4583	19.645777	-67.42216	11.034117	2.381023509810495	0.2381023509810495
7500	15	19.645777	-67.42216	19.648077	-67.37844	11.085434	2.3825630127572253	0.23825630127572253
7500	16	19.648077	-67.37844	19.649078	-67.34835	11.132846	2.383985366532555	0.2383985366532555
7500	17	19.649078	-67.34835	19.652678	-67.30136	11.182441	2.3854732291520504	0.23854732291520506
7500	18	19.652678	-67.30136	19.65498	-67.2611	11.238609	2.38715828414025	0.238715828414025
7500	19	19.65498	-67.2611	19.65675	-67.243515	11.275847	2.388275425689017	0.23882754256890174
7500	20	19.65675	-67.243515	19.65728	-67.217384	11.303963	2.389118875198406	0.23891188751984058
7500	21	19.65728	-67.217384	19.659306	-67.18726	11.340095	2.3902028443797008	0.23902028443797008
7500	22	19.659306	-67.18726	19.663607	-67.15756	11.378736	2.3913620593791625	0.23913620593791624
7500	23	19.663607	-67.15756	19.671085	-67.09832	11.436342	2.3930902551931594	0.23930902551931596
7500	24	19.671085	-67.09832	19.675533	-67.07915	11.487339	2.3946201670002942	0.23946201670002942
7500	25	19.675533	-67.07915	19.680809	-67.04394	11.522868	2.3956860305606726	0.23956860305606728
7500	26	19.680809	-67.04394	19.686604	-67.0084	11.568879	2.3970663816844198	0.239706638168442
7500	27	19.686604	-67.0084	19.68999	-66.98271	11.60866	2.398259799153533	0.23982597991535332
7500	28	19.68999	-66.98271	19.695488	-66.950455	11.6463175	2.399389513459839	0.2399389513459839
7500	29	19.695488	-66.950455	19.702055	-66.91183	11.692506	2.400775169766527	0.24007751697665272
7500	30	19.702055	-66.91183	19.70669	-66.88015	11.738226	2.40214678090582	0.24021467809058203
7500	31	19.70669	-66.88015	19.710445	-66.86253	11.77036	2.403110786365337	0.24031107863653373
7500	32	19.710445	-66.86253	19.714417	-66.82839	11.803998	2.4041199257161643	0.2404119925716164
7500	33	19.714417	-66.82839	19.718279	-66.798256	11.845549	2.4053664703787287	0.24053664703787286
7500	34	19.718279	-66.798256	19.722528	-66.76929	11.883847	2.40651542543621	0.24065154254362098
