
segment New_Zealand
-47.26718 167.60811
-47.265686 167.60558
-47.263348 167.60951
-47.25705 167.60712
-47.246895 167.61554
-47.244812 167.61507
-47.24427 167.60838
-47.24463 167.60536
-47.24591 167.59442
-47.248886 167.5894
-47.249306 167.58363
-47.252296 167.57896
-47.25966 167.58932
-47.262215 167.58032
-47.268456 167.5716
-47.27312 167.56844
-47.27556 167.56178
-47.27706 167.54984
-47.285202 167.54262
-47.28604 167.53612
-47.28527 167.52946
-47.28098 167.52113
-47.284122 167.49554
-47.280838 167.48914
-47.277008 167.49054
-47.272907 167.48624
-47.270187 167.48685
-47.269848 167.48453
-47.27924 167.47481
-47.279606 167.46803
-47.274597 167.45439
-47.262726 167.44585
-47.25551 167.44827
-47.2506 167.45586
-47.233097 167.459
-47.226234 167.46408
-47.214252 167.46767
-47.20816 167.48412
-47.200108 167.4883
-47.197166 167.49399
-47.19754 167.50385
-47.19805 167.51746
-47.193836 167.52528
-47.190918 167.52658
-47.186787 167.52162
-47.182583 167.5345
-47.173306 167.54688
-47.17242 167.55235
-47.173717 167.56534
-47.164692 167.5733
-47.15544 167.57155
-47.14898 167.57556
-47.147045 167.5734
-47.14774 167.56862
-47.156944 167.55963
-47.15703 167.5566
-47.151398 167.5538
-47.140957 167.57065
-47.13938 167.57619
-47.132435 167.57957
-47.129 167.57487
-47.125534 167.57422
-47.121372 167.57834
-47.11459 167.58035
-47.110504 167.58615
-47.108246 167.582
-47.10766 167.57434
-47.109364 167.56677
-47.099625 167.56439
-47.093178 167.559
-47.089954 167.55865
-47.086918 167.56232
-47.08216 167.57825
-47.071144 167.58774
-47.06632 167.59729
-47.05124 167.60423
-47.044903 167.61487
-47.03932 167.6181
-47.03615 167.62883
-47.033882 167.64691
-47.03957 167.67781
-47.04446 167.6894
-47.04293 167.706
-47.041046 167.70987
-47.03613 167.70767
-47.031044 167.7018
-47.030098 167.69115
-47.027252 167.68909
-47.023922 167.69142
-47.02193 167.698
-47.011013 167.688
-47.007957 167.6883
-47.00253 167.69989
-46.99807 167.69765
-46.99338 167.6904
-46.991352 167.68121
-46.98513 167.68552
-46.975254 167.68515
-46.973686 167.68094
-46.975323 167.67174
-46.972767 167.67097
-46.96945 167.67365
-46.96375 167.68427
-46.964188 167.70366
-46.961082 167.711
-46.96039 167.72078
-46.953285 167.73587
-46.944626 167.7471
-46.942284 167.74918
-46.927658 167.76215
-46.91982 167.76625
-46.905468 167.76831
-46.891254 167.76834
-46.87837 167.76224
-46.8728 167.75073
-46.86645 167.75737
-46.86047 167.75694
-46.853043 167.74997
-46.844246 167.74814
-46.840168 167.73918
-46.831795 167.73235
-46.829926 167.73082
-46.827396 167.72571
-46.81192 167.7232
-46.80399 167.71529
-46.799828 167.70467
-46.790787 167.69754
-46.78619 167.70233
-46.78242 167.71506
-46.77813 167.71648
-46.747063 167.70415
-46.741688 167.707
-46.737568 167.71709
-46.72817 167.72162
-46.725452 167.72293
-46.711163 167.72133
-46.706062 167.72516
-46.705517 167.73822
-46.70121 167.7443
-46.690174 167.75371
-46.689503 167.7691
-46.683105 167.78473
-46.68309 167.7894
-46.68671 167.79338
-46.688854 167.80017
-46.688667 167.8112
-46.692116 167.82153
-46.700893 167.83304
-46.698082 167.84698
-46.696888 167.84886
-46.689514 167.86046
-46.68509 167.85887
-46.681767 167.86153
-46.680466 167.86832
-46.681282 167.87624
-46.688 167.88293
-46.691254 167.88896
-46.691055 167.9
-46.694607 167.90765
-46.696835 167.92679
-46.704994 167.93503
-46.70709 167.94084
-46.70638 167.94557
-46.71297 167.95462
-46.720184 167.97264
-46.720062 167.98032
-46.729103 167.98128
-46.75208 167.98369
-46.76635 167.99539
-46.767536 168.00162
-46.772022 168.00455
-46.7776 168.00102
-46.778324 167.99663
-46.78659 168.0022
-46.79751 168.02122
-46.7978 168.0279
-46.79623 168.03404
-46.801414 168.03725
-46.80628 168.03313
-46.810448 168.03941
-46.816486 168.0412
-46.814236 168.04742
-46.81732 168.05188
-46.820103 168.05591
-46.820107 168.0666
-46.826958 168.07666
-46.827873 168.08192
-46.826744 168.0877
-46.834408 168.09003
-46.83525 168.08293
-46.838917 168.07758
-46.84875 168.08237
-46.851635 168.0801
-46.853733 168.08626
-46.85095 168.0962
-46.85142 168.10185
-46.858143 168.10893
-46.86048 168.12076
-46.85878 168.12392
-46.852074 168.12787
-46.857548 168.13808
-46.858475 168.14368
-46.86793 168.13985
-46.870193 168.13893
-46.87054 168.12553
-46.874752 168.12215
-46.878773 168.12512
-46.87934 168.1331
-46.87713 168.14032
-46.878 168.14459
-46.886604 168.14214
-46.888332 168.13965
-46.888935 168.12688
-46.892048 168.12459
-46.89774 168.12909
-46.89838 168.13339
-46.892365 168.15367
-46.891773 168.1614
-46.895054 168.16313
-46.89766 168.14883
-46.900444 168.14424
-46.90671 168.14067
-46.907413 168.13559
-46.903435 168.12312
-46.901596 168.11737
-46.901096 168.1057
-46.904236 168.09872
-46.904423 168.09235
-46.901752 168.08356
-46.902153 168.07149
-46.900894 168.06892
-46.904446 168.0609
-46.90402 168.05626
-46.897293 168.04382
-46.898975 168.04031
-46.90427 168.04619
-46.908207 168.04181
-46.915817 168.06038
-46.916588 168.05008
-46.915417 168.04416
-46.910717 168.03622
-46.9087 168.02136
-46.905518 168.01785
-46.900272 168.0121
-46.89875 168.01926
-46.89988 168.02417
-46.89603 168.03055
-46.891544 168.02226
-46.87517 168.01474
-46.87311 168.00958
-46.86763 168.00475
-46.86555 167.9939
-46.86816 167.99065
-46.870274 167.99179
-46.872864 167.99857
-46.877514 168.00015
-46.88495 167.99712
-46.88872 168.00479
-46.891445 168.00421
-46.892044 168.00215
-46.8888 167.9961
-46.88859 167.98607
-46.889774 167.98161
-46.895535 167.97707
-46.89631 167.96863
-46.900738 167.97023
-46.904774 167.96817
-46.906193 167.9744
-46.91046 167.97769
-46.92466 167.97737
-46.928623 167.97365
-46.931328 167.96738
-46.933056 167.95448
-46.93713 167.94809
-46.95966 167.92352
-46.964813 167.91568
-46.96764 167.91742
-46.96764 167.91742
-46.961388 167.93677
-46.954876 167.94508
-46.954163 167.95486
-46.949448 167.96234
-46.938774 167.96468
-46.941624 167.9721
-46.937378 167.97987
-46.927994 167.98543
-46.92183 168.0071
-46.922264 168.01173
-46.927574 168.01794
-46.930935 168.02667
-46.93537 168.02861
-46.94286 168.02155
-46.94864 168.02269
-46.94714 168.02637
-46.94367 168.03487
-46.943085 168.04263
-46.9459 168.05476
-46.945946 168.06647
-46.953526 168.0775
-46.95494 168.0891
-46.957565 168.0969
-46.95274 168.12346
-46.955734 168.12921
-46.966766 168.11917
-46.97105 168.09601
-46.981953 168.07332
-46.984432 168.07133
-46.989113 168.07358
-46.98612 168.08926
-46.990868 168.10928
-46.99018 168.12007
-46.985188 168.12656
-46.985954 168.13385
-46.969013 168.13974
-46.966644 168.1433
-46.96404 168.15761
-46.96635 168.15807
-46.97032 168.15436
-46.97189 168.1589
-46.972115 168.16425
-46.968014 168.1703
-46.955772 168.16806
-46.94761 168.17014
-46.936966 168.16774
-46.9295 168.17007
-46.925816 168.1751
-46.924137 168.18428
-46.91788 168.19354
-46.92371 168.20139
-46.925587 168.19151
-46.92933 168.18784
-46.934937 168.19034
-46.939125 168.18094
-46.94265 168.1776
-46.953125 168.176
-46.959656 168.18411
-46.966484 168.17747
-46.97082 168.1771
-46.977467 168.18253
-46.98537 168.19585
-46.991287 168.20609
-46.99053 168.20984
-46.99204 168.21306
-47.001972 168.20949
-47.003563 168.20366
-47.009907 168.20744
-47.013084 168.21219
-47.01173 168.22371
-47.01558 168.22806
-47.023872 168.21257
-47.02495 168.20543
-47.027176 168.20389
-47.03139 168.21156
-47.033703 168.21204
-47.03829 168.20659
-47.046467 168.20486
-47.04921 168.19925
-47.052567 168.19727
-47.056087 168.1993
-47.057896 168.20418
-47.062145 168.20715
-47.06417 168.2063
-47.06198 168.19876
-47.061226 168.19617
-47.053604 168.18376
-47.04277 168.17131
-47.041588 168.16504
-47.04302 168.16089
-47.04842 168.16946
-47.057976 168.1733
-47.059566 168.16208
-47.06312 168.15942
-47.065025 168.15019
-47.066742 168.16916
-47.076523 168.17834
-47.07806 168.18224
-47.07902 168.19423
-47.078144 168.20068
-47.08911 168.21399
-47.09335 168.21913
-47.09631 168.21317
-47.092766 168.2051
-47.093075 168.196
-47.089695 168.19194
-47.08365 168.18979
-47.083614 168.17804
-47.07777 168.16985
-47.07786 168.16112
-47.082546 168.15263
-47.077812 168.14366
-47.07814 168.14061
-47.08954 168.14462
-47.095158 168.15283
-47.099823 168.15477
-47.11208 168.15198
-47.11371 168.14714
-47.108517 168.1382
-47.107407 168.1328
-47.10347 168.12724
-47.102448 168.11928
-47.09841 168.11058
-47.09597 168.09099
-47.098026 168.0908
-47.102505 168.09912
-47.10362 168.1091
-47.106983 168.1182
-47.111805 168.1238
-47.112457 168.12845
-47.11534 168.13155
-47.119164 168.12985
-47.118584 168.11613
-47.113777 168.10548
-47.112507 168.08646
-47.1057 168.07735
-47.105087 168.06833
-47.106113 168.06555
-47.11082 168.06285
-47.116325 168.06326
-47.119335 168.05862
-47.11465 168.04562
-47.116234 168.03976
-47.12394 168.04309
-47.125893 168.04056
-47.12583 168.02847
-47.123615 168.0196
-47.116077 168.01492
-47.117367 168.00238
-47.113197 167.99605
-47.11349 167.99232
segment New_Zealand
-46.800358 168.51021
-46.79131 168.50162
-46.78705 168.50398
-46.784027 168.5029
-46.77833 168.48634
-46.78176 168.48038
-46.780407 168.47516
-46.777737 168.47137
-46.773815 168.4707
-46.770233 168.47868
-46.76988 168.48706
-46.76703 168.4903
-46.76468 168.48883
-46.758007 168.4767
-46.755936 168.48221
-46.756374 168.48752
-46.761436 168.49376
-46.760864 168.50249
-46.749146 168.51915
-46.741623 168.51443
-46.739285 168.51802
-46.738167 168.51973
-46.737984 168.52675
-46.740894 168.53084
-46.747612 168.53262
-46.75115 168.541
-46.754158 168.54175
-46.764633 168.53421
-46.768986 168.53418
-46.771236 168.539
-46.774906 168.53903
-46.77847 168.52472
-46.781902 168.51875
-46.78724 168.51465
-46.798393 168.51271
-46.800358 168.51021
segment New_Zealand
-46.792194 167.64395
-46.791145 167.62634
-46.78837 167.62094
-46.787567 167.61368
-46.784737 167.61195
-46.779247 167.61319
-46.776794 167.61374
-46.7702 167.61006
-46.761112 167.59727
-46.748703 167.6065
-46.747795 167.61162
-46.75394 167.62035
-46.750206 167.62874
-46.7486 167.63857
-46.75037 167.64207
-46.7551 167.64026
-46.75906 167.64154
-46.761456 167.64865
-46.759834 167.65816
-46.763687 167.66212
-46.771404 167.66035
-46.777054 167.66348
-46.779305 167.6626
-46.78087 167.65675
-46.792194 167.64395
segment New_Zealand
-46.77303 168.56721
-46.77277 168.56056
-46.769455 168.55783
-46.76627 168.55843
-46.76324 168.56302
-46.763016 168.56905
-46.76609 168.57146
-46.77303 168.56721
segment New_Zealand
-46.83961 168.21822
-46.83806 168.21402
-46.82764 168.2116
-46.825455 168.21413
-46.826107 168.21875
-46.829174 168.22081
-46.832718 168.21783
-46.83961 168.21822
segment New_Zealand
-46.91396 168.23137
-46.913067 168.22643
-46.911415 168.22523
-46.89923 168.23535
-46.89867 168.2384
-46.90163 168.2435
-46.91167 168.24797
-46.91396 168.23137
segment New_Zealand
-46.917152 168.15445
-46.91597 168.1482
-46.91333 168.14542
-46.910133 168.1457
-46.907833 168.15094
-46.913036 168.16017
-46.91528 168.15897
-46.917152 168.15445
segment New_Zealand
-46.93527 168.13307
-46.934444 168.12444
-46.93019 168.12148
-46.92641 168.11345
-46.924656 168.11528
-46.923115 168.12212
-46.92361 168.12843
-46.928318 168.1367
-46.929527 168.14899
-46.93322 168.15501
-46.93527 168.13307
segment New_Zealand
-46.93741 167.68484
-46.94079 167.6835
-46.94313 167.6796
-46.942375 167.66827
-46.940353 167.66914
-46.936844 167.67754
-46.93741 167.68484
segment New_Zealand
-46.963364 167.67592
-46.96321 167.67259
-46.953747 167.67117
-46.95222 167.66798
-46.948402 167.6697
-46.948193 167.67508
-46.95346 167.67992
-46.959442 167.68033
-46.963364 167.67592
segment New_Zealand
-47.15464 167.4008
-47.152214 167.39803
-47.14918 167.4017
-47.144928 167.39912
-47.13888 167.4021
-47.13585 167.41049
-47.141926 167.41289
-47.153122 167.40735
-47.15464 167.4008
segment New_Zealand
-47.203575 167.69995
-47.194355 167.69884
-47.189438 167.69159
-47.185696 167.68994
-47.17616 167.69693
-47.175735 167.7027
-47.178204 167.71153
-47.18446 167.71799
-47.1889 167.71991
-47.19339 167.71777
-47.196976 167.71103
-47.200825 167.70999
-47.203655 167.70668
-47.203575 167.69995
segment New_Zealand
-47.208824 167.67453
-47.208244 167.6719
-47.203255 167.66801
-47.203495 167.66328
-47.195133 167.67589
-47.196278 167.68082
-47.20536 167.67891
-47.207825 167.67766
-47.208824 167.67453
segment New_Zealand
-47.221447 167.66487
-47.220802 167.66089
-47.214138 167.6555
-47.212715 167.64958
-47.20993 167.64885
-47.204082 167.65616
-47.2104 167.66394
-47.221447 167.66487
segment New_Zealand
-47.217705 167.38686
-47.217037 167.37782
-47.214626 167.37538
-47.208794 167.38274
-47.207615 167.3916
-47.21247 167.39716
-47.214916 167.39555
-47.217705 167.38686
segment New_Zealand
-47.258255 167.39577
-47.2512 167.3874
-47.250225 167.38144
-47.243923 167.37907
-47.227543 167.40065
-47.22379 167.41315
-47.221695 167.42683
-47.22327 167.43576
-47.227345 167.43939
-47.22956 167.4378
-47.23113 167.43227
-47.23786 167.4245
-47.240227 167.4165
-47.24541 167.41461
-47.250107 167.40268
-47.257896 167.39783
-47.258255 167.39577
segment New_Zealand
-48.0 166.56494
-48.000618 166.56557
-48.001747 166.56728
-48.003334 166.56833
-48.00582 166.57178
-48.008095 166.57318
-48.009438 166.57661
-48.010784 166.57936
-48.012848 166.57837
-48.014 166.57703
-48.01538 166.57568
-48.0179 166.57504
-48.01951 166.57372
-48.01747 166.57129
-48.014294 166.56886
-48.010876 166.56778
-48.00997 166.5664
-48.00884 166.56535
-48.007477 166.56465
-48.006817 166.56123
-48.007523 166.55852
-48.009354 166.55821
-48.012096 166.55759
-48.013252 166.5559
-48.013508 166.55249
-48.014668 166.55013
-48.01628 166.54811
-48.017002 166.5437
-48.01566 166.54027
-48.015244 166.5348
-48.01433 166.53445
-48.012947 166.53613
-48.01225 166.53816
-48.01107 166.54292
-48.010582 166.547
-48.009426 166.54903
-48.00757 166.55273
-48.006428 166.55272
-48.003662 166.55574
-48.00183 166.55638
-48.0 166.55663
-48.0 166.56494
segment New_Zealand
-44.736427 167.58838
-44.7367 167.59392
-44.742275 167.60466
-44.75509 167.61311
-44.75633 167.61977
-44.770206 167.6265
-44.77504 167.62668
-44.78253 167.62016
-44.78102 167.6174
-44.774326 167.61674
-44.761177 167.60608
-44.757214 167.60484
-44.756195 167.60751
-44.75409 167.60675
-44.747684 167.6011
-44.74353 167.59744
-44.736427 167.58838
segment New_Zealand
-40.682026 173.98228
-40.679287 173.98105
-40.676067 173.98282
-40.673733 173.9894
-40.667755 173.99294
-40.668644 173.99657
-40.675713 174.00116
-40.679394 173.9985
-40.682026 173.98228
segment New_Zealand
-40.764175 173.9887
-40.763294 173.98357
-40.752754 173.98465
-40.74927 173.99153
-40.754063 173.994
-40.764175 173.9887
segment New_Zealand
-40.765163 173.82903
-40.757168 173.82623
-40.756237 173.82864
-40.765163 173.82903
segment New_Zealand
-40.769516 173.97792
-40.77751 173.98042
-40.78205 173.98651
-40.783432 173.98502
-40.78004 173.97894
-40.771137 173.97491
-40.769516 173.97792
segment New_Zealand
-40.78769 173.96518
-40.78064 173.95816
-40.774197 173.9629
-40.773697 173.96893
-40.775753 173.96985
-40.78769 173.96518
segment New_Zealand
-40.900955 174.10088
-40.894558 174.09898
-40.89276 174.09473
-40.88564 174.09735
-40.8847 174.10036
-40.887894 174.1019
-40.891563 174.10104
-40.89725 174.10565
-40.899784 174.10419
-40.900955 174.10088
segment New_Zealand
-40.91208 174.05392
-40.905922 174.05083
-40.90198 174.05711
-40.899803 174.07248
-40.891945 174.08173
-40.895363 174.0842
-40.89789 174.08302
-40.904823 174.07466
-40.904194 174.06711
-40.9081 174.06564
-40.907917 174.0596
-40.91208 174.05392
segment New_Zealand
-40.765163 173.82903
-40.77085 173.83601
-40.76372 173.84196
-40.75848 173.8371
-40.756416 173.83798
-40.754314 173.84518
-40.751083 173.84967
-40.734283 173.86487
-40.739532 173.86763
-40.74131 173.87668
-40.74729 173.87193
-40.754395 173.8714
-40.76358 173.86636
-40.769344 173.8598
-40.776665 173.86047
-40.77799 173.86923
-40.78164 173.87138
-40.786926 173.86812
-40.807793 173.8629
-40.809612 173.86443
-40.807755 173.86923
-40.802013 173.8722
-40.79947 173.87639
-40.794884 173.87784
-40.793488 173.88115
-40.78569 173.88318
-40.78292 173.88705
-40.78607 173.89583
-40.794067 173.89923
-40.80163 173.8984
-40.804596 173.89966
-40.805035 173.90266
-40.800907 173.90384
-40.796337 173.90228
-40.784637 173.90576
-40.783245 173.90907
-40.787067 173.91995
-40.785675 173.92326
-40.781116 173.91989
-40.775352 173.92586
-40.77146 173.92612
