
segment New_Zealand
-35.20776 173.97717
-35.20839 173.9811
-35.22389 173.97958
-35.22555 173.97942
-35.221485 173.98177
-35.222195 173.98512
-35.210728 173.9861
-35.205765 173.99623
-35.205135 174.00269
-35.209103 174.01047
-35.203182 174.01585
-35.204365 174.02003
-35.208282 174.02196
-35.206253 174.02617
-35.211407 174.03693
-35.218525 174.03998
-35.215965 174.04366
-35.21147 174.04193
-35.207726 174.03763
-35.201122 174.04414
-35.210644 174.05774
-35.208073 174.06743
-35.2089 174.06767
-35.209568 174.06786
-35.211372 174.06328
-35.21458 174.06218
-35.217976 174.05653
-35.222553 174.05481
-35.22716 174.05727
-35.23322 174.06812
-35.238308 174.07338
-35.242912 174.07529
-35.251595 174.07014
-35.25552 174.07318
-35.250957 174.07687
-35.253056 174.08076
-35.257645 174.081
-35.26341 174.08401
-35.26726 174.0781
-35.263515 174.06218
-35.269722 174.06995
-35.27085 174.06769
-35.26975 174.05672
-35.27324 174.05096
-35.272778 174.05766
-35.278183 174.0662
-35.273636 174.07185
-35.273453 174.07745
-35.28001 174.0942
-35.283707 174.09723
-35.29635 174.09988
-35.307697 174.1132
-35.312763 174.1154
-35.316193 174.11368
-35.32345 174.10239
-35.33324 174.09274
-35.327877 174.11131
-35.328808 174.11298
-35.32988 174.11194
-35.335186 174.10675
-35.339546 174.10669
-35.33798 174.11205
-35.34173 174.11357
-35.34095 174.11693
-35.342915 174.12091
-35.334126 174.11824
-35.329556 174.12082
-35.32359 174.12088
-35.31972 174.12514
-35.319748 174.1285
-35.315407 174.13106
-35.337322 174.13406
-35.3265 174.14159
-35.3316 174.14854
-35.330982 174.15808
-35.335358 174.16055
-35.333584 174.16525
-35.33803 174.17052
-35.330376 174.16957
-35.32974 174.17659
-35.326736 174.17381
-35.325253 174.16898
-35.324856 174.16768
-35.325268 174.16122
-35.3273 174.15672
-35.326572 174.1514
-35.318275 174.14578
-35.32131 174.15341
-35.31579 174.15152
-35.316986 174.15878
-35.313797 174.1619
-35.315224 174.16861
-35.311806 174.17229
-35.313923 174.17955
-35.320366 174.18173
-35.317177 174.18512
-35.317947 174.19661
-35.3254 174.21307
-35.3284 174.215
-35.335957 174.21269
-35.33872 174.21378
-35.33786 174.22276
-35.3334 174.22559
-35.326206 174.23016
-35.324814 174.22765
-35.32498 174.21867
-35.318756 174.21454
-35.314667 174.22046
-35.312584 174.21796
-35.312298 174.20955
-35.30865 174.21295
-35.307026 174.21045
-35.309483 174.2006
-35.307636 174.19896
-35.302658 174.20937
-35.30082 174.20883
-35.29712 174.21138
-35.296074 174.21574
-35.29415 174.21545
-35.29355 174.21078
-35.296684 174.20859
-35.302334 174.19565
-35.303463 174.19533
-35.308746 174.1939
-35.30527 174.18889
-35.29954 174.19006
-35.303356 174.1777
-35.30102 174.17212
-35.290623 174.16214
-35.29151 174.1585
-35.294987 174.16293
-35.30164 174.16258
-35.303917 174.16005
-35.29836 174.15338
-35.30385 174.1508
-35.30632 174.14377
-35.305386 174.14154
-35.298027 174.13937
-35.305534 174.1306
-35.30641 174.12527
-35.305004 174.12137
-35.29972 174.12059
-35.29441 174.11617
-35.291824 174.11769
-35.29007 174.11873
-35.28451 174.11235
-35.280643 174.1166
-35.280922 174.12303
-35.28696 174.13249
-35.286564 174.1409
-35.283596 174.14288
-35.279915 174.14153
-35.276432 174.13652
-35.27455 174.13039
-35.26625 174.12515
-35.265057 174.11928
-35.24847 174.11078
-35.241837 174.11337
-35.240707 174.1159
-35.241642 174.11813
-35.24627 174.12285
-35.248837 174.12898
-35.25436 174.13087
-35.260387 174.13893
-35.259872 174.14055
-35.258144 174.14595
-35.25931 174.14874
-35.264618 174.1526
-35.265373 174.16185
-35.271126 174.16347
-35.274864 174.17294
-35.272167 174.18082
-35.27313 174.18726
-35.271297 174.18755
-35.268753 174.18477
-35.270073 174.17693
-35.26614 174.17249
-35.263844 174.17223
-35.262028 174.17476
-35.262535 174.18176
-35.265102 174.1876
-35.270645 174.1926
-35.273212 174.199
-35.27851 174.20204
-35.27969 174.20624
-35.27878 174.2082
-35.271877 174.20491
-35.269817 174.20576
-35.27053 174.20969
-35.264145 174.21535
-35.262066 174.21341
-35.26087 174.20642
-35.258564 174.20448
-35.255146 174.20815
-35.25307 174.2065
-35.250008 174.19533
-35.254116 174.19193
-35.250645 174.18803
-35.248123 174.18806
-35.24907 174.19254
-35.245422 174.19565
-35.24801 174.20457
-35.246685 174.2127
-35.243954 174.21555
-35.242863 174.22423
-35.24449 174.22757
-35.24383 174.23178
-35.245445 174.2326
-35.252304 174.2289
-35.25438 174.23056
-35.250557 174.24236
-35.25774 174.25266
-35.258236 174.25853
-35.25643 174.2633
-35.253693 174.26102
-35.251125 174.25887
-35.24923 174.24992
-35.245792 174.2508
-35.244637 174.24913
-35.24365 174.23878
-35.24001 174.24358
-35.235157 174.23886
-35.233578 174.2428
-35.23548 174.25313
-35.232983 174.25708
-35.229992 174.25598
-35.22704 174.26077
-35.2201 174.25244
-35.217133 174.25443
-35.21925 174.26253
-35.227303 174.26608
-35.227787 174.27
-35.224377 174.27507
-35.22511 174.28178
-35.22191 174.28404
-35.221703 174.28741
-35.214825 174.28886
-35.210716 174.29227
-35.20639 174.29082
-35.203358 174.28981
-35.2013 174.2915
-35.19997 174.2988
-35.19632 174.30219
-35.192417 174.30194
-35.187325 174.29471
-35.183685 174.30034
-35.181023 174.31546
-35.182 174.32497
-35.17995 174.32777
-35.172165 174.33064
-35.191044 174.34167
-35.19054 174.33357
-35.194637 174.32794
-35.1932 174.31787
-35.206 174.30937
-35.21013 174.30905
-35.211338 174.3194
-35.213615 174.3163
-35.218655 174.31487
-35.21539 174.30594
-35.217445 174.30424
-35.21974 174.30505
-35.22271 174.3025
-35.223595 174.2969
-35.23228 174.29152
-35.23761 174.2993
-35.234425 174.30382
-35.236286 174.308
-35.237892 174.30855
-35.241062 174.30095
-35.244267 174.29953
-35.2495 174.29248
-35.251133 174.29668
-35.250927 174.30087
-35.2473 174.30762
-35.24806 174.31966
-35.25105 174.32076
-35.254227 174.31512
-35.2534 174.30505
-35.253235 174.30309
-35.2555 174.29803
-35.2713 174.29257
-35.28466 174.30058
-35.294815 174.30974
-35.302853 174.31107
-35.322506 174.33585
-35.325203 174.36665
-35.318344 174.37091
-35.317677 174.3751
-35.320675 174.37524
-35.328236 174.3756
-35.33073 174.36969
-35.329754 174.35933
-35.334305 174.35257
-35.33705 174.35114
-35.342117 174.35419
-35.346508 174.35976
-35.346092 174.36732
-35.348427 174.3746
-35.35212 174.3785
-35.35741 174.38098
-35.361538 174.38039
-35.368164 174.37473
-35.375755 174.37859
-35.378944 174.37436
-35.373592 174.36038
-35.352924 174.35774
-35.352318 174.3571
-35.34738 174.3519
-35.346664 174.34686
-35.348934 174.34264
-35.34799 174.3376
-35.33741 174.33405
-35.33556 174.33153
-35.341732 174.32727
-35.33642 174.32088
-35.330196 174.317
-35.330864 174.31363
-35.32155 174.30768
-35.31946 174.30214
-35.325077 174.30527
-35.328506 174.30272
-35.33844 174.31413
-35.34396 174.31604
-35.346313 174.32556
-35.34839 174.32779
-35.35068 174.32692
-35.35405 174.31456
-35.35405 174.31456
-35.35936 174.32011
-35.3603 174.32347
-35.355057 174.3294
-35.363373 174.33887
-35.37371 174.34131
-35.38016 174.34546
-35.387726 174.34372
-35.390713 174.34482
-35.39488 174.35095
-35.398315 174.34981
-35.402695 174.35313
-35.414192 174.35698
-35.415348 174.35864
-35.414246 174.36708
-35.41519 174.37212
-35.419575 174.376
-35.422527 174.36633
-35.42318 174.3642
-35.431435 174.363
-35.435127 174.36662
-35.436535 174.37251
-35.43267 174.379
-35.433372 174.3818
-35.42952 174.39024
-35.430233 174.3953
-35.437115 174.39468
-35.44058 174.39859
-35.442 174.40784
-35.436325 174.4191
-35.433353 174.42165
-35.428062 174.41916
-35.424393 174.41946
-35.42766 174.43066
-35.42927 174.43178
-35.438198 174.42667
-35.447613 174.42801
-35.45828 174.43216
-35.4628 174.43631
-35.46677 174.4506
-35.472496 174.44775
-35.47572 174.45027
-35.4879 174.45383
-35.490025 174.46674
-35.493935 174.46867
-35.49944 174.4678
-35.506336 174.47057
-35.51303 174.47867
-35.515556 174.47893
-35.516235 174.47723
-35.509533 174.46661
-35.50836 174.46156
-35.50955 174.45998
-35.50955 174.45998
-35.514587 174.4599
-35.514587 174.4599
-35.513638 174.46124
-35.51342 174.46378
-35.533367 174.46027
-35.548542 174.46635
-35.55523 174.47278
-35.56242 174.49043
-35.562664 174.49324
-35.559467 174.49664
-35.560402 174.50085
-35.558586 174.50563
-35.560436 174.50844
-35.563652 174.50954
-35.569836 174.50613
-35.574062 174.50676
-35.57967 174.5122
-35.573067 174.5106
-35.570087 174.51204
-35.56942 174.51682
-35.581158 174.52461
-35.58487 174.53387
-35.59497 174.5355
-35.602562 174.5394
-35.60851 174.53487
-35.614494 174.53961
-35.616093 174.53763
-35.616535 174.53397
-35.613533 174.52864
-35.613056 174.52472
-35.62386 174.52943
-35.62205 174.5359
-35.626427 174.53899
-35.63607 174.54033
-35.64101 174.53828
-35.641567 174.53806
-35.643612 174.53325
-35.63228 174.51166
-35.631508 174.50708
-35.631508 174.50708
-35.635975 174.50702
-35.635975 174.50702
-35.635715 174.51108
-35.640766 174.51161
-35.650127 174.50002
-35.65334 174.49971
-35.66002 174.50615
-35.66752 174.50116
-35.66752 174.50116
-35.67362 174.50107
-35.67362 174.50107
-35.671665 174.50357
-35.68871 174.5071
-35.71469 174.51848
-35.719963 174.51732
-35.720165 174.51056
-35.71781 174.49706
-35.726986 174.49672
-35.727562 174.4903
-35.73217 174.4949
-35.733604 174.48851
-35.73568 174.49075
-35.736427 174.50342
-35.73345 174.50542
-35.724503 174.50546
-35.724293 174.5143
-35.724113 174.5218
-35.731705 174.52599
-35.740234 174.53552
-35.748695 174.52899
-35.749363 174.52364
-35.75255 174.51714
-35.753063 174.53476
-35.75488 174.53941
-35.748722 174.53546
-35.74689 174.5366
-35.744858 174.54422
-35.740967 174.5465
-35.736607 174.54625
-35.7313 174.5395
-35.72764 174.54234
-35.719227 174.56183
-35.720837 174.56267
-35.725876 174.5601
-35.732494 174.55106
-35.737316 174.55243
-35.74584 174.56
-35.74744 174.55858
-35.74695 174.55069
-35.75338 174.55179
-35.765564 174.55736
-35.76715 174.55312
-35.769897 174.55113
-35.776344 174.55588
-35.79445 174.54987
-35.80616 174.55206
-35.819492 174.5579
-35.83109 174.56622
-35.83353 174.56798
-35.85564 174.59015
-35.858383 174.58647
-35.862247 174.57657
-35.86127 174.56163
-35.86309 174.55682
-35.861168 174.53539
-35.86297 174.52692
-35.855824 174.51933
-35.851925 174.51993
-35.84439 174.52985
-35.836807 174.52678
-35.83013 174.52174
-35.830208 174.52118
-35.832798 174.50171
-35.832314 174.49522
-35.831547 174.49469
-35.831547 174.49469
-35.83958 174.49316
-35.83958 174.49316
-35.83989 174.49602
-35.841736 174.49855
-35.848618 174.49794
-35.859573 174.48462
-35.878777 174.46925
-35.903744 174.45921
-35.90531 174.451
-35.908073 174.45241
-35.911083 174.45859
-35.924385 174.45653
-35.952175 174.46199
-35.980686 174.47339
-35.998173 174.48401
-36.02739 174.50107
-36.03085 174.505
-36.03572 174.51741
-36.041267 174.52672
-36.051872 174.53853
-36.050285 174.54279
-36.051685 174.549
-36.050327 174.5541
-36.051743 174.56398
-36.0481 174.57137
-36.048595 174.58098
-36.052067 174.58916
-36.05529 174.59169
-36.06171 174.58961
-36.063313 174.5891
-36.067913 174.5922
-36.07548 174.59158
-36.083534 174.59749
-36.085598 174.59662
-36.085693 174.5948
-36.085693 174.5948
-36.090538 174.60066
-36.090538 174.60066
-36.09089 174.60112
-36.12904 174.61792
-36.14077 174.62636
-36.156883 174.64186
-36.16585 174.64806
-36.172966 174.64859
-36.18677 174.661
-36.189316 174.66666
-36.191532 174.66876
-36.218994 174.69487
-36.238102 174.71861
-36.243153 174.7186
-36.245003 174.72511
-36.25675 174.74237
-36.25792 174.75342
-36.268528 174.77779
-36.26898 174.78287
-36.270405 174.79904
-36.27846 174.8132
-36.282597 174.8149
-36.290394 174.8129
-36.28694 174.80667
-36.294506 174.8041
-36.30481 174.79187
-36.30848 174.79102
-36.319733 174.7958
-36.31994 174.7836
-36.318783 174.78049
-36.310425 174.7764
-36.305763 174.7845
-36.301933 174.7826
-36.307682 174.77397
-36.31393 174.7646
-36.31023 174.75072
-36.31551 174.75098
-36.329475 174.73845
-36.333145 174.73787
-36.332924 174.74043
-36.320557 174.75182
-36.320107 174.75465
-36.324245 174.75833
-36.334103 174.75433
-36.34237 174.75687
-36.349495 174.7628
-36.355453 174.75966
-36.355927 174.76619
-36.36007 174.77158
-36.35525 174.77328
-36.3535 174.77646
-36.352737 174.77783
-36.344227 174.7685
-36.339176 174.76567
-36.32977 174.76654
-36.31785 174.77168
-36.31992 174.77452
-36.341038 174.77788
-36.350235 174.7892
-36.35049 174.80112
-36.362225 174.82011
-36.367065 174.83374
-36.366615 174.83942
-36.365177 174.84254
-36.363873 174.84538
-36.36549 174.85362
-36.36228 174.8576
-36.36298 174.86299
-36.36734 174.86583
-36.370323 174.8644
-36.370544 174.85843
-36.375126 174.85219
-36.377174 174.8431
-36.37692 174.82463
-36.375305 174.82037
-36.379646 174.81099
-36.37849 174.80617
-36.381466 174.80162
-36.37847 174.79538
-36.37457 174.79538
-36.37479 174.7897
-36.378456 174.788
-36.388096 174.78938
-36.389927 174.78711
-36.38808 174.78143
-36.382797 174.77832
-36.384598 174.77579
-36.38783 174.77121
-36.39196 174.77092
-36.39148 174.76183
-36.385284 174.76042
-36.382748 174.75447
-36.38687 174.7519
-36.391926 174.75473
-36.393295 174.7516
-36.392136 174.7462
-36.39465 174.74193
-36.391186 174.7337
-36.388893 174.73315
-36.387978 174.73486
-36.386127 174.7289
-36.382683 174.72691
-36.378784 174.7292
-36.37835 174.73773
-36.367638 174.73804
-36.371223 174.73293
-36.363186 174.73096
-36.36547 174.72726
-36.350742 174.71822
-36.349846 174.71767
-36.34546 174.71301
-36.351215 174.71425
-36.35949 174.7199
-36.367294 174.72214
-36.369587 174.72072
-36.373955 174.72354
-36.3806 174.72096
-36.383816 174.72153
-36.386787 174.71811
-36.38586 174.71413
-36.3764 174.7074
-36.388603 174.71043
-36.389988 174.71298
-36.390934 174.72377
-36.398987 174.7334
-36.40174 174.73367
-36.409523 174.72626
-36.41714 174.72827
-36.41802 174.7285
-36.422848 174.73218
-36.42355 174.73758
-36.43021 174.74126
-36.435276 174.74806
-36.43208 174.75574
-36.438515 174.76056
-36.43921 174.76367
-36.436462 174.76682
-36.43739 174.77051
-36.434414 174.77393
-36.43488 174.77791
-36.440613 174.7756
-36.444035 174.76595
-36.44884 174.76024
-36.45871 174.76192
-36.46169 174.76077
-36.464203 174.75621
-36.470165 174.75449
-36.474747 174.75078
-36.48874 174.74931
-36.491943 174.74646
-36.492313 174.7455
-36.494453 174.73991
-36.500645 174.73846
-36.502926 174.73306
-36.49581 174.73251
-36.49375 174.73508
-36.488926 174.73196
-36.486176 174.73311
-36.48688 174.73936
-36.478325 174.73907
-36.47721 174.74048
-36.48106 174.74489
-36.479496 174.74602
-36.46991 174.74312
-36.465557 174.74655
-36.460957 174.74144
-36.45047 174.73659
-36.456352 174.73407
-36.468975 174.73573
-36.485283 174.72633
-36.487637 174.72229
-36.475838 174.72661
-36.46826 174.72522
-36.468502 174.72977
-36.46494 174.73267
-36.46001 174.72894
-36.449455 174.72954
-36.441635 174.7219
-36.440266 174.72417
-36.432007 174.7242
-36.432224 174.71994
-36.428318 174.71768
-36.421665 174.71855
-36.41845 174.71686
-36.421417 174.71144
-36.428062 174.7083
-36.420223 174.69327
-36.41287 174.68903
-36.41058 174.68423
-36.417454 174.68732
-36.418434 174.68358
-36.416355 174.6761
-36.419056 174.67691
-36.42179 174.68216
-36.4232 174.69012
-36.426872 174.69182
-36.428703 174.69067
-36.43075 174.68356
-36.432587 174.6844
-36.43353 174.69264
-36.430782 174.6955
-36.43125 174.69948
-36.43609 174.706
-36.439983 174.7037
-36.4432 174.70512
-36.442257 174.6963
-36.44565 174.69022
-36.44746 174.69658
-36.45101 174.70908
-36.4549 174.7045
-36.45626 174.69824
-36.459923 174.69482
-36.462013 174.68726
-36.46516 174.6875
-36.46313 174.69424
-36.46636 174.69907
-36.461334 174.70874
-36.460888 174.71245
-36.470074 174.71611
-36.470745 174.70956
-36.473038 174.70842
-36.477867 174.7138
-36.48062 174.71379
-36.483597 174.71123
-36.475777 174.703
-36.473698 174.69875
-36.47345 174.69221
-36.47907 174.68594
-36.479023 174.68011
-36.481472 174.67729
-36.481262 174.67986
-36.480854 174.68481
-36.48262 174.68877
-36.47896 174.69191
-36.483562 174.69786
-36.482883 174.70128
-36.484272 174.70554
-36.48726 174.70723
-36.49321 174.70238
-36.493015 174.71574
-36.496685 174.71487
-36.511158 174.72165
-36.512085 174.7262
-36.514156 174.72818
-36.516903 174.72562
-36.511143 174.7154
-36.509083 174.7073
-36.516422 174.71623
-36.519638 174.71764
-36.531322 174.71106
-36.538338 174.71298
-36.540504 174.7136
-36.53935 174.70168
-36.54301 174.70674
-36.545994 174.70616
-36.553116 174.70956
-36.55517 174.70528
-36.56068 174.70724
-36.563194 174.70383
-36.561577 174.69899
-36.56294 174.69472
-36.56546 174.69328
-36.56959 174.69441
-36.57693 174.69324
-36.593243 174.70087
-36.597363 174.69716
-36.595055 174.69261
-36.59595 174.6849
-36.59135 174.68037
-36.59157 174.67752
-36.595688 174.67323
-36.600758 174.67976
-36.60498 174.67827
-36.602787 174.68239
-36.60009 174.68745
-36.600803 174.69714
-36.59486 174.70514
-36.59556 174.70941
-36.60014 174.70654
-36.60359 174.70853
-36.622234 174.73325
-36.622017 174.73894
-36.617897 174.74352
-36.624794 174.74919
-36.62572 174.75345
-36.62436 174.76001
-36.61726 174.76544
-36.610374 174.7649
-36.60671 174.76747
-36.60512 174.77516
-36.601913 174.77716
-36.600872 174.78717
-36.60079 174.788
-36.597137 174.79825
-36.597847 174.8105
-36.591892 174.81648
-36.591213 174.82161
-36.593975 174.82816
-36.593983 174.83272
-36.59949 174.8327
-36.604313 174.83498
-36.619213 174.82811
-36.620125 174.82384
-36.61484 174.82071
-36.614372 174.81558
-36.61689 174.81158
-36.609314 174.80905
-36.60793 174.80307
-36.61481 174.80276
-36.619164 174.80019
-36.62261 174.8016
-36.62719 174.79817
-36.629013 174.7919
-36.627087 174.7913
-36.618225 174.78851
-36.618446 174.78368
-36.623714 174.77939
-36.622787 174.77568
-36.62438 174.76799
-36.628273 174.76598
-36.635155 174.76567
-36.636528 174.76367
-36.63675 174.7594
-36.639496 174.75655
-36.639946 174.75342
-36.63741 174.74744
-36.63832 174.74487
-36.64565 174.73915
-36.646328 174.73544
-36.642647 174.7309
-36.64172 174.72691
-36.625404 174.71614
-36.621033 174.71103
-36.61575 174.70905
-36.612507 174.69766
-36.61651 174.6908
-36.615498 174.70021
-36.61757 174.70248
-36.623104 174.69934
-36.621017 174.7059
-36.62378 174.70874
-36.642624 174.72092
-36.65273 174.72545
-36.656628 174.724
-36.660072 174.72542
-36.661808 174.72386
-36.665794 174.72028
-36.666245 174.71713
-36.669445 174.71284
-36.669655 174.70486
-36.671715 174.70372
-36.676083 174.70656
-36.67106 174.71512
-36.67199 174.72139
-36.66878 174.72282
-36.668335 174.7271
-36.66101 174.73454
-36.66148 174.73938
-36.664246 174.7445
-36.684902 174.74757
-36.69364 174.75667
-36.69455 174.75267
-36.70142 174.74667
-36.707848 174.74808
-36.714493 174.74548
-36.718163 174.7476
-36.72575 174.75201
-36.730564 174.74971
-36.753765 174.76448
-36.75996 174.76361
-36.77168 174.77242
-36.78728 174.77351
-36.7997 174.78862
-36.8105 174.79715
-36.815563 174.806
-36.8174 174.80742
-36.820377 174.80513
-36.82597 174.80923
-36.82773 174.81053
-36.83117 174.80968
-36.82953 174.80743
-36.82953 174.80743
-36.84477 174.81255
-36.84477 174.81255
-36.844025 174.81335
-36.847248 174.82164
-36.84703 174.8282
-36.85119 174.84677
-36.8457 174.85793
-36.84502 174.86507
-36.849163 174.87506
-36.85559 174.87962
-36.86201 174.87732
-36.86752 174.87961
-36.873898 174.88544
-36.87417 174.87701
-36.876686 174.87044
-36.880356 174.87015
-36.88975 174.86328
-36.895756 174.86444
-36.897095 174.8647
-36.911526 174.84923
-36.915653 174.84837
-36.918873 174.8535
-36.919075 174.85707
-36.924385 174.85808
-36.928513 174.85606
-36.932167 174.84518
-36.9356 174.84119
-36.93767 174.84404
-36.936993 174.85176
-36.94181 174.85233
-36.946857 174.8506
-36.955563 174.84258
-36.959236 174.84428
-36.962444 174.84227
-36.965656 174.8437
-36.965893 174.84656
-36.96406 174.84972
-36.96039 174.84886
-36.950996 174.85774
-36.949345 174.8668
-36.94849 174.87148
-36.959965 174.87575
-36.95424 174.88177
-36.950108 174.8792
-36.948612 174.8803
-36.948883 174.88812
-36.94616 174.88312
-36.94635 174.87724
-36.942333 174.8812
-36.94116 174.87663
-36.944122 174.86375
-36.9432 174.85947
-36.940445 174.85948
-36.936325 174.86577
-36.931282 174.86836
-36.92485 174.86293
-36.92279 174.86636
-36.924633 174.87123
-36.93152 174.87494
-36.926483 174.88353
-36.926487 174.88867
-36.92122 174.89296
-36.92143 174.89378
-36.923367 174.90121
-36.92008 174.89926
-36.91215 174.90244
-36.915943 174.89555
-36.909843 174.89099
-36.916164 174.88925
-36.9246 174.88051
-36.91821 174.86981
-36.91854 174.86125
-36.914978 174.85637
-36.911766 174.8561
-36.907867 174.85867
-36.903522 174.86897
-36.894814 174.87328
-36.892525 174.87756
-36.891876 174.88919
-36.888172 174.88358
-36.882305 174.89056
-36.87809 174.8956
-36.87259 174.8996
-36.86295 174.89418
-36.84758 174.89734
-36.84827 174.89877
-36.859516 174.90161
-36.876045 174.91446
-36.888 174.9456
-36.891212 174.94875
-36.90452 174.9516
-36.909107 174.94958
-36.91208 174.94402
-36.917263 174.93428
-36.919277 174.93343
-36.920185 174.93536
-36.9164 174.941
-36.917362 174.94673
-36.914383 174.94844
-36.914845 174.95387
-36.91829 174.95674
-36.926315 174.95473
-36.934116 174.95558
-36.92884 174.9616
-36.932224 174.96297
-36.93802 174.95987
-36.942608 174.96016
-36.94169 174.96216
-36.931797 174.96687
-36.925404 174.96617
-36.918518 174.96132
-36.90705 174.96904
-36.907055 174.97275
-36.90981 174.97618
-36.909943 174.98387
-36.91004 174.98962
-36.911877 174.99133
-36.923576 174.98904
-36.928623 174.99104
-36.9261 174.99362
-36.91945 174.99562
-36.91096 174.99506
-36.897884 174.98448
-36.89192 174.98563
-36.88389 174.98047
-36.881134 174.9822
-36.87678 174.99591
-36.878574 175.0
-36.880913 175.00534
-36.880455 175.01048
-36.875866 175.01735
-36.877243 175.0262
-36.87449 175.03535
-36.876556 175.03792
-36.880222 175.0425
-36.882973 175.05536
-36.885727 175.0585
-36.89972 175.06252
-36.904762 175.0671
-36.905678 175.07225
-36.90063 175.08054
-36.900852 175.09369
-36.914623 175.07683
-36.917606 175.07568
-36.9277 175.07942
-36.933666 175.07314
-36.93688 175.07686
-36.94261 175.07944
-36.948574 175.0783
-36.95163 175.07771
-36.94605 175.0886
-36.940536 175.09488
-36.9465 175.09918
-36.946247 175.10277
-36.946037 175.10576
-36.94787 175.11005
-36.947178 175.11263
-36.941673 175.11234
-36.93869 175.11519
-36.937992 175.12634
-36.931564 175.13234
-36.93087 175.13892
-36.937748 175.14178
-36.940727 175.14722
-36.945774 175.14694
-36.94944 175.15096
-36.95058 175.15526
-36.946213 175.16296
-36.945747 175.16869
-36.939777 175.17325
-36.938854 175.17926
-36.93449 175.18382
-36.932648 175.18953
-36.936996 175.19699
-36.93745 175.20042
-36.945923 175.20901
-36.94557 175.21417
-36.945454 175.21588
-36.95186 175.22734
-36.956215 175.22993
-36.959858 175.24425
-36.973385 175.25002
-36.984592 175.26608
-36.989613 175.27956
-36.99465 175.283
-37.00337 175.28304
-37.024914 175.29085
-37.03111 175.29001
-37.04096 175.29384
-37.04303 175.29465
-37.057003 175.30272
-37.071236 175.29762
-37.079494 175.29707
-37.092556 175.304
-37.09968 175.29744
-37.121025 175.29237
-37.15723 175.30829
-37.159283 175.30981
-37.167305 175.31578
-37.180607 175.31728
-37.1852 175.31528
-37.200085 175.3251
-37.208313 175.33633
-37.218105 175.36336
-37.21967 175.378
-37.22357 175.38951
-37.226288 175.38953
-37.2288 175.39183
-37.222122 175.40184
-37.213024 175.44772
-37.20955 175.45746
-37.19986 175.47319
-37.193596 175.49208
-37.19611 175.4944
-37.20298 175.49512
-37.211166 175.48532
-37.217865 175.48206
-37.220474 175.48344
-37.20819 175.49371
-37.20745 175.49744
-37.205215 175.4993
-37.1883 175.49664
-37.18873 175.50468
-37.17606 175.51808
-37.170746 175.5278
-37.17277 175.53671
-37.17962 175.54478
-37.190243 175.5532
-37.190243 175.5532
-37.187828 175.5585
-37.187828 175.5585
-37.164253 175.54382
-37.14936 175.5397
-37.141827 175.53133
-37.123512 175.5226
-37.113224 175.51422
-37.103374 175.511
-37.07354 175.51395
-37.058838 175.51929
-37.0483 175.51521
-37.03912 175.51659
-37.031334 175.51228
-37.02653 175.50963
-37.014156 175.50725
-36.99698 175.4997
-36.980247 175.49644
-36.961044 175.47916
-36.954185 175.47195
-36.92947 175.45522
-36.91416 175.43797
-36.911663 175.43109
-36.88418 175.41722
-36.879818 175.41777
-36.873405 175.41402
-36.868343 175.41856
-36.866283 175.4174
-36.868595 175.41142
-36.867 175.40883
-36.86229 175.4075
-36.858746 175.40651
-36.85738 175.40393
-36.851173 175.40761
-36.854828 175.41277
-36.851368 175.41904
-36.85524 175.42648
-36.85522 175.4325
-36.85221 175.44075
-36.85099 175.46217
-36.84429 175.47414
-36.83973 175.46754
-36.841167 175.44983
-36.84279 175.44527
-36.840065 175.43697
-36.844902 175.43158
-36.843765 175.42813
-36.836662 175.4261
-36.82954 175.42834
-36.829067 175.43234
-36.83179 175.44121
-36.832184 175.46007
-36.8292 175.46033
-36.824196 175.4483
-36.825375 175.43918
-36.823578 175.42831
-36.828182 175.4232
-36.827503 175.42033
-36.82384 175.41803
-36.823315 175.41852
-36.817165 175.42427
-36.81485 175.43083
-36.810482 175.43367
-36.811367 175.44337
-36.809715 175.45564
-36.812904 175.46252
-36.804363 175.47704
-36.808456 175.48677
-36.80638 175.48961
-36.794197 175.4958
-36.786854 175.49634
-36.78781 175.48549
-36.782963 175.49402
-36.78136 175.49316
-36.779774 175.48773
-36.782963 175.48288
-36.782585 175.47961
-36.77867 175.48433
-36.775875 175.4877
-36.776993 175.4957
-36.76689 175.49678
-36.769203 175.4928
-36.76118 175.49075
-36.760048 175.48703
-36.761673 175.4819
-36.759846 175.47989
-36.75754 175.48187
-36.75252 175.47499
-36.75276 175.47186
-36.761986 175.45879
-36.767952 175.45882
-36.77026 175.45485
-36.775085 175.45259
-36.78518 175.45293
-36.787926 175.45494
-36.788174 175.44952
-36.790474 175.44783
-36.78957 175.44354
-36.79348 175.4407
-36.792576 175.43698
-36.795113 175.43358
-36.795135 175.42587
-36.792152 175.42613
-36.78822 175.43582
-36.779507 175.4352
-36.777206 175.43661
-36.77605 175.43918
-36.779175 175.44461
-36.77692 175.44368
-36.769367 175.44827
-36.76798 175.45111
-36.759937 175.4545
-36.74958 175.46356
-36.74771 175.47269
-36.735313 175.47488
-36.734406 175.47289
-36.737408 175.46777
-36.732597 175.46574
-36.732613 175.46118
-36.725277 175.45914
-36.724148 175.45428
-36.726917 175.45003
-36.72647 175.4463
-36.729233 175.44405
-36.72834 175.44067
-36.727646 175.43805
-36.725815 175.43661
-36.726517 175.43262
-36.71802 175.43484
-36.71596 175.43285
