segment California
42.00384521484375 -123.23076629638672
42.00544738769531 -123.1923599243164
42.00803756713867 -123.1549072265625
42.009246826171875 -123.14595794677734
42.00544738769531 -123.08395385742188
42.004947662353516 -123.06565856933594
42.0030517578125 -123.04524993896484
42.00308609008789 -122.94159698486328
42.00260543823242 -122.89395904541016
42.00324630737305 -122.87614440917969
42.00331115722656 -122.87031555175781
42.00407028198242 -122.80007934570312
42.00415802001953 -122.71293640136719
42.004859924316406 -122.63473510742188
42.008460998535156 -122.50113677978516
42.00867462158203 -122.42745971679688
42.008758544921875 -122.39797973632812
42.00910568237305 -122.38887786865234
42.009517669677734 -122.37818908691406
42.009334564208984 -122.36885833740234
42.00931930541992 -122.36817932128906
42.00776672363281 -122.28952026367188
42.00776672363281 -122.28952026367188
42.007362365722656 -122.2611312866211
42.007564544677734 -122.18785858154297
42.00763702392578 -122.16133117675781
42.00763702392578 -122.16133117675781
42.00763702392578 -122.16043090820312
42.00763702392578 -122.16043090820312
42.00738525390625 -122.15666198730469
42.00738525390625 -122.15666198730469
42.00742721557617 -122.15540313720703
42.00742721557617 -122.15540313720703
42.00576400756836 -122.1019287109375
42.00396728515625 -122.00032043457031
42.00307083129883 -121.84671020507812
42.000816345214844 -121.70819854736328
42.000816345214844 -121.70819854736328
42.000762939453125 -121.70504760742188
42.000762939453125 -121.70504760742188
42.00058364868164 -121.68915557861328
42.00058364868164 -121.68915557861328
42.00035095214844 -121.67534637451172
42.00035095214844 -121.67534637451172
41.99897384643555 -121.59800720214844
41.99866485595703 -121.58086395263672
41.99866485595703 -121.58086395263672
41.99798583984375 -121.52024841308594
41.99798583984375 -121.52024841308594
41.997169494628906 -121.4476089477539
41.9970817565918 -121.43961334228516
41.9970817565918 -121.43961334228516
41.99702072143555 -121.43498229980469
41.99702072143555 -121.43498229980469
41.99702835083008 -121.37610626220703
41.99702835083008 -121.37610626220703
41.99667739868164 -121.3602523803711
41.99667739868164 -121.3602523803711
41.996219635009766 -121.34052276611328
41.996219635009766 -121.34052276611328
41.996517181396484 -121.33573913574219
41.996517181396484 -121.33573913574219
41.99665451049805 -121.33438110351562
41.99665451049805 -121.33438110351562
41.99761199951172 -121.30998229980469
41.9975700378418 -121.2510986328125
41.99748611450195 -121.25054168701172
41.997222900390625 -121.24874877929688
41.99705505371094 -121.24761962890625
41.996009826660156 -121.12609100341797
41.994659423828125 -121.09492492675781
41.993324279785156 -121.03519439697266
41.99378204345703 -120.87947845458984
41.99378204345703 -120.87947845458984
41.994140625 -120.81959533691406
41.99418258666992 -120.8122787475586
41.993675231933594 -120.6939468383789
41.993675231933594 -120.6939468383789
41.99367904663086 -120.69221496582031
41.99367904663086 -120.69221496582031
41.99308395385742 -120.64717102050781
41.9937858581543 -120.50106811523438
41.99312210083008 -120.32600402832031
41.99312210083008 -120.32600402832031
41.99305725097656 -120.28643035888672
41.99305725097656 -120.28643035888672
41.99445343017578 -120.19078063964844
41.99458694458008 -120.18156433105469
41.99465560913086 -120.15908813476562
41.99513626098633 -120.00105285644531
41.994537353515625 -119.9991683959961
41.994537353515625 -119.9991683959961
41.87489318847656 -119.99927520751953
41.74989318847656 -119.99828338623047
41.62489318847656 -119.99885559082031
41.6187629699707 -119.99828338623047
41.55768585205078 -119.99889373779297
41.49989318847656 -119.99946594238281
41.18397521972656 -119.99986267089844
40.87310028076172 -119.99935913085938
40.87310028076172 -119.99935913085938
40.867454528808594 -119.99922943115234
40.867454528808594 -119.99922943115234
40.86589813232422 -119.99922943115234
40.86589813232422 -119.99922943115234
40.74989700317383 -119.99847412109375
40.72099304199219 -119.99752807617188
40.499900817871094 -119.99592590332031
40.402503967285156 -119.99604797363281
40.32183837890625 -119.99615478515625
40.32183837890625 -119.99615478515625
40.32124710083008 -119.99615478515625
40.32124710083008 -119.99615478515625
40.26353073120117 -119.99618530273438
40.26353073120117 -119.99618530273438
40.26245880126953 -119.99618530273438
40.26245880126953 -119.99618530273438
40.12636184692383 -119.99712371826172
