EARTHQUAKE RATE UNCERTAINTY BRANCHES 
RData file,rate-unc-GNMI-Interface-v2-1916.RData
Calculation start and end,Fri Feb 27 15:35:22 2026,Fri Feb 27 15:59:34 2026
Region name,GNMI-Interface
Version,v2-1916
Catalog type,Prob
b mean,1.19
b sigma,0.02
max n sigma b,3
delta,0.1
M1,5
Mmax,7
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
default M sigma,0.2
max n sigma M,3
nsamples,1e+05
Magnitude corrections are recomputed 
catalog,gnmi-nshm-interface-probT.RData from gnmi_nshm_separated-DefaultBuffer.csv with outputprob= TRUE class= interface
n epochs,5
t start,t end,Mc
1916,1964,6.2
1964,1973,6
1973,1994.5,5.3
1994.5,2010,5.1
2010,2025,5.8
type of rate model,average
epoch weights,0.440367,0.08256881,0.1972477,0.1422018,0.1376147
BRANCHES
Note: all rates are cumulative
Note: calculations assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,8.47,1.19
0.025,4.82,1.23
0.16,6.2,1.21
0.5,7.99,1.19
0.84,10.4,1.17
0.975,14.6,1.15
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,8.47,1.19
0.025,4.82,1.19
0.16,6.2,1.19
0.5,7.99,1.19
0.84,10.4,1.19
0.975,14.6,1.19
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,8106.2,4174.6,5589.3,7560.1,10339,14985
2.6,6158.4,3190.4,4261.3,5747.6,7840.2,11340
2.7,4678.8,2437,3246.7,4369.1,5945.9,8584.1
2.8,3554.7,1861.7,2474.4,3321.6,4508.6,6503.4
2.9,2700.8,1422.3,1885.9,2524.7,3417.8,4921.9
3,2052,1086.4,1437.9,1919.5,2591.6,3727.2
3.1,1559.1,828.92,1095.7,1459.4,1965.7,2823.6
3.2,1184.6,633.05,835.19,1109.5,1491.2,2137.7
3.3,900.12,483.44,636.24,843.4,1131,1619
3.4,683.95,369.15,484.89,641.06,858.11,1225.5
3.5,519.71,281.72,369.56,487.49,650.74,928.03
3.6,394.92,214.98,281.59,370.6,493.73,703.69
3.7,300.1,164.07,214.47,281.76,374.72,533.19
3.8,228.05,125.21,163.4,214.26,284.42,404.02
3.9,173.3,95.526,124.44,162.89,215.89,306
4,131.7,72.893,94.725,123.86,163.78,231.99
4.1,100.08,55.58,72.164,94.156,124.26,175.76
4.2,76.061,42.393,54.946,71.578,94.306,133.3
4.3,57.805,32.321,41.837,54.412,71.604,101.02
4.4,43.932,24.633,31.853,41.373,54.357,76.72
4.5,33.389,18.775,24.257,31.452,41.285,58.13
4.6,25.377,14.313,18.469,23.909,31.345,44.066
4.7,19.288,10.904,14.063,18.18,23.799,33.408
4.8,14.66,8.3033,10.703,13.823,18.069,25.357
4.9,11.143,6.3253,8.1446,10.51,13.721,19.279
5,8.4697,4.8202,6.2001,7.9889,10.419,14.629
5.1,6.438,3.671,4.7188,6.0744,7.915,11.104
5.2,4.8937,2.7955,3.5907,4.6187,6.0113,8.4228
5.3,3.7199,2.1301,2.7333,3.5123,4.5666,6.3943
5.4,2.8277,1.6215,2.0797,2.6715,3.4681,4.8547
5.5,2.1496,1.2337,1.5824,2.0312,2.635,3.6882
5.6,1.6341,0.93885,1.2034,1.5444,2.0022,2.7995
5.7,1.2423,0.71362,0.91498,1.1744,1.5217,2.1256
5.8,0.9444,0.54288,0.69592,0.893,1.1567,1.6157
5.9,0.71797,0.41305,0.52935,0.67901,0.87889,1.2285
6,0.54584,0.3141,0.40253,0.5164,0.66796,0.93277
6.1,0.41499,0.23899,0.30607,0.39262,0.50771,0.70956
6.2,0.31551,0.18174,0.23264,0.29851,0.38598,0.53937
6.3,0.23988,0.13815,0.17686,0.22699,0.29347,0.40987
6.4,0.18239,0.10507,0.13446,0.17258,0.22319,0.31183
6.5,0.13868,0.079842,0.10222,0.13124,0.16972,0.23715
6.6,0.10544,0.060679,0.077732,0.099806,0.12913,0.18027
6.7,0.080175,0.046114,0.059085,0.075877,0.098235,0.13718
6.8,0.060964,0.035018,0.044911,0.057691,0.074727,0.10425
6.9,0.046357,0.026585,0.034131,0.043855,0.056855,0.079367
7,0.035251,0.020184,0.025932,0.033346,0.043267,0.060453
7.1,0.026806,0.015323,0.019701,0.025361,0.032919,0.046011
7.2,0.020384,0.011642,0.014964,0.019281,0.025046,0.035031
7.3,0.015501,0.008834,0.011365,0.014663,0.019061,0.026667
7.4,0.011789,0.006701,0.0086318,0.011149,0.014503,0.020335
7.5,0.0089651,0.0050839,0.0065588,0.0084773,0.01104,0.01548
7.6,0.006818,0.0038593,0.0049798,0.0064465,0.0084035,0.011795
7.7,0.0051853,0.002927,0.0037807,0.0049015,0.0063985,0.008985
7.8,0.0039436,0.0022197,0.0028707,0.003727,0.004874,0.0068446
7.9,0.0029994,0.0016828,0.0021804,0.0028344,0.0037112,0.0052145
8,0.0022812,0.0012754,0.0016558,0.0021546,0.0028252,0.003979
8.1,0.0017351,0.00096643,0.0012569,0.0016382,0.0021515,0.003036
8.2,0.0013197,0.00073257,0.0009543,0.0012457,0.0016387,0.0023137
8.3,0.0010038,0.00055516,0.00072442,0.0009472,0.0012479,0.001765
8.4,0.00076352,0.00042088,0.0005498,0.00072006,0.00095068,0.0013464
8.5,0.00058077,0.00031898,0.00041731,0.00054753,0.00072434,0.0010285
8.6,0.00044178,0.00024171,0.00031667,0.0004162,0.00055186,0.00078503
8.7,0.00033605,0.00018313,0.00024029,0.00031647,0.00042031,0.00059909
8.8,0.00025563,0.00013874,0.00018229,0.00024064,0.00032026,0.00045709
8.9,0.00019447,0.00010502,0.0001383,0.00018293,0.00024407,0.0003485
9,0.00014794,7.9554e-05,0.0001049,0.00013913,0.00018591,0.000266
9.1,0.00011254,6.0238e-05,7.9572e-05,0.0001058,0.00014166,0.00020282
9.2,8.5617e-05,4.5571e-05,6.0356e-05,8.0413e-05,0.00010792,0.00015478
9.3,6.5136e-05,3.4495e-05,4.577e-05,6.1142e-05,8.2259e-05,0.0001182
9.4,4.9555e-05,2.6118e-05,3.4712e-05,4.6494e-05,6.2686e-05,9.0304e-05
9.5,3.7702e-05,1.9762e-05,2.6335e-05,3.5354e-05,4.7775e-05,6.8933e-05
9.6,2.8685e-05,1.4964e-05,1.9967e-05,2.6888e-05,3.6411e-05,5.2657e-05
9.7,2.1824e-05,1.133e-05,1.5144e-05,2.0447e-05,2.7755e-05,4.0239e-05
