101 EQSim_Input_Condition_2 1
111 Fictitious initial conditions for Ward Northern California model
102 End_Metadata
120 200 summary 3    Record 200: Initial condition summary
121 1 n_element 1    Field 1: Total number of elements in the file
121 2 stress_flag 1    Field 2: 1 if initial stress (record 201) is included, 0 if not
121 3 state_flag 1    Field 3: 1 if initial state (record 202) is included, 0 if not
120 201 initial_stress 3    Record 201: Fault slip rate
121 1 index 1    Field 1: Element index number (consecutive integers, starting with 1)
121 2 shear_stress 2    Field 2: Element initial shear stress (Pascal)
121 3 normal_stress 2    Field 3: Element initial normal stress (Pascal)
120 202 initial_state 2    Record 202: Initial state
121 1 index 1    Field 1: Element index number (consecutive integers, starting with 1)
121 2 rs_theta 2    Field 2: Element initial state for rate-state law (seconds)
103 End_Descriptor
200 2492 1 0
201 1  1.472940e+007  2.454900e+007
201 2  4.418820e+007  7.364700e+007
201 3  7.364700e+007  1.227450e+008
201 4  1.031058e+008  1.718430e+008
201 5  1.472940e+007  2.454900e+007
201 6  4.418820e+007  7.364700e+007
201 7  7.364700e+007  1.227450e+008
201 8  1.031058e+008  1.718430e+008
201 9  1.472940e+007  2.454900e+007
201 10  4.418820e+007  7.364700e+007
201 11  7.364700e+007  1.227450e+008
201 12  1.031058e+008  1.718430e+008
201 13  1.472940e+007  2.454900e+007
201 14  4.418820e+007  7.364700e+007
201 15  7.364700e+007  1.227450e+008
201 16  1.031058e+008  1.718430e+008
201 17  1.472940e+007  2.454900e+007
201 18  4.418820e+007  7.364700e+007
201 19  7.364700e+007  1.227450e+008
201 20  1.031058e+008  1.718430e+008
201 21  1.472940e+007  2.454900e+007
201 22  4.418820e+007  7.364700e+007
201 23  7.364700e+007  1.227450e+008
201 24  1.031058e+008  1.718430e+008
201 25  1.472940e+007  2.454900e+007
201 26  4.418820e+007  7.364700e+007
201 27  7.364700e+007  1.227450e+008
201 28  1.031058e+008  1.718430e+008
201 29  1.472940e+007  2.454900e+007
201 30  4.418820e+007  7.364700e+007
201 31  7.364700e+007  1.227450e+008
201 32  1.031058e+008  1.718430e+008
201 33  1.472940e+007  2.454900e+007
201 34  4.418820e+007  7.364700e+007
201 35  7.364700e+007  1.227450e+008
201 36  1.031058e+008  1.718430e+008
201 37  1.472940e+007  2.454900e+007
201 38  4.418820e+007  7.364700e+007
201 39  7.364700e+007  1.227450e+008
