lat,long,log10(Mo_nk),log10(Mo_zeng_b_bound),log10(Mo_zeng_orig),log10(Mo_abm)
37.7,-122.1,15.0964233306,14.7815184221,14.666,15.193
37.7,-122,15.7427801018,14.8565234731,14.477,15.263
37.7,-121.9,15.4910393558,15.2364868764,14.565,15.262
37.7,-121.8,15.1713753667,15.2338587626,14.457,15.093
37.7,-121.7,14.7004094738,15.1878590003,14.426,15.051
37.7,-121.6,15.0704073217,15.090857396,14.325,15.218
37.7,-121.5,14.7845388416,14.9768495659,14.351,15.306
37.7,-121.4,14.5363563981,14.8571273645,14.377,14.866
37.7,-121.3,14.5781806096,14.7545012294,14.459,14.775
37.7,-121.2,14.6088254438,14.6810964484,14.534,14.569
37.7,-121.1,14.6322142623,14.6355340095,14.584,14.253
37.7,-121,14.6836503064,14.6356847625,14.619,14.076
37.7,-120.9,14.7214726076,14.6655997506,14.64,13.952
37.7,-120.8,14.7545165158,14.6914263142,14.657,13.965
37.7,-120.7,14.7969141432,14.7137256873,14.672,13.954
37.7,-120.6,14.8138944214,14.7331169814,14.686,13.911
37.7,-120.5,14.8262044235,14.7503849544,14.702,13.866
37.7,-120.4,14.8394906172,14.7660110877,14.718,13.811
37.7,-120.3,14.8407958988,14.7804037303,14.735,13.743
37.7,-120.2,14.8355447255,14.7936856387,14.752,13.664
37.7,-120.1,14.8248544724,14.8059084551,14.769,13.63
37.7,-120,14.8068986792,14.8172347304,14.786,13.815
37.7,-119.9,14.7911079248,14.8279763438,14.803,13.976
37.7,-119.8,14.7608294438,14.8382759475,14.819,14.114
37.7,-119.7,14.7333256881,14.8481644755,14.834,14.239
37.7,-119.6,14.6963826029,14.8574410565,14.849,14.356
37.7,-119.5,14.654012808,14.8663582385,14.864,14.496
37.7,-119.4,14.6187277848,14.8748469586,14.878,14.642
37.7,-119.3,14.5278618063,14.8830819895,14.891,14.824
37.7,-119.2,14.5024680892,14.8907394964,14.903,14.93
37.7,-119.1,14.4657247981,14.8979018743,14.915,14.922
37.7,-119,15.2696530166,14.9046073638,14.926,14.909
37.7,-118.9,15.3282980381,14.9109124163,14.936,15.137
37.7,-118.8,15.3762666359,14.9167065555,14.945,14.971
37.7,-118.7,15.4974963506,14.9217020786,14.954,14.988
37.7,-118.6,15.5549855589,14.9259202966,14.961,15.058
37.7,-118.5,15.4878027479,14.9294189257,14.968,15.142
37.7,-118.4,15.4341216059,14.9320930829,14.974,15.202
37.7,-118.3,15.2545964099,14.933720064,14.978,15.254
37.7,-118.2,15.2122142474,14.9341852423,14.982,15.229
37.7,-118.1,15.3824313168,14.9336087518,14.984,15.1
37.7,-118,15.3397296187,14.9320118275,14.986,15.096
37.7,-117.9,15.2138894708,14.9293269477,14.986,15.057
37.7,-117.8,14.9068466259,14.9255235136,14.986,15.125
37.7,-117.7,14.8308387811,14.9208013818,14.984,15.031
37.7,-117.6,14.7545929398,14.9151095049,14.981,14.919
37.7,-117.5,14.5905966533,14.9083992238,14.978,14.801
37.7,-117.4,14.6115746243,14.9004709099,14.973,14.682
37.7,-117.3,14.7250618046,14.8902253466,14.966,14.572
37.7,-117.2,14.7679865409,14.8754664159,14.955,14.493
37.7,-117.1,14.7872904075,14.8456808442,14.933,14.436
37.7,-117,14.7798489147,14.7845602387,14.883,14.392
37.7,-116.9,14.7099903599,14.6736842899,14.795,14.363
37.7,-116.8,14.6656841589,14.6441430505,14.742,14.342
37.8,-123.8,14.3135508713,14.9946997968,14.399,13.899
37.8,-123.7,14.2192700859,14.8892400563,14.711,14.001
37.8,-123.6,13.7432353043,14.90202466,14.828,14.103
37.8,-123.5,13.8248544724,14.9228551562,14.865,14.209
37.8,-123.4,14.2415962822,14.9454636611,14.874,14.319
37.8,-123.3,14.4309614534,14.970909142,14.882,14.46
37.8,-123.2,14.5796121307,15.0297083625,14.901,14.639
37.8,-123.1,14.7128011733,15.1351644667,14.944,14.823
37.8,-123,14.8433947516,15.2622137055,15.029,15.057
37.8,-122.9,14.9311322821,15.3631417097,15.135,15.32
37.8,-122.8,15.4752788389,15.3975054969,15.228,15.384
37.8,-122.7,15.5084085036,15.3358388696,15.225,15.378
37.8,-122.6,15.594812276,15.1843222656,15.116,15.304
37.8,-122.5,15.3782888594,15.1435144201,15.038,15.145
37.8,-122.4,15.3473300153,15.124797568,14.919,15.143
37.8,-122.3,15.1058166374,14.8767949762,14.91,15.141
37.8,-122.2,15.0199051998,14.7943695232,14.779,15.089
37.8,-122.1,15.4151069565,14.5114154072,14.557,15.082
37.8,-122,15.5022358791,14.8586815374,14.628,15.085
37.8,-121.9,15.2300911197,15.1751637745,14.662,15.011
37.8,-121.8,15.1655707406,15.1528079634,14.519,14.912
37.8,-121.7,14.862417633,15.0830365424,14.31,14.919
37.8,-121.6,14.8433947516,14.9598281363,14.361,14.907
37.8,-121.5,14.6716910939,14.8515212925,14.411,15.005
37.8,-121.4,14.654012808,14.7462916094,14.453,14.88
37.8,-121.3,14.6499770616,14.6684045555,14.53,14.736
37.8,-121.2,14.654012808,14.6182468848,14.58,14.548
37.8,-121.1,14.6759065954,14.5966410726,14.613,14.351
37.8,-121,14.6985615755,14.6392971912,14.635,14.178
37.8,-120.9,14.7145476907,14.6667238472,14.645,14.043
37.8,-120.8,14.7545165158,14.6906035938,14.655,13.945
37.8,-120.7,14.776228868,14.711613229,14.664,13.918
37.8,-120.6,14.7911079248,14.7304269453,14.676,13.899
37.8,-120.5,14.805487265,14.7476525842,14.69,13.87
37.8,-120.4,14.8125055966,14.7638022241,14.705,13.828
37.8,-120.3,14.808312274,14.7788889242,14.723,13.769
37.8,-120.2,14.8138944214,14.7929377166,14.742,13.695
37.8,-120.1,14.7896441596,14.8058541309,14.76,13.603
37.8,-120,14.7822432332,14.8179684087,14.779,13.728
37.8,-119.9,14.7592597939,14.8294067045,14.797,13.916
37.8,-119.8,14.7399518896,14.8403194237,14.814,14.073
37.8,-119.7,14.7180281079,14.8505482169,14.831,14.228
37.8,-119.6,14.6413947801,14.8600323954,14.847,14.404
37.8,-119.5,14.6264840817,14.8689734138,14.862,14.571
37.8,-119.4,14.5454679365,14.8772964611,14.876,14.728
37.8,-119.3,14.4984759678,14.8852481078,14.89,14.796
37.8,-119.2,14.4385898101,14.8924730535,14.902,14.927
37.8,-119.1,14.8994703002,14.8992512804,14.914,14.922
37.8,-119,15.6411070857,14.905499056,14.924,14.592
37.8,-118.9,15.5809933631,14.9113067886,14.934,14.913
37.8,-118.8,15.7320880376,14.9165013235,14.943,14.957
37.8,-118.7,15.6102554846,14.9208691292,14.951,15.05
37.8,-118.6,15.5954080313,14.9245170489,14.958,15.184
37.8,-118.5,15.3900514965,14.9273498285,14.965,15.238
37.8,-118.4,15.2656195832,14.9293320581,14.97,15.303
37.8,-118.3,15.2542095967,14.9302662502,14.974,15.305
37.8,-118.2,15.2172206556,14.9302764488,14.977,15.206
37.8,-118.1,15.4237045089,14.9294035974,14.98,14.76
37.8,-118,15.3247144766,14.9276474838,14.981,14.805
37.8,-117.9,14.7898908118,14.924847633,14.981,15.123
37.8,-117.8,14.7538587139,14.9210358469,14.98,15.067
37.8,-117.7,14.7961995405,14.9163644483,14.978,14.951
37.8,-117.6,14.53629324,14.910773768,14.976,14.843
37.8,-117.5,14.4411293205,14.9042501737,14.972,14.739
37.8,-117.4,14.4117711776,14.8942717447,14.965,14.659
37.8,-117.3,14.669372675,14.8748817179,14.95,14.584
37.8,-117.2,14.6713024635,14.8374116545,14.923,14.516
37.8,-117.1,14.6185292168,14.7687120804,14.868,14.457
37.8,-117,14.6587743208,14.6531159932,14.774,14.41
37.8,-116.9,14.6344671936,14.6540802353,14.745,14.376
37.9,-123.9,14.5636115914,14.9868836514,14.143,13.894
37.9,-123.8,14.3679519678,14.9017905903,14.557,13.947
37.9,-123.7,14.2110136906,14.8420097992,14.764,14.029
37.9,-123.6,13.8205298485,14.8557492647,14.837,14.132
37.9,-123.5,14.0310042814,14.8705853112,14.856,14.236
37.9,-123.4,14.3609340515,14.8851462816,14.868,14.332
37.9,-123.3,14.5305326577,14.9274832855,14.891,14.468
37.9,-123.2,14.7180281079,15.0006075871,14.934,14.733
37.9,-123.1,14.9279449353,15.0909630766,14.999,15.021
37.9,-123,15.242118854,15.2224042911,15.099,15.194
37.9,-122.9,15.3744550524,15.3303731832,15.226,15.292
37.9,-122.8,15.1394067704,15.3732063401,15.348,15.299
37.9,-122.7,15.3605366146,15.3125158557,15.351,15.208
37.9,-122.6,15.364851052,15.1150110713,15.301,15.312
37.9,-122.5,15.3505581179,15.1265210255,15.201,15.259
37.9,-122.4,15.3561788856,15.089127629,15.23,15.256
37.9,-122.3,15.11994836,14.5117630782,15.095,15.254
37.9,-122.2,15.029870564,14.7484748768,14.629,15.202
37.9,-122.1,14.8528823835,14.7617850538,14.495,15.202
37.9,-122,15.2213098903,15.0098331786,14.462,15.084
37.9,-121.9,15.6697351641,15.0993007262,14.665,14.689
37.9,-121.8,15.4564874971,15.0984360453,14.394,14.681
37.9,-121.7,14.8407958988,15.0038050736,14.267,14.622
37.9,-121.6,14.6281947315,14.8555676098,14.376,14.634
37.9,-121.5,14.681964459,14.7523481229,14.448,14.75
37.9,-121.4,14.6762819777,14.6661434273,14.532,14.719
37.9,-121.3,14.6747601303,14.6086116004,14.583,14.622
37.9,-121.2,14.6724580805,14.5753264274,14.613,14.517
37.9,-121.1,14.6949297018,14.594845395,14.631,14.38
37.9,-121,14.7075190796,14.6360363164,14.641,14.241
37.9,-120.9,14.726588669,14.661632875,14.642,14.124
37.9,-120.8,14.749713132,14.6844324062,14.644,14.029
37.9,-120.7,14.7670593455,14.7050850462,14.649,13.974
37.9,-120.6,14.7792500718,14.7242103108,14.657,13.952
37.9,-120.5,14.7896441596,14.7421278604,14.67,13.931
37.9,-120.4,14.7866946479,14.7592446735,14.687,13.905
37.9,-120.3,14.7881754443,14.7753482632,14.707,13.867
37.9,-120.2,14.7866946479,14.7904470265,14.728,13.815
37.9,-120.1,14.7807492311,14.8043439185,14.749,13.746
37.9,-120,14.7747139958,14.8173934686,14.77,13.676
37.9,-119.9,14.7432353043,14.8295546261,14.79,13.888
37.9,-119.8,14.7180281079,14.8410214153,14.809,14.067
37.9,-119.7,14.6703386411,14.8515885317,14.827,14.212
37.9,-119.6,14.6343160172,14.8613611364,14.844,14.373
37.9,-119.5,14.597793878,14.8704624316,14.859,14.485
37.9,-119.4,14.4900709036,14.8788605968,14.874,14.621
37.9,-119.3,14.4372747974,14.8866598979,14.888,14.776
37.9,-119.2,15.0705550158,14.8936397209,14.9,14.778
37.9,-119.1,15.4777722083,14.9001540263,14.912,14.65
37.9,-119,15.6347291081,14.9061248485,14.922,14.961
37.9,-118.9,15.5878792636,14.9115943479,14.932,14.898
37.9,-118.8,15.7861193904,14.9162959946,14.941,14.836
37.9,-118.7,15.670691055,14.9201494249,14.948,15.123
37.9,-118.6,15.6675556771,14.9232336535,14.955,15.249
37.9,-118.5,15.4660367752,14.9254822686,14.961,15.294
37.9,-118.4,15.3991370103,14.9268618485,14.966,15.395
37.9,-118.3,15.4711009317,14.9273498285,14.97,15.398
37.9,-118.2,15.2078766216,14.9270776547,14.973,15.218
37.9,-118.1,15.1476454125,14.9259924001,14.975,15.253
37.9,-118,14.9589220643,14.9240672572,14.976,15.163
37.9,-117.9,14.6293076401,14.9211191818,14.976,15.063
37.9,-117.8,14.3152984529,14.9172638759,14.975,14.95
37.9,-117.7,14.6588505396,14.9125461946,14.973,14.898
37.9,-117.6,14.6413154351,14.9069972937,14.97,14.821
37.9,-117.5,14.3724517014,14.8980392006,14.964,14.733
37.9,-117.4,14.3697722886,14.8771351268,14.949,14.648
37.9,-117.3,14.4846841267,14.8321638948,14.914,14.578
37.9,-117.2,14.5637301993,14.7506703573,14.85,14.517
37.9,-117.1,14.6062200872,14.6416723732,14.749,14.461
37.9,-117,14.5950550898,14.6601252193,14.746,14.414
38,-123.9,14.7716683065,14.8840699907,14.256,13.97
38,-123.8,14.565836017,14.815876472,14.656,14.041
38,-123.7,14.3698834893,14.7912132943,14.799,14.102
38,-123.6,13.8772042774,14.8028284361,14.851,14.182
38,-123.5,14.1051012445,14.8123718214,14.876,14.444
38,-123.4,14.4004170954,14.8406517576,14.907,14.72
38,-123.3,14.6666583548,14.8854912627,14.952,14.77
38,-123.2,14.9754042334,14.93727209,15.008,14.979
38,-123.1,15.373353434,15.0039772418,15.064,14.936
38,-123,15.3831867995,15.1504186945,15.13,14.805
38,-122.9,15.0647199844,15.2887409388,15.267,14.786
38,-122.8,15.3538970054,15.1545761169,15.289,14.783
38,-122.7,15.5934300694,15.1310088128,15.395,15.117
38,-122.6,15.4032921452,15.0875329757,15.33,15.223
38,-122.5,15.3691230495,15.0437158581,15.243,15.234
38,-122.4,15.0348289157,14.9239844862,15.277,15.305
38,-122.3,15.1333153169,14.959065254,14.972,15.251
38,-122.2,14.8012252902,15.0457140589,14.88,15.229
38,-122.1,15.3564274417,14.9135648561,14.789,15.034
38,-122,15.3540507856,15.0623939373,14.324,15.003
38,-121.9,15.109915863,15.0675172019,14.51,15.003
38,-121.8,15.1811286997,15.0514998191,14.139,14.862
38,-121.7,14.7299742857,14.9371817605,14.211,14.77
38,-121.6,14.5871607347,14.8039075649,14.426,14.73
38,-121.5,14.6967494352,14.7012570467,14.538,14.645
38,-121.4,14.6967494352,14.6260527959,14.594,14.602
38,-121.3,14.6931023115,14.5796235639,14.623,14.547
38,-121.2,14.6910814921,14.5545255011,14.637,14.472
38,-121.1,14.7039530654,14.5880587102,14.64,14.374
38,-121,14.7197537726,14.6273146396,14.639,14.275
38,-120.9,14.7333256881,14.6516559184,14.631,14.184
38,-120.8,14.749713132,14.6741995546,14.625,14.109
38,-120.7,14.763951826,14.6953853505,14.625,14.062
38,-120.6,14.776228868,14.7156273492,14.631,14.041
38,-120.5,14.7792500718,14.7349677563,14.645,14.03
38,-120.4,14.7822432332,14.7534834738,14.664,14.019
38,-120.3,14.7837321134,14.770903535,14.687,14.002
38,-120.2,14.776228868,14.7871273641,14.711,13.978
38,-120.1,14.768601107,14.8020892579,14.735,13.954
38,-120,14.7608294438,14.8160556077,14.759,13.944
38,-119.9,14.7383047931,14.8289883927,14.781,13.947
38,-119.8,14.7003661859,14.8410276779,14.802,14.146
38,-119.7,14.6641152387,14.8519978544,14.822,14.323
38,-119.6,14.6313727337,14.8621671713,14.84,14.477
38,-119.5,14.566567113,14.8715262347,14.856,14.61
38,-119.4,14.4932767667,14.8801044279,14.871,14.768
38,-119.3,14.965385167,14.8878703775,14.885,15.006
38,-119.2,15.1337943006,14.8947811291,14.898,15.007
38,-119.1,15.1964801677,14.9010876234,14.91,14.843
38,-119,15.3939961333,14.9067497405,14.92,14.984
38,-118.9,15.3789064,14.9117912695,14.93,15.004
38,-118.8,15.4946832206,14.9160431486,14.938,15.078
38,-118.7,15.5190268939,14.9194808053,14.946,15.11
38,-118.6,15.4235243886,14.922117955,14.952,15.154
38,-118.5,15.4517403948,14.9239379206,14.958,15.235
38,-118.4,15.3727831677,14.9249560511,14.962,15.401
38,-118.3,15.03686833,14.9251934438,14.966,15.168
38,-118.2,15.1565794358,14.924677207,14.968,15.288
38,-118.1,15.0719188104,14.9233217493,14.97,15.165
38,-118,14.6121160129,14.9211660506,14.971,14.687
38,-117.9,15.1224124954,14.9180460718,14.971,14.419
38,-117.8,15.5034910663,14.9140944642,14.97,14.61
38,-117.7,15.2303722744,14.9077928134,14.967,14.694
38,-117.6,14.9295006676,14.8964766125,14.96,14.702
38,-117.5,14.8213366304,14.8751712707,14.939,14.66
38,-117.4,14.608376251,14.8257700415,14.892,14.598
38,-117.3,14.4014522394,14.7342396044,14.834,14.551
38,-117.2,14.6215397733,14.6056605264,14.723,14.5
38.1,-124,14.6949297018,14.8295417653,14.337,13.967
38.1,-123.9,14.6838392181,14.7945647211,14.475,14.326
38.1,-123.8,14.6005155028,14.7497054038,14.74,14.333
38.1,-123.7,14.4258927241,14.7425051797,14.834,14.396
38.1,-123.6,13.7737279502,14.755951041,14.879,14.647
38.1,-123.5,13.9876662649,14.7797191152,14.917,14.854
38.1,-123.4,14.5203000815,14.8046640867,14.962,14.901
38.1,-123.3,14.9487796137,14.8322725411,15.012,14.873
38.1,-123.2,15.3126638662,14.8715729355,15.055,14.162
38.1,-123.1,15.2487822141,14.9264299142,15.072,14.558
38.1,-123,14.9426329872,15.1016096172,15.079,14.82
38.1,-122.9,14.9526955996,15.2730707536,15.053,14.649
38.1,-122.8,15.5929313961,14.9627811754,15.172,14.766
38.1,-122.7,15.5666377989,15.0396520236,15.294,14.818
38.1,-122.6,15.4196253609,15.0006943159,15.241,14.663
38.1,-122.5,15.3345542706,14.8566201521,15.166,14.737
38.1,-122.4,15.2414468603,15.029627239,15.155,15.343
38.1,-122.3,15.2744811397,15.034427905,15.076,15.344
38.1,-122.2,14.3402259213,15.0969794946,14.999,15.131
38.1,-122.1,15.2606913659,15.0789278337,14.381,15.002
38.1,-122,15.0783117873,15.0757658782,14.343,15.003
38.1,-121.9,14.2559234587,15.0513840844,14.031,15.003
38.1,-121.8,14.6275501878,14.9930436449,14.064,14.996
38.1,-121.7,14.5120303281,14.8859545765,14.368,14.933
38.1,-121.6,14.6985615755,14.7826087678,14.533,14.768
38.1,-121.5,14.7333256881,14.685992393,14.609,14.643
38.1,-121.4,14.7248900028,14.6162443888,14.642,14.568
38.1,-121.3,14.7110476039,14.5738922713,14.654,14.499
38.1,-121.2,14.7075190796,14.5511449088,14.652,14.429
38.1,-121.1,14.7110476039,14.5760417334,14.643,14.356
38.1,-121,14.7231846666,14.6136621495,14.63,14.285
38.1,-120.9,14.728280717,14.6377398271,14.611,14.223
38.1,-120.8,14.7432353043,14.6611593333,14.597,14.176
38.1,-120.7,14.7592597939,14.6839381391,14.591,14.149
38.1,-120.6,14.768601107,14.7060432064,14.597,14.141
38.1,-120.5,14.7747139958,14.7273216144,14.613,14.141
38.1,-120.4,14.7747139958,14.7474972599,14.636,14.143
38.1,-120.3,14.776228868,14.7663905369,14.664,14.143
38.1,-120.2,14.7716683065,14.7837535503,14.693,14.144
38.1,-120.1,14.7576844503,14.7998503738,14.721,14.15
38.1,-120,14.7529161694,14.8147402271,14.748,14.178
38.1,-119.9,14.7299742857,14.8284987782,14.773,14.226
38.1,-119.8,14.7003661859,14.8411466516,14.796,14.297
38.1,-119.7,14.6791370582,14.8526202627,14.817,14.465
38.1,-119.6,14.6424249472,14.8631562495,14.836,14.635
38.1,-119.5,14.559152236,14.8727097183,14.853,14.785
38.1,-119.4,14.3639502594,14.8813903636,14.869,14.91
38.1,-119.3,15.1732737015,14.889133556,14.883,14.91
38.1,-119.2,15.4118553057,14.8959912871,14.896,15.26
38.1,-119.1,15.3592091918,14.9021008415,14.908,15.39
38.1,-119,15.2236776161,14.9074489837,14.918,15.332
38.1,-118.9,15.330068636,14.9121050949,14.928,15.114
38.1,-118.8,15.3650946955,14.9159535637,14.936,15.126
38.1,-118.7,15.3489859568,14.9190152983,14.943,15.143
38.1,-118.6,15.1963696532,14.9212753916,14.949,15.213
38.1,-118.5,15.0768588101,14.92278253,14.955,15.436
38.1,-118.4,15.0130479961,14.9235548581,14.959,15.437
38.1,-118.3,14.8722320491,14.9235600368,14.962,15.21
38.1,-118.2,14.968660366,14.9227202693,14.965,15.221
38.1,-118.1,14.9790701144,14.9210462647,14.966,15.145
38.1,-118,15.0253468345,14.9186592934,14.967,14.952
38.1,-117.9,15.0360297307,14.9153945582,14.967,14.676
38.1,-117.8,15.0413137153,14.9076316771,14.962,14.269
38.1,-117.7,14.9777967435,14.8897161858,14.95,14.282
38.1,-117.6,14.8724942497,14.865500761,14.924,14.49
38.1,-117.5,14.9059900556,14.8098087734,14.871,14.538
38.1,-117.4,14.8314794375,14.7128937133,14.778,14.529
38.1,-117.3,14.5383600526,14.6031118805,14.702,14.503
38.2,-124.1,14.831569054,14.7225434351,14.558,14.182
38.2,-124,14.7592597939,14.7430470025,14.388,14.536
38.2,-123.9,14.7383047931,14.7306692475,14.646,14.602
38.2,-123.8,14.7039530654,14.7120011425,14.798,14.529
38.2,-123.7,14.4538074105,14.7215715639,14.864,14.791
38.2,-123.6,14.0649818217,14.7388043331,14.909,14.847
38.2,-123.5,13.9127426851,14.7563698216,14.956,14.637
38.2,-123.4,14.4601157094,14.7910868478,15.003,14.63
38.2,-123.3,14.8814987796,14.8300173594,15.035,14.668
38.2,-123.2,15.0393744558,14.8536677979,15.035,14.477
38.2,-123.1,14.728280717,14.9098607842,15.002,14.561
38.2,-123,15.2882268617,15.1001981718,14.948,14.849
38.2,-122.9,15.0280422951,14.6465605537,15.057,15.324
38.2,-122.8,15.4270964325,14.8274855864,15.111,15.325
38.2,-122.7,15.6310783209,14.8790557183,15.113,15.601
38.2,-122.6,15.6714135363,14.8035868383,15.063,15.699
38.2,-122.5,15.2586612233,15.0972573097,14.897,15.695
38.2,-122.4,15.4478709297,14.9998696921,15.163,15.686
38.2,-122.3,15.3558344959,15.017867719,15.13,15.678
38.2,-122.2,15.191674532,15.0228818133,15.085,15.471
38.2,-122.1,14.9776641715,15.0968405203,14.119,14.86
38.2,-122,14.7937345233,15.0758023536,14.256,14.863
38.2,-121.9,14.4661258704,15.0311255757,14.169,14.866
38.2,-121.8,14.6724580805,14.9466634655,14.262,14.869
38.2,-121.7,14.685705919,14.8651395225,14.505,14.802
38.2,-121.6,14.7792500718,14.7694216396,14.617,14.695
38.2,-121.5,14.7701374145,14.6839471308,14.665,14.598
38.2,-121.4,14.7513176036,14.6202401898,14.679,14.522
38.2,-121.3,14.736651426,14.5798864437,14.676,14.454
38.2,-121.2,14.7316532197,14.5579160402,14.661,14.39
38.2,-121.1,14.7214726076,14.559152236,14.64,14.337
38.2,-121,14.7248900028,14.5963661435,14.614,14.289
38.2,-120.9,14.7316532197,14.621674707,14.584,14.251
38.2,-120.8,14.7415927629,14.6473144949,14.559,14.228
38.2,-120.7,14.7545165158,14.6726334654,14.548,14.222
38.2,-120.6,14.762393441,14.6971508487,14.554,14.23
38.2,-120.5,14.7716683065,14.7205975129,14.576,14.243
38.2,-120.4,14.7747139958,14.7425523215,14.607,14.257
38.2,-120.3,14.776228868,14.7629260186,14.642,14.272
38.2,-120.2,14.763951826,14.7814896918,14.676,14.29
38.2,-120.1,14.7513176036,14.7986575499,14.709,14.315
38.2,-120,14.736651426,14.8144074293,14.739,14.363
38.2,-119.9,14.7316532197,14.8288853618,14.767,14.431
38.2,-119.8,14.7316532197,14.8420472885,14.791,14.534
38.2,-119.7,14.7214726076,14.853953604,14.813,14.65
38.2,-119.6,14.6776160765,14.8647542653,14.833,14.78
38.2,-119.5,14.6034583374,14.8743542358,14.851,14.931
38.2,-119.4,15.1913951171,14.8829227906,14.867,15.079
38.2,-119.3,15.573161809,14.8904880861,14.882,15.081
38.2,-119.2,15.3566376474,14.8972531072,14.895,15.28
38.2,-119.1,15.2663022697,14.9032094016,14.906,15.298
38.2,-119,15.2839566994,14.9083455933,14.917,15.178
38.2,-118.9,15.2999429,14.9126842783,14.926,15.066
38.2,-118.8,15.2911245466,14.9161959273,14.934,15.007
38.2,-118.7,15.2655253352,14.9189263244,14.941,15.205
38.2,-118.6,15.2200557603,14.9208430738,14.947,15.44
38.2,-118.5,15.3874432199,14.9220555989,14.952,15.44
38.2,-118.4,15.3060817457,14.9225074778,14.956,15.44
38.2,-118.3,14.7722630143,14.9221699115,14.959,15.251
38.2,-118.2,15.2008778457,14.9209941735,14.961,15.204
38.2,-118.1,15.0974308539,14.919109486,14.962,15.159
38.2,-118,15.3895027536,14.9165434303,14.963,15.075
38.2,-117.9,15.138397443,14.9108324323,14.959,14.913
38.2,-117.8,14.8992731873,14.8851971977,14.942,14.685
38.2,-117.7,14.7506163765,14.8334658602,14.902,14.428
38.2,-117.6,14.6646701756,14.7946344134,14.836,14.405
38.2,-117.5,14.7910727959,14.6897615683,14.731,14.448
38.2,-117.4,14.9439938158,14.5974757899,14.755,14.46
38.3,-124.1,14.9467371159,14.6092100967,14.349,14.81
38.3,-124,14.9094169472,14.6811688489,14.495,14.747
38.3,-123.9,14.8574289956,14.6928293005,14.74,14.358
38.3,-123.8,14.815278819,14.6930142622,14.831,14.438
38.3,-123.7,14.5810389488,14.7079021567,14.883,14.527
38.3,-123.6,14.2538466462,14.7246117034,14.931,14.861
38.3,-123.5,13.8935398436,14.7446527898,14.977,14.968
38.3,-123.4,14.4299459741,14.7778688672,15.002,14.951
38.3,-123.3,14.7701374145,14.8042757671,14.985,15.066
38.3,-123.2,14.9621609001,14.8734659237,14.903,15.118
38.3,-123.1,14.5944698987,14.953928739,14.734,15.139
38.3,-123,15.6321636139,14.244252374,14.746,15.114
38.3,-122.9,15.64499956,14.64917903,14.865,14.927
38.3,-122.8,15.4754823236,14.8378913287,14.903,14.93
38.3,-122.7,15.6274375502,14.9056501919,14.866,15.108
38.3,-122.6,15.6539839074,14.9356835677,14.791,15.417
38.3,-122.5,15.1825287753,14.9786551957,14.888,15.724
38.3,-122.4,14.9508271416,14.9784316136,15.145,15.724
38.3,-122.3,15.148324963,15.0250599686,15.196,15.468
38.3,-122.2,15.2114943117,15.0478587274,15.218,14.921
38.3,-122.1,14.755280151,15.0572856444,14.586,14.919
38.3,-122,14.9013656766,15.0253468345,14.539,14.917
38.3,-121.9,14.6511907586,14.9656719712,14.476,14.846
38.3,-121.8,14.776228868,14.9233217493,14.508,14.828
38.3,-121.7,14.7997952865,14.8456436673,14.625,14.777
38.3,-121.6,14.7881754443,14.7591388163,14.686,14.648
38.3,-121.5,14.7837321134,14.6854013333,14.709,14.545
38.3,-121.4,14.749713132,14.6289710053,14.707,14.468
38.3,-121.3,14.744863842,14.591086878,14.69,14.403
38.3,-121.2,14.7316532197,14.5695962676,14.664,14.351
38.3,-121.1,14.7145476907,14.5598946608,14.631,14.313
38.3,-121,14.7110476039,14.5786735855,14.593,14.286
38.3,-120.9,14.7197537726,14.6069722055,14.549,14.269
38.3,-120.8,14.736651426,14.6357249545,14.516,14.267
38.3,-120.7,14.7464862957,14.6640399384,14.529,14.281
38.3,-120.6,14.762393441,14.6910903371,14.543,14.305
38.3,-120.5,14.776228868,14.7165458727,14.556,14.33
38.3,-120.4,14.7807492311,14.7400072122,14.579,14.356
38.3,-120.3,14.7837321134,14.7615519886,14.622,14.388
38.3,-120.2,14.7731938211,14.7811591566,14.663,14.426
38.3,-120.1,14.763951826,14.7992302384,14.7,14.458
38.3,-120,14.7383047931,14.8156839847,14.733,14.52
38.3,-119.9,14.7214726076,14.8306528138,14.762,14.607
38.3,-119.8,14.7349917405,14.844085575,14.788,14.715
38.3,-119.7,14.749713132,14.8561546865,14.811,14.822
38.3,-119.6,14.7333256881,14.8669486174,14.832,14.944
38.3,-119.5,14.8955440873,14.8764026074,14.85,15.094
38.3,-119.4,15.4787396017,14.8847557264,14.867,15.096
38.3,-119.3,15.2545480771,14.8921057383,14.881,15.155
38.3,-119.2,15.2177207675,14.8987416318,14.894,15.162
38.3,-119.1,15.2773111792,14.904542442,14.906,15.145
38.3,-119,15.2987002826,14.9095078905,14.916,15.103
38.3,-118.9,15.2622137055,14.9136072486,14.925,14.987
38.3,-118.8,15.2465478177,14.9168170249,14.933,15.036
38.3,-118.7,15.2116810763,14.9192141151,14.939,15.156
38.3,-118.6,14.9899301237,14.9207701102,14.945,15.155
38.3,-118.5,15.0957619595,14.9216344611,14.949,15.51
38.3,-118.4,15.0475085056,14.9217436842,14.953,15.511
38.3,-118.3,14.9134058477,14.9211139738,14.956,15.345
38.3,-118.2,15.2065290517,14.9197159842,14.958,15.289
38.3,-118.1,15.2457100295,14.915252055,14.957,15.264
38.3,-118,15.4565937502,14.906006233,14.952,15.138
