"Fault Model FM3.2",,,,,,,,,,,,,,,,,,,,
FID,Minisection,Name,ELon1,NLat1,ELon2,NLat2,CREEPS?,"ABM slip rate","ABM rake","NeoKinema slip rate","Neokinema rake","NeoKinema dip","Zeng slip rate","Zeng rake","Geologic rate (mm/yr)","Geologic lower bound (mm/yr)","Geologic upper bound (mm/yr)","Geo rake","Geo dip","Geo dip dir"
113,113.04,"Sierra Madre (San Fernando)",-118.41531,34.3018,-118.4889,34.284,F,1.9954,90,1.399,91.4,35,1.7646,71.1543,2,1,3,90,45,2.13
114,114.01,"Sierra Madre",-117.74,34.1231,-117.755,34.1219,F,3.6518,32.569,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.02,"Sierra Madre",-117.755,34.1219,-117.769,34.1317,F,3.6518,32.569,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.03,"Sierra Madre",-117.769,34.1317,-117.807,34.1305,F,3.6518,32.569,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.04,"Sierra Madre",-117.807,34.1305,-117.818,34.1323,F,2.9515,48.248,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.05,"Sierra Madre",-117.818,34.1323,-117.86,34.1587,F,2.9515,48.248,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.06,"Sierra Madre",-117.86,34.1587,-117.881,34.147,F,2.9515,48.248,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.07,"Sierra Madre",-117.881,34.147,-117.94,34.1501,F,2.9515,48.248,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.08,"Sierra Madre",-117.94,34.1501,-117.985,34.1611,F,2.3145,84.208,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.09,"Sierra Madre",-117.985,34.1611,-118.003,34.1752,F,1.9999,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.1,"Sierra Madre",-118.003,34.1752,-118.068,34.1758,F,1.8326,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.11,"Sierra Madre",-118.068,34.1758,-118.112,34.201,F,1.8847,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.12,"Sierra Madre",-118.112,34.201,-118.149,34.2028,F,1.9136,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.13,"Sierra Madre",-118.149,34.2028,-118.189026,34.210743,F,1.8866,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.14,"Sierra Madre",-118.189026,34.210743,-118.22268,34.23489,F,1.921,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.15,"Sierra Madre",-118.22268,34.23489,-118.262344,34.249454,F,1.8724,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.16,"Sierra Madre",-118.262344,34.249454,-118.27932,34.258495,F,1.9436,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
114,114.17,"Sierra Madre",-118.27932,34.258495,-118.29,34.2751,F,2.0404,90,0.715,74.3,53,2.1662,71.1468,2,1,3,90,53,18.63
115,115.01,"Simi-Santa Rosa",-118.696,34.3038,-118.758,34.2835,F,0.57885,0,2.694,2.7,60,0.63135,29.4072,0.7,0.2,1,30,60,345.51
115,115.02,"Simi-Santa Rosa",-118.758,34.2835,-118.836,34.2708,F,0.62259,0,2.694,2.7,60,0.63135,29.4072,0.7,0.2,1,30,60,345.51
115,115.03,"Simi-Santa Rosa",-118.836,34.2708,-118.885,34.2523,F,0.57481,0,2.694,2.7,60,0.63135,29.4072,0.7,0.2,1,30,60,345.51
115,115.04,"Simi-Santa Rosa",-118.885,34.2523,-118.951,34.2468,F,0.60295,0,2.694,2.7,60,0.63135,29.4072,0.7,0.2,1,30,60,345.51
115,115.05,"Simi-Santa Rosa",-118.951,34.2468,-119,34.2346,F,0.57971,0,2.694,2.7,60,0.63135,29.4072,0.7,0.2,1,30,60,345.51
115,115.06,"Simi-Santa Rosa",-119,34.2346,-119.043,34.2422,F,0.55926,0,2.694,2.7,60,0.63135,29.4072,0.7,0.2,1,30,60,345.51
115,115.07,"Simi-Santa Rosa",-119.043,34.2422,-119.1,34.2168,F,0.57431,0,2.694,2.7,60,0.63135,29.4072,0.7,0.2,1,30,60,345.51
116,116.01,"Oak Ridge (Onshore)",-119.21196,34.26044,-119.12853,34.27598,F,3.93,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
116,116.02,"Oak Ridge (Onshore)",-119.12853,34.27598,-119.0974,34.31651,F,3.7859,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
116,116.03,"Oak Ridge (Onshore)",-119.0974,34.31651,-119.04024,34.35225,F,3.8284,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
116,116.04,"Oak Ridge (Onshore)",-119.04024,34.35225,-118.95891,34.36309,F,3.9435,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
116,116.05,"Oak Ridge (Onshore)",-118.95891,34.36309,-118.88049,34.38133,F,3.8848,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
116,116.06,"Oak Ridge (Onshore)",-118.88049,34.38133,-118.81043,34.38502,F,3.9461,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
116,116.07,"Oak Ridge (Onshore)",-118.81043,34.38502,-118.77422,34.40132,F,3.8684,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
116,116.08,"Oak Ridge (Onshore)",-118.77422,34.40132,-118.7227,34.39777,F,3.9763,90,6.203,90.6,32,3.31,90,4,2,6,90,65,161.09
117,117.01,"Ventura-Pitas Point",-119.0089,34.411,-119.07298,34.37641,F,1.4993,54.252,0.624,82.5,64,2.5267,33.3756,1.6,0.5,10,60,64,346.91
117,117.02,"Ventura-Pitas Point",-119.07298,34.37641,-119.18801,34.28372,F,1.2417,54.366,0.624,82.5,64,2.5267,33.3756,1.6,0.5,10,60,64,346.91
117,117.03,"Ventura-Pitas Point",-119.18801,34.28372,-119.31885,34.28342,F,1.5596,57.545,0.624,82.5,64,2.5267,33.3756,1.6,0.5,10,60,64,346.91
117,117.04,"Ventura-Pitas Point",-119.31885,34.28342,-119.413,34.3077,F,1.6587,58.384,0.624,82.5,64,2.5267,33.3756,1.6,0.5,10,60,64,346.91
117,117.05,"Ventura-Pitas Point",-119.413,34.3077,-119.463,34.3027,F,1.5754,57.22,0.624,82.5,64,2.5267,33.3756,1.6,0.5,10,60,64,346.91
117,117.06,"Ventura-Pitas Point",-119.463,34.3027,-119.593,34.2974,F,1.5158,53.087,0.624,82.5,64,2.5267,33.3756,1.6,0.5,10,60,64,346.91
118,118.01,"Red Mountain",-119.304,34.3386,-119.38,34.337,F,1.942,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.02,"Red Mountain",-119.38,34.337,-119.424,34.356,F,2.0233,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.03,"Red Mountain",-119.424,34.356,-119.47,34.3573,F,1.9581,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.04,"Red Mountain",-119.47,34.3573,-119.531,34.3572,F,1.9282,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.05,"Red Mountain",-119.531,34.3572,-119.631,34.3582,F,1.8591,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.06,"Red Mountain",-119.631,34.3582,-119.749,34.3617,F,1.8004,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.07,"Red Mountain",-119.749,34.3617,-119.861,34.3822,F,1.8483,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.08,"Red Mountain",-119.861,34.3822,-119.939,34.3991,F,1.8925,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
118,118.09,"Red Mountain",-119.939,34.3991,-120.386,34.3573,F,1.0935,90,6.53,77.5,55,2.5805,71.0033,2,1,5,90,56,1.5
119,119.01,"San Jacinto (San Bernardino)",-117.50032,34.26298,-117.389,34.1917,F,11.293,180,3.498,180,90,12.91,180,8,2,12,180,90,228.38
119,119.02,"San Jacinto (San Bernardino)",-117.389,34.1917,-117.325,34.1013,F,9.8579,180,3.498,180,90,12.91,180,10,2,12,180,90,228.38
119,119.03,"San Jacinto (San Bernardino)",-117.325,34.1013,-117.237,34.017,F,9.6373,180,3.498,180,90,12.91,180,12,2,12,180,90,228.38
121,121.01,"Coronado Bank alt2",-117.85949,33.22678,-117.838,33.2066,F,3.7413,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.02,"Coronado Bank alt2",-117.838,33.2066,-117.742,33.0732,F,0.88405,90,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.03,"Coronado Bank alt2",-117.742,33.0732,-117.687,33.0269,F,1.0035,90,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.04,"Coronado Bank alt2",-117.687,33.0269,-117.616,32.952,F,0.77318,90,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.05,"Coronado Bank alt2",-117.616,32.952,-117.574,32.9251,F,0.77318,90,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.06,"Coronado Bank alt2",-117.574,32.9251,-117.52,32.8655,F,3.7892,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.07,"Coronado Bank alt2",-117.52,32.8655,-117.507,32.8085,F,3.1831,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.08,"Coronado Bank alt2",-117.507,32.8085,-117.467,32.7524,F,3.7593,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.09,"Coronado Bank alt2",-117.467,32.7524,-117.433,32.7235,F,3.8965,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.1,"Coronado Bank alt2",-117.433,32.7235,-117.413,32.6786,F,3.488,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.11,"Coronado Bank alt2",-117.413,32.6786,-117.344,32.6238,F,3.9395,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.12,"Coronado Bank alt2",-117.344,32.6238,-117.315,32.594,F,3.8807,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.13,"Coronado Bank alt2",-117.315,32.594,-117.298,32.5519,F,3.3572,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.14,"Coronado Bank alt2",-117.298,32.5519,-117.266,32.4949,F,3.5842,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
121,121.15,"Coronado Bank alt2",-117.266,32.4949,-116.84,31.89,F,3.773,180,0.4,180,90,2.9039,-164.6237,1.83,1,5,180,90,236.99
122,122.01,"Newport-Inglewood (Offshore)",-117.91455,33.59104,-117.79886,33.50804,F,2.0139,180,0.716,180,90,1.2683,-162.5651,1,0.5,3,180,90,226.89
122,122.02,"Newport-Inglewood (Offshore)",-117.79886,33.50804,-117.68819,33.40241,F,1.9248,180,0.716,180,90,1.2683,-162.5651,1,0.5,3,180,90,226.89
122,122.03,"Newport-Inglewood (Offshore)",-117.68819,33.40241,-117.54735,33.2515,F,1.8764,180,0.716,180,90,1.2683,-162.5651,1,0.5,3,180,90,226.89
122,122.04,"Newport-Inglewood (Offshore)",-117.54735,33.2515,-117.48698,33.21629,F,2.1128,180,0.716,180,90,1.2683,-162.5651,1,0.5,3,180,90,226.89
122,122.05,"Newport-Inglewood (Offshore)",-117.48698,33.21629,-117.42914,33.15593,F,1.8875,180,0.716,180,90,1.2683,-162.5651,1,0.5,3,180,90,226.89
123,123.01,"Rose Canyon",-117.14623,32.53385,-117.15052,32.60327,F,0.80799,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.02,"Rose Canyon",-117.15052,32.60327,-117.16544,32.647766,F,1.2743,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.03,"Rose Canyon",-117.16544,32.647766,-117.16209,32.70989,F,0.55902,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.04,"Rose Canyon",-117.16209,32.70989,-117.17044,32.729042,F,1.4101,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.05,"Rose Canyon",-117.17044,32.729042,-117.1976,32.759506,F,1.9082,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.06,"Rose Canyon",-117.1976,32.759506,-117.20996,32.801083,F,1.2103,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.07,"Rose Canyon",-117.20996,32.801083,-117.24129,32.835484,F,1.9096,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.08,"Rose Canyon",-117.24129,32.835484,-117.26357,32.854538,F,2.0572,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.09,"Rose Canyon",-117.26357,32.854538,-117.32515,33.018883,F,1.3374,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.1,"Rose Canyon",-117.32515,33.018883,-117.399,33.105,F,1.7708,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.11,"Rose Canyon",-117.399,33.105,-117.41,33.124,F,1.7448,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
123,123.12,"Rose Canyon",-117.41,33.124,-117.4355,33.141,F,1.7448,180,1.023,180,90,1.7582,-161.7712,2,1,5,180,90,68.24
124,124.01,Clamshell-Sawpit,-117.84576,34.24019,-117.88438,34.2218,F,0.33651,90,0.108,59.3,50,0.37483,80.789,0.39,0.2,1,90,50,333.78
124,124.02,Clamshell-Sawpit,-117.88438,34.2218,-117.92792,34.21812,F,0.27348,90,0.108,59.3,50,0.37483,80.789,0.39,0.2,1,90,50,333.78
124,124.03,Clamshell-Sawpit,-117.92792,34.21812,-117.99902,34.17766,F,0.33408,90,0.108,59.3,50,0.37483,80.789,0.39,0.2,1,90,50,333.78
125,125.01,Cucamonga,-117.44146,34.180378,-117.45407,34.173412,F,1.4687,90,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.02,Cucamonga,-117.45407,34.173412,-117.47722,34.166992,F,5.9981,0,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.03,Cucamonga,-117.47722,34.166992,-117.4954,34.16741,F,5.9981,0,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.04,Cucamonga,-117.4954,34.16741,-117.52048,34.168285,F,6.1551,14.094,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.05,Cucamonga,-117.52048,34.168285,-117.55824,34.170948,F,6.1551,14.094,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.06,Cucamonga,-117.55824,34.170948,-117.56877,34.171787,F,6.1551,14.094,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.07,Cucamonga,-117.56877,34.171787,-117.577324,34.165928,F,6.1551,14.094,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.08,Cucamonga,-117.577324,34.165928,-117.6331,34.162914,F,6.206,-6.784,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.09,Cucamonga,-117.6331,34.162914,-117.66266,34.148426,F,6.206,-6.784,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
125,125.1,Cucamonga,-117.66266,34.148426,-117.7414,34.12329,F,4.2353,24.02,1.665,56.3,45,1.6381,71.1226,1.5,1,2,90,45,347.13
129,129.01,"Channel Islands Thrust",-119.263,34.0258,-119.361,34.001,F,1.3409,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
129,129.02,"Channel Islands Thrust",-119.361,34.001,-119.466,33.9884,F,1.372,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
129,129.03,"Channel Islands Thrust",-119.466,33.9884,-119.525,33.9866,F,1.4371,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
129,129.04,"Channel Islands Thrust",-119.525,33.9866,-119.633,33.9612,F,1.3519,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
129,129.05,"Channel Islands Thrust",-119.633,33.9612,-119.68,33.9431,F,1.4178,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
129,129.06,"Channel Islands Thrust",-119.68,33.9431,-119.757,33.9431,F,1.4203,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
129,129.07,"Channel Islands Thrust",-119.757,33.9431,-119.815,33.9457,F,1.4479,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
129,129.08,"Channel Islands Thrust",-119.815,33.9457,-119.882,33.9745,F,1.5355,90,0.957,87.8,20,1.1954,70.9588,1.5,0.5,2,90,20,354.46
130,130.01,Northridge,-118.712,34.4172,-118.634,34.404,F,1.4871,90,1.037,101.5,35,1.7487,108.3313,1.5,0.5,2.5,90,35,201.21
130,130.02,Northridge,-118.634,34.404,-118.596,34.3837,F,1.5462,90,1.037,101.5,35,1.7487,108.3313,1.5,0.5,2.5,90,35,201.21
130,130.03,Northridge,-118.596,34.3837,-118.545,34.3541,F,1.5594,90,1.037,101.5,35,1.7487,108.3313,1.5,0.5,2.5,90,35,201.21
130,130.04,Northridge,-118.545,34.3541,-118.478,34.3421,F,1.4282,90,1.037,101.5,35,1.7487,108.3313,1.5,0.5,2.5,90,35,201.21
130,130.05,Northridge,-118.478,34.3421,-118.424,34.3282,F,1.4463,90,1.037,101.5,35,1.7487,108.3313,1.5,0.5,2.5,90,35,201.21
130,130.06,Northridge,-118.424,34.3282,-118.378,34.3097,F,1.4721,90,1.037,101.5,35,1.7487,108.3313,1.5,0.5,2.5,90,35,201.21
131,131.01,"Great Valley 01",-122.29969,39.67855,-122.28082,39.28571,F,0.086831,0,0.136,82.8,15,0.1,90,0.01,0,0.2,90,15,267.87
132,132.01,"Great Valley 03 Mysterious Rid",-122.27771,39.11694,-122.048355,38.690117,F,0.299,-119.32,1.907,103.9,20,1.4452,108.5603,1.3,0.5,2,90,20,247.23
133,133.01,"Great Valley 02",-122.28084,39.28581,-122.29219,39.08907,F,0.086831,0,0.287,85.6,15,0.1,90,0.01,0,0.2,90,15,272.56
134,134.01,"Great Valley 04a Trout Creek",-122.09213,38.688026,-121.999,38.531578,F,0.28487,127.03,1.598,95.7,20,1.3187,108.5723,1.3,0.5,2,90,20,245.02
135,135.01,"Great Valley 05 Pittsburg Kirb",-121.97566,38.28408,-121.84478,38.016075,F,1.0252,93.467,0.499,180,90,1.3693,108.3026,1.5,0.5,3,90,90,248.95
136,136.01,"Great Valley 07 (Orestimba)",-121.52409,37.73443,-121.051,37.276,F,0.42797,90,0.049,143.1,20,0.89443,100.3048,0.9,0.8,1.2,90,20,230.55
137,137.01,"Great Valley 08 (Quinto)",-121.095,37.245,-120.98939,37.09232,F,0.3,90,0.053,110.9,25,0.52811,108.778,0.5,0.4,0.6,90,25,241.1
138,138.01,"Great Valley 10 (Panoche)",-120.7585,36.79945,-120.64514,36.62798,F,1.0822,90,1.465,102.6,15,1.0246,108.7886,1,0.5,1.5,90,15,242.04
139,139.01,"Great Valley 11",-120.65305,36.64091,-120.44764,36.49507,F,2.9173,124.61,2.723,118.4,15,0.95567,103.3092,1,0.5,1.5,90,15,221.42
140,140.01,"Great Valley 12",-120.43829,36.47943,-120.34914,36.33982,F,2.8387,148.08,0.181,109.7,15,0.9669,79.2711,1,0.5,1.5,90,15,242.77
141,141.01,"Great Valley 14 (Kettleman Hil",-120.139,36.1316,-120.068,36.0909,F,2.4929,139.65,0.754,86.6,22,1.0057,109.1556,1,0.5,1.5,90,22,215.24
141,141.02,"Great Valley 14 (Kettleman Hil",-120.068,36.0909,-119.973,36.0366,F,2.4929,139.65,0.754,86.6,22,1.0057,109.1556,1,0.5,1.5,90,22,215.24
141,141.03,"Great Valley 14 (Kettleman Hil",-119.973,36.0366,-119.921,36.0068,F,2.4929,139.65,0.754,86.6,22,1.0057,109.1556,1,0.5,1.5,90,22,215.24
142,142.01,"Great Valley 13 (Coalinga)",-120.358,36.3547,-120.254,36.2671,F,2.6445,132.26,1.825,120,15,0.9392,108.6279,1,0.5,1.5,90,15,226.07
142,142.02,"Great Valley 13 (Coalinga)",-120.254,36.2671,-120.114,36.1499,F,2.5825,136.21,1.825,120,15,0.9392,108.6279,1,0.5,1.5,90,15,226.07
143,143.01,"San Joaquin Hills",-117.933,33.695,-117.823,33.688,F,0.61176,90,0.593,85.3,23,0.64514,108.9967,0.6,0.2,1,90,23,204.37
143,143.02,"San Joaquin Hills",-117.823,33.688,-117.736,33.647,F,0.57903,90,0.593,85.3,23,0.64514,108.9967,0.6,0.2,1,90,23,204.37
143,143.03,"San Joaquin Hills",-117.736,33.647,-117.674,33.597,F,0.59729,90,0.593,85.3,23,0.64514,108.9967,0.6,0.2,1,90,23,204.37
144,144.01,"Little Lake",-117.64749,35.60516,-117.80907,35.811264,F,0.73201,180,1.112,180,90,0.74,-161.0754,0.6,0.5,1,180,90,56.92
144,144.02,"Little Lake",-117.80907,35.811264,-117.88341,35.906876,F,0.67091,180,1.112,180,90,0.74,-161.0754,0.6,0.5,1,180,90,56.92
144,144.03,"Little Lake",-117.88341,35.906876,-117.91253,35.93426,F,0.62781,180,1.112,180,90,0.74,-161.0754,0.6,0.5,1,180,90,56.92
145,145.01,"Tank Canyon",-117.196,35.91796,-117.25552,35.86348,F,1.0077,-90,1.091,-80.2,50,1.1827,-108.7413,1,0.5,1.5,-90,50,279.47
145,145.02,"Tank Canyon",-117.25552,35.86348,-117.2524,35.80467,F,0.99474,-90,1.091,-80.2,50,1.1827,-108.7413,1,0.5,1.5,-90,50,279.47
145,145.03,"Tank Canyon",-117.2524,35.80467,-117.2634,35.78965,F,1.0033,-90,1.091,-80.2,50,1.1827,-108.7413,1,0.5,1.5,-90,50,279.47
145,145.04,"Tank Canyon",-117.2634,35.78965,-117.2363,35.75511,F,0.98015,-90,1.091,-80.2,50,1.1827,-108.7413,1,0.5,1.5,-90,50,279.47
145,145.05,"Tank Canyon",-117.2363,35.75511,-117.22935,35.74856,F,0.99679,-90,1.091,-80.2,50,1.1827,-108.7413,1,0.5,1.5,-90,50,279.47
145,145.06,"Tank Canyon",-117.22935,35.74856,-117.21721,35.6805,F,0.96551,-90,1.091,-80.2,50,1.1827,-108.7413,1,0.5,1.5,-90,50,279.47
145,145.07,"Tank Canyon",-117.21721,35.6805,-117.25269,35.64161,F,1.0022,-90,1.091,-80.2,50,1.1827,-108.7413,1,0.5,1.5,-90,50,279.47
146,146.01,"Elysian Park (Upper)",-118.09977,34.06834,-118.130356,34.061222,F,1.8858,90,1.834,103.1,50,1.8595,71.1753,1.9,0.8,2.2,90,50,15.23
146,146.02,"Elysian Park (Upper)",-118.130356,34.061222,-118.234764,34.067455,F,1.6939,90,1.834,103.1,50,1.8595,71.1753,1.9,0.8,2.2,90,50,15.23
146,146.03,"Elysian Park (Upper)",-118.234764,34.067455,-118.29677,34.112583,F,1.8,90,1.834,103.1,50,1.8595,71.1753,1.9,0.8,2.2,90,50,15.23
151,151.01,"Great Valley 09 (Laguna Seca)",-120.98671,37.10314,-120.74888,36.8083,F,1.7403,90,1.802,96.1,25,1.7491,107.2954,1.7,1.4,2.3,90,25,237.12
152,152.01,Raymond,-117.99006,34.162964,-118.00254,34.160885,F,2.3145,84.208,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.02,Raymond,-118.00254,34.160885,-118.014946,34.15555,F,2.3145,84.208,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.03,Raymond,-118.014946,34.15555,-118.02924,34.150715,F,2.3145,84.208,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.04,Raymond,-118.02924,34.150715,-118.04934,34.14087,F,4.2921,18.876,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.05,Raymond,-118.04934,34.14087,-118.05745,34.13914,F,4.2921,18.876,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.06,Raymond,-118.05745,34.13914,-118.08054,34.129642,F,4.2921,18.876,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.07,Raymond,-118.08054,34.129642,-118.11513,34.12288,F,4.2921,18.876,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.08,Raymond,-118.11513,34.12288,-118.12312,34.1213,F,2.9268,0,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.09,Raymond,-118.12312,34.1213,-118.12895,34.118317,F,0.98911,0,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
152,152.1,Raymond,-118.12895,34.118317,-118.223,34.1217,F,2.9268,0,1.408,4.6,79,1.4827,49.6502,2,1,5,60,79,347.98
155,155.01,"McLean Lake",-116.962524,35.499214,-116.86122,35.478313,F,0.050232,0,1.619,0,90,0.01,0,0.01,0,0.2,0,90,185.78
155,155.02,"McLean Lake",-116.86122,35.478313,-116.67093,35.49161,F,0.15472,0,1.619,0,90,0.01,0,0.01,0,0.2,0,90,185.78
155,155.03,"McLean Lake",-116.67093,35.49161,-116.48233,35.49601,F,0.16195,0,1.619,0,90,0.01,0,0.01,0,0.2,0,90,185.78
155,155.04,"McLean Lake",-116.48233,35.49601,-116.393036,35.45091,F,0.051757,0,1.619,0,90,0.01,0,0.01,0,0.2,0,90,185.78
156,156.01,"Nelson Lake",-116.90712,35.436516,-116.84543,35.429314,F,0.046423,0,0.535,0,90,0.01,0,0.01,0,0.2,0,90,185.96
156,156.02,"Nelson Lake",-116.84543,35.429314,-116.63503,35.44471,F,0.17708,0,0.535,0,90,0.01,0,0.01,0,0.2,0,90,185.96
156,156.03,"Nelson Lake",-116.63503,35.44471,-116.51093,35.42691,F,0.1093,0,0.535,0,90,0.01,0,0.01,0,0.2,0,90,185.96
156,156.04,"Nelson Lake",-116.51093,35.42691,-116.43644,35.41752,F,0.069511,0,0.535,0,90,0.01,0,0.01,0,0.2,0,90,185.96
156,156.05,"Nelson Lake",-116.43644,35.41752,-116.3531,35.38808,F,0.062279,0,0.535,0,90,0.01,0,0.01,0,0.2,0,90,185.96
157,157.01,"Coyote Canyon",-116.80693,35.331215,-116.57053,35.311913,F,0.2,0,3.246,0,90,0.01,0,0.01,0,0.2,0,90,177.86
157,157.02,"Coyote Canyon",-116.57053,35.311913,-116.52303,35.32751,F,0.045707,0,3.246,0,90,0.01,0,0.01,0,0.2,0,90,177.86
157,157.03,"Coyote Canyon",-116.52303,35.32751,-116.43774,35.32721,F,0.087662,0,3.246,0,90,0.01,0,0.01,0,0.2,0,90,177.86
157,157.04,"Coyote Canyon",-116.43774,35.32721,-116.4066,35.34274,F,0.023191,0,3.246,0,90,0.01,0,0.01,0,0.2,0,90,177.86
158,158.01,"Bicycle Lake",-116.66601,35.28026,-116.61279,35.270584,F,0.058763,0,2.341,0,90,0.1,0,0.01,0,0.2,0,90,197.14
158,158.02,"Bicycle Lake",-116.61279,35.270584,-116.50688,35.22852,F,0.082726,0,2.341,0,90,0.1,0,0.01,0,0.2,0,90,197.14
