"Fault Model FM3.2",,,,,,,,,,,,,,,,,,,,
FID,Minisection,Name,ELon1,NLat1,ELon2,NLat2,CREEPS?,"ABM slip rate","ABM rake","NeoKinema slip rate","Neokinema rake","NeoKinema dip","Zeng slip rate","Zeng rake","Geologic rate (mm/yr)","Geologic lower bound (mm/yr)","Geologic upper bound (mm/yr)","Geo rake","Geo dip","Geo dip dir"
653,653.12,"San Andreas (Offshore) 2011 CF",-124.08612,40.01099,-124.15413,40.08725,F,15.603,173.75,7.57,180,90,22.61,180,24,16,27,180,90,68.46
653,653.13,"San Andreas (Offshore) 2011 CF",-124.15413,40.08725,-124.25098,40.15296,F,14.843,164.77,7.57,180,90,22.61,180,24,16,27,180,90,68.46
653,653.14,"San Andreas (Offshore) 2011 CF",-124.25098,40.15296,-124.34336,40.20667,F,14.533,161.61,7.57,180,90,22.61,180,24,16,27,180,90,68.46
654,654.01,"San Andreas (North Coast) 2011",-122.66515,37.89651,-122.70197,37.9354,F,15.849,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.02,"San Andreas (North Coast) 2011",-122.70197,37.9354,-122.77521,38.02445,F,15.804,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.03,"San Andreas (North Coast) 2011",-122.77521,38.02445,-122.84895,38.09768,F,15.84,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.04,"San Andreas (North Coast) 2011",-122.84895,38.09768,-122.89467,38.14614,F,15.855,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.05,"San Andreas (North Coast) 2011",-122.89467,38.14614,-122.9683,38.22641,F,15.861,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.06,"San Andreas (North Coast) 2011",-122.9683,38.22641,-123.0007,38.26875,F,15.818,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.07,"San Andreas (North Coast) 2011",-123.0007,38.26875,-123.07988,38.36727,F,15.842,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.08,"San Andreas (North Coast) 2011",-123.07988,38.36727,-123.11884,38.40803,F,15.846,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.09,"San Andreas (North Coast) 2011",-123.11884,38.40803,-123.21689,38.49986,F,15.791,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.1,"San Andreas (North Coast) 2011",-123.21689,38.49986,-123.26219,38.54419,F,15.835,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.11,"San Andreas (North Coast) 2011",-123.26219,38.54419,-123.31036,38.59103,F,15.836,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.12,"San Andreas (North Coast) 2011",-123.31036,38.59103,-123.36404,38.64567,F,15.875,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.13,"San Andreas (North Coast) 2011",-123.36404,38.64567,-123.43288,38.71626,F,15.887,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.14,"San Andreas (North Coast) 2011",-123.43288,38.71626,-123.48366,38.76575,F,15.855,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.15,"San Andreas (North Coast) 2011",-123.48366,38.76575,-123.52247,38.8078,F,15.939,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.16,"San Andreas (North Coast) 2011",-123.52247,38.8078,-123.59011,38.87964,F,15.934,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.17,"San Andreas (North Coast) 2011",-123.59011,38.87964,-123.6909,39.00072,F,16.004,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.18,"San Andreas (North Coast) 2011",-123.6909,39.00072,-123.7299,39.04879,F,16.021,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
654,654.19,"San Andreas (North Coast) 2011",-123.7299,39.04879,-123.79545,39.14784,F,16.025,180,16.918,180,90,22.46,180,24,16,27,180,90,55.1
655,655.01,"San Andreas (Peninsula) 2011 C",-122.00197,37.17514,-122.05407,37.22235,F,13.853,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.02,"San Andreas (Peninsula) 2011 C",-122.05407,37.22235,-122.11594,37.27902,F,13.853,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.03,"San Andreas (Peninsula) 2011 C",-122.11594,37.27902,-122.16575,37.31659,F,13.804,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.04,"San Andreas (Peninsula) 2011 C",-122.16575,37.31659,-122.20213,37.35174,F,13.804,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.05,"San Andreas (Peninsula) 2011 C",-122.20213,37.35174,-122.26628,37.42341,F,13.819,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.06,"San Andreas (Peninsula) 2011 C",-122.26628,37.42341,-122.35596,37.51492,F,13.765,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.07,"San Andreas (Peninsula) 2011 C",-122.35596,37.51492,-122.44534,37.62354,F,13.657,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.08,"San Andreas (Peninsula) 2011 C",-122.44534,37.62354,-122.50232,37.67787,F,13.804,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.09,"San Andreas (Peninsula) 2011 C",-122.50232,37.67787,-122.54528,37.72311,F,13.771,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.1,"San Andreas (Peninsula) 2011 C",-122.54528,37.72311,-122.61984,37.83078,F,13.488,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
655,655.11,"San Andreas (Peninsula) 2011 C",-122.61984,37.83078,-122.66515,37.89651,F,13.481,180,12.241,180,90,18.87,180,17,13,21,180,90,54.11
657,657.01,"San Andreas (Santa Cruz Mts) 2",-122.00197,37.17514,-121.97604,37.15797,F,13.853,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.02,"San Andreas (Santa Cruz Mts) 2",-121.97604,37.15797,-121.88688,37.09443,F,13.853,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.03,"San Andreas (Santa Cruz Mts) 2",-121.88688,37.09443,-121.81994,37.05752,F,13.602,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.04,"San Andreas (Santa Cruz Mts) 2",-121.81994,37.05752,-121.7641,37.02349,F,13.827,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.05,"San Andreas (Santa Cruz Mts) 2",-121.7641,37.02349,-121.73022,36.98707,F,13.827,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.06,"San Andreas (Santa Cruz Mts) 2",-121.73022,36.98707,-121.66466,36.93344,F,13.828,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.07,"San Andreas (Santa Cruz Mts) 2",-121.66466,36.93344,-121.61674,36.90468,F,13.776,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.08,"San Andreas (Santa Cruz Mts) 2",-121.61674,36.90468,-121.52059,36.8348,F,13.809,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
657,657.09,"San Andreas (Santa Cruz Mts) 2",-121.52059,36.8348,-121.47635,36.80405,F,13.816,180,18.824,180,79,20.52,180,17,13,21,180,79,221.31
658,658.01,"San Andreas (Creeping Section)",-120.56133,36.00264,-120.66954,36.10514,T,28.347,180,26.371,180,90,29.83,180,34,26,39,180,90,47.69
658,658.02,"San Andreas (Creeping Section)",-120.66954,36.10514,-120.73885,36.16257,T,28.347,180,26.371,180,90,29.83,180,34,26,39,180,90,47.69
658,658.03,"San Andreas (Creeping Section)",-120.73885,36.16257,-120.82808,36.24267,T,28.347,180,26.371,180,90,29.83,180,34,26,39,180,90,47.69
658,658.04,"San Andreas (Creeping Section)",-120.82808,36.24267,-120.88991,36.30519,T,28.347,180,26.371,180,90,29.83,180,34,26,39,180,90,47.69
658,658.05,"San Andreas (Creeping Section)",-120.88991,36.30519,-121.00091,36.41619,T,28.357,180,26.371,180,90,30.94,180,34,26,39,180,90,47.69
658,658.06,"San Andreas (Creeping Section)",-121.00091,36.41619,-121.08632,36.50079,T,28.357,180,26.371,180,90,32.06,180,34,26,39,180,90,47.69
658,658.07,"San Andreas (Creeping Section)",-121.08632,36.50079,-121.16568,36.57409,T,28.126,180,26.371,180,90,28.51,180,34,26,39,180,90,47.69
658,658.08,"San Andreas (Creeping Section)",-121.16568,36.57409,-121.20964,36.61081,T,13.729,180,26.371,180,90,24.42,180,34,26,39,180,90,47.69
658,658.09,"San Andreas (Creeping Section)",-121.20964,36.61081,-121.30703,36.69336,T,13.723,180,26.371,180,90,20.34,180,34,26,39,180,90,47.69
658,658.1,"San Andreas (Creeping Section)",-121.30703,36.69336,-121.37001,36.7393,T,13.784,180,26.371,180,90,20.34,180,34,26,39,180,90,47.69
658,658.11,"San Andreas (Creeping Section)",-121.37001,36.7393,-121.47635,36.80405,T,13.784,180,26.371,180,90,20.34,180,34,26,39,180,90,47.69
660,660.01,"San Gregorio (North) 2011 CFM",-122.70499,37.93885,-122.6831,37.89578,F,2.1792,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.02,"San Gregorio (North) 2011 CFM",-122.6831,37.89578,-122.65915,37.85063,F,2.1792,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.03,"San Gregorio (North) 2011 CFM",-122.65915,37.85063,-122.62569,37.78453,F,2.1778,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.04,"San Gregorio (North) 2011 CFM",-122.62569,37.78453,-122.57074,37.6583,F,2.1696,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.05,"San Gregorio (North) 2011 CFM",-122.57074,37.6583,-122.54313,37.59522,F,2.1693,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.06,"San Gregorio (North) 2011 CFM",-122.54313,37.59522,-122.51483,37.52315,F,2.1592,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.07,"San Gregorio (North) 2011 CFM",-122.51483,37.52315,-122.44104,37.42378,F,2.1834,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.08,"San Gregorio (North) 2011 CFM",-122.44104,37.42378,-122.41812,37.37835,F,2.1738,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.09,"San Gregorio (North) 2011 CFM",-122.41812,37.37835,-122.36936,37.25544,F,2.1489,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.1,"San Gregorio (North) 2011 CFM",-122.36936,37.25544,-122.31521,37.16371,F,2.1888,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.11,"San Gregorio (North) 2011 CFM",-122.31521,37.16371,-122.26922,37.08759,F,2.1893,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.12,"San Gregorio (North) 2011 CFM",-122.26922,37.08759,-122.24276,36.98756,F,2.079,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.13,"San Gregorio (North) 2011 CFM",-122.24276,36.98756,-122.20496,36.92193,F,1.3189,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
660,660.14,"San Gregorio (North) 2011 CFM",-122.20496,36.92193,-122.17551,36.85944,F,1.1396,180,4.396,180,90,4.3633,-175.5308,7,4,10,180,90,248.55
661,661.01,"San Gregorio (South) 2011 CFM",-121.70383,36.15477,-121.77425,36.24816,F,1.6069,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.02,"San Gregorio (South) 2011 CFM",-121.77425,36.24816,-121.88147,36.33826,F,1.9985,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.03,"San Gregorio (South) 2011 CFM",-121.88147,36.33826,-121.94926,36.41514,F,1.7278,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.04,"San Gregorio (South) 2011 CFM",-121.94926,36.41514,-122.01226,36.54491,F,1.1886,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.05,"San Gregorio (South) 2011 CFM",-122.01226,36.54491,-122.03897,36.59382,F,1.2838,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.06,"San Gregorio (South) 2011 CFM",-122.03897,36.59382,-122.06301,36.64355,F,1.1776,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.07,"San Gregorio (South) 2011 CFM",-122.06301,36.64355,-122.08064,36.68964,F,0.99452,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.08,"San Gregorio (South) 2011 CFM",-122.08064,36.68964,-122.12671,36.76527,F,1.3797,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.09,"San Gregorio (South) 2011 CFM",-122.12671,36.76527,-122.15113,36.80982,F,1.2782,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
661,661.1,"San Gregorio (South) 2011 CFM",-122.15113,36.80982,-122.17551,36.85944,F,1.1783,180,1.345,180,75,2.7915,-178.1524,3,1,7,180,75,61.86
662,662.01,"Sargent 2011 CFM",-121.95018,37.13935,-121.85278,37.10788,T,3.0954,180,0.262,180,90,2.7765,161.9566,3,1,5,180,90,211.84
662,662.02,"Sargent 2011 CFM",-121.85278,37.10788,-121.77617,37.08027,T,3.0927,180,0.262,180,90,2.7765,161.9566,3,1,5,180,90,211.84
662,662.03,"Sargent 2011 CFM",-121.77617,37.08027,-121.68031,37.00954,T,3.2036,180,0.262,180,90,2.7765,161.9566,3,1,5,180,90,211.84
662,662.04,"Sargent 2011 CFM",-121.68031,37.00954,-121.62556,36.97964,T,3.1016,180,0.262,180,90,2.7765,161.9566,3,1,5,180,90,211.84
662,662.05,"Sargent 2011 CFM",-121.62556,36.97964,-121.52101,36.91338,T,3.2016,180,0.262,180,90,2.7765,161.9566,3,1,5,180,90,211.84
662,662.06,"Sargent 2011 CFM",-121.52101,36.91338,-121.41184,36.8707,T,3.1066,180,0.262,180,90,2.7765,161.9566,3,1,5,180,90,211.84
664,664.01,"Silver Creek 2011 CFM",-121.6343,37.17361,-121.70093,37.21722,F,0.2,180,0.057,180,75,0.1044,163.3008,0.1,0,0.2,180,75,51.67
664,664.02,"Silver Creek 2011 CFM",-121.70093,37.21722,-121.7505,37.27167,F,0.2,180,0.057,180,75,0.1044,163.3008,0.1,0,0.2,180,75,51.67
664,664.03,"Silver Creek 2011 CFM",-121.7505,37.27167,-121.89906,37.36411,F,0.2,180,0.057,180,75,0.1044,163.3008,0.1,0,0.2,180,75,51.67
664,664.04,"Silver Creek 2011 CFM",-121.89906,37.36411,-121.94148,37.42088,F,0.2,180,0.057,180,75,0.1044,163.3008,0.1,0,0.2,180,75,51.67
664,664.05,"Silver Creek 2011 CFM",-121.94148,37.42088,-121.962,37.502,F,0.16923,180,0.057,180,75,0.1044,163.3008,0.1,0,0.2,180,75,51.67
665,665.01,"West Napa 2011 CFM",-122.48252,38.50695,-122.38096,38.37192,F,2.9224,180,1.117,180,75,1.4104,-161.822,1,1,5,180,75,241.33
665,665.02,"West Napa 2011 CFM",-122.38096,38.37192,-122.32023,38.30753,F,2.9224,180,1.117,180,75,1.4104,-161.822,1,1,5,180,75,241.33
665,665.03,"West Napa 2011 CFM",-122.32023,38.30753,-122.2825,38.21706,F,5.6098,180,1.117,180,75,1.4104,-161.822,1,1,5,180,75,241.33
665,665.04,"West Napa 2011 CFM",-122.2825,38.21706,-122.24451,38.16441,F,5.7249,180,1.117,180,75,1.4104,-161.822,1,1,5,180,75,241.33
666,666.01,"Point Reyes 2011 CFM",-122.84302,37.91569,-122.91777,37.9468,F,0.2,90,0.121,80.5,53,0.1044,73.3008,0.1,0,0.2,90,53,49.32
666,666.02,"Point Reyes 2011 CFM",-122.91777,37.9468,-122.93798,37.96232,F,0.12402,90,0.121,80.5,53,0.1044,73.3008,0.1,0,0.2,90,53,49.32
666,666.03,"Point Reyes 2011 CFM",-122.93798,37.96232,-123.02739,37.97097,F,0.2,90,0.121,80.5,53,0.1044,73.3008,0.1,0,0.2,90,53,49.32
666,666.04,"Point Reyes 2011 CFM",-123.02739,37.97097,-123.17321,38.09367,F,0.2,90,0.121,80.5,53,0.1044,73.3008,0.1,0,0.2,90,53,49.32
666,666.05,"Point Reyes 2011 CFM",-123.17321,38.09367,-123.23464,38.18435,F,0.11088,90,0.121,80.5,53,0.1044,73.3008,0.1,0,0.2,90,53,49.32
666,666.06,"Point Reyes 2011 CFM",-123.23464,38.18435,-123.27758,38.31156,F,5.6676E-07,90,0.121,80.5,53,0.1044,73.3008,0.1,0,0.2,90,53,49.32
667,667.01,"Almanor 2011 CFM",-121.25484,40.49096,-121.23453,40.38504,F,2.1439,-133.45,0.853,-103.8,55,2.0652,-136.1771,2,0.5,5,-135,90,252.74
667,667.02,"Almanor 2011 CFM",-121.23453,40.38504,-121.15994,40.28852,F,2.1637,-135.82,0.853,-103.8,55,2.0652,-136.1771,2,0.5,5,-135,90,252.74
667,667.03,"Almanor 2011 CFM",-121.15994,40.28852,-121.15368,40.24237,F,2.1698,-134.5,0.853,-103.8,55,2.0652,-136.1771,2,0.5,5,-135,90,252.74
667,667.04,"Almanor 2011 CFM",-121.15368,40.24237,-121.129,40.201,F,2.181,-135.28,0.853,-103.8,55,2.0652,-136.1771,2,0.5,5,-135,90,252.74
668,668.01,"Bartlett Springs 2011 CFM",-122.49936,38.99726,-122.59732,39.08996,F,6.6975,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.02,"Bartlett Springs 2011 CFM",-122.59732,39.08996,-122.65323,39.15179,F,6.8416,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.03,"Bartlett Springs 2011 CFM",-122.65323,39.15179,-122.75552,39.21585,F,6.1572,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.04,"Bartlett Springs 2011 CFM",-122.75552,39.21585,-122.86929,39.35009,F,6.8132,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.05,"Bartlett Springs 2011 CFM",-122.86929,39.35009,-122.91976,39.39771,F,6.6913,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.06,"Bartlett Springs 2011 CFM",-122.91976,39.39771,-122.95553,39.4664,F,6.7761,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.07,"Bartlett Springs 2011 CFM",-122.95553,39.4664,-123.04565,39.58348,F,6.8267,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.08,"Bartlett Springs 2011 CFM",-123.04565,39.58348,-123.12053,39.65001,F,6.7371,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.09,"Bartlett Springs 2011 CFM",-123.12053,39.65001,-123.2182,39.70329,F,6.3333,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.1,"Bartlett Springs 2011 CFM",-123.2182,39.70329,-123.27021,39.74837,F,6.6749,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.11,"Bartlett Springs 2011 CFM",-123.27021,39.74837,-123.28762,39.80548,F,6.1614,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.12,"Bartlett Springs 2011 CFM",-123.28762,39.80548,-123.33892,39.90005,F,6.522,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.13,"Bartlett Springs 2011 CFM",-123.33892,39.90005,-123.39605,39.96296,F,6.7733,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.14,"Bartlett Springs 2011 CFM",-123.39605,39.96296,-123.43804,40.0303,F,6.5691,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.15,"Bartlett Springs 2011 CFM",-123.43804,40.0303,-123.42427,40.07723,F,3.968,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.16,"Bartlett Springs 2011 CFM",-123.42427,40.07723,-123.44954,40.17096,F,5.9462,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
668,668.17,"Bartlett Springs 2011 CFM",-123.44954,40.17096,-123.49065,40.20732,F,7.0003,180,3.775,180,90,7.27,180,4,1,9,180,90,58.06
669,669.01,"Battle Creek 2011 CFM",-122.59818,40.21614,-122.52196,40.26063,F,2.7374,138.35,0.085,-113.5,74,0.063246,71.5651,0.1,0,0.5,90,74,156.04
669,669.02,"Battle Creek 2011 CFM",-122.52196,40.26063,-122.4672,40.28735,F,2.947,143.76,0.085,-113.5,74,0.063246,71.5651,0.1,0,0.5,90,74,156.04
669,669.03,"Battle Creek 2011 CFM",-122.4672,40.28735,-122.39473,40.31957,F,3.0454,145.17,0.085,-113.5,74,0.063246,71.5651,0.1,0,0.5,90,74,156.04
669,669.04,"Battle Creek 2011 CFM",-122.39473,40.31957,-122.32905,40.34599,F,3.2472,148.06,0.085,-113.5,74,0.063246,71.5651,0.1,0,0.5,90,74,156.04
669,669.05,"Battle Creek 2011 CFM",-122.32905,40.34599,-122.20173,40.38887,F,3.2472,148.06,0.085,-113.5,74,0.063246,71.5651,0.1,0,0.5,90,74,156.04
669,669.06,"Battle Creek 2011 CFM",-122.20173,40.38887,-121.8548,40.46515,F,3.6117,152.64,0.085,-113.5,74,0.063246,71.5651,0.1,0,0.5,90,74,156.04
670,670.01,"Casmalia 2011 CFM",-120.76132,34.98364,-120.69929,34.95857,F,0.24398,90,0.333,89.8,20,0.25298,71.5651,0.25,0.1,0.5,90,75,213.13
670,670.02,"Casmalia 2011 CFM",-120.69929,34.95857,-120.6089,34.93003,F,0.23361,90,0.333,89.8,20,0.25298,71.5651,0.25,0.1,0.5,90,75,213.13
670,670.03,"Casmalia 2011 CFM",-120.6089,34.93003,-120.49401,34.86013,F,0.23795,90,0.333,89.8,20,0.25298,71.5651,0.25,0.1,0.5,90,75,213.13
670,670.04,"Casmalia 2011 CFM",-120.49401,34.86013,-120.39677,34.84395,F,0.22261,90,0.333,89.8,20,0.25298,71.5651,0.25,0.1,0.5,90,75,213.13
670,670.05,"Casmalia 2011 CFM",-120.39677,34.84395,-120.34315,34.75868,F,0.25216,90,0.333,89.8,20,0.25298,71.5651,0.25,0.1,0.5,90,75,213.13
671,671.01,"East Huasna 2011 CFM",-120.01097,34.78578,-120.1018,34.83445,F,2.1156E-10,180,0.577,180,90,0.1044,163.3008,0.01,0,0.2,180,90,52.72
671,671.02,"East Huasna 2011 CFM",-120.1018,34.83445,-120.16278,34.93507,F,0.005826,180,0.577,180,90,0.1044,163.3008,0.01,0,0.2,180,90,52.72
671,671.03,"East Huasna 2011 CFM",-120.16278,34.93507,-120.20579,34.98337,F,6.5076E-08,180,0.577,180,90,0.1044,163.3008,0.01,0,0.2,180,90,52.72
671,671.04,"East Huasna 2011 CFM",-120.20579,34.98337,-120.27206,35.0642,F,6.106E-09,180,0.577,180,90,0.1044,163.3008,0.01,0,0.2,180,90,52.72
671,671.05,"East Huasna 2011 CFM",-120.27206,35.0642,-120.31805,35.13668,F,3.356E-06,180,0.577,180,90,0.1044,163.3008,0.01,0,0.2,180,90,52.72
671,671.06,"East Huasna 2011 CFM",-120.31805,35.13668,-120.38921,35.25024,F,2.4068E-07,180,0.577,180,90,0.1044,163.3008,0.01,0,0.2,180,90,52.72
671,671.07,"East Huasna 2011 CFM",-120.38921,35.25024,-120.49199,35.30063,F,0.078484,0,0.577,180,90,0.1044,163.3008,0.01,0,0.2,180,90,52.72
672,672.01,"Eaton Roughs 2011 CFM",-123.30672,39.99881,-123.31839,40.05565,F,0.45053,180,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.02,"Eaton Roughs 2011 CFM",-123.31839,40.05565,-123.36855,40.12674,F,0.50943,180,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.03,"Eaton Roughs 2011 CFM",-123.36855,40.12674,-123.41045,40.21308,F,0.51303,180,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.04,"Eaton Roughs 2011 CFM",-123.41045,40.21308,-123.48884,40.30714,F,0.55884,180,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.05,"Eaton Roughs 2011 CFM",-123.48884,40.30714,-123.55667,40.36494,F,5.0107,174.78,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.06,"Eaton Roughs 2011 CFM",-123.55667,40.36494,-123.58446,40.4185,F,5.0209,-172.15,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.07,"Eaton Roughs 2011 CFM",-123.58446,40.4185,-123.68075,40.52052,F,5.0801,169.49,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.08,"Eaton Roughs 2011 CFM",-123.68075,40.52052,-123.71894,40.56957,F,5.2488,168.13,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.09,"Eaton Roughs 2011 CFM",-123.71894,40.56957,-123.83089,40.67706,F,5.4148,155.54,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
672,672.1,"Eaton Roughs 2011 CFM",-123.83089,40.67706,-123.8734,40.75386,F,5.8431,163.64,4.695,180,90,3.34,180,0.39,0.2,1,180,90,60.42
677,677.01,"Hunting Creek - Bartlett Sprin",-122.36415,38.68143,-122.38694,38.78288,F,7.1565,180,4.708,180,90,8.3,180,4,1,9,180,90,71.53
677,677.02,"Hunting Creek - Bartlett Sprin",-122.38694,38.78288,-122.38422,38.83594,F,6.8432,180,4.708,180,90,8.3,180,4,1,9,180,90,71.53
677,677.03,"Hunting Creek - Bartlett Sprin",-122.38422,38.83594,-122.4062,38.88398,F,7.2034,180,4.708,180,90,8.3,180,4,1,9,180,90,71.53
677,677.04,"Hunting Creek - Bartlett Sprin",-122.4062,38.88398,-122.45538,38.94115,F,6.9429,180,4.708,180,90,8.3,180,4,1,9,180,90,71.53
677,677.05,"Hunting Creek - Bartlett Sprin",-122.45538,38.94115,-122.49994,38.99726,F,6.9429,180,4.708,180,90,8.3,180,4,1,9,180,90,71.53
678,678.01,"Incline Village 2011 CFM",-119.9985,39.12404,-119.96622,39.18032,F,0.32042,-90,0.275,-84.4,50,0.29017,-88.0251,0.3,0.2,0.4,-90,50,106.96
678,678.02,"Incline Village 2011 CFM",-119.96622,39.18032,-119.96096,39.25654,F,0.33497,-90,0.275,-84.4,50,0.29017,-88.0251,0.3,0.2,0.4,-90,50,106.96
678,678.03,"Incline Village 2011 CFM",-119.96096,39.25654,-119.93115,39.29494,F,0.3071,-90,0.275,-84.4,50,0.29017,-88.0251,0.3,0.2,0.4,-90,50,106.96
679,679.01,"Keddie Ridge 2011 CFM",-120.84669,40.09097,-120.90872,40.16722,F,2.6531,180,1.374,-156,55,0.098995,-135,0.01,0,0.2,-135,90,42.26
679,679.02,"Keddie Ridge 2011 CFM",-120.90872,40.16722,-121.03523,40.22474,F,3.0732,180,1.374,-156,55,0.098995,-135,0.01,0,0.2,-135,90,42.26
679,679.03,"Keddie Ridge 2011 CFM",-121.03523,40.22474,-121.10734,40.27137,F,0.034138,180,1.374,-156,55,0.098995,-135,0.01,0,0.2,-135,90,42.26
680,680.01,"King Range 2011 CFM",-124.34661,40.24023,-124.26705,40.21775,F,0.0049664,90,1.176,105.5,29,0.01,90,0.01,0,0.2,90,29,219.97
680,680.02,"King Range 2011 CFM",-124.26705,40.21775,-124.07635,40.14691,F,8.0891E-12,90,1.176,105.5,29,0.01,90,0.01,0,0.2,90,29,219.97
680,680.03,"King Range 2011 CFM",-124.07635,40.14691,-123.98954,40.01043,F,0.044619,90,1.176,105.5,29,0.01,90,0.01,0,0.2,90,29,219.97
