lat		long	 	NeoKinema		Zeng		Average Block Model (Units are N-m/yr)
31.6	-117.2	0	4.4247e+014	1.7495e+014
31.6	-117.1	0	6.0757e+014	2.7219e+014
31.6	-117	0	7.1723e+014	3.1993e+014
31.6	-116.9	0	7.785e+014	3.9694e+014
31.6	-116.8	0	8.105e+014	7.5743e+014
31.6	-116.7	0	8.3778e+014	1.1512e+015
31.6	-116.6	0	8.6647e+014	1.5548e+015
31.6	-116.5	0	8.9711e+014	2.1631e+015
31.6	-116.4	0	9.3062e+014	1.707e+015
31.6	-116.3	0	9.6575e+014	1.4728e+015
31.6	-116.2	0	1.0018e+015	1.4742e+015
31.6	-116.1	0	1.0205e+015	1.5059e+015
31.6	-116	0	9.7439e+014	1.5165e+015
31.6	-115.9	0	8.8317e+014	1.3643e+015
31.6	-115.8	0	8.1118e+014	1.7763e+015
31.7	-117.5	0	7.7493e+014	2.0909e+014
31.7	-117.4	0	7.7427e+014	1.6173e+014
31.7	-117.3	0	4.3907e+014	8.882e+013
31.7	-117.2	0	6.0429e+014	2.9161e+014
31.7	-117.1	0	7.2602e+014	3.6799e+014
31.7	-117	0	7.9712e+014	2.9641e+014
31.7	-116.9	0	8.3217e+014	4.3325e+014
31.7	-116.8	0	8.5197e+014	7.0595e+014
31.7	-116.7	0	8.7193e+014	1.945e+015
31.7	-116.6	0	8.9295e+014	2.7567e+015
31.7	-116.5	0	9.1572e+014	2.514e+015
31.7	-116.4	0	9.4115e+014	1.8666e+015
31.7	-116.3	0	9.6783e+014	1.9181e+015
31.7	-116.2	0	9.9495e+014	1.7006e+015
31.7	-116.1	0	1.0235e+015	1.6417e+015
31.7	-116	0	1.0449e+015	1.8508e+015
31.7	-115.9	0	1.0315e+015	1.8148e+015
31.7	-115.8	0	9.9983e+014	2.0048e+015
31.7	-115.7	0	9.8152e+014	2.1617e+015
31.7	-115.6	0	1.0161e+015	1.7576e+015
31.7	-115.5	0	1.1191e+015	1.5542e+015
31.7	-115.4	0	1.2499e+015	1.737e+015
31.7	-115.3	0	1.3821e+015	1.9677e+015
31.7	-115.2	0	1.5085e+015	1.9369e+015
31.7	-115.1	0	1.6317e+015	2.2195e+015
31.7	-115	0	1.7673e+015	1.8602e+015
31.7	-114.9	0	1.9167e+015	2.7495e+015
31.7	-114.8	0	2.0228e+015	6.2817e+015
31.7	-114.7	0	1.9912e+015	1.7251e+016
31.7	-114.6	0	1.8048e+015	1.85e+016
31.8	-117.7	1.6253e+014	8.2099e+014	2.3882e+014
31.8	-117.6	1.3756e+014	7.7935e+014	2.9911e+014
31.8	-117.5	6.0216e+013	7.7904e+014	4.0374e+014
31.8	-117.4	0	7.79e+014	3.6398e+014
31.8	-117.3	0	7.954e+014	3.5992e+014
31.8	-117.2	0	8.1402e+014	6.7379e+014
31.8	-117.1	0	8.2738e+014	6.7081e+014
31.8	-117	0	8.3047e+014	2.2994e+014
31.8	-116.9	0	8.4845e+014	5.7074e+014
31.8	-116.8	0	8.6324e+014	1.3277e+015
31.8	-116.7	0	8.7845e+014	2.6603e+015
31.8	-116.6	0	8.9468e+014	2.437e+015
31.8	-116.5	0	9.1221e+014	2.4181e+015
31.8	-116.4	0	9.3145e+014	2.32e+015
31.8	-116.3	0	9.5165e+014	2.0325e+015
31.8	-116.2	0	9.8471e+014	1.7477e+015
31.8	-116.1	0	1.0544e+015	1.9129e+015
31.8	-116	0	1.1205e+015	2.1904e+015
31.8	-115.9	0	1.1715e+015	2.2579e+015
31.8	-115.8	0	1.2135e+015	2.3127e+015
31.8	-115.7	0	1.2714e+015	2.2917e+015
31.8	-115.6	0	1.2917e+015	2.3481e+015
31.8	-115.5	0	1.3054e+015	2.3163e+015
31.8	-115.4	0	1.341e+015	2.5424e+015
31.8	-115.3	0	1.446e+015	2.9565e+015
31.8	-115.2	0	1.533e+015	3.7367e+015
31.8	-115.1	0	1.6011e+015	4.931e+015
31.8	-115	0	1.6337e+015	4.6957e+015
31.8	-114.9	0	1.6182e+015	6.8903e+015
31.8	-114.8	0	1.6492e+015	1.0149e+016
31.8	-114.7	0	1.7788e+015	1.2356e+016
31.8	-114.6	0	8.3411e+014	1.2056e+016
31.8	-114.5	0	7.2333e+014	1.3953e+016
31.8	-114.4	0	7.8319e+014	1.0629e+016
31.9	-117.9	6.2578e+014	4.0425e+014	2.2191e+014
31.9	-117.8	6.0668e+014	9.1416e+014	2.8763e+014
31.9	-117.7	8.1532e+014	8.0302e+014	3.9065e+014
31.9	-117.6	1.0353e+015	7.7025e+014	5.3467e+014
