segment Madagascar
-16.146 45.295
-16.146 45.298
-16.132 45.295
-16.127 45.3
-16.127 45.304
-16.131 45.309
-16.131 45.311
-16.122 45.31
-16.118 45.314
-16.115 45.325
-16.115 45.339
-16.113 45.34
-16.112 45.344
-16.112 45.35
-16.115 45.355
-16.12 45.359
-16.13 45.365
-16.129 45.367
-16.114 45.361
-16.107 45.354
-16.105 45.338
-16.108 45.329
-16.107 45.323
-16.105 45.318
-16.101 45.318
-16.101 45.328
-16.097 45.333
-16.088 45.335
-16.085 45.341
-16.082 45.35
-16.083 45.362
-16.078 45.368
-16.077 45.369
-16.075 45.378
-16.071 45.381
-16.067 45.383
-16.052 45.389
-16.047 45.394
-16.042 45.406
-16.04 45.407
-16.037 45.406
-16.036 45.395
-16.027 45.388
-16.028 45.383
-16.032 45.379
-16.041 45.386
-16.045 45.386
-16.044 45.376
-16.038 45.369
-16.031 45.364
-16.012 45.358
-16 45.351
-15.99 45.344
-15.986 45.346
-15.984 45.35
-15.984 45.364
-15.981 45.381
-15.981 45.39
-15.986 45.409
-15.986 45.415
-15.974 45.442
-15.971 45.452
-15.968 45.47
-15.966 45.49
-15.963 45.503
-15.958 45.515
-15.952 45.538
-15.953 45.548
-15.946 45.558
-15.947 45.559
-15.953 45.558
-15.954 45.562
-15.958 45.563
-15.961 45.561
-15.968 45.557
-15.971 45.557
-15.984 45.567
-15.99 45.576
-16 45.582
-16.002 45.582
-16.011 45.575
-16.015 45.569
-16.02 45.569
-16.025 45.566
-16.034 45.558
-16.035 45.557
-16.036 45.546
-16.038 45.546
-16.04 45.552
-16.043 45.552
-16.046 45.548
-16.048 45.556
-16.044 45.558
-16.045 45.562
-16.049 45.569
-16.05 45.574
-16.046 45.576
-16.039 45.574
-16.033 45.576
-16.03 45.58
-16.03 45.587
-16.033 45.591
-16.039 45.593
-16.048 45.592
-16.06 45.587
-16.067 45.583
-16.075 45.574
-16.077 45.577
-16.075 45.588
-16.054 45.598
-16.055 45.6
-16.058 45.605
-16.08 45.607
-16.068 45.611
-16.06 45.61
-16.043 45.604
-16.037 45.605
-16.036 45.607
-16.039 45.61
-16.057 45.617
-16.062 45.621
-16.061 45.623
-16.042 45.618
-16.037 45.617
-16.033 45.614
-16.02 45.599
-16.014 45.597
-16.008 45.6
-16 45.603
-15.977 45.606
-15.975 45.615
-15.974 45.608
-15.972 45.606
-15.969 45.606
-15.968 45.619
-15.97 45.632
-15.968 45.634
-15.966 45.633
-15.965 45.625
-15.963 45.624
-15.947 45.621
-15.93 45.621
-15.926 45.623
-15.924 45.628
-15.923 45.629
-15.919 45.632
-15.907 45.635
-15.894 45.636
-15.887 45.634
-15.877 45.618
-15.862 45.617
-15.86 45.613
-15.854 45.611
-15.856 45.608
-15.861 45.607
-15.863 45.605
-15.863 45.602
-15.86 45.601
-15.846 45.611
-15.842 45.62
-15.837 45.629
-15.837 45.635
-15.84 45.643
-15.835 45.642
-15.835 45.639
-15.829 45.637
-15.836 45.618
-15.84 45.613
-15.839 45.61
-15.832 45.617
-15.825 45.633
-15.82 45.639
-15.818 45.645
-15.812 45.651
-15.803 45.653
-15.801 45.655
-15.8 45.656
-15.797 45.666
-15.793 45.67
-15.787 45.672
-15.782 45.671
-15.778 45.667
-15.774 45.668
-15.775 45.671
-15.779 45.674
-15.786 45.686
-15.791 45.698
-15.796 45.717
-15.796 45.728
-15.799 45.739
-15.8 45.752
-15.801 45.763
-15.806 45.767
-15.807 45.763
-15.805 45.758
-15.805 45.751
-15.807 45.747
-15.807 45.742
-15.813 45.722
-15.817 45.719
-15.818 45.721
-15.818 45.726
-15.81 45.749
-15.812 45.762
-15.815 45.768
-15.814 45.772
-15.808 45.77
-15.807 45.774
-15.812 45.78
-15.811 45.789
-15.821 45.793
-15.821 45.798
-15.824 45.802
-15.815 45.805
-15.813 45.81
-15.812 45.815
-15.812 45.829
-15.809 45.826
-15.807 45.826
-15.795 45.841
-15.802 45.85
-15.79 45.852
-15.785 45.857
-15.784 45.861
-15.779 45.864
-15.777 45.869
-15.779 45.871
-15.779 45.875
-15.768 45.878
-15.765 45.883
-15.766 45.888
-15.773 45.891
-15.774 45.893
-15.769 45.895
-15.768 45.898
-15.768 45.905
-15.771 45.909
-15.773 45.909
-15.778 45.906
-15.781 45.907
-15.777 45.912
-15.776 45.916
-15.781 45.925
-15.784 45.938
-15.788 45.949
-15.79 45.962
-15.793 45.962
-15.799 45.957
-15.801 45.957
-15.806 45.961
-15.812 45.957
-15.815 45.952
-15.822 45.95
-15.831 45.952
-15.847 45.961
-15.849 45.961
-15.853 45.962
-15.861 45.96
-15.863 45.961
-15.862 45.967
-15.856 45.978
-15.856 46.004
-15.847 46.016
-15.848 46.024
-15.87 46.044
-15.875 46.053
-15.874 46.056
-15.874 46.059
-15.877 46.061
-15.878 46.064
-15.875 46.065
-15.87 46.063
-15.868 46.064
-15.867 46.074
-15.865 46.082
-15.863 46.083
-15.858 46.069
-15.856 46.062
-15.847 46.055
-15.845 46.052
-15.845 46.046
-15.842 46.04
-15.836 46.037
-15.832 46.045
-15.824 46.052
-15.822 46.059
-15.818 46.065
-15.818 46.069
-15.819 46.092
-15.821 46.1
-15.825 46.105
-15.826 46.11
-15.818 46.106
-15.815 46.103
-15.813 46.086
-15.811 46.082
-15.804 46.075
-15.8 46.067
-15.796 46.071
-15.787 46.089
-15.784 46.104
-15.779 46.106
-15.779 46.089
-15.783 46.082
-15.784 46.079
-15.781 46.075
-15.786 46.071
-15.793 46.058
-15.816 46.033
-15.82 46.021
-15.825 46.012
-15.825 46.007
-15.823 46.004
-15.817 46.004
-15.813 46.005
-15.811 46.006
-15.78 46.038
-15.748 46.062
-15.723 46.091
-15.722 46.094
-15.712 46.114
-15.71 46.122
-15.705 46.161
-15.705 46.176
-15.707 46.198
-15.711 46.217
-15.712 46.22
-15.715 46.226
-15.719 46.231
-15.732 46.232
-15.745 46.242
-15.754 46.244
-15.764 46.242
-15.773 46.233
-15.792 46.231
-15.802 46.233
-15.807 46.231
-15.822 46.228
-15.822 46.226
-15.822 46.225
-15.818 46.221
-15.82 46.211
-15.826 46.208
-15.83 46.208
-15.838 46.216
-15.833 46.219
-15.839 46.236
-15.846 46.245
-15.855 46.254
-15.861 46.258
-15.88 46.265
-15.894 46.269
-15.895 46.269
-15.897 46.27
-15.914 46.271
-15.915 46.276
-15.917 46.278
-15.937 46.286
-15.943 46.292
-15.957 46.298
-15.96 46.304
-15.968 46.312
-15.977 46.317
-15.983 46.322
-16 46.328
-16 46.343
-15.998 46.343
-15.991 46.336
-15.987 46.333
-15.974 46.331
-15.971 46.328
-15.967 46.325
-15.965 46.326
-15.964 46.329
-15.969 46.337
-15.978 46.357
-15.995 46.373
-16 46.374
-16 46.387
-15.999 46.387
-15.994 46.38
-15.987 46.375
-15.984 46.373
-15.976 46.364
-15.962 46.356
-15.958 46.356
-15.96 46.364
-15.97 46.378
-15.975 46.39
-15.99 46.414
-15.995 46.424
-15.995 46.43
-15.997 46.436
-15.998 46.439
-16 46.441
-16 46.461
-15.998 46.46
-15.997 46.456
-15.994 46.454
-15.99 46.439
-15.983 46.427
-15.979 46.415
-15.973 46.409
-15.97 46.411
-15.969 46.415
-15.97 46.431
-15.971 46.433
-15.975 46.448
-15.974 46.454
-15.975 46.459
-15.983 46.469
-15.992 46.478
-15.995 46.485
-16 46.489
-16 46.5
-15.997 46.499
-15.977 46.476
-15.972 46.468
-15.955 46.453
-15.943 46.444
-15.937 46.44
-15.931 46.438
-15.927 46.441
-15.913 46.435
-15.904 46.428
-15.902 46.429
-15.903 46.433
-15.935 46.469
-15.941 46.48
-15.946 46.485
-15.949 46.484
-15.966 46.502
-15.975 46.511
-15.982 46.512
-15.992 46.519
-15.991 46.523
-15.999 46.537
-16 46.538
-16 46.555
-15.994 46.547
-15.988 46.534
-15.979 46.523
-15.971 46.515
-15.969 46.513
-15.94 46.493
-15.927 46.477
-15.914 46.464
-15.886 46.449
-15.872 46.432
-15.861 46.419
-15.859 46.416
-15.856 46.409
-15.851 46.392
-15.845 46.38
-15.836 46.37
-15.833 46.364
-15.831 46.351
-15.832 46.337
-15.838 46.32
-15.837 46.315
-15.837 46.312
-15.832 46.305
-15.828 46.301
-15.815 46.295
-15.808 46.297
-15.805 46.301
-15.804 46.312
-15.801 46.319
-15.792 46.329
-15.779 46.339
-15.773 46.348
-15.768 46.351
-15.762 46.35
-15.756 46.352
-15.755 46.356
-15.753 46.358
-15.75 46.356
-15.746 46.359
-15.744 46.358
-15.743 46.352
-15.74 46.35
-15.742 46.341
-15.74 46.337
-15.737 46.337
-15.734 46.341
-15.735 46.346
-15.732 46.359
-15.735 46.36
-15.738 46.356
-15.739 46.365
-15.737 46.367
-15.725 46.365
-15.728 46.36
-15.724 46.336
-15.73 46.329
-15.725 46.308
-15.728 46.302
-15.726 46.301
-15.721 46.303
-15.716 46.301
-15.716 46.298
-15.715 46.296
-15.692 46.313
-15.689 46.314
-15.668 46.32
-15.657 46.33
-15.635 46.34
-15.62 46.357
-15.609 46.365
-15.596 46.378
-15.588 46.388
-15.567 46.414
-15.564 46.421
-15.567 46.426
-15.568 46.433
-15.571 46.435
-15.568 46.437
-15.564 46.435
-15.562 46.429
-15.56 46.429
-15.552 46.437
-15.542 46.444
-15.515 46.459
-15.51 46.467
-15.506 46.481
-15.506 46.491
-15.51 46.487
-15.519 46.473
-15.524 46.47
-15.53 46.469
-15.535 46.472
-15.545 46.48
-15.547 46.484
-15.552 46.486
-15.558 46.493
-15.553 46.494
-15.552 46.492
-15.543 46.488
-15.539 46.483
-15.539 46.482
-15.531 46.476
-15.52 46.483
-15.512 46.501
-15.509 46.505
-15.5 46.508
-15.495 46.513
-15.49 46.531
-15.486 46.539
-15.467 46.557
-15.459 46.567
-15.457 46.581
-15.451 46.589
-15.449 46.595
-15.446 46.599
-15.433 46.611
-15.429 46.616
-15.426 46.63
-15.416 46.648
-15.413 46.656
-15.412 46.666
-15.414 46.669
-15.416 46.669
-15.419 46.666
-15.422 46.657
-15.425 46.655
-15.431 46.656
-15.437 46.661
-15.436 46.665
-15.442 46.668
-15.444 46.675
-15.448 46.677
-15.446 46.678
-15.448 46.685
-15.445 46.689
-15.441 46.688
-15.442 46.682
-15.433 46.675
-15.426 46.675
-15.426 46.679
-15.423 46.68
-15.415 46.674
-15.405 46.675
-15.402 46.67
-15.408 46.647
-15.41 46.643
-15.416 46.636
-15.415 46.631
-15.411 46.631
-15.399 46.649
-15.385 46.674
-15.371 46.691
-15.353 46.719
-15.35 46.723
-15.34 46.735
-15.317 46.756
-15.302 46.777
-15.292 46.796
-15.279 46.81
-15.274 46.819
-15.264 46.838
-15.234 46.873
-15.228 46.883
-15.22 46.903
-15.21 46.93
-15.203 46.95
-15.212 46.96
-15.216 46.961
-15.22 46.959
-15.226 46.964
-15.231 46.965
-15.234 46.964
-15.239 46.96
-15.251 46.958
-15.26 46.958
-15.273 46.964
-15.285 46.966
-15.295 46.972
-15.296 46.974
-15.299 46.978
-15.301 46.988
-15.315 47.017
-15.317 47.037
-15.322 47.048
-15.325 47.052
-15.348 47.055
-15.348 47.056
-15.342 47.058
-15.342 47.073
-15.345 47.073
-15.364 47.058
-15.38 47.041
-15.396 47.026
-15.41 47.004
-15.41 46.995
-15.412 46.992
-15.415 46.993
-15.415 46.996
-15.417 46.997
-15.418 46.996
-15.424 46.991
-15.43 46.986
-15.468 46.968
-15.473 46.965
-15.489 46.963
-15.513 46.947
-15.524 46.945
-15.538 46.945
-15.539 46.944
-15.542 46.944
-15.548 46.945
-15.557 46.94
-15.558 46.947
-15.558 46.949
-15.555 46.952
-15.542 46.956
-15.537 46.96
-15.509 46.972
-15.5 46.978
-15.497 46.983
-15.497 46.99
-15.499 46.994
-15.508 47.001
-15.532 47.015
-15.554 47.03
-15.557 47.028
-15.558 47.032
-15.56 47.033
-15.59 47.026
-15.601 47.029
-15.604 47.032
-15.6 47.036
-15.597 47.036
-15.586 47.033
-15.577 47.032
-15.564 47.038
-15.542 47.053
-15.533 47.055
-15.515 47.05
-15.508 47.051
-15.502 47.055
-15.494 47.058
-15.494 47.063
-15.495 47.064
-15.5 47.075
-15.506 47.082
-15.51 47.085
-15.501 47.089
-15.487 47.088
-15.501 47.107
-15.504 47.109
-15.507 47.116
-15.506 47.12
-15.503 47.119
-15.498 47.113
-15.483 47.101
-15.478 47.099
-15.47 47.099
-15.458 47.103
-15.456 47.107
-15.456 47.119
-15.458 47.122
-15.458 47.125
-15.457 47.127
-15.456 47.135
-15.46 47.139
-15.46 47.143
-15.461 47.15
-15.469 47.158
-15.473 47.167
-15.469 47.165
-15.467 47.166
-15.466 47.169
-15.474 47.204
-15.474 47.213
-15.466 47.185
-15.464 47.181
-15.459 47.178
-15.457 47.181
-15.457 47.198
-15.455 47.2
-15.454 47.206
-15.444 47.216
-15.44 47.218
-15.434 47.224
-15.429 47.234
-15.428 47.231
-15.43 47.225
-15.423 47.232
-15.419 47.229
-15.424 47.204
-15.422 47.198
-15.424 47.193
-15.424 47.186
-15.42 47.182
-15.387 47.165
-15.374 47.156
-15.368 47.148
-15.364 47.145
-15.353 47.147
-15.343 47.148
-15.341 47.148
-15.324 47.152
-15.312 47.152
-15.296 47.147
-15.301 47.142
-15.302 47.13
-15.316 47.114
-15.317 47.105
-15.319 47.101
-15.321 47.092
-15.318 47.087
-15.315 47.086
-15.313 47.088
-15.312 47.093
-15.307 47.097
-15.302 47.097
-15.301 47.091
-15.299 47.09
-15.292 47.094
-15.287 47.095
-15.288 47.099
-15.287 47.102
-15.279 47.103
-15.271 47.102
-15.27 47.099
-15.277 47.092
-15.278 47.089
-15.278 47.081
-15.28 47.073
-15.278 47.071
-15.273 47.069
-15.256 47.07
-15.251 47.068
-15.247 47.063
-15.245 47.054
-15.241 47.047
-15.237 47.045
-15.229 47.044
-15.217 47.049
-15.216 47.048
-15.203 47.044
-15.191 47.047
-15.169 47.063
-15.133 47.085
-15.109 47.106
-15.108 47.107
-15.107 47.11
-15.111 47.117
-15.11 47.132
-15.107 47.137
-15.106 47.139
-15.09 47.156
-15.07 47.185
-15.068 47.186
-15.062 47.19
-15.059 47.195
-15.058 47.2
-15.054 47.202
-15.045 47.211
-15.033 47.216
-15.016 47.221
-15.01 47.221
-15.004 47.218
-15.004 47.212
-15 47.214
-14.998 47.215
-14.988 47.233
-14.988 47.238
-14.996 47.241
-14.995 47.245
-14.997 47.251
-15 47.258
-14.999 47.261
-14.995 47.259
-14.991 47.246
-14.987 47.246
-14.981 47.252
-14.985 47.266
-14.983 47.266
-14.978 47.257
-14.976 47.258
-14.973 47.26
-14.967 47.263
-14.96 47.262
-14.957 47.267
-14.951 47.271
-14.949 47.278
-14.934 47.291
-14.934 47.292
-14.932 47.299
-14.932 47.305
-14.923 47.315
-14.92 47.321
-14.922 47.326
-14.921 47.332
-14.923 47.333
-14.928 47.33
-14.929 47.331
-14.922 47.337
-14.919 47.338
-14.912 47.334
-14.91 47.334
-14.91 47.339
-14.906 47.341
-14.911 47.347
-14.921 47.348
-14.921 47.353
-14.92 47.357
-14.913 47.363
-14.911 47.367
-14.905 47.378
-14.903 47.378
-14.903 47.373
-14.906 47.366
-14.905 47.363
-14.904 47.362
-14.895 47.377
-14.891 47.38
-14.876 47.377
-14.869 47.379
-14.864 47.369
-14.856 47.364
-14.854 47.361
-14.855 47.354
-14.86 47.347
-14.865 47.345
-14.873 47.342
-14.885 47.342
-14.889 47.34
-14.89 47.333
-14.886 47.325
-14.885 47.317
-14.888 47.309
-14.888 47.304
-14.885 47.299
-14.88 47.295
-14.87 47.293
-14.864 47.291
-14.861 47.283
-14.847 47.296
-14.824 47.308
-14.811 47.318
-14.775 47.349
-14.772 47.351
-14.709 47.416
-14.687 47.446
-14.672 47.467
-14.675 47.469
-14.692 47.468
-14.701 47.471
-14.713 47.487
-14.719 47.5
-14.721 47.501
-14.725 47.497
-14.737 47.492
-14.748 47.484
-14.75 47.482
-14.75 47.481
-14.75 47.476
-14.752 47.476
-14.754 47.482
-14.751 47.487
-14.753 47.488
-14.758 47.484
-14.768 47.482
-14.773 47.483
-14.8 47.499
-14.812 47.493
-14.815 47.494
-14.816 47.497
-14.812 47.506
-14.812 47.511
-14.809 47.513
-14.808 47.516
-14.82 47.517
-14.821 47.517
-14.833 47.513
-14.84 47.507
-14.863 47.498
-14.867 47.491
-14.877 47.486
-14.888 47.479
-14.923 47.448
-14.935 47.438
-14.98 47.404
-14.985 47.402
-15 47.408
-15.014 47.413
-15.032 47.415
-15.038 47.414
-15.043 47.41
-15.049 47.408
-15.072 47.402
-15.104 47.399
-15.11 47.401
-15.115 47.406
-15.115 47.416
-15.119 47.42
-15.119 47.424
-15.114 47.433
-15.115 47.436
-15.118 47.436
-15.133 47.431
-15.136 47.43
-15.138 47.43
-15.12 47.439
-15.114 47.448
-15.109 47.451
-15.108 47.456
-15.104 47.455
-15.102 47.456
-15.101 47.461
-15.091 47.473
-15.089 47.489
-15.082 47.492
-15.08 47.495
-15.082 47.504
-15.08 47.506
-15.077 47.5
-15.076 47.493
-15.079 47.489
-15.078 47.485
-15.074 47.484
-15.066 47.487
-15.056 47.494
-15.049 47.497
-15.043 47.496
-15.027 47.505
-15.022 47.508
-15.005 47.521
-15 47.527
-14.999 47.528
-14.997 47.534
-14.99 47.538
-14.988 47.542
-14.988 47.546
-14.991 47.547
-15 47.546
-15.006 47.547
-15.014 47.543
-15.03 47.526
-15.032 47.528
-15.019 47.542
-15.019 47.545
-15.014 47.55
-15.007 47.552
-15 47.552
-14.991 47.552
-14.977 47.558
-14.972 47.556
-14.971 47.552
-14.968 47.548
-14.965 47.54
-14.962 47.536
-14.957 47.537
-14.955 47.539
-14.949 47.556
-14.946 47.559
-14.942 47.565
-14.898 47.584
-14.889 47.591
-14.858 47.608
-14.854 47.609
-14.848 47.604
-14.845 47.604
-14.839 47.606
-14.837 47.611
-14.831 47.631
-14.828 47.634
-14.818 47.64
-14.81 47.643
-14.804 47.642
-14.803 47.636
-14.8 47.632
-14.793 47.636
-14.789 47.641
-14.767 47.653
-14.758 47.661
-14.75 47.673
-14.747 47.677
-14.724 47.688
-14.719 47.687
-14.72 47.685
-14.719 47.682
-14.713 47.688
-14.698 47.695
-14.697 47.7
-14.702 47.702
-14.699 47.712
-14.692 47.72
-14.684 47.725
-14.663 47.73
-14.65 47.733
-14.646 47.737
-14.645 47.741
-14.625 47.751
-14.62 47.755
-14.614 47.752
-14.617 47.748
-14.617 47.74
-14.615 47.735
-14.607 47.733
-14.604 47.728
-14.604 47.727
-14.595 47.729
-14.588 47.726
-14.584 47.729
-14.581 47.728
-14.575 47.723
-14.574 47.718
-14.571 47.717
-14.558 47.72
-14.544 47.729
-14.54 47.73
-14.525 47.728
-14.515 47.723
-14.51 47.716
-14.5 47.711
-14.496 47.712
-14.492 47.709
-14.49 47.702
-14.488 47.701
-14.485 47.702
-14.484 47.706
-14.479 47.708
-14.475 47.708
-14.466 47.7
-14.459 47.702
-14.456 47.7
-14.455 47.694
-14.453 47.693
-14.446 47.693
-14.439 47.697
-14.434 47.698
-14.427 47.695
-14.419 47.697
-14.396 47.707
-14.392 47.708
-14.389 47.709
-14.377 47.71
-14.36 47.718
-14.35 47.72
-14.347 47.723
-14.346 47.728
-14.344 47.732
-14.331 47.744
-14.314 47.768
-14.307 47.775
-14.301 47.776
-14.295 47.775
-14.293 47.774
-14.287 47.77
-14.274 47.77
-14.266 47.768
-14.261 47.763
-14.258 47.764
-14.256 47.771
-14.244 47.778
-14.243 47.781
-14.246 47.783
-14.248 47.789
-14.248 47.792
-14.243 47.795
-14.235 47.797
-14.227 47.795
-14.224 47.796
-14.225 47.805
-14.232 47.819
-14.233 47.82
-14.237 47.823
-14.242 47.822
-14.246 47.824
-14.258 47.836
-14.259 47.842
-14.263 47.844
-14.268 47.876
-14.264 47.881
-14.257 47.883
-14.254 47.894
-14.247 47.9
-14.247 47.902
-14.259 47.905
-14.261 47.907
-14.264 47.911
-14.264 47.917
-14.266 47.919
-14.265 47.922
-14.261 47.926
-14.251 47.931
-14.25 47.932
-14.251 47.936
-14.242 47.937
-14.231 47.935
-14.217 47.944
-14.168 47.949
-14.167 47.949
-14.161 47.942
-14.158 47.936
-14.156 47.935
-14.153 47.937
-14.15 47.936
-14.144 47.932
-14.136 47.924
-14.12 47.9
-14.115 47.905
-14.104 47.909
-14.099 47.909
-14.106 47.892
-14.103 47.887
-14.102 47.886
-14.098 47.89
-14.097 47.891
-14.093 47.9
-14.093 47.907
-14.099 47.916
-14.099 47.925
-14.102 47.939
-14.116 47.958
-14.124 47.962
-14.126 47.961
-14.124 47.954
-14.126 47.951
-14.124 47.943
-14.13 47.946
-14.135 47.952
-14.144 47.955
-14.149 47.959
-14.147 47.96
-14.144 47.96
-14.136 47.956
-14.133 47.955
-14.13 47.957
-14.127 47.965
-14.126 47.967
-14.126 47.972
-14.13 47.978
-14.13 47.99
-14.133 47.993
-14.136 47.999
-14.142 47.994
-14.145 47.996
-14.147 48
-14.15 48.002
-14.156 48.003
-14.165 48
-14.177 47.989
-14.181 47.989
-14.205 47.984
-14.219 47.977
-14.243 47.975
-14.266 47.97
-14.27 47.967
-14.271 47.961
-14.274 47.961
-14.276 47.969
-14.282 47.97
-14.29 47.966
-14.291 47.967
-14.296 47.968
-14.309 47.965
-14.31 47.963
-14.307 47.96
-14.307 47.957
-14.31 47.957
-14.315 47.961
-14.329 47.97
-14.334 47.982
-14.345 47.985
-14.36 47.983
-14.371 47.973
-14.374 47.974
-14.377 47.978
-14.373 47.982
-14.371 47.985
-14.365 47.983
-14.364 47.99
-14.36 47.989
-14.353 47.994
-14.349 47.993
-14.344 47.996
-14.335 47.999
-14.328 47.999
-14.315 47.991
-14.309 47.99
-14.289 47.993
-14.289 47.995
-14.288 47.997
-14.292 48.003
-14.301 48.01
-14.305 48.008
-14.309 48.009
-14.316 48.017
-14.323 48.021
-14.323 48.023
-14.315 48.024
-14.312 48.023
-14.307 48.016
-14.298 48.014
-14.29 48.008
-14.283 48.007
-14.267 48.007
-14.258 48.005
-14.253 48.006
-14.252 48.008
-14.251 48.011
-14.252 48.016
-14.258 48.023
-14.259 48.027
-14.25 48.018
-14.245 48.004
-14.242 48.003
-14.233 48.006
-14.233 48.031
-14.228 48.054
-14.224 48.06
-14.218 48.064
-14.215 48.063
-14.221 48.056
-14.226 48.045
-14.228 48.032
-14.228 48.019
-14.227 48.013
-14.227 48.012
-14.222 48.009
-14.209 48.003
-14.207 48.004
-14.208 48.007
-14.213 48.011
-14.215 48.014
-14.21 48.023
-14.206 48.022
-14.207 48.016
-14.206 48.012
-14.193 48.014
-14.186 48.018
-14.185 48.022
-14.187 48.024
-14.194 48.03
-14.2 48.033
-14.201 48.035
-14.196 48.038
-14.194 48.038
-14.191 48.036
-14.187 48.029
-14.185 48.03
-14.183 48.031
-14.186 48.053
-14.182 48.06
-14.179 48.059
-14.18 48.045
-14.174 48.038
-14.175 48.032
-14.181 48.026
-14.181 48.024
-14.175 48.027
-14.172 48.037
-14.171 48.038
-14.155 48.036
-14.136 48.039
-14.127 48.04
-14.122 48.045
-14.117 48.047
-14.1 48.039
-14.091 48.031
-14.088 48.033
-14.087 48.04
-14.077 48.034
-14.071 48.029
-14.067 48.031
-14.062 48.039
-14.055 48.04
-14.04 48.028
-14.038 48.026
-14.037 48.025
-14.036 48.026
-14.033 48.03
-14.03 48.037
-14.031 48.042
-14.026 48.047
-14.029 48.026
-14.032 48.024
-14.037 48.024
-14.043 48.024
-14.056 48.032
-14.059 48.031
-14.068 48.019
-14.07 48.011
-14.05 47.973
-14.05 47.972
-14.029 47.954
-14.023 47.945
-14.022 47.932
-14.021 47.928
-14.009 47.919
-14.007 47.921
-14.007 47.927
-14.001 47.938
-14.004 47.958
-14.004 47.966
-14.002 47.973
-13.998 47.979
-13.993 47.982
-13.982 47.985
-13.98 47.987
-13.981 47.993
-13.985 47.997
-13.985 48.001
-13.984 48.003
-13.976 48.006
-13.976 48.01
-13.98 48.017
-13.98 48.019
-13.979 48.02
-13.975 48.016
-13.973 48.017
-13.973 48.028
-13.97 48.025
-13.969 48.018
-13.965 48.011
-13.962 48.008
-13.958 48.01
-13.948 48.019
-13.941 48.018
-13.942 48.006
-13.953 47.999
-13.955 47.994
-13.952 47.987
-13.944 47.984
-13.936 47.985
-13.933 47.992
-13.931 47.991
-13.932 47.986
-13.93 47.986
-13.928 47.986
-13.926 47.992
-13.924 47.993
-13.924 47.987
-13.93 47.973
-13.93 47.961
-13.938 47.957
-13.939 47.955
-13.93 47.957
-13.926 47.956
-13.922 47.951
-13.922 47.947
-13.925 47.944
-13.916 47.919
-13.905 47.901
-13.901 47.896
-13.898 47.894
-13.896 47.892
-13.867 47.885
-13.859 47.885
-13.842 47.878
-13.826 47.876
-13.82 47.876
-13.814 47.877
-13.816 47.882
-13.819 47.888
-13.813 47.889
-13.812 47.885
-13.805 47.879
-13.804 47.874
-13.801 47.872
-13.784 47.865
-13.766 47.862
-13.754 47.869
-13.75 47.871
-13.738 47.876
-13.716 47.88
-13.715 47.883
-13.718 47.891
-13.714 47.898
-13.714 47.903
-13.715 47.905
-13.722 47.909
-13.724 47.914
-13.728 47.915
-13.708 47.923
-13.706 47.925
-13.7 47.927
-13.688 47.927
-13.69 47.924
-13.696 47.924
-13.71 47.917
-13.712 47.915
-13.709 47.908
-13.704 47.906
-13.704 47.904
-13.71 47.903
-13.71 47.901
-13.707 47.883
-13.701 47.88
-13.666 47.885
-13.656 47.889
-13.652 47.889
-13.628 47.893
-13.619 47.892
-13.61 47.893
-13.602 47.897
-13.594 47.898
-13.589 47.906
-13.589 47.911
-13.589 47.915
-13.596 47.925
-13.597 47.934
-13.592 47.949
-13.594 47.95
-13.598 47.943
-13.599 47.942
-13.601 47.941
-13.598 47.952
-13.602 47.956
-13.603 47.959
-13.607 47.957
-13.609 47.958
-13.611 47.964
-13.618 47.97
-13.617 47.974
-13.616 47.974
-13.612 47.97
-13.603 47.965
-13.598 47.967
-13.597 47.974
-13.59 47.974
-13.59 47.971
-13.595 47.969
-13.593 47.966
-13.595 47.96
-13.59 47.957
-13.575 47.957
-13.575 47.951
-13.576 47.944
-13.574 47.942
-13.567 47.954
-13.562 47.957
-13.551 47.961
-13.547 47.961
-13.545 47.955
-13.523 47.971
-13.516 47.974
-13.51 47.974
-13.505 47.977
-13.506 47.979
-13.511 47.98
-13.515 47.982
-13.526 47.998
-13.53 48.001
-13.535 48.002
-13.536 47.998
-13.54 47.995
-13.542 47.991
-13.541 47.984
-13.546 47.981
-13.549 47.977
-13.554 47.975
-13.564 47.981
-13.565 47.986
-13.57 47.984
-13.574 47.985
-13.575 47.988
-13.567 47.991
-13.564 47.994
-13.555 47.996
-13.554 48.001
-13.558 48.002
-13.563 48.002
-13.577 47.994
-13.587 47.988
-13.591 47.99
-13.592 47.993
-13.585 47.996
-13.582 48
-13.578 48.003
-13.58 48.005
-13.583 48.003
-13.587 48.004
-13.589 48.009
-13.583 48.014
-13.583 48.017
-13.58 48.02
-13.579 48.025
-13.576 48.027
-13.572 48.018
-13.565 48.01
-13.562 48.012
-13.561 48.015
-13.564 48.017
-13.565 48.022
-13.57 48.027
-13.569 48.03
-13.564 48.028
-13.563 48.029
-13.562 48.029
-13.561 48.032
-13.567 48.036
-13.567 48.037
-13.563 48.04
-13.563 48.041
-13.569 48.046
-13.569 48.052
-13.568 48.053
-13.564 48.053
-13.558 48.048
-13.555 48.043
-13.546 48.041
-13.542 48.035
-13.534 48.016
-13.529 48.015
-13.526 48.019
-13.526 48.027
-13.524 48.035
-13.53 48.047
-13.532 48.049
-13.531 48.057
-13.529 48.062
-13.529 48.064
-13.536 48.062
-13.547 48.068
