segment Madagascar
-12.653 49.584
-12.656 49.587
-12.661 49.589
-12.662 49.592
-12.656 49.597
-12.656 49.606
-12.66 49.611
-12.672 49.616
-12.694 49.641
-12.706 49.647
-12.715 49.649
-12.719 49.651
-12.726 49.655
-12.732 49.653
-12.739 49.655
-12.747 49.662
-12.755 49.667
-12.774 49.672
-12.781 49.67
-12.786 49.667
-12.793 49.658
-12.804 49.65
-12.808 49.645
-12.812 49.644
-12.816 49.645
-12.818 49.649
-12.814 49.65
-12.811 49.652
-12.81 49.66
-12.807 49.668
-12.808 49.669
-12.813 49.667
-12.814 49.669
-12.812 49.672
-12.813 49.676
-12.816 49.678
-12.817 49.681
-12.816 49.683
-12.799 49.681
-12.795 49.678
-12.793 49.679
-12.794 49.685
-12.787 49.693
-12.78 49.696
-12.776 49.697
-12.773 49.693
-12.768 49.692
-12.756 49.698
-12.751 49.699
-12.743 49.7
-12.738 49.704
-12.742 49.709
-12.737 49.712
-12.736 49.721
-12.744 49.723
-12.745 49.726
-12.739 49.728
-12.739 49.73
-12.742 49.733
-12.753 49.734
-12.763 49.728
-12.77 49.732
-12.773 49.74
-12.772 49.748
-12.768 49.752
-12.765 49.755
-12.765 49.76
-12.768 49.761
-12.77 49.761
-12.78 49.76
-12.79 49.767
-12.802 49.78
-12.806 49.784
-12.809 49.789
-12.813 49.792
-12.823 49.788
-12.829 49.783
-12.839 49.789
-12.848 49.786
-12.853 49.786
-12.861 49.793
-12.867 49.797
-12.875 49.799
-12.891 49.803
-12.891 49.811
-12.897 49.822
-12.897 49.827
-12.891 49.832
-12.889 49.839
-12.886 49.843
-12.886 49.845
-12.892 49.847
-12.899 49.853
-12.902 49.858
-12.907 49.86
-12.913 49.86
-12.918 49.853
-12.915 49.846
-12.922 49.838
-12.926 49.836
-12.927 49.835
-12.938 49.84
-12.955 49.848
-12.959 49.854
-12.957 49.863
-12.957 49.867
-12.953 49.868
-12.946 49.867
-12.94 49.871
-12.94 49.873
-12.948 49.875
-12.958 49.873
-12.964 49.881
-12.97 49.884
-12.99 49.886
-12.997 49.888
-13.005 49.891
-13.018 49.904
-13.035 49.912
-13.035 49.924
-13.039 49.928
-13.044 49.93
-13.07 49.927
-13.092 49.935
-13.101 49.933
-13.132 49.926
-13.134 49.927
-13.137 49.931
-13.14 49.932
-13.15 49.929
-13.171 49.926
-13.192 49.92
-13.202 49.923
-13.212 49.918
-13.217 49.913
-13.219 49.914
-13.209 49.924
-13.207 49.926
-13.206 49.93
-13.208 49.933
-13.219 49.935
-13.226 49.943
-13.236 49.947
-13.241 49.946
-13.26 49.951
-13.266 49.955
-13.268 49.958
-13.272 49.963
-13.285 49.972
-13.285 49.975
-13.288 49.977
-13.3 49.976
-13.303 49.975
-13.304 49.97
-13.305 49.967
-13.307 49.966
-13.311 49.968
-13.311 49.974
-13.314 49.976
-13.321 49.972
-13.326 49.975
-13.353 49.979
-13.358 49.981
-13.361 49.985
-13.362 49.991
-13.363 49.996
-13.359 50
-13.35 50.008
-13.349 50.012
-13.351 50.018
-13.359 50.023
-13.369 50.022
-13.381 50.023
-13.394 50.021
-13.408 50.013
-13.42 50.01
-13.44 50.01
-13.453 50.012
-13.454 50.015
-13.454 50.019
-13.456 50.022
-13.461 50.023
-13.468 50.023
-13.487 50.019
-13.499 50.022
-13.517 50.026
-13.524 50.03
-13.526 50.034
-13.54 50.049
-13.554 50.058
-13.56 50.06
-13.58 50.06
-13.599 50.062
-13.61 50.068
-13.611 50.068
-13.614 50.073
-13.612 50.079
-13.627 50.086
-13.641 50.088
-13.663 50.085
-13.679 50.085
-13.688 50.088
-13.71 50.101
-13.711 50.105
-13.716 50.108
-13.741 50.113
-13.747 50.116
-13.746 50.123
-13.749 50.127
-13.755 50.13
-13.757 50.131
-13.778 50.134
-13.792 50.141
-13.808 50.143
-13.817 50.142
-13.845 50.144
-13.859 50.143
-13.875 50.139
-13.879 50.139
-13.885 50.139
-13.904 50.143
-13.977 50.137
-14.005 50.14
-14.012 50.142
-14.016 50.146
-14.021 50.148
-14.032 50.148
-14.037 50.148
-14.048 50.152
-14.052 50.16
-14.06 50.166
-14.086 50.16
-14.138 50.158
-14.145 50.155
-14.146 50.152
-14.144 50.151
-14.148 50.15
-14.148 50.151
-14.155 50.152
-14.176 50.145
-14.193 50.143
-14.216 50.143
-14.229 50.144
-14.247 50.152
-14.259 50.167
-14.263 50.17
-14.266 50.173
-14.27 50.178
-14.269 50.183
-14.27 50.187
-14.288 50.191
-14.304 50.199
-14.306 50.2
-14.316 50.202
-14.342 50.194
-14.366 50.193
-14.396 50.186
-14.42 50.179
-14.425 50.174
-14.431 50.165
-14.432 50.158
-14.423 50.15
-14.432 50.152
-14.435 50.157
-14.436 50.163
-14.432 50.17
-14.428 50.175
-14.429 50.178
-14.44 50.177
-14.472 50.179
-14.484 50.184
-14.49 50.184
-14.499 50.186
-14.507 50.188
-14.526 50.189
-14.55 50.185
-14.569 50.185
-14.582 50.183
-14.586 50.184
-14.588 50.19
-14.623 50.198
-14.633 50.206
-14.635 50.208
-14.658 50.214
-14.663 50.218
-14.671 50.221
-14.691 50.223
-14.7 50.227
-14.733 50.231
-14.755 50.23
-14.759 50.23
-14.77 50.233
-14.775 50.236
-14.779 50.243
-14.786 50.248
-14.796 50.252
-14.805 50.252
-14.858 50.261
-14.869 50.259
-14.872 50.254
-14.874 50.247
-14.875 50.254
-14.874 50.262
-14.877 50.268
-14.882 50.273
-14.909 50.287
-14.918 50.295
-14.926 50.292
-14.941 50.298
-14.947 50.304
-14.948 50.311
-14.951 50.315
-14.958 50.318
-14.961 50.319
-14.966 50.32
-14.976 50.317
-14.981 50.32
-14.987 50.326
-14.993 50.329
-15 50.327
-15.004 50.329
-15.01 50.327
-15.013 50.33
-15.016 50.331
-15.036 50.335
-15.045 50.348
-15.065 50.362
-15.075 50.366
-15.085 50.376
-15.09 50.381
-15.105 50.391
-15.134 50.421
-15.145 50.43
-15.163 50.434
-15.169 50.432
-15.177 50.433
-15.182 50.431
-15.184 50.434
-15.19 50.436
-15.196 50.444
-15.201 50.457
-15.201 50.462
-15.206 50.462
-15.21 50.467
-15.215 50.469
-15.231 50.463
-15.238 50.462
-15.251 50.468
-15.252 50.472
-15.252 50.478
-15.254 50.479
-15.258 50.477
-15.261 50.479
-15.264 50.483
-15.266 50.484
-15.271 50.477
-15.277 50.472
-15.289 50.47
-15.297 50.472
-15.306 50.477
-15.315 50.475
-15.325 50.481
-15.329 50.482
-15.334 50.48
-15.343 50.476
-15.349 50.477
-15.357 50.473
-15.364 50.471
-15.366 50.468
-15.365 50.464
-15.368 50.463
-15.37 50.466
-15.376 50.461
-15.38 50.461
-15.386 50.464
-15.39 50.464
-15.393 50.468
-15.397 50.469
-15.406 50.465
-15.415 50.458
-15.417 50.457
-15.419 50.461
-15.421 50.462
-15.425 50.455
-15.434 50.452
-15.433 50.446
-15.436 50.44
-15.445 50.436
-15.438 50.445
-15.437 50.452
-15.44 50.454
-15.443 50.458
-15.453 50.465
-15.457 50.465
-15.46 50.463
-15.46 50.459
-15.459 50.458
-15.465 50.455
-15.465 50.448
-15.468 50.445
-15.472 50.442
-15.478 50.444
-15.48 50.437
-15.485 50.438
-15.505 50.438
-15.513 50.434
-15.523 50.433
-15.527 50.43
-15.529 50.426
-15.532 50.424
-15.543 50.428
-15.552 50.427
-15.576 50.415
-15.582 50.409
-15.581 50.406
-15.584 50.403
-15.583 50.397
-15.586 50.394
-15.588 50.407
-15.591 50.407
-15.602 50.398
-15.611 50.394
-15.618 50.395
-15.622 50.393
-15.625 50.389
-15.639 50.384
-15.639 50.378
-15.633 50.367
-15.633 50.366
-15.64 50.371
-15.642 50.372
-15.647 50.369
-15.648 50.374
-15.646 50.378
-15.649 50.379
-15.676 50.366
-15.681 50.361
-15.687 50.359
-15.689 50.355
-15.693 50.358
-15.697 50.359
-15.71 50.356
-15.715 50.348
-15.727 50.347
-15.742 50.34
-15.759 50.336
-15.769 50.331
-15.781 50.322
-15.788 50.324
-15.801 50.32
-15.803 50.321
-15.807 50.321
-15.81 50.324
-15.813 50.329
-15.813 50.333
-15.807 50.331
-15.804 50.335
-15.806 50.339
-15.811 50.341
-15.816 50.339
-15.828 50.316
-15.828 50.311
-15.825 50.308
-15.819 50.302
-15.824 50.302
-15.829 50.306
-15.833 50.304
-15.837 50.298
-15.843 50.295
-15.851 50.293
-15.857 50.295
-15.855 50.3
-15.859 50.302
-15.876 50.293
-15.879 50.287
-15.886 50.281
-15.885 50.274
-15.885 50.269
-15.893 50.26
-15.905 50.254
-15.916 50.242
-15.923 50.251
-15.926 50.251
-15.929 50.249
-15.931 50.245
-15.941 50.238
-15.948 50.227
-15.953 50.222
-15.962 50.224
-15.964 50.229
-15.963 50.233
-15.966 50.235
-15.969 50.233
-15.972 50.231
-15.975 50.233
-15.979 50.227
-15.99 50.219
-15.991 50.212
-15.987 50.206
-15.987 50.198
-15.985 50.193
-15.987 50.183
-15.988 50.173
-15.996 50.159
-15.993 50.158
-15.988 50.161
-15.978 50.158
-15.976 50.155
-15.971 50.154
-15.968 50.151
-15.967 50.148
-15.949 50.149
-15.944 50.147
-15.941 50.146
-15.94 50.141
-15.937 50.133
-15.938 50.13
-15.938 50.124
-15.936 50.12
-15.936 50.114
-15.931 50.106
-15.928 50.089
-15.925 50.082
-15.917 50.077
-15.916 50.072
-15.912 50.069
-15.907 50.068
-15.907 50.061
-15.906 50.057
-15.895 50.046
-15.885 50.041
-15.882 50.036
-15.885 50.029
-15.885 50.028
-15.883 50.026
-15.879 50.024
-15.872 50.023
-15.871 50.021
-15.871 50.018
-15.867 50.017
-15.854 50.024
-15.844 50.021
-15.83 50.012
-15.824 50.012
-15.8 50.017
-15.788 50.023
-15.786 50.022
-15.782 50.014
-15.766 50
-15.758 49.993
-15.756 49.982
-15.749 49.977
-15.738 49.963
-15.737 49.957
-15.735 49.956
-15.733 49.956
-15.703 49.96
-15.671 49.952
-15.644 49.964
-15.635 49.965
-15.63 49.964
-15.621 49.958
-15.611 49.948
-15.604 49.929
-15.601 49.926
-15.591 49.926
-15.586 49.923
-15.568 49.9
-15.56 49.896
-15.546 49.894
-15.53 49.896
-15.526 49.897
-15.505 49.904
-15.499 49.905
-15.49 49.902
-15.469 49.894
-15.465 49.894
-15.455 49.898
-15.448 49.903
-15.445 49.903
-15.441 49.901
-15.436 49.896
-15.43 49.885
-15.429 49.877
-15.425 49.872
-15.428 49.866
-15.425 49.865
-15.418 49.868
-15.414 49.867
-15.416 49.863
-15.426 49.855
-15.433 49.857
-15.443 49.851
-15.443 49.847
-15.438 49.844
-15.44 49.839
-15.439 49.832
-15.44 49.804
-15.439 49.79
-15.444 49.776
-15.456 49.758
-15.451 49.746
-15.45 49.747
-15.449 49.754
-15.446 49.757
-15.445 49.762
-15.444 49.763
-15.44 49.757
-15.439 49.748
-15.439 49.744
-15.442 49.74
-15.443 49.735
-15.442 49.729
-15.443 49.723
-15.453 49.702
-15.459 49.694
-15.469 49.681
-15.48 49.671
-15.499 49.65
-15.517 49.637
-15.56 49.615
-15.564 49.619
-15.573 49.62
-15.583 49.619
-15.603 49.624
-15.604 49.627
-15.603 49.639
-15.606 49.642
-15.61 49.644
-15.615 49.643
-15.624 49.65
-15.631 49.652
-15.637 49.652
-15.65 49.647
-15.656 49.647
-15.662 49.651
-15.663 49.651
-15.667 49.65
-15.693 49.641
-15.699 49.646
-15.701 49.649
-15.709 49.655
-15.722 49.66
-15.725 49.663
-15.735 49.663
-15.769 49.677
-15.789 49.681
-15.805 49.689
-15.807 49.689
-15.811 49.69
-15.819 49.688
-15.826 49.696
-15.836 49.697
-15.838 49.699
-15.838 49.703
-15.843 49.706
-15.867 49.703
-15.873 49.706
-15.891 49.718
-15.894 49.721
-15.894 49.726
-15.897 49.729
-15.902 49.73
-15.913 49.728
-15.925 49.722
-15.937 49.712
-15.963 49.699
-15.981 49.695
-15.987 49.69
-15.994 49.685
-16 49.682
-16.006 49.682
-16.039 49.674
-16.045 49.673
-16.055 49.675
-16.068 49.681
-16.075 49.686
-16.079 49.693
-16.086 49.695
-16.113 49.696
-16.119 49.7
-16.128 49.703
-16.146 49.719
-16.157 49.732
-16.166 49.75
-16.166 49.761
-16.163 49.773
-16.162 49.778
-16.162 49.796
-16.164 49.799
-16.166 49.799
-16.171 49.789
-16.174 49.787
-16.177 49.788
-16.179 49.791
-16.177 49.803
-16.181 49.816
-16.186 49.824
-16.194 49.832
-16.212 49.844
-16.221 49.853
-16.225 49.856
-16.23 49.857
-16.239 49.856
-16.252 49.852
-16.257 49.844
-16.278 49.84
-16.289 49.836
-16.298 49.829
-16.308 49.824
-16.335 49.816
-16.347 49.812
-16.37 49.817
-16.381 49.826
-16.389 49.828
-16.404 49.824
-16.415 49.827
-16.425 49.826
-16.431 49.828
-16.437 49.838
-16.437 49.843
-16.433 49.851
-16.433 49.854
-16.435 49.856
-16.451 49.856
-16.464 49.863
-16.467 49.862
-16.472 49.855
-16.481 49.852
-16.488 49.846
-16.503 49.845
-16.51 49.842
-16.529 49.843
-16.546 49.839
-16.556 49.84
-16.568 49.838
-16.577 49.834
-16.592 49.822
-16.605 49.807
-16.617 49.803
-16.62 49.799
-16.618 49.787
-16.618 49.774
-16.626 49.786
-16.627 49.792
-16.626 49.802
-16.63 49.803
-16.638 49.8
-16.649 49.789
-16.663 49.781
-16.672 49.771
-16.688 49.766
-16.692 49.764
-16.7 49.765
-16.703 49.763
-16.706 49.757
-16.71 49.747
-16.709 49.744
-16.707 49.744
-16.702 49.752
-16.699 49.749
-16.699 49.737
-16.704 49.727
-16.71 49.722
-16.72 49.719
-16.74 49.723
-16.756 49.722
-16.765 49.724
-16.782 49.734
-16.795 49.743
-16.812 49.75
-16.819 49.757
-16.833 49.78
-16.838 49.787
-16.844 49.802
-16.847 49.83
-16.859 49.776
-16.862 49.754
-16.865 49.724
-16.873 49.697
-16.877 49.671
-16.872 49.668
-16.867 49.67
-16.864 49.668
-16.855 49.656
-16.849 49.642
-16.855 49.649
-16.867 49.664
-16.873 49.662
-16.879 49.664
-16.885 49.646
-16.883 49.643
-16.884 49.639
-16.888 49.637
-16.901 49.61
-16.915 49.592
-16.915 49.587
-16.921 49.581
-16.924 49.585
-16.93 49.586
-16.949 49.583
-16.962 49.573
-16.981 49.568
-16.994 49.556
-17.002 49.552
-17.01 49.546
-17.031 49.534
-17.039 49.529
-17.054 49.528
-17.066 49.521
-17.076 49.522
-17.088 49.516
-17.1 49.514
-17.102 49.512
-17.105 49.495
-17.105 49.484
-17.108 49.483
-17.112 49.492
-17.112 49.497
-17.109 49.503
-17.109 49.504
-17.109 49.506
-17.111 49.508
-17.115 49.508
-17.139 49.496
-17.188 49.475
-17.197 49.469
-17.21 49.451
-17.215 49.45
-17.208 49.462
-17.208 49.464
-17.21 49.465
-17.233 49.454
-17.249 49.445
-17.304 49.424
-17.339 49.415
-17.352 49.413
-17.366 49.411
-17.378 49.413
-17.384 49.416
-17.392 49.422
-17.395 49.43
-17.4 49.435
-17.412 49.438
-17.417 49.443
-17.418 49.45
-17.42 49.452
-17.423 49.453
-17.454 49.448
-17.459 49.45
-17.476 49.456
-17.477 49.457
-17.487 49.472
-17.49 49.474
-17.494 49.474
-17.51 49.467
-17.532 49.465
-17.537 49.467
-17.541 49.471
-17.542 49.481
-17.546 49.483
-17.556 49.48
-17.567 49.478
-17.594 49.475
-17.603 49.477
-17.609 49.484
-17.618 49.486
-17.632 49.486
-17.642 49.487
-17.653 49.491
-17.657 49.489
-17.653 49.481
-17.654 49.477
-17.661 49.472
-17.657 49.484
-17.679 49.502
-17.682 49.507
-17.682 49.516
-17.684 49.519
-17.692 49.517
-17.701 49.518
-17.721 49.513
-17.748 49.503
-17.75 49.502
-17.76 49.5
-17.763 49.498
-17.763 49.493
-17.767 49.493
-17.768 49.495
-17.767 49.499
-17.77 49.501
-17.818 49.486
-17.832 49.48
-17.869 49.469
-17.882 49.464
-17.891 49.46
-17.927 49.447
-18.013 49.424
-18.02 49.422
-18.071 49.411
-18.091 49.407
-18.11 49.406
-18.123 49.407
-18.133 49.41
-18.144 49.419
-18.152 49.418
-18.161 49.421
-18.163 49.425
-18.162 49.429
-18.165 49.429
-18.167 49.427
-18.17 49.41
-18.17 49.409
-18.177 49.398
-18.208 49.379
-18.238 49.369
-18.258 49.367
-18.26 49.366
-18.263 49.366
-18.272 49.367
-18.285 49.365
-18.329 49.349
-18.349 49.344
-18.358 49.342
-18.386 49.34
-18.403 49.339
-18.416 49.337
-18.427 49.331
-18.452 49.313
-18.468 49.304
-18.489 49.295
-18.496 49.297
-18.501 49.295
-18.528 49.286
-18.603 49.253
-18.618 49.244
-18.627 49.239
-18.654 49.229
-18.73 49.205
-18.737 49.202
-18.761 49.194
-18.855 49.153
-18.879 49.143
-18.952 49.114
-18.973 49.108
-18.976 49.104
-18.985 49.099
-18.991 49.099
-19.025 49.081
-19.086 49.057
-19.104 49.05
-19.152 49.028
-19.203 49.009
-19.224 49.004
-19.257 48.994
-19.297 48.985
-19.327 48.983
-19.331 48.985
-19.335 48.986
-19.345 48.982
-19.379 48.965
-19.383 48.964
-19.451 48.936
-19.471 48.926
-19.5 48.916
-19.503 48.916
-19.562 48.886
-19.615 48.869
-19.617 48.867
-19.619 48.868
-19.65 48.858
-19.678 48.854
-19.72 48.841
-19.739 48.837
-19.821 48.819
-19.862 48.812
-19.863 48.812
-19.892 48.811
-19.902 48.812
-19.911 48.815
-19.915 48.819
-19.92 48.819
-20 48.787
-20.01 48.783
-20.01 48.779
-20.013 48.778
-20.017 48.776
-20.029 48.776
-20.046 48.769
-20.066 48.758
-20.084 48.749
-20.133 48.731
-20.18 48.702
-20.181 48.701
-20.259 48.666
-20.295 48.647
-20.299 48.645
-20.339 48.628
-20.381 48.612
-20.397 48.603
-20.417 48.597
-20.433 48.593
-20.484 48.577
-20.509 48.567
-20.551 48.554
-20.549 48.552
-20.559 48.551
-20.604 48.538
-20.632 48.531
-20.648 48.523
-20.714 48.504
-20.725 48.503
-20.736 48.502
-20.777 48.491
-20.816 48.485
-20.849 48.478
-20.856 48.475
-20.87 48.469
-20.913 48.458
-20.98 48.449
-20.998 48.447
-21.033 48.435
-21.086 48.414
-21.133 48.399
-21.152 48.391
-21.171 48.383
-21.208 48.365
-21.241 48.353
-21.254 48.351
-21.257 48.347
-21.262 48.35
-21.317 48.337
-21.405 48.315
-21.44 48.303
-21.493 48.284
-21.508 48.28
-21.56 48.262
-21.563 48.26
-21.603 48.248
-21.656 48.226
-21.676 48.22
-21.679 48.218
-21.689 48.212
-21.723 48.201
-21.749 48.194
-21.798 48.174
-21.802 48.172
-21.857 48.149
-21.877 48.144
-21.904 48.132
-21.92 48.124
-21.969 48.1
-21.979 48.099
-22.037 48.073
-22.076 48.058
-22.137 48.029
-22.148 48.026
-22.153 48.027
-22.179 48.013
-22.19 48.008
-22.235 47.989
-22.257 47.982
-22.305 47.96
-22.308 47.959
-22.345 47.946
-22.376 47.938
-22.395 47.928
-22.413 47.923
-22.427 47.917
-22.446 47.91
-22.48 47.898
-22.569 47.882
-22.612 47.875
-22.662 47.863
-22.693 47.861
-22.738 47.858
-22.771 47.851
-22.795 47.844
-22.818 47.84
-22.82 47.844
-22.828 47.844
-22.845 47.841
-22.885 47.831
-22.942 47.816
-22.979 47.808
-23.007 47.798
-23.087 47.767
-23.127 47.757
-23.152 47.753
-23.184 47.753
-23.204 47.745
-23.228 47.741
-23.271 47.733
-23.304 47.72
-23.335 47.712
-23.343 47.706
-23.347 47.702
-23.348 47.7
-23.354 47.7
-23.357 47.701
-23.363 47.699
-23.37 47.697
-23.421 47.672
-23.462 47.655
-23.48 47.65
-23.532 47.634
-23.562 47.63
-23.574 47.631
-23.586 47.63
-23.598 47.627
-23.6 47.621
-23.604 47.619
-23.606 47.621
-23.609 47.622
-23.618 47.618
-23.637 47.616
-23.648 47.613
-23.665 47.612
-23.681 47.606
-23.698 47.604
-23.713 47.6
-23.73 47.599
-23.751 47.599
-23.796 47.591
-23.804 47.588
-23.809 47.583
-23.805 47.569
-23.806 47.566
-23.817 47.554
-23.817 47.56
-23.812 47.566
-23.811 47.573
-23.814 47.58
-23.842 47.574
-23.87 47.56
-23.872 47.557
-23.874 47.558
-23.889 47.549
-23.899 47.544
-23.961 47.518
-24 47.497
-24.003 47.497
-24.016 47.489
-24.026 47.483
-24.042 47.479
-24.051 47.469
-24.049 47.465
-24.054 47.462
-24.064 47.457
-24.078 47.451
-24.128 47.421
-24.157 47.407
-24.178 47.401
-24.181 47.398
-24.182 47.396
-24.185 47.399
-24.185 47.403
-24.188 47.405
-24.214 47.394
-24.227 47.392
-24.247 47.383
-24.255 47.383
-24.26 47.378
-24.273 47.372
-24.283 47.364
-24.289 47.357
-24.302 47.354
-24.296 47.349
-24.301 47.346
-24.305 47.347
-24.315 47.347
-24.321 47.348
-24.325 47.343
-24.371 47.327
-24.383 47.321
-24.393 47.318
-24.406 47.318
-24.427 47.311
-24.437 47.309
-24.441 47.307
-24.451 47.307
-24.46 47.303
-24.462 47.305
-24.468 47.307
-24.504 47.292
-24.518 47.289
-24.523 47.288
-24.541 47.285
-24.574 47.271
-24.582 47.264
-24.59 47.262
-24.597 47.257
-24.603 47.254
-24.624 47.244
-24.628 47.242
-24.628 47.239
-24.626 47.237
-24.627 47.235
-24.633 47.237
-24.641 47.237
-24.671 47.229
-24.681 47.218
-24.692 47.211
-24.7 47.209
-24.71 47.201
-24.717 47.199
-24.716 47.194
-24.718 47.192
-24.723 47.195
-24.739 47.191
-24.755 47.193
-24.772 47.202
-24.78 47.2
-24.783 47.203
-24.785 47.201
-24.784 47.198
-24.786 47.192
-24.792 47.198
-24.793 47.198
-24.792 47.193
-24.792 47.181
-24.794 47.178
-24.816 47.156
-24.839 47.144
-24.853 47.132
-24.869 47.124
-24.877 47.123
-24.892 47.122
-24.908 47.129
-24.909 47.136
-24.918 47.141
-24.93 47.135
-24.929 47.13
-24.938 47.123
-24.938 47.119
-24.934 47.116
-24.937 47.113
-24.946 47.107
-24.949 47.11
-24.963 47.107
-24.98 47.104
-24.993 47.1
-24.994 47.097
-24.992 47.095
-24.981 47.095
-24.976 47.09
-24.968 47.089
-24.966 47.083
-24.973 47.083
-24.979 47.039
-24.989 47.02
-24.996 47.009
-25 47.006
-25.012 46.996
-25.017 46.994
-25.028 46.998
-25.027 47
-25.026 47.005
-25.027 47.006
-25.031 47.007
-25.041 47.004
-25.044 47
-25.044 46.998
-25.039 46.993
-25.039 46.983
-25.044 46.975
-25.052 46.967
-25.06 46.963
-25.064 46.964
-25.066 46.968
-25.069 46.97
-25.07 46.968
-25.078 46.961
-25.077 46.959
-25.071 46.956
-25.068 46.951
-25.068 46.94
-25.063 46.936
-25.065 46.926
-25.069 46.926
-25.086 46.876
-25.101 46.845
-25.107 46.839
-25.114 46.838
-25.121 46.836
-25.124 46.831
-25.125 46.826
-25.123 46.82
-25.124 46.809
-25.13 46.797
-25.137 46.794
-25.136 46.79
-25.144 46.782
-25.149 46.784
-25.152 46.783
-25.161 46.767
-25.161 46.762
-25.158 46.757
-25.153 46.758
-25.15 46.756
-25.147 46.751
-25.148 46.747
-25.152 46.744
-25.159 46.739
-25.162 46.74
-25.163 46.743
-25.166 46.744
-25.17 46.737
-25.176 46.731
-25.182 46.721
-25.183 46.717
-25.18 46.713
-25.182 46.698
-25.183 46.69
-25.188 46.679
-25.186 46.677
-25.189 46.669
-25.191 46.654
-25.195 46.653
-25.198 46.648
-25.2 46.641
-25.201 46.633
-25.198 46.63
-25.188 46.626
-25.185 46.618
-25.185 46.577
-25.185 46.568
-25.182 46.56
-25.181 46.553
-25.175 46.544
-25.17 46.523
-25.169 46.483
-25.17 46.448
-25.167 46.443
-25.166 46.44
-25.171 46.436
-25.173 46.398
-25.178 46.377
-25.184 46.337
-25.184 46.336
-25.195 46.296
-25.215 46.242
-25.229 46.208
-25.252 46.15
-25.273 46.08
-25.274 46.078
-25.292 46.031
-25.304 46.005
-25.307 45.995
-25.317 45.976
-25.328 45.953
-25.343 45.922
-25.37 45.872
-25.392 45.838
-25.394 45.835
-25.403 45.824
-25.416 45.801
-25.434 45.776
-25.447 45.753
-25.466 45.721
-25.474 45.712
-25.52 45.657
-25.55 45.61
-25.552 45.604
-25.555 45.595
-25.57 45.537
-25.577 45.524
-25.58 45.516
-25.583 45.483
-25.583 45.47
-25.582 45.408
-25.586 45.371
-25.587 45.344
-25.587 45.331
-25.586 45.317
-25.584 45.306
-25.586 45.291
-25.593 45.257
-25.594 45.24
-25.601 45.22
-25.602 45.209
-25.606 45.196
-25.608 45.19
-25.609 45.181
-25.606 45.151
-25.601 45.141
-25.598 45.137
-25.582 45.128
-25.578 45.128
-25.567 45.132
-25.563 45.133
-25.559 45.131
-25.536 45.113
-25.531 45.106
-25.519 45.077
-25.51 45.049
-25.501 45.03
-25.495 45.005
-25.493 45
-25.487 44.986
-25.486 44.984
-25.483 44.972
-25.471 44.958
-25.459 44.951
-25.453 44.943
-25.441 44.938
-25.432 44.936
-25.426 44.932
-25.411 44.92
-25.395 44.898
-25.394 44.898
-25.372 44.854
-25.354 44.825
-25.342 44.799
-25.333 44.784
-25.332 44.778
-25.308 44.687
-25.303 44.658
-25.302 44.644
-25.291 44.527
-25.29 44.517
-25.286 44.507
-25.284 44.495
-25.285 44.493
-25.284 44.482
-25.278 44.468
-25.273 44.45
-25.266 44.397
-25.26 44.38
-25.26 44.373
-25.261 44.354
-25.258 44.351
-25.25 44.355
-25.239 44.356
-25.228 44.354
-25.197 44.335
-25.182 44.324
-25.173 44.314
-25.168 44.306
-25.161 44.296
-25.156 44.297
-25.152 44.291
-25.153 44.289
-25.151 44.285
-25.139 44.274
-25.131 44.261
-25.11 44.237
-25.083 44.197
-25.082 44.196
-25.071 44.174
-25.067 44.158
-25.068 44.136
-25.075 44.115
-25.075 44.11
-25.063 44.095
-25.057 44.093
-25.052 44.089
-25.045 44.078
-25.039 44.077
-25.037 44.076
-25.041 44.068
-25.038 44.066
-25.03 44.069
-25.017 44.062
-25.008 44.048
-25.002 44.049
-25 44.046
-24.998 44.043
-25 44.041
-25.005 44.036
-25.005 44.033
-25.004 44.03
-25.001 44.028
-25 44.028
-24.983 44.024
-24.975 44.032
-24.963 44.033
-24.954 44.033
-24.906 44.017
-24.899 44.019
-24.894 44.019
-24.88 44.019
-24.87 44.015
-24.859 44.005
-24.838 43.979
-24.825 43.969
-24.817 43.959
-24.806 43.952
-24.793 43.952
-24.785 43.949
-24.774 43.943
-24.763 43.935
-24.757 43.931
-24.746 43.924
-24.721 43.918
-24.709 43.923
-24.696 43.938
-24.686 43.942
-24.679 43.94
-24.664 43.933
-24.651 43.936
-24.65 43.936
-24.629 43.929
-24.609 43.915
-24.585 43.894
-24.572 43.886
-24.552 43.858
-24.55 43.857
-24.549 43.856
-24.534 43.851
-24.52 43.84
-24.509 43.835
-24.501 43.827
-24.491 43.811
-24.488 43.802
-24.487 43.794
-24.48 43.779
-24.469 43.763
-24.468 43.762
-24.439 43.735
-24.405 43.701
-24.394 43.693
-24.367 43.683
-24.361 43.681
-24.346 43.679
-24.332 43.671
-24.299 43.667
-24.281 43.669
-24.243 43.666
-24.235 43.666
-24.198 43.666
-24.186 43.665
-24.161 43.668
-24.15 43.668
-24.13 43.672
-24.118 43.672
-24.097 43.671
-24.061 43.676
-24.048 43.673
-24.04 43.676
-24.028 43.673
-24.005 43.659
-24.002 43.658
-24 43.659
-23.992 43.667
-23.981 43.663
-23.969 43.661
-23.938 43.662
-23.925 43.658
-23.922 43.659
-23.92 43.664
-23.916 43.669
-23.905 43.671
-23.886 43.668
-23.864 43.664
-23.846 43.65
-23.84 43.65
