segment Namibia
-28.48 16.653
-28.485 16.644
-28.489 16.635
-28.493 16.631
-28.508 16.613
-28.529 16.61
-28.533 16.606
-28.537 16.598
-28.538 16.59
-28.539 16.588
-28.556 16.566
-28.559 16.55
-28.558 16.536
-28.561 16.528
-28.565 16.518
-28.566 16.511
-28.565 16.487
-28.567 16.481
-28.584 16.473
-28.586 16.469
-28.598 16.464
-28.604 16.456
-28.608 16.454
-28.628 16.45
-28.634 16.456
-28.636 16.455
-28.636 16.454
-28.636 16.45
-28.63 16.445
-28.617 16.424
-28.603 16.407
-28.6 16.404
-28.56 16.341
-28.523 16.297
-28.504 16.273
-28.458 16.236
-28.431 16.21
-28.427 16.205
-28.363 16.128
-28.339 16.103
-28.337 16.1
-28.328 16.087
-28.3 16.064
-28.272 16.034
-28.25 16.003
-28.236 15.983
-28.194 15.934
-28.168 15.895
-28.159 15.881
-28.118 15.834
-28.091 15.805
-28.079 15.794
-28.074 15.788
-28.061 15.772
-28.033 15.748
-27.99 15.704
-27.985 15.7
-27.981 15.698
-27.971 15.689
-27.943 15.675
-27.939 15.675
-27.926 15.682
-27.92 15.683
-27.914 15.682
-27.9 15.674
-27.882 15.656
-27.875 15.651
-27.854 15.642
-27.835 15.626
-27.822 15.617
-27.811 15.608
-27.809 15.601
-27.81 15.598
-27.801 15.592
-27.79 15.577
-27.78 15.568
-27.772 15.56
-27.754 15.545
-27.744 15.544
-27.728 15.531
-27.718 15.527
-27.713 15.532
-27.695 15.525
-27.683 15.518
-27.675 15.518
-27.672 15.523
-27.666 15.524
-27.661 15.525
-27.653 15.522
-27.63 15.507
-27.618 15.5
-27.598 15.483
-27.578 15.461
-27.573 15.461
-27.566 15.464
-27.562 15.462
-27.533 15.443
-27.524 15.44
-27.511 15.434
-27.483 15.417
-27.458 15.385
-27.444 15.372
-27.422 15.361
-27.408 15.355
-27.369 15.319
-27.354 15.313
-27.342 15.31
-27.328 15.298
-27.318 15.294
-27.314 15.293
-27.306 15.292
-27.276 15.283
-27.254 15.279
-27.24 15.274
-27.229 15.267
-27.214 15.262
-27.192 15.26
-27.182 15.263
-27.174 15.269
-27.172 15.27
-27.16 15.264
-27.145 15.262
-27.116 15.25
-27.113 15.25
-27.092 15.258
-27.077 15.255
-27.074 15.252
-27.063 15.238
-27.044 15.229
-27.038 15.23
-27.03 15.228
-27.025 15.231
-27.012 15.232
-27.007 15.233
-27 15.235
-26.991 15.234
-26.982 15.236
-26.947 15.23
-26.928 15.221
-26.922 15.215
-26.915 15.201
-26.916 15.197
-26.918 15.194
-26.923 15.191
-26.927 15.191
-26.93 15.19
-26.928 15.185
-26.919 15.177
-26.909 15.152
-26.904 15.15
-26.873 15.155
-26.864 15.154
-26.861 15.153
-26.857 15.144
-26.839 15.141
-26.833 15.139
-26.818 15.134
-26.811 15.121
-26.8 15.115
-26.766 15.104
-26.75 15.107
-26.746 15.107
-26.743 15.104
-26.746 15.096
-26.744 15.093
-26.732 15.089
-26.71 15.082
-26.677 15.077
-26.662 15.081
-26.64 15.092
-26.641 15.095
-26.648 15.098
-26.649 15.103
-26.639 15.117
-26.633 15.126
-26.634 15.129
-26.641 15.132
-26.651 15.133
-26.664 15.132
-26.674 15.134
-26.685 15.14
-26.687 15.143
-26.687 15.146
-26.685 15.148
-26.678 15.15
-26.644 15.149
-26.639 15.15
-26.637 15.157
-26.636 15.16
-26.617 15.167
-26.608 15.175
-26.602 15.176
-26.588 15.171
-26.584 15.165
-26.583 15.152
-26.581 15.149
-26.569 15.142
-26.544 15.14
-26.534 15.141
-26.528 15.142
-26.517 15.142
-26.504 15.138
-26.472 15.116
-26.465 15.113
-26.461 15.115
-26.459 15.121
-26.456 15.123
-26.45 15.12
-26.427 15.097
-26.425 15.095
-26.418 15.09
-26.407 15.087
-26.382 15.053
-26.36 15.012
-26.354 15
-26.352 14.994
-26.351 14.99
-26.348 14.972
-26.344 14.967
-26.333 14.961
-26.321 14.951
-26.309 14.948
-26.302 14.95
-26.282 14.946
-26.27 14.949
-26.257 14.948
-26.252 14.953
-26.247 14.954
-26.246 14.954
-26.23 14.95
-26.204 14.965
-26.196 14.962
-26.189 14.962
-26.178 14.956
-26.164 14.945
-26.148 14.927
-26.143 14.926
-26.138 14.928
-26.137 14.929
-26.135 14.932
-26.136 14.936
-26.141 14.945
-26.142 14.951
-26.14 14.956
-26.131 14.965
-26.103 14.978
-26.094 14.975
-26.087 14.977
-26.061 14.969
-26.048 14.968
-26.047 14.968
-26.033 14.96
-26.026 14.958
-26.018 14.96
-25.997 14.954
-25.969 14.938
-25.937 14.913
-25.936 14.912
-25.927 14.908
-25.88 14.904
-25.865 14.911
-25.859 14.911
-25.832 14.894
-25.82 14.883
-25.814 14.877
-25.799 14.858
-25.787 14.855
-25.778 14.848
-25.762 14.84
-25.756 14.832
-25.746 14.829
-25.733 14.834
-25.731 14.848
-25.727 14.851
-25.724 14.85
-25.689 14.841
-25.665 14.841
-25.647 14.844
-25.636 14.843
-25.626 14.847
-25.603 14.861
-25.573 14.88
-25.565 14.882
-25.549 14.882
-25.52 14.874
-25.488 14.852
-25.472 14.842
-25.465 14.839
-25.434 14.843
-25.424 14.841
-25.398 14.821
-25.375 14.81
-25.373 14.809
-25.367 14.808
-25.351 14.812
-25.339 14.809
-25.328 14.812
-25.304 14.803
-25.296 14.801
-25.275 14.81
-25.262 14.813
-25.252 14.819
-25.249 14.82
-25.223 14.824
-25.207 14.836
-25.199 14.839
-25.164 14.842
-25.146 14.848
-25.137 14.848
-25.132 14.85
-25.121 14.852
-25.11 14.857
-25.09 14.877
-25.063 14.867
-25.046 14.857
-25.037 14.855
-25.02 14.846
-25 14.837
-24.996 14.835
-24.968 14.82
-24.937 14.801
-24.925 14.796
-24.912 14.793
-24.905 14.795
-24.897 14.797
-24.882 14.794
-24.862 14.793
-24.85 14.798
-24.839 14.796
-24.797 14.782
-24.783 14.775
-24.735 14.747
-24.705 14.726
-24.677 14.702
-24.647 14.676
-24.588 14.616
-24.582 14.612
-24.559 14.596
-24.542 14.595
-24.524 14.603
-24.516 14.61
-24.511 14.613
-24.501 14.612
-24.493 14.614
-24.486 14.615
-24.465 14.609
-24.442 14.603
-24.385 14.579
-24.37 14.569
-24.348 14.56
-24.343 14.558
-24.289 14.53
-24.253 14.513
-24.236 14.509
-24.232 14.507
-24.2 14.493
-24.177 14.485
-24.112 14.467
-24.105 14.465
-24.069 14.457
-24 14.452
-23.991 14.454
-23.973 14.457
-23.963 14.46
-23.946 14.474
-23.934 14.489
-23.925 14.498
-23.912 14.505
-23.899 14.509
-23.863 14.51
-23.855 14.511
-23.845 14.512
-23.827 14.509
-23.806 14.506
-23.799 14.508
-23.792 14.509
-23.768 14.503
-23.751 14.501
-23.739 14.504
-23.729 14.502
-23.716 14.505
-23.674 14.505
-23.65 14.51
-23.636 14.514
-23.63 14.514
-23.556 14.488
-23.505 14.467
-23.472 14.456
-23.418 14.44
-23.396 14.443
-23.39 14.447
-23.38 14.462
-23.375 14.468
-23.365 14.472
-23.349 14.48
-23.347 14.485
-23.35 14.486
-23.36 14.48
-23.363 14.481
-23.369 14.475
-23.373 14.475
-23.374 14.477
-23.376 14.48
-23.38 14.479
-23.386 14.471
-23.391 14.468
-23.398 14.467
-23.404 14.469
-23.405 14.472
-23.401 14.489
-23.399 14.493
-23.387 14.5
-23.38 14.502
-23.37 14.501
-23.364 14.503
-23.353 14.501
-23.344 14.504
-23.325 14.504
-23.318 14.502
-23.318 14.5
-23.335 14.498
-23.342 14.496
-23.346 14.492
-23.345 14.489
-23.344 14.488
-23.336 14.491
-23.326 14.494
-23.313 14.495
-23.287 14.495
-23.26 14.489
-23.237 14.482
-23.22 14.475
-23.218 14.474
-23.216 14.473
-23.186 14.461
-23.164 14.454
-23.148 14.448
-23.204 14.679
-23.212 14.698
-23.216 14.704
-23.225 14.713
-23.234 14.719
-23.235 14.721
-23.231 14.729
-23.148 14.708
-23.006 14.668
-22.649 14.668
-22.643 14.667
-22.64 14.664
-22.639 14.657
-22.64 14.647
-22.641 14.636
-22.643 14.63
-22.65 14.625
-22.658 14.618
-22.669 14.608
-22.672 14.6
-22.674 14.588
-22.677 14.577
-22.676 14.562
-22.677 14.548
-22.68 14.538
-22.684 14.532
-22.682 14.527
-22.675 14.526
-22.668 14.529
-22.66 14.53
-22.639 14.529
-22.617 14.52
-22.591 14.511
-22.582 14.509
-22.569 14.511
-22.562 14.511
-22.538 14.503
-22.506 14.483
-22.469 14.465
-22.452 14.456
-22.437 14.456
-22.425 14.451
-22.401 14.446
-22.37 14.433
-22.351 14.429
-22.328 14.415
-22.299 14.402
-22.28 14.392
-22.267 14.382
-22.241 14.357
-22.228 14.34
-22.195 14.31
-22.177 14.297
-22.169 14.293
-22.162 14.291
-22.148 14.293
-22.139 14.292
-22.131 14.287
-22.127 14.283
-22.125 14.281
-22.121 14.277
-22.1 14.26
-22.096 14.256
-22.076 14.237
-22.054 14.216
-22.02 14.192
-21.996 14.165
-21.983 14.153
-21.97 14.143
-21.956 14.136
-21.946 14.126
-21.932 14.12
-21.915 14.103
-21.898 14.086
-21.89 14.076
-21.884 14.071
-21.877 14.069
-21.868 14.065
-21.856 14.054
-21.832 14.023
-21.821 14.006
-21.804 13.985
-21.797 13.974
-21.791 13.967
-21.783 13.956
-21.775 13.952
-21.771 13.953
-21.766 13.961
-21.758 13.965
-21.753 13.97
-21.746 13.974
-21.737 13.977
-21.734 13.977
-21.728 13.976
-21.717 13.972
-21.714 13.971
-21.7 13.963
-21.67 13.941
-21.645 13.921
-21.628 13.909
-21.609 13.897
-21.608 13.897
-21.6 13.89
-21.588 13.881
-21.581 13.878
-21.541 13.866
-21.528 13.859
-21.522 13.857
-21.511 13.859
-21.504 13.857
-21.492 13.849
-21.467 13.826
-21.456 13.82
-21.455 13.819
-21.435 13.811
-21.421 13.805
-21.414 13.798
-21.411 13.795
-21.399 13.782
-21.384 13.771
-21.366 13.754
-21.347 13.747
-21.337 13.741
-21.327 13.729
-21.313 13.712
-21.296 13.701
-21.277 13.689
-21.268 13.685
-21.262 13.688
-21.258 13.686
-21.248 13.677
-21.24 13.669
-21.226 13.662
-21.21 13.645
-21.206 13.641
-21.196 13.635
-21.188 13.627
-21.172 13.611
-21.161 13.601
-21.153 13.595
-21.138 13.578
-21.127 13.571
-21.101 13.561
-21.091 13.554
-21.066 13.552
-21.054 13.548
-21.04 13.54
-21.015 13.523
-21.006 13.519
-20.997 13.519
-20.994 13.519
-20.986 13.516
-20.975 13.506
-20.968 13.497
-20.953 13.486
-20.939 13.473
-20.936 13.467
-20.931 13.463
-20.927 13.462
-20.917 13.465
-20.907 13.471
-20.906 13.468
-20.911 13.46
-20.913 13.455
-20.902 13.443
-20.891 13.432
-20.878 13.421
-20.868 13.415
-20.845 13.404
-20.802 13.38
-20.79 13.377
-20.772 13.378
-20.751 13.376
-20.727 13.371
-20.697 13.36
-20.672 13.356
-20.632 13.337
-20.612 13.325
-20.606 13.323
-20.603 13.321
-20.597 13.318
-20.59 13.315
-20.586 13.314
-20.584 13.312
-20.576 13.308
-20.571 13.306
-20.562 13.301
-20.55 13.294
-20.547 13.292
-20.543 13.291
-20.539 13.289
-20.536 13.288
-20.526 13.281
-20.514 13.275
-20.51 13.273
-20.508 13.271
-20.498 13.266
-20.488 13.26
-20.48 13.252
-20.472 13.245
-20.463 13.24
-20.445 13.238
-20.436 13.24
-20.435 13.241
-20.432 13.24
-20.42 13.24
-20.408 13.238
-20.4 13.237
-20.396 13.236
-20.381 13.238
-20.377 13.237
-20.36 13.233
-20.357 13.232
-20.345 13.228
-20.34 13.229
-20.331 13.229
-20.324 13.228
-20.321 13.226
-20.317 13.221
-20.312 13.215
-20.303 13.21
-20.292 13.205
-20.281 13.201
-20.271 13.2
-20.261 13.198
-20.239 13.19
-20.229 13.184
-20.216 13.173
-20.205 13.166
-20.19 13.151
-20.186 13.147
-20.183 13.143
-20.171 13.135
-20.159 13.124
-20.157 13.122
-20.144 13.105
-20.134 13.093
-20.127 13.083
-20.123 13.079
-20.117 13.073
-20.111 13.066
-20.107 13.059
-20.105 13.056
-20.098 13.049
-20.093 13.045
-20.09 13.044
-20.086 13.043
-20.084 13.043
-20.077 13.042
-20.064 13.039
-20.054 13.032
-20.038 13.027
-20.012 13.018
-20 13.017
-19.998 13.016
-19.984 13.017
-19.962 13.013
-19.949 13.008
-19.936 12.998
-19.918 12.99
-19.866 12.963
-19.861 12.959
-19.852 12.952
-19.831 12.946
-19.814 12.937
-19.791 12.93
-19.778 12.924
-19.762 12.911
-19.749 12.901
-19.717 12.879
-19.692 12.87
-19.672 12.86
-19.654 12.856
-19.642 12.85
-19.628 12.842
-19.606 12.825
-19.589 12.815
-19.566 12.802
-19.541 12.79
-19.517 12.778
-19.488 12.765
-19.481 12.758
-19.477 12.756
-19.474 12.754
-19.47 12.75
-19.46 12.743
-19.447 12.737
-19.442 12.732
-19.424 12.721
-19.413 12.718
-19.395 12.707
-19.378 12.704
-19.363 12.705
-19.351 12.704
-19.339 12.702
-19.327 12.698
-19.309 12.69
-19.298 12.683
-19.28 12.667
-19.265 12.658
-19.249 12.652
-19.239 12.642
-19.21 12.626
-19.2 12.619
-19.188 12.611
-19.183 12.612
-19.177 12.613
-19.158 12.608
-19.137 12.594
-19.126 12.583
-19.112 12.579
-19.102 12.57
-19.085 12.562
-19.076 12.553
-19.064 12.541
-19.04 12.511
-19.023 12.492
-18.999 12.476
-18.994 12.472
-18.992 12.471
-18.99 12.475
-18.985 12.475
-18.97 12.473
-18.963 12.468
-18.96 12.467
-18.951 12.469
-18.937 12.466
-18.926 12.463
-18.912 12.455
-18.891 12.435
-18.881 12.427
-18.872 12.418
-18.858 12.406
-18.841 12.391
-18.834 12.389
-18.83 12.388
-18.817 12.379
-18.796 12.362
-18.776 12.347
-18.763 12.335
-18.745 12.327
-18.742 12.325
-18.713 12.296
-18.699 12.279
-18.69 12.268
-18.674 12.249
-18.658 12.23
-18.649 12.217
-18.602 12.161
-18.585 12.14
-18.575 12.128
-18.569 12.117
-18.547 12.09
-18.542 12.081
-18.526 12.065
-18.505 12.044
-18.489 12.03
-18.479 12.025
-18.459 12.022
-18.451 12.018
-18.448 12.016
-18.436 12.007
-18.411 12.005
-18.393 12.005
-18.385 12.005
-18.379 12.003
-18.355 11.992
-18.326 11.974
-18.32 11.969
-18.302 11.961
-18.298 11.961
-18.289 11.963
-18.279 11.964
-18.267 11.961
-18.25 11.954
-18.221 11.935
-18.202 11.921
-18.186 11.906
-18.18 11.899
-18.163 11.883
-18.144 11.863
-18.132 11.856
-18.113 11.85
-18.104 11.843
-18.09 11.837
-18.084 11.837
-18.077 11.838
-18.063 11.835
-18.051 11.833
-18.042 11.832
-18.037 11.832
-18.016 11.825
-18.003 11.817
-17.986 11.802
-17.969 11.789
-17.939 11.773
-17.897 11.755
-17.888 11.753
-17.872 11.753
-17.858 11.752
-17.81 11.733
-17.769 11.729
-17.743 11.727
-17.724 11.725
-17.701 11.729
-17.687 11.726
-17.658 11.721
-17.644 11.72
-17.611 11.723
-17.589 11.721
-17.548 11.716
-17.52 11.717
-17.502 11.722
-17.495 11.723
-17.476 11.718
-17.455 11.724
-17.417 11.725
-17.406 11.73
-17.396 11.735
-17.382 11.736
-17.365 11.736
-17.348 11.743
-17.272 11.757
-17.254 11.757
-17.252 11.758
-17.257 11.772
-17.268 11.79
-17.268 11.791
-17.268 11.792
-17.268 11.793
-17.269 11.793
-17.269 11.794
-17.269 11.795
-17.269 11.796
-17.269 11.797
-17.269 11.798
-17.269 11.799
-17.269 11.8
-17.269 11.801
-17.269 11.802
-17.269 11.803
-17.269 11.804
-17.269 11.805
-17.269 11.806
-17.267 11.811
-17.264 11.821
-17.256 11.827
-17.247 11.829
-17.24 11.835
-17.237 11.837
-17.239 11.851
-17.24 11.858
-17.234 11.87
-17.231 11.882
-17.223 11.89
-17.21 11.899
-17.205 11.905
-17.199 11.921
-17.196 11.931
-17.19 11.937
-17.186 11.941
-17.182 11.947
-17.181 11.955
-17.182 11.96
-17.176 11.968
-17.175 11.978
-17.175 11.987
-17.172 12
-17.171 12.001
-17.171 12.002
-17.169 12.009
-17.162 12.019
-17.163 12.025
-17.162 12.029
-17.156 12.037
-17.152 12.046
-17.154 12.056
-17.156 12.066
-17.152 12.072
-17.144 12.083
-17.145 12.088
-17.156 12.104
-17.159 12.109
-17.159 12.122
-17.159 12.126
-17.163 12.133
-17.164 12.139
-17.162 12.143
-17.161 12.147
-17.159 12.152
-17.158 12.161
-17.159 12.168
-17.169 12.173
-17.174 12.18
-17.197 12.188
-17.198 12.194
-17.205 12.201
-17.208 12.205
-17.213 12.21
-17.214 12.215
-17.217 12.224
-17.222 12.232
-17.232 12.24
-17.235 12.244
-17.237 12.25
-17.237 12.256
-17.232 12.266
-17.232 12.271
-17.238 12.286
-17.239 12.291
-17.233 12.302
-17.233 12.311
-17.23 12.321
-17.229 12.334
-17.228 12.336
-17.221 12.348
-17.219 12.353
-17.227 12.362
-17.23 12.369
-17.23 12.376
-17.22 12.387
-17.219 12.389
-17.22 12.398
-17.212 12.4
-17.209 12.402
-17.207 12.405
-17.206 12.413
-17.208 12.422
-17.209 12.426
-17.214 12.432
-17.217 12.435
-17.223 12.437
-17.24 12.436
-17.249 12.439
-17.26 12.439
-17.262 12.441
-17.264 12.447
-17.264 12.451
-17.259 12.455
-17.258 12.468
-17.254 12.473
-17.253 12.476
-17.246 12.482
-17.242 12.488
-17.242 12.491
-17.248 12.498
-17.249 12.506
-17.247 12.516
-17.247 12.523
-17.249 12.529
-17.243 12.534
-17.247 12.541
-17.246 12.544
-17.24 12.548
-17.24 12.554
-17.242 12.561
-17.242 12.566
-17.238 12.57
-17.235 12.573
-17.231 12.577
-17.23 12.58
-17.232 12.594
-17.232 12.595
-17.232 12.596
-17.232 12.597
-17.232 12.598
-17.232 12.599
-17.232 12.6
-17.232 12.601
-17.231 12.602
-17.23 12.603
-17.23 12.604
-17.229 12.605
-17.228 12.606
-17.228 12.607
-17.227 12.607
-17.209 12.614
-17.193 12.646
-17.189 12.65
-17.185 12.654
-17.183 12.657
-17.182 12.666
-17.18 12.667
-17.177 12.671
-17.174 12.674
-17.175 12.679
-17.175 12.683
-17.171 12.688
-17.168 12.692
-17.166 12.698
-17.169 12.71
-17.157 12.719
-17.154 12.726
-17.148 12.736
-17.141 12.746
-17.14 12.755
-17.129 12.768
-17.127 12.774
-17.121 12.778
-17.118 12.788
-17.117 12.8
-17.115 12.806
-17.112 12.809
-17.102 12.812
-17.093 12.817
-17.086 12.823
-17.084 12.826
-17.083 12.838
-17.083 12.843
-17.076 12.846
-17.075 12.848
-17.07 12.866
-17.065 12.871
-17.051 12.873
-17.046 12.876
-17.043 12.88
-17.042 12.897
-17.039 12.9
-17.026 12.911
-17.021 12.918
-17.019 12.923
-17.018 12.946
-17.014 12.949
-17.008 12.95
-17.006 12.961
-17.003 12.968
-16.997 12.973
-16.991 12.973
-16.989 12.974
-16.987 12.979
-16.984 12.983
-16.981 12.993
-16.982 13.005
-16.982 13.013
-16.979 13.023
-16.98 13.03
-16.98 13.033
-16.98 13.039
-16.979 13.05
-16.976 13.059
-16.974 13.067
-16.973 13.08
-16.975 13.088
-16.976 13.091
-16.978 13.095
-16.974 13.1
-16.971 13.109
-16.961 13.135
-16.96 13.142
-16.961 13.152
-16.963 13.168
-16.967 13.176
-16.969 13.184
-16.965 13.189
-16.964 13.194
-16.966 13.199
-16.968 13.2
-16.976 13.2
-16.981 13.203
-16.983 13.205
-16.982 13.227
-16.992 13.251
-16.994 13.261
-16.996 13.27
-16.996 13.272
-16.986 13.288
-16.982 13.33
-16.974 13.341
-16.975 13.362
segment Namibia
-26.301 14.925
-26.297 14.923
-26.292 14.925
-26.29 14.929
-26.29 14.932
-26.297 14.934
-26.3 14.933
-26.301 14.925
segment Namibia
-26.359 14.953
-26.357 14.946
-26.353 14.942
-26.35 14.945
-26.351 14.953
-26.357 14.956
-26.359 14.953
segment Namibia
-26.377 14.967
-26.372 14.964
-26.369 14.968
-26.368 14.972
-26.371 14.974
-26.376 14.972
-26.377 14.967
