segment Mozam
-18.934 35.992
-18.929 35.99
-18.923 35.993
-18.921 35.995
-18.909 35.989
-18.907 35.988
-18.909 35.973
-18.913 35.963
-18.918 35.959
-18.926 35.956
-18.931 35.957
-18.942 35.963
-18.945 35.961
-18.951 35.954
-18.958 35.939
-18.963 35.927
-18.964 35.911
-18.958 35.909
-18.957 35.905
-18.952 35.906
-18.947 35.903
-18.946 35.899
-18.947 35.897
-18.948 35.896
-18.958 35.884
-18.958 35.882
-18.953 35.876
-18.958 35.869
-18.954 35.868
-18.956 35.863
-18.962 35.858
-18.967 35.856
-18.97 35.858
-18.971 35.861
-18.965 35.881
-18.963 35.892
-18.965 35.898
-18.968 35.899
-18.975 35.9
-18.982 35.896
-18.989 35.883
-18.994 35.873
-18.995 35.868
-19.011 35.838
-19.014 35.835
-19.042 35.784
-19.053 35.769
-19.061 35.758
-19.065 35.75
-19.07 35.748
-19.073 35.742
-19.075 35.742
-19.082 35.729
-19.087 35.726
-19.077 35.722
-19.077 35.72
-19.081 35.716
-19.08 35.709
-19.086 35.709
-19.092 35.705
-19.094 35.7
-19.098 35.697
-19.116 35.697
-19.12 35.693
-19.122 35.689
-19.121 35.686
-19.118 35.687
-19.112 35.688
-19.108 35.686
-19.096 35.689
-19.091 35.689
-19.087 35.686
-19.086 35.683
-19.09 35.681
-19.092 35.683
-19.099 35.684
-19.107 35.681
-19.11 35.681
-19.113 35.683
-19.117 35.682
-19.117 35.68
-19.113 35.678
-19.111 35.677
-19.11 35.673
-19.121 35.674
-19.124 35.673
-19.125 35.676
-19.123 35.682
-19.124 35.684
-19.124 35.693
-19.126 35.694
-19.134 35.684
-19.141 35.675
-19.135 35.671
-19.136 35.662
-19.141 35.659
-19.143 35.657
-19.147 35.659
-19.154 35.649
-19.157 35.647
-19.159 35.648
-19.157 35.655
-19.152 35.662
-19.141 35.665
-19.143 35.669
-19.146 35.671
-19.146 35.675
-19.14 35.683
-19.143 35.685
-19.156 35.669
-19.169 35.651
-19.194 35.628
-19.195 35.625
-19.201 35.622
-19.219 35.606
-19.219 35.602
-19.224 35.598
-19.227 35.594
-19.227 35.587
-19.237 35.581
-19.247 35.572
-19.254 35.568
-19.251 35.575
-19.239 35.587
-19.229 35.6
-19.227 35.606
-19.228 35.607
-19.235 35.601
-19.237 35.596
-19.266 35.563
-19.285 35.542
-19.298 35.533
-19.3 35.53
-19.292 35.527
-19.293 35.524
-19.299 35.522
-19.299 35.52
-19.301 35.512
-19.305 35.508
-19.307 35.511
-19.307 35.515
-19.312 35.512
-19.317 35.513
-19.33 35.502
-19.329 35.496
-19.33 35.495
-19.334 35.493
-19.338 35.482
-19.344 35.483
-19.354 35.477
-19.355 35.478
-19.352 35.486
-19.363 35.478
-19.371 35.468
-19.379 35.463
-19.374 35.461
-19.359 35.466
-19.355 35.469
-19.351 35.468
-19.352 35.464
-19.356 35.46
-19.361 35.458
-19.366 35.458
-19.371 35.455
-19.373 35.45
-19.378 35.446
-19.388 35.445
-19.397 35.441
-19.397 35.445
-19.385 35.453
-19.385 35.46
-19.387 35.464
-19.393 35.454
-19.414 35.436
-19.418 35.433
-19.418 35.431
-19.415 35.428
-19.409 35.422
-19.396 35.419
-19.396 35.414
-19.399 35.41
-19.401 35.415
-19.422 35.423
-19.434 35.408
-19.437 35.408
-19.443 35.405
-19.457 35.398
-19.459 35.395
-19.454 35.394
-19.454 35.39
-19.456 35.388
-19.47 35.381
-19.474 35.376
-19.475 35.38
-19.469 35.389
-19.469 35.39
-19.472 35.39
-19.488 35.367
-19.494 35.358
-19.502 35.352
-19.507 35.346
-19.497 35.351
-19.491 35.352
-19.502 35.342
-19.508 35.334
-19.519 35.322
-19.52 35.316
-19.527 35.31
-19.53 35.313
-19.525 35.319
-19.522 35.326
-19.515 35.335
-19.514 35.339
-19.539 35.307
-19.561 35.283
-19.575 35.26
-19.58 35.256
-19.586 35.252
-19.595 35.238
-19.598 35.235
-19.601 35.237
-19.629 35.199
-19.658 35.169
-19.664 35.159
-19.668 35.154
-19.677 35.147
-19.679 35.144
-19.681 35.142
-19.689 35.136
-19.682 35.136
-19.666 35.144
-19.663 35.144
-19.664 35.139
-19.671 35.133
-19.674 35.13
-19.679 35.131
-19.687 35.127
-19.692 35.126
-19.708 35.108
-19.71 35.102
-19.721 35.093
-19.721 35.091
-19.718 35.09
-19.711 35.093
-19.708 35.091
-19.709 35.089
-19.723 35.083
-19.725 35.079
-19.722 35.07
-19.724 35.068
-19.732 35.059
-19.739 35.05
-19.749 35.039
-19.75 35.033
-19.755 35.033
-19.78 35.004
-19.782 35
-19.783 34.999
-19.788 34.995
-19.795 34.986
-19.795 34.981
-19.792 34.982
-19.787 34.988
-19.784 34.994
-19.781 34.994
-19.78 34.991
-19.783 34.987
-19.783 34.98
-19.788 34.977
-19.789 34.973
-19.8 34.963
-19.816 34.943
-19.816 34.941
-19.81 34.944
-19.81 34.94
-19.818 34.931
-19.817 34.927
-19.819 34.925
-19.829 34.915
-19.846 34.896
-19.851 34.886
-19.852 34.879
-19.851 34.873
-19.848 34.86
-19.848 34.832
-19.844 34.828
-19.839 34.827
-19.814 34.834
-19.805 34.834
-19.78 34.818
-19.77 34.808
-19.757 34.789
-19.739 34.768
-19.728 34.756
-19.724 34.748
-19.723 34.738
-19.721 34.701
-19.717 34.696
-19.699 34.693
-19.691 34.689
-19.683 34.678
-19.672 34.666
-19.654 34.656
-19.65 34.651
-19.652 34.649
-19.66 34.638
-19.663 34.631
-19.695 34.643
-19.701 34.65
-19.703 34.667
-19.707 34.669
-19.709 34.668
-19.709 34.664
-19.722 34.66
-19.726 34.661
-19.736 34.667
-19.751 34.686
-19.753 34.69
-19.758 34.699
-19.756 34.708
-19.757 34.718
-19.766 34.733
-19.772 34.738
-19.777 34.743
-19.783 34.752
-19.786 34.752
-19.799 34.758
-19.81 34.767
-19.814 34.767
-19.817 34.77
-19.839 34.779
-19.852 34.782
-19.858 34.781
-19.862 34.778
-19.863 34.762
-19.866 34.755
-19.872 34.748
-19.878 34.75
-19.885 34.751
-19.891 34.758
-19.899 34.762
-19.933 34.76
-19.945 34.757
-19.964 34.759
-19.983 34.754
-19.988 34.758
-19.992 34.758
-20 34.755
-20.004 34.753
-20.016 34.748
-20.05 34.741
-20.062 34.74
-20.072 34.741
-20.077 34.743
-20.076 34.745
-20.066 34.747
-20.053 34.746
-20.046 34.748
-20.044 34.75
-20.062 34.752
-20.08 34.754
-20.118 34.761
-20.13 34.768
-20.137 34.768
-20.147 34.765
-20.154 34.766
-20.159 34.764
-20.163 34.759
-20.172 34.756
-20.174 34.751
-20.173 34.747
-20.172 34.745
-20.162 34.733
-20.163 34.716
-20.16 34.711
-20.161 34.691
-20.162 34.687
-20.176 34.674
-20.178 34.672
-20.177 34.67
-20.177 34.667
-20.173 34.665
-20.165 34.662
-20.158 34.664
-20.149 34.661
-20.144 34.658
-20.145 34.651
-20.148 34.648
-20.149 34.642
-20.149 34.634
-20.162 34.619
-20.164 34.62
-20.174 34.638
-20.17 34.641
-20.16 34.634
-20.157 34.638
-20.156 34.652
-20.16 34.654
-20.186 34.657
-20.189 34.66
-20.189 34.671
-20.185 34.68
-20.186 34.686
-20.193 34.694
-20.196 34.695
-20.202 34.692
-20.203 34.699
-20.201 34.704
-20.207 34.714
-20.204 34.721
-20.205 34.724
-20.208 34.725
-20.22 34.721
-20.217 34.729
-20.218 34.734
-20.222 34.736
-20.225 34.737
-20.228 34.736
-20.233 34.723
-20.237 34.719
-20.243 34.718
-20.246 34.721
-20.246 34.725
-20.244 34.73
-20.246 34.731
-20.262 34.718
-20.272 34.717
-20.279 34.713
-20.284 34.703
-20.291 34.708
-20.301 34.707
-20.305 34.704
-20.317 34.693
-20.324 34.678
-20.33 34.672
-20.33 34.668
-20.33 34.653
-20.333 34.648
-20.335 34.65
-20.34 34.672
-20.342 34.675
-20.34 34.682
-20.343 34.689
-20.344 34.691
-20.349 34.692
-20.357 34.688
-20.368 34.692
-20.372 34.693
-20.384 34.69
-20.386 34.686
-20.386 34.676
-20.392 34.672
-20.395 34.666
-20.396 34.661
-20.392 34.66
-20.386 34.661
-20.381 34.658
-20.376 34.653
-20.372 34.653
-20.364 34.648
-20.382 34.644
-20.404 34.649
-20.408 34.653
-20.417 34.654
-20.426 34.651
-20.435 34.652
-20.43 34.657
-20.423 34.66
-20.422 34.662
-20.422 34.666
-20.428 34.673
-20.434 34.675
-20.443 34.667
-20.446 34.669
-20.446 34.682
-20.429 34.694
-20.428 34.698
-20.433 34.701
-20.459 34.705
-20.474 34.708
-20.484 34.705
-20.497 34.702
-20.502 34.698
-20.501 34.695
-20.5 34.694
-20.48 34.703
-20.476 34.701
-20.476 34.697
-20.478 34.694
-20.484 34.692
-20.486 34.692
-20.49 34.69
-20.494 34.684
-20.494 34.676
-20.488 34.668
-20.485 34.659
-20.487 34.655
-20.491 34.654
-20.493 34.662
-20.501 34.668
-20.5 34.678
-20.509 34.681
-20.514 34.679
-20.515 34.677
-20.513 34.673
-20.514 34.669
-20.512 34.667
-20.513 34.663
-20.513 34.659
-20.511 34.657
-20.506 34.657
-20.49 34.647
-20.487 34.645
-20.485 34.646
-20.477 34.637
-20.476 34.633
-20.476 34.632
-20.485 34.627
-20.493 34.625
-20.515 34.626
-20.521 34.62
-20.525 34.603
-20.529 34.609
-20.53 34.619
-20.525 34.632
-20.527 34.645
-20.519 34.657
-20.519 34.662
-20.521 34.664
-20.55 34.657
-20.552 34.655
-20.559 34.652
-20.568 34.656
-20.59 34.659
-20.591 34.665
-20.601 34.67
-20.61 34.666
-20.614 34.666
-20.616 34.668
-20.61 34.674
-20.603 34.676
-20.583 34.671
-20.578 34.671
-20.574 34.676
-20.57 34.677
-20.56 34.665
-20.549 34.674
-20.545 34.675
-20.539 34.673
-20.534 34.674
-20.545 34.682
-20.553 34.682
-20.557 34.685
-20.541 34.687
-20.533 34.679
-20.525 34.679
-20.528 34.691
-20.537 34.696
-20.546 34.705
-20.546 34.709
-20.554 34.717
-20.556 34.724
-20.559 34.727
-20.556 34.732
-20.549 34.736
-20.555 34.75
-20.558 34.759
-20.557 34.763
-20.559 34.767
-20.563 34.767
-20.567 34.771
-20.571 34.78
-20.574 34.782
-20.58 34.778
-20.583 34.781
-20.584 34.785
-20.581 34.79
-20.585 34.797
-20.596 34.801
-20.602 34.807
-20.606 34.809
-20.612 34.807
-20.617 34.821
-20.629 34.831
-20.631 34.838
-20.634 34.84
-20.639 34.836
-20.644 34.826
-20.643 34.823
-20.638 34.822
-20.638 34.813
-20.636 34.808
-20.637 34.804
-20.64 34.801
-20.643 34.804
-20.644 34.814
-20.652 34.825
-20.663 34.826
-20.665 34.828
-20.666 34.835
-20.668 34.836
-20.672 34.831
-20.674 34.825
-20.673 34.82
-20.659 34.809
-20.653 34.796
-20.656 34.788
-20.658 34.786
-20.664 34.791
-20.666 34.799
-20.675 34.807
-20.682 34.807
-20.69 34.783
-20.695 34.785
-20.697 34.795
-20.696 34.8
-20.695 34.807
-20.697 34.813
-20.69 34.817
-20.69 34.819
-20.695 34.822
-20.696 34.825
-20.687 34.828
-20.683 34.832
-20.686 34.837
-20.686 34.841
-20.689 34.842
-20.702 34.845
-20.707 34.844
-20.713 34.847
-20.71 34.849
-20.705 34.849
-20.701 34.851
-20.695 34.853
-20.679 34.853
-20.673 34.857
-20.666 34.862
-20.663 34.861
-20.659 34.864
-20.657 34.872
-20.645 34.882
-20.645 34.885
-20.647 34.89
-20.654 34.898
-20.661 34.898
-20.678 34.893
-20.681 34.885
-20.685 34.88
-20.687 34.875
-20.692 34.871
-20.7 34.871
-20.71 34.869
-20.713 34.868
-20.715 34.87
-20.714 34.876
-20.716 34.879
-20.724 34.882
-20.737 34.879
-20.745 34.871
-20.753 34.867
-20.757 34.868
-20.759 34.87
-20.752 34.874
-20.742 34.887
-20.731 34.89
-20.721 34.887
-20.719 34.888
-20.707 34.884
-20.703 34.885
-20.699 34.89
-20.699 34.897
-20.693 34.914
-20.695 34.917
-20.708 34.916
-20.713 34.918
-20.714 34.919
-20.716 34.923
-20.716 34.93
-20.711 34.936
-20.716 34.941
-20.719 34.94
-20.723 34.936
-20.723 34.93
-20.721 34.925
-20.723 34.921
-20.726 34.922
-20.728 34.934
-20.728 34.944
-20.726 34.947
-20.72 34.948
-20.712 34.945
-20.707 34.941
-20.705 34.935
-20.71 34.927
-20.71 34.925
-20.708 34.923
-20.701 34.924
-20.696 34.924
-20.693 34.928
-20.692 34.933
-20.699 34.947
-20.7 34.954
-20.702 34.958
-20.708 34.96
-20.709 34.962
-20.706 34.968
-20.713 34.97
-20.723 34.975
-20.729 34.974
-20.737 34.964
-20.742 34.962
-20.743 34.964
-20.743 34.967
-20.738 34.976
-20.74 34.979
-20.74 34.982
-20.738 34.983
-20.732 34.986
-20.721 34.984
-20.72 34.987
-20.74 35
-20.743 35.002
-20.751 35.001
-20.752 35
-20.756 34.994
-20.761 34.983
-20.762 34.977
-20.762 34.973
-20.768 34.963
-20.77 34.969
-20.765 34.98
-20.769 34.986
-20.777 34.992
-20.779 34.996
-20.779 35
-20.779 35.001
-20.777 35.006
-20.777 35.01
-20.786 35.015
-20.796 35.016
-20.802 35.015
-20.804 35.014
-20.804 35.009
-20.794 35
-20.792 34.995
-20.793 34.992
-20.795 34.99
-20.798 34.986
-20.8 34.984
-20.802 34.969
-20.811 34.964
-20.812 34.96
-20.815 34.957
-20.818 34.956
-20.814 34.973
-20.808 34.979
-20.808 34.994
-20.81 34.995
-20.819 34.993
-20.832 34.995
-20.833 34.999
-20.834 35
-20.838 35.005
-20.847 35.006
-20.858 35
-20.868 34.995
-20.872 34.995
-20.867 35
-20.859 35.007
-20.848 35.015
-20.846 35.015
-20.845 35.015
-20.844 35.018
-20.854 35.023
-20.851 35.028
-20.858 35.033
-20.871 35.039
-20.873 35.042
-20.881 35.047
-20.886 35.049
-20.892 35.055
-20.898 35.053
-20.896 35.045
-20.905 35.041
-20.902 35.036
-20.902 35.033
-20.908 35.03
-20.913 35.036
-20.914 35.042
-20.917 35.047
-20.912 35.054
-20.924 35.058
-20.914 35.064
-20.91 35.066
-20.91 35.07
-20.913 35.079
-20.929 35.095
-20.932 35.105
-20.936 35.107
-20.94 35.102
-20.947 35.105
-20.951 35.104
-20.951 35.099
-20.946 35.093
-20.944 35.087
-20.952 35.08
-20.951 35.073
-20.953 35.07
-20.952 35.061
-20.958 35.057
-20.964 35.061
-20.97 35.064
-20.967 35.068
-20.966 35.072
-20.97 35.087
-20.973 35.089
-20.976 35.086
-20.976 35.081
-20.978 35.08
-20.982 35.082
-20.985 35.087
-20.985 35.095
-20.989 35.099
-20.99 35.101
-20.983 35.109
-20.982 35.114
-20.985 35.115
-20.991 35.11
-21 35.107
-21.01 35.105
-21.028 35.104
-21.031 35.102
-21.032 35.099
-21.028 35.097
-21.026 35.098
-21.011 35.098
-21.006 35.097
-21.004 35.091
-20.999 35.086
-20.999 35.084
-20.997 35.081
-21.005 35.072
-21.005 35.067
-21.007 35.066
-21.01 35.065
-21.02 35.073
-21.021 35.068
-21.024 35.064
-21.023 35.062
-21.018 35.057
-21.019 35.053
-21.022 35.052
-21.025 35.048
-21.029 35.051
-21.03 35.056
-21.033 35.062
-21.032 35.069
-21.029 35.073
-21.031 35.074
-21.034 35.076
-21.042 35.074
-21.051 35.068
-21.057 35.067
-21.059 35.067
-21.061 35.068
-21.061 35.071
-21.057 35.074
-21.052 35.078
-21.049 35.085
-21.051 35.089
-21.053 35.09
-21.054 35.089
-21.062 35.086
-21.08 35.083
-21.085 35.081
-21.086 35.078
-21.076 35.066
-21.08 35.062
-21.082 35.054
-21.088 35.051
-21.089 35.046
-21.087 35.044
-21.085 35.046
-21.077 35.047
-21.073 35.045
-21.072 35.04
-21.081 35.037
-21.084 35.033
-21.084 35.029
-21.076 35.027
-21.074 35.025
-21.074 35.024
-21.074 35.02
-21.072 35.017
-21.067 35.015
-21.066 35.011
-21.068 35.008
-21.067 35.004
-21.064 35
-21.061 34.995
-21.062 34.991
-21.067 34.987
-21.07 34.991
-21.072 35
-21.072 35.001
-21.076 35.004
-21.081 35.014
-21.091 35.014
-21.096 35.015
-21.1 35.014
-21.106 35
-21.112 34.988
-21.115 34.984
-21.116 35
-21.117 35.005
-21.114 35.012
-21.123 35.034
-21.129 35.036
-21.137 35.031
-21.14 35.031
-21.142 35.033
-21.135 35.043
-21.134 35.044
-21.129 35.048
-21.122 35.05
-21.121 35.053
-21.136 35.062
-21.143 35.065
-21.146 35.065
-21.163 35.045
-21.161 35.039
-21.166 35.033
-21.171 35.04
-21.178 35.041
-21.182 35.039
-21.186 35.04
-21.187 35.043
-21.176 35.051
-21.176 35.052
-21.181 35.064
-21.181 35.071
-21.184 35.075
-21.188 35.065
-21.191 35.063
-21.197 35.074
-21.202 35.079
-21.21 35.079
-21.213 35.081
-21.213 35.086
-21.205 35.091
-21.21 35.098
-21.215 35.101
-21.218 35.098
-21.226 35.096
-21.233 35.097
-21.24 35.093
-21.238 35.088
-21.236 35.085
-21.235 35.079
-21.237 35.065
-21.24 35.057
-21.24 35.054
-21.236 35.052
-21.234 35.053
-21.233 35.059
-21.231 35.062
-21.229 35.06
-21.229 35.053
-21.226 35.052
-21.222 35.055
-21.219 35.054
-21.22 35.043
-21.224 35.039
-21.23 35.042
-21.235 35.041
-21.237 35.043
-21.239 35.046
-21.243 35.046
-21.246 35.043
-21.249 35.038
-21.249 35.03
-21.25 35.029
-21.258 35.04
-21.257 35.044
-21.253 35.046
-21.251 35.049
-21.253 35.059
-21.251 35.061
-21.252 35.067
-21.257 35.07
-21.271 35.068
-21.272 35.065
-21.27 35.057
-21.27 35.05
-21.275 35.049
-21.277 35.052
-21.279 35.06
-21.281 35.062
-21.28 35.068
-21.284 35.072
-21.29 35.074
-21.295 35.074
-21.298 35.071
-21.3 35.059
-21.301 35.056
-21.304 35.054
-21.31 35.058
-21.306 35.064
-21.306 35.067
-21.309 35.071
-21.315 35.069
-21.321 35.072
-21.33 35.07
-21.334 35.067
-21.335 35.06
-21.34 35.059
-21.342 35.06
-21.344 35.061
-21.345 35.062
-21.344 35.065
-21.34 35.068
-21.337 35.073
-21.328 35.078
-21.324 35.082
-21.324 35.085
-21.327 35.087
-21.334 35.085
-21.339 35.085
-21.337 35.089
-21.322 35.096
-21.318 35.094
-21.31 35.085
-21.308 35.085
-21.298 35.096
-21.284 35.102
-21.272 35.105
-21.263 35.107
-21.234 35.116
-21.213 35.118
-21.203 35.123
-21.165 35.118
-21.159 35.112
-21.157 35.114
-21.156 35.119
-21.16 35.124
-21.167 35.127
-21.178 35.129
-21.202 35.128
-21.23 35.125
-21.264 35.114
-21.278 35.111
-21.283 35.11
-21.31 35.108
-21.333 35.109
-21.352 35.112
-21.401 35.129
-21.411 35.132
-21.435 35.145
-21.48 35.172
-21.511 35.194
-21.536 35.211
-21.584 35.252
-21.615 35.26
-21.619 35.261
-21.644 35.271
-21.672 35.273
-21.688 35.271
-21.689 35.269
-21.689 35.265
-21.669 35.255
-21.664 35.252
-21.663 35.248
-21.663 35.243
-21.665 35.241
-21.672 35.246
-21.674 35.245
-21.676 35.244
-21.679 35.238
-21.681 35.238
-21.685 35.241
-21.682 35.249
-21.69 35.259
-21.696 35.262
-21.711 35.266
-21.719 35.26
-21.719 35.253
-21.708 35.245
-21.707 35.241
-21.711 35.236
-21.719 35.245
-21.737 35.241
-21.738 35.241
-21.743 35.243
-21.734 35.251
-21.734 35.256
-21.729 35.262
-21.734 35.269
-21.734 35.272
-21.73 35.275
-21.724 35.27
-21.723 35.273
-21.726 35.277
-21.731 35.278
-21.742 35.274
-21.766 35.272
-21.77 35.27
-21.772 35.256
-21.775 35.253
-21.777 35.255
-21.778 35.256
-21.777 35.271
-21.781 35.28
-21.785 35.283
-21.804 35.286
-21.809 35.284
-21.813 35.276
-21.821 35.282
-21.826 35.292
-21.832 35.293
-21.842 35.302
-21.847 35.301
-21.847 35.294
-21.856 35.303
-21.857 35.303
-21.86 35.304
-21.871 35.302
-21.918 35.322
-21.927 35.317
-21.939 35.321
-21.951 35.313
-21.966 35.311
-21.971 35.313
-21.973 35.317
-21.976 35.321
-21.979 35.323
-21.986 35.324
-21.993 35.323
-22.003 35.316
-22.014 35.319
-22.03 35.329
-22.054 35.328
-22.065 35.33
-22.085 35.338
-22.09 35.337
-22.087 35.328
-22.09 35.328
-22.096 35.335
-22.116 35.337
-22.12 35.335
-22.125 35.336
-22.129 35.335
-22.14 35.341
-22.17 35.34
-22.186 35.343
-22.197 35.349
-22.201 35.353
-22.204 35.355
-22.223 35.381
-22.222 35.386
-22.218 35.392
-22.218 35.402
-22.216 35.409
-22.205 35.418
-22.203 35.422
-22.204 35.428
-22.206 35.431
-22.212 35.434
-22.215 35.434
-22.218 35.432
-22.218 35.429
-22.215 35.425
-22.217 35.419
-22.221 35.422
-22.226 35.419
-22.228 35.423
-22.224 35.429
-22.224 35.433
-22.226 35.438
-22.234 35.441
-22.233 35.445
-22.228 35.449
-22.22 35.45
-22.21 35.448
-22.193 35.439
-22.179 35.438
-22.173 35.436
-22.172 35.431
-22.18 35.427
-22.18 35.424
-22.176 35.423
-22.172 35.424
-22.167 35.425
-22.16 35.429
-22.155 35.437
-22.153 35.444
-22.153 35.454
-22.152 35.459
-22.155 35.465
-22.151 35.465
-22.136 35.456
-22.128 35.455
-22.127 35.448
-22.121 35.448
-22.117 35.454
-22.107 35.47
-22.104 35.472
-22.096 35.47
-22.095 35.47
-22.092 35.471
-22.091 35.474
-22.094 35.483
-22.102 35.499
-22.105 35.501
-22.112 35.502
-22.13 35.5
-22.151 35.507
-22.171 35.51
-22.192 35.519
-22.198 35.521
-22.219 35.525
-22.235 35.523
-22.244 35.519
-22.251 35.519
-22.266 35.522
-22.31 35.522
-22.31 35.524
-22.309 35.528
-22.303 35.53
-22.277 35.527
-22.268 35.528
-22.257 35.527
-22.25 35.529
-22.206 35.532
-22.191 35.539
-22.184 35.54
-22.173 35.544
-22.173 35.547
-22.19 35.545
-22.193 35.545
-22.211 35.54
-22.214 35.537
-22.248 35.533
-22.261 35.535
-22.3 35.538
-22.314 35.541
-22.32 35.542
-22.374 35.543
-22.397 35.539
-22.44 35.537
-22.449 35.536
-22.5 35.525
-22.52 35.516
-22.561 35.502
-22.563 35.502
-22.595 35.496
-22.608 35.502
-22.686 35.51
-22.701 35.512
-22.712 35.517
-22.717 35.512
-22.726 35.514
-22.747 35.513
-22.761 35.518
-22.773 35.51
-22.787 35.512
-22.806 35.512
-22.828 35.517
-22.837 35.525
-22.841 35.527
-22.851 35.526
-22.883 35.533
-22.913 35.552
-22.917 35.555
-22.919 35.56
-22.923 35.568
-22.931 35.578
-22.936 35.587
-22.934 35.594
-22.927 35.597
-22.92 35.592
-22.91 35.572
-22.907 35.57
-22.905 35.571
-22.918 35.602
-22.927 35.605
-22.932 35.603
-22.958 35.596
-22.987 35.582
-23.015 35.565
-23.038 35.548
-23.045 35.544
-23.076 35.528
-23.091 35.516
-23.145 35.493
-23.16 35.489
-23.162 35.488
-23.184 35.485
-23.194 35.486
-23.21 35.489
-23.234 35.487
-23.252 35.491
-23.285 35.494
-23.288 35.494
-23.302 35.493
-23.332 35.489
-23.375 35.468
-23.405 35.456
-23.425 35.452
-23.446 35.444
-23.469 35.44
-23.483 35.432
-23.502 35.427
-23.526 35.426
-23.541 35.425
-23.599 35.425
-23.618 35.422
-23.647 35.425
-23.652 35.424
-23.672 35.421
-23.692 35.422
-23.733 35.409
-23.744 35.399
-23.745 35.396
-23.739 35.395
-23.732 35.396
-23.729 35.391
-23.722 35.391
-23.701 35.399
-23.692 35.396
-23.688 35.398
-23.682 35.391
-23.668 35.392
-23.671 35.379
-23.669 35.375
-23.67 35.367
-23.666 35.362
-23.67 35.356
-23.67 35.349
-23.682 35.344
-23.678 35.336
-23.677 35.331
-23.679 35.33
-23.683 35.331
-23.688 35.336
-23.699 35.337
-23.703 35.34
-23.695 35.346
-23.694 35.352
-23.688 35.361
-23.687 35.367
-23.687 35.372
-23.689 35.374
-23.696 35.376
-23.703 35.376
-23.713 35.374
-23.733 35.366
-23.747 35.366
-23.765 35.37
-23.774 35.369
-23.775 35.369
-23.783 35.366
-23.8 35.356
-23.831 35.353
-23.866 35.355
-23.87 35.354
-23.88 35.347
-23.887 35.345
-23.895 35.345
-23.921 35.346
-23.935 35.339
-23.947 35.339
-23.951 35.333
-23.956 35.331
-23.961 35.333
-23.971 35.339
-23.989 35.337
-23.993 35.338
-23.995 35.342
-23.994 35.345
-23.985 35.35
-23.983 35.354
-23.982 35.364
-23.978 35.367
-23.974 35.364
-23.969 35.354
-23.966 35.353
-23.958 35.366
-23.953 35.368
-23.947 35.375
-23.942 35.377
-23.936 35.375
-23.92 35.389
-23.914 35.393
-23.904 35.392
-23.894 35.387
-23.89 35.384
-23.885 35.379
-23.876 35.375
-23.871 35.375
-23.861 35.378
-23.859 35.381
-23.86 35.388
-23.857 35.389
-23.844 35.381
-23.842 35.381
-23.84 35.384
-23.838 35.391
-23.833 35.394
-23.833 35.397
-23.839 35.405
-23.836 35.409
-23.837 35.412
-23.839 35.414
-23.847 35.414
-23.852 35.417
-23.858 35.425
-23.859 35.428
-23.862 35.436
-23.865 35.441
-23.877 35.455
-23.878 35.458
-23.877 35.469
-23.872 35.477
-23.868 35.479
-23.854 35.472
-23.851 35.474
-23.847 35.486
-23.844 35.49
-23.838 35.493
-23.826 35.489
-23.816 35.492
-23.812 35.49
-23.807 35.483
-23.804 35.482
-23.802 35.485
-23.799 35.491
-23.793 35.491
-23.787 35.494
-23.785 35.493
-23.784 35.488
-23.782 35.488
-23.781 35.527
-23.778 35.532
-23.779 35.539
-23.785 35.549
-23.792 35.551
-23.797 35.55
-23.8 35.546
-23.804 35.544
-23.809 35.546
-23.819 35.542
-23.83 35.537
-23.835 35.539
-23.847 35.554
-23.851 35.556
-23.854 35.555
-23.862 35.556
-23.874 35.553
-23.884 35.548
-23.909 35.534
-23.944 35.527
-23.96 35.521
-23.968 35.52
-23.978 35.515
-24 35.516
-24.018 35.509
-24.058 35.498
-24.06 35.497
-24.07 35.497
-24.083 35.5
-24.094 35.498
-24.108 35.501
-24.113 35.5
-24.156 35.482
-24.177 35.467
-24.189 35.459
-24.211 35.437
-24.232 35.429
-24.255 35.414
-24.281 35.393
-24.307 35.373
-24.339 35.342
-24.381 35.309
-24.408 35.287
-24.458 35.237
-24.472 35.226
-24.478 35.222
-24.487 35.217
-24.501 35.203
-24.51 35.201
-24.527 35.202
-24.532 35.2
-24.545 35.183
-24.558 35.17
-24.581 35.152
-24.589 35.145
-24.601 35.132
-24.626 35.091
-24.653 35.04
-24.664 35.019
-24.673 35
-24.676 34.995
-24.694 34.947
-24.709 34.917
-24.728 34.877
-24.76 34.796
-24.761 34.791
-24.769 34.771
-24.784 34.716
-24.803 34.661
-24.824 34.598
-24.84 34.541
-24.844 34.53
-24.858 34.492
-24.865 34.462
-24.877 34.431
-24.877 34.424
-24.864 34.442
-24.861 34.442
-24.873 34.422
-24.879 34.419
-24.88 34.419
-24.886 34.413
-24.891 34.39
-24.905 34.369
-24.925 34.315
-24.93 34.294
-24.931 34.29
-24.936 34.262
-24.95 34.214
-24.968 34.163
-24.969 34.162
-24.982 34.13
-24.989 34.105
-25 34.082
-25.001 34.08
-25.016 34.035
-25.024 34.01
-25.03 33.999
-25.034 33.982
-25.05 33.938
-25.055 33.909
-25.056 33.904
-25.058 33.897
-25.08 33.854
-25.09 33.818
-25.103 33.791
-25.107 33.778
-25.112 33.762
-25.117 33.737
-25.122 33.728
-25.125 33.711
-25.131 33.696
-25.155 33.651
-25.159 33.644
-25.176 33.605
-25.191 33.568
-25.196 33.547
