segment Botswana
-26.197 22.577
-26.212 22.567
-26.221 22.563
-26.23 22.547
-26.228 22.538
-26.226 22.535
-26.22 22.518
-26.219 22.516
-26.218 22.514
-26.217 22.512
-26.214 22.511
-26.208 22.476
-26.208 22.47
-26.212 22.466
-26.223 22.463
-26.226 22.459
-26.231 22.443
-26.228 22.428
-26.229 22.424
-26.236 22.414
-26.25 22.401
-26.256 22.397
-26.268 22.403
-26.276 22.401
-26.283 22.393
-26.29 22.381
-26.292 22.377
-26.291 22.365
-26.293 22.363
-26.297 22.361
-26.298 22.361
-26.316 22.367
-26.322 22.366
-26.325 22.364
-26.329 22.355
-26.332 22.331
-26.342 22.313
-26.345 22.305
-26.348 22.281
-26.352 22.27
-26.352 22.262
-26.352 22.256
-26.358 22.245
-26.365 22.24
-26.374 22.237
-26.38 22.232
-26.388 22.217
-26.392 22.212
-26.398 22.198
-26.409 22.194
-26.422 22.198
-26.43 22.194
-26.439 22.183
-26.452 22.18
-26.46 22.182
-26.473 22.178
-26.479 22.164
-26.482 22.161
-26.486 22.16
-26.499 22.163
-26.508 22.161
-26.521 22.15
-26.525 22.142
-26.538 22.13
-26.543 22.128
-26.549 22.126
-26.551 22.12
-26.553 22.109
-26.556 22.105
-26.576 22.092
-26.58 22.088
-26.58 22.084
-26.582 22.08
-26.603 22.068
-26.607 22.067
-26.627 22.056
-26.634 22.047
-26.635 22.045
-26.642 22.025
-26.645 22.004
-26.65 21.996
-26.662 21.967
-26.668 21.96
-26.671 21.952
-26.673 21.941
-26.672 21.916
-26.672 21.915
-26.673 21.904
-26.67 21.872
-26.671 21.849
-26.666 21.835
-26.666 21.813
-26.668 21.804
-26.684 21.782
-26.686 21.78
-26.696 21.773
-26.704 21.772
-26.711 21.773
-26.715 21.777
-26.721 21.784
-26.725 21.786
-26.75 21.785
-26.776 21.789
-26.786 21.784
-26.789 21.783
-26.795 21.783
-26.801 21.78
-26.805 21.778
-26.809 21.77
-26.813 21.76
-26.814 21.76
-26.816 21.756
-26.825 21.747
-26.828 21.739
-26.855 21.71
-26.861 21.7
-26.86 21.687
-26.864 21.677
-26.864 21.672
-26.866 21.667
-26.868 21.661
-26.864 21.641
-26.866 21.636
-26.866 21.627
-26.854 21.606
-26.848 21.599
-26.847 21.587
-26.848 21.553
-26.85 21.543
-26.856 21.536
-26.862 21.53
-26.862 21.523
-26.854 21.507
-26.855 21.501
-26.852 21.5
-26.846 21.481
-26.845 21.467
-26.837 21.453
-26.826 21.425
-26.826 21.408
-26.826 21.395
-26.828 21.388
-26.83 21.365
-26.829 21.356
-26.827 21.352
-26.828 21.345
-26.833 21.334
-26.849 21.311
-26.851 21.303
-26.852 21.295
-26.845 21.278
-26.842 21.271
-26.849 21.237
-26.849 21.216
-26.854 21.199
-26.869 21.171
-26.872 21.162
-26.874 21.146
-26.874 21.143
-26.852 21.077
-26.852 21.051
-26.849 21.04
-26.851 21.037
-26.849 21.021
-26.844 21.012
-26.839 21.001
-26.836 20.997
-26.823 20.99
-26.808 20.974
-26.808 20.969
-26.811 20.948
-26.81 20.942
-26.8 20.925
-26.796 20.901
-26.797 20.894
-26.8 20.881
-26.807 20.869
-26.813 20.857
-26.822 20.827
-26.838 20.817
-26.837 20.809
-26.837 20.799
-26.843 20.792
-26.845 20.787
-26.853 20.778
-26.862 20.769
-26.867 20.757
-26.867 20.736
-26.87 20.727
-26.875 20.719
-26.876 20.715
-26.893 20.704
-26.907 20.693
-26.884 20.685
-26.883 20.684
-26.875 20.684
-26.855 20.688
-26.852 20.688
-26.851 20.686
-26.847 20.681
-26.842 20.66
-26.835 20.65
-26.829 20.648
-26.815 20.653
-26.803 20.642
-26.798 20.632
-26.792 20.629
-26.79 20.631
-26.783 20.634
-26.777 20.635
-26.754 20.631
-26.737 20.634
-26.711 20.617
-26.702 20.615
-26.688 20.617
-26.683 20.621
-26.677 20.631
-26.675 20.632
-26.669 20.634
-26.639 20.633
-26.629 20.634
-26.624 20.633
-26.619 20.634
-26.594 20.631
-26.579 20.622
-26.567 20.61
-26.561 20.607
-26.556 20.607
-26.531 20.605
-26.524 20.608
-26.517 20.608
-26.506 20.612
-26.474 20.613
-26.447 20.619
-26.438 20.625
-26.437 20.63
-26.435 20.649
-26.43 20.655
-26.415 20.663
-26.406 20.669
-26.401 20.676
-26.399 20.687
-26.397 20.691
-26.377 20.697
-26.364 20.703
-26.357 20.71
-26.35 20.714
-26.337 20.719
-26.325 20.733
-26.309 20.746
-26.291 20.757
-26.287 20.761
-26.284 20.767
-26.281 20.779
-26.276 20.786
-26.271 20.789
-26.262 20.792
-26.256 20.798
-26.251 20.798
-26.237 20.809
-26.2 20.818
-26.192 20.819
-26.186 20.818
-26.183 20.822
-26.18 20.82
-26.174 20.826
-26.17 20.832
-26.162 20.845
-26.155 20.852
-26.151 20.855
-26.146 20.858
-26.134 20.862
-26.127 20.861
-26.122 20.856
-26.122 20.844
-26.121 20.837
-26.112 20.826
-26.107 20.825
-26.102 20.827
-26.09 20.839
-26.084 20.841
-26.079 20.84
-26.067 20.829
-26.062 20.827
-26.058 20.828
-26.056 20.828
-26.043 20.835
-26.042 20.836
-26.031 20.835
-26.008 20.817
-26.004 20.817
-25.99 20.827
-25.979 20.828
-25.965 20.836
-25.956 20.838
-25.951 20.833
-25.947 20.828
-25.941 20.817
-25.931 20.809
-25.912 20.802
-25.901 20.801
-25.886 20.809
-25.875 20.81
-25.865 20.807
-25.861 20.799
-25.859 20.79
-25.854 20.787
-25.843 20.786
-25.842 20.786
-25.814 20.791
-25.806 20.79
-25.803 20.786
-25.804 20.781
-25.825 20.757
-25.826 20.751
-25.824 20.746
-25.818 20.742
-25.816 20.742
-25.803 20.749
-25.792 20.752
-25.789 20.754
-25.784 20.758
-25.782 20.757
-25.778 20.751
-25.775 20.741
-25.768 20.734
-25.763 20.731
-25.739 20.727
-25.726 20.722
-25.706 20.703
-25.699 20.693
-25.695 20.686
-25.692 20.684
-25.685 20.679
-25.675 20.676
-25.649 20.69
-25.642 20.69
-25.636 20.688
-25.634 20.686
-25.631 20.68
-25.631 20.671
-25.635 20.665
-25.635 20.659
-25.631 20.655
-25.622 20.656
-25.609 20.667
-25.607 20.672
-25.607 20.673
-25.598 20.687
-25.592 20.693
-25.587 20.694
-25.582 20.692
-25.547 20.67
-25.527 20.635
-25.523 20.632
-25.517 20.631
-25.515 20.632
-25.511 20.633
-25.508 20.637
-25.501 20.639
-25.475 20.643
-25.471 20.646
-25.471 20.658
-25.468 20.671
-25.464 20.675
-25.458 20.677
-25.452 20.675
-25.446 20.669
-25.444 20.665
-25.45 20.655
-25.456 20.648
-25.458 20.642
-25.459 20.64
-25.459 20.634
-25.455 20.626
-25.45 20.622
-25.446 20.622
-25.441 20.623
-25.434 20.63
-25.429 20.632
-25.424 20.628
-25.423 20.626
-25.428 20.617
-25.427 20.61
-25.424 20.606
-25.419 20.604
-25.401 20.607
-25.397 20.606
-25.388 20.595
-25.39 20.585
-25.392 20.576
-25.391 20.572
-25.384 20.564
-25.381 20.564
-25.366 20.56
-25.349 20.547
-25.337 20.542
-25.326 20.546
-25.322 20.545
-25.32 20.538
-25.322 20.53
-25.32 20.525
-25.312 20.52
-25.305 20.523
-25.299 20.526
-25.288 20.54
-25.282 20.533
-25.284 20.528
-25.277 20.523
-25.265 20.501
-25.259 20.493
-25.255 20.49
-25.247 20.49
-25.229 20.492
-25.225 20.491
-25.221 20.48
-25.222 20.479
-25.223 20.475
-25.223 20.471
-25.221 20.467
-25.211 20.458
-25.206 20.455
-25.195 20.449
-25.19 20.451
-25.186 20.457
-25.171 20.468
-25.162 20.469
-25.153 20.466
-25.149 20.461
-25.148 20.455
-25.152 20.445
-25.153 20.438
-25.15 20.434
-25.147 20.434
-25.127 20.429
-25.12 20.43
-25.111 20.427
-25.096 20.415
-25.091 20.418
-25.08 20.413
-25.072 20.406
-25.067 20.397
-25.057 20.389
-25.038 20.386
-25.036 20.384
-25.029 20.379
-25.026 20.374
-25.023 20.357
-25.019 20.351
-25.001 20.334
-25 20.333
-24.989 20.32
-24.98 20.298
-24.974 20.291
-24.958 20.284
-24.954 20.283
-24.941 20.273
-24.928 20.267
-24.924 20.263
-24.919 20.245
-24.917 20.244
-24.917 20.239
-24.918 20.231
-24.916 20.223
-24.912 20.218
-24.901 20.212
-24.899 20.207
-24.899 20.201
-24.902 20.196
-24.912 20.187
-24.912 20.186
-24.911 20.184
-24.901 20.169
-24.886 20.158
-24.883 20.151
-24.883 20.128
-24.861 20.1
-24.848 20.092
-24.837 20.089
-24.831 20.087
-24.829 20.085
-24.829 20.083
-24.828 20.068
-24.817 20.061
-24.808 20.052
-24.808 20.043
-24.798 20.036
-24.788 20.031
-24.781 20.026
-24.772 20.015
-24.753 20
-24.75 20
-24.667 20
-24.627 20
-24.584 20
-24.501 20
-24.5 20
-24.417 20
-24.334 20
-24.25 20
-24.167 20
-24.084 20
-24 20
-23.917 20
-23.834 20
-23.75 20
-23.667 20
-23.584 20
-23.501 20
-23.417 20
-23.334 20
-23.251 20
-23.167 20
-23.084 20
-23.001 20
-22.918 20
-22.834 20
-22.751 20
-22.668 20
-22.584 20
-22.501 20
-22.418 20
-22.334 20
-22.251 20
-22.168 20
-22.084 20
-22.055 20
-22.002 20
-22.004 21.002
-20.958 20.997
-20 20.997
-19.176 20.998
-18.318 20.999
-18.318 21.469
-18.018 22.988
-18.011 23.04
-18.002 23.082
-17.999 23.104
-17.999 23.132
-17.997 23.136
-17.998 23.146
-17.998 23.156
-17.998 23.222
-17.996 23.23
-17.997 23.236
-17.998 23.261
-17.996 23.266
-17.998 23.297
-18.002 23.303
-18.006 23.312
-18.014 23.32
-18.019 23.316
-18.027 23.312
-18.036 23.313
-18.038 23.32
-18.046 23.329
-18.047 23.332
-18.052 23.336
-18.055 23.332
-18.053 23.328
-18.054 23.325
-18.056 23.323
-18.068 23.323
-18.072 23.326
-18.076 23.326
-18.08 23.328
-18.08 23.334
-18.085 23.339
-18.092 23.348
-18.099 23.349
-18.105 23.352
-18.107 23.355
-18.118 23.365
-18.127 23.367
-18.131 23.371
-18.135 23.378
-18.152 23.382
-18.163 23.387
-18.167 23.393
-18.179 23.405
-18.184 23.406
-18.2 23.404
-18.202 23.401
-18.205 23.399
-18.209 23.402
-18.208 23.404
-18.205 23.409
-18.204 23.413
-18.21 23.418
-18.211 23.421
-18.206 23.426
-18.206 23.429
-18.213 23.436
-18.214 23.44
-18.212 23.444
-18.203 23.452
-18.202 23.455
-18.208 23.459
-18.213 23.457
-18.22 23.449
-18.23 23.452
-18.235 23.457
-18.237 23.462
-18.244 23.468
-18.245 23.472
-18.242 23.477
-18.241 23.496
-18.243 23.5
-18.245 23.501
-18.253 23.501
-18.263 23.503
-18.267 23.507
-18.269 23.519
-18.274 23.525
-18.274 23.527
-18.285 23.525
-18.289 23.526
-18.294 23.532
-18.301 23.534
-18.308 23.532
-18.317 23.53
-18.33 23.539
-18.341 23.556
-18.351 23.555
-18.366 23.562
-18.372 23.562
-18.378 23.555
-18.384 23.552
-18.391 23.554
-18.409 23.565
-18.422 23.566
-18.437 23.562
-18.445 23.562
-18.45 23.571
-18.456 23.572
-18.461 23.573
-18.469 23.574
-18.473 23.573
-18.477 23.569
-18.478 23.569
-18.48 23.569
-18.485 23.571
-18.485 23.58
-18.495 23.592
-18.495 23.601
-18.499 23.604
-18.504 23.613
-18.503 23.618
-18.493 23.627
-18.477 23.654
-18.475 23.662
-18.471 23.666
-18.46 23.672
-18.45 23.68
-18.438 23.684
-18.436 23.688
-18.436 23.695
-18.432 23.699
-18.431 23.706
-18.436 23.714
-18.437 23.72
-18.434 23.724
-18.429 23.725
-18.422 23.745
-18.416 23.746
-18.412 23.75
-18.411 23.755
-18.405 23.759
-18.406 23.765
-18.4 23.77
-18.382 23.792
-18.364 23.8
-18.357 23.81
-18.352 23.811
-18.343 23.808
-18.338 23.811
-18.332 23.821
-18.331 23.826
-18.324 23.845
-18.319 23.85
-18.302 23.853
-18.304 23.865
-18.292 23.866
-18.289 23.869
-18.289 23.87
-18.276 23.876
-18.266 23.896
-18.264 23.909
-18.253 23.921
-18.249 23.925
-18.234 23.932
-18.232 23.931
-18.229 23.924
-18.227 23.922
-18.206 23.935
-18.202 23.94
-18.204 23.946
-18.2 23.949
-18.197 23.958
-18.189 23.959
-18.189 23.961
-18.193 23.966
-18.194 23.977
-18.19 23.982
-18.181 23.987
-18.172 23.993
-18.174 23.997
-18.172 24.004
-18.169 24.008
-18.156 24.015
-18.15 24.021
-18.147 24.033
-18.139 24.038
-18.135 24.058
-18.132 24.061
-18.128 24.063
-18.122 24.062
-18.114 24.059
-18.112 24.062
-18.114 24.066
-18.115 24.071
-18.115 24.073
-18.117 24.078
-18.119 24.093
-18.104 24.117
-18.097 24.125
-18.09 24.128
-18.075 24.148
-18.064 24.158
-18.047 24.17
-18.044 24.172
-18.04 24.171
-18.036 24.174
-18.038 24.178
-18.036 24.183
-18.034 24.188
-18.019 24.195
-18.017 24.201
-18.02 24.217
-18.023 24.231
-18.02 24.244
-18.012 24.259
-18.01 24.272
-18.011 24.277
-18.027 24.286
-18.031 24.291
-18.031 24.296
-18.028 24.299
-18.01 24.304
-18.002 24.307
-17.998 24.311
-17.996 24.324
-17.991 24.331
-17.985 24.339
-17.977 24.342
-17.972 24.348
-17.962 24.352
-17.962 24.353
-17.96 24.362
-17.955 24.364
-17.951 24.368
-17.952 24.375
-17.951 24.382
-17.952 24.391
-17.96 24.397
-17.962 24.401
-17.961 24.404
-17.953 24.409
-17.956 24.417
-17.954 24.42
-17.953 24.424
-17.959 24.428
-17.969 24.445
-17.97 24.451
-17.962 24.453
-17.962 24.456
-17.967 24.458
-17.981 24.455
-17.984 24.457
-17.988 24.466
-17.998 24.47
-18.012 24.488
-18.016 24.489
-18.022 24.487
-18.033 24.48
-18.037 24.482
-18.038 24.487
-18.039 24.488
-18.042 24.489
-18.047 24.489
-18.046 24.502
-18.059 24.509
-18.061 24.521
-18.065 24.531
-18.065 24.55
-18.067 24.562
-18.065 24.575
-18.049 24.592
-18.039 24.597
-18.018 24.615
-18.015 24.617
-18.002 24.618
-17.989 24.625
-17.982 24.632
-17.979 24.639
-17.978 24.647
-17.975 24.651
-17.967 24.656
-17.959 24.666
-17.955 24.668
-17.952 24.667
-17.951 24.661
-17.949 24.66
-17.945 24.662
-17.942 24.667
-17.943 24.671
-17.947 24.676
-17.948 24.679
-17.947 24.684
-17.938 24.695
-17.943 24.699
-17.944 24.703
-17.943 24.707
-17.934 24.708
-17.924 24.717
-17.916 24.721
-17.916 24.728
-17.913 24.73
-17.909 24.728
-17.905 24.729
-17.899 24.734
-17.896 24.732
-17.89 24.736
-17.89 24.738
-17.889 24.741
-17.89 24.743
-17.896 24.744
-17.899 24.747
-17.898 24.75
-17.891 24.757
-17.889 24.767
-17.886 24.771
-17.885 24.777
-17.883 24.777
-17.879 24.771
-17.876 24.769
-17.875 24.771
-17.874 24.776
-17.877 24.78
-17.878 24.785
-17.873 24.79
-17.877 24.792
-17.877 24.796
-17.872 24.8
-17.871 24.806
-17.867 24.808
-17.861 24.805
-17.857 24.807
-17.856 24.813
-17.856 24.82
-17.852 24.832
-17.846 24.839
-17.845 24.848
-17.841 24.856
-17.841 24.861
-17.845 24.873
-17.835 24.881
-17.832 24.896
-17.828 24.902
-17.821 24.908
-17.813 24.912
-17.814 24.937
-17.81 24.948
-17.797 24.954
-17.793 24.961
-17.79 24.97
-17.79 24.977
-17.792 24.981
-17.794 24.982
-17.799 24.979
-17.804 24.966
-17.807 24.966
-17.81 24.968
-17.812 24.969
-17.814 24.977
-17.817 24.98
-17.823 24.977
-17.826 24.979
-17.831 24.988
-17.83 24.991
-17.82 25
-17.818 25.002
-17.818 25.006
-17.82 25.009
-17.825 25.009
-17.834 25.001
-17.837 25.004
-17.837 25.01
-17.826 25.029
-17.813 25.043
-17.811 25.045
-17.812 25.05
-17.82 25.06
-17.825 25.062
-17.829 25.059
-17.83 25.051
-17.832 25.05
-17.836 25.052
-17.838 25.061
-17.844 25.069
-17.836 25.099
-17.829 25.113
-17.823 25.12
-17.814 25.122
-17.812 25.122
-17.808 25.126
-17.807 25.132
-17.812 25.136
-17.812 25.139
-17.811 25.142
-17.805 25.147
-17.785 25.154
-17.782 25.158
-17.781 25.163
-17.791 25.215
